,QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
0,1,11:45.0,,Shooting foul by A. Drummond (drawn by G. Antetokounmpo),0,0
1,1,11:45.0,,G. Antetokounmpo makes free throw 1 of 2,0,1
2,1,11:45.0,,G. Antetokounmpo makes free throw 2 of 2,0,2
3,1,11:30.0,A. Drummond misses 2-pt layup from 2 ft,,0,2
4,1,11:30.0,Offensive rebound by Team,,0,2
5,1,11:20.0,R. Jackson makes 2-pt jump shot from 13 ft,,2,2
6,1,11:02.0,,Turnover by G. Antetokounmpo (bad pass; steal by T. Harris),2,2
7,1,10:50.0,S. Johnson misses 2-pt jump shot from 20 ft,,2,2
8,1,10:46.0,,Defensive rebound by G. Antetokounmpo,2,2
9,1,10:32.0,,J. Henson makes 2-pt hook shot from 2 ft (assist by K. Middleton),2,4
10,1,10:14.0,A. Drummond makes 2-pt layup at rim (assist by A. Bradley),,4,4
11,1,9:54.0,,G. Antetokounmpo misses 3-pt jump shot from 23 ft,4,4
12,1,9:52.0,Defensive rebound by T. Harris,,4,4
13,1,9:32.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by S. Johnson),,7,4
14,1,9:15.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by G. Antetokounmpo),7,6
15,1,9:02.0,T. Harris misses 3-pt jump shot from 27 ft,,7,6
16,1,8:59.0,,Defensive rebound by G. Antetokounmpo,7,6
17,1,8:49.0,,E. Bledsoe makes 2-pt layup from 1 ft,7,8
18,1,8:23.0,R. Jackson makes 3-pt jump shot from 27 ft (assist by A. Drummond),,10,8
19,1,8:11.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,10,10
20,1,7:50.0,A. Bradley misses 3-pt jump shot from 27 ft,,10,10
21,1,7:44.0,Offensive rebound by A. Drummond,,10,10
22,1,7:43.0,A. Drummond misses 2-pt jump shot from 1 ft,,10,10
23,1,7:40.0,Offensive rebound by R. Jackson,,10,10
24,1,7:36.0,R. Jackson makes 2-pt jump shot from 19 ft,,12,10
25,1,7:27.0,,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by K. Middleton),12,13
26,1,7:12.0,T. Harris makes 2-pt layup at rim (assist by A. Drummond),,14,13
27,1,7:00.0,,J. Henson misses 2-pt layup from 3 ft,14,13
28,1,6:58.0,Defensive rebound by A. Drummond,,14,13
29,1,6:49.0,Turnover by A. Bradley (bad pass; steal by G. Antetokounmpo),,14,13
30,1,6:44.0,,Shooting foul by T. Harris (drawn by G. Antetokounmpo),14,13
31,1,6:44.0,,Milwaukee full timeout,14,13
32,1,6:44.0,,R. Vaughn enters the game for T. Snell,14,13
33,1,6:44.0,,G. Antetokounmpo makes free throw 1 of 2,14,14
34,1,6:44.0,,G. Antetokounmpo makes free throw 2 of 2,14,15
35,1,6:29.0,R. Jackson misses 2-pt layup from 4 ft (block by J. Henson),,14,15
36,1,6:25.0,,Defensive rebound by K. Middleton,14,15
37,1,6:24.0,,E. Bledsoe misses 2-pt layup from 1 ft,14,15
38,1,6:21.0,,Offensive rebound by G. Antetokounmpo,14,15
39,1,6:14.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,14,17
40,1,6:09.0,S. Johnson misses 3-pt jump shot from 26 ft,,14,17
41,1,6:09.0,,Defensive rebound by E. Bledsoe,14,17
42,1,5:58.0,,G. Antetokounmpo makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),14,20
43,1,5:33.0,Turnover by Team (shot clock),,14,20
44,1,5:19.0,,R. Vaughn misses 3-pt jump shot from 22 ft,14,20
45,1,5:15.0,Defensive rebound by S. Johnson,,14,20
46,1,4:58.0,S. Johnson misses 3-pt jump shot from 26 ft,,14,20
47,1,4:56.0,Offensive rebound by A. Drummond,,14,20
48,1,4:56.0,Shooting foul by J. Henson (drawn by A. Drummond),,14,20
49,1,4:56.0,A. Drummond misses free throw 1 of 2,,14,20
50,1,4:56.0,Offensive rebound by Team,,14,20
51,1,4:56.0,,T. Maker enters the game for K. Middleton,14,20
52,1,4:56.0,,D. Liggins enters the game for J. Henson,14,20
53,1,4:56.0,A. Tolliver enters the game for S. Johnson,,14,20
54,1,4:56.0,A. Drummond makes free throw 2 of 2,,15,20
55,1,4:47.0,,E. Bledsoe misses 2-pt layup from 1 ft,15,20
56,1,4:44.0,Defensive rebound by A. Drummond,,15,20
57,1,4:42.0,R. Jackson misses 2-pt layup from 1 ft,,15,20
58,1,4:42.0,Offensive rebound by R. Jackson,,15,20
59,1,4:36.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,17,20
60,1,4:22.0,Offensive charge foul by G. Antetokounmpo (drawn by A. Drummond),,17,20
61,1,4:22.0,,Turnover by G. Antetokounmpo (offensive foul),17,20
