,QUARTER,TIME_REMAINING,DALLAS_ACTION,OKLAHOMA CITY_ACTION,DALLAS_SCORE,OKLAHOMA CITY_SCORE
221,3,11:08.0,,S. Adams makes 2-pt layup from 2 ft,59,65
222,3,10:47.0,H. Barnes misses 2-pt jump shot from 10 ft,,59,65
223,3,10:45.0,,Defensive rebound by P. George,59,65
224,3,10:41.0,,Turnover by J. Huestis (out of bounds lost ball),59,65
225,3,10:24.0,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by W. Matthews),,61,65
226,3,10:10.0,,R. Westbrook makes 2-pt jump shot from 9 ft,61,67
227,3,10:00.0,M. Kleber makes 2-pt dunk at rim (assist by D. Smith),,63,67
228,3,10:00.0,Shooting foul by P. George (drawn by M. Kleber),,63,67
229,3,10:00.0,M. Kleber makes free throw 1 of 1,,64,67
230,3,9:52.0,,P. George makes 3-pt jump shot from 24 ft (assist by R. Westbrook),64,70
231,3,9:29.0,D. Nowitzki misses 3-pt jump shot from 23 ft,,64,70
232,3,9:28.0,Offensive rebound by H. Barnes,,64,70
233,3,9:26.0,H. Barnes makes 2-pt layup at rim,,66,70
234,3,9:24.0,,Oklahoma City full timeout,66,70
235,3,9:10.0,,Turnover by R. Westbrook (bad pass),66,70
236,3,8:59.0,Personal foul by S. Adams (drawn by M. Kleber),,66,70
237,3,8:51.0,D. Smith misses 3-pt jump shot from 24 ft,,66,70
238,3,8:47.0,Offensive rebound by M. Kleber,,66,70
239,3,8:47.0,M. Kleber misses 2-pt layup at rim,,66,70
240,3,8:46.0,,Defensive rebound by S. Adams,66,70
241,3,8:39.0,,J. Huestis misses 3-pt jump shot from 25 ft,66,70
242,3,8:35.0,Defensive rebound by H. Barnes,,66,70
243,3,8:25.0,Turnover by H. Barnes (out of bounds lost ball),,66,70
244,3,8:08.0,,J. Huestis misses 3-pt jump shot from 25 ft,66,70
245,3,8:03.0,Defensive rebound by W. Matthews,,66,70
246,3,7:54.0,M. Kleber makes 2-pt dunk at rim (assist by D. Smith),,68,70
247,3,7:39.0,,Shooting foul by M. Kleber (drawn by R. Westbrook),68,70
248,3,7:39.0,,R. Westbrook misses free throw 1 of 2,68,70
249,3,7:39.0,,Offensive rebound by Team,68,70
250,3,7:39.0,,R. Westbrook makes free throw 2 of 2,68,71
251,3,7:16.0,H. Barnes makes 2-pt jump shot from 5 ft,,70,71
252,3,6:59.0,,C. Anthony misses 2-pt jump shot from 9 ft,70,71
253,3,6:56.0,Defensive rebound by D. Smith,,70,71
254,3,6:45.0,Turnover by D. Smith (bad pass; steal by J. Huestis),,70,71
255,3,6:41.0,,C. Anthony makes 2-pt layup from 1 ft (assist by R. Westbrook),70,73
256,3,6:40.0,Dallas full timeout,,70,73
257,3,6:40.0,,T. Ferguson enters the game for P. George,70,73
258,3,6:40.0,S. Mejri enters the game for M. Kleber,,70,73
259,3,6:40.0,Y. Ferrell enters the game for D. Nowitzki,,70,73
260,3,6:26.0,Turnover by D. Smith (bad pass; steal by R. Westbrook),,70,73
261,3,6:22.0,,R. Westbrook misses 2-pt layup from 2 ft (block by H. Barnes),70,73
262,3,6:22.0,,Offensive rebound by Team,70,73
263,3,6:22.0,D. Harris enters the game for D. Smith,,70,73
264,3,6:15.0,,Shooting foul by S. Mejri (drawn by R. Westbrook),70,73
265,3,6:15.0,,R. Westbrook makes free throw 1 of 2,70,74
266,3,6:15.0,J. Barea enters the game for W. Matthews,,70,74
267,3,6:15.0,,R. Westbrook makes free throw 2 of 2,70,75
268,3,6:05.0,H. Barnes makes 2-pt jump shot from 19 ft (assist by J. Barea),,72,75
269,3,5:46.0,,R. Westbrook misses 2-pt jump shot from 11 ft,72,75
270,3,5:40.0,Defensive rebound by H. Barnes,,72,75
271,3,5:36.0,D. Harris makes 3-pt jump shot from 22 ft (assist by H. Barnes),,75,75
272,3,5:22.0,,Offensive foul by C. Anthony (drawn by Y. Ferrell),75,75
273,3,5:22.0,,Turnover by C. Anthony (offensive foul),75,75
274,3,5:22.0,,R. Felton enters the game for J. Huestis,75,75
275,3,5:05.0,Y. Ferrell misses 3-pt jump shot from 22 ft,,75,75
276,3,5:03.0,,Defensive rebound by R. Westbrook,75,75
277,3,4:55.0,,C. Anthony misses 3-pt jump shot from 24 ft,75,75
278,3,4:52.0,Defensive rebound by Y. Ferrell,,75,75
279,3,4:38.0,S. Mejri makes 2-pt hook shot from 2 ft (assist by J. Barea),,77,75
280,3,4:24.0,,R. Westbrook misses 2-pt jump shot from 20 ft,77,75
281,3,4:19.0,,Offensive rebound by S. Adams,77,75
282,3,4:19.0,,S. Adams makes 2-pt layup at rim,77,77
283,3,4:10.0,D. Harris makes 3-pt jump shot from 24 ft (assist by J. Barea),,80,77
284,3,3:46.0,,C. Anthony misses 2-pt jump shot from 8 ft (block by S. Mejri),80,77
285,3,3:44.0,Defensive rebound by J. Barea,,80,77
286,3,3:44.0,Personal foul by T. Ferguson (drawn by J. Barea),,80,77
287,3,3:37.0,Personal foul by T. Ferguson (drawn by D. Harris),,80,77
288,3,3:37.0,,J. Grant enters the game for C. Anthony,80,77
289,3,3:24.0,S. Mejri makes 2-pt layup at rim (assist by J. Barea),,82,77
290,3,3:06.0,,J. Grant misses 3-pt jump shot from 25 ft,82,77
291,3,3:04.0,Defensive rebound by S. Mejri,,82,77
292,3,2:52.0,Y. Ferrell misses 2-pt jump shot from 14 ft,,82,77
293,3,2:49.0,,Defensive rebound by R. Westbrook,82,77
294,3,2:48.0,,Personal foul by D. Harris (drawn by R. Westbrook),82,77
295,3,2:37.0,,Turnover by S. Adams (bad pass; steal by Y. Ferrell),82,77
296,3,2:29.0,D. Harris misses 3-pt jump shot from 23 ft,,82,77
297,3,2:27.0,,Defensive rebound by R. Westbrook,82,77
298,3,2:18.0,,R. Westbrook makes 2-pt jump shot from 19 ft,82,79
299,3,1:48.0,Turnover by Team (shot clock),,82,79
300,3,1:48.0,,P. Patterson enters the game for S. Adams,82,79
301,3,1:48.0,D. Nowitzki enters the game for H. Barnes,,82,79
302,3,1:48.0,D. Powell enters the game for S. Mejri,,82,79
303,3,1:39.0,,R. Westbrook misses 3-pt jump shot from 25 ft,82,79
304,3,1:37.0,Defensive rebound by D. Powell,,82,79
305,3,1:19.0,J. Barea misses 3-pt jump shot from 25 ft,,82,79
306,3,1:16.0,,Defensive rebound by P. Patterson,82,79
307,3,1:13.0,,Turnover by R. Westbrook (lost ball; steal by D. Powell),82,79
308,3,1:07.0,D. Harris misses 2-pt layup at rim,,82,79
309,3,1:04.0,,Defensive rebound by T. Ferguson,82,79
310,3,0:59.0,,R. Felton makes 2-pt jump shot from 18 ft,82,81
311,3,0:44.0,D. Powell makes 2-pt layup at rim (assist by J. Barea),,84,81
312,3,0:38.0,,Personal foul by Y. Ferrell (drawn by R. Westbrook),84,81
313,3,0:27.0,,R. Felton makes 2-pt jump shot from 19 ft,84,83
314,3,0:05.0,D. Powell misses 2-pt layup from 1 ft (block by J. Grant),,84,83
315,3,0:03.0,,Defensive rebound by R. Westbrook,84,83
316,3,0:00.0,,T. Ferguson makes 2-pt layup from 1 ft (assist by R. Westbrook),84,85
317,4,12:00.0,,R. Felton makes technical free throw,84,86
318,4,11:46.0,,R. Felton makes 3-pt jump shot from 26 ft,84,89
319,4,11:24.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,84,89
320,4,11:22.0,,Defensive rebound by P. Patterson,84,89
321,4,11:15.0,,R. Felton misses 3-pt jump shot from 25 ft,84,89
322,4,11:12.0,Defensive rebound by D. Nowitzki,,84,89
323,4,11:02.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by J. Barea),,86,89
324,4,11:01.0,,Oklahoma City full timeout,86,89
325,4,10:49.0,,R. Felton misses 2-pt jump shot from 20 ft,86,89
326,4,10:45.0,Defensive rebound by D. Nowitzki,,86,89
327,4,10:32.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,89,89
328,4,10:05.0,,Turnover by T. Ferguson (bad pass),89,89
329,4,10:05.0,,P. George enters the game for T. Ferguson,89,89
330,4,10:05.0,W. Matthews enters the game for D. Harris,,89,89
331,4,9:41.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,89,89
332,4,9:38.0,,Defensive rebound by J. Grant,89,89
333,4,9:27.0,,Personal block foul by W. Matthews (drawn by P. George),89,89
334,4,9:20.0,,Turnover by P. George (bad pass; steal by Y. Ferrell),89,89
335,4,9:03.0,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by J. Barea),,91,89
336,4,8:46.0,,Shooting foul by W. Matthews (drawn by P. George),91,89
337,4,8:46.0,,P. George misses free throw 1 of 2,91,89
338,4,8:46.0,,Offensive rebound by Team,91,89
339,4,8:46.0,,R. Westbrook enters the game for R. Felton,91,89
340,4,8:46.0,,P. George misses free throw 2 of 2,91,89
341,4,8:46.0,,Offensive rebound by J. Grant,91,89
342,4,8:37.0,,P. Patterson misses 3-pt jump shot from 23 ft,91,89
343,4,8:35.0,Defensive rebound by J. Barea,,91,89
344,4,8:25.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,91,89
345,4,8:23.0,,Defensive rebound by J. Grant,91,89
346,4,8:18.0,,R. Westbrook makes 2-pt layup from 1 ft,91,91
347,4,8:05.0,Personal block foul by Á. Abrines (drawn by W. Matthews),,91,91
348,4,8:05.0,D. Smith enters the game for Y. Ferrell,,91,91
349,4,7:56.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,91,91
350,4,7:55.0,,Defensive rebound by Team,91,91
351,4,7:43.0,,R. Westbrook makes 2-pt jump shot from 21 ft (assist by P. George),91,93
352,4,7:42.0,Dallas full timeout,,91,93
353,4,7:42.0,,C. Anthony enters the game for J. Grant,91,93
354,4,7:42.0,H. Barnes enters the game for D. Nowitzki,,91,93
355,4,7:30.0,H. Barnes misses 3-pt jump shot from 23 ft,,91,93
356,4,7:27.0,,Defensive rebound by R. Westbrook,91,93
357,4,7:12.0,,Shooting foul by D. Smith (drawn by C. Anthony),91,93
358,4,7:12.0,,C. Anthony makes free throw 1 of 2,91,94
359,4,7:12.0,,S. Adams enters the game for P. Patterson,91,94
360,4,7:12.0,S. Mejri enters the game for D. Powell,,91,94
361,4,7:12.0,,C. Anthony misses free throw 2 of 2,91,94
362,4,7:10.0,Defensive rebound by J. Barea,,91,94
363,4,6:53.0,J. Barea makes 2-pt jump shot from 8 ft,,93,94
364,4,6:39.0,,R. Westbrook misses 2-pt jump shot from 20 ft,93,94
365,4,6:36.0,Defensive rebound by S. Mejri,,93,94
366,4,6:24.0,J. Barea misses 2-pt jump shot from 17 ft,,93,94
367,4,6:20.0,,Defensive rebound by R. Westbrook,93,94
368,4,6:14.0,,R. Westbrook makes 2-pt jump shot from 10 ft,93,96
369,4,5:57.0,D. Smith misses 2-pt layup from 2 ft (block by P. George),,93,96
370,4,5:57.0,Offensive rebound by Team,,93,96
371,4,5:57.0,,R. Felton enters the game for Á. Abrines,93,96
372,4,5:49.0,H. Barnes makes 2-pt jump shot from 9 ft,,95,96
373,4,5:31.0,,C. Anthony misses 2-pt jump shot from 11 ft,95,96
374,4,5:28.0,Defensive rebound by J. Barea,,95,96
375,4,5:14.0,J. Barea makes 2-pt jump shot from 14 ft,,97,96
376,4,4:57.0,,R. Westbrook makes 2-pt jump shot from 17 ft,97,98
377,4,4:53.0,Personal foul by S. Adams (drawn by S. Mejri),,97,98
378,4,4:29.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by D. Smith),,100,98
379,4,4:06.0,,R. Westbrook misses 2-pt layup from 1 ft,100,98
380,4,4:06.0,,Offensive rebound by S. Adams,100,98
381,4,4:06.0,,S. Adams makes 2-pt layup from 1 ft,100,100
382,4,3:38.0,Personal foul by C. Anthony (drawn by J. Barea),,100,100
383,4,3:27.0,Shooting foul by C. Anthony (drawn by D. Smith),,100,100
384,4,3:27.0,D. Smith makes free throw 1 of 2,,101,100
385,4,3:27.0,,Oklahoma City full timeout,101,100
