,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,GOLDEN STATE_ACTION,OKLAHOMA CITY_SCORE,GOLDEN STATE_SCORE
0,1,11:39.0,Shooting foul by S. Curry (drawn by R. Westbrook),,0,0
1,1,11:39.0,R. Westbrook makes free throw 1 of 2,,1,0
2,1,11:39.0,R. Westbrook makes free throw 2 of 2,,2,0
3,1,11:29.0,,J. McGee makes 2-pt dunk from 2 ft (assist by K. Thompson),2,2
4,1,11:05.0,J. Huestis misses 3-pt jump shot from 25 ft,,2,2
5,1,11:01.0,,Defensive rebound by J. McGee,2,2
6,1,10:58.0,,K. Thompson misses 3-pt jump shot from 26 ft,2,2
7,1,10:54.0,Defensive rebound by R. Westbrook,,2,2
8,1,10:36.0,C. Anthony misses 2-pt jump shot from 7 ft,,2,2
9,1,10:33.0,,Defensive rebound by S. Curry,2,2
10,1,10:24.0,,D. Green misses 2-pt hook shot from 5 ft,2,2
11,1,10:20.0,,Offensive rebound by D. Green,2,2
12,1,10:20.0,,D. Green misses 2-pt layup at rim,2,2
13,1,10:18.0,Defensive rebound by R. Westbrook,,2,2
14,1,10:08.0,C. Anthony misses 3-pt jump shot from 26 ft,,2,2
15,1,10:05.0,,Defensive rebound by S. Curry,2,2
16,1,9:59.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by S. Curry),2,4
17,1,9:44.0,P. George misses 2-pt jump shot from 18 ft,,2,4
18,1,9:42.0,,Defensive rebound by J. McGee,2,4
19,1,9:39.0,,K. Thompson misses 3-pt jump shot from 25 ft,2,4
20,1,9:34.0,Defensive rebound by P. George,,2,4
21,1,9:29.0,Personal foul by J. McGee (drawn by P. George),,2,4
22,1,9:20.0,P. George misses 2-pt layup from 3 ft,,2,4
23,1,9:16.0,Offensive rebound by P. George,,2,4
24,1,9:14.0,P. George misses 2-pt layup from 3 ft,,2,4
25,1,9:12.0,,Defensive rebound by J. McGee,2,4
26,1,9:10.0,,K. Thompson misses 3-pt jump shot from 23 ft,2,4
27,1,9:07.0,Defensive rebound by C. Anthony,,2,4
28,1,9:02.0,C. Anthony misses 2-pt jump shot from 17 ft,,2,4
29,1,8:57.0,Offensive rebound by P. George,,2,4
30,1,8:56.0,S. Adams makes 2-pt layup from 1 ft (assist by P. George),,4,4
31,1,8:47.0,,K. Durant misses 2-pt jump shot from 20 ft,4,4
32,1,8:43.0,Defensive rebound by R. Westbrook,,4,4
33,1,8:42.0,,Violation by D. Green (kicked ball),4,4
34,1,8:34.0,S. Adams misses 2-pt hook shot from 11 ft,,4,4
35,1,8:31.0,,Defensive rebound by S. Curry,4,4
36,1,8:24.0,,S. Curry misses 2-pt layup from 3 ft,4,4
37,1,8:21.0,Defensive rebound by R. Westbrook,,4,4
38,1,8:02.0,C. Anthony makes 2-pt jump shot from 15 ft (assist by J. Huestis),,6,4
39,1,7:41.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),6,7
40,1,7:26.0,R. Westbrook misses 2-pt jump shot from 17 ft,,6,7
41,1,7:23.0,,Defensive rebound by S. Curry,6,7
42,1,7:21.0,,Shooting foul by R. Westbrook (drawn by K. Thompson),6,7
43,1,7:21.0,,K. Thompson misses free throw 1 of 2,6,7
44,1,7:21.0,,Offensive rebound by Team,6,7
45,1,7:21.0,Oklahoma City full timeout,,6,7
46,1,7:21.0,,K. Thompson misses free throw 2 of 2,6,7
47,1,7:19.0,Defensive rebound by R. Westbrook,,6,7
48,1,7:06.0,P. George misses 3-pt jump shot from 25 ft,,6,7
49,1,7:03.0,Offensive rebound by P. George,,6,7
50,1,6:59.0,J. Huestis makes 3-pt jump shot from 23 ft (assist by C. Anthony),,9,7
51,1,6:47.0,,Turnover by S. Curry (bad pass; steal by P. George),9,7
52,1,6:43.0,P. George misses 2-pt layup from 1 ft (block by J. McGee),,9,7
53,1,6:37.0,Offensive rebound by R. Westbrook,,9,7
54,1,6:37.0,R. Westbrook misses 2-pt layup from 2 ft,,9,7
55,1,6:32.0,Offensive rebound by J. Huestis,,9,7
56,1,6:32.0,J. Huestis misses 2-pt layup at rim,,9,7
57,1,6:30.0,,Defensive rebound by J. McGee,9,7
58,1,6:25.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by D. Green),9,9
59,1,6:17.0,P. George misses 3-pt jump shot from 26 ft,,9,9
60,1,6:13.0,Offensive rebound by R. Westbrook,,9,9
61,1,6:12.0,C. Anthony misses 3-pt jump shot from 24 ft,,9,9
62,1,6:09.0,,Defensive rebound by J. McGee,9,9
63,1,5:58.0,,K. Durant makes 2-pt jump shot from 10 ft (assist by D. Green),9,11
64,1,5:35.0,Turnover by J. Huestis (step out of bounds),,9,11
65,1,5:18.0,,Turnover by D. Green (bad pass),9,11
66,1,5:18.0,J. Grant enters the game for J. Huestis,,9,11
67,1,4:54.0,J. Grant misses 3-pt jump shot from 23 ft,,9,11
68,1,4:51.0,Offensive rebound by S. Adams,,9,11
69,1,4:49.0,R. Westbrook makes 3-pt jump shot from 28 ft (assist by S. Adams),,12,11
70,1,4:46.0,,Golden State full timeout,12,11
71,1,4:46.0,,Z. Pachulia enters the game for J. McGee,12,11
72,1,4:46.0,,A. Iguodala enters the game for D. Green,12,11
73,1,4:35.0,,K. Durant misses 2-pt jump shot from 5 ft,12,11
74,1,4:31.0,Defensive rebound by P. George,,12,11
75,1,4:22.0,Shooting foul by Z. Pachulia (drawn by J. Grant),,12,11
76,1,4:22.0,J. Grant makes free throw 1 of 2,,13,11
77,1,4:22.0,J. Grant misses free throw 2 of 2,,13,11
78,1,4:19.0,,Defensive rebound by K. Durant,13,11
79,1,4:03.0,,K. Durant misses 3-pt jump shot from 26 ft,13,11
80,1,3:58.0,,Offensive rebound by Z. Pachulia,13,11
81,1,3:55.0,,K. Durant makes 2-pt dunk from 2 ft (assist by A. Iguodala),13,13
82,1,3:39.0,R. Westbrook misses 2-pt jump shot from 19 ft,,13,13
83,1,3:35.0,,Defensive rebound by K. Durant,13,13
84,1,3:21.0,,K. Thompson misses 3-pt jump shot from 23 ft,13,13
85,1,3:16.0,Defensive rebound by R. Westbrook,,13,13
86,1,3:10.0,R. Westbrook misses 3-pt jump shot from 23 ft,,13,13
87,1,3:06.0,Offensive rebound by S. Adams,,13,13
88,1,2:57.0,C. Anthony misses 3-pt jump shot from 22 ft,,13,13
89,1,2:56.0,Offensive rebound by Team,,13,13
90,1,2:56.0,,Loose ball foul by Z. Pachulia (drawn by S. Adams),13,13
91,1,2:56.0,,N. Young enters the game for K. Thompson,13,13
92,1,2:56.0,Á. Abrines enters the game for S. Adams,,13,13
93,1,2:48.0,Turnover by R. Westbrook (bad pass; steal by K. Durant),,13,13
94,1,2:43.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by Z. Pachulia),13,16
95,1,2:20.0,C. Anthony makes 2-pt dunk from 1 ft (assist by R. Westbrook),,15,16
96,1,2:12.0,,N. Young misses 2-pt jump shot from 11 ft,15,16
97,1,2:09.0,Defensive rebound by J. Grant,,15,16
98,1,2:03.0,C. Anthony makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,17,16
99,1,1:49.0,,Shooting foul by J. Grant (drawn by K. Durant),17,16
100,1,1:49.0,,K. Durant makes free throw 1 of 2,17,17
101,1,1:49.0,P. Patterson enters the game for P. George,,17,17
102,1,1:49.0,,K. Durant makes free throw 2 of 2,17,18
103,1,1:40.0,R. Westbrook misses 2-pt jump shot from 13 ft,,17,18
104,1,1:40.0,Offensive rebound by Team,,17,18
105,1,1:40.0,,Loose ball foul by N. Young (drawn by R. Westbrook),17,18
106,1,1:40.0,R. Westbrook makes free throw 1 of 2,,18,18
107,1,1:40.0,,D. Green enters the game for K. Durant,18,18
108,1,1:40.0,R. Westbrook makes free throw 2 of 2,,19,18
109,1,1:28.0,,S. Curry misses 3-pt jump shot from 27 ft,19,18
110,1,1:22.0,,Offensive rebound by D. Green,19,18
111,1,1:22.0,,D. Green makes 2-pt layup at rim,19,20
112,1,1:10.0,Turnover by R. Westbrook (lost ball; steal by N. Young),,19,20
113,1,1:04.0,,S. Curry misses 3-pt jump shot from 23 ft,19,20
114,1,1:02.0,Defensive rebound by Team,,19,20
115,1,0:45.0,Turnover by C. Anthony (out of bounds lost ball),,19,20
116,1,0:33.0,,Personal foul by Á. Abrines (drawn by N. Young),19,20
117,1,0:33.0,,N. Young makes free throw 1 of 2,19,21
118,1,0:33.0,,K. Durant enters the game for S. Curry,19,21
119,1,0:33.0,,N. Young makes free throw 2 of 2,19,22
120,1,0:27.0,R. Westbrook misses 2-pt layup from 4 ft,,19,22
121,1,0:23.0,,Defensive rebound by N. Young,19,22
122,1,0:07.0,,A. Iguodala makes 2-pt jump shot from 7 ft (assist by K. Durant),19,24
123,1,0:01.0,R. Westbrook misses 3-pt jump shot from 26 ft,,19,24
124,1,0:00.0,Offensive rebound by Team,,19,24
125,2,11:45.0,,K. Thompson makes 2-pt jump shot from 22 ft (assist by S. Livingston),19,26
126,2,11:15.0,S. Adams makes 2-pt hook shot from 5 ft (assist by Á. Abrines),,21,26
127,2,10:58.0,,Turnover by D. Green (bad pass; steal by S. Adams),21,26
128,2,10:52.0,P. George misses 3-pt jump shot from 26 ft,,21,26
129,2,10:45.0,,Defensive rebound by D. Green,21,26
130,2,10:35.0,,K. Thompson misses 3-pt jump shot from 23 ft,21,26
131,2,10:33.0,Defensive rebound by S. Adams,,21,26
132,2,10:21.0,R. Felton misses 2-pt jump shot from 5 ft,,21,26
133,2,10:15.0,Offensive rebound by R. Felton,,21,26
134,2,10:15.0,R. Felton makes 2-pt layup at rim,,23,26
135,2,9:59.0,,K. Thompson misses 2-pt layup from 1 ft (block by S. Adams),23,26
136,2,9:56.0,Defensive rebound by S. Adams,,23,26
137,2,9:51.0,R. Felton makes 3-pt jump shot from 25 ft (assist by P. George),,26,26
138,2,9:37.0,,K. Thompson misses 3-pt jump shot from 22 ft,26,26
139,2,9:37.0,,Offensive rebound by D. West,26,26
140,2,9:37.0,,Shooting foul by P. George (drawn by D. West),26,26
141,2,9:37.0,,D. West makes free throw 1 of 2,26,27
142,2,9:37.0,,D. West makes free throw 2 of 2,26,28
143,2,9:21.0,Personal foul by A. Iguodala (drawn by P. George),,26,28
144,2,9:21.0,J. Grant enters the game for Á. Abrines,,26,28
145,2,9:12.0,R. Felton makes 3-pt jump shot from 29 ft,,29,28
146,2,8:47.0,,S. Livingston makes 2-pt jump shot from 11 ft (assist by D. West),29,30
147,2,8:28.0,P. George misses 3-pt jump shot from 27 ft,,29,30
148,2,8:25.0,,Defensive rebound by K. Thompson,29,30
149,2,8:25.0,,Personal foul by P. George (drawn by S. Livingston),29,30
150,2,8:03.0,,Turnover by D. West (turnover),29,30
151,2,8:03.0,R. Westbrook enters the game for P. George,,29,30
152,2,7:48.0,Personal foul by S. Livingston (drawn by J. Grant),,29,30
153,2,7:48.0,,K. Durant enters the game for D. Green,29,30
154,2,7:36.0,R. Felton misses 3-pt jump shot from 28 ft,,29,30
155,2,7:32.0,,Defensive rebound by S. Livingston,29,30
156,2,7:21.0,,K. Durant misses 2-pt jump shot from 17 ft,29,30
157,2,7:17.0,Defensive rebound by P. Patterson,,29,30
158,2,7:14.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,31,30
159,2,7:13.0,,Golden State full timeout,31,30
160,2,7:13.0,,N. Young enters the game for A. Iguodala,31,30
161,2,7:13.0,J. Huestis enters the game for R. Felton,,31,30
162,2,6:57.0,,S. Livingston misses 2-pt jump shot from 12 ft,31,30
163,2,6:48.0,Defensive rebound by R. Westbrook,,31,30
164,2,6:41.0,J. Huestis misses 3-pt jump shot from 24 ft (block by K. Durant),,31,30
165,2,6:36.0,Offensive rebound by J. Huestis,,31,30
166,2,6:35.0,Turnover by J. Huestis (lost ball; steal by K. Thompson),,31,30
167,2,6:27.0,,K. Durant misses 2-pt jump shot from 14 ft,31,30
168,2,6:22.0,Defensive rebound by R. Westbrook,,31,30
169,2,6:22.0,J. Grant makes 2-pt dunk from 1 ft (assist by R. Westbrook),,33,30
170,2,6:22.0,Shooting foul by D. West (drawn by J. Grant),,33,30
171,2,6:22.0,,S. Curry enters the game for K. Thompson,33,30
172,2,6:22.0,C. Anthony enters the game for P. Patterson,,33,30
173,2,6:22.0,J. Grant misses free throw 1 of 1,,33,30
174,2,6:19.0,,Defensive rebound by N. Young,33,30
175,2,6:13.0,,Turnover by S. Curry (bad pass),33,30
176,2,6:04.0,Turnover by J. Grant (bad pass; steal by D. West),,33,30
177,2,5:47.0,,D. West misses 2-pt jump shot from 17 ft,33,30
178,2,5:43.0,Defensive rebound by J. Huestis,,33,30
179,2,5:35.0,J. Grant misses 2-pt layup from 2 ft (block by D. West),,33,30
180,2,5:32.0,,Defensive rebound by S. Curry,33,30
181,2,5:25.0,,S. Curry misses 2-pt jump shot from 19 ft,33,30
182,2,5:21.0,Defensive rebound by R. Westbrook,,33,30
183,2,5:16.0,Personal foul by N. Young (drawn by R. Westbrook),,33,30
184,2,5:16.0,,D. Green enters the game for D. West,33,30
185,2,5:16.0,P. George enters the game for J. Huestis,,33,30
186,2,5:10.0,J. Grant misses 2-pt dunk from 2 ft,,33,30
187,2,5:06.0,,Defensive rebound by S. Curry,33,30
188,2,5:04.0,,Turnover by D. Green (lost ball; steal by C. Anthony),33,30
189,2,4:59.0,J. Grant makes 2-pt layup from 1 ft (assist by S. Adams),,35,30
190,2,4:59.0,,Golden State full timeout,35,30
191,2,4:59.0,,A. Iguodala enters the game for N. Young,35,30
192,2,4:59.0,,K. Thompson enters the game for S. Livingston,35,30
193,2,4:51.0,,S. Curry makes 2-pt layup from 2 ft,35,32
194,2,4:38.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,35,32
195,2,4:27.0,,K. Durant makes 2-pt dunk from 2 ft (assist by K. Thompson),35,34
196,2,4:04.0,R. Westbrook misses 3-pt jump shot from 26 ft,,35,34
197,2,4:00.0,,Defensive rebound by S. Curry,35,34
198,2,3:51.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by D. Green),35,37
199,2,3:50.0,Oklahoma City full timeout,,35,37
200,2,3:33.0,S. Adams misses 2-pt hook shot from 6 ft,,35,37
201,2,3:29.0,Offensive rebound by J. Grant,,35,37
202,2,3:21.0,S. Adams makes 2-pt hook shot from 5 ft,,37,37
203,2,3:04.0,,D. Green makes 2-pt layup from 1 ft (assist by A. Iguodala),37,39
204,2,2:53.0,S. Adams makes 2-pt hook shot from 6 ft (assist by R. Westbrook),,39,39
205,2,2:39.0,,S. Curry misses 2-pt layup from 1 ft (block by J. Grant),39,39
206,2,2:36.0,Defensive rebound by S. Adams,,39,39
207,2,2:33.0,Offensive foul by S. Adams (drawn by K. Durant),,39,39
208,2,2:33.0,Turnover by S. Adams (offensive foul),,39,39
209,2,2:18.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by A. Iguodala),39,42
210,2,2:07.0,Offensive foul by C. Anthony,,39,42
211,2,2:07.0,Turnover by C. Anthony (offensive foul),,39,42
212,2,1:59.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by A. Iguodala),39,45
213,2,1:46.0,R. Westbrook makes 2-pt layup from 2 ft,,41,45
214,2,1:24.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),41,48
