,QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
33,1,6:55.0,,M. Muscala enters the game for J. Collins,14,15
34,1,6:39.0,Turnover by D. Sabonis (lost ball; steal by D. Schröder),,14,15
35,1,6:28.0,,T. Prince misses 2-pt layup from 1 ft (block by T. Young),14,15
36,1,6:24.0,Defensive rebound by D. Sabonis,,14,15
37,1,6:23.0,B. Bogdanović misses 2-pt layup from 1 ft (block by D. Dedmon),,14,15
38,1,6:23.0,Offensive rebound by Team,,14,15
39,1,6:15.0,C. Joseph misses 2-pt jump shot from 17 ft,,14,15
40,1,6:12.0,Offensive rebound by D. Sabonis,,14,15
41,1,6:10.0,D. Sabonis misses 2-pt hook shot from 12 ft (block by D. Dedmon),,14,15
42,1,6:10.0,,Defensive rebound by D. Dedmon,14,15
43,1,6:03.0,,Shooting block foul by B. Bogdanović (drawn by T. Prince),14,15
44,1,6:03.0,,T. Prince makes free throw 1 of 2,14,16
45,1,6:03.0,,T. Prince makes free throw 2 of 2,14,17
46,1,5:45.0,Turnover by T. Young (out of bounds lost ball),,14,17
47,1,5:45.0,,T. Dorsey enters the game for K. Bazemore,14,17
48,1,5:30.0,,D. Dedmon makes 2-pt dunk at rim (assist by T. Prince),14,19
49,1,5:19.0,V. Oladipo makes 2-pt layup from 2 ft,,16,19
50,1,5:19.0,Shooting foul by M. Muscala (drawn by V. Oladipo),,16,19
51,1,5:19.0,V. Oladipo misses free throw 1 of 1,,16,19
52,1,5:17.0,,Defensive rebound by D. Dedmon,16,19
53,1,5:03.0,,T. Prince misses 2-pt layup from 3 ft,16,19
54,1,5:02.0,Defensive rebound by Team,,16,19
55,1,5:02.0,G. Robinson enters the game for B. Bogdanović,,16,19
56,1,4:52.0,Shooting foul by T. Prince (drawn by V. Oladipo),,16,19
57,1,4:52.0,V. Oladipo misses free throw 1 of 2,,16,19
58,1,4:52.0,Offensive rebound by Team,,16,19
59,1,4:52.0,V. Oladipo makes free throw 2 of 2,,17,19
60,1,4:39.0,,T. Prince misses 2-pt layup from 1 ft,17,19
61,1,4:35.0,,Offensive rebound by M. Muscala,17,19
62,1,4:35.0,,M. Muscala misses 2-pt dunk at rim,17,19
63,1,4:34.0,Defensive rebound by G. Robinson,,17,19
64,1,4:28.0,V. Oladipo misses 3-pt jump shot from 24 ft,,17,19
65,1,4:23.0,,Defensive rebound by D. Schröder,17,19
66,1,4:17.0,,D. Schröder misses 2-pt jump shot from 13 ft (block by G. Robinson),17,19
67,1,4:14.0,Defensive rebound by G. Robinson,,17,19
68,1,4:05.0,D. Sabonis misses 2-pt layup from 3 ft,,17,19
69,1,4:02.0,,Defensive rebound by D. Schröder,17,19
70,1,4:00.0,,Shooting foul by C. Joseph (drawn by T. Dorsey),17,19
71,1,4:00.0,,T. Dorsey makes free throw 1 of 2,17,20
72,1,4:00.0,,J. Morris enters the game for T. Prince,17,20
73,1,4:00.0,,M. Plumlee enters the game for D. Dedmon,17,20
74,1,4:00.0,,I. Taylor enters the game for D. Schröder,17,20
75,1,4:00.0,J. Young enters the game for C. Joseph,,17,20
76,1,4:00.0,,T. Dorsey misses free throw 2 of 2,17,20
77,1,3:56.0,,Offensive rebound by M. Muscala,17,20
78,1,3:56.0,,M. Muscala misses 2-pt layup at rim,17,20
79,1,3:55.0,Defensive rebound by Team,,17,20
80,1,3:55.0,,Loose ball foul by M. Plumlee (drawn by D. Sabonis),17,20
81,1,3:42.0,T. Young makes 2-pt jump shot from 17 ft,,19,20
82,1,3:23.0,,Turnover by J. Morris (bad pass; steal by T. Young),19,20
83,1,3:19.0,Shooting foul by I. Taylor (drawn by V. Oladipo),,19,20
84,1,3:19.0,V. Oladipo makes free throw 1 of 2,,20,20
85,1,3:19.0,V. Oladipo makes free throw 2 of 2,,21,20
86,1,3:09.0,,Turnover by I. Taylor (step out of bounds),21,20
87,1,2:56.0,V. Oladipo misses 2-pt jump shot from 13 ft,,21,20
88,1,2:53.0,,Defensive rebound by T. Dorsey,21,20
89,1,2:49.0,,M. Plumlee misses 2-pt layup from 2 ft,21,20
90,1,2:48.0,,Offensive rebound by J. Morris,21,20
91,1,2:47.0,,J. Morris makes 2-pt layup from 2 ft,21,22
92,1,2:40.0,Indiana full timeout,,21,22
93,1,2:40.0,L. Stephenson enters the game for V. Oladipo,,21,22
94,1,2:40.0,B. Bogdanović enters the game for T. Young,,21,22
95,1,2:30.0,G. Robinson misses 2-pt jump shot from 18 ft,,21,22
96,1,2:26.0,,Defensive rebound by I. Taylor,21,22
97,1,2:21.0,,M. Plumlee makes 2-pt hook shot from 6 ft (assist by I. Taylor),21,24
98,1,2:11.0,,Violation by M. Plumlee (kicked ball),21,24
99,1,2:06.0,J. Young makes 3-pt jump shot from 24 ft (assist by D. Sabonis),,24,24
100,1,1:41.0,,M. Muscala misses 3-pt jump shot from 25 ft,24,24
101,1,1:41.0,Defensive rebound by J. Young,,24,24
102,1,1:28.0,Turnover by D. Sabonis (out of bounds lost ball),,24,24
103,1,1:09.0,,I. Taylor makes 2-pt layup from 1 ft (assist by M. Muscala),24,26
104,1,0:52.0,Turnover by L. Stephenson (bad pass),,24,26
105,1,0:38.0,,Shooting foul by J. Young (drawn by I. Taylor),24,26
106,1,0:38.0,,I. Taylor makes free throw 1 of 2,24,27
107,1,0:38.0,,I. Taylor makes free throw 2 of 2,24,28
108,1,0:31.0,J. Young makes 3-pt jump shot from 24 ft,,27,28
109,1,0:08.0,,J. Morris misses 2-pt layup from 5 ft,27,28
110,1,0:05.0,Defensive rebound by L. Stephenson,,27,28
111,1,0:01.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,27,28
112,1,0:01.0,,Defensive rebound by M. Plumlee,27,28
113,2,11:42.0,L. Stephenson misses 3-pt jump shot from 24 ft,,27,28
114,2,11:39.0,,Defensive rebound by M. Plumlee,27,28
115,2,11:29.0,,M. Plumlee makes 2-pt dunk at rim (assist by T. Dorsey),27,30
116,2,11:15.0,L. Stephenson misses 3-pt jump shot from 25 ft,,27,30
117,2,11:12.0,,Defensive rebound by T. Prince,27,30
118,2,10:55.0,,T. Dorsey misses 2-pt jump shot from 12 ft,27,30
119,2,10:53.0,Defensive rebound by Team,,27,30
120,2,10:40.0,D. Sabonis misses 3-pt jump shot from 24 ft,,27,30
121,2,10:37.0,,Defensive rebound by T. Prince,27,30
122,2,10:30.0,,T. Prince makes 2-pt layup from 3 ft,27,32
123,2,10:21.0,B. Bogdanović makes 2-pt jump shot from 9 ft (assist by J. Young),,29,32
124,2,10:03.0,,M. Plumlee misses 2-pt hook shot from 8 ft,29,32
125,2,9:59.0,Defensive rebound by D. Sabonis,,29,32
126,2,9:57.0,Personal take foul by M. Plumlee (drawn by D. Sabonis),,29,32
127,2,9:57.0,,J. Collins enters the game for M. Plumlee,29,32
128,2,9:57.0,M. Turner enters the game for B. Bogdanović,,29,32
129,2,9:47.0,Shooting block foul by T. Prince (drawn by D. Sabonis),,29,32
130,2,9:47.0,D. Sabonis makes free throw 1 of 2,,30,32
131,2,9:47.0,,D. Schröder enters the game for I. Taylor,30,32
132,2,9:47.0,D. Sabonis makes free throw 2 of 2,,31,32
133,2,9:31.0,,T. Prince makes 3-pt jump shot from 24 ft,31,35
134,2,9:23.0,Personal foul by J. Collins (drawn by M. Turner),,31,35
135,2,9:23.0,V. Oladipo enters the game for G. Robinson,,31,35
136,2,9:12.0,M. Turner misses 3-pt jump shot from 24 ft,,31,35
137,2,9:09.0,,Defensive rebound by T. Prince,31,35
138,2,8:59.0,,T. Dorsey misses 3-pt jump shot from 25 ft,31,35
139,2,8:55.0,Defensive rebound by D. Sabonis,,31,35
140,2,8:48.0,J. Young misses 2-pt jump shot from 19 ft,,31,35
141,2,8:45.0,,Defensive rebound by T. Prince,31,35
142,2,8:40.0,,T. Prince makes 2-pt layup from 1 ft,31,37
143,2,8:33.0,Indiana full timeout,,31,37
144,2,8:33.0,,D. Dedmon enters the game for T. Dorsey,31,37
145,2,8:33.0,C. Joseph enters the game for J. Young,,31,37
146,2,8:33.0,T. Young enters the game for D. Sabonis,,31,37
147,2,8:26.0,V. Oladipo misses 2-pt jump shot from 17 ft,,31,37
148,2,8:25.0,Offensive rebound by T. Young,,31,37
149,2,8:25.0,T. Young misses 2-pt layup at rim,,31,37
150,2,8:25.0,Offensive rebound by Team,,31,37
151,2,8:23.0,C. Joseph misses 2-pt jump shot from 15 ft,,31,37
152,2,8:19.0,,Defensive rebound by D. Dedmon,31,37
153,2,8:12.0,,J. Collins makes 2-pt dunk from 1 ft (assist by D. Schröder),31,39
154,2,7:47.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by T. Young),,34,39
155,2,7:32.0,,K. Bazemore misses 3-pt jump shot from 24 ft,34,39
156,2,7:29.0,Defensive rebound by L. Stephenson,,34,39
157,2,7:23.0,T. Young misses 3-pt jump shot from 24 ft,,34,39
158,2,7:19.0,,Defensive rebound by T. Prince,34,39
159,2,7:09.0,,J. Collins misses 2-pt hook shot from 2 ft,34,39
160,2,7:05.0,Defensive rebound by M. Turner,,34,39
161,2,7:01.0,Turnover by C. Joseph (step out of bounds),,34,39
162,2,6:46.0,,D. Schröder misses 2-pt jump shot from 7 ft,34,39
163,2,6:41.0,,Offensive rebound by J. Collins,34,39
164,2,6:40.0,,Turnover by D. Dedmon (bad pass; steal by L. Stephenson),34,39
165,2,6:28.0,Shooting foul by J. Collins (drawn by M. Turner),,34,39
166,2,6:28.0,M. Turner makes free throw 1 of 2,,35,39
167,2,6:28.0,M. Turner makes free throw 2 of 2,,36,39
168,2,6:16.0,Violation by V. Oladipo (kicked ball),,36,39
169,2,6:06.0,,D. Dedmon makes 2-pt jump shot from 10 ft,36,41
170,2,6:06.0,,Shooting foul by T. Young (drawn by D. Dedmon),36,41
171,2,6:06.0,,D. Dedmon misses free throw 1 of 1,36,41
172,2,6:01.0,Defensive rebound by M. Turner,,36,41
173,2,5:56.0,V. Oladipo misses 3-pt jump shot from 25 ft,,36,41
174,2,5:53.0,,Defensive rebound by D. Dedmon,36,41
175,2,5:38.0,,D. Dedmon makes 3-pt jump shot from 25 ft (assist by K. Bazemore),36,44
176,2,5:16.0,L. Stephenson makes 2-pt layup from 1 ft,,38,44
177,2,5:01.0,,J. Collins misses 2-pt layup from 5 ft (block by T. Young),38,44
178,2,4:58.0,Defensive rebound by T. Young,,38,44
179,2,4:54.0,L. Stephenson makes 2-pt layup from 2 ft,,40,44
180,2,4:54.0,Shooting foul by J. Collins (drawn by L. Stephenson),,40,44
181,2,4:54.0,,M. Delaney enters the game for J. Collins,40,44
182,2,4:54.0,,M. Muscala enters the game for K. Bazemore,40,44
183,2,4:54.0,L. Stephenson makes free throw 1 of 1,,41,44
184,2,4:34.0,,Turnover by T. Prince (turnover),41,44
185,2,4:34.0,,Loose ball foul by D. Dedmon (drawn by L. Stephenson),41,44
186,2,4:34.0,L. Stephenson misses free throw 1 of 2,,41,44
187,2,4:34.0,Offensive rebound by Team,,41,44
188,2,4:34.0,,Atlanta full timeout,41,44
189,2,4:34.0,L. Stephenson makes free throw 2 of 2,,42,44
190,2,4:21.0,,Turnover by D. Schröder (bad pass),42,44
191,2,4:11.0,V. Oladipo misses 2-pt layup from 2 ft,,42,44
192,2,4:08.0,,Defensive rebound by D. Dedmon,42,44
193,2,4:07.0,,Turnover by D. Dedmon (bad pass; steal by V. Oladipo),42,44
194,2,3:57.0,L. Stephenson misses 2-pt layup from 1 ft (block by D. Dedmon),,42,44
195,2,3:53.0,,Defensive rebound by M. Delaney,42,44
196,2,3:49.0,,M. Muscala misses 3-pt jump shot from 22 ft,42,44
197,2,3:44.0,,Offensive rebound by D. Dedmon,42,44
198,2,3:42.0,,Turnover by D. Dedmon (lost ball; steal by V. Oladipo),42,44
199,2,3:34.0,T. Young makes 2-pt dunk from 1 ft (assist by L. Stephenson),,44,44
200,2,3:17.0,,M. Muscala misses 3-pt jump shot from 25 ft,44,44
201,2,3:14.0,Defensive rebound by L. Stephenson,,44,44
202,2,3:12.0,Turnover by L. Stephenson (lost ball; steal by D. Schröder),,44,44
203,2,2:51.0,,M. Muscala misses 3-pt jump shot from 23 ft,44,44
204,2,2:48.0,Defensive rebound by M. Turner,,44,44
205,2,2:44.0,V. Oladipo makes 2-pt jump shot from 14 ft (assist by C. Joseph),,46,44
206,2,2:23.0,,D. Schröder misses 2-pt jump shot from 1 ft,46,44
207,2,2:19.0,,Offensive rebound by M. Muscala,46,44
208,2,2:19.0,,M. Muscala makes 2-pt layup at rim,46,46
209,2,2:06.0,L. Stephenson makes 2-pt layup from 1 ft (assist by M. Turner),,48,46
210,2,1:49.0,,Personal foul by L. Stephenson (drawn by T. Prince),48,46
211,2,1:49.0,,M. Plumlee enters the game for T. Prince,48,46
212,2,1:49.0,,J. Morris enters the game for D. Dedmon,48,46
213,2,1:49.0,B. Bogdanović enters the game for L. Stephenson,,48,46
214,2,1:49.0,D. Sabonis enters the game for M. Turner,,48,46
215,2,1:49.0,,I. Taylor enters the game for D. Schröder,48,46
216,2,1:41.0,,M. Delaney misses 2-pt jump shot from 9 ft (block by V. Oladipo),48,46
217,2,1:38.0,,Offensive rebound by M. Muscala,48,46
218,2,1:37.0,,M. Muscala makes 2-pt layup from 1 ft,48,48
219,2,1:20.0,Turnover by V. Oladipo (turnover),,48,48
220,2,1:20.0,Loose ball foul by V. Oladipo (drawn by M. Delaney),,48,48
221,2,1:20.0,,M. Delaney makes free throw 1 of 2,48,49
222,2,1:20.0,,M. Delaney makes free throw 2 of 2,48,50
223,2,1:09.0,V. Oladipo misses 3-pt jump shot from 25 ft,,48,50
224,2,1:05.0,,Defensive rebound by M. Plumlee,48,50
225,2,0:55.0,,M. Muscala makes 2-pt layup from 3 ft (assist by M. Delaney),48,52
226,2,0:55.0,,Shooting foul by D. Sabonis (drawn by M. Muscala),48,52
227,2,0:55.0,,M. Muscala makes free throw 1 of 1,48,53
228,2,0:41.0,B. Bogdanović makes 2-pt jump shot from 14 ft,,50,53
229,2,0:32.0,,M. Muscala misses 3-pt jump shot from 25 ft,50,53
230,2,0:28.0,Defensive rebound by V. Oladipo,,50,53
231,2,0:12.0,V. Oladipo misses 2-pt layup from 3 ft (block by M. Plumlee),,50,53
232,2,0:11.0,,Defensive rebound by Team,50,53
233,2,0:11.0,Loose ball foul by V. Oladipo (drawn by M. Delaney),,50,53
234,2,0:11.0,,M. Delaney makes free throw 1 of 2,50,54
235,2,0:11.0,,M. Delaney makes free throw 2 of 2,50,55
236,2,0:02.0,C. Joseph misses 2-pt jump shot from 20 ft,,50,55
237,2,0:02.0,,Defensive rebound by M. Muscala,50,55
238,3,11:44.0,Turnover by C. Joseph (bad pass; steal by D. Schröder),,50,55
239,3,11:37.0,,J. Collins makes 2-pt layup from 1 ft (assist by K. Bazemore),50,57
240,3,11:19.0,Turnover by C. Joseph (bad pass; steal by D. Dedmon),,50,57
241,3,11:11.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by D. Schröder),50,59
242,3,10:56.0,Turnover by B. Bogdanović (bad pass; steal by T. Prince),,50,59
243,3,10:49.0,,T. Prince misses 3-pt jump shot from 25 ft,50,59
244,3,10:47.0,,Offensive rebound by J. Collins,50,59
245,3,10:47.0,,J. Collins makes 2-pt layup at rim,50,61
246,3,10:47.0,Indiana full timeout,,50,61
247,3,10:34.0,Turnover by B. Bogdanović (bad pass; steal by K. Bazemore),,50,61
248,3,10:34.0,,Turnover by K. Bazemore (bad pass),50,61
249,3,10:24.0,B. Bogdanović misses 2-pt layup from 1 ft (block by J. Collins),,50,61
250,3,10:20.0,Offensive rebound by T. Young,,50,61
251,3,10:19.0,T. Young misses 2-pt layup from 2 ft (block by D. Dedmon),,50,61
252,3,10:19.0,Offensive rebound by M. Turner,,50,61
253,3,10:11.0,C. Joseph misses 2-pt jump shot from 9 ft,,50,61
254,3,10:07.0,,Defensive rebound by D. Schröder,50,61
255,3,9:59.0,,Turnover by D. Schröder (bad pass; steal by M. Turner),50,61
256,3,9:53.0,V. Oladipo misses 2-pt jump shot from 14 ft (block by J. Collins),,50,61
257,3,9:51.0,,Defensive rebound by Team,50,61
258,3,9:33.0,,K. Bazemore makes 2-pt jump shot from 17 ft (assist by D. Dedmon),50,63
259,3,9:07.0,T. Young misses 2-pt layup from 2 ft (block by T. Prince),,50,63
260,3,9:02.0,,Defensive rebound by T. Prince,50,63
261,3,8:55.0,,D. Dedmon makes 2-pt jump shot from 13 ft (assist by T. Prince),50,65
262,3,8:42.0,Offensive foul by M. Turner (drawn by T. Prince),,50,65
263,3,8:42.0,Turnover by M. Turner (offensive foul),,50,65
264,3,8:42.0,J. Young enters the game for C. Joseph,,50,65
265,3,8:21.0,,T. Prince misses 3-pt jump shot from 24 ft,50,65
266,3,8:17.0,,Offensive rebound by K. Bazemore,50,65
267,3,8:13.0,,K. Bazemore misses 3-pt jump shot from 22 ft,50,65
268,3,8:11.0,Defensive rebound by B. Bogdanović,,50,65
269,3,8:05.0,V. Oladipo makes 2-pt jump shot from 12 ft,,52,65
270,3,7:47.0,,T. Prince misses 2-pt jump shot from 21 ft,52,65
271,3,7:44.0,Defensive rebound by J. Young,,52,65
272,3,7:32.0,J. Young misses 3-pt jump shot from 23 ft,,52,65
273,3,7:27.0,Offensive rebound by M. Turner,,52,65
274,3,7:26.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,52,65
275,3,7:23.0,,Defensive rebound by D. Dedmon,52,65
276,3,7:19.0,,Shooting foul by M. Turner (drawn by D. Schröder),52,65
277,3,7:19.0,,D. Schröder makes free throw 1 of 2,52,66
278,3,7:19.0,D. Sabonis enters the game for M. Turner,,52,66
279,3,7:19.0,,D. Schröder makes free throw 2 of 2,52,67
280,3,7:07.0,V. Oladipo makes 2-pt jump shot from 19 ft,,54,67
281,3,6:46.0,,D. Schröder misses 3-pt jump shot from 25 ft,54,67
282,3,6:44.0,Defensive rebound by D. Sabonis,,54,67
283,3,6:37.0,Shooting foul by D. Dedmon (drawn by D. Sabonis),,54,67
284,3,6:37.0,D. Sabonis makes free throw 1 of 2,,55,67
285,3,6:37.0,D. Sabonis makes free throw 2 of 2,,56,67
286,3,6:24.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by J. Collins),56,69
287,3,6:07.0,T. Young makes 2-pt layup at rim (assist by V. Oladipo),,58,69
288,3,5:58.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Prince),58,71
289,3,5:42.0,T. Young misses 2-pt jump shot from 6 ft,,58,71
290,3,5:40.0,,Defensive rebound by D. Dedmon,58,71
291,3,5:37.0,,K. Bazemore misses 3-pt jump shot from 25 ft,58,71
292,3,5:33.0,Defensive rebound by T. Young,,58,71
293,3,5:23.0,V. Oladipo misses 2-pt jump shot from 15 ft,,58,71
294,3,5:19.0,,Defensive rebound by J. Collins,58,71
295,3,5:11.0,,Atlanta full timeout,58,71
296,3,5:11.0,,M. Muscala enters the game for D. Dedmon,58,71
297,3,5:11.0,,T. Dorsey enters the game for K. Bazemore,58,71
298,3,5:11.0,L. Stephenson enters the game for B. Bogdanović,,58,71
299,3,5:02.0,,Turnover by D. Schröder (lost ball; steal by J. Young),58,71
300,3,4:57.0,Turnover by J. Young (bad pass; steal by M. Muscala),,58,71
301,3,4:51.0,,D. Schröder makes 3-pt jump shot from 25 ft,58,74
302,3,4:31.0,Turnover by L. Stephenson (bad pass; steal by D. Schröder),,58,74
303,3,4:26.0,,M. Muscala makes 2-pt layup from 1 ft (assist by D. Schröder),58,76
304,3,4:06.0,Turnover by D. Sabonis (lost ball; steal by D. Schröder),,58,76
305,3,4:02.0,,T. Dorsey makes 3-pt jump shot from 24 ft (assist by D. Schröder),58,79
306,3,3:46.0,V. Oladipo misses 3-pt jump shot from 25 ft,,58,79
307,3,3:42.0,,Defensive rebound by T. Prince,58,79
308,3,3:33.0,,T. Dorsey misses 3-pt jump shot from 23 ft,58,79
309,3,3:30.0,Defensive rebound by D. Sabonis,,58,79
310,3,3:12.0,D. Sabonis makes 2-pt jump shot from 19 ft (assist by V. Oladipo),,60,79
311,3,2:54.0,,M. Muscala misses 2-pt jump shot from 8 ft,60,79
312,3,2:54.0,Defensive rebound by Team,,60,79
313,3,2:54.0,,Loose ball foul by J. Collins (drawn by D. Sabonis),60,79
314,3,2:54.0,,M. Plumlee enters the game for T. Prince,60,79
315,3,2:54.0,,J. Morris enters the game for D. Schröder,60,79
316,3,2:54.0,,I. Taylor enters the game for J. Collins,60,79
317,3,2:54.0,G. Robinson enters the game for V. Oladipo,,60,79
318,3,2:54.0,B. Bogdanović enters the game for T. Young,,60,79
319,3,2:44.0,Personal foul by I. Taylor (drawn by J. Young),,60,79
320,3,2:34.0,J. Young misses 2-pt jump shot from 19 ft,,60,79
321,3,2:30.0,,Defensive rebound by M. Muscala,60,79
322,3,2:21.0,,J. Morris misses 2-pt layup from 1 ft (block by B. Bogdanović),60,79
323,3,2:18.0,Defensive rebound by D. Sabonis,,60,79
324,3,2:04.0,G. Robinson misses 2-pt jump shot from 18 ft,,60,79
325,3,2:01.0,,Defensive rebound by T. Dorsey,60,79
326,3,1:55.0,,J. Morris misses 3-pt jump shot from 22 ft,60,79
327,3,1:48.0,,Offensive rebound by M. Muscala,60,79
328,3,1:48.0,,M. Muscala makes 2-pt dunk at rim,60,81
329,3,1:34.0,Personal foul by I. Taylor (drawn by J. Young),,60,81
330,3,1:28.0,J. Young misses 2-pt layup from 2 ft (block by I. Taylor),,60,81
331,3,1:24.0,Offensive rebound by Team,,60,81
332,3,1:24.0,,Loose ball foul by M. Muscala (drawn by D. Sabonis),60,81
333,3,1:24.0,D. Sabonis misses free throw 1 of 2,,60,81
334,3,1:24.0,Offensive rebound by Team,,60,81
335,3,1:24.0,D. Sabonis misses free throw 2 of 2,,60,81
336,3,1:20.0,Offensive rebound by D. Sabonis,,60,81
337,3,1:19.0,G. Robinson misses 3-pt jump shot from 24 ft,,60,81
338,3,1:15.0,,Defensive rebound by T. Dorsey,60,81
339,3,1:06.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by I. Taylor),60,83
340,3,0:57.0,D. Sabonis makes 2-pt hook shot from 5 ft,,62,83
341,3,0:43.0,,I. Taylor makes 2-pt layup from 1 ft,62,85
342,3,0:25.0,L. Stephenson misses 2-pt layup from 2 ft (block by M. Muscala),,62,85
343,3,0:25.0,Offensive rebound by Team,,62,85
344,3,0:25.0,,M. Delaney enters the game for M. Muscala,62,85
345,3,0:15.0,B. Bogdanović makes 2-pt jump shot from 21 ft,,64,85
346,3,0:15.0,Shooting foul by I. Taylor (drawn by B. Bogdanović),,64,85
347,3,0:15.0,B. Bogdanović makes free throw 1 of 1,,65,85
348,3,0:05.0,Violation by D. Sabonis (kicked ball),,65,85
349,3,0:02.0,,M. Delaney misses 3-pt jump shot from 25 ft,65,85
350,3,0:02.0,Defensive rebound by D. Sabonis,,65,85
351,4,11:50.0,Technical foul by J. Young,,65,85
352,4,11:50.0,,I. Taylor makes free throw 1 of 1,65,86
353,4,11:38.0,,M. Muscala misses 2-pt layup from 1 ft,65,86
354,4,11:36.0,,Offensive rebound by M. Plumlee,65,86
355,4,11:36.0,,M. Plumlee misses 2-pt layup at rim,65,86
356,4,11:35.0,Defensive rebound by L. Stephenson,,65,86
357,4,11:34.0,Turnover by L. Stephenson (out of bounds lost ball),,65,86
358,4,11:34.0,,M. Muscala makes technical free throw,65,87
359,4,11:27.0,,Turnover by M. Plumlee (traveling),65,87
360,4,11:16.0,Turnover by J. Young (turnover),,65,87
361,4,11:05.0,,J. Morris misses 3-pt jump shot from 22 ft,65,87
362,4,11:04.0,,Offensive rebound by M. Muscala,65,87
363,4,11:04.0,,Personal foul by B. Bogdanović (drawn by M. Muscala),65,87
364,4,11:04.0,C. Joseph enters the game for J. Young,,65,87
365,4,10:59.0,,Offensive foul by T. Dorsey (drawn by D. Sabonis),65,87
366,4,10:59.0,,Turnover by T. Dorsey (offensive foul),65,87
367,4,10:49.0,L. Stephenson misses 2-pt jump shot from 18 ft,,65,87
368,4,10:45.0,,Defensive rebound by J. Morris,65,87
369,4,10:40.0,,J. Morris misses 2-pt layup at rim,65,87
370,4,10:36.0,Defensive rebound by G. Robinson,,65,87
371,4,10:32.0,L. Stephenson makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,68,87
372,4,10:15.0,,Turnover by J. Morris (bad pass; steal by G. Robinson),68,87
373,4,10:12.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by G. Robinson),,71,87
374,4,10:11.0,,Atlanta full timeout,71,87
375,4,10:11.0,,J. Collins enters the game for M. Plumlee,71,87
376,4,10:11.0,V. Oladipo enters the game for G. Robinson,,71,87
377,4,9:54.0,,T. Dorsey misses 3-pt jump shot from 22 ft,71,87
378,4,9:50.0,,Offensive rebound by T. Dorsey,71,87
379,4,9:47.0,,Turnover by T. Dorsey (bad pass; steal by V. Oladipo),71,87
380,4,9:41.0,L. Stephenson makes 2-pt layup from 1 ft,,73,87
