,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DENVER_ACTION,CHICAGO_SCORE,DENVER_SCORE
384,4,5:17.0,J. Holiday misses 2-pt jump shot from 10 ft,,99,101
385,4,5:14.0,,Defensive rebound by M. Plumlee,99,101
386,4,5:04.0,,Turnover by W. Barton (bad pass; steal by J. Holiday),99,101
387,4,4:58.0,L. Markkanen misses 3-pt jump shot from 25 ft,,99,101
388,4,4:53.0,,Defensive rebound by T. Lyles,99,101
389,4,4:32.0,,T. Lyles misses 3-pt jump shot from 25 ft,99,101
390,4,4:30.0,Defensive rebound by D. Valentine,,99,101
391,4,4:22.0,R. Lopez makes 2-pt hook shot from 3 ft (assist by D. Valentine),,101,101
392,4,4:03.0,,Turnover by G. Harris (bad pass; steal by R. Lopez),101,101
393,4,3:42.0,K. Dunn makes 2-pt jump shot from 9 ft,,103,101
394,4,3:41.0,,Denver full timeout,103,101
395,4,3:41.0,,K. Faried enters the game for M. Plumlee,103,101
396,4,3:18.0,,J. Murray misses 2-pt layup from 3 ft,103,101
397,4,3:16.0,Defensive rebound by L. Markkanen,,103,101
398,4,2:57.0,Shooting foul by K. Faried (drawn by R. Lopez),,103,101
399,4,2:57.0,R. Lopez misses free throw 1 of 2,,103,101
400,4,2:57.0,Offensive rebound by Team,,103,101
401,4,2:57.0,R. Lopez makes free throw 2 of 2,,104,101
402,4,2:46.0,,Shooting foul by J. Holiday (drawn by T. Lyles),104,101
403,4,2:46.0,,T. Lyles makes free throw 1 of 2,104,102
404,4,2:46.0,,T. Lyles makes free throw 2 of 2,104,103
405,4,2:33.0,K. Dunn makes 2-pt layup from 2 ft,,106,103
406,4,2:25.0,,W. Barton misses 3-pt jump shot from 25 ft,106,103
407,4,2:24.0,,Offensive rebound by Team,106,103
408,4,2:24.0,Loose ball foul by D. Valentine (drawn by G. Harris),,106,103
409,4,2:24.0,,G. Harris makes free throw 1 of 2,106,104
410,4,2:24.0,,G. Harris makes free throw 2 of 2,106,105
411,4,2:06.0,L. Markkanen misses 2-pt layup from 6 ft (block by G. Harris),,106,105
412,4,2:01.0,,Defensive rebound by T. Lyles,106,105
413,4,1:51.0,,J. Murray misses 2-pt jump shot from 10 ft,106,105
414,4,1:47.0,Defensive rebound by K. Dunn,,106,105
415,4,1:42.0,D. Valentine misses 3-pt jump shot from 22 ft,,106,105
416,4,1:38.0,,Defensive rebound by K. Faried,106,105
417,4,1:17.0,,K. Faried misses 2-pt layup from 4 ft (block by J. Holiday),106,105
418,4,1:17.0,Defensive rebound by D. Valentine,,106,105
419,4,0:53.0,L. Markkanen makes 2-pt jump shot from 12 ft,,108,105
420,4,0:53.0,,Denver full timeout,108,105
421,4,0:45.0,,Shooting foul by J. Holiday (drawn by W. Barton),108,105
422,4,0:45.0,,W. Barton makes free throw 1 of 3,108,106
423,4,0:45.0,,W. Barton makes free throw 2 of 3,108,107
424,4,0:45.0,,W. Barton makes free throw 3 of 3,108,108
425,4,0:45.0,Chicago full timeout,,108,108
426,4,0:38.0,J. Holiday misses 3-pt jump shot from 24 ft,,108,108
427,4,0:35.0,,Defensive rebound by K. Faried,108,108
428,4,0:20.0,,Personal foul by J. Holiday (drawn by W. Barton),108,108
429,4,0:20.0,,W. Barton makes free throw 1 of 2,108,109
430,4,0:20.0,,W. Barton misses free throw 2 of 2,108,109
431,4,0:19.0,Defensive rebound by K. Dunn,,108,109
432,4,0:19.0,Chicago full timeout,,108,109
433,4,0:09.0,K. Dunn makes 2-pt layup from 2 ft,,110,109
434,4,0:03.0,,W. Barton makes 2-pt layup from 1 ft,110,111
