,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MINNESOTA_ACTION,SAN ANTONIO_SCORE,MINNESOTA_SCORE
26,1,8:24.0,,A. Wiggins misses 2-pt jump shot from 20 ft,6,5
27,1,8:21.0,Defensive rebound by K. Anderson,,6,5
28,1,8:13.0,K. Anderson misses 2-pt jump shot from 6 ft (block by J. Butler),,6,5
29,1,8:09.0,,Defensive rebound by K. Towns,6,5
30,1,8:01.0,,T. Gibson misses 2-pt jump shot from 16 ft,6,5
31,1,8:01.0,Defensive rebound by K. Anderson,,6,5
32,1,7:38.0,P. Mills misses 3-pt jump shot from 24 ft,,6,5
33,1,7:35.0,,Defensive rebound by A. Wiggins,6,5
34,1,7:27.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Teague),6,7
35,1,7:18.0,Offensive foul by L. Aldridge (drawn by J. Teague),,6,7
36,1,7:18.0,Turnover by L. Aldridge (offensive foul),,6,7
37,1,7:18.0,J. Lauvergne enters the game for L. Aldridge,,6,7
38,1,7:04.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by J. Butler),6,9
39,1,6:48.0,Shooting foul by T. Gibson (drawn by J. Lauvergne),,6,9
40,1,6:48.0,J. Lauvergne misses free throw 1 of 2,,6,9
41,1,6:48.0,Offensive rebound by Team,,6,9
42,1,6:48.0,M. Ginóbili enters the game for D. Green,,6,9
43,1,6:48.0,R. Gay enters the game for K. Anderson,,6,9
44,1,6:48.0,J. Lauvergne makes free throw 2 of 2,,7,9
45,1,6:37.0,,T. Gibson misses 2-pt jump shot from 12 ft,7,9
46,1,6:33.0,,Offensive rebound by T. Gibson,7,9
47,1,6:23.0,,T. Gibson misses 2-pt jump shot from 3 ft,7,9
48,1,6:23.0,Defensive rebound by R. Gay,,7,9
49,1,6:15.0,J. Lauvergne misses 2-pt layup from 1 ft,,7,9
50,1,6:15.0,,Defensive rebound by J. Butler,7,9
51,1,5:57.0,,A. Wiggins misses 2-pt jump shot from 5 ft,7,9
52,1,5:46.0,Defensive rebound by P. Gasol,,7,9
53,1,5:45.0,J. Lauvergne makes 2-pt jump shot from 7 ft (assist by P. Gasol),,9,9
54,1,5:41.0,,J. Teague misses 2-pt jump shot from 10 ft,9,9
55,1,5:41.0,Defensive rebound by P. Mills,,9,9
56,1,5:24.0,P. Gasol makes 2-pt layup from 2 ft,,11,9
57,1,5:24.0,Shooting foul by T. Gibson (drawn by P. Gasol),,11,9
58,1,5:24.0,,N. Bjelica enters the game for T. Gibson,11,9
59,1,5:24.0,D. Murray enters the game for P. Mills,,11,9
60,1,5:24.0,P. Gasol makes free throw 1 of 1,,12,9
61,1,5:11.0,,N. Bjelica misses 3-pt jump shot from 25 ft,12,9
62,1,5:08.0,Defensive rebound by J. Lauvergne,,12,9
63,1,5:03.0,Personal foul by A. Wiggins (drawn by J. Lauvergne),,12,9
64,1,4:56.0,P. Gasol misses 3-pt jump shot from 25 ft,,12,9
65,1,4:48.0,Offensive rebound by D. Murray,,12,9
66,1,4:48.0,D. Murray makes 2-pt layup at rim,,14,9
67,1,4:36.0,,J. Butler misses 2-pt layup at rim,14,9
68,1,4:32.0,Defensive rebound by R. Gay,,14,9
69,1,4:17.0,Turnover by R. Gay (bad pass; steal by J. Butler),,14,9
70,1,4:10.0,,K. Towns makes 2-pt layup at rim (assist by J. Butler),14,11
71,1,3:47.0,M. Ginóbili misses 3-pt jump shot from 22 ft,,14,11
72,1,3:47.0,Offensive rebound by D. Murray,,14,11
73,1,3:31.0,R. Gay makes 2-pt dunk from 1 ft (assist by P. Gasol),,16,11
74,1,3:16.0,,J. Teague misses 2-pt jump shot from 7 ft,16,11
75,1,3:14.0,,Offensive rebound by K. Towns,16,11
76,1,3:14.0,,Personal foul by R. Gay (drawn by K. Towns),16,11
77,1,3:14.0,B. Forbes enters the game for P. Gasol,,16,11
78,1,3:10.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by J. Butler),16,14
79,1,2:53.0,D. Murray misses 2-pt jump shot from 11 ft,,16,14
80,1,2:51.0,Offensive rebound by J. Lauvergne,,16,14
81,1,2:50.0,Turnover by J. Lauvergne (lost ball; steal by N. Bjelica),,16,14
82,1,2:36.0,,K. Towns misses 2-pt jump shot from 12 ft,16,14
83,1,2:34.0,Defensive rebound by Team,,16,14
84,1,2:34.0,,Loose ball foul by N. Bjelica (drawn by R. Gay),16,14
85,1,2:34.0,,Minnesota full timeout,16,14
86,1,2:34.0,,T. Jones enters the game for J. Teague,16,14
87,1,2:34.0,,J. Crawford enters the game for J. Butler,16,14
88,1,2:17.0,R. Gay makes 2-pt jump shot from 12 ft,,18,14
89,1,2:01.0,,A. Wiggins misses 2-pt jump shot from 17 ft,18,14
90,1,1:58.0,Defensive rebound by R. Gay,,18,14
91,1,1:54.0,R. Gay misses 2-pt jump shot from 15 ft,,18,14
92,1,1:51.0,,Defensive rebound by T. Jones,18,14
93,1,1:46.0,,N. Bjelica misses 2-pt jump shot from 3 ft,18,14
94,1,1:39.0,,Offensive rebound by N. Bjelica,18,14
95,1,1:39.0,,N. Bjelica misses 2-pt layup at rim,18,14
96,1,1:38.0,,Offensive rebound by K. Towns,18,14
97,1,1:37.0,,K. Towns makes 2-pt layup from 1 ft,18,16
98,1,1:28.0,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. Murray),,21,16
99,1,1:05.0,,Shooting foul by M. Ginóbili (drawn by K. Towns),21,16
100,1,1:05.0,,K. Towns makes free throw 1 of 2,21,17
101,1,1:05.0,P. Gasol enters the game for J. Lauvergne,,21,17
102,1,1:05.0,,K. Towns makes free throw 2 of 2,21,18
103,1,0:47.0,Turnover by P. Gasol (bad pass),,21,18
104,1,0:32.0,,A. Wiggins misses 2-pt layup from 1 ft,21,18
105,1,0:31.0,Defensive rebound by Team,,21,18
106,1,0:10.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),,24,18
107,1,0:00.0,,J. Crawford misses 3-pt jump shot from 25 ft,24,18
108,1,0:00.0,,Offensive rebound by Team,24,18
109,2,11:44.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by B. Forbes),,26,18
110,2,11:23.0,,T. Jones misses 2-pt jump shot from 9 ft,26,18
111,2,11:22.0,,Offensive rebound by S. Muhammad,26,18
112,2,11:13.0,,S. Muhammad makes 2-pt dunk at rim,26,20
113,2,11:02.0,D. Green misses 3-pt jump shot from 24 ft,,26,20
114,2,11:02.0,,Defensive rebound by N. Bjelica,26,20
115,2,10:54.0,B. Paul enters the game for K. Anderson,,26,20
116,2,10:47.0,,Turnover by T. Jones (bad pass; steal by D. Green),26,20
117,2,10:35.0,B. Forbes makes 2-pt jump shot from 9 ft,,28,20
118,2,10:17.0,,S. Muhammad makes 2-pt jump shot from 9 ft,28,22
119,2,9:56.0,Personal foul by N. Bjelica (drawn by B. Paul),,28,22
120,2,9:56.0,P. Mills enters the game for D. Murray,,28,22
121,2,9:45.0,L. Aldridge misses 2-pt jump shot from 10 ft,,28,22
122,2,9:42.0,,Defensive rebound by N. Bjelica,28,22
123,2,9:36.0,,J. Crawford makes 2-pt jump shot from 14 ft,28,24
124,2,9:20.0,P. Mills makes 2-pt jump shot from 21 ft (assist by L. Aldridge),,30,24
125,2,9:02.0,,T. Jones makes 2-pt jump shot from 18 ft (assist by T. Gibson),30,26
126,2,8:47.0,B. Paul misses 2-pt jump shot from 15 ft,,30,26
127,2,8:44.0,,Defensive rebound by T. Gibson,30,26
128,2,8:41.0,,N. Bjelica makes 2-pt dunk at rim (assist by T. Jones),30,28
129,2,8:19.0,L. Aldridge misses 2-pt jump shot from 8 ft,,30,28
130,2,8:17.0,,Defensive rebound by T. Gibson,30,28
131,2,8:09.0,,S. Muhammad makes 3-pt jump shot from 22 ft (assist by N. Bjelica),30,31
132,2,8:07.0,San Antonio full timeout,,30,31
133,2,8:07.0,K. Anderson enters the game for B. Paul,,30,31
134,2,7:55.0,Personal foul by T. Gibson (drawn by L. Aldridge),,30,31
135,2,7:55.0,,K. Towns enters the game for T. Gibson,30,31
136,2,7:43.0,L. Aldridge makes 2-pt jump shot from 12 ft (assist by D. Green),,32,31
137,2,7:20.0,,S. Muhammad makes 2-pt layup from 2 ft (assist by K. Towns),32,33
138,2,7:01.0,L. Aldridge misses 2-pt layup from 3 ft,,32,33
139,2,6:55.0,Offensive rebound by K. Anderson,,32,33
140,2,6:55.0,K. Anderson makes 2-pt layup at rim,,34,33
141,2,6:41.0,,J. Crawford makes 3-pt jump shot from 25 ft,34,36
142,2,6:25.0,Offensive foul by L. Aldridge (drawn by K. Towns),,34,36
143,2,6:25.0,Turnover by L. Aldridge (offensive foul),,34,36
144,2,6:25.0,,J. Butler enters the game for N. Bjelica,34,36
145,2,6:25.0,M. Ginóbili enters the game for B. Forbes,,34,36
146,2,6:25.0,P. Gasol enters the game for L. Aldridge,,34,36
147,2,6:13.0,,K. Towns makes 2-pt layup at rim (assist by T. Jones),34,38
148,2,6:01.0,Turnover by D. Green (traveling),,34,38
149,2,5:49.0,,K. Towns makes 2-pt jump shot from 15 ft (assist by T. Jones),34,40
150,2,5:34.0,K. Anderson makes 2-pt layup from 1 ft,,36,40
151,2,5:17.0,,T. Jones makes 2-pt jump shot from 17 ft,36,42
152,2,5:00.0,P. Mills misses 3-pt jump shot from 24 ft,,36,42
153,2,4:56.0,Offensive rebound by P. Gasol,,36,42
154,2,4:50.0,M. Ginóbili makes 2-pt layup from 1 ft (assist by P. Mills),,38,42
155,2,4:33.0,,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones),38,44
156,2,4:16.0,Personal foul by S. Muhammad (drawn by K. Anderson),,38,44
157,2,4:16.0,,J. Teague enters the game for T. Jones,38,44
158,2,4:16.0,,N. Bjelica enters the game for J. Crawford,38,44
159,2,4:16.0,,A. Wiggins enters the game for S. Muhammad,38,44
160,2,4:08.0,P. Gasol misses 2-pt jump shot from 16 ft,,38,44
161,2,4:05.0,,Defensive rebound by J. Butler,38,44
162,2,3:56.0,,Personal foul by K. Anderson (drawn by J. Butler),38,44
163,2,3:56.0,R. Gay enters the game for D. Green,,38,44
164,2,3:52.0,,J. Butler misses 2-pt layup at rim (block by M. Ginóbili),38,44
165,2,3:52.0,,Offensive rebound by Team,38,44
166,2,3:43.0,,J. Teague makes 2-pt jump shot from 1 ft,38,46
167,2,3:27.0,P. Mills makes 3-pt jump shot from 25 ft (assist by P. Gasol),,41,46
168,2,3:17.0,,Personal foul by K. Anderson (drawn by J. Butler),41,46
169,2,3:17.0,D. Murray enters the game for P. Mills,,41,46
170,2,3:06.0,,A. Wiggins makes 2-pt jump shot from 21 ft (assist by J. Butler),41,48
171,2,2:51.0,K. Anderson misses 2-pt jump shot from 13 ft,,41,48
172,2,2:48.0,,Defensive rebound by K. Towns,41,48
173,2,2:35.0,,Minnesota full timeout,41,48
174,2,2:27.0,,J. Butler misses 3-pt jump shot from 27 ft,41,48
175,2,2:24.0,Defensive rebound by R. Gay,,41,48
176,2,2:19.0,Turnover by R. Gay (lost ball; steal by J. Teague),,41,48
177,2,2:07.0,,J. Teague makes 3-pt jump shot from 26 ft,41,51
178,2,1:44.0,Turnover by P. Gasol (bad pass; steal by K. Towns),,41,51
179,2,1:32.0,,K. Towns misses 2-pt layup from 2 ft (block by M. Ginóbili),41,51
180,2,1:32.0,,Offensive rebound by Team,41,51
181,2,1:28.0,,K. Towns makes 2-pt layup from 1 ft (assist by A. Wiggins),41,53
182,2,1:19.0,D. Murray misses 2-pt jump shot from 10 ft,,41,53
183,2,1:19.0,,Defensive rebound by K. Towns,41,53
184,2,1:09.0,,Turnover by J. Teague (bad pass; steal by R. Gay),41,53
185,2,1:08.0,Personal take foul by J. Teague (drawn by M. Ginóbili),,41,53
186,2,0:53.0,D. Murray misses 3-pt jump shot from 23 ft,,41,53
187,2,0:51.0,,Defensive rebound by K. Towns,41,53
188,2,0:41.0,,Shooting foul by P. Gasol (drawn by K. Towns),41,53
189,2,0:41.0,,K. Towns makes free throw 1 of 2,41,54
190,2,0:41.0,,K. Towns makes free throw 2 of 2,41,55
191,2,0:34.0,M. Ginóbili misses 2-pt layup from 2 ft,,41,55
192,2,0:31.0,Offensive rebound by M. Ginóbili,,41,55
193,2,0:31.0,M. Ginóbili misses 2-pt jump shot from 7 ft,,41,55
194,2,0:31.0,,Defensive rebound by K. Towns,41,55
195,2,0:22.0,,J. Teague misses 3-pt jump shot from 25 ft,41,55
196,2,0:17.0,Defensive rebound by P. Gasol,,41,55
197,2,0:17.0,Personal foul by K. Towns (drawn by P. Gasol),,41,55
198,2,0:17.0,P. Gasol makes free throw 1 of 2,,42,55
199,2,0:17.0,P. Gasol makes free throw 2 of 2,,43,55
200,2,0:00.0,,J. Teague makes 2-pt jump shot from 15 ft,43,57
201,3,11:40.0,L. Aldridge misses 3-pt jump shot from 22 ft,,43,57
202,3,11:35.0,,Defensive rebound by J. Teague,43,57
203,3,11:27.0,,A. Wiggins misses 2-pt jump shot from 20 ft,43,57
204,3,11:24.0,Defensive rebound by L. Aldridge,,43,57
205,3,11:09.0,P. Gasol misses 2-pt jump shot from 9 ft,,43,57
206,3,11:06.0,,Defensive rebound by K. Towns,43,57
207,3,10:54.0,,J. Butler misses 2-pt jump shot from 19 ft,43,57
208,3,10:52.0,Defensive rebound by K. Anderson,,43,57
209,3,10:43.0,P. Gasol makes 2-pt jump shot from 11 ft (assist by P. Mills),,45,57
210,3,10:23.0,,J. Teague makes 2-pt jump shot from 13 ft,45,59
211,3,10:08.0,P. Gasol misses 3-pt jump shot from 22 ft,,45,59
212,3,10:04.0,Offensive rebound by L. Aldridge,,45,59
213,3,10:04.0,L. Aldridge makes 2-pt layup from 1 ft,,47,59
214,3,9:50.0,,Offensive foul by K. Towns (drawn by P. Mills),47,59
215,3,9:50.0,,Turnover by K. Towns (offensive foul),47,59
216,3,9:32.0,P. Mills misses 2-pt jump shot from 20 ft,,47,59
217,3,9:31.0,Offensive rebound by Team,,47,59
218,3,9:31.0,,Loose ball foul by J. Teague (drawn by L. Aldridge),47,59
219,3,9:21.0,L. Aldridge makes 2-pt jump shot from 14 ft,,49,59
220,3,9:01.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),49,61
221,3,8:45.0,L. Aldridge misses 2-pt jump shot from 16 ft,,49,61
222,3,8:42.0,,Defensive rebound by K. Towns,49,61
223,3,8:18.0,,T. Gibson misses 2-pt jump shot from 6 ft,49,61
224,3,8:17.0,Defensive rebound by P. Gasol,,49,61
225,3,8:07.0,D. Green makes 3-pt jump shot from 24 ft (assist by P. Mills),,52,61
226,3,7:47.0,,J. Butler makes 2-pt jump shot from 2 ft (assist by A. Wiggins),52,63
227,3,7:28.0,K. Anderson makes 2-pt layup at rim,,54,63
228,3,7:13.0,,K. Towns misses 2-pt jump shot from 10 ft,54,63
229,3,7:10.0,Defensive rebound by L. Aldridge,,54,63
230,3,7:01.0,L. Aldridge makes 2-pt hook shot from 6 ft (assist by P. Gasol),,56,63
231,3,6:46.0,,J. Teague misses 3-pt jump shot from 24 ft,56,63
232,3,6:43.0,,Offensive rebound by Team,56,63
233,3,6:43.0,,Minnesota full timeout,56,63
234,3,6:37.0,,J. Butler misses 2-pt jump shot from 20 ft,56,63
235,3,6:35.0,Defensive rebound by L. Aldridge,,56,63
236,3,6:24.0,P. Mills makes 2-pt jump shot from 21 ft (assist by L. Aldridge),,58,63
237,3,6:02.0,,J. Teague makes 2-pt layup at rim,58,65
238,3,5:46.0,D. Green misses 3-pt jump shot from 23 ft,,58,65
239,3,5:43.0,,Defensive rebound by K. Towns,58,65
240,3,5:30.0,,J. Teague makes 2-pt jump shot from 10 ft,58,67
241,3,5:12.0,K. Anderson makes 2-pt jump shot from 4 ft,,60,67
242,3,4:55.0,,J. Butler misses 2-pt jump shot from 7 ft,60,67
243,3,4:53.0,Defensive rebound by P. Gasol,,60,67
244,3,4:51.0,Offensive foul by L. Aldridge (drawn by K. Towns),,60,67
245,3,4:51.0,Turnover by L. Aldridge (offensive foul),,60,67
246,3,4:51.0,D. Murray enters the game for K. Anderson,,60,67
247,3,4:51.0,M. Ginóbili enters the game for P. Mills,,60,67
248,3,4:51.0,R. Gay enters the game for L. Aldridge,,60,67
249,3,4:51.0,J. Lauvergne enters the game for D. Green,,60,67
250,3,4:39.0,,K. Towns misses 2-pt jump shot from 20 ft,60,67
251,3,4:36.0,Defensive rebound by D. Murray,,60,67
252,3,4:19.0,P. Gasol makes 2-pt layup from 1 ft (assist by M. Ginóbili),,62,67
253,3,4:03.0,,J. Butler misses 2-pt jump shot from 11 ft,62,67
254,3,4:00.0,Defensive rebound by J. Lauvergne,,62,67
255,3,3:47.0,R. Gay misses 3-pt jump shot from 25 ft,,62,67
256,3,3:44.0,,Defensive rebound by T. Gibson,62,67
257,3,3:32.0,,K. Towns misses 2-pt jump shot from 20 ft,62,67
258,3,3:31.0,,Offensive rebound by Team,62,67
259,3,3:31.0,Loose ball foul by J. Lauvergne (drawn by T. Gibson),,62,67
260,3,3:31.0,B. Forbes enters the game for P. Gasol,,62,67
261,3,3:31.0,,N. Bjelica enters the game for J. Butler,62,67
262,3,3:31.0,,J. Crawford enters the game for K. Towns,62,67
263,3,3:22.0,,J. Crawford misses 2-pt jump shot from 16 ft,62,67
264,3,3:17.0,Defensive rebound by M. Ginóbili,,62,67
265,3,3:16.0,Turnover by M. Ginóbili (lost ball; steal by J. Teague),,62,67
266,3,3:13.0,,A. Wiggins makes 2-pt dunk from 3 ft (assist by N. Bjelica),62,69
267,3,2:55.0,Turnover by D. Murray (bad pass; steal by J. Crawford),,62,69
268,3,2:51.0,,N. Bjelica makes 2-pt dunk at rim (assist by J. Crawford),62,71
269,3,2:50.0,San Antonio full timeout,,62,71
270,3,2:34.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,62,71
271,3,2:32.0,Offensive rebound by R. Gay,,62,71
272,3,2:22.0,Turnover by M. Ginóbili (traveling),,62,71
273,3,2:09.0,,N. Bjelica makes 2-pt jump shot from 5 ft (assist by J. Teague),62,73
274,3,1:55.0,R. Gay misses 2-pt jump shot from 13 ft,,62,73
275,3,1:54.0,Offensive rebound by Team,,62,73
276,3,1:54.0,,Loose ball foul by N. Bjelica (drawn by J. Lauvergne),62,73
277,3,1:49.0,B. Forbes misses 2-pt layup from 6 ft (block by N. Bjelica),,62,73
278,3,1:44.0,,Defensive rebound by J. Crawford,62,73
279,3,1:41.0,,N. Bjelica makes 2-pt layup at rim (assist by J. Crawford),62,75
280,3,1:25.0,M. Ginóbili misses 2-pt jump shot from 7 ft,,62,75
281,3,1:24.0,Offensive rebound by M. Ginóbili,,62,75
282,3,1:20.0,J. Lauvergne makes 2-pt dunk at rim (assist by R. Gay),,64,75
283,3,1:04.0,,Turnover by J. Teague (lost ball; steal by B. Forbes),64,75
284,3,0:57.0,Shooting foul by N. Bjelica (drawn by R. Gay),,64,75
285,3,0:57.0,R. Gay misses free throw 1 of 2,,64,75
286,3,0:57.0,Offensive rebound by Team,,64,75
287,3,0:57.0,,T. Jones enters the game for J. Teague,64,75
288,3,0:57.0,R. Gay makes free throw 2 of 2,,65,75
289,3,0:35.0,,T. Gibson misses 3-pt jump shot from 22 ft,65,75
290,3,0:32.0,Defensive rebound by J. Lauvergne,,65,75
291,3,0:13.0,Turnover by D. Murray (bad pass; steal by T. Jones),,65,75
292,3,0:03.0,,J. Crawford misses 2-pt jump shot from 8 ft,65,75
293,3,0:01.0,Defensive rebound by J. Lauvergne,,65,75
294,3,0:00.0,J. Lauvergne misses 3-pt jump shot from 57 ft,,65,75
295,3,0:00.0,Offensive rebound by Team,,65,75
296,4,11:41.0,,S. Muhammad misses 3-pt jump shot from 25 ft,65,75
297,4,11:39.0,Defensive rebound by D. Murray,,65,75
298,4,11:30.0,R. Gay misses 3-pt jump shot from 25 ft,,65,75
299,4,11:26.0,,Defensive rebound by N. Bjelica,65,75
300,4,11:14.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Crawford),65,78
301,4,10:57.0,Def 3 sec tech foul by N. Bjelica,,65,78
302,4,10:57.0,L. Aldridge makes technical free throw,,66,78
303,4,10:49.0,R. Gay misses 2-pt jump shot from 6 ft,,66,78
304,4,10:46.0,Offensive rebound by L. Aldridge,,66,78
305,4,10:44.0,B. Forbes misses 2-pt jump shot from 19 ft,,66,78
306,4,10:39.0,,Defensive rebound by T. Jones,66,78
307,4,10:22.0,,T. Jones misses 2-pt jump shot from 9 ft,66,78
308,4,10:20.0,Defensive rebound by D. Green,,66,78
309,4,10:08.0,R. Gay makes 2-pt jump shot from 12 ft,,68,78
310,4,9:48.0,,K. Towns misses 2-pt layup from 2 ft (block by D. Murray),68,78
311,4,9:46.0,Defensive rebound by D. Green,,68,78
312,4,9:43.0,D. Murray misses 2-pt layup from 1 ft,,68,78
313,4,9:43.0,Offensive rebound by L. Aldridge,,68,78
314,4,9:38.0,D. Green makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,71,78
315,4,9:28.0,,Minnesota full timeout,71,78
316,4,9:28.0,K. Anderson enters the game for D. Murray,,71,78
317,4,9:28.0,P. Mills enters the game for R. Gay,,71,78
318,4,9:21.0,,N. Bjelica misses 2-pt layup from 2 ft (block by K. Anderson),71,78
319,4,9:18.0,Defensive rebound by L. Aldridge,,71,78
320,4,9:00.0,P. Mills misses 3-pt jump shot from 25 ft,,71,78
321,4,8:56.0,,Defensive rebound by S. Muhammad,71,78
322,4,8:42.0,,T. Jones misses 3-pt jump shot from 22 ft,71,78
323,4,8:39.0,,Offensive rebound by K. Towns,71,78
324,4,8:39.0,,Turnover by K. Towns (out of bounds lost ball),71,78
325,4,8:39.0,,J. Teague enters the game for T. Jones,71,78
326,4,8:39.0,,J. Butler enters the game for N. Bjelica,71,78
327,4,8:17.0,Turnover by K. Anderson (lost ball; steal by J. Butler),,71,78
328,4,8:07.0,,J. Butler makes 2-pt layup from 2 ft (assist by S. Muhammad),71,80
329,4,7:50.0,Shooting foul by K. Towns (drawn by L. Aldridge),,71,80
330,4,7:50.0,L. Aldridge makes free throw 1 of 2,,72,80
331,4,7:50.0,L. Aldridge makes free throw 2 of 2,,73,80
332,4,7:35.0,,J. Butler misses 2-pt jump shot from 5 ft,73,80
333,4,7:33.0,Defensive rebound by B. Forbes,,73,80
334,4,7:26.0,K. Anderson misses 2-pt jump shot from 5 ft,,73,80
335,4,7:24.0,Offensive rebound by L. Aldridge,,73,80
336,4,7:24.0,Shooting foul by K. Towns (drawn by L. Aldridge),,73,80
337,4,7:24.0,L. Aldridge makes free throw 1 of 2,,74,80
338,4,7:24.0,,A. Wiggins enters the game for J. Crawford,74,80
339,4,7:24.0,,T. Gibson enters the game for S. Muhammad,74,80
340,4,7:24.0,L. Aldridge makes free throw 2 of 2,,75,80
341,4,7:09.0,,Personal foul by B. Forbes (drawn by J. Teague),75,80
342,4,6:55.0,,Turnover by Team (shot clock),75,80
343,4,6:42.0,L. Aldridge misses 2-pt jump shot from 12 ft,,75,80
344,4,6:38.0,,Defensive rebound by J. Butler,75,80
345,4,6:16.0,,J. Teague misses 2-pt layup from 1 ft,75,80
346,4,6:14.0,Defensive rebound by B. Forbes,,75,80
347,4,6:07.0,D. Green misses 3-pt jump shot from 23 ft,,75,80
348,4,6:03.0,,Defensive rebound by K. Towns,75,80
349,4,5:53.0,,T. Gibson makes 2-pt layup at rim (assist by J. Teague),75,82
350,4,5:40.0,Turnover by K. Anderson (lost ball; steal by J. Butler),,75,82
351,4,5:34.0,,J. Teague makes 3-pt jump shot from 22 ft (assist by A. Wiggins),75,85
352,4,5:33.0,San Antonio full timeout,,75,85
353,4,5:33.0,R. Gay enters the game for K. Anderson,,75,85
354,4,5:14.0,L. Aldridge misses 2-pt jump shot from 7 ft (block by K. Towns),,75,85
355,4,5:11.0,Offensive rebound by L. Aldridge,,75,85
356,4,5:11.0,Shooting foul by J. Teague (drawn by P. Mills),,75,85
357,4,5:11.0,P. Mills makes free throw 1 of 3,,76,85
358,4,5:11.0,P. Mills makes free throw 2 of 3,,77,85
359,4,5:11.0,P. Gasol enters the game for B. Forbes,,77,85
360,4,5:11.0,P. Mills makes free throw 3 of 3,,78,85
361,4,4:56.0,,Personal foul by P. Mills (drawn by J. Teague),78,85
362,4,4:51.0,,Shooting foul by R. Gay (drawn by A. Wiggins),78,85
363,4,4:51.0,,A. Wiggins makes free throw 1 of 2,78,86
364,4,4:51.0,,A. Wiggins misses free throw 2 of 2,78,86
365,4,4:48.0,Defensive rebound by P. Gasol,,78,86
366,4,4:27.0,L. Aldridge misses 2-pt jump shot from 16 ft,,78,86
367,4,4:22.0,,Defensive rebound by T. Gibson,78,86
368,4,4:17.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Teague),78,89
369,4,4:01.0,P. Mills makes 3-pt jump shot from 24 ft,,81,89
370,4,3:40.0,,Shooting foul by R. Gay (drawn by T. Gibson),81,89
371,4,3:40.0,,T. Gibson misses free throw 1 of 2,81,89
372,4,3:40.0,,Offensive rebound by Team,81,89
373,4,3:40.0,,T. Gibson makes free throw 2 of 2,81,90
374,4,3:22.0,P. Mills misses 3-pt jump shot from 26 ft,,81,90
375,4,3:19.0,,Defensive rebound by J. Butler,81,90
376,4,3:02.0,,J. Butler misses 2-pt jump shot from 17 ft,81,90
377,4,3:00.0,,Offensive rebound by J. Butler,81,90
378,4,2:59.0,,Personal foul by D. Green (drawn by J. Butler),81,90
379,4,2:59.0,,J. Butler makes free throw 1 of 2,81,91
380,4,2:59.0,,J. Butler makes free throw 2 of 2,81,92
381,4,2:48.0,Turnover by P. Gasol (out of bounds lost ball),,81,92
382,4,2:34.0,,Turnover by J. Butler (bad pass; steal by P. Mills),81,92
