,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BROOKLYN_ACTION,HOUSTON_SCORE,BROOKLYN_SCORE
0,1,11:39.0,,J. Allen misses 2-pt layup from 1 ft (block by L. Mbah a Moute),0,0
1,1,11:37.0,Defensive rebound by C. Paul,,0,0
2,1,11:30.0,C. Capela makes 2-pt hook shot from 5 ft (assist by L. Mbah a Moute),,2,0
3,1,11:12.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by J. Harris),2,3
4,1,10:55.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,4,3
5,1,10:36.0,,J. Allen misses 2-pt layup at rim,4,3
6,1,10:33.0,Defensive rebound by C. Capela,,4,3
7,1,10:20.0,C. Paul makes 3-pt jump shot from 22 ft,,7,3
8,1,9:54.0,,D. Carroll makes 2-pt layup at rim,7,5
9,1,9:40.0,J. Harden misses 3-pt jump shot from 24 ft,,7,5
10,1,9:40.0,,Defensive rebound by A. Crabbe,7,5
11,1,9:30.0,,D. Carroll misses 3-pt jump shot from 24 ft,7,5
12,1,9:27.0,Defensive rebound by C. Capela,,7,5
13,1,9:19.0,J. Harden misses 2-pt jump shot from 8 ft,,7,5
14,1,9:14.0,Offensive rebound by C. Capela,,7,5
15,1,9:14.0,C. Capela makes 2-pt layup at rim,,9,5
16,1,9:02.0,,Turnover by S. Dinwiddie (bad pass; steal by C. Paul),9,5
17,1,8:56.0,L. Mbah a Moute misses 3-pt jump shot from 23 ft,,9,5
18,1,8:53.0,Offensive rebound by R. Anderson,,9,5
19,1,8:51.0,R. Anderson misses 2-pt layup from 2 ft,,9,5
20,1,8:48.0,,Defensive rebound by S. Dinwiddie,9,5
21,1,8:44.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),9,8
22,1,8:18.0,Shooting foul by D. Carroll (drawn by C. Capela),,9,8
23,1,8:18.0,C. Capela makes free throw 1 of 2,,10,8
24,1,8:18.0,C. Capela makes free throw 2 of 2,,11,8
25,1,8:06.0,,J. Allen makes 2-pt layup from 1 ft (assist by S. Dinwiddie),11,10
26,1,7:51.0,C. Capela makes 2-pt jump shot from 4 ft,,13,10
27,1,7:36.0,,S. Dinwiddie makes 3-pt jump shot from 22 ft (assist by J. Allen),13,13
28,1,7:19.0,Turnover by C. Paul (bad pass; steal by S. Dinwiddie),,13,13
29,1,7:14.0,,Shooting foul by C. Paul (drawn by J. Allen),13,13
30,1,7:14.0,,J. Allen makes free throw 1 of 2,13,14
31,1,7:14.0,E. Gordon enters the game for C. Paul,,13,14
32,1,7:14.0,,J. Allen makes free throw 2 of 2,13,15
33,1,6:57.0,J. Harden makes 3-pt jump shot from 22 ft,,16,15
34,1,6:39.0,,J. Allen misses 2-pt dunk from 1 ft (block by C. Capela),16,15
35,1,6:36.0,Defensive rebound by L. Mbah a Moute,,16,15
36,1,6:29.0,E. Gordon misses 2-pt jump shot from 7 ft,,16,15
37,1,6:28.0,Offensive rebound by Team,,16,15
38,1,6:28.0,,Brooklyn full timeout,16,15
39,1,6:28.0,P. Tucker enters the game for R. Anderson,,16,15
40,1,6:14.0,Shooting foul by D. Carroll (drawn by J. Harden),,16,15
41,1,6:14.0,J. Harden makes free throw 1 of 2,,17,15
42,1,6:14.0,J. Harden makes free throw 2 of 2,,18,15
43,1,6:01.0,,Shooting foul by C. Capela (drawn by S. Dinwiddie),18,15
44,1,6:01.0,,S. Dinwiddie makes free throw 1 of 3,18,16
45,1,6:01.0,,S. Dinwiddie makes free throw 2 of 3,18,17
46,1,6:01.0,,S. Dinwiddie makes free throw 3 of 3,18,18
47,1,5:51.0,P. Tucker misses 3-pt jump shot from 24 ft,,18,18
48,1,5:47.0,,Defensive rebound by A. Crabbe,18,18
49,1,5:38.0,,A. Crabbe misses 2-pt jump shot from 20 ft,18,18
50,1,5:35.0,Defensive rebound by C. Capela,,18,18
51,1,5:23.0,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by J. Harden),,21,18
52,1,5:05.0,,J. Harris misses 3-pt jump shot from 22 ft,21,18
53,1,4:58.0,Defensive rebound by P. Tucker,,21,18
54,1,4:57.0,Turnover by P. Tucker (bad pass; steal by D. Carroll),,21,18
55,1,4:55.0,,D. Carroll makes 2-pt layup from 2 ft,21,20
56,1,4:45.0,J. Harden misses 3-pt jump shot from 26 ft,,21,20
57,1,4:42.0,,Defensive rebound by D. Carroll,21,20
58,1,4:39.0,,Turnover by D. Carroll (out of bounds lost ball),21,20
59,1,4:39.0,,D. Russell enters the game for J. Harris,21,20
60,1,4:22.0,C. Capela misses 2-pt jump shot from 6 ft,,21,20
61,1,4:19.0,Offensive rebound by C. Capela,,21,20
62,1,4:19.0,Turnover by P. Tucker (step out of bounds),,21,20
63,1,4:19.0,G. Green enters the game for L. Mbah a Moute,,21,20
64,1,4:07.0,,Turnover by S. Dinwiddie (bad pass; steal by P. Tucker),21,20
65,1,4:03.0,P. Tucker misses 2-pt layup from 1 ft,,21,20
66,1,3:59.0,Offensive rebound by E. Gordon,,21,20
67,1,3:59.0,E. Gordon makes 2-pt layup at rim,,23,20
68,1,3:54.0,,D. Russell makes 2-pt layup at rim,23,22
69,1,3:40.0,G. Green makes 2-pt layup from 1 ft (assist by J. Harden),,25,22
70,1,3:29.0,,J. Allen makes 2-pt layup from 1 ft,25,24
71,1,3:18.0,Turnover by J. Harden (bad pass),,25,24
72,1,3:18.0,,J. Okafor enters the game for J. Allen,25,24
73,1,3:18.0,,N. Stauskas enters the game for A. Crabbe,25,24
74,1,3:18.0,N. Hilário enters the game for C. Capela,,25,24
75,1,2:55.0,,D. Russell misses 3-pt jump shot from 25 ft,25,24
76,1,2:51.0,Defensive rebound by J. Harden,,25,24
77,1,2:49.0,J. Harden makes 2-pt layup at rim,,27,24
78,1,2:49.0,Shooting foul by N. Stauskas (drawn by J. Harden),,27,24
79,1,2:49.0,Houston full timeout,,27,24
80,1,2:49.0,,J. Webb enters the game for S. Dinwiddie,27,24
81,1,2:49.0,,C. LeVert enters the game for D. Carroll,27,24
82,1,2:49.0,J. Harden makes free throw 1 of 1,,28,24
83,1,2:33.0,,J. Okafor makes 2-pt layup from 1 ft,28,26
84,1,2:21.0,J. Harden makes 2-pt dunk at rim (assist by N. Hilário),,30,26
85,1,2:11.0,C. Paul enters the game for J. Harden,,30,26
86,1,2:08.0,,Turnover by N. Stauskas (bad pass),30,26
87,1,1:49.0,E. Gordon makes 2-pt jump shot from 4 ft,,32,26
88,1,1:35.0,,C. LeVert makes 2-pt layup from 1 ft,32,28
89,1,1:20.0,N. Hilário misses 2-pt jump shot from 12 ft,,32,28
90,1,1:17.0,,Defensive rebound by N. Stauskas,32,28
91,1,1:12.0,,D. Russell makes 2-pt jump shot from 4 ft,32,30
92,1,1:00.0,G. Green makes 3-pt jump shot from 24 ft,,35,30
93,1,0:46.0,,J. Webb misses 3-pt jump shot from 22 ft,35,30
94,1,0:46.0,Defensive rebound by C. Paul,,35,30
95,1,0:36.0,G. Green makes 3-pt jump shot from 22 ft,,38,30
96,1,0:25.0,,Shooting foul by N. Hilário (drawn by J. Okafor),38,30
97,1,0:25.0,,J. Okafor misses free throw 1 of 2,38,30
98,1,0:25.0,,Offensive rebound by Team,38,30
99,1,0:25.0,,J. Okafor makes free throw 2 of 2,38,31
100,1,0:02.0,G. Green misses 3-pt jump shot from 26 ft,,38,31
101,1,0:02.0,,Defensive rebound by C. LeVert,38,31
102,2,11:43.0,N. Hilário misses 2-pt layup from 2 ft,,38,31
103,2,11:41.0,,Defensive rebound by J. Webb,38,31
104,2,11:29.0,,D. Russell misses 3-pt jump shot from 22 ft,38,31
105,2,11:24.0,Defensive rebound by E. Gordon,,38,31
106,2,11:22.0,Turnover by C. Paul (bad pass; steal by D. Russell),,38,31
107,2,11:15.0,,D. Russell misses 2-pt jump shot from 7 ft,38,31
108,2,11:12.0,Defensive rebound by N. Hilário,,38,31
109,2,11:04.0,C. Paul makes 2-pt jump shot from 13 ft,,40,31
110,2,10:51.0,,C. LeVert makes 3-pt jump shot from 25 ft (assist by N. Stauskas),40,34
111,2,10:36.0,N. Hilário misses 2-pt jump shot from 20 ft,,40,34
112,2,10:36.0,,Defensive rebound by C. LeVert,40,34
113,2,10:28.0,,Shooting foul by R. Anderson (drawn by D. Russell),40,34
