,QUARTER,TIME_REMAINING,DETROIT_ACTION,CLEVELAND_ACTION,DETROIT_SCORE,CLEVELAND_SCORE
0,1,11:41.0,B. Griffin misses 2-pt hook shot from 7 ft,,0,0
1,1,11:39.0,,Defensive rebound by L. James,0,0
2,1,11:29.0,,Turnover by L. James (bad pass; steal by B. Griffin),0,0
3,1,11:23.0,J. Ennis misses 3-pt jump shot from 23 ft,,0,0
4,1,11:19.0,,Defensive rebound by G. Hill,0,0
5,1,11:11.0,,R. Hood misses 2-pt jump shot from 6 ft,0,0
6,1,11:04.0,,Offensive rebound by L. Nance,0,0
7,1,11:04.0,,L. Nance makes 2-pt dunk at rim,0,2
8,1,10:55.0,A. Drummond makes 2-pt jump shot from 14 ft (assist by B. Griffin),,2,2
9,1,10:35.0,,G. Hill misses 3-pt jump shot from 23 ft,2,2
10,1,10:33.0,Defensive rebound by A. Drummond,,2,2
11,1,10:23.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by A. Drummond),,5,2
12,1,10:10.0,,G. Hill misses 2-pt jump shot from 21 ft,5,2
13,1,10:06.0,,Offensive rebound by L. Nance,5,2
14,1,10:03.0,,L. James misses 2-pt jump shot from 4 ft,5,2
15,1,10:01.0,,Offensive rebound by L. Nance,5,2
16,1,9:55.0,,J. Smith misses 2-pt jump shot from 21 ft,5,2
17,1,9:52.0,Defensive rebound by B. Griffin,,5,2
18,1,9:46.0,B. Griffin misses 2-pt layup from 3 ft,,5,2
19,1,9:39.0,Offensive rebound by B. Griffin,,5,2
20,1,9:39.0,B. Griffin makes 2-pt layup at rim,,7,2
21,1,9:32.0,,L. James misses 3-pt jump shot from 25 ft,7,2
22,1,9:29.0,Defensive rebound by I. Smith,,7,2
23,1,9:19.0,B. Griffin misses 2-pt jump shot from 22 ft,,7,2
24,1,9:15.0,,Defensive rebound by L. Nance,7,2
25,1,9:09.0,,R. Hood misses 2-pt jump shot from 11 ft (block by A. Drummond),7,2
26,1,9:09.0,,Offensive rebound by Team,7,2
27,1,9:05.0,,Personal foul by J. Ennis (drawn by L. Nance),7,2
28,1,8:59.0,,L. Nance makes 2-pt dunk at rim (assist by R. Hood),7,4
29,1,8:46.0,R. Bullock misses 2-pt layup from 2 ft (block by R. Hood),,7,4
30,1,8:41.0,,Defensive rebound by L. James,7,4
31,1,8:39.0,,Personal foul by I. Smith (drawn by G. Hill),7,4
32,1,8:32.0,,Turnover by J. Smith (bad pass; steal by J. Ennis),7,4
33,1,8:21.0,B. Griffin makes 2-pt jump shot from 21 ft (assist by I. Smith),,9,4
34,1,8:07.0,,L. James makes 2-pt layup at rim (assist by G. Hill),9,6
35,1,7:40.0,R. Bullock misses 3-pt jump shot from 27 ft,,9,6
36,1,7:36.0,,Defensive rebound by L. Nance,9,6
37,1,7:23.0,,L. Nance makes 2-pt jump shot from 16 ft,9,8
38,1,7:06.0,J. Ennis misses 2-pt layup from 1 ft,,9,8
39,1,7:03.0,,Defensive rebound by L. Nance,9,8
40,1,6:58.0,,L. James makes 2-pt dunk at rim,9,10
41,1,6:33.0,R. Bullock makes 2-pt jump shot from 15 ft (assist by B. Griffin),,11,10
42,1,6:15.0,,Turnover by L. James (bad pass; steal by A. Drummond),11,10
43,1,6:08.0,I. Smith makes 2-pt jump shot from 15 ft,,13,10
44,1,5:46.0,,L. James misses 2-pt layup from 1 ft (block by R. Bullock),13,10
45,1,5:42.0,,Offensive rebound by L. James,13,10
46,1,5:40.0,,L. James makes 3-pt jump shot from 22 ft,13,13
47,1,5:31.0,I. Smith makes 2-pt jump shot from 10 ft,,15,13
48,1,5:20.0,,J. Smith misses 3-pt jump shot from 25 ft,15,13
49,1,5:17.0,,Offensive rebound by G. Hill,15,13
50,1,5:03.0,,R. Hood misses 3-pt jump shot from 26 ft,15,13
51,1,5:00.0,Defensive rebound by B. Griffin,,15,13
52,1,4:52.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),,18,13
53,1,4:52.0,,Cleveland full timeout,18,13
54,1,4:39.0,,L. James makes 2-pt jump shot from 8 ft (assist by G. Hill),18,15
55,1,4:16.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by I. Smith),,21,15
56,1,3:53.0,,L. Nance makes 2-pt jump shot from 20 ft (assist by J. Smith),21,17
57,1,3:36.0,B. Griffin makes 2-pt layup from 1 ft (assist by I. Smith),,23,17
58,1,3:28.0,,L. Nance makes 2-pt layup at rim (assist by G. Hill),23,19
59,1,3:28.0,,Shooting foul by R. Bullock (drawn by L. Nance),23,19
60,1,3:28.0,,C. Osman enters the game for G. Hill,23,19
61,1,3:28.0,,J. Clarkson enters the game for J. Smith,23,19
62,1,3:28.0,S. Johnson enters the game for J. Ennis,,23,19
63,1,3:28.0,,L. Nance makes free throw 1 of 1,23,20
64,1,3:06.0,B. Griffin misses 2-pt hook shot from 10 ft,,23,20
65,1,3:03.0,Offensive rebound by A. Drummond,,23,20
66,1,3:01.0,A. Drummond makes 2-pt dunk from 2 ft,,25,20
67,1,2:51.0,,J. Clarkson misses 2-pt jump shot from 9 ft,25,20
68,1,2:48.0,Defensive rebound by A. Drummond,,25,20
69,1,2:38.0,R. Bullock misses 3-pt jump shot from 23 ft,,25,20
70,1,2:32.0,,Defensive rebound by L. Nance,25,20
71,1,2:27.0,,L. James misses 2-pt layup at rim,25,20
72,1,2:25.0,Defensive rebound by B. Griffin,,25,20
73,1,2:23.0,Personal foul by C. Osman (drawn by B. Griffin),,25,20
74,1,2:23.0,Detroit full timeout,,25,20
75,1,2:23.0,,K. Korver enters the game for R. Hood,25,20
76,1,2:23.0,,A. Žižić enters the game for L. Nance,25,20
77,1,2:23.0,D. Buycks enters the game for A. Drummond,,25,20
78,1,2:23.0,E. Moreland enters the game for I. Smith,,25,20
79,1,2:06.0,B. Griffin misses 2-pt layup from 1 ft,,25,20
80,1,2:00.0,,Defensive rebound by K. Korver,25,20
81,1,1:57.0,,C. Osman misses 3-pt jump shot from 22 ft,25,20
82,1,1:57.0,,Offensive rebound by Team,25,20
83,1,1:57.0,Loose ball foul by D. Buycks (drawn by J. Clarkson),,25,20
84,1,1:47.0,,J. Clarkson makes 2-pt jump shot from 12 ft (assist by L. James),25,22
85,1,1:25.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by R. Bullock),,28,22
86,1,1:12.0,,C. Osman misses 3-pt jump shot from 22 ft,28,22
87,1,1:09.0,Defensive rebound by D. Buycks,,28,22
88,1,1:04.0,Personal foul by J. Clarkson (drawn by B. Griffin),,28,22
89,1,1:00.0,Offensive foul by D. Buycks (drawn by K. Korver),,28,22
90,1,1:00.0,Turnover by D. Buycks (offensive foul),,28,22
91,1,0:50.0,,J. Clarkson makes 2-pt jump shot from 15 ft,28,24
92,1,0:36.0,D. Buycks misses 3-pt jump shot from 24 ft,,28,24
93,1,0:31.0,,Defensive rebound by C. Osman,28,24
94,1,0:28.0,,J. Clarkson misses 3-pt jump shot from 26 ft,28,24
95,1,0:24.0,Defensive rebound by E. Moreland,,28,24
96,1,0:06.0,D. Buycks misses 2-pt layup from 1 ft,,28,24
97,1,0:01.0,Offensive rebound by E. Moreland,,28,24
98,1,0:01.0,E. Moreland misses 2-pt layup at rim,,28,24
99,1,0:01.0,,Defensive rebound by A. Žižić,28,24
100,1,0:01.0,,C. Osman makes 2-pt layup from 1 ft (assist by L. James),28,26
101,1,0:00.0,D. Buycks misses 3-pt jump shot from 50 ft,,28,26
102,1,0:00.0,Offensive rebound by Team,,28,26
103,2,11:41.0,,C. Osman misses 2-pt layup from 4 ft (block by E. Moreland),28,26
104,2,11:37.0,Defensive rebound by E. Moreland,,28,26
105,2,11:27.0,S. Johnson makes 2-pt jump shot from 11 ft,,30,26
106,2,11:16.0,,A. Žižić makes 2-pt layup from 1 ft (assist by J. Calderón),30,28
107,2,10:52.0,S. Johnson misses 2-pt layup from 2 ft (block by A. Žižić),,30,28
108,2,10:51.0,,Defensive rebound by Team,30,28
109,2,10:51.0,Loose ball foul by S. Johnson (drawn by K. Korver),,30,28
110,2,10:41.0,,Turnover by J. Clarkson (lost ball; steal by E. Moreland),30,28
111,2,10:41.0,Personal foul by J. Clarkson (drawn by E. Moreland),,30,28
112,2,10:33.0,Personal foul by J. Calderón (drawn by D. Buycks),,30,28
113,2,10:22.0,L. Galloway misses 2-pt jump shot from 10 ft,,30,28
114,2,10:19.0,,Defensive rebound by J. Clarkson,30,28
115,2,10:16.0,,Turnover by C. Osman (bad pass),30,28
116,2,10:03.0,L. Galloway makes 2-pt jump shot from 20 ft,,32,28
117,2,10:03.0,,Loose ball foul by K. Korver (drawn by E. Moreland),32,28
118,2,10:03.0,,Turnover by K. Korver (turnover),32,28
119,2,10:03.0,E. Moreland makes free throw 1 of 1,,33,28
120,2,9:46.0,,J. Calderón makes 3-pt jump shot from 26 ft (assist by J. Clarkson),33,31
