,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW ORLEANS_ACTION,PORTLAND_SCORE,NEW ORLEANS_SCORE
0,1,11:34.0,E. Turner makes 2-pt layup from 2 ft,,2,0
1,1,11:09.0,,E. Moore makes 2-pt layup from 1 ft (assist by R. Rondo),2,2
2,1,11:09.0,,Shooting foul by C. McCollum (drawn by E. Moore),2,2
3,1,11:09.0,,E. Moore makes free throw 1 of 1,2,3
4,1,10:55.0,C. McCollum makes 2-pt jump shot from 16 ft (assist by E. Turner),,4,3
5,1,10:37.0,,A. Davis misses 2-pt jump shot from 17 ft,4,3
6,1,10:34.0,Defensive rebound by D. Lillard,,4,3
7,1,10:29.0,D. Lillard makes 2-pt jump shot from 9 ft,,6,3
8,1,10:22.0,,E. Moore misses 3-pt jump shot from 25 ft,6,3
9,1,10:19.0,Defensive rebound by A. Aminu,,6,3
10,1,10:06.0,E. Turner misses 2-pt jump shot from 12 ft,,6,3
11,1,10:04.0,Offensive rebound by Team,,6,3
12,1,10:04.0,,Loose ball foul by A. Davis (drawn by J. Nurkić),6,3
13,1,9:57.0,C. McCollum makes 3-pt jump shot from 26 ft,,9,3
14,1,9:48.0,,Shooting foul by D. Lillard (drawn by J. Holiday),9,3
15,1,9:48.0,,J. Holiday misses free throw 1 of 2,9,3
16,1,9:48.0,,Offensive rebound by Team,9,3
17,1,9:48.0,,J. Holiday makes free throw 2 of 2,9,4
18,1,9:36.0,J. Nurkić misses 2-pt layup from 3 ft,,9,4
19,1,9:34.0,,Defensive rebound by N. Mirotić,9,4
20,1,9:20.0,,R. Rondo makes 2-pt layup from 1 ft (assist by J. Holiday),9,6
21,1,9:02.0,C. McCollum misses 2-pt jump shot from 19 ft,,9,6
22,1,8:59.0,,Defensive rebound by A. Davis,9,6
23,1,8:56.0,,J. Holiday misses 3-pt jump shot from 24 ft,9,6
24,1,8:53.0,Defensive rebound by J. Nurkić,,9,6
25,1,8:41.0,E. Turner misses 2-pt jump shot from 7 ft,,9,6
26,1,8:37.0,,Defensive rebound by N. Mirotić,9,6
27,1,8:32.0,,Personal foul by J. Nurkić (drawn by A. Davis),9,6
28,1,8:26.0,,Personal foul by D. Lillard (drawn by R. Rondo),9,6
29,1,8:23.0,Offensive charge foul by R. Rondo (drawn by D. Lillard),,9,6
30,1,8:23.0,,Turnover by R. Rondo (offensive foul),9,6
31,1,8:13.0,D. Lillard misses 3-pt jump shot from 28 ft,,9,6
32,1,8:09.0,,Defensive rebound by E. Moore,9,6
33,1,7:53.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Holiday),9,9
34,1,7:39.0,Shooting foul by N. Mirotić (drawn by C. McCollum),,9,9
35,1,7:39.0,C. McCollum makes free throw 1 of 2,,10,9
36,1,7:39.0,C. McCollum makes free throw 2 of 2,,11,9
37,1,7:26.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),11,11
38,1,7:26.0,,Shooting foul by A. Aminu (drawn by A. Davis),11,11
39,1,7:26.0,,A. Davis makes free throw 1 of 1,11,12
40,1,7:14.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by E. Turner),,14,12
41,1,7:02.0,,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),14,14
42,1,6:47.0,A. Aminu makes 2-pt dunk at rim,,16,14
43,1,6:36.0,,Turnover by J. Holiday (bad pass),16,14
44,1,6:36.0,,New Orleans full timeout,16,14
45,1,6:16.0,A. Aminu misses 2-pt jump shot from 9 ft,,16,14
46,1,6:14.0,Offensive rebound by A. Aminu,,16,14
47,1,6:12.0,A. Aminu misses 2-pt jump shot from 21 ft,,16,14
48,1,6:07.0,Offensive rebound by J. Nurkić,,16,14
49,1,6:00.0,E. Turner misses 2-pt jump shot from 12 ft,,16,14
50,1,5:56.0,,Defensive rebound by N. Mirotić,16,14
51,1,5:51.0,,J. Holiday makes 2-pt jump shot from 3 ft (assist by R. Rondo),16,16
52,1,5:33.0,C. McCollum misses 2-pt hook shot from 3 ft,,16,16
53,1,5:31.0,,Defensive rebound by E. Moore,16,16
54,1,5:28.0,,J. Holiday makes 2-pt layup from 1 ft (assist by R. Rondo),16,18
55,1,5:28.0,Portland full timeout,,16,18
56,1,5:28.0,,I. Clark enters the game for R. Rondo,16,18
57,1,5:28.0,W. Baldwin enters the game for C. McCollum,,16,18
58,1,5:06.0,D. Lillard misses 2-pt jump shot from 15 ft,,16,18
59,1,5:02.0,,Defensive rebound by E. Moore,16,18
60,1,5:00.0,,I. Clark misses 3-pt jump shot from 26 ft,16,18
61,1,4:56.0,Defensive rebound by A. Aminu,,16,18
62,1,4:48.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),,19,18
63,1,4:30.0,,Turnover by A. Davis (lost ball; steal by J. Nurkić),19,18
64,1,4:19.0,E. Turner makes 2-pt layup from 1 ft,,21,18
65,1,4:06.0,,Offensive foul by E. Moore (drawn by J. Nurkić),21,18
66,1,4:06.0,,Turnover by E. Moore (offensive foul),21,18
67,1,4:06.0,P. Connaughton enters the game for E. Turner,,21,18
68,1,3:51.0,Turnover by D. Lillard (bad pass; steal by E. Moore),,21,18
69,1,3:51.0,,Shooting foul by J. Nurkić (drawn by A. Davis),21,18
70,1,3:51.0,,A. Davis makes free throw 1 of 2,21,19
71,1,3:51.0,,D. Miller enters the game for E. Moore,21,19
72,1,3:51.0,E. Davis enters the game for A. Aminu,,21,19
73,1,3:51.0,Z. Collins enters the game for J. Nurkić,,21,19
74,1,3:51.0,,A. Davis makes free throw 2 of 2,21,20
75,1,3:27.0,W. Baldwin misses 2-pt layup from 2 ft,,21,20
76,1,3:22.0,,Defensive rebound by N. Mirotić,21,20
77,1,3:20.0,,I. Clark misses 3-pt jump shot from 23 ft,21,20
78,1,3:16.0,Defensive rebound by W. Baldwin,,21,20
79,1,3:03.0,E. Davis misses 2-pt layup from 3 ft (block by A. Davis),,21,20
80,1,2:58.0,,Defensive rebound by I. Clark,21,20
81,1,2:57.0,,Shooting foul by E. Davis (drawn by A. Davis),21,20
82,1,2:57.0,,A. Davis misses free throw 1 of 2,21,20
83,1,2:57.0,,Offensive rebound by Team,21,20
84,1,2:57.0,C. McCollum enters the game for D. Lillard,,21,20
85,1,2:57.0,,A. Davis makes free throw 2 of 2,21,21
86,1,2:38.0,P. Connaughton misses 3-pt jump shot from 25 ft,,21,21
87,1,2:33.0,,Defensive rebound by N. Mirotić,21,21
88,1,2:26.0,,D. Miller misses 3-pt jump shot from 24 ft,21,21
89,1,2:22.0,Defensive rebound by E. Davis,,21,21
90,1,2:02.0,Z. Collins makes 2-pt layup at rim,,23,21
91,1,1:55.0,,Shooting foul by W. Baldwin (drawn by J. Holiday),23,21
92,1,1:55.0,,J. Holiday makes free throw 1 of 2,23,22
93,1,1:55.0,,S. Hill enters the game for N. Mirotić,23,22
94,1,1:55.0,,J. Holiday makes free throw 2 of 2,23,23
95,1,1:33.0,W. Baldwin misses 2-pt layup from 5 ft (block by A. Davis),,23,23
96,1,1:29.0,,Defensive rebound by S. Hill,23,23
97,1,1:24.0,,Turnover by J. Holiday (out of bounds lost ball),23,23
98,1,1:24.0,,R. Rondo enters the game for J. Holiday,23,23
99,1,1:05.0,Z. Collins misses 3-pt jump shot from 22 ft,,23,23
100,1,1:01.0,,Defensive rebound by R. Rondo,23,23
101,1,0:54.0,,Turnover by R. Rondo (bad pass; steal by Z. Collins),23,23
102,1,0:47.0,Personal foul by I. Clark (drawn by C. McCollum),,23,23
103,1,0:37.0,C. McCollum makes 2-pt jump shot from 7 ft,,25,23
104,1,0:20.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by S. Hill),25,26
