,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BROOKLYN_ACTION,ORLANDO_SCORE,BROOKLYN_SCORE
49,1,5:45.0,E. Fournier misses 2-pt layup from 3 ft,,10,8
50,1,5:39.0,Offensive rebound by B. Biyombo,,10,8
51,1,5:39.0,B. Biyombo makes 2-pt layup at rim,,12,8
52,1,5:21.0,,D. Carroll makes 2-pt jump shot from 7 ft,12,10
53,1,5:06.0,A. Gordon misses 2-pt jump shot from 16 ft,,12,10
54,1,5:04.0,,Defensive rebound by T. Zeller,12,10
55,1,5:01.0,Offensive charge foul by A. Crabbe (drawn by A. Gordon),,12,10
56,1,5:01.0,,Turnover by A. Crabbe (offensive foul),12,10
57,1,5:01.0,,J. Harris enters the game for T. Zeller,12,10
58,1,5:01.0,,J. Allen enters the game for A. Crabbe,12,10
59,1,4:44.0,B. Biyombo misses 2-pt jump shot from 9 ft (block by J. Allen),,12,10
60,1,4:39.0,Offensive rebound by J. Simmons,,12,10
61,1,4:38.0,A. Gordon misses 3-pt jump shot from 24 ft,,12,10
62,1,4:36.0,Offensive rebound by B. Biyombo,,12,10
63,1,4:30.0,E. Payton misses 2-pt jump shot from 6 ft,,12,10
64,1,4:29.0,Offensive rebound by B. Biyombo,,12,10
65,1,4:29.0,Turnover by E. Payton (out of bounds lost ball),,12,10
66,1,4:09.0,,D. Carroll makes 2-pt jump shot from 8 ft,12,12
67,1,3:56.0,E. Fournier makes 2-pt layup from 8 ft,,14,12
68,1,3:56.0,Shooting foul by S. Dinwiddie (drawn by E. Fournier),,14,12
69,1,3:56.0,,N. Stauskas enters the game for S. Dinwiddie,14,12
70,1,3:56.0,,C. LeVert enters the game for D. Carroll,14,12
71,1,3:56.0,A. Afflalo enters the game for B. Biyombo,,14,12
72,1,3:56.0,M. Speights enters the game for J. Simmons,,14,12
73,1,3:56.0,E. Fournier makes free throw 1 of 1,,15,12
74,1,3:42.0,,J. Allen misses 2-pt hook shot from 10 ft,15,12
75,1,3:39.0,,Offensive rebound by R. Hollis-Jefferson,15,12
76,1,3:39.0,,R. Hollis-Jefferson misses 2-pt layup at rim,15,12
77,1,3:36.0,Defensive rebound by M. Speights,,15,12
78,1,3:25.0,Personal foul by C. LeVert (drawn by A. Afflalo),,15,12
79,1,3:16.0,E. Fournier makes 2-pt layup from 2 ft,,17,12
80,1,3:07.0,,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),17,14
81,1,3:01.0,Turnover by M. Speights (bad pass; steal by C. LeVert),,17,14
82,1,3:00.0,,Turnover by J. Harris (bad pass),17,14
83,1,2:47.0,E. Payton makes 2-pt jump shot from 13 ft,,19,14
84,1,2:37.0,,Turnover by C. LeVert (lost ball; steal by E. Payton),19,14
85,1,2:33.0,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Payton),,21,14
86,1,2:14.0,,N. Stauskas makes 2-pt jump shot from 20 ft (assist by C. LeVert),21,16
87,1,1:58.0,A. Gordon makes 2-pt layup from 1 ft,,23,16
88,1,1:46.0,,R. Hollis-Jefferson makes 2-pt jump shot from 15 ft,23,18
89,1,1:33.0,A. Afflalo misses 3-pt jump shot from 22 ft,,23,18
90,1,1:31.0,,Defensive rebound by C. LeVert,23,18
91,1,1:25.0,,J. Harris misses 2-pt jump shot from 17 ft,23,18
92,1,1:22.0,Defensive rebound by M. Speights,,23,18
93,1,1:18.0,Turnover by A. Afflalo (bad pass; steal by J. Harris),,23,18
94,1,1:11.0,Orlando full timeout,,23,18
95,1,1:11.0,,Q. Acy enters the game for R. Hollis-Jefferson,23,18
96,1,1:11.0,D. Augustin enters the game for E. Payton,,23,18
97,1,1:05.0,,C. LeVert misses 2-pt jump shot from 16 ft,23,18
98,1,0:59.0,,Offensive rebound by J. Allen,23,18
99,1,0:59.0,,J. Allen makes 2-pt dunk at rim,23,20
100,1,0:43.0,E. Fournier makes 2-pt jump shot from 16 ft (assist by A. Afflalo),,25,20
101,1,0:31.0,,J. Harris makes 2-pt layup from 2 ft,25,22
102,1,0:07.0,M. Speights makes 2-pt jump shot from 9 ft,,27,22
103,1,0:00.0,,C. LeVert misses 2-pt layup from 7 ft,27,22
104,1,0:00.0,Defensive rebound by M. Speights,,27,22
105,2,11:35.0,D. Augustin makes 2-pt jump shot from 7 ft,,29,22
106,2,11:19.0,,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),29,24
107,2,10:57.0,M. Speights makes 2-pt jump shot from 18 ft (assist by D. Augustin),,31,24
108,2,10:40.0,,N. Stauskas misses 2-pt jump shot from 18 ft,31,24
109,2,10:38.0,Defensive rebound by M. Hezonja,,31,24
110,2,10:32.0,M. Speights misses 3-pt jump shot from 26 ft,,31,24
111,2,10:27.0,,Defensive rebound by J. Harris,31,24
112,2,10:16.0,,C. LeVert makes 2-pt jump shot from 7 ft,31,26
113,2,10:05.0,A. Afflalo makes 2-pt layup from 2 ft (assist by M. Speights),,33,26
114,2,9:54.0,,C. LeVert makes 3-pt jump shot from 26 ft,33,29
115,2,9:37.0,M. Speights makes 3-pt jump shot from 24 ft (assist by W. Iwundu),,36,29
116,2,9:17.0,,C. LeVert misses 2-pt jump shot from 20 ft,36,29
117,2,9:13.0,Defensive rebound by M. Speights,,36,29
118,2,9:03.0,D. Augustin misses 3-pt jump shot from 25 ft,,36,29
119,2,9:02.0,Offensive rebound by M. Speights,,36,29
120,2,9:02.0,Shooting foul by J. Allen (drawn by M. Speights),,36,29
121,2,9:02.0,M. Speights misses free throw 1 of 2,,36,29
122,2,9:02.0,Offensive rebound by Team,,36,29
123,2,9:02.0,,A. Crabbe enters the game for N. Stauskas,36,29
124,2,9:02.0,,D. Carroll enters the game for J. Allen,36,29
125,2,9:02.0,M. Speights makes free throw 2 of 2,,37,29
126,2,8:50.0,,Q. Acy misses 3-pt jump shot from 24 ft,37,29
127,2,8:46.0,,Offensive rebound by D. Carroll,37,29
128,2,8:38.0,,Turnover by J. Harris (bad pass),37,29
129,2,8:23.0,D. Augustin misses 2-pt jump shot from 16 ft,,37,29
130,2,8:17.0,,Defensive rebound by D. Carroll,37,29
131,2,8:11.0,,C. LeVert misses 2-pt layup from 1 ft,37,29
132,2,8:09.0,Defensive rebound by M. Speights,,37,29
133,2,8:05.0,Turnover by A. Afflalo (bad pass),,37,29
134,2,7:57.0,,J. Harris misses 3-pt jump shot from 25 ft,37,29
135,2,7:52.0,Defensive rebound by D. Augustin,,37,29
136,2,7:50.0,Personal foul by C. LeVert (drawn by D. Augustin),,37,29
137,2,7:50.0,J. Simmons enters the game for A. Afflalo,,37,29
138,2,7:37.0,Personal foul by D. Carroll (drawn by D. Augustin),,37,29
139,2,7:37.0,,S. Dinwiddie enters the game for C. LeVert,37,29
140,2,7:24.0,M. Speights misses 2-pt jump shot from 18 ft,,37,29
141,2,7:21.0,,Defensive rebound by J. Harris,37,29
142,2,7:13.0,,Shooting block foul by M. Speights (drawn by A. Crabbe),37,29
143,2,7:13.0,,A. Crabbe makes free throw 1 of 2,37,30
144,2,7:13.0,,R. Hollis-Jefferson enters the game for J. Harris,37,30
145,2,7:13.0,A. Gordon enters the game for M. Speights,,37,30
146,2,7:13.0,,A. Crabbe makes free throw 2 of 2,37,31
147,2,6:48.0,Turnover by D. Augustin (bad pass; steal by D. Carroll),,37,31
148,2,6:44.0,,D. Carroll makes 2-pt layup from 1 ft,37,33
149,2,6:44.0,Orlando full timeout,,37,33
150,2,6:25.0,M. Hezonja misses 2-pt jump shot from 8 ft,,37,33
151,2,6:23.0,Offensive rebound by M. Hezonja,,37,33
152,2,6:16.0,J. Simmons misses 2-pt hook shot from 8 ft,,37,33
153,2,6:13.0,,Defensive rebound by D. Carroll,37,33
154,2,6:00.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by J. Simmons),37,33
155,2,5:52.0,M. Hezonja makes 2-pt jump shot from 10 ft,,39,33
156,2,5:34.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),39,36
157,2,5:18.0,W. Iwundu misses 3-pt jump shot from 23 ft,,39,36
158,2,5:16.0,,Defensive rebound by A. Crabbe,39,36
159,2,5:03.0,,Personal foul by W. Iwundu (drawn by D. Carroll),39,36
160,2,5:03.0,,C. LeVert enters the game for Q. Acy,39,36
161,2,5:03.0,E. Fournier enters the game for D. Augustin,,39,36
162,2,5:03.0,E. Payton enters the game for W. Iwundu,,39,36
163,2,4:49.0,,D. Carroll misses 2-pt jump shot from 12 ft,39,36
164,2,4:47.0,Defensive rebound by A. Gordon,,39,36
165,2,4:41.0,A. Gordon misses 2-pt layup from 3 ft (block by S. Dinwiddie),,39,36
166,2,4:37.0,,Defensive rebound by C. LeVert,39,36
167,2,4:34.0,,C. LeVert misses 2-pt jump shot from 19 ft,39,36
168,2,4:34.0,Defensive rebound by Team,,39,36
169,2,4:15.0,M. Hezonja misses 2-pt layup from 3 ft,,39,36
170,2,4:12.0,,Defensive rebound by R. Hollis-Jefferson,39,36
171,2,4:09.0,,Turnover by R. Hollis-Jefferson (bad pass),39,36
172,2,3:58.0,Turnover by A. Gordon (bad pass; steal by C. LeVert),,39,36
173,2,3:53.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,39,36
174,2,3:52.0,,Offensive rebound by C. LeVert,39,36
175,2,3:52.0,,C. LeVert makes 2-pt layup at rim,39,38
176,2,3:52.0,Orlando full timeout,,39,38
177,2,3:52.0,B. Biyombo enters the game for M. Hezonja,,39,38
178,2,3:28.0,E. Fournier misses 2-pt jump shot from 22 ft,,39,38
179,2,3:26.0,,Defensive rebound by S. Dinwiddie,39,38
180,2,3:19.0,,Turnover by S. Dinwiddie (bad pass; steal by E. Fournier),39,38
181,2,3:13.0,A. Gordon makes 2-pt layup from 4 ft (assist by E. Payton),,41,38
182,2,3:00.0,Violation by B. Biyombo (kicked ball),,41,38
183,2,3:00.0,,J. Harris enters the game for D. Carroll,41,38
184,2,3:00.0,,J. Allen enters the game for A. Crabbe,41,38
185,2,2:53.0,,C. LeVert makes 2-pt jump shot from 18 ft,41,40
186,2,2:38.0,E. Payton makes 2-pt layup from 1 ft,,43,40
187,2,2:22.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),43,42
188,2,2:12.0,Turnover by E. Payton (bad pass; steal by S. Dinwiddie),,43,42
189,2,2:08.0,,C. LeVert misses 2-pt layup from 2 ft,43,42
190,2,2:04.0,Defensive rebound by J. Simmons,,43,42
191,2,2:00.0,Shooting foul by S. Dinwiddie (drawn by J. Simmons),,43,42
192,2,2:00.0,J. Simmons makes free throw 1 of 2,,44,42
193,2,2:00.0,J. Simmons makes free throw 2 of 2,,45,42
194,2,1:49.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by C. LeVert),45,44
195,2,1:36.0,J. Simmons makes 3-pt jump shot from 26 ft (assist by E. Payton),,48,44
196,2,1:21.0,,Personal foul by E. Fournier (drawn by J. Allen),48,44
197,2,1:16.0,,Shooting foul by E. Fournier (drawn by J. Allen),48,44
198,2,1:16.0,,J. Allen makes free throw 1 of 2,48,45
199,2,1:16.0,,J. Allen misses free throw 2 of 2,48,45
200,2,1:13.0,Defensive rebound by A. Gordon,,48,45
201,2,0:57.0,E. Fournier misses 2-pt layup from 6 ft (block by S. Dinwiddie),,48,45
202,2,0:55.0,,Defensive rebound by C. LeVert,48,45
203,2,0:51.0,,Turnover by C. LeVert (bad pass; steal by A. Gordon),48,45
204,2,0:44.0,E. Fournier misses 2-pt jump shot from 19 ft,,48,45
205,2,0:41.0,,Defensive rebound by J. Allen,48,45
206,2,0:28.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by S. Dinwiddie),48,47
207,2,0:12.0,,Violation by J. Allen (kicked ball),48,47
208,2,0:01.0,J. Simmons misses 2-pt jump shot from 15 ft,,48,47
209,2,0:01.0,,Defensive rebound by R. Hollis-Jefferson,48,47
210,2,0:00.0,,R. Hollis-Jefferson misses 3-pt jump shot from 46 ft,48,47
211,2,0:00.0,,Offensive rebound by Team,48,47
212,3,11:42.0,J. Simmons misses 2-pt layup from 5 ft,,48,47
213,3,11:40.0,Offensive rebound by B. Biyombo,,48,47
214,3,11:37.0,B. Biyombo misses 2-pt hook shot from 7 ft,,48,47
215,3,11:37.0,Offensive rebound by J. Simmons,,48,47
216,3,11:30.0,Shooting foul by T. Zeller (drawn by B. Biyombo),,48,47
217,3,11:30.0,B. Biyombo makes free throw 1 of 2,,49,47
218,3,11:30.0,B. Biyombo makes free throw 2 of 2,,50,47
219,3,11:23.0,,A. Crabbe misses 3-pt jump shot from 25 ft,50,47
220,3,11:18.0,Defensive rebound by J. Simmons,,50,47
221,3,11:06.0,J. Simmons misses 3-pt jump shot from 27 ft,,50,47
222,3,11:03.0,,Defensive rebound by T. Zeller,50,47
223,3,10:51.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,50,47
224,3,10:48.0,Defensive rebound by A. Gordon,,50,47
225,3,10:44.0,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),,52,47
226,3,10:29.0,,T. Zeller misses 2-pt layup from 4 ft (block by B. Biyombo),52,47
227,3,10:23.0,,Offensive rebound by T. Zeller,52,47
228,3,10:23.0,,T. Zeller makes 2-pt layup at rim,52,49
229,3,10:17.0,E. Payton misses 2-pt layup from 2 ft,,52,49
230,3,10:14.0,Offensive rebound by B. Biyombo,,52,49
231,3,10:05.0,J. Simmons makes 2-pt hook shot from 4 ft (assist by E. Payton),,54,49
232,3,9:45.0,,D. Carroll misses 3-pt jump shot from 25 ft,54,49
233,3,9:42.0,Defensive rebound by E. Payton,,54,49
234,3,9:39.0,E. Fournier misses 2-pt layup from 2 ft,,54,49
235,3,9:37.0,,Defensive rebound by S. Dinwiddie,54,49
236,3,9:27.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),54,52
237,3,9:10.0,Shooting block foul by T. Zeller (drawn by J. Simmons),,54,52
238,3,9:10.0,J. Simmons makes free throw 1 of 2,,55,52
239,3,9:10.0,J. Simmons misses free throw 2 of 2,,55,52
240,3,9:07.0,,Defensive rebound by R. Hollis-Jefferson,55,52
241,3,8:45.0,,T. Zeller makes 3-pt jump shot from 23 ft (assist by A. Crabbe),55,55
242,3,8:35.0,E. Payton misses 2-pt jump shot from 7 ft,,55,55
243,3,8:33.0,,Defensive rebound by A. Crabbe,55,55
244,3,8:24.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,55,58
245,3,8:22.0,Orlando full timeout,,55,58
246,3,8:06.0,Offensive foul by E. Fournier (drawn by A. Crabbe),,55,58
247,3,8:06.0,Turnover by E. Fournier (offensive foul),,55,58
248,3,7:51.0,,A. Crabbe misses 3-pt jump shot from 26 ft,55,58
249,3,7:48.0,Defensive rebound by B. Biyombo,,55,58
250,3,7:38.0,E. Fournier misses 2-pt jump shot from 14 ft (block by A. Crabbe),,55,58
251,3,7:34.0,,Defensive rebound by D. Carroll,55,58
252,3,7:27.0,,D. Carroll misses 3-pt jump shot from 25 ft,55,58
253,3,7:24.0,Defensive rebound by A. Gordon,,55,58
254,3,7:19.0,A. Gordon misses 3-pt jump shot from 26 ft,,55,58
255,3,7:15.0,,Defensive rebound by T. Zeller,55,58
256,3,7:02.0,,T. Zeller misses 2-pt layup from 3 ft,55,58
257,3,7:01.0,Defensive rebound by A. Gordon,,55,58
258,3,6:57.0,A. Gordon misses 2-pt layup from 5 ft (block by R. Hollis-Jefferson),,55,58
259,3,6:57.0,Offensive rebound by Team,,55,58
260,3,6:46.0,E. Payton makes 2-pt jump shot from 13 ft,,57,58
261,3,6:32.0,,T. Zeller misses 2-pt dunk from 5 ft (block by B. Biyombo),57,58
262,3,6:30.0,Defensive rebound by A. Gordon,,57,58
263,3,6:26.0,A. Gordon misses 3-pt jump shot from 24 ft,,57,58
264,3,6:24.0,Offensive rebound by Team,,57,58
265,3,6:24.0,,Loose ball foul by D. Carroll (drawn by B. Biyombo),57,58
266,3,6:24.0,,J. Harris enters the game for T. Zeller,57,58
267,3,6:24.0,,J. Allen enters the game for A. Crabbe,57,58
268,3,6:19.0,A. Gordon makes 2-pt layup from 2 ft,,59,58
269,3,6:19.0,Shooting foul by R. Hollis-Jefferson (drawn by A. Gordon),,59,58
270,3,6:19.0,A. Gordon misses free throw 1 of 1,,59,58
271,3,6:15.0,,Defensive rebound by J. Allen,59,58
272,3,6:06.0,,Shooting foul by E. Fournier (drawn by S. Dinwiddie),59,58
273,3,6:06.0,,S. Dinwiddie makes free throw 1 of 2,59,59
274,3,6:06.0,M. Hezonja enters the game for E. Fournier,,59,59
275,3,6:06.0,,S. Dinwiddie misses free throw 2 of 2,59,59
276,3,6:04.0,Defensive rebound by B. Biyombo,,59,59
277,3,5:55.0,,C. LeVert enters the game for S. Dinwiddie,59,59
278,3,5:49.0,A. Gordon misses 3-pt jump shot from 25 ft,,59,59
279,3,5:47.0,Offensive rebound by B. Biyombo,,59,59
280,3,5:46.0,B. Biyombo misses 2-pt layup from 1 ft,,59,59
281,3,5:44.0,Offensive rebound by E. Payton,,59,59
282,3,5:41.0,E. Payton misses 2-pt layup from 2 ft,,59,59
283,3,5:41.0,Offensive rebound by Team,,59,59
284,3,5:41.0,,Loose ball foul by D. Carroll (drawn by B. Biyombo),59,59
285,3,5:41.0,B. Biyombo makes free throw 1 of 2,,60,59
286,3,5:41.0,B. Biyombo makes free throw 2 of 2,,61,59
287,3,5:28.0,,D. Carroll makes 2-pt layup from 4 ft (assist by C. LeVert),61,61
288,3,5:17.0,M. Hezonja misses 2-pt jump shot from 17 ft,,61,61
289,3,5:15.0,,Defensive rebound by J. Allen,61,61
290,3,4:54.0,,J. Allen makes 2-pt dunk at rim (assist by C. LeVert),61,63
291,3,4:43.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by E. Payton),,63,63
292,3,4:43.0,Shooting foul by J. Allen (drawn by B. Biyombo),,63,63
293,3,4:43.0,,N. Stauskas enters the game for D. Carroll,63,63
294,3,4:43.0,W. Iwundu enters the game for J. Simmons,,63,63
295,3,4:43.0,B. Biyombo makes free throw 1 of 1,,64,63
296,3,4:23.0,,J. Allen makes 2-pt hook shot from 3 ft (assist by C. LeVert),64,65
297,3,3:59.0,M. Hezonja makes 2-pt hook shot from 12 ft,,66,65
298,3,3:44.0,,Turnover by C. LeVert (bad pass),66,65
299,3,3:27.0,Offensive foul by A. Gordon (drawn by R. Hollis-Jefferson),,66,65
300,3,3:27.0,Turnover by A. Gordon (offensive foul),,66,65
301,3,3:27.0,,Brooklyn full timeout,66,65
302,3,3:14.0,,Shooting foul by B. Biyombo (drawn by C. LeVert),66,65
303,3,3:14.0,,C. LeVert misses free throw 1 of 2,66,65
304,3,3:14.0,,Offensive rebound by Team,66,65
305,3,3:14.0,,C. LeVert makes free throw 2 of 2,66,66
306,3,2:52.0,E. Payton misses 2-pt jump shot from 12 ft (block by J. Allen),,66,66
307,3,2:46.0,Offensive rebound by B. Biyombo,,66,66
308,3,2:45.0,B. Biyombo misses 2-pt layup from 3 ft,,66,66
309,3,2:43.0,Offensive rebound by B. Biyombo,,66,66
310,3,2:31.0,,Violation by J. Harris (kicked ball),66,66
311,3,2:20.0,E. Payton makes 2-pt jump shot from 18 ft,,68,66
312,3,2:03.0,,N. Stauskas misses 2-pt jump shot from 4 ft,68,66
313,3,1:58.0,,Offensive rebound by R. Hollis-Jefferson,68,66
314,3,1:56.0,,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft,68,66
315,3,1:56.0,Defensive rebound by B. Biyombo,,68,66
316,3,1:48.0,E. Payton misses 2-pt layup from 4 ft,,68,66
317,3,1:45.0,,Defensive rebound by J. Harris,68,66
318,3,1:40.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by C. LeVert),68,69
319,3,1:20.0,W. Iwundu misses 3-pt jump shot from 24 ft,,68,69
320,3,1:17.0,Offensive rebound by A. Gordon,,68,69
321,3,1:14.0,E. Payton misses 3-pt jump shot from 26 ft,,68,69
322,3,1:11.0,,Defensive rebound by N. Stauskas,68,69
323,3,1:04.0,,Turnover by N. Stauskas (bad pass; steal by E. Payton),68,69
324,3,1:02.0,Personal foul by N. Stauskas (drawn by E. Payton),,68,69
325,3,1:02.0,,Q. Acy enters the game for R. Hollis-Jefferson,68,69
326,3,1:02.0,M. Speights enters the game for B. Biyombo,,68,69
327,3,1:02.0,E. Payton makes clear path free throw 1 of 2,,69,69
328,3,1:02.0,E. Payton makes clear path free throw 2 of 2,,70,69
329,3,1:02.0,D. Augustin enters the game for E. Payton,,70,69
330,3,0:41.0,A. Gordon misses 2-pt layup from 4 ft (block by Q. Acy),,70,69
331,3,0:41.0,,Defensive rebound by N. Stauskas,70,69
332,3,0:24.0,,C. LeVert makes 2-pt layup from 1 ft,70,71
333,3,0:02.0,A. Gordon misses 2-pt jump shot from 4 ft,,70,71
334,3,0:02.0,,Defensive rebound by J. Harris,70,71
335,4,11:49.0,,J. Harris misses 3-pt jump shot from 26 ft,70,71
336,4,11:44.0,Defensive rebound by W. Iwundu,,70,71
337,4,11:35.0,M. Hezonja misses 3-pt jump shot from 26 ft,,70,71
338,4,11:33.0,,Defensive rebound by J. Allen,70,71
339,4,11:17.0,,Shooting foul by M. Speights (drawn by J. Allen),70,71
340,4,11:17.0,,J. Allen misses free throw 1 of 2,70,71
341,4,11:17.0,,Offensive rebound by Team,70,71
342,4,11:17.0,,J. Allen makes free throw 2 of 2,70,72
343,4,11:01.0,E. Fournier makes 2-pt layup from 2 ft,,72,72
344,4,10:39.0,,J. Harris makes 2-pt jump shot from 7 ft,72,74
345,4,10:23.0,W. Iwundu makes 2-pt jump shot from 6 ft,,74,74
346,4,10:14.0,,Turnover by C. LeVert (bad pass),74,74
347,4,9:54.0,M. Hezonja misses 3-pt jump shot from 24 ft,,74,74
348,4,9:52.0,Offensive rebound by W. Iwundu,,74,74
349,4,9:51.0,W. Iwundu misses 2-pt layup at rim,,74,74
350,4,9:50.0,Offensive rebound by W. Iwundu,,74,74
351,4,9:49.0,W. Iwundu misses 2-pt layup from 2 ft,,74,74
352,4,9:49.0,,Defensive rebound by A. Crabbe,74,74
353,4,9:43.0,,Personal foul by W. Iwundu (drawn by C. LeVert),74,74
354,4,9:37.0,,C. LeVert misses 2-pt layup from 4 ft,74,74
355,4,9:33.0,,Offensive rebound by J. Allen,74,74
356,4,9:33.0,,J. Allen makes 2-pt layup at rim,74,76
357,4,9:23.0,Shooting foul by Q. Acy (drawn by E. Fournier),,74,76
358,4,9:23.0,E. Fournier makes free throw 1 of 2,,75,76
359,4,9:23.0,,R. Hollis-Jefferson enters the game for J. Allen,75,76
360,4,9:23.0,A. Gordon enters the game for M. Hezonja,,75,76
361,4,9:23.0,E. Fournier makes free throw 2 of 2,,76,76
362,4,9:09.0,Offensive charge foul by Q. Acy (drawn by W. Iwundu),,76,76
363,4,9:09.0,,Turnover by Q. Acy (offensive foul),76,76
364,4,8:47.0,E. Fournier misses 3-pt jump shot from 25 ft,,76,76
365,4,8:43.0,Offensive rebound by W. Iwundu,,76,76
366,4,8:33.0,Shooting foul by C. LeVert (drawn by E. Fournier),,76,76
367,4,8:33.0,E. Fournier makes free throw 1 of 2,,77,76
368,4,8:33.0,E. Fournier makes free throw 2 of 2,,78,76
369,4,8:15.0,,Q. Acy misses 3-pt jump shot from 26 ft,78,76
370,4,8:10.0,Defensive rebound by A. Gordon,,78,76
371,4,8:06.0,D. Augustin misses 3-pt jump shot from 25 ft,,78,76
372,4,8:06.0,,Defensive rebound by A. Crabbe,78,76
373,4,7:55.0,,Turnover by C. LeVert (out of bounds lost ball),78,76
374,4,7:55.0,,S. Dinwiddie enters the game for C. LeVert,78,76
375,4,7:55.0,,D. Carroll enters the game for A. Crabbe,78,76
376,4,7:49.0,A. Gordon misses 3-pt jump shot from 25 ft,,78,76
377,4,7:45.0,,Defensive rebound by D. Carroll,78,76
