,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,OKLAHOMA CITY_ACTION,GOLDEN STATE_SCORE,OKLAHOMA CITY_SCORE
31,1,7:08.0,Q. Cook misses 3-pt jump shot from 25 ft,,7,11
32,1,7:06.0,,Defensive rebound by P. George,7,11
33,1,6:59.0,,C. Anthony misses 3-pt jump shot from 24 ft,7,11
34,1,6:54.0,Defensive rebound by Q. Cook,,7,11
35,1,6:40.0,Turnover by D. Green (bad pass; steal by C. Brewer),,7,11
36,1,6:37.0,,Shooting foul by K. Thompson (drawn by C. Brewer),7,11
37,1,6:37.0,,Oklahoma City full timeout,7,11
38,1,6:37.0,N. Young enters the game for K. Thompson,,7,11
39,1,6:37.0,,C. Brewer makes free throw 1 of 2,7,12
40,1,6:37.0,,C. Brewer misses free throw 2 of 2,7,12
41,1,6:35.0,Defensive rebound by K. Durant,,7,12
42,1,6:25.0,D. Green misses 2-pt jump shot from 11 ft,,7,12
43,1,6:23.0,,Defensive rebound by R. Westbrook,7,12
44,1,6:23.0,,Personal foul by N. Young (drawn by C. Brewer),7,12
45,1,6:11.0,,C. Anthony makes 2-pt layup from 1 ft,7,14
46,1,5:59.0,K. Durant misses 3-pt jump shot from 26 ft,,7,14
47,1,5:57.0,,Defensive rebound by C. Brewer,7,14
48,1,5:44.0,,C. Brewer misses 3-pt jump shot from 23 ft,7,14
49,1,5:40.0,Defensive rebound by K. Durant,,7,14
50,1,5:35.0,K. Durant makes 2-pt jump shot from 12 ft,,9,14
51,1,5:20.0,,C. Brewer misses 3-pt jump shot from 24 ft,9,14
52,1,5:15.0,Defensive rebound by D. Green,,9,14
53,1,5:10.0,K. Durant makes 2-pt jump shot from 13 ft,,11,14
54,1,4:49.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),11,17
55,1,4:37.0,Shooting foul by S. Adams (drawn by K. Durant),,11,17
56,1,4:37.0,K. Durant makes free throw 1 of 2,,12,17
57,1,4:37.0,,Á. Abrines enters the game for C. Brewer,12,17
58,1,4:37.0,,J. Huestis enters the game for P. George,12,17
59,1,4:37.0,J. McGee enters the game for D. Green,,12,17
60,1,4:37.0,J. Bell enters the game for Z. Pachulia,,12,17
61,1,4:37.0,K. Durant makes free throw 2 of 2,,13,17
62,1,4:24.0,,Shooting foul by J. McGee (drawn by R. Westbrook),13,17
63,1,4:24.0,,R. Westbrook makes free throw 1 of 2,13,18
64,1,4:24.0,Golden State full timeout,,13,18
65,1,4:24.0,,R. Westbrook makes free throw 2 of 2,13,19
66,1,4:08.0,K. Durant misses 2-pt jump shot from 17 ft,,13,19
67,1,4:06.0,,Defensive rebound by C. Anthony,13,19
68,1,3:50.0,,Turnover by S. Adams (turnover),13,19
69,1,3:32.0,K. Durant misses 2-pt jump shot from 11 ft,,13,19
70,1,3:31.0,Offensive rebound by J. McGee,,13,19
71,1,3:31.0,J. McGee makes 2-pt dunk at rim,,15,19
72,1,3:13.0,,S. Adams makes 2-pt hook shot from 3 ft,15,21
73,1,3:00.0,J. McGee makes 2-pt dunk at rim (assist by J. Bell),,17,21
74,1,2:44.0,,S. Adams makes 2-pt dunk at rim,17,23
75,1,2:24.0,N. Young misses 3-pt jump shot from 24 ft,,17,23
76,1,2:20.0,,Defensive rebound by S. Adams,17,23
77,1,2:11.0,,Á. Abrines makes 2-pt dunk at rim,17,25
78,1,2:03.0,Shooting foul by Á. Abrines (drawn by K. Durant),,17,25
79,1,2:03.0,K. Durant makes free throw 1 of 2,,18,25
80,1,2:03.0,,R. Felton enters the game for R. Westbrook,18,25
81,1,2:03.0,,P. George enters the game for J. Huestis,18,25
82,1,2:03.0,K. Durant makes free throw 2 of 2,,19,25
83,1,1:39.0,,C. Anthony misses 2-pt jump shot from 13 ft,19,25
84,1,1:37.0,Defensive rebound by Team,,19,25
85,1,1:37.0,,Loose ball foul by S. Adams (drawn by J. McGee),19,25
86,1,1:37.0,,J. Grant enters the game for C. Anthony,19,25
87,1,1:37.0,,P. Patterson enters the game for S. Adams,19,25
88,1,1:37.0,D. Green enters the game for Q. Cook,,19,25
89,1,1:27.0,K. Durant misses 2-pt jump shot from 14 ft,,19,25
90,1,1:25.0,,Defensive rebound by R. Felton,19,25
91,1,1:06.0,,R. Felton misses 3-pt jump shot from 24 ft,19,25
92,1,0:59.0,Defensive rebound by N. Young,,19,25
93,1,0:43.0,Shooting foul by P. George (drawn by K. Durant),,19,25
94,1,0:43.0,K. Durant makes free throw 1 of 2,,20,25
95,1,0:43.0,Q. Cook enters the game for J. McGee,,20,25
96,1,0:43.0,K. Durant makes free throw 2 of 2,,21,25
97,1,0:31.0,,Personal foul by N. Young (drawn by P. George),21,25
98,1,0:31.0,,P. George makes free throw 1 of 2,21,26
99,1,0:31.0,,P. George makes free throw 2 of 2,21,27
100,1,0:17.0,K. Durant makes 3-pt jump shot from 26 ft,,24,27
101,1,0:01.0,,R. Felton misses 2-pt jump shot from 9 ft,24,27
102,1,0:01.0,Defensive rebound by D. Green,,24,27
103,2,11:42.0,D. West makes 2-pt hook shot from 4 ft,,26,27
104,2,11:26.0,,P. Patterson misses 3-pt jump shot from 24 ft,26,27
105,2,11:24.0,Defensive rebound by D. West,,26,27
106,2,11:17.0,J. Bell misses 2-pt hook shot from 4 ft,,26,27
107,2,11:15.0,,Defensive rebound by P. Patterson,26,27
108,2,10:58.0,,Shooting foul by D. West (drawn by J. Grant),26,27
109,2,10:58.0,,J. Grant misses free throw 1 of 2,26,27
110,2,10:58.0,,Offensive rebound by Team,26,27
111,2,10:58.0,,J. Grant makes free throw 2 of 2,26,28
112,2,10:48.0,J. Bell makes 2-pt dunk at rim (assist by D. Green),,28,28
113,2,10:36.0,,P. George misses 3-pt jump shot from 24 ft,28,28
114,2,10:33.0,Defensive rebound by K. Thompson,,28,28
115,2,10:24.0,Turnover by D. Green (bad pass),,28,28
116,2,10:24.0,,R. Westbrook enters the game for Á. Abrines,28,28
117,2,10:11.0,,R. Westbrook misses 2-pt layup at rim,28,28
118,2,10:08.0,Defensive rebound by N. Young,,28,28
119,2,10:04.0,D. West makes 2-pt layup at rim (assist by D. Green),,30,28
120,2,10:02.0,,Oklahoma City full timeout,30,28
121,2,9:52.0,,Turnover by R. Westbrook (bad pass; steal by K. Thompson),30,28
122,2,9:35.0,K. Thompson makes 2-pt jump shot from 11 ft (assist by D. Green),,32,28
123,2,9:18.0,,R. Felton misses 2-pt jump shot from 20 ft,32,28
124,2,9:16.0,Defensive rebound by D. Green,,32,28
125,2,9:08.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by D. Green),,34,28
126,2,8:54.0,,P. George misses 2-pt jump shot from 5 ft (block by J. Bell),34,28
127,2,8:51.0,,Offensive rebound by P. George,34,28
128,2,8:45.0,,P. Patterson misses 3-pt jump shot from 23 ft,34,28
129,2,8:43.0,,Offensive rebound by P. George,34,28
130,2,8:34.0,,P. George misses 2-pt layup at rim,34,28
131,2,8:33.0,,Offensive rebound by P. George,34,28
132,2,8:33.0,,P. George makes 2-pt layup at rim,34,30
133,2,8:33.0,,Shooting foul by D. West (drawn by P. George),34,30
134,2,8:33.0,,C. Brewer enters the game for R. Felton,34,30
135,2,8:33.0,,P. George makes free throw 1 of 1,34,31
136,2,8:15.0,N. Young makes 3-pt jump shot from 22 ft (assist by D. West),,37,31
137,2,7:53.0,,P. George misses 2-pt jump shot from 5 ft,37,31
138,2,7:51.0,,Offensive rebound by Team,37,31
139,2,7:51.0,,S. Adams enters the game for P. Patterson,37,31
140,2,7:51.0,Q. Cook enters the game for D. Green,,37,31
141,2,7:47.0,,R. Westbrook misses 2-pt jump shot from 16 ft,37,31
142,2,7:44.0,Defensive rebound by D. West,,37,31
143,2,7:36.0,K. Thompson misses 2-pt jump shot from 16 ft,,37,31
144,2,7:33.0,,Defensive rebound by R. Westbrook,37,31
145,2,7:30.0,,Shooting foul by Q. Cook (drawn by R. Westbrook),37,31
146,2,7:30.0,,R. Westbrook makes free throw 1 of 2,37,32
147,2,7:30.0,,C. Anthony enters the game for J. Grant,37,32
148,2,7:30.0,,J. Huestis enters the game for P. George,37,32
149,2,7:30.0,D. Jones enters the game for J. Bell,,37,32
150,2,7:30.0,,R. Westbrook makes free throw 2 of 2,37,33
151,2,7:15.0,N. Young misses 2-pt jump shot from 13 ft,,37,33
152,2,7:10.0,,Defensive rebound by C. Anthony,37,33
153,2,7:06.0,,R. Westbrook makes 2-pt layup from 1 ft,37,35
154,2,6:50.0,Personal foul by J. Huestis (drawn by N. Young),,37,35
155,2,6:42.0,K. Thompson makes 2-pt jump shot from 23 ft (assist by D. West),,39,35
156,2,6:26.0,,C. Anthony misses 3-pt jump shot from 24 ft,39,35
157,2,6:20.0,Defensive rebound by K. Thompson,,39,35
158,2,6:18.0,N. Young makes 3-pt jump shot from 22 ft (assist by D. West),,42,35
159,2,6:09.0,,R. Westbrook misses 3-pt jump shot from 25 ft,42,35
160,2,6:06.0,,Offensive rebound by R. Westbrook,42,35
161,2,6:00.0,,J. Huestis misses 2-pt layup at rim (block by D. Jones),42,35
162,2,5:56.0,,Offensive rebound by C. Brewer,42,35
163,2,5:55.0,,C. Brewer misses 3-pt jump shot from 23 ft,42,35
164,2,5:51.0,Defensive rebound by D. Jones,,42,35
165,2,5:51.0,Turnover by K. Thompson (bad pass),,42,35
166,2,5:31.0,,S. Adams makes 2-pt jump shot from 5 ft (assist by R. Westbrook),42,37
167,2,5:20.0,Golden State full timeout,,42,37
168,2,5:20.0,K. Durant enters the game for N. Young,,42,37
169,2,5:07.0,Shooting foul by C. Brewer (drawn by D. Jones),,42,37
170,2,5:07.0,D. Jones misses free throw 1 of 2,,42,37
171,2,5:07.0,Offensive rebound by Team,,42,37
172,2,5:07.0,,Á. Abrines enters the game for C. Brewer,42,37
173,2,5:07.0,,P. George enters the game for J. Huestis,42,37
174,2,5:07.0,D. Green enters the game for D. West,,42,37
175,2,5:07.0,D. Jones misses free throw 2 of 2,,42,37
176,2,5:05.0,,Defensive rebound by R. Westbrook,42,37
177,2,4:47.0,,Turnover by R. Westbrook (bad pass; steal by D. Green),42,37
178,2,4:44.0,Shooting foul by C. Anthony (drawn by D. Green),,42,37
179,2,4:44.0,D. Green makes free throw 1 of 2,,43,37
180,2,4:44.0,D. Green makes free throw 2 of 2,,44,37
181,2,4:27.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by C. Anthony),44,40
182,2,4:14.0,Offensive foul by D. Jones (drawn by P. George),,44,40
183,2,4:14.0,Turnover by D. Jones (offensive foul),,44,40
184,2,4:05.0,Violation by K. Thompson (kicked ball),,44,40
185,2,3:57.0,,S. Adams misses 2-pt layup from 2 ft,44,40
186,2,3:56.0,,Offensive rebound by S. Adams,44,40
187,2,3:56.0,,Shooting foul by D. Jones (drawn by S. Adams),44,40
188,2,3:56.0,,S. Adams misses free throw 1 of 2,44,40
189,2,3:56.0,,Offensive rebound by Team,44,40
190,2,3:56.0,,S. Adams misses free throw 2 of 2,44,40
191,2,3:54.0,Defensive rebound by K. Durant,,44,40
192,2,3:48.0,K. Durant makes 2-pt jump shot from 16 ft,,46,40
193,2,3:33.0,,R. Westbrook misses 2-pt jump shot from 6 ft,46,40
194,2,3:32.0,,Offensive rebound by R. Westbrook,46,40
195,2,3:31.0,,R. Westbrook misses 2-pt layup from 1 ft,46,40
196,2,3:29.0,Defensive rebound by K. Thompson,,46,40
197,2,3:26.0,Personal foul by R. Westbrook (drawn by K. Durant),,46,40
198,2,3:17.0,K. Thompson makes 2-pt jump shot from 11 ft (assist by Q. Cook),,48,40
199,2,3:02.0,,Oklahoma City full timeout,48,40
200,2,2:53.0,,R. Westbrook makes 2-pt jump shot from 11 ft,48,42
201,2,2:40.0,D. Jones makes 2-pt dunk at rim (assist by D. Green),,50,42
202,2,2:28.0,,C. Anthony misses 3-pt jump shot from 24 ft,50,42
203,2,2:27.0,,Offensive rebound by S. Adams,50,42
204,2,2:27.0,,S. Adams misses 2-pt layup at rim,50,42
205,2,2:26.0,Defensive rebound by K. Durant,,50,42
206,2,2:17.0,K. Durant misses 3-pt jump shot from 25 ft,,50,42
207,2,2:13.0,,Defensive rebound by P. George,50,42
208,2,2:07.0,,P. George misses 3-pt jump shot from 22 ft,50,42
209,2,2:05.0,Defensive rebound by K. Durant,,50,42
210,2,1:53.0,K. Thompson misses 2-pt layup from 1 ft,,50,42
211,2,1:52.0,,Defensive rebound by P. George,50,42
212,2,1:44.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by P. George),50,45
213,2,1:25.0,K. Durant makes 2-pt jump shot from 8 ft,,52,45
214,2,1:16.0,,Shooting foul by Q. Cook (drawn by R. Westbrook),52,45
215,2,1:16.0,,R. Westbrook makes free throw 1 of 2,52,46
216,2,1:16.0,,R. Westbrook makes free throw 2 of 2,52,47
217,2,1:03.0,K. Durant makes 2-pt jump shot from 2 ft,,54,47
218,2,0:54.0,,Á. Abrines misses 3-pt jump shot from 26 ft,54,47
219,2,0:51.0,Defensive rebound by K. Durant,,54,47
220,2,0:40.0,Shooting foul by C. Anthony (drawn by K. Durant),,54,47
221,2,0:40.0,K. Durant makes free throw 1 of 3,,55,47
222,2,0:40.0,K. Durant makes free throw 2 of 3,,56,47
223,2,0:40.0,K. Durant makes free throw 3 of 3,,57,47
224,2,0:40.0,N. Young enters the game for K. Thompson,,57,47
225,2,0:32.0,,Offensive foul by S. Adams (drawn by D. Jones),57,47
226,2,0:32.0,,Turnover by S. Adams (offensive foul),57,47
227,2,0:32.0,,J. Huestis enters the game for S. Adams,57,47
228,2,0:32.0,,J. Grant enters the game for P. George,57,47
229,2,0:32.0,K. Thompson enters the game for D. Jones,,57,47
230,2,0:21.0,Q. Cook misses 3-pt jump shot from 22 ft,,57,47
231,2,0:18.0,,Defensive rebound by J. Grant,57,47
232,2,0:02.0,,Turnover by R. Westbrook (bad pass; steal by K. Thompson),57,47
233,2,0:00.0,K. Thompson misses 3-pt jump shot from 27 ft,,57,47
234,2,0:00.0,Offensive rebound by Team,,57,47
235,3,11:44.0,D. Green misses 3-pt jump shot from 23 ft,,57,47
236,3,11:39.0,,Defensive rebound by S. Adams,57,47
237,3,11:22.0,,R. Westbrook misses 2-pt jump shot from 14 ft,57,47
238,3,11:19.0,,Offensive rebound by R. Westbrook,57,47
239,3,11:17.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by C. Anthony),57,50
240,3,11:10.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),,60,50
241,3,10:44.0,,S. Adams misses 2-pt layup from 2 ft,60,50
242,3,10:44.0,,Offensive rebound by Team,60,50
243,3,10:44.0,,Turnover by S. Adams (traveling),60,50
244,3,10:28.0,K. Durant misses 3-pt jump shot from 25 ft,,60,50
245,3,10:26.0,,Defensive rebound by R. Westbrook,60,50
246,3,10:26.0,,Personal foul by D. Green (drawn by R. Westbrook),60,50
247,3,10:09.0,,C. Brewer makes 2-pt layup at rim,60,52
248,3,9:55.0,Q. Cook makes 3-pt jump shot from 25 ft (assist by K. Thompson),,63,52
249,3,9:43.0,,P. George misses 2-pt jump shot from 11 ft,63,52
250,3,9:38.0,,Offensive rebound by S. Adams,63,52
251,3,9:37.0,,P. George misses 2-pt jump shot from 14 ft,63,52
252,3,9:34.0,,Offensive rebound by S. Adams,63,52
253,3,9:34.0,,Turnover by S. Adams (traveling),63,52
254,3,9:34.0,,Technical foul by S. Adams,63,52
255,3,9:34.0,K. Durant makes technical free throw,,64,52
256,3,9:23.0,K. Durant misses 2-pt jump shot from 12 ft,,64,52
257,3,9:21.0,,Defensive rebound by C. Anthony,64,52
258,3,9:13.0,,C. Anthony makes 2-pt jump shot from 23 ft,64,54
259,3,8:52.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),,66,54
260,3,8:39.0,,C. Anthony misses 3-pt jump shot from 26 ft,66,54
261,3,8:37.0,Defensive rebound by K. Durant,,66,54
262,3,8:32.0,K. Thompson misses 3-pt jump shot from 25 ft,,66,54
263,3,8:30.0,,Defensive rebound by S. Adams,66,54
264,3,8:24.0,,R. Westbrook misses 2-pt jump shot from 14 ft,66,54
265,3,8:21.0,,Offensive rebound by C. Anthony,66,54
266,3,8:21.0,,Shooting foul by D. Green (drawn by C. Anthony),66,54
267,3,8:21.0,,C. Anthony makes free throw 1 of 2,66,55
268,3,8:21.0,,C. Anthony makes free throw 2 of 2,66,56
269,3,8:08.0,Shooting foul by C. Anthony (drawn by D. Green),,66,56
270,3,8:08.0,D. Green misses free throw 1 of 2,,66,56
271,3,8:08.0,Offensive rebound by Team,,66,56
272,3,8:08.0,,Oklahoma City full timeout,66,56
273,3,8:08.0,D. Green makes free throw 2 of 2,,67,56
274,3,7:54.0,,Shooting foul by Z. Pachulia (drawn by C. Anthony),67,56
275,3,7:54.0,,C. Anthony makes free throw 1 of 2,67,57
276,3,7:54.0,,C. Anthony makes free throw 2 of 2,67,58
277,3,7:41.0,K. Thompson misses 2-pt jump shot from 13 ft,,67,58
278,3,7:39.0,,Defensive rebound by C. Brewer,67,58
279,3,7:31.0,,R. Westbrook makes 2-pt layup from 1 ft,67,60
280,3,7:19.0,K. Durant misses 3-pt jump shot from 24 ft,,67,60
281,3,7:17.0,,Defensive rebound by R. Westbrook,67,60
282,3,7:11.0,,R. Westbrook makes 2-pt layup at rim,67,62
283,3,7:10.0,Golden State full timeout,,67,62
284,3,7:10.0,J. McGee enters the game for Z. Pachulia,,67,62
285,3,7:00.0,Turnover by K. Thompson (bad pass; steal by C. Brewer),,67,62
286,3,6:44.0,,Personal block foul by J. McGee (drawn by P. George),67,62
287,3,6:37.0,,Turnover by S. Adams (lost ball; steal by D. Green),67,62
288,3,6:32.0,K. Thompson misses 3-pt jump shot from 23 ft,,67,62
289,3,6:27.0,,Defensive rebound by C. Brewer,67,62
290,3,6:24.0,,C. Brewer makes 2-pt layup from 1 ft,67,64
291,3,6:11.0,K. Durant misses 3-pt jump shot from 25 ft,,67,64
292,3,6:08.0,Offensive rebound by Q. Cook,,67,64
293,3,6:06.0,K. Thompson makes 2-pt jump shot from 22 ft (assist by Q. Cook),,69,64
294,3,5:48.0,,R. Westbrook makes 2-pt layup at rim,69,66
295,3,5:48.0,Violation by J. McGee (def goaltending),,69,66
296,3,5:35.0,Turnover by K. Thompson (bad pass; steal by C. Brewer),,69,66
297,3,5:31.0,,C. Brewer misses 2-pt layup from 2 ft (block by K. Durant),69,66
298,3,5:29.0,,Offensive rebound by C. Anthony,69,66
299,3,5:27.0,,C. Anthony misses 3-pt jump shot from 25 ft,69,66
300,3,5:27.0,Defensive rebound by K. Durant,,69,66
301,3,5:21.0,J. McGee makes 2-pt dunk at rim (assist by D. Green),,71,66
302,3,5:07.0,,R. Westbrook makes 2-pt jump shot from 10 ft,71,68
303,3,4:52.0,K. Durant misses 3-pt jump shot from 24 ft,,71,68
304,3,4:49.0,,Defensive rebound by P. George,71,68
305,3,4:44.0,,P. George misses 2-pt layup from 3 ft,71,68
306,3,4:43.0,,Offensive rebound by C. Anthony,71,68
307,3,4:42.0,,C. Anthony makes 2-pt layup from 1 ft,71,70
308,3,4:31.0,Q. Cook makes 3-pt jump shot from 25 ft (assist by K. Durant),,74,70
309,3,4:15.0,,C. Anthony makes 2-pt jump shot from 20 ft (assist by R. Westbrook),74,72
310,3,4:02.0,K. Durant misses 2-pt jump shot from 15 ft,,74,72
311,3,3:59.0,,Defensive rebound by R. Westbrook,74,72
312,3,3:58.0,,Turnover by R. Westbrook (bad pass; steal by K. Durant),74,72
313,3,3:55.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by K. Durant),,76,72
314,3,3:42.0,,Shooting foul by K. Thompson (drawn by R. Westbrook),76,72
315,3,3:42.0,,R. Westbrook makes free throw 1 of 2,76,73
316,3,3:42.0,,Á. Abrines enters the game for C. Brewer,76,73
317,3,3:42.0,,J. Huestis enters the game for P. George,76,73
318,3,3:42.0,N. Young enters the game for K. Thompson,,76,73
319,3,3:42.0,J. Bell enters the game for D. Green,,76,73
320,3,3:42.0,,R. Westbrook makes free throw 2 of 2,76,74
321,3,3:33.0,K. Durant misses 2-pt jump shot from 6 ft,,76,74
322,3,3:32.0,,Defensive rebound by R. Westbrook,76,74
323,3,3:29.0,,R. Westbrook makes 2-pt jump shot from 15 ft,76,76
324,3,3:06.0,K. Durant makes 2-pt jump shot from 11 ft (assist by Q. Cook),,78,76
325,3,2:55.0,,R. Westbrook makes 2-pt jump shot from 13 ft,78,78
326,3,2:36.0,Q. Cook makes 2-pt jump shot from 9 ft (assist by J. Bell),,80,78
327,3,2:12.0,,C. Anthony misses 2-pt jump shot from 15 ft,80,78
328,3,2:10.0,Defensive rebound by K. Durant,,80,78
329,3,2:05.0,K. Durant misses 3-pt jump shot from 26 ft,,80,78
330,3,2:02.0,,Defensive rebound by S. Adams,80,78
331,3,1:57.0,,R. Westbrook makes 3-pt jump shot from 25 ft,80,81
332,3,1:45.0,Golden State full timeout,,80,81
333,3,1:45.0,D. Green enters the game for Q. Cook,,80,81
334,3,1:40.0,N. Young misses 2-pt jump shot from 17 ft,,80,81
335,3,1:38.0,Offensive rebound by J. McGee,,80,81
336,3,1:38.0,J. McGee makes 2-pt dunk at rim,,82,81
337,3,1:25.0,,R. Westbrook misses 3-pt jump shot from 25 ft,82,81
338,3,1:23.0,,Offensive rebound by S. Adams,82,81
339,3,1:14.0,,C. Anthony misses 2-pt jump shot from 16 ft,82,81
340,3,1:10.0,,Offensive rebound by C. Anthony,82,81
341,3,1:08.0,,Á. Abrines misses 3-pt jump shot from 28 ft,82,81
342,3,1:08.0,,Offensive rebound by Team,82,81
343,3,1:08.0,Loose ball foul by J. McGee (drawn by S. Adams),,82,81
344,3,1:08.0,,S. Adams misses free throw 1 of 2,82,81
345,3,1:08.0,,Offensive rebound by Team,82,81
346,3,1:08.0,D. Jones enters the game for J. McGee,,82,81
347,3,1:08.0,,R. Felton enters the game for R. Westbrook,82,81
348,3,1:08.0,,S. Adams misses free throw 2 of 2,82,81
349,3,1:05.0,Defensive rebound by D. Jones,,82,81
350,3,0:54.0,Shooting foul by S. Adams (drawn by K. Durant),,82,81
351,3,0:54.0,K. Durant makes free throw 1 of 2,,83,81
352,3,0:54.0,,J. Grant enters the game for S. Adams,83,81
353,3,0:54.0,,P. George enters the game for J. Huestis,83,81
354,3,0:54.0,K. Durant makes free throw 2 of 2,,84,81
355,3,0:39.0,,P. George misses 3-pt jump shot from 25 ft,84,81
356,3,0:36.0,Defensive rebound by D. Green,,84,81
357,3,0:34.0,Turnover by D. Green (bad pass),,84,81
358,3,0:26.0,,J. Grant misses 2-pt layup from 2 ft (block by J. Bell),84,81
359,3,0:23.0,Defensive rebound by J. Bell,,84,81
360,3,0:03.0,D. Green misses 3-pt jump shot from 24 ft,,84,81
361,3,0:00.0,,Defensive rebound by P. George,84,81
362,3,0:00.0,,P. George misses 3-pt jump shot from 42 ft,84,81
363,3,0:00.0,,Offensive rebound by Team,84,81
364,4,11:49.0,,Turnover by P. George (bad pass),84,81
365,4,11:33.0,Personal foul by Á. Abrines (drawn by K. Thompson),,84,81
366,4,11:26.0,K. Thompson misses 3-pt jump shot from 26 ft,,84,81
367,4,11:24.0,,Defensive rebound by R. Felton,84,81
368,4,11:24.0,,Personal foul by N. Young (drawn by R. Felton),84,81
369,4,11:13.0,,R. Felton misses 2-pt jump shot from 19 ft,84,81
370,4,11:09.0,Defensive rebound by J. Bell,,84,81
371,4,11:02.0,Personal foul by R. Felton (drawn by K. Thompson),,84,81
372,4,10:52.0,N. Young misses 3-pt jump shot from 26 ft,,84,81
373,4,10:50.0,,Defensive rebound by P. Patterson,84,81
374,4,10:39.0,Violation by N. Young (kicked ball),,84,81
375,4,10:29.0,,P. Patterson misses 3-pt jump shot from 24 ft,84,81
376,4,10:26.0,Defensive rebound by Team,,84,81
377,4,10:06.0,D. Green misses 3-pt jump shot from 24 ft,,84,81
378,4,10:03.0,,Defensive rebound by J. Grant,84,81
379,4,9:59.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by P. George),84,84
380,4,9:37.0,D. West makes 2-pt layup at rim,,86,84
381,4,9:23.0,,Turnover by P. George (out of bounds lost ball),86,84
382,4,9:23.0,,R. Westbrook enters the game for Á. Abrines,86,84
383,4,9:07.0,J. Bell misses 2-pt dunk at rim (block by J. Grant),,86,84
384,4,9:05.0,Offensive rebound by J. Bell,,86,84
385,4,9:04.0,J. Bell misses 2-pt layup at rim (block by R. Felton),,86,84
386,4,9:04.0,Offensive rebound by J. Bell,,86,84
387,4,8:59.0,J. Bell makes 2-pt layup at rim,,88,84
388,4,8:48.0,,J. Huestis enters the game for P. George,88,84
389,4,8:42.0,,Shooting foul by N. Young (drawn by J. Huestis),88,84
390,4,8:42.0,,J. Huestis misses free throw 1 of 2,88,84
391,4,8:42.0,,Offensive rebound by Team,88,84
392,4,8:42.0,,J. Huestis makes free throw 2 of 2,88,85
393,4,8:30.0,Turnover by D. Green (bad pass; steal by R. Westbrook),,88,85
394,4,8:12.0,,Shooting foul by D. West (drawn by J. Grant),88,85
395,4,8:12.0,,J. Grant makes free throw 1 of 2,88,86
396,4,8:12.0,Q. Cook enters the game for D. Green,,88,86
397,4,8:12.0,,J. Grant makes free throw 2 of 2,88,87
