,QUARTER,TIME_REMAINING,INDIANA_ACTION,GOLDEN STATE_ACTION,INDIANA_SCORE,GOLDEN STATE_SCORE
387,4,2:24.0,Turnover by V. Oladipo (step out of bounds),,87,79
388,4,1:58.0,,K. Looney misses 2-pt hook shot from 10 ft,87,79
389,4,1:55.0,Defensive rebound by V. Oladipo,,87,79
390,4,1:36.0,C. Joseph misses 3-pt jump shot from 26 ft,,87,79
391,4,1:32.0,,Defensive rebound by K. Looney,87,79
392,4,1:26.0,,Q. Cook misses 3-pt jump shot from 26 ft,87,79
393,4,1:24.0,Defensive rebound by Team,,87,79
394,4,1:24.0,,Loose ball foul by J. McGee (drawn by D. Sabonis),87,79
395,4,1:24.0,,N. Young enters the game for P. McCaw,87,79
396,4,1:24.0,D. Collison enters the game for C. Joseph,,87,79
397,4,1:05.0,V. Oladipo makes 2-pt layup from 3 ft,,89,79
398,4,1:05.0,Shooting foul by J. McGee (drawn by V. Oladipo),,89,79
399,4,1:05.0,,D. Jones enters the game for J. McGee,89,79
400,4,1:05.0,Indiana full timeout,,89,79
401,4,1:05.0,,P. McCaw enters the game for A. Iguodala,89,79
402,4,1:05.0,C. Joseph enters the game for D. Collison,,89,79
403,4,1:05.0,V. Oladipo makes free throw 1 of 1,,90,79
404,4,0:54.0,,P. McCaw misses 2-pt jump shot from 9 ft,90,79
405,4,0:49.0,Defensive rebound by D. Sabonis,,90,79
406,4,0:35.0,C. Joseph makes 2-pt layup from 1 ft (assist by V. Oladipo),,92,79
407,4,0:25.0,,Q. Cook makes 2-pt layup from 1 ft,92,81
408,4,0:01.0,Turnover by Team (shot clock),,92,81
