,QUARTER,TIME_REMAINING,INDIANA_ACTION,SAN ANTONIO_ACTION,INDIANA_SCORE,SAN ANTONIO_SCORE
224,3,8:48.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by P. Gasol),51,47
225,3,8:36.0,T. Young misses 3-pt jump shot from 25 ft,,51,47
226,3,8:34.0,,Defensive rebound by L. Aldridge,51,47
227,3,8:12.0,,L. Aldridge misses 3-pt jump shot from 26 ft,51,47
228,3,8:09.0,,Offensive rebound by P. Gasol,51,47
229,3,8:05.0,,K. Anderson makes 3-pt jump shot from 22 ft (assist by D. Green),51,50
230,3,7:48.0,Shooting foul by K. Anderson (drawn by B. Bogdanović),,51,50
231,3,7:48.0,B. Bogdanović makes free throw 1 of 2,,52,50
232,3,7:48.0,B. Bogdanović makes free throw 2 of 2,,53,50
233,3,7:25.0,,D. Murray makes 2-pt jump shot from 16 ft (assist by D. Green),53,52
234,3,7:04.0,D. Collison makes 3-pt jump shot from 25 ft (assist by T. Young),,56,52
235,3,7:02.0,,San Antonio full timeout,56,52
236,3,6:37.0,,D. Murray makes 2-pt jump shot from 1 ft,56,54
237,3,6:17.0,T. Young makes 2-pt jump shot from 18 ft,,58,54
238,3,6:00.0,,Turnover by D. Green (bad pass; steal by B. Bogdanović),58,54
239,3,5:47.0,Personal foul by D. Murray (drawn by D. Sabonis),,58,54
240,3,5:47.0,,D. Bertāns enters the game for P. Gasol,58,54
241,3,5:47.0,,P. Mills enters the game for D. Murray,58,54
242,3,5:47.0,,T. Parker enters the game for D. Green,58,54
243,3,5:39.0,B. Bogdanović makes 2-pt jump shot from 8 ft,,60,54
244,3,5:15.0,,D. Bertāns misses 2-pt jump shot from 21 ft,60,54
245,3,5:15.0,Defensive rebound by B. Bogdanović,,60,54
246,3,5:09.0,Turnover by B. Bogdanović (lost ball; steal by T. Parker),,60,54
247,3,5:02.0,,P. Mills misses 3-pt jump shot from 25 ft,60,54
248,3,5:00.0,,Offensive rebound by Team,60,54
249,3,5:00.0,Loose ball foul by D. Sabonis (drawn by L. Aldridge),,60,54
250,3,5:00.0,C. Joseph enters the game for B. Bogdanović,,60,54
251,3,4:52.0,,D. Bertāns misses 3-pt jump shot from 26 ft,60,54
252,3,4:46.0,,Offensive rebound by P. Mills,60,54
253,3,4:33.0,,San Antonio full timeout,60,54
254,3,4:26.0,,D. Bertāns misses 3-pt jump shot from 26 ft,60,54
255,3,4:24.0,Defensive rebound by D. Collison,,60,54
256,3,4:04.0,D. Sabonis misses 3-pt jump shot from 25 ft,,60,54
257,3,4:01.0,,Defensive rebound by T. Parker,60,54
258,3,3:47.0,,Personal foul by D. Sabonis (drawn by L. Aldridge),60,54
259,3,3:47.0,,B. Forbes enters the game for K. Anderson,60,54
260,3,3:47.0,A. Jefferson enters the game for D. Sabonis,,60,54
261,3,3:36.0,,D. Bertāns misses 3-pt jump shot from 26 ft,60,54
262,3,3:33.0,,Offensive rebound by L. Aldridge,60,54
263,3,3:22.0,,L. Aldridge misses 2-pt jump shot from 21 ft,60,54
264,3,3:20.0,Defensive rebound by A. Jefferson,,60,54
265,3,3:04.0,C. Joseph makes 2-pt jump shot from 9 ft (assist by T. Young),,62,54
266,3,2:39.0,,D. Bertāns misses 2-pt jump shot from 19 ft (block by T. Young),62,54
267,3,2:39.0,Defensive rebound by T. Young,,62,54
268,3,2:39.0,Personal foul by D. Bertāns (drawn by T. Young),,62,54
269,3,2:39.0,T. Young makes free throw 1 of 2,,63,54
270,3,2:39.0,,P. Gasol enters the game for L. Aldridge,63,54
271,3,2:39.0,L. Stephenson enters the game for V. Oladipo,,63,54
272,3,2:39.0,T. Young makes free throw 2 of 2,,64,54
273,3,2:22.0,,P. Mills misses 3-pt jump shot from 26 ft,64,54
274,3,2:19.0,Defensive rebound by A. Jefferson,,64,54
275,3,2:13.0,A. Jefferson makes 2-pt jump shot from 15 ft (assist by D. Collison),,66,54
276,3,1:57.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by T. Parker),66,56
277,3,1:31.0,L. Stephenson makes 3-pt jump shot from 23 ft,,69,56
278,3,1:08.0,,B. Forbes misses 3-pt jump shot from 25 ft,69,56
279,3,1:06.0,Defensive rebound by C. Joseph,,69,56
280,3,1:03.0,Indiana full timeout,,69,56
281,3,1:03.0,,D. Green enters the game for D. Bertāns,69,56
282,3,1:03.0,B. Bogdanović enters the game for T. Young,,69,56
283,3,0:54.0,D. Collison makes 2-pt jump shot from 20 ft,,71,56
284,3,0:45.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by P. Mills),71,59
285,3,0:20.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,71,59
286,3,0:17.0,,Defensive rebound by T. Parker,71,59
287,3,0:06.0,,Personal foul by C. Joseph (drawn by T. Parker),71,59
288,3,0:00.0,,T. Parker misses 3-pt jump shot from 25 ft,71,59
289,3,0:00.0,,Offensive rebound by Team,71,59
290,4,11:36.0,A. Jefferson misses 2-pt jump shot from 9 ft,,71,59
291,4,11:34.0,,Defensive rebound by T. Parker,71,59
292,4,11:28.0,,T. Parker misses 2-pt jump shot from 12 ft,71,59
293,4,11:28.0,Defensive rebound by A. Jefferson,,71,59
294,4,11:15.0,D. Collison makes 2-pt jump shot from 15 ft,,73,59
295,4,10:59.0,,P. Gasol misses 3-pt jump shot from 25 ft,73,59
296,4,10:57.0,Defensive rebound by L. Stephenson,,73,59
297,4,10:46.0,A. Jefferson misses 2-pt layup from 1 ft,,73,59
298,4,10:44.0,,Defensive rebound by P. Gasol,73,59
299,4,10:40.0,,D. Green misses 3-pt jump shot from 24 ft,73,59
300,4,10:37.0,Defensive rebound by L. Stephenson,,73,59
301,4,10:30.0,B. Bogdanović makes 2-pt dunk at rim,,75,59
302,4,10:17.0,,Shooting foul by A. Jefferson (drawn by T. Parker),75,59
303,4,10:17.0,,T. Parker misses free throw 1 of 2,75,59
304,4,10:17.0,,Offensive rebound by Team,75,59
305,4,10:17.0,,K. Anderson enters the game for D. Green,75,59
306,4,10:17.0,,T. Parker makes free throw 2 of 2,75,60
307,4,10:00.0,A. Jefferson makes 2-pt dunk at rim (assist by D. Collison),,77,60
308,4,9:45.0,,T. Parker misses 2-pt jump shot from 18 ft,77,60
309,4,9:44.0,Defensive rebound by A. Jefferson,,77,60
310,4,9:32.0,D. Collison misses 3-pt jump shot from 25 ft,,77,60
311,4,9:30.0,,Defensive rebound by K. Anderson,77,60
312,4,9:27.0,,P. Mills makes 2-pt layup from 1 ft (assist by K. Anderson),77,62
313,4,8:57.0,B. Bogdanović misses 2-pt layup from 1 ft (block by P. Gasol),,77,62
314,4,8:54.0,,Defensive rebound by B. Forbes,77,62
315,4,8:51.0,,T. Parker makes 2-pt layup at rim (assist by B. Forbes),77,64
316,4,8:51.0,Indiana full timeout,,77,64
317,4,8:51.0,,L. Aldridge enters the game for P. Mills,77,64
318,4,8:51.0,,D. Murray enters the game for T. Parker,77,64
319,4,8:51.0,T. Young enters the game for D. Collison,,77,64
320,4,8:51.0,V. Oladipo enters the game for B. Bogdanović,,77,64
321,4,8:37.0,L. Stephenson makes 2-pt jump shot from 18 ft,,79,64
322,4,8:10.0,,Shooting foul by V. Oladipo (drawn by B. Forbes),79,64
323,4,8:10.0,,B. Forbes misses free throw 1 of 3,79,64
324,4,8:10.0,,Offensive rebound by Team,79,64
325,4,8:10.0,,B. Forbes makes free throw 2 of 3,79,65
326,4,8:10.0,,B. Forbes misses free throw 3 of 3,79,65
327,4,8:05.0,Defensive rebound by L. Stephenson,,79,65
328,4,7:57.0,L. Stephenson misses 2-pt layup from 1 ft,,79,65
329,4,7:55.0,,Defensive rebound by L. Aldridge,79,65
330,4,7:48.0,,B. Forbes misses 3-pt jump shot from 22 ft,79,65
331,4,7:46.0,Defensive rebound by A. Jefferson,,79,65
332,4,7:33.0,V. Oladipo makes 2-pt jump shot from 20 ft,,81,65
333,4,7:19.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by L. Aldridge),81,68
334,4,7:01.0,V. Oladipo misses 2-pt jump shot from 13 ft (block by L. Aldridge),,81,68
335,4,6:58.0,,Defensive rebound by L. Aldridge,81,68
336,4,6:52.0,,B. Forbes misses 2-pt jump shot from 18 ft,81,68
337,4,6:52.0,Defensive rebound by A. Jefferson,,81,68
338,4,6:47.0,Turnover by A. Jefferson (lost ball; steal by D. Murray),,81,68
339,4,6:37.0,,Personal foul by T. Young (drawn by L. Aldridge),81,68
340,4,6:37.0,D. Sabonis enters the game for A. Jefferson,,81,68
341,4,6:23.0,,B. Forbes makes 2-pt jump shot from 9 ft,81,70
342,4,6:09.0,D. Sabonis misses 2-pt layup from 1 ft (block by K. Anderson),,81,70
343,4,6:05.0,,Defensive rebound by P. Gasol,81,70
344,4,5:59.0,,Shooting foul by D. Sabonis (drawn by P. Gasol),81,70
345,4,5:59.0,,P. Gasol misses free throw 1 of 2,81,70
346,4,5:59.0,,Offensive rebound by Team,81,70
347,4,5:59.0,A. Jefferson enters the game for D. Sabonis,,81,70
348,4,5:59.0,,P. Gasol makes free throw 2 of 2,81,71
349,4,5:59.0,Indiana full timeout,,81,71
350,4,5:59.0,,D. Bertāns enters the game for P. Gasol,81,71
351,4,5:38.0,T. Young misses 2-pt jump shot from 13 ft (block by K. Anderson),,81,71
352,4,5:36.0,,Defensive rebound by K. Anderson,81,71
353,4,5:34.0,,D. Bertāns makes 2-pt layup from 2 ft (assist by K. Anderson),81,73
354,4,5:34.0,Violation by L. Stephenson (def goaltending),,81,73
355,4,5:16.0,C. Joseph makes 2-pt jump shot from 14 ft,,83,73
356,4,5:03.0,,D. Bertāns makes 3-pt jump shot from 24 ft (assist by D. Murray),83,76
357,4,4:41.0,A. Jefferson misses 2-pt jump shot from 17 ft,,83,76
358,4,4:41.0,,Defensive rebound by D. Murray,83,76
359,4,4:30.0,,D. Murray misses 2-pt jump shot from 10 ft,83,76
360,4,4:30.0,Defensive rebound by V. Oladipo,,83,76
361,4,4:17.0,Turnover by V. Oladipo (lost ball; steal by K. Anderson),,83,76
362,4,4:12.0,,Turnover by K. Anderson (lost ball; steal by C. Joseph),83,76
363,4,4:05.0,Personal foul by D. Murray (drawn by L. Stephenson),,83,76
364,4,4:05.0,B. Bogdanović enters the game for C. Joseph,,83,76
365,4,4:05.0,D. Collison enters the game for A. Jefferson,,83,76
366,4,3:50.0,V. Oladipo misses 2-pt layup from 2 ft,,83,76
367,4,3:50.0,Offensive rebound by T. Young,,83,76
368,4,3:50.0,T. Young makes 2-pt layup at rim,,85,76
369,4,3:50.0,,San Antonio full timeout,85,76
370,4,3:50.0,,P. Mills enters the game for B. Forbes,85,76
371,4,3:50.0,C. Joseph enters the game for L. Stephenson,,85,76
372,4,3:35.0,,Turnover by P. Mills (bad pass; steal by B. Bogdanović),85,76
373,4,3:21.0,V. Oladipo misses 3-pt jump shot from 25 ft,,85,76
374,4,3:18.0,,Defensive rebound by D. Bertāns,85,76
375,4,3:08.0,,D. Murray misses 2-pt layup from 1 ft,85,76
376,4,3:05.0,,Offensive rebound by L. Aldridge,85,76
377,4,3:05.0,,L. Aldridge makes 2-pt layup at rim,85,78
378,4,2:43.0,D. Collison misses 3-pt jump shot from 25 ft,,85,78
379,4,2:39.0,,Defensive rebound by K. Anderson,85,78
380,4,2:32.0,,D. Bertāns misses 3-pt jump shot from 23 ft,85,78
381,4,2:29.0,Defensive rebound by C. Joseph,,85,78
382,4,2:11.0,D. Collison misses 2-pt layup from 2 ft (block by D. Bertāns),,85,78
