,QUARTER,TIME_REMAINING,TORONTO_ACTION,CLEVELAND_ACTION,TORONTO_SCORE,CLEVELAND_SCORE
0,1,11:41.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. DeRozan),,2,0
1,1,11:28.0,,Turnover by L. James (traveling),2,0
2,1,11:17.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,5,0
3,1,10:53.0,,J. Green misses 3-pt jump shot from 24 ft,5,0
4,1,10:49.0,Defensive rebound by J. Valančiūnas,,5,0
5,1,10:45.0,K. Lowry misses 3-pt jump shot from 24 ft,,5,0
6,1,10:42.0,,Defensive rebound by K. Love,5,0
7,1,10:37.0,,R. Hood misses 2-pt layup from 1 ft,5,0
8,1,10:33.0,Defensive rebound by J. Valančiūnas,,5,0
9,1,10:22.0,J. Valančiūnas makes 2-pt hook shot from 13 ft (assist by D. DeRozan),,7,0
10,1,10:06.0,,J. Green misses 3-pt jump shot from 23 ft,7,0
11,1,10:03.0,Defensive rebound by O. Anunoby,,7,0
12,1,9:45.0,S. Ibaka misses 2-pt jump shot from 6 ft,,7,0
13,1,9:42.0,,Defensive rebound by K. Love,7,0
14,1,9:35.0,,J. Calderón makes 2-pt layup at rim,7,2
15,1,9:19.0,O. Anunoby misses 3-pt jump shot from 25 ft,,7,2
16,1,9:16.0,,Defensive rebound by L. James,7,2
17,1,9:02.0,,L. James makes 3-pt jump shot from 22 ft,7,5
18,1,8:50.0,S. Ibaka misses 3-pt jump shot from 24 ft,,7,5
19,1,8:46.0,Offensive rebound by J. Valančiūnas,,7,5
20,1,8:42.0,J. Valančiūnas makes 2-pt jump shot from 7 ft,,9,5
21,1,8:24.0,,Turnover by L. James (bad pass; steal by D. DeRozan),9,5
22,1,8:13.0,K. Lowry misses 3-pt jump shot from 25 ft,,9,5
23,1,8:10.0,,Defensive rebound by L. James,9,5
24,1,8:07.0,,L. James makes 2-pt jump shot from 10 ft,9,7
25,1,8:07.0,,Shooting foul by O. Anunoby (drawn by L. James),9,7
26,1,8:07.0,,L. James misses free throw 1 of 1,9,7
27,1,8:07.0,Defensive rebound by S. Ibaka,,9,7
