,QUARTER,TIME_REMAINING,TORONTO_ACTION,UTAH_ACTION,TORONTO_SCORE,UTAH_SCORE
380,4,5:08.0,,D. Mitchell misses 3-pt jump shot from 24 ft,99,87
381,4,5:05.0,,Offensive rebound by J. Ingles,99,87
382,4,5:01.0,,R. Hood misses 3-pt jump shot from 25 ft,99,87
383,4,5:00.0,,Offensive rebound by Team,99,87
384,4,5:00.0,Loose ball foul by J. Poeltl (drawn by R. Gobert),,99,87
385,4,5:00.0,J. Valančiūnas enters the game for J. Poeltl,,99,87
386,4,4:53.0,,J. Ingles makes 3-pt jump shot from 24 ft,99,90
387,4,4:33.0,D. DeRozan misses 2-pt jump shot from 16 ft,,99,90
388,4,4:31.0,,Defensive rebound by R. Hood,99,90
389,4,4:24.0,,R. Hood misses 2-pt jump shot from 12 ft,99,90
390,4,4:21.0,Defensive rebound by J. Valančiūnas,,99,90
391,4,4:04.0,D. DeRozan makes 2-pt jump shot from 15 ft,,101,90
392,4,3:52.0,,D. Mitchell misses 2-pt jump shot from 15 ft,101,90
393,4,3:49.0,Defensive rebound by P. Siakam,,101,90
394,4,3:41.0,Shooting foul by D. Mitchell (drawn by D. DeRozan),,101,90
395,4,3:41.0,,Utah full timeout,101,90
396,4,3:41.0,S. Ibaka enters the game for P. Siakam,,101,90
397,4,3:41.0,D. DeRozan makes free throw 1 of 2,,102,90
398,4,3:41.0,D. DeRozan makes free throw 2 of 2,,103,90
399,4,3:30.0,,R. Hood misses 2-pt jump shot from 8 ft,103,90
400,4,3:27.0,Defensive rebound by J. Valančiūnas,,103,90
401,4,3:15.0,D. DeRozan makes 2-pt jump shot from 16 ft,,105,90
402,4,3:06.0,,R. Rubio makes 2-pt layup from 2 ft,105,92
403,4,2:43.0,Offensive foul by S. Ibaka (drawn by D. Mitchell),,105,92
404,4,2:43.0,Turnover by S. Ibaka (offensive foul),,105,92
405,4,2:39.0,,D. Mitchell makes 3-pt jump shot from 24 ft,105,95
406,4,2:16.0,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by K. Lowry),,107,95
407,4,2:03.0,,D. Mitchell misses 2-pt jump shot from 12 ft,107,95
408,4,2:00.0,Defensive rebound by K. Lowry,,107,95
409,4,1:59.0,N. Powell makes 2-pt dunk from 2 ft (assist by K. Lowry),,109,95
410,4,1:41.0,,Shooting foul by J. Valančiūnas (drawn by D. Mitchell),109,95
411,4,1:41.0,,D. Mitchell makes free throw 1 of 2,109,96
412,4,1:41.0,,D. Mitchell makes free throw 2 of 2,109,97
413,4,1:25.0,D. DeRozan misses 3-pt jump shot from 24 ft,,109,97
414,4,1:23.0,,Defensive rebound by R. Gobert,109,97
415,4,1:19.0,,J. Ingles misses 3-pt jump shot from 25 ft,109,97
416,4,1:16.0,Defensive rebound by J. Valančiūnas,,109,97
417,4,1:00.0,Turnover by K. Lowry (bad pass; steal by R. Rubio),,109,97
418,4,0:53.0,,R. Hood misses 2-pt layup from 2 ft (block by S. Ibaka),109,97
419,4,0:50.0,Defensive rebound by D. DeRozan,,109,97
420,4,0:38.0,D. DeRozan misses 3-pt jump shot from 23 ft,,109,97
421,4,0:37.0,,Defensive rebound by Team,109,97
422,4,0:37.0,Loose ball foul by J. Valančiūnas (drawn by R. Gobert),,109,97
423,4,0:37.0,J. Poeltl enters the game for J. Valančiūnas,,109,97
424,4,0:37.0,,R. Gobert misses free throw 1 of 2,109,97
425,4,0:37.0,,Offensive rebound by Team,109,97
426,4,0:37.0,,R. Gobert makes free throw 2 of 2,109,98
427,4,0:17.0,K. Lowry misses 3-pt jump shot from 24 ft,,109,98
428,4,0:14.0,,Defensive rebound by Team,109,98
429,4,0:14.0,Loose ball foul by S. Ibaka (drawn by R. Rubio),,109,98
430,4,0:14.0,,R. Rubio makes free throw 1 of 2,109,99
431,4,0:14.0,,R. Rubio makes free throw 2 of 2,109,100
