,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MINNESOTA_ACTION,ATLANTA_SCORE,MINNESOTA_SCORE
163,2,4:17.0,,Turnover by A. Wiggins (bad pass; steal by M. Muscala),42,52
164,2,4:13.0,T. Prince makes 2-pt dunk from 1 ft (assist by J. Magette),,44,52
165,2,3:52.0,,J. Teague misses 2-pt layup from 2 ft,44,52
166,2,3:50.0,Defensive rebound by D. Lee,,44,52
167,2,3:46.0,T. Cavanaugh makes 3-pt jump shot from 23 ft (assist by T. Prince),,47,52
168,2,3:37.0,,Turnover by J. Teague (bad pass; steal by D. Lee),47,52
169,2,3:28.0,T. Cavanaugh misses 3-pt jump shot from 23 ft,,47,52
170,2,3:26.0,,Defensive rebound by K. Towns,47,52
171,2,3:18.0,,Shooting foul by M. Muscala (drawn by K. Towns),47,52
172,2,3:18.0,,K. Towns makes free throw 1 of 2,47,53
173,2,3:18.0,,T. Gibson enters the game for J. Crawford,47,53
174,2,3:18.0,T. Dorsey enters the game for D. Lee,,47,53
175,2,3:18.0,,K. Towns makes free throw 2 of 2,47,54
176,2,3:04.0,T. Prince makes 2-pt layup from 1 ft,,49,54
177,2,2:46.0,,K. Towns misses 2-pt jump shot from 6 ft,49,54
178,2,2:44.0,Defensive rebound by T. Cavanaugh,,49,54
179,2,2:26.0,T. Prince makes 3-pt jump shot from 25 ft,,52,54
180,2,2:10.0,,Personal foul by T. Cavanaugh (drawn by A. Wiggins),52,54
181,2,2:10.0,D. Dedmon enters the game for T. Cavanaugh,,52,54
182,2,1:57.0,,K. Towns makes 2-pt jump shot from 12 ft,52,56
183,2,1:37.0,M. Muscala makes 3-pt jump shot from 22 ft (assist by J. Magette),,55,56
184,2,1:24.0,,Personal foul by T. Prince (drawn by A. Wiggins),55,56
185,2,1:24.0,,A. Wiggins misses free throw 1 of 2,55,56
186,2,1:24.0,,Offensive rebound by Team,55,56
187,2,1:24.0,T. Cavanaugh enters the game for M. Muscala,,55,56
188,2,1:24.0,,A. Wiggins makes free throw 2 of 2,55,57
189,2,1:17.0,Personal foul by J. Teague (drawn by J. Magette),,55,57
190,2,1:17.0,D. Lee enters the game for J. Magette,,55,57
191,2,1:09.0,Turnover by T. Prince (bad pass; steal by N. Bjelica),,55,57
192,2,1:05.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by N. Bjelica),55,60
193,2,1:05.0,,Personal foul by D. Dedmon (drawn by J. Teague),55,60
194,2,1:05.0,Turnover by D. Dedmon (turnover),,55,60
195,2,1:05.0,,J. Teague makes free throw 1 of 1,55,61
196,2,0:50.0,T. Dorsey makes 2-pt layup from 1 ft,,57,61
197,2,0:38.0,,K. Towns makes 2-pt layup from 3 ft (assist by J. Teague),57,63
198,2,0:24.0,T. Cavanaugh misses 3-pt jump shot from 22 ft,,57,63
199,2,0:22.0,,Defensive rebound by N. Bjelica,57,63
200,2,0:00.0,,N. Bjelica makes 2-pt layup from 1 ft (assist by K. Towns),57,65
201,3,11:48.0,,K. Towns misses 2-pt jump shot from 12 ft,57,65
202,3,11:43.0,Defensive rebound by D. Dedmon,,57,65
203,3,11:27.0,Turnover by T. Prince (bad pass; steal by J. Teague),,57,65
204,3,11:19.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Teague),57,67
205,3,11:19.0,,Shooting foul by J. Collins (drawn by T. Gibson),57,67
206,3,11:19.0,,T. Gibson makes free throw 1 of 1,57,68
207,3,10:53.0,D. Dedmon misses 2-pt jump shot from 16 ft,,57,68
208,3,10:51.0,,Defensive rebound by T. Gibson,57,68
209,3,10:40.0,,K. Towns makes 2-pt hook shot from 6 ft (assist by T. Gibson),57,70
210,3,10:20.0,I. Taylor makes 2-pt jump shot from 5 ft,,59,70
211,3,10:08.0,,Shooting foul by D. Lee (drawn by K. Towns),59,70
212,3,10:08.0,,K. Towns misses free throw 1 of 2,59,70
213,3,10:08.0,,Offensive rebound by Team,59,70
214,3,10:08.0,,K. Towns misses free throw 2 of 2,59,70
215,3,10:06.0,Defensive rebound by D. Dedmon,,59,70
216,3,9:51.0,Turnover by T. Prince (lost ball; steal by A. Wiggins),,59,70
217,3,9:44.0,,J. Teague misses 3-pt jump shot from 24 ft,59,70
218,3,9:41.0,Defensive rebound by D. Dedmon,,59,70
219,3,9:33.0,D. Lee makes 2-pt jump shot from 9 ft,,61,70
220,3,9:22.0,,K. Towns misses 2-pt layup from 3 ft (block by J. Collins),61,70
221,3,9:17.0,Defensive rebound by Team,,61,70
222,3,9:08.0,Shooting foul by K. Towns (drawn by J. Collins),,61,70
223,3,9:08.0,J. Collins makes free throw 1 of 2,,62,70
224,3,9:08.0,J. Collins misses free throw 2 of 2,,62,70
225,3,9:06.0,,Defensive rebound by K. Towns,62,70
226,3,9:02.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by K. Towns),62,73
227,3,8:40.0,D. Dedmon makes 3-pt jump shot from 24 ft (assist by I. Taylor),,65,73
228,3,8:30.0,,Shooting foul by D. Dedmon (drawn by K. Towns),65,73
229,3,8:30.0,,K. Towns makes free throw 1 of 2,65,74
230,3,8:30.0,M. Muscala enters the game for D. Dedmon,,65,74
231,3,8:30.0,,K. Towns makes free throw 2 of 2,65,75
232,3,8:21.0,Shooting foul by J. Teague (drawn by I. Taylor),,65,75
233,3,8:21.0,I. Taylor makes free throw 1 of 2,,66,75
234,3,8:21.0,I. Taylor makes free throw 2 of 2,,67,75
235,3,8:13.0,,J. Teague misses 2-pt jump shot from 14 ft,67,75
236,3,8:13.0,,Offensive rebound by K. Towns,67,75
237,3,8:13.0,,K. Towns misses 2-pt layup from 1 ft,67,75
238,3,8:12.0,Defensive rebound by J. Collins,,67,75
239,3,8:05.0,J. Collins makes 2-pt layup from 2 ft (assist by T. Prince),,69,75
240,3,7:59.0,,A. Wiggins makes 2-pt jump shot at rim,69,77
241,3,7:44.0,T. Prince makes 3-pt jump shot from 25 ft (assist by I. Taylor),,72,77
242,3,7:32.0,,K. Towns makes 2-pt jump shot from 2 ft (assist by J. Teague),72,79
243,3,7:16.0,D. Lee misses 2-pt layup from 4 ft,,72,79
244,3,7:14.0,,Defensive rebound by K. Towns,72,79
245,3,7:11.0,,N. Bjelica makes 2-pt layup from 1 ft (assist by A. Wiggins),72,81
246,3,6:54.0,M. Muscala makes 2-pt jump shot from 15 ft (assist by I. Taylor),,74,81
247,3,6:39.0,,A. Wiggins misses 2-pt jump shot from 12 ft,74,81
248,3,6:36.0,Defensive rebound by T. Prince,,74,81
249,3,6:34.0,Personal foul by N. Bjelica (drawn by T. Prince),,74,81
250,3,6:34.0,,Minnesota full timeout,74,81
251,3,6:23.0,Turnover by M. Muscala (step out of bounds),,74,81
252,3,6:01.0,,A. Wiggins misses 3-pt jump shot from 25 ft,74,81
253,3,5:57.0,Defensive rebound by M. Muscala,,74,81
254,3,5:45.0,D. Lee misses 3-pt jump shot from 25 ft,,74,81
255,3,5:44.0,,Defensive rebound by K. Towns,74,81
256,3,5:33.0,,K. Towns makes 2-pt dunk from 1 ft (assist by N. Bjelica),74,83
257,3,5:18.0,T. Prince misses 2-pt jump shot from 16 ft,,74,83
258,3,5:16.0,,Defensive rebound by T. Gibson,74,83
259,3,5:05.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by A. Wiggins),74,86
260,3,4:54.0,Atlanta full timeout,,74,86
261,3,4:54.0,T. Cavanaugh enters the game for J. Collins,,74,86
262,3,4:54.0,J. Magette enters the game for I. Taylor,,74,86
263,3,4:42.0,T. Prince misses 2-pt jump shot from 14 ft,,74,86
264,3,4:34.0,Offensive rebound by M. Muscala,,74,86
265,3,4:34.0,M. Muscala makes 2-pt layup at rim,,76,86
266,3,4:18.0,,Personal foul by J. Magette (drawn by J. Teague),76,86
267,3,4:13.0,,K. Towns makes 2-pt jump shot from 9 ft (assist by J. Teague),76,88
268,3,3:52.0,J. Magette misses 3-pt jump shot from 25 ft,,76,88
269,3,3:49.0,,Defensive rebound by A. Wiggins,76,88
270,3,3:41.0,,A. Wiggins misses 3-pt jump shot from 25 ft,76,88
271,3,3:37.0,Defensive rebound by T. Cavanaugh,,76,88
272,3,3:28.0,Personal foul by A. Wiggins (drawn by T. Prince),,76,88
273,3,3:28.0,,J. Crawford enters the game for N. Bjelica,76,88
274,3,3:28.0,T. Dorsey enters the game for D. Lee,,76,88
275,3,3:21.0,Personal foul by A. Wiggins (drawn by T. Prince),,76,88
276,3,3:21.0,T. Prince makes free throw 1 of 2,,77,88
277,3,3:21.0,T. Prince misses free throw 2 of 2,,77,88
278,3,3:19.0,,Defensive rebound by K. Towns,77,88
279,3,3:11.0,,A. Wiggins makes 2-pt jump shot from 3 ft,77,90
280,3,3:11.0,Atlanta full timeout,,77,90
281,3,3:11.0,,T. Jones enters the game for J. Teague,77,90
282,3,2:54.0,M. Muscala makes 2-pt layup at rim (assist by J. Magette),,79,90
283,3,2:41.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),79,93
284,3,2:23.0,T. Prince misses 2-pt layup at rim,,79,93
285,3,2:23.0,Offensive rebound by Team,,79,93
286,3,2:23.0,,Loose ball foul by T. Gibson (drawn by M. Muscala),79,93
287,3,2:23.0,M. Muscala makes free throw 1 of 2,,80,93
288,3,2:23.0,,G. Dieng enters the game for K. Towns,80,93
289,3,2:23.0,,N. Bjelica enters the game for T. Gibson,80,93
290,3,2:23.0,M. Muscala makes free throw 2 of 2,,81,93
291,3,2:16.0,,J. Crawford makes 3-pt jump shot from 23 ft (assist by T. Jones),81,96
292,3,2:01.0,T. Prince misses 2-pt layup from 1 ft,,81,96
293,3,2:00.0,Offensive rebound by T. Cavanaugh,,81,96
294,3,2:00.0,T. Cavanaugh makes 2-pt layup at rim,,83,96
295,3,1:40.0,,Turnover by T. Jones (bad pass),83,96
296,3,1:28.0,Turnover by M. Muscala (bad pass; steal by G. Dieng),,83,96
297,3,1:11.0,,T. Jones misses 2-pt jump shot from 15 ft,83,96
298,3,1:09.0,Defensive rebound by T. Cavanaugh,,83,96
299,3,1:01.0,T. Dorsey misses 3-pt jump shot from 24 ft,,83,96
300,3,0:59.0,,Defensive rebound by N. Bjelica,83,96
301,3,0:56.0,,Turnover by T. Jones (bad pass; steal by J. Magette),83,96
302,3,0:49.0,T. Cavanaugh makes 2-pt layup from 1 ft (assist by J. Magette),,85,96
303,3,0:37.0,,A. Wiggins makes 2-pt layup from 1 ft,85,98
304,3,0:31.0,J. Magette makes 3-pt jump shot from 25 ft,,88,98
305,3,0:10.0,,J. Crawford misses 2-pt jump shot from 19 ft,88,98
306,3,0:08.0,Defensive rebound by T. Cavanaugh,,88,98
307,3,0:01.0,T. Prince misses 2-pt layup from 7 ft,,88,98
308,3,0:00.0,,Defensive rebound by G. Dieng,88,98
309,4,11:42.0,T. Cavanaugh misses 2-pt layup at rim,,88,98
310,4,11:40.0,,Defensive rebound by K. Towns,88,98
311,4,11:23.0,,Turnover by J. Crawford (bad pass),88,98
312,4,11:23.0,D. Dedmon enters the game for T. Cavanaugh,,88,98
313,4,11:14.0,J. Magette misses 2-pt jump shot from 8 ft,,88,98
314,4,11:11.0,,Defensive rebound by N. Bjelica,88,98
315,4,11:04.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),88,101
316,4,10:43.0,D. Dedmon makes 2-pt layup from 1 ft (assist by T. Dorsey),,90,101
317,4,10:29.0,,Def 3 sec tech foul by D. Dedmon,90,101
318,4,10:29.0,,J. Crawford makes technical free throw,90,102
319,4,10:29.0,I. Taylor enters the game for J. Magette,,90,102
320,4,10:19.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by T. Jones),90,105
321,4,10:06.0,Personal foul by T. Jones (drawn by I. Taylor),,90,105
322,4,10:02.0,,Offensive charge foul by T. Dorsey (drawn by J. Crawford),90,105
323,4,10:02.0,Turnover by T. Dorsey (offensive foul),,90,105
324,4,9:49.0,,K. Towns misses 2-pt jump shot from 7 ft,90,105
325,4,9:49.0,,Offensive rebound by K. Towns,90,105
326,4,9:49.0,,Shooting foul by D. Dedmon (drawn by K. Towns),90,105
327,4,9:49.0,,K. Towns misses free throw 1 of 2,90,105
328,4,9:49.0,,Offensive rebound by Team,90,105
329,4,9:49.0,,K. Towns makes free throw 2 of 2,90,106
330,4,9:36.0,T. Dorsey misses 2-pt jump shot from 10 ft (block by K. Towns),,90,106
331,4,9:32.0,,Defensive rebound by K. Towns,90,106
332,4,9:25.0,,Personal foul by T. Dorsey (drawn by K. Towns),90,106
333,4,9:16.0,,K. Towns misses 2-pt jump shot from 10 ft,90,106
334,4,9:14.0,Defensive rebound by J. Collins,,90,106
335,4,9:05.0,D. Lee makes 2-pt layup at rim (assist by I. Taylor),,92,106
336,4,8:52.0,,Turnover by N. Bjelica (bad pass; steal by J. Collins),92,106
337,4,8:49.0,J. Collins misses 2-pt layup from 1 ft,,92,106
338,4,8:44.0,Offensive rebound by I. Taylor,,92,106
339,4,8:44.0,I. Taylor makes 2-pt layup at rim,,94,106
340,4,8:39.0,,Minnesota full timeout,94,106
341,4,8:39.0,J. Magette enters the game for T. Dorsey,,94,106
342,4,8:25.0,,J. Crawford misses 3-pt jump shot from 22 ft,94,106
343,4,8:23.0,,Offensive rebound by G. Dieng,94,106
344,4,8:19.0,,Turnover by G. Dieng (bad pass; steal by D. Lee),94,106
345,4,8:13.0,I. Taylor makes 2-pt layup at rim (assist by D. Lee),,96,106
346,4,7:52.0,,T. Jones misses 2-pt layup from 9 ft,96,106
347,4,7:50.0,,Offensive rebound by G. Dieng,96,106
348,4,7:50.0,,G. Dieng makes 2-pt layup from 1 ft,96,108
349,4,7:34.0,Turnover by I. Taylor (bad pass; steal by G. Dieng),,96,108
350,4,7:22.0,,N. Bjelica misses 3-pt jump shot from 25 ft,96,108
351,4,7:19.0,Defensive rebound by D. Dedmon,,96,108
352,4,7:16.0,Personal foul by T. Jones (drawn by J. Magette),,96,108
353,4,7:16.0,,J. Teague enters the game for T. Jones,96,108
354,4,7:16.0,,T. Gibson enters the game for G. Dieng,96,108
355,4,7:16.0,,A. Wiggins enters the game for N. Bjelica,96,108
356,4,7:08.0,Turnover by J. Magette (out of bounds lost ball),,96,108
357,4,6:51.0,,K. Towns misses 2-pt jump shot from 14 ft,96,108
358,4,6:49.0,Defensive rebound by D. Lee,,96,108
359,4,6:42.0,J. Collins misses 3-pt jump shot from 22 ft,,96,108
360,4,6:37.0,,Defensive rebound by T. Gibson,96,108
361,4,6:26.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Teague),96,110
362,4,6:12.0,I. Taylor makes 2-pt jump shot from 6 ft,,98,110
363,4,6:12.0,Shooting foul by J. Teague (drawn by I. Taylor),,98,110
364,4,6:12.0,M. Muscala enters the game for J. Collins,,98,110
365,4,6:12.0,I. Taylor makes free throw 1 of 1,,99,110
366,4,5:56.0,,J. Teague misses 3-pt jump shot from 26 ft,99,110
367,4,5:54.0,Defensive rebound by D. Dedmon,,99,110
368,4,5:47.0,I. Taylor misses 2-pt layup from 2 ft,,99,110
369,4,5:45.0,,Defensive rebound by K. Towns,99,110
370,4,5:33.0,,K. Towns misses 3-pt jump shot from 26 ft,99,110
371,4,5:31.0,Defensive rebound by J. Magette,,99,110
372,4,5:24.0,Personal foul by J. Teague (drawn by J. Magette),,99,110
373,4,5:12.0,D. Dedmon misses 3-pt jump shot from 23 ft,,99,110
374,4,5:10.0,,Defensive rebound by T. Gibson,99,110
375,4,5:01.0,,A. Wiggins misses 2-pt layup from 1 ft,99,110
376,4,4:58.0,Defensive rebound by D. Dedmon,,99,110
377,4,4:54.0,I. Taylor makes 2-pt dunk at rim,,101,110
378,4,4:38.0,,K. Towns misses 3-pt jump shot from 25 ft,101,110
379,4,4:36.0,Defensive rebound by D. Dedmon,,101,110
