,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MEMPHIS_ACTION,PORTLAND_SCORE,MEMPHIS_SCORE
42,1,7:16.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),,6,9
43,1,7:01.0,,M. Gasol misses 2-pt jump shot from 10 ft,6,9
44,1,6:58.0,Defensive rebound by N. Vonleh,,6,9
45,1,6:54.0,Personal foul by M. Chalmers (drawn by D. Lillard),,6,9
46,1,6:54.0,,Memphis full timeout,6,9
47,1,6:43.0,Offensive foul by J. Nurkić (drawn by D. Brooks),,6,9
48,1,6:43.0,Turnover by J. Nurkić (offensive foul),,6,9
49,1,6:30.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by C. Parsons),6,12
50,1,6:14.0,D. Lillard makes 2-pt layup from 1 ft,,8,12
51,1,5:44.0,,M. Gasol makes 2-pt jump shot from 11 ft,8,14
52,1,5:26.0,J. Nurkić misses 2-pt jump shot from 6 ft,,8,14
53,1,5:23.0,Offensive rebound by N. Vonleh,,8,14
54,1,5:23.0,N. Vonleh misses 2-pt layup at rim,,8,14
55,1,5:23.0,Offensive rebound by N. Vonleh,,8,14
56,1,5:19.0,C. McCollum misses 2-pt jump shot from 16 ft (block by D. Brooks),,8,14
57,1,5:18.0,Offensive rebound by J. Nurkić,,8,14
58,1,5:17.0,Turnover by Team (shot clock),,8,14
59,1,5:17.0,P. Connaughton enters the game for M. Harkless,,8,14
60,1,5:17.0,E. Turner enters the game for C. McCollum,,8,14
61,1,5:06.0,,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Brooks),8,17
62,1,5:04.0,Portland full timeout,,8,17
63,1,5:04.0,,J. Ennis enters the game for D. Brooks,8,17
64,1,5:04.0,,T. Evans enters the game for C. Parsons,8,17
65,1,5:04.0,M. Leonard enters the game for J. Nurkić,,8,17
66,1,4:42.0,P. Connaughton misses 2-pt jump shot from 11 ft,,8,17
67,1,4:38.0,Offensive rebound by M. Leonard,,8,17
68,1,4:38.0,M. Leonard makes 2-pt layup at rim,,10,17
69,1,4:20.0,,T. Evans makes 2-pt jump shot from 20 ft (assist by M. Gasol),10,19
70,1,4:10.0,D. Lillard makes 2-pt layup from 1 ft,,12,19
71,1,3:58.0,,M. Chalmers misses 2-pt jump shot from 11 ft,12,19
72,1,3:55.0,Defensive rebound by N. Vonleh,,12,19
73,1,3:43.0,M. Leonard makes 2-pt jump shot from 10 ft (assist by P. Connaughton),,14,19
74,1,3:42.0,,Memphis full timeout,14,19
75,1,3:42.0,E. Davis enters the game for N. Vonleh,,14,19
76,1,3:30.0,,M. Gasol misses 2-pt hook shot from 4 ft,14,19
77,1,3:26.0,Defensive rebound by E. Davis,,14,19
78,1,3:24.0,Personal foul by J. Ennis (drawn by D. Lillard),,14,19
79,1,3:24.0,,J. Martin enters the game for J. Green,14,19
80,1,3:14.0,Turnover by P. Connaughton (bad pass),,14,19
81,1,2:58.0,,J. Ennis misses 3-pt jump shot from 24 ft (block by P. Connaughton),14,19
82,1,2:53.0,Defensive rebound by M. Leonard,,14,19
83,1,2:43.0,Turnover by D. Lillard (lost ball; steal by M. Chalmers),,14,19
84,1,2:38.0,,Shooting foul by P. Connaughton (drawn by M. Chalmers),14,19
85,1,2:38.0,,M. Chalmers makes free throw 1 of 2,14,20
86,1,2:38.0,C. McCollum enters the game for D. Lillard,,14,20
87,1,2:38.0,,M. Chalmers makes free throw 2 of 2,14,21
88,1,2:16.0,E. Turner misses 2-pt jump shot from 10 ft,,14,21
89,1,2:13.0,,Defensive rebound by M. Gasol,14,21
90,1,2:06.0,,T. Evans misses 3-pt jump shot from 25 ft,14,21
91,1,2:03.0,Defensive rebound by E. Davis,,14,21
92,1,1:48.0,P. Connaughton makes 3-pt jump shot from 27 ft (assist by M. Leonard),,17,21
93,1,1:31.0,,T. Evans makes 2-pt layup at rim (assist by M. Gasol),17,23
94,1,1:31.0,,Shooting foul by M. Leonard (drawn by T. Evans),17,23
95,1,1:31.0,,B. McLemore enters the game for M. Chalmers,17,23
96,1,1:31.0,,T. Evans makes free throw 1 of 1,17,24
97,1,1:18.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by E. Davis),,20,24
98,1,1:07.0,,M. Gasol misses 3-pt jump shot from 25 ft,20,24
99,1,1:03.0,,Offensive rebound by J. Ennis,20,24
100,1,1:01.0,,B. McLemore misses 3-pt jump shot from 24 ft,20,24
101,1,0:59.0,,Offensive rebound by M. Gasol,20,24
102,1,0:45.0,,J. Ennis misses 2-pt jump shot from 3 ft,20,24
103,1,0:43.0,Defensive rebound by E. Turner,,20,24
104,1,0:36.0,C. McCollum makes 3-pt jump shot from 27 ft,,23,24
105,1,0:21.0,,B. McLemore misses 2-pt jump shot from 20 ft,23,24
106,1,0:16.0,Defensive rebound by P. Connaughton,,23,24
107,1,0:00.0,C. McCollum misses 3-pt jump shot from 24 ft,,23,24
108,1,0:00.0,Offensive rebound by Team,,23,24
109,2,11:52.0,,Offensive foul by D. Davis (drawn by S. Napier),23,24
110,2,11:52.0,,Turnover by D. Davis (offensive foul),23,24
111,2,11:38.0,M. Leonard makes 2-pt jump shot from 8 ft (assist by S. Napier),,25,24
112,2,11:26.0,,T. Evans misses 2-pt layup from 1 ft,25,24
113,2,11:23.0,Defensive rebound by E. Davis,,25,24
114,2,11:13.0,E. Turner misses 2-pt layup from 6 ft (block by J. Martin),,25,24
115,2,11:11.0,,Defensive rebound by D. Davis,25,24
116,2,11:07.0,,J. Martin misses 3-pt jump shot from 25 ft,25,24
117,2,11:04.0,Defensive rebound by C. McCollum,,25,24
118,2,10:50.0,Turnover by C. McCollum (bad pass; steal by J. Martin),,25,24
119,2,10:45.0,,Turnover by D. Davis (offensive goaltending),25,24
120,2,10:30.0,Personal foul by D. Davis (drawn by E. Davis),,25,24
121,2,10:21.0,C. McCollum misses 2-pt jump shot from 14 ft,,25,24
122,2,10:21.0,Offensive rebound by Team,,25,24
123,2,10:21.0,,Loose ball foul by B. McLemore (drawn by C. McCollum),25,24
124,2,10:08.0,Turnover by S. Napier (step out of bounds),,25,24
125,2,9:49.0,,J. Martin misses 2-pt jump shot from 7 ft,25,24
126,2,9:47.0,Defensive rebound by S. Napier,,25,24
127,2,9:38.0,Personal foul by B. McLemore (drawn by M. Leonard),,25,24
128,2,9:31.0,M. Leonard makes 2-pt jump shot from 12 ft,,27,24
129,2,9:17.0,,Shooting foul by C. McCollum (drawn by T. Evans),27,24
130,2,9:17.0,,T. Evans makes free throw 1 of 2,27,25
131,2,9:17.0,,D. Brooks enters the game for J. Ennis,27,25
132,2,9:17.0,,T. Evans makes free throw 2 of 2,27,26
133,2,9:05.0,S. Napier makes 2-pt jump shot from 15 ft,,29,26
134,2,9:05.0,Shooting foul by B. McLemore (drawn by S. Napier),,29,26
135,2,9:05.0,,A. Harrison enters the game for B. McLemore,29,26
136,2,9:05.0,S. Napier makes free throw 1 of 1,,30,26
137,2,8:49.0,,D. Brooks misses 2-pt jump shot from 19 ft,30,26
138,2,8:46.0,Defensive rebound by C. McCollum,,30,26
139,2,8:41.0,C. McCollum misses 2-pt jump shot from 8 ft (block by A. Harrison),,30,26
140,2,8:40.0,Defensive rebound by Team,,30,26
141,2,8:40.0,,Loose ball foul by A. Harrison (drawn by C. McCollum),30,26
142,2,8:40.0,C. McCollum makes free throw 1 of 2,,31,26
143,2,8:40.0,C. McCollum makes free throw 2 of 2,,32,26
144,2,8:29.0,,T. Evans makes 3-pt jump shot from 25 ft,32,29
145,2,8:09.0,C. McCollum makes 2-pt jump shot from 21 ft (assist by S. Napier),,34,29
146,2,8:00.0,,A. Harrison misses 3-pt jump shot from 25 ft,34,29
147,2,7:57.0,Defensive rebound by M. Leonard,,34,29
148,2,7:39.0,,Offensive charge foul by E. Davis (drawn by A. Harrison),34,29
149,2,7:39.0,Turnover by E. Davis (offensive foul),,34,29
150,2,7:39.0,,M. Gasol enters the game for D. Davis,34,29
151,2,7:39.0,D. Lillard enters the game for C. McCollum,,34,29
152,2,7:22.0,,J. Martin misses 3-pt jump shot from 22 ft,34,29
153,2,7:20.0,Defensive rebound by M. Leonard,,34,29
154,2,7:03.0,E. Davis misses 2-pt jump shot from 1 ft,,34,29
155,2,7:01.0,,Defensive rebound by D. Brooks,34,29
156,2,6:53.0,,A. Harrison misses 3-pt jump shot from 25 ft,34,29
157,2,6:51.0,Defensive rebound by Team,,34,29
158,2,6:51.0,,Loose ball foul by T. Evans (drawn by E. Davis),34,29
159,2,6:51.0,,Memphis full timeout,34,29
160,2,6:51.0,,J. Green enters the game for J. Martin,34,29
161,2,6:51.0,,C. Parsons enters the game for T. Evans,34,29
162,2,6:51.0,J. Nurkić enters the game for M. Leonard,,34,29
163,2,6:51.0,E. Davis misses free throw 1 of 2,,34,29
164,2,6:51.0,Offensive rebound by Team,,34,29
165,2,6:51.0,E. Davis makes free throw 2 of 2,,35,29
166,2,6:37.0,,A. Harrison misses 3-pt jump shot from 23 ft,35,29
167,2,6:36.0,Defensive rebound by J. Nurkić,,35,29
168,2,6:21.0,S. Napier misses 2-pt layup from 1 ft,,35,29
169,2,6:18.0,Offensive rebound by E. Davis,,35,29
170,2,6:18.0,E. Davis makes 2-pt layup at rim,,37,29
171,2,6:05.0,,Offensive foul by M. Gasol (drawn by E. Turner),37,29
172,2,6:05.0,,Turnover by M. Gasol (offensive foul),37,29
173,2,6:05.0,,M. Chalmers enters the game for A. Harrison,37,29
174,2,6:05.0,N. Vonleh enters the game for E. Turner,,37,29
175,2,6:05.0,M. Harkless enters the game for E. Davis,,37,29
176,2,5:49.0,D. Lillard makes 2-pt jump shot from 22 ft,,39,29
177,2,5:31.0,,J. Green misses 3-pt jump shot from 23 ft,39,29
178,2,5:26.0,Defensive rebound by J. Nurkić,,39,29
179,2,5:20.0,S. Napier makes 2-pt jump shot from 16 ft,,41,29
180,2,5:19.0,,Memphis full timeout,41,29
181,2,5:06.0,,M. Gasol misses 2-pt layup from 1 ft,41,29
182,2,5:02.0,Defensive rebound by D. Lillard,,41,29
183,2,4:53.0,Shooting foul by D. Brooks (drawn by S. Napier),,41,29
184,2,4:53.0,S. Napier misses free throw 1 of 2,,41,29
185,2,4:53.0,Offensive rebound by Team,,41,29
186,2,4:53.0,S. Napier makes free throw 2 of 2,,42,29
187,2,4:44.0,,C. Parsons misses 2-pt layup from 2 ft (block by M. Harkless),42,29
188,2,4:44.0,,Offensive rebound by Team,42,29
189,2,4:44.0,,T. Evans enters the game for D. Brooks,42,29
190,2,4:39.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Chalmers),42,32
191,2,4:19.0,D. Lillard misses 2-pt jump shot from 11 ft,,42,32
192,2,4:17.0,,Defensive rebound by T. Evans,42,32
193,2,4:04.0,,Shooting foul by S. Napier (drawn by M. Chalmers),42,32
194,2,4:04.0,,M. Chalmers makes free throw 1 of 2,42,33
195,2,4:04.0,,M. Chalmers makes free throw 2 of 2,42,34
196,2,3:50.0,Shooting foul by T. Evans (drawn by D. Lillard),,42,34
197,2,3:50.0,D. Lillard makes free throw 1 of 3,,43,34
198,2,3:50.0,D. Lillard makes free throw 2 of 3,,44,34
199,2,3:50.0,D. Lillard makes free throw 3 of 3,,45,34
200,2,3:39.0,,J. Green misses 2-pt jump shot from 15 ft,45,34
201,2,3:36.0,Defensive rebound by M. Harkless,,45,34
202,2,3:31.0,,Violation by M. Gasol (kicked ball),45,34
203,2,3:27.0,Shooting foul by J. Green (drawn by N. Vonleh),,45,34
204,2,3:27.0,N. Vonleh makes free throw 1 of 2,,46,34
205,2,3:27.0,N. Vonleh makes free throw 2 of 2,,47,34
206,2,3:14.0,,M. Chalmers makes 3-pt jump shot from 26 ft (assist by J. Green),47,37
207,2,2:56.0,D. Lillard misses 2-pt layup at rim (block by M. Gasol),,47,37
208,2,2:56.0,,Defensive rebound by Team,47,37
209,2,2:56.0,Portland full timeout,,47,37
210,2,2:56.0,C. McCollum enters the game for D. Lillard,,47,37
211,2,2:40.0,,M. Gasol misses 2-pt jump shot from 4 ft (block by M. Harkless),47,37
212,2,2:40.0,,Offensive rebound by Team,47,37
213,2,2:35.0,,M. Gasol misses 2-pt jump shot from 1 ft,47,37
214,2,2:33.0,Defensive rebound by N. Vonleh,,47,37
215,2,2:20.0,Turnover by J. Nurkić (lost ball; steal by J. Green),,47,37
216,2,2:16.0,,J. Green misses 2-pt layup at rim,47,37
217,2,2:12.0,Defensive rebound by N. Vonleh,,47,37
218,2,2:08.0,J. Nurkić misses 2-pt jump shot from 17 ft,,47,37
219,2,2:06.0,Offensive rebound by M. Harkless,,47,37
220,2,1:53.0,S. Napier misses 2-pt jump shot from 20 ft,,47,37
221,2,1:49.0,Offensive rebound by J. Nurkić,,47,37
222,2,1:48.0,J. Nurkić misses 2-pt layup at rim,,47,37
223,2,1:48.0,Offensive rebound by N. Vonleh,,47,37
224,2,1:45.0,N. Vonleh makes 2-pt layup at rim,,49,37
225,2,1:28.0,,T. Evans makes 2-pt jump shot from 1 ft,49,39
226,2,1:27.0,,Shooting foul by C. McCollum (drawn by T. Evans),49,39
227,2,1:27.0,,T. Evans misses free throw 1 of 1,49,39
228,2,1:18.0,,Offensive rebound by M. Gasol,49,39
229,2,1:15.0,,C. Parsons makes 3-pt jump shot from 25 ft (assist by M. Chalmers),49,42
230,2,1:01.0,Turnover by C. McCollum (bad pass; steal by M. Gasol),,49,42
231,2,0:58.0,,T. Evans makes 2-pt layup at rim (assist by M. Gasol),49,44
232,2,0:58.0,Portland full timeout,,49,44
233,2,0:43.0,Shooting foul by M. Chalmers (drawn by S. Napier),,49,44
234,2,0:43.0,S. Napier makes free throw 1 of 2,,50,44
235,2,0:43.0,S. Napier makes free throw 2 of 2,,51,44
236,2,0:32.0,,T. Evans misses 2-pt layup from 1 ft (block by N. Vonleh),51,44
237,2,0:29.0,Defensive rebound by N. Vonleh,,51,44
238,2,0:28.0,S. Napier makes 2-pt layup at rim,,53,44
239,2,0:28.0,Shooting foul by M. Chalmers,,53,44
240,2,0:28.0,,Technical foul by M. Chalmers,53,44
241,2,0:28.0,C. McCollum makes technical free throw,,54,44
242,2,0:28.0,,D. Brooks enters the game for M. Chalmers,54,44
243,2,0:28.0,S. Napier makes free throw 1 of 1,,55,44
244,2,0:16.0,,C. Parsons misses 2-pt layup from 2 ft (block by M. Harkless),55,44
245,2,0:14.0,,Offensive rebound by T. Evans,55,44
246,2,0:14.0,,Shooting foul by N. Vonleh (drawn by T. Evans),55,44
247,2,0:14.0,,T. Evans makes free throw 1 of 2,55,45
248,2,0:14.0,P. Connaughton enters the game for N. Vonleh,,55,45
249,2,0:14.0,,T. Evans makes free throw 2 of 2,55,46
250,2,0:01.0,S. Napier misses 3-pt jump shot from 26 ft,,55,46
251,2,0:01.0,Offensive rebound by J. Nurkić,,55,46
252,3,11:39.0,,D. Brooks makes 2-pt layup from 1 ft (assist by C. Parsons),55,48
253,3,11:33.0,Turnover by C. McCollum (turnover),,55,48
254,3,11:18.0,,M. Gasol misses 2-pt hook shot from 5 ft,55,48
255,3,11:16.0,Defensive rebound by N. Vonleh,,55,48
256,3,11:07.0,C. McCollum misses 2-pt jump shot from 9 ft,,55,48
257,3,11:04.0,,Defensive rebound by M. Gasol,55,48
258,3,10:58.0,,C. Parsons misses 3-pt jump shot from 24 ft,55,48
259,3,10:54.0,Defensive rebound by N. Vonleh,,55,48
260,3,10:47.0,M. Harkless makes 2-pt layup from 1 ft (assist by D. Lillard),,57,48
261,3,10:34.0,,M. Chalmers makes 2-pt layup from 1 ft (assist by M. Gasol),57,50
262,3,10:24.0,D. Lillard misses 2-pt jump shot from 21 ft,,57,50
263,3,10:21.0,,Defensive rebound by M. Gasol,57,50
264,3,10:15.0,,C. Parsons misses 2-pt layup from 1 ft,57,50
265,3,10:12.0,Defensive rebound by N. Vonleh,,57,50
266,3,9:59.0,D. Lillard misses 2-pt jump shot from 5 ft,,57,50
267,3,9:56.0,,Defensive rebound by J. Green,57,50
268,3,9:46.0,,M. Gasol misses 3-pt jump shot from 25 ft,57,50
269,3,9:45.0,Defensive rebound by N. Vonleh,,57,50
270,3,9:26.0,J. Nurkić misses 2-pt jump shot from 20 ft,,57,50
271,3,9:24.0,,Defensive rebound by M. Gasol,57,50
272,3,9:16.0,,Turnover by J. Green (offensive goaltending),57,50
273,3,8:58.0,Shooting foul by M. Gasol,,57,50
274,3,8:58.0,,Technical foul by M. Gasol,57,50
275,3,8:58.0,D. Lillard makes technical free throw,,58,50
276,3,8:58.0,D. Lillard makes free throw 1 of 2,,59,50
277,3,8:58.0,D. Lillard makes free throw 2 of 2,,60,50
278,3,8:50.0,,Shooting foul by M. Harkless (drawn by M. Gasol),60,50
279,3,8:50.0,,M. Gasol makes free throw 1 of 2,60,51
280,3,8:50.0,,M. Gasol misses free throw 2 of 2,60,51
281,3,8:48.0,Defensive rebound by N. Vonleh,,60,51
282,3,8:35.0,Turnover by J. Nurkić (bad pass; steal by C. Parsons),,60,51
283,3,8:33.0,,J. Green misses 2-pt layup from 1 ft (block by N. Vonleh),60,51
284,3,8:32.0,Defensive rebound by Team,,60,51
285,3,8:12.0,C. McCollum misses 3-pt jump shot from 22 ft,,60,51
286,3,8:08.0,,Defensive rebound by J. Green,60,51
287,3,7:53.0,,J. Green makes 2-pt layup from 1 ft (assist by M. Gasol),60,53
288,3,7:29.0,M. Harkless makes 2-pt jump shot from 16 ft (assist by N. Vonleh),,62,53
289,3,7:16.0,,M. Chalmers makes 2-pt layup from 1 ft,62,55
290,3,7:01.0,D. Lillard makes 3-pt jump shot from 27 ft,,65,55
291,3,6:51.0,,Personal foul by C. McCollum (drawn by M. Chalmers),65,55
292,3,6:51.0,,Memphis full timeout,65,55
293,3,6:51.0,,T. Evans enters the game for C. Parsons,65,55
294,3,6:42.0,,J. Green misses 2-pt dunk from 1 ft (block by N. Vonleh),65,55
295,3,6:39.0,Defensive rebound by C. McCollum,,65,55
296,3,6:32.0,Personal foul by J. Green (drawn by J. Nurkić),,65,55
297,3,6:28.0,J. Nurkić misses 2-pt hook shot from 1 ft,,65,55
298,3,6:28.0,,Defensive rebound by Team,65,55
299,3,6:28.0,Loose ball foul by J. Nurkić (drawn by M. Gasol),,65,55
300,3,6:16.0,,M. Chalmers misses 2-pt jump shot from 19 ft,65,55
301,3,6:12.0,Defensive rebound by M. Harkless,,65,55
302,3,5:55.0,J. Nurkić makes 2-pt jump shot from 13 ft (assist by D. Lillard),,67,55
303,3,5:38.0,,J. Green makes 2-pt layup at rim (assist by M. Chalmers),67,57
304,3,5:28.0,D. Lillard misses 3-pt jump shot from 25 ft,,67,57
305,3,5:25.0,,Defensive rebound by M. Gasol,67,57
306,3,5:18.0,,M. Chalmers makes 2-pt layup from 1 ft,67,59
307,3,4:48.0,N. Vonleh misses 2-pt hook shot from 5 ft (block by M. Gasol),,67,59
308,3,4:48.0,Offensive rebound by N. Vonleh,,67,59
309,3,4:48.0,J. Nurkić misses 2-pt jump shot from 20 ft,,67,59
310,3,4:48.0,Offensive rebound by Team,,67,59
311,3,4:48.0,Turnover by Team (shot clock),,67,59
312,3,4:48.0,,B. McLemore enters the game for D. Brooks,67,59
313,3,4:48.0,,D. Davis enters the game for M. Gasol,67,59
314,3,4:48.0,M. Leonard enters the game for N. Vonleh,,67,59
315,3,4:48.0,E. Davis enters the game for J. Nurkić,,67,59
316,3,4:39.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by T. Evans),67,62
317,3,4:23.0,M. Harkless misses 3-pt jump shot from 23 ft,,67,62
318,3,4:21.0,,Defensive rebound by D. Davis,67,62
319,3,4:14.0,,T. Evans makes 2-pt layup from 1 ft,67,64
320,3,4:13.0,Portland full timeout,,67,64
321,3,4:13.0,E. Turner enters the game for C. McCollum,,67,64
322,3,4:13.0,S. Napier enters the game for M. Harkless,,67,64
323,3,3:59.0,S. Napier misses 2-pt jump shot from 16 ft,,67,64
324,3,3:57.0,,Defensive rebound by T. Evans,67,64
325,3,3:39.0,,B. McLemore misses 3-pt jump shot from 24 ft,67,64
326,3,3:36.0,Defensive rebound by E. Turner,,67,64
327,3,3:18.0,E. Turner misses 2-pt jump shot from 19 ft,,67,64
328,3,3:15.0,,Defensive rebound by M. Chalmers,67,64
329,3,3:14.0,,Personal foul by E. Turner (drawn by T. Evans),67,64
330,3,3:14.0,,D. Brooks enters the game for M. Chalmers,67,64
331,3,3:04.0,,B. McLemore misses 2-pt jump shot from 21 ft,67,64
332,3,3:00.0,Defensive rebound by E. Davis,,67,64
333,3,2:44.0,S. Napier misses 2-pt jump shot from 14 ft,,67,64
334,3,2:41.0,,Defensive rebound by J. Green,67,64
335,3,2:35.0,,Personal foul by M. Leonard (drawn by D. Davis),67,64
336,3,2:35.0,,D. Davis makes free throw 1 of 2,67,65
337,3,2:35.0,,D. Davis misses free throw 2 of 2,67,65
338,3,2:32.0,Defensive rebound by E. Turner,,67,65
339,3,2:17.0,Turnover by D. Lillard (lost ball; steal by J. Green),,67,65
340,3,2:13.0,,B. McLemore misses 2-pt layup at rim,67,65
341,3,2:09.0,,Offensive rebound by D. Davis,67,65
342,3,2:09.0,,D. Davis makes 2-pt layup at rim,67,67
343,3,1:49.0,S. Napier makes 3-pt jump shot from 27 ft,,70,67
344,3,1:32.0,,T. Evans misses 2-pt layup from 2 ft,70,67
345,3,1:30.0,Defensive rebound by E. Turner,,70,67
346,3,1:22.0,S. Napier makes 2-pt layup at rim,,72,67
347,3,1:00.0,,Shooting foul by E. Davis (drawn by J. Green),72,67
348,3,1:00.0,,J. Green makes free throw 1 of 2,72,68
349,3,1:00.0,C. McCollum enters the game for D. Lillard,,72,68
350,3,1:00.0,,J. Green makes free throw 2 of 2,72,69
351,3,0:48.0,Personal foul by D. Brooks (drawn by S. Napier),,72,69
352,3,0:48.0,,M. Gasol enters the game for J. Green,72,69
353,3,0:36.0,E. Turner misses 3-pt jump shot from 23 ft,,72,69
354,3,0:34.0,,Defensive rebound by D. Brooks,72,69
355,3,0:25.0,,B. McLemore makes 2-pt dunk at rim (assist by M. Gasol),72,71
356,3,0:02.0,C. McCollum misses 2-pt jump shot from 21 ft (block by D. Davis),,72,71
357,3,0:00.0,Offensive rebound by Team,,72,71
358,4,11:47.0,Turnover by S. Napier (out of bounds lost ball),,72,71
359,4,11:33.0,,Turnover by M. Gasol (traveling),72,71
360,4,11:23.0,Offensive foul by M. Leonard (drawn by D. Brooks),,72,71
361,4,11:23.0,Turnover by M. Leonard (offensive foul),,72,71
362,4,11:09.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by T. Evans),72,74
363,4,10:57.0,Shooting foul by D. Davis (drawn by C. McCollum),,72,74
364,4,10:57.0,C. McCollum makes free throw 1 of 2,,73,74
365,4,10:57.0,C. McCollum makes free throw 2 of 2,,74,74
366,4,10:46.0,,M. Gasol misses 3-pt jump shot from 26 ft,74,74
367,4,10:41.0,Defensive rebound by C. McCollum,,74,74
368,4,10:29.0,C. McCollum makes 2-pt jump shot from 11 ft,,76,74
369,4,10:20.0,,B. McLemore makes 2-pt layup at rim (assist by M. Gasol),76,76
370,4,10:20.0,,Shooting foul by M. Leonard (drawn by B. McLemore),76,76
371,4,10:20.0,J. Nurkić enters the game for M. Leonard,,76,76
372,4,10:20.0,,B. McLemore makes free throw 1 of 1,76,77
373,4,10:07.0,C. McCollum misses 3-pt jump shot from 24 ft,,76,77
374,4,10:05.0,Offensive rebound by C. McCollum,,76,77
375,4,9:57.0,N. Vonleh enters the game for E. Davis,,76,77
376,4,9:33.0,E. Turner misses 2-pt layup from 1 ft (block by B. McLemore),,76,77
377,4,9:30.0,,Defensive rebound by M. Gasol,76,77
378,4,9:23.0,,T. Evans misses 2-pt layup from 1 ft (block by S. Napier),76,77
379,4,9:23.0,,Offensive rebound by Team,76,77
380,4,9:15.0,,T. Evans misses 3-pt jump shot from 27 ft,76,77
381,4,9:12.0,Defensive rebound by S. Napier,,76,77
382,4,9:04.0,N. Vonleh makes 2-pt layup at rim (assist by S. Napier),,78,77
383,4,8:47.0,,B. McLemore misses 3-pt jump shot from 24 ft,78,77
384,4,8:45.0,Defensive rebound by Team,,78,77
385,4,8:45.0,D. Lillard enters the game for S. Napier,,78,77
386,4,8:30.0,J. Nurkić misses 2-pt jump shot from 17 ft,,78,77
387,4,8:23.0,Offensive rebound by E. Turner,,78,77
388,4,8:23.0,E. Turner misses 2-pt layup at rim (block by D. Davis),,78,77
389,4,8:23.0,Offensive rebound by E. Turner,,78,77
390,4,8:20.0,D. Lillard misses 3-pt jump shot from 27 ft,,78,77
391,4,8:20.0,,Defensive rebound by M. Gasol,78,77
