,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,ATLANTA_ACTION,OKLAHOMA CITY_SCORE,ATLANTA_SCORE
385,4,6:42.0,Á. Abrines misses 3-pt jump shot from 25 ft,,103,95
386,4,6:42.0,,Defensive rebound by D. Lee,103,95
387,4,6:36.0,,Shooting foul by R. Felton (drawn by D. Lee),103,95
388,4,6:36.0,,D. Lee makes free throw 1 of 2,103,96
389,4,6:36.0,,T. Prince enters the game for A. White,103,96
390,4,6:36.0,,I. Taylor enters the game for D. Schröder,103,96
391,4,6:36.0,,D. Lee misses free throw 2 of 2,103,96
392,4,6:36.0,,Offensive rebound by Team,103,96
393,4,6:36.0,Loose ball foul by J. Grant (drawn by J. Collins),,103,96
394,4,6:24.0,,D. Lee makes 2-pt jump shot from 17 ft (assist by T. Prince),103,98
395,4,6:05.0,J. Grant misses 2-pt layup from 1 ft,,103,98
396,4,6:03.0,,Defensive rebound by J. Collins,103,98
397,4,6:00.0,,I. Taylor misses 2-pt layup from 1 ft (block by P. Patterson),103,98
398,4,6:00.0,,Offensive rebound by J. Collins,103,98
399,4,5:52.0,,I. Taylor makes 2-pt layup from 1 ft (assist by J. Collins),103,100
400,4,5:36.0,R. Felton misses 3-pt jump shot from 22 ft,,103,100
401,4,5:32.0,,Defensive rebound by D. Dedmon,103,100
402,4,5:18.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by D. Dedmon),103,103
403,4,5:15.0,Oklahoma City full timeout,,103,103
404,4,5:15.0,C. Brewer enters the game for Á. Abrines,,103,103
405,4,5:15.0,C. Anthony enters the game for P. Patterson,,103,103
406,4,5:03.0,R. Westbrook makes 2-pt jump shot from 16 ft,,105,103
407,4,4:42.0,,Turnover by D. Lee (lost ball; steal by R. Westbrook),105,103
408,4,4:34.0,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,108,103
409,4,4:20.0,,I. Taylor misses 2-pt jump shot from 9 ft,108,103
410,4,4:19.0,,Offensive rebound by I. Taylor,108,103
411,4,4:16.0,,I. Taylor misses 2-pt layup from 2 ft,108,103
412,4,4:16.0,Defensive rebound by J. Grant,,108,103
413,4,4:02.0,Shooting foul by I. Taylor (drawn by R. Westbrook),,108,103
414,4,4:02.0,R. Westbrook makes free throw 1 of 2,,109,103
415,4,4:02.0,,D. Schröder enters the game for I. Taylor,109,103
416,4,4:02.0,R. Westbrook makes free throw 2 of 2,,110,103
417,4,3:48.0,,Turnover by T. Prince (bad pass; steal by J. Grant),110,103
418,4,3:36.0,J. Grant makes 2-pt layup at rim (assist by R. Westbrook),,112,103
419,4,3:36.0,Shooting foul by J. Collins (drawn by J. Grant),,112,103
420,4,3:36.0,J. Grant makes free throw 1 of 1,,113,103
421,4,3:23.0,,T. Prince misses 3-pt jump shot from 25 ft (block by C. Brewer),113,103
422,4,3:18.0,Defensive rebound by R. Felton,,113,103
423,4,3:15.0,Shooting foul by J. Collins (drawn by R. Westbrook),,113,103
424,4,3:15.0,,M. Muscala enters the game for D. Lee,113,103
425,4,3:15.0,,I. Taylor enters the game for J. Collins,113,103
426,4,3:15.0,R. Westbrook makes free throw 1 of 2,,114,103
427,4,3:15.0,R. Westbrook misses free throw 2 of 2,,114,103
428,4,3:12.0,,Defensive rebound by D. Dedmon,114,103
429,4,3:04.0,,D. Schröder misses 2-pt jump shot from 15 ft,114,103
430,4,2:59.0,Defensive rebound by R. Felton,,114,103
431,4,2:52.0,Shooting foul by M. Muscala (drawn by R. Westbrook),,114,103
432,4,2:52.0,R. Westbrook makes free throw 1 of 2,,115,103
433,4,2:52.0,R. Westbrook makes free throw 2 of 2,,116,103
434,4,2:43.0,,T. Prince misses 3-pt jump shot from 25 ft,116,103
435,4,2:38.0,Defensive rebound by R. Westbrook,,116,103
436,4,2:38.0,Turnover by R. Westbrook (lost ball; steal by D. Dedmon),,116,103
437,4,2:38.0,,Turnover by D. Dedmon (turnover),116,103
438,4,2:25.0,C. Anthony misses 3-pt jump shot from 25 ft,,116,103
439,4,2:20.0,,Defensive rebound by D. Dedmon,116,103
440,4,2:03.0,,Offensive foul by I. Taylor (drawn by J. Grant),116,103
441,4,2:03.0,,Turnover by I. Taylor (offensive foul),116,103
442,4,2:03.0,,D. Lee enters the game for T. Prince,116,103
443,4,2:03.0,,T. Dorsey enters the game for D. Schröder,116,103
444,4,2:03.0,,A. White enters the game for I. Taylor,116,103
445,4,1:45.0,J. Grant misses 2-pt hook shot from 3 ft (block by M. Muscala),,116,103
446,4,1:40.0,Offensive rebound by R. Westbrook,,116,103
447,4,1:38.0,C. Brewer misses 3-pt jump shot from 24 ft,,116,103
448,4,1:34.0,Offensive rebound by R. Westbrook,,116,103
449,4,1:32.0,C. Brewer misses 2-pt layup from 2 ft (block by M. Muscala),,116,103
450,4,1:28.0,,Defensive rebound by D. Dedmon,116,103
451,4,1:15.0,,Turnover by T. Dorsey (bad pass),116,103
452,4,0:53.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Felton),,119,103
453,4,0:52.0,,Personal take foul by R. Westbrook (drawn by D. Lee),119,103
454,4,0:52.0,T. Ferguson enters the game for R. Westbrook,,119,103
455,4,0:52.0,Á. Abrines enters the game for R. Felton,,119,103
456,4,0:52.0,P. Patterson enters the game for C. Anthony,,119,103
457,4,0:52.0,D. Hamilton enters the game for J. Grant,,119,103
458,4,0:40.0,,D. Lee misses 3-pt jump shot from 25 ft,119,103
459,4,0:35.0,,Offensive rebound by M. Muscala,119,103
460,4,0:33.0,,D. Lee makes 2-pt layup from 1 ft (assist by M. Muscala),119,105
461,4,0:10.0,Á. Abrines misses 2-pt jump shot from 20 ft,,119,105
462,4,0:07.0,,Defensive rebound by D. Lee,119,105
463,4,0:02.0,,T. Dorsey makes 2-pt jump shot from 21 ft,119,107
