,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,HOUSTON_ACTION,LA LAKERS_SCORE,HOUSTON_SCORE
68,1,4:38.0,,T. Black makes 2-pt dunk from 1 ft (assist by J. Harden),22,17
69,1,4:25.0,Shooting foul by T. Black (drawn by L. Nance),,22,17
70,1,4:25.0,L. Nance misses free throw 1 of 2,,22,17
71,1,4:25.0,Offensive rebound by Team,,22,17
72,1,4:25.0,L. Nance makes free throw 2 of 2,,23,17
73,1,4:12.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),23,20
74,1,3:56.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,26,20
75,1,3:44.0,,T. Ariza misses 3-pt jump shot from 25 ft,26,20
76,1,3:42.0,Defensive rebound by K. Kuzma,,26,20
77,1,3:39.0,K. Kuzma makes 3-pt jump shot from 27 ft,,29,20
78,1,3:22.0,,J. Harden misses 2-pt layup from 1 ft,29,20
79,1,3:20.0,Defensive rebound by L. Ball,,29,20
80,1,3:13.0,L. Nance misses 2-pt layup from 1 ft,,29,20
81,1,3:10.0,,Defensive rebound by T. Ariza,29,20
82,1,3:05.0,,Turnover by J. Harden (turnover),29,20
83,1,3:05.0,,C. Paul enters the game for T. Ariza,29,20
84,1,2:52.0,Shooting foul by J. Harden (drawn by L. Nance),,29,20
85,1,2:52.0,LA Lakers full timeout,,29,20
86,1,2:52.0,L. Nance misses free throw 1 of 2,,29,20
87,1,2:52.0,Offensive rebound by Team,,29,20
88,1,2:52.0,L. Nance makes free throw 2 of 2,,30,20
89,1,2:43.0,,Turnover by T. Black (bad pass; steal by C. Brewer),30,20
90,1,2:39.0,C. Brewer makes 2-pt dunk from 1 ft,,32,20
91,1,2:25.0,,J. Harden misses 3-pt jump shot from 25 ft,32,20
92,1,2:22.0,Defensive rebound by L. Nance,,32,20
93,1,2:06.0,J. Clarkson misses 2-pt layup from 1 ft (block by T. Black),,32,20
94,1,2:03.0,,Defensive rebound by E. Gordon,32,20
95,1,1:58.0,,Turnover by J. Harden (bad pass),32,20
96,1,1:58.0,,R. Anderson enters the game for T. Black,32,20
97,1,1:38.0,C. Brewer makes 2-pt jump shot from 20 ft (assist by K. Kuzma),,34,20
98,1,1:25.0,,C. Paul misses 2-pt jump shot from 16 ft,34,20
99,1,1:21.0,Defensive rebound by C. Brewer,,34,20
100,1,1:16.0,L. Nance makes 2-pt layup at rim (assist by J. Clarkson),,36,20
101,1,1:08.0,,E. Gordon makes 2-pt layup from 1 ft,36,22
102,1,0:48.0,C. Brewer misses 2-pt layup from 1 ft,,36,22
103,1,0:48.0,,Defensive rebound by Team,36,22
104,1,0:48.0,Loose ball foul by L. Nance (drawn by R. Anderson),,36,22
105,1,0:48.0,,T. Ariza enters the game for J. Harden,36,22
106,1,0:32.0,,E. Gordon misses 2-pt jump shot from 22 ft,36,22
107,1,0:28.0,Defensive rebound by C. Brewer,,36,22
108,1,0:14.0,Personal foul by C. Paul (drawn by L. Nance),,36,22
109,1,0:14.0,L. Nance misses free throw 1 of 2,,36,22
110,1,0:14.0,Offensive rebound by Team,,36,22
111,1,0:14.0,J. Hart enters the game for K. Kuzma,,36,22
112,1,0:14.0,L. Nance makes free throw 2 of 2,,37,22
113,1,0:00.0,,C. Paul misses 3-pt jump shot from 25 ft,37,22
114,1,0:00.0,,Offensive rebound by P. Tucker,37,22
115,2,11:36.0,C. Brewer makes 3-pt jump shot from 25 ft (assist by L. Nance),,40,22
116,2,11:15.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by C. Paul),40,25
117,2,11:03.0,B. Ingram misses 2-pt layup from 1 ft,,40,25
118,2,11:01.0,,Defensive rebound by C. Paul,40,25
119,2,10:59.0,,Turnover by C. Paul (bad pass; steal by L. Nance),40,25
120,2,10:55.0,J. Clarkson misses 3-pt jump shot from 25 ft,,40,25
121,2,10:53.0,Offensive rebound by L. Nance,,40,25
122,2,10:52.0,J. Clarkson makes 2-pt jump shot from 9 ft (assist by L. Nance),,42,25
123,2,10:39.0,,Personal block foul by C. Brewer (drawn by E. Gordon),42,25
124,2,10:37.0,,R. Anderson misses 3-pt jump shot from 31 ft,42,25
125,2,10:34.0,Defensive rebound by A. Caruso,,42,25
126,2,10:14.0,C. Brewer misses 3-pt jump shot from 26 ft,,42,25
127,2,10:11.0,,Defensive rebound by C. Paul,42,25
128,2,10:10.0,,Shooting foul by A. Caruso (drawn by P. Tucker),42,25
129,2,10:10.0,,P. Tucker makes free throw 1 of 2,42,26
130,2,10:10.0,,P. Tucker misses free throw 2 of 2,42,26
131,2,10:10.0,Defensive rebound by A. Caruso,,42,26
132,2,9:53.0,L. Nance makes 2-pt jump shot from 18 ft (assist by J. Clarkson),,44,26
133,2,9:37.0,,Houston full timeout,44,26
134,2,9:28.0,,Turnover by C. Paul (bad pass; steal by C. Brewer),44,26
135,2,9:16.0,C. Brewer makes 2-pt dunk at rim (assist by L. Nance),,46,26
136,2,9:02.0,,E. Gordon misses 2-pt layup from 1 ft,46,26
137,2,8:59.0,Defensive rebound by C. Brewer,,46,26
138,2,8:57.0,Shooting foul by R. Anderson (drawn by C. Brewer),,46,26
139,2,8:57.0,C. Brewer makes free throw 1 of 2,,47,26
140,2,8:57.0,,J. Harden enters the game for R. Anderson,47,26
141,2,8:57.0,J. Hart enters the game for A. Caruso,,47,26
142,2,8:57.0,C. Brewer makes free throw 2 of 2,,48,26
143,2,8:39.0,,P. Tucker misses 2-pt layup from 1 ft,48,26
144,2,8:39.0,,Offensive rebound by Team,48,26
145,2,8:37.0,,J. Harden makes 3-pt jump shot from 22 ft (assist by C. Paul),48,29
146,2,8:37.0,,Shooting foul by J. Hart (drawn by J. Harden),48,29
147,2,8:37.0,,J. Harden makes free throw 1 of 1,48,30
148,2,8:14.0,J. Clarkson misses 2-pt jump shot from 6 ft,,48,30
149,2,8:11.0,,Defensive rebound by C. Paul,48,30
150,2,8:09.0,,C. Paul makes 2-pt jump shot from 3 ft,48,32
151,2,8:08.0,LA Lakers full timeout,,48,32
152,2,8:08.0,J. Randle enters the game for C. Brewer,,48,32
153,2,8:08.0,L. Ball enters the game for J. Clarkson,,48,32
154,2,8:08.0,K. Kuzma enters the game for L. Nance,,48,32
155,2,8:01.0,Personal foul by T. Ariza (drawn by B. Ingram),,48,32
156,2,7:44.0,J. Hart makes 3-pt jump shot from 26 ft (assist by K. Kuzma),,51,32
157,2,7:23.0,,J. Harden makes 2-pt layup from 2 ft,51,34
158,2,7:03.0,J. Hart misses 3-pt jump shot from 24 ft,,51,34
159,2,7:01.0,,Defensive rebound by P. Tucker,51,34
160,2,6:48.0,,N. Hilário enters the game for E. Gordon,51,34
161,2,6:42.0,,Shooting foul by L. Ball (drawn by J. Harden),51,34
162,2,6:42.0,,J. Harden makes free throw 1 of 2,51,35
163,2,6:42.0,,J. Harden makes free throw 2 of 2,51,36
164,2,6:33.0,L. Ball misses 2-pt jump shot from 11 ft,,51,36
165,2,6:29.0,,Defensive rebound by N. Hilário,51,36
166,2,6:21.0,,J. Harden makes 2-pt jump shot from 4 ft,51,38
167,2,6:00.0,J. Randle misses 2-pt jump shot from 17 ft,,51,38
168,2,5:58.0,,Defensive rebound by P. Tucker,51,38
169,2,5:44.0,,Turnover by C. Paul (bad pass),51,38
170,2,5:33.0,J. Randle makes 2-pt dunk at rim (assist by B. Ingram),,53,38
171,2,5:15.0,,J. Harden makes 2-pt layup from 1 ft,53,40
172,2,5:15.0,,Shooting foul by J. Randle (drawn by J. Harden),53,40
173,2,5:15.0,,J. Harden makes free throw 1 of 1,53,41
174,2,4:58.0,K. Kuzma makes 3-pt jump shot from 24 ft (assist by J. Randle),,56,41
175,2,4:45.0,,J. Harden makes 2-pt layup from 1 ft,56,43
176,2,4:35.0,J. Hart misses 2-pt layup from 4 ft (block by J. Harden),,56,43
177,2,4:35.0,Offensive rebound by Team,,56,43
178,2,4:34.0,LA Lakers full timeout,,56,43
179,2,4:28.0,,E. Gordon enters the game for C. Paul,56,43
180,2,4:23.0,Turnover by L. Ball (bad pass; steal by T. Ariza),,56,43
181,2,4:13.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),56,46
182,2,3:52.0,L. Ball misses 3-pt jump shot from 24 ft,,56,46
183,2,3:51.0,,Defensive rebound by Team,56,46
184,2,3:38.0,,J. Harden makes 2-pt jump shot from 2 ft,56,48
185,2,3:24.0,L. Ball misses 2-pt jump shot from 20 ft,,56,48
186,2,3:22.0,,Defensive rebound by P. Tucker,56,48
187,2,3:10.0,,J. Harden makes 3-pt jump shot from 26 ft,56,51
188,2,2:50.0,K. Kuzma makes 3-pt jump shot from 30 ft (assist by B. Ingram),,59,51
189,2,2:37.0,,T. Ariza misses 3-pt jump shot from 23 ft,59,51
190,2,2:34.0,Defensive rebound by K. Kuzma,,59,51
191,2,2:24.0,J. Hart misses 3-pt jump shot from 24 ft,,59,51
192,2,2:20.0,,Defensive rebound by T. Ariza,59,51
193,2,2:15.0,,Personal foul by B. Ingram (drawn by N. Hilário),59,51
194,2,2:15.0,,N. Hilário misses free throw 1 of 2,59,51
195,2,2:15.0,,Offensive rebound by Team,59,51
196,2,2:15.0,,N. Hilário makes free throw 2 of 2,59,52
197,2,2:02.0,Turnover by B. Ingram (bad pass; steal by E. Gordon),,59,52
198,2,1:57.0,,P. Tucker misses 3-pt jump shot from 23 ft,59,52
199,2,1:55.0,Defensive rebound by J. Randle,,59,52
200,2,1:50.0,J. Randle makes 2-pt layup at rim,,61,52
201,2,1:34.0,,J. Harden makes 2-pt layup from 1 ft,61,54
202,2,1:15.0,Offensive foul by J. Randle (drawn by T. Ariza),,61,54
203,2,1:15.0,Turnover by J. Randle (offensive foul),,61,54
204,2,0:54.0,,E. Gordon misses 3-pt jump shot from 26 ft,61,54
205,2,0:51.0,Defensive rebound by Team,,61,54
206,2,0:32.0,Turnover by L. Ball (turnover),,61,54
207,2,0:27.0,,Personal foul by J. Hart (drawn by J. Harden),61,54
208,2,0:27.0,,J. Harden makes free throw 1 of 2,61,55
209,2,0:27.0,,J. Harden makes free throw 2 of 2,61,56
210,2,0:11.0,K. Kuzma makes 2-pt layup from 1 ft (assist by L. Ball),,63,56
211,2,0:00.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by N. Hilário),63,59
212,3,11:42.0,Shooting foul by P. Tucker (drawn by K. Kuzma),,63,59
213,3,11:42.0,K. Kuzma misses free throw 1 of 3,,63,59
214,3,11:42.0,Offensive rebound by Team,,63,59
215,3,11:42.0,K. Kuzma misses free throw 2 of 3,,63,59
216,3,11:42.0,Offensive rebound by Team,,63,59
217,3,11:42.0,L. Nance enters the game for A. Bogut,,63,59
218,3,11:42.0,K. Kuzma makes free throw 3 of 3,,64,59
219,3,11:26.0,,C. Paul misses 3-pt jump shot from 23 ft,64,59
220,3,11:23.0,Defensive rebound by L. Nance,,64,59
221,3,11:06.0,B. Ingram misses 2-pt jump shot from 16 ft,,64,59
222,3,11:04.0,Offensive rebound by L. Nance,,64,59
223,3,11:02.0,L. Ball misses 3-pt jump shot from 24 ft,,64,59
224,3,10:58.0,,Defensive rebound by T. Ariza,64,59
225,3,10:49.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by C. Paul),64,62
226,3,10:36.0,Personal foul by R. Anderson (drawn by L. Nance),,64,62
227,3,10:27.0,B. Ingram misses 2-pt jump shot from 9 ft,,64,62
228,3,10:25.0,Offensive rebound by B. Ingram,,64,62
229,3,10:24.0,B. Ingram misses 2-pt layup from 2 ft,,64,62
230,3,10:24.0,,Defensive rebound by C. Paul,64,62
231,3,10:20.0,,Shooting foul by L. Nance (drawn by J. Harden),64,62
232,3,10:20.0,,J. Harden misses free throw 1 of 2,64,62
233,3,10:20.0,,Offensive rebound by Team,64,62
234,3,10:20.0,,J. Harden misses free throw 2 of 2,64,62
235,3,10:19.0,,Offensive rebound by Team,64,62
236,3,10:11.0,,R. Anderson misses 3-pt jump shot from 27 ft,64,62
237,3,10:07.0,Defensive rebound by J. Hart,,64,62
238,3,9:55.0,Turnover by L. Ball (bad pass; steal by J. Harden),,64,62
239,3,9:46.0,,Def 3 sec tech foul by K. Kuzma,64,62
240,3,9:46.0,,C. Paul makes technical free throw,64,63
241,3,9:35.0,,R. Anderson makes 2-pt layup from 1 ft (assist by J. Harden),64,65
242,3,9:12.0,L. Ball misses 3-pt jump shot from 25 ft,,64,65
243,3,9:09.0,,Defensive rebound by T. Ariza,64,65
244,3,8:47.0,,P. Tucker misses 2-pt layup from 2 ft (block by K. Kuzma),64,65
245,3,8:47.0,,Offensive rebound by Team,64,65
246,3,8:47.0,,Turnover by Team (shot clock),64,65
247,3,8:41.0,L. Ball makes 2-pt layup at rim,,66,65
248,3,8:41.0,Shooting foul by J. Harden (drawn by L. Ball),,66,65
249,3,8:41.0,L. Ball misses free throw 1 of 1,,66,65
250,3,8:41.0,,Defensive rebound by T. Ariza,66,65
251,3,8:21.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by T. Ariza),66,68
252,3,8:07.0,K. Kuzma misses 3-pt jump shot from 25 ft,,66,68
253,3,7:59.0,Offensive rebound by L. Nance,,66,68
254,3,7:59.0,L. Nance makes 2-pt dunk at rim,,68,68
255,3,7:55.0,,J. Harden misses 2-pt jump shot from 8 ft,68,68
256,3,7:53.0,Defensive rebound by J. Hart,,68,68
257,3,7:48.0,L. Ball makes 2-pt layup from 1 ft (assist by J. Hart),,70,68
258,3,7:26.0,,T. Ariza misses 3-pt jump shot from 24 ft,70,68
259,3,7:24.0,Defensive rebound by J. Hart,,70,68
260,3,7:17.0,Personal foul by J. Harden (drawn by L. Nance),,70,68
261,3,7:08.0,J. Hart misses 2-pt layup from 2 ft,,70,68
262,3,7:06.0,,Defensive rebound by C. Paul,70,68
263,3,7:01.0,,T. Ariza misses 3-pt jump shot from 24 ft,70,68
264,3,6:57.0,Defensive rebound by L. Ball,,70,68
265,3,6:51.0,K. Kuzma makes 2-pt layup from 2 ft (assist by L. Ball),,72,68
266,3,6:51.0,Shooting foul by P. Tucker (drawn by K. Kuzma),,72,68
267,3,6:51.0,,Houston full timeout,72,68
268,3,6:51.0,,E. Gordon enters the game for C. Paul,72,68
269,3,6:51.0,,N. Hilário enters the game for R. Anderson,72,68
270,3,6:51.0,K. Kuzma makes free throw 1 of 1,,73,68
271,3,6:34.0,,J. Harden makes 3-pt jump shot from 25 ft,73,71
272,3,6:25.0,B. Ingram makes 2-pt jump shot from 15 ft (assist by L. Ball),,75,71
273,3,6:11.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by P. Tucker),75,74
274,3,5:56.0,K. Kuzma misses 3-pt jump shot from 25 ft,,75,74
275,3,5:52.0,,Defensive rebound by T. Ariza,75,74
276,3,5:49.0,,Personal foul by J. Hart (drawn by J. Harden),75,74
277,3,5:40.0,,E. Gordon misses 3-pt jump shot from 27 ft,75,74
278,3,5:38.0,,Offensive rebound by P. Tucker,75,74
279,3,5:26.0,,E. Gordon makes 2-pt layup from 1 ft (assist by T. Ariza),75,76
280,3,5:14.0,L. Ball misses 2-pt layup from 2 ft (block by E. Gordon),,75,76
281,3,5:14.0,,Defensive rebound by Team,75,76
282,3,5:14.0,A. Bogut enters the game for J. Hart,,75,76
283,3,5:14.0,C. Brewer enters the game for L. Nance,,75,76
284,3,5:00.0,,J. Harden makes 2-pt layup from 1 ft,75,78
285,3,4:48.0,L. Ball makes 3-pt jump shot from 23 ft (assist by K. Kuzma),,78,78
286,3,4:35.0,,Turnover by J. Harden (lost ball; steal by B. Ingram),78,78
287,3,4:32.0,Shooting foul by E. Gordon (drawn by B. Ingram),,78,78
288,3,4:32.0,B. Ingram makes free throw 1 of 2,,79,78
289,3,4:32.0,B. Ingram makes free throw 2 of 2,,80,78
290,3,4:24.0,,Personal foul by C. Brewer (drawn by E. Gordon),80,78
291,3,4:18.0,,T. Ariza misses 2-pt layup from 1 ft,80,78
292,3,4:17.0,,Offensive rebound by N. Hilário,80,78
293,3,4:17.0,,Shooting foul by A. Bogut (drawn by N. Hilário),80,78
294,3,4:17.0,,N. Hilário makes free throw 1 of 2,80,79
295,3,4:17.0,,N. Hilário misses free throw 2 of 2,80,79
296,3,4:17.0,Defensive rebound by K. Kuzma,,80,79
297,3,4:02.0,K. Kuzma misses 2-pt jump shot from 14 ft,,80,79
298,3,3:57.0,,Defensive rebound by P. Tucker,80,79
299,3,3:45.0,,Turnover by J. Harden (lost ball; steal by C. Brewer),80,79
300,3,3:43.0,Shooting foul by P. Tucker (drawn by K. Kuzma),,80,79
301,3,3:43.0,K. Kuzma makes free throw 1 of 2,,81,79
302,3,3:43.0,,C. Paul enters the game for P. Tucker,81,79
303,3,3:43.0,K. Kuzma makes free throw 2 of 2,,82,79
304,3,3:36.0,,Personal foul by C. Brewer (drawn by J. Harden),82,79
305,3,3:36.0,,J. Harden makes free throw 1 of 2,82,80
306,3,3:36.0,,J. Harden makes free throw 2 of 2,82,81
307,3,3:26.0,B. Ingram misses 3-pt jump shot from 25 ft,,82,81
308,3,3:22.0,,Defensive rebound by N. Hilário,82,81
309,3,3:09.0,,N. Hilário misses 2-pt layup from 3 ft (block by A. Bogut),82,81
310,3,3:06.0,Defensive rebound by L. Ball,,82,81
311,3,3:03.0,K. Kuzma misses 2-pt layup from 1 ft,,82,81
312,3,2:59.0,Offensive rebound by K. Kuzma,,82,81
313,3,2:56.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by C. Brewer),,85,81
314,3,2:44.0,,Personal foul by L. Ball (drawn by C. Paul),85,81
315,3,2:44.0,LA Lakers full timeout,,85,81
316,3,2:44.0,,R. Anderson enters the game for N. Hilário,85,81
317,3,2:44.0,J. Clarkson enters the game for B. Ingram,,85,81
318,3,2:44.0,L. Nance enters the game for A. Bogut,,85,81
319,3,2:44.0,,C. Paul makes free throw 1 of 2,85,82
320,3,2:44.0,,C. Paul makes free throw 2 of 2,85,83
321,3,2:31.0,L. Nance makes 2-pt dunk from 1 ft (assist by K. Kuzma),,87,83
322,3,2:17.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),87,86
323,3,2:06.0,L. Ball misses 3-pt jump shot from 25 ft,,87,86
324,3,2:04.0,,Defensive rebound by R. Anderson,87,86
325,3,1:50.0,,J. Harden misses 2-pt jump shot from 7 ft (block by L. Ball),87,86
326,3,1:47.0,,Offensive rebound by R. Anderson,87,86
327,3,1:44.0,,E. Gordon misses 3-pt jump shot from 25 ft,87,86
328,3,1:44.0,Defensive rebound by L. Ball,,87,86
329,3,1:37.0,L. Ball makes 2-pt jump shot from 20 ft,,89,86
330,3,1:11.0,,C. Paul makes 3-pt jump shot from 25 ft,89,89
331,3,0:57.0,J. Clarkson misses 3-pt jump shot from 24 ft,,89,89
332,3,0:54.0,Offensive rebound by L. Nance,,89,89
333,3,0:53.0,J. Clarkson misses 2-pt jump shot from 13 ft,,89,89
334,3,0:53.0,Offensive rebound by Team,,89,89
335,3,0:52.0,,Loose ball foul by R. Anderson (drawn by C. Brewer),89,89
336,3,0:52.0,C. Brewer makes free throw 1 of 2,,90,89
337,3,0:52.0,,P. Tucker enters the game for T. Ariza,90,89
338,3,0:52.0,C. Brewer misses free throw 2 of 2,,90,89
339,3,0:52.0,,Defensive rebound by J. Harden,90,89
340,3,0:36.0,,C. Paul misses 3-pt jump shot from 26 ft,90,89
341,3,0:33.0,Defensive rebound by C. Brewer,,90,89
342,3,0:30.0,C. Brewer makes 2-pt layup from 3 ft,,92,89
343,3,0:30.0,Shooting foul by C. Paul (drawn by C. Brewer),,92,89
344,3,0:30.0,C. Brewer misses free throw 1 of 1,,92,89
345,3,0:30.0,,Defensive rebound by J. Harden,92,89
346,3,0:10.0,,J. Harden misses 2-pt layup at rim,92,89
347,3,0:08.0,Defensive rebound by L. Ball,,92,89
348,3,0:05.0,Shooting block foul by R. Anderson (drawn by C. Brewer),,92,89
349,3,0:05.0,,Technical foul by R. Anderson,92,89
350,3,0:05.0,J. Clarkson misses technical free throw,,92,89
351,3,0:05.0,Offensive rebound by Team,,92,89
352,3,0:05.0,J. Hart enters the game for L. Nance,,92,89
353,3,0:05.0,C. Brewer makes free throw 1 of 2,,93,89
354,3,0:05.0,C. Brewer makes free throw 2 of 2,,94,89
355,4,11:50.0,,R. Anderson misses 3-pt jump shot from 29 ft,94,89
356,4,11:46.0,Defensive rebound by B. Ingram,,94,89
357,4,11:36.0,J. Clarkson misses 2-pt jump shot from 19 ft,,94,89
358,4,11:29.0,Offensive rebound by L. Nance,,94,89
359,4,11:29.0,L. Nance makes 2-pt dunk at rim,,96,89
360,4,11:14.0,,C. Paul misses 3-pt jump shot from 25 ft,96,89
361,4,11:11.0,Defensive rebound by K. Kuzma,,96,89
362,4,11:09.0,Personal foul by C. Paul (drawn by C. Brewer),,96,89
363,4,11:09.0,,J. Harden enters the game for C. Paul,96,89
364,4,10:55.0,J. Clarkson misses 2-pt jump shot from 13 ft,,96,89
365,4,10:54.0,,Defensive rebound by Team,96,89
366,4,10:37.0,,Turnover by T. Ariza (out of bounds lost ball),96,89
367,4,10:27.0,B. Ingram misses 2-pt jump shot from 18 ft,,96,89
368,4,10:24.0,,Defensive rebound by T. Ariza,96,89
369,4,10:14.0,,J. Harden misses 2-pt layup at rim,96,89
370,4,10:14.0,,Offensive rebound by Team,96,89
371,4,10:04.0,,P. Tucker misses 3-pt jump shot from 23 ft,96,89
372,4,10:02.0,Defensive rebound by B. Ingram,,96,89
373,4,9:57.0,Shooting block foul by P. Tucker (drawn by B. Ingram),,96,89
374,4,9:57.0,B. Ingram misses free throw 2 of 2,,96,89
375,4,9:57.0,,Defensive rebound by P. Tucker,96,89
376,4,9:57.0,B. Ingram makes free throw 1 of 2,,97,89
377,4,9:57.0,,N. Hilário enters the game for R. Anderson,97,89
378,4,9:57.0,J. Hart enters the game for K. Kuzma,,97,89
379,4,9:57.0,A. Bogut enters the game for L. Nance,,97,89
380,4,9:41.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),97,92
381,4,9:18.0,J. Hart misses 2-pt jump shot from 9 ft,,97,92
382,4,9:16.0,,Defensive rebound by P. Tucker,97,92
383,4,9:07.0,,J. Harden misses 2-pt jump shot from 14 ft,97,92
384,4,9:02.0,Defensive rebound by B. Ingram,,97,92
385,4,8:49.0,J. Hart makes 3-pt jump shot from 25 ft (assist by B. Ingram),,100,92
386,4,8:35.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),100,95
387,4,8:13.0,B. Ingram misses 2-pt layup from 2 ft (block by T. Ariza),,100,95
388,4,8:11.0,,Defensive rebound by J. Harden,100,95
389,4,8:11.0,,Personal foul by A. Bogut (drawn by J. Harden),100,95
