,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
0,1,11:39.0,,A. Horford misses 2-pt hook shot from 5 ft,0,0
1,1,11:38.0,,Offensive rebound by J. Brown,0,0
2,1,11:38.0,,J. Brown makes 2-pt layup at rim,0,2
3,1,11:25.0,G. Antetokounmpo makes 2-pt jump shot from 3 ft,,2,2
4,1,11:25.0,Shooting foul by A. Baynes (drawn by G. Antetokounmpo),,2,2
5,1,11:25.0,G. Antetokounmpo makes free throw 1 of 1,,3,2
6,1,11:02.0,,J. Tatum misses 2-pt jump shot from 20 ft,3,2
7,1,11:00.0,Defensive rebound by K. Middleton,,3,2
8,1,10:52.0,Turnover by G. Antetokounmpo (bad pass; steal by T. Rozier),,3,2
9,1,10:51.0,,T. Rozier makes 2-pt layup from 1 ft,3,4
10,1,10:51.0,Violation by K. Middleton (def goaltending),,3,4
11,1,10:35.0,J. Henson makes 2-pt layup from 2 ft,,5,4
12,1,10:10.0,,J. Tatum misses 3-pt jump shot from 23 ft,5,4
13,1,10:07.0,,Offensive rebound by A. Baynes,5,4
14,1,10:05.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by T. Rozier),5,7
15,1,9:46.0,Personal foul by T. Rozier (drawn by E. Bledsoe),,5,7
16,1,9:40.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by J. Henson),,7,7
17,1,9:25.0,,Turnover by J. Tatum (lost ball; steal by G. Antetokounmpo),7,7
18,1,9:04.0,G. Antetokounmpo makes 2-pt jump shot from 17 ft,,9,7
19,1,8:47.0,,J. Brown misses 3-pt jump shot from 27 ft,9,7
20,1,8:45.0,Defensive rebound by J. Henson,,9,7
21,1,8:40.0,G. Antetokounmpo makes 2-pt jump shot from 3 ft,,11,7
22,1,8:23.0,,J. Brown makes 2-pt jump shot from 12 ft (assist by J. Tatum),11,9
23,1,8:03.0,J. Henson misses 2-pt jump shot from 9 ft,,11,9
24,1,8:01.0,,Defensive rebound by A. Horford,11,9
25,1,7:54.0,,T. Rozier misses 2-pt layup at rim,11,9
26,1,7:53.0,,Offensive rebound by A. Baynes,11,9
27,1,7:53.0,,A. Baynes misses 2-pt layup from 1 ft,11,9
28,1,7:53.0,,Offensive rebound by Team,11,9
29,1,7:52.0,,G. Yabusele enters the game for A. Baynes,11,9
30,1,7:52.0,T. Zeller enters the game for J. Henson,,11,9
31,1,7:47.0,,T. Rozier makes 2-pt jump shot from 9 ft,11,11
32,1,7:32.0,T. Snell misses 3-pt jump shot from 23 ft,,11,11
33,1,7:30.0,,Defensive rebound by J. Brown,11,11
34,1,7:22.0,,J. Brown misses 2-pt jump shot from 2 ft,11,11
35,1,7:20.0,Defensive rebound by G. Antetokounmpo,,11,11
36,1,7:07.0,E. Bledsoe misses 2-pt layup at rim,,11,11
37,1,7:06.0,Offensive rebound by E. Bledsoe,,11,11
38,1,7:06.0,E. Bledsoe makes 2-pt layup at rim,,13,11
39,1,7:00.0,,Personal foul by E. Bledsoe (drawn by T. Rozier),13,11
40,1,6:48.0,,A. Horford misses 2-pt jump shot from 17 ft,13,11
41,1,6:43.0,,Offensive rebound by G. Yabusele,13,11
42,1,6:39.0,,T. Rozier makes 3-pt jump shot from 24 ft (assist by G. Yabusele),13,14
43,1,6:16.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,13,14
44,1,6:14.0,Offensive rebound by T. Zeller,,13,14
45,1,6:12.0,Turnover by T. Zeller (bad pass; steal by J. Tatum),,13,14
46,1,6:00.0,,J. Tatum misses 2-pt layup from 2 ft,13,14
47,1,5:58.0,Defensive rebound by T. Zeller,,13,14
48,1,5:54.0,E. Bledsoe misses 3-pt jump shot from 22 ft,,13,14
49,1,5:50.0,,Defensive rebound by J. Brown,13,14
50,1,5:45.0,,J. Brown makes 2-pt dunk from 2 ft,13,16
51,1,5:45.0,Milwaukee full timeout,,13,16
52,1,5:45.0,,M. Morris enters the game for J. Tatum,13,16
53,1,5:45.0,J. Parker enters the game for T. Snell,,13,16
54,1,5:45.0,M. Brogdon enters the game for G. Antetokounmpo,,13,16
55,1,5:33.0,E. Bledsoe makes 2-pt layup from 2 ft,,15,16
56,1,5:11.0,,M. Morris makes 2-pt jump shot from 9 ft,15,18
57,1,4:55.0,J. Parker misses 2-pt jump shot from 20 ft,,15,18
58,1,4:53.0,,Defensive rebound by M. Morris,15,18
59,1,4:45.0,,Shooting foul by K. Middleton (drawn by A. Horford),15,18
60,1,4:45.0,,A. Horford makes free throw 1 of 2,15,19
61,1,4:45.0,,G. Monroe enters the game for G. Yabusele,15,19
62,1,4:45.0,,A. Horford misses free throw 2 of 2,15,19
63,1,4:41.0,Defensive rebound by K. Middleton,,15,19
64,1,4:27.0,Turnover by K. Middleton (bad pass; steal by M. Morris),,15,19
65,1,4:24.0,,A. Horford makes 2-pt dunk at rim,15,21
66,1,4:06.0,M. Brogdon makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),,17,21
67,1,3:51.0,,A. Horford makes 2-pt hook shot from 3 ft,17,23
68,1,3:35.0,M. Brogdon misses 2-pt jump shot from 9 ft,,17,23
69,1,3:35.0,,Defensive rebound by M. Morris,17,23
70,1,3:18.0,,Shooting foul by T. Zeller (drawn by G. Monroe),17,23
71,1,3:18.0,Technical foul by E. Bledsoe,,17,23
72,1,3:18.0,,M. Morris makes technical free throw,17,24
73,1,3:18.0,,G. Monroe makes free throw 1 of 2,17,25
74,1,3:18.0,J. Henson enters the game for E. Bledsoe,,17,25
75,1,3:18.0,J. Terry enters the game for T. Zeller,,17,25
76,1,3:18.0,,G. Monroe misses free throw 2 of 2,17,25
77,1,3:18.0,Defensive rebound by K. Middleton,,17,25
78,1,3:02.0,M. Brogdon makes 2-pt jump shot from 15 ft (assist by J. Henson),,19,25
79,1,2:51.0,,Boston full timeout,19,25
80,1,2:51.0,G. Antetokounmpo enters the game for K. Middleton,,19,25
81,1,2:49.0,,Personal foul by M. Brogdon (drawn by T. Rozier),19,25
82,1,2:36.0,,M. Morris misses 3-pt jump shot from 26 ft,19,25
83,1,2:32.0,,Offensive rebound by A. Horford,19,25
84,1,2:32.0,,G. Monroe makes 2-pt layup from 1 ft (assist by A. Horford),19,27
85,1,2:09.0,Turnover by J. Henson (bad pass),,19,27
86,1,2:09.0,,G. Yabusele enters the game for A. Horford,19,27
87,1,2:00.0,,J. Brown misses 3-pt jump shot from 25 ft,19,27
88,1,1:58.0,Defensive rebound by G. Antetokounmpo,,19,27
89,1,1:50.0,Personal foul by G. Yabusele (drawn by J. Henson),,19,27
90,1,1:41.0,Turnover by M. Brogdon (bad pass),,19,27
91,1,1:30.0,,J. Brown makes 3-pt jump shot from 27 ft (assist by T. Rozier),19,30
92,1,1:13.0,Turnover by M. Brogdon (lost ball; steal by G. Yabusele),,19,30
93,1,0:58.0,,G. Yabusele misses 3-pt jump shot from 26 ft,19,30
94,1,0:56.0,Defensive rebound by M. Brogdon,,19,30
95,1,0:52.0,Shooting foul by G. Monroe (drawn by G. Antetokounmpo),,19,30
96,1,0:52.0,G. Antetokounmpo makes free throw 1 of 2,,20,30
97,1,0:52.0,,S. Larkin enters the game for J. Brown,20,30
98,1,0:52.0,,J. Tatum enters the game for T. Rozier,20,30
99,1,0:52.0,G. Antetokounmpo misses free throw 2 of 2,,20,30
100,1,0:51.0,,Defensive rebound by G. Monroe,20,30
101,1,0:42.0,,Personal foul by J. Parker (drawn by M. Morris),20,30
102,1,0:42.0,,M. Morris makes free throw 1 of 2,20,31
103,1,0:42.0,,A. Baynes enters the game for G. Monroe,20,31
104,1,0:42.0,,M. Morris misses free throw 2 of 2,20,31
105,1,0:39.0,Defensive rebound by J. Terry,,20,31
106,1,0:34.0,M. Brogdon makes 2-pt layup from 2 ft (assist by J. Terry),,22,31
107,1,0:12.0,,S. Larkin makes 2-pt layup from 1 ft,22,33
108,1,0:12.0,Violation by J. Henson (def goaltending),,22,33
109,1,0:03.0,Turnover by M. Brogdon (bad pass; steal by G. Yabusele),,22,33
110,2,11:48.0,S. Muhammad misses 2-pt layup from 2 ft (block by G. Monroe),,22,33
111,2,11:46.0,,Defensive rebound by G. Yabusele,22,33
112,2,11:32.0,,M. Morris misses 2-pt layup from 1 ft (block by E. Bledsoe),22,33
113,2,11:29.0,Defensive rebound by J. Henson,,22,33
114,2,11:29.0,Shooting foul by J. Tatum (drawn by S. Muhammad),,22,33
115,2,11:29.0,S. Muhammad misses free throw 1 of 2,,22,33
116,2,11:29.0,Offensive rebound by Team,,22,33
117,2,11:29.0,S. Muhammad misses free throw 2 of 2,,22,33
118,2,11:26.0,,Defensive rebound by G. Monroe,22,33
119,2,11:22.0,,Personal foul by S. Muhammad (drawn by M. Morris),22,33
120,2,11:10.0,,M. Morris misses 2-pt jump shot from 5 ft,22,33
121,2,11:08.0,Defensive rebound by E. Bledsoe,,22,33
122,2,10:53.0,Turnover by E. Bledsoe (out of bounds lost ball),,22,33
123,2,10:42.0,,G. Monroe makes 2-pt dunk at rim (assist by S. Larkin),22,35
124,2,10:25.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,24,35
125,2,10:13.0,,G. Yabusele misses 3-pt jump shot from 26 ft,24,35
126,2,10:11.0,Defensive rebound by T. Snell,,24,35
127,2,10:06.0,S. Muhammad makes 2-pt dunk at rim (assist by G. Antetokounmpo),,26,35
128,2,9:52.0,,J. Tatum misses 2-pt layup from 1 ft,26,35
129,2,9:51.0,Defensive rebound by T. Snell,,26,35
130,2,9:45.0,G. Antetokounmpo makes 2-pt jump shot from 11 ft,,28,35
131,2,9:45.0,Shooting foul by S. Larkin (drawn by G. Antetokounmpo),,28,35
132,2,9:45.0,G. Antetokounmpo misses free throw 1 of 1,,28,35
133,2,9:45.0,,Defensive rebound by G. Yabusele,28,35
134,2,9:23.0,,J. Tatum misses 3-pt jump shot from 22 ft,28,35
135,2,9:21.0,Defensive rebound by G. Antetokounmpo,,28,35
136,2,9:17.0,G. Antetokounmpo makes 2-pt layup at rim,,30,35
137,2,9:13.0,,Boston full timeout,30,35
138,2,9:13.0,,A. Baynes enters the game for G. Yabusele,30,35
139,2,9:13.0,,T. Rozier enters the game for G. Monroe,30,35
140,2,9:03.0,,Turnover by M. Morris (bad pass; steal by S. Muhammad),30,35
