,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,UTAH_ACTION,OKLAHOMA CITY_SCORE,UTAH_SCORE
0,1,11:40.0,C. Brewer makes 3-pt jump shot from 24 ft (assist by P. George),,3,0
1,1,11:13.0,,D. Mitchell misses 3-pt jump shot from 28 ft,3,0
2,1,11:13.0,Defensive rebound by Team,,3,0
3,1,10:53.0,P. George misses 2-pt jump shot from 13 ft,,3,0
4,1,10:51.0,,Defensive rebound by D. Mitchell,3,0
5,1,10:43.0,,J. Ingles misses 3-pt jump shot from 22 ft,3,0
6,1,10:40.0,Defensive rebound by R. Westbrook,,3,0
7,1,10:37.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,5,0
8,1,10:14.0,,R. Gobert misses 2-pt layup from 3 ft,5,0
9,1,10:12.0,Defensive rebound by P. George,,5,0
10,1,10:08.0,C. Anthony misses 3-pt jump shot from 23 ft,,5,0
11,1,10:05.0,,Defensive rebound by D. Mitchell,5,0
12,1,9:55.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),5,2
13,1,9:38.0,P. George misses 2-pt jump shot from 17 ft (block by J. Ingles),,5,2
14,1,9:34.0,,Defensive rebound by R. Gobert,5,2
15,1,9:25.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),5,4
16,1,9:09.0,R. Westbrook makes 2-pt layup from 2 ft,,7,4
17,1,8:52.0,,Offensive foul by R. Gobert (drawn by S. Adams),7,4
18,1,8:52.0,,Turnover by R. Gobert (offensive foul),7,4
19,1,8:40.0,C. Anthony misses 2-pt layup from 1 ft,,7,4
20,1,8:38.0,,Defensive rebound by D. Favors,7,4
21,1,8:34.0,,D. Mitchell misses 2-pt layup from 2 ft (block by C. Brewer),7,4
22,1,8:30.0,Defensive rebound by S. Adams,,7,4
23,1,8:22.0,Personal foul by D. Favors (drawn by C. Anthony),,7,4
24,1,8:22.0,Technical foul by P. George,,7,4
25,1,8:22.0,,R. Rubio makes technical free throw,7,5
26,1,8:16.0,R. Westbrook misses 2-pt layup from 3 ft (block by R. Gobert),,7,5
27,1,8:16.0,Offensive rebound by Team,,7,5
28,1,8:16.0,Personal foul by J. Ingles (drawn by P. George),,7,5
29,1,8:16.0,,J. Crowder enters the game for J. Ingles,7,5
30,1,8:12.0,Personal foul by R. Rubio (drawn by R. Westbrook),,7,5
31,1,8:04.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,9,5
32,1,7:51.0,,D. Mitchell makes 3-pt jump shot from 25 ft,9,8
33,1,7:39.0,R. Westbrook misses 2-pt layup from 1 ft,,9,8
34,1,7:38.0,,Defensive rebound by Team,9,8
35,1,7:24.0,,J. Crowder misses 2-pt layup from 2 ft,9,8
36,1,7:21.0,,Offensive rebound by D. Favors,9,8
37,1,7:20.0,,D. Favors makes 2-pt layup from 2 ft,9,10
38,1,7:04.0,S. Adams makes 2-pt hook shot from 4 ft,,11,10
39,1,6:48.0,,Turnover by J. Crowder (lost ball; steal by P. George),11,10
40,1,6:44.0,P. George makes 2-pt layup from 1 ft,,13,10
41,1,6:44.0,,Utah full timeout,13,10
42,1,6:26.0,,D. Favors makes 2-pt jump shot from 7 ft,13,12
43,1,6:08.0,R. Westbrook misses 3-pt jump shot from 24 ft,,13,12
44,1,6:07.0,,Defensive rebound by R. Gobert,13,12
45,1,5:59.0,,D. Mitchell makes 2-pt layup from 1 ft,13,14
46,1,5:41.0,P. George makes 3-pt jump shot from 24 ft,,16,14
47,1,5:15.0,,R. O'Neale enters the game for D. Favors,16,14
48,1,5:14.0,,D. Mitchell misses 2-pt jump shot from 12 ft,16,14
49,1,5:14.0,,Offensive rebound by Team,16,14
50,1,5:14.0,,Turnover by Team (shot clock),16,14
51,1,5:03.0,Turnover by R. Westbrook (lost ball; steal by R. Rubio),,16,14
52,1,4:58.0,,J. Crowder misses 2-pt layup from 2 ft (block by S. Adams),16,14
53,1,4:58.0,,Offensive rebound by Team,16,14
54,1,4:51.0,,Personal foul by R. Westbrook (drawn by R. Rubio),16,14
55,1,4:43.0,,Personal foul by C. Brewer (drawn by D. Mitchell),16,14
56,1,4:32.0,,R. Rubio misses 3-pt jump shot from 25 ft,16,14
57,1,4:28.0,Defensive rebound by C. Anthony,,16,14
58,1,4:24.0,Personal foul by R. O'Neale (drawn by P. George),,16,14
59,1,4:15.0,R. Westbrook makes 2-pt jump shot from 14 ft,,18,14
60,1,4:09.0,,Away from play foul by R. Westbrook (drawn by R. Rubio),18,14
61,1,4:09.0,,R. Rubio makes free throw 1 of 1,18,15
62,1,3:52.0,,D. Mitchell makes 2-pt layup at rim,18,17
63,1,3:43.0,R. Westbrook misses 2-pt jump shot from 16 ft,,18,17
64,1,3:42.0,Offensive rebound by R. Westbrook,,18,17
65,1,3:42.0,Personal foul by R. O'Neale (drawn by R. Westbrook),,18,17
66,1,3:42.0,R. Westbrook makes free throw 1 of 2,,19,17
67,1,3:42.0,,D. Favors enters the game for R. Gobert,19,17
68,1,3:42.0,P. Patterson enters the game for S. Adams,,19,17
69,1,3:42.0,R. Westbrook makes free throw 2 of 2,,20,17
70,1,3:33.0,,Turnover by R. Rubio (traveling),20,17
