,QUARTER,TIME_REMAINING,INDIANA_ACTION,MIAMI_ACTION,INDIANA_SCORE,MIAMI_SCORE
327,4,6:14.0,,J. Richardson enters the game for D. Waiters,105,75
328,4,6:04.0,,Turnover by G. Dragić (traveling),105,75
329,4,5:40.0,V. Oladipo misses 2-pt layup from 5 ft,,105,75
330,4,5:40.0,Offensive rebound by D. Sabonis,,105,75
331,4,5:40.0,Turnover by Team (shot clock),,105,75
332,4,5:24.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by G. Dragić),105,78
333,4,5:07.0,V. Oladipo misses 2-pt dunk from 3 ft (block by H. Whiteside),,105,78
334,4,5:03.0,,Defensive rebound by J. Richardson,105,78
335,4,5:01.0,,W. Ellington makes 3-pt jump shot from 27 ft (assist by J. Richardson),105,81
336,4,5:01.0,Indiana full timeout,,105,81
337,4,5:01.0,D. Collison enters the game for V. Oladipo,,105,81
338,4,5:01.0,M. Turner enters the game for D. Sabonis,,105,81
339,4,4:46.0,Turnover by L. Stephenson (bad pass; steal by G. Dragić),,105,81
340,4,4:37.0,,H. Whiteside misses 2-pt jump shot from 7 ft (block by M. Turner),105,81
341,4,4:37.0,,Offensive rebound by Team,105,81
342,4,4:26.0,,J. Richardson misses 2-pt jump shot from 8 ft,105,81
343,4,4:25.0,Defensive rebound by Team,,105,81
344,4,4:12.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by D. Collison),,108,81
345,4,3:53.0,,H. Whiteside makes 2-pt jump shot from 9 ft (assist by G. Dragić),108,83
346,4,3:35.0,M. Turner misses 2-pt jump shot from 19 ft,,108,83
347,4,3:32.0,,Defensive rebound by G. Dragić,108,83
348,4,3:26.0,,Shooting foul by C. Joseph (drawn by H. Whiteside),108,83
349,4,3:26.0,,H. Whiteside makes free throw 1 of 2,108,84
350,4,3:26.0,,J. Winslow enters the game for J. Richardson,108,84
351,4,3:26.0,,D. Walton enters the game for G. Dragić,108,84
352,4,3:26.0,,H. Whiteside makes free throw 2 of 2,108,85
353,4,3:26.0,Indiana full timeout,,108,85
354,4,3:26.0,,J. Mickey enters the game for J. Johnson,108,85
355,4,3:26.0,,U. Haslem enters the game for H. Whiteside,108,85
356,4,3:26.0,J. Young enters the game for D. Collison,,108,85
357,4,3:15.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by C. Joseph),,111,85
358,4,3:02.0,,Personal foul by J. Young (drawn by D. Walton),111,85
359,4,3:02.0,T. Leaf enters the game for L. Stephenson,,111,85
360,4,3:02.0,A. Poythress enters the game for M. Turner,,111,85
361,4,3:02.0,D. Wilkins enters the game for B. Bogdanović,,111,85
362,4,2:44.0,,W. Ellington misses 3-pt jump shot from 28 ft,111,85
363,4,2:33.0,Defensive rebound by A. Poythress,,111,85
364,4,2:30.0,A. Poythress misses 2-pt layup from 2 ft,,111,85
365,4,2:28.0,,Defensive rebound by J. Winslow,111,85
366,4,2:28.0,,Shooting foul by D. Wilkins (drawn by J. Mickey),111,85
367,4,2:28.0,,J. Mickey makes free throw 1 of 2,111,86
368,4,2:28.0,,J. Mickey makes free throw 2 of 2,111,87
369,4,2:18.0,T. Leaf makes 2-pt jump shot from 3 ft,,113,87
370,4,2:17.0,,Violation by J. Mickey (def goaltending),113,87
371,4,2:05.0,,Shooting foul by D. Wilkins (drawn by J. Winslow),113,87
372,4,2:05.0,,J. Winslow makes free throw 1 of 2,113,88
373,4,2:05.0,,J. Winslow makes free throw 2 of 2,113,89
374,4,1:51.0,Turnover by J. Young (bad pass; steal by J. Winslow),,113,89
375,4,1:45.0,,Turnover by J. Winslow (bad pass; steal by C. Joseph),113,89
