,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHILADELPHIA_ACTION,BOSTON_SCORE,PHILADELPHIA_SCORE
206,2,0:50.0,D. Theis makes 2-pt layup from 1 ft (assist by J. Brown),,46,57
207,2,0:36.0,,J. Embiid misses 2-pt jump shot from 9 ft,46,57
208,2,0:33.0,Defensive rebound by A. Horford,,46,57
209,2,0:29.0,Turnover by K. Irving (bad pass),,46,57
210,2,0:29.0,,D. Šarić enters the game for T. Booker,46,57
211,2,0:29.0,A. Baynes enters the game for D. Theis,,46,57
212,2,0:15.0,,Turnover by J. Embiid (lost ball; steal by M. Smart),46,57
213,2,0:11.0,M. Smart misses 2-pt layup from 1 ft,,46,57
214,2,0:07.0,Offensive rebound by J. Brown,,46,57
215,2,0:07.0,J. Brown makes 2-pt dunk at rim,,48,57
216,2,0:05.0,,J. Redick misses 3-pt jump shot from 26 ft,48,57
217,2,0:05.0,Defensive rebound by A. Baynes,,48,57
218,2,0:04.0,Boston full timeout,,48,57
219,2,0:04.0,,T. McConnell enters the game for D. Šarić,48,57
220,2,0:04.0,J. Tatum enters the game for A. Baynes,,48,57
221,2,0:00.0,K. Irving misses 3-pt jump shot from 25 ft,,48,57
222,2,0:00.0,Offensive rebound by Team,,48,57
223,3,11:49.0,K. Irving misses 3-pt jump shot from 25 ft,,48,57
224,3,11:45.0,,Defensive rebound by J. Redick,48,57
225,3,11:30.0,,J. Embiid misses 2-pt jump shot from 13 ft,48,57
226,3,11:27.0,Defensive rebound by A. Baynes,,48,57
227,3,11:23.0,J. Tatum makes 3-pt jump shot from 24 ft,,51,57
228,3,11:21.0,,Philadelphia full timeout,51,57
229,3,11:04.0,,J. Embiid makes 2-pt layup at rim (assist by J. Redick),51,59
230,3,10:49.0,Turnover by K. Irving (bad pass; steal by B. Simmons),,51,59
231,3,10:39.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by D. Šarić),51,62
232,3,10:23.0,J. Tatum makes 2-pt layup from 2 ft (assist by A. Baynes),,53,62
233,3,10:12.0,,B. Simmons makes 2-pt layup at rim,53,64
234,3,9:52.0,J. Brown makes 2-pt jump shot from 17 ft,,55,64
235,3,9:40.0,,J. Redick misses 3-pt jump shot from 22 ft,55,64
236,3,9:36.0,Defensive rebound by K. Irving,,55,64
237,3,9:29.0,K. Irving makes 3-pt jump shot from 27 ft (assist by J. Tatum),,58,64
238,3,9:07.0,,R. Covington misses 2-pt jump shot from 19 ft,58,64
239,3,9:05.0,,Offensive rebound by R. Covington,58,64
240,3,9:05.0,Offensive charge foul by J. Embiid (drawn by A. Baynes),,58,64
241,3,9:05.0,,Turnover by J. Embiid (offensive foul),58,64
242,3,8:49.0,J. Brown misses 3-pt jump shot from 24 ft,,58,64
243,3,8:45.0,,Defensive rebound by J. Redick,58,64
244,3,8:36.0,,Turnover by D. Šarić (traveling),58,64
245,3,8:24.0,K. Irving makes 3-pt jump shot from 22 ft (assist by A. Horford),,61,64
246,3,8:14.0,,B. Simmons makes 2-pt dunk from 2 ft,61,66
247,3,7:52.0,J. Tatum makes 2-pt jump shot from 15 ft,,63,66
248,3,7:35.0,,D. Šarić misses 3-pt jump shot from 25 ft,63,66
249,3,7:33.0,Defensive rebound by A. Horford,,63,66
250,3,7:25.0,J. Tatum makes 2-pt jump shot from 12 ft,,65,66
251,3,7:11.0,,Turnover by B. Simmons (out of bounds lost ball),65,66
252,3,7:11.0,,T. McConnell enters the game for J. Redick,65,66
253,3,7:11.0,,R. Holmes enters the game for J. Embiid,65,66
254,3,6:55.0,Turnover by K. Irving (bad pass; steal by D. Šarić),,65,66
255,3,6:53.0,D. Theis enters the game for A. Baynes,,65,66
256,3,6:39.0,,Shooting foul by D. Theis (drawn by D. Šarić),65,66
257,3,6:39.0,,D. Šarić makes free throw 1 of 2,65,67
258,3,6:39.0,,D. Šarić makes free throw 2 of 2,65,68
259,3,6:29.0,J. Tatum makes 2-pt jump shot from 12 ft (assist by K. Irving),,67,68
260,3,6:10.0,,T. McConnell misses 2-pt jump shot from 13 ft,67,68
261,3,6:07.0,Defensive rebound by D. Theis,,67,68
262,3,6:00.0,D. Theis makes 2-pt dunk from 2 ft (assist by A. Horford),,69,68
263,3,5:40.0,,Turnover by B. Simmons (lost ball; steal by J. Brown),69,68
264,3,5:38.0,Turnover by J. Brown (out of bounds lost ball),,69,68
265,3,5:38.0,,J. Bayless enters the game for D. Šarić,69,68
266,3,5:38.0,M. Morris enters the game for A. Horford,,69,68
267,3,5:14.0,,T. McConnell misses 2-pt layup from 1 ft,69,68
268,3,5:12.0,Defensive rebound by D. Theis,,69,68
269,3,5:03.0,J. Brown misses 2-pt layup from 3 ft,,69,68
270,3,4:59.0,Offensive rebound by M. Morris,,69,68
271,3,4:53.0,J. Tatum misses 3-pt jump shot from 26 ft,,69,68
272,3,4:50.0,Offensive rebound by J. Brown,,69,68
273,3,4:48.0,J. Brown makes 2-pt layup from 2 ft,,71,68
274,3,4:48.0,Shooting foul by R. Covington (drawn by J. Brown),,71,68
275,3,4:48.0,J. Brown makes free throw 1 of 1,,72,68
276,3,4:42.0,,Turnover by B. Simmons (out of bounds lost ball),72,68
277,3,4:42.0,,T. Luwawu-Cabarrot enters the game for R. Covington,72,68
278,3,4:42.0,M. Smart enters the game for J. Brown,,72,68
279,3,4:30.0,M. Morris makes 2-pt jump shot from 8 ft (assist by K. Irving),,74,68
280,3,4:29.0,,Philadelphia full timeout,74,68
281,3,4:29.0,,J. Embiid enters the game for J. Bayless,74,68
282,3,4:29.0,,J. Redick enters the game for R. Holmes,74,68
283,3,4:29.0,,D. Šarić enters the game for B. Simmons,74,68
284,3,4:11.0,,J. Embiid misses 2-pt jump shot from 10 ft,74,68
285,3,4:07.0,Defensive rebound by J. Tatum,,74,68
286,3,3:57.0,K. Irving misses 2-pt jump shot from 19 ft,,74,68
287,3,3:53.0,,Defensive rebound by J. Embiid,74,68
288,3,3:49.0,,D. Šarić misses 2-pt jump shot from 17 ft,74,68
289,3,3:46.0,Defensive rebound by D. Theis,,74,68
290,3,3:36.0,J. Tatum misses 2-pt jump shot from 19 ft,,74,68
291,3,3:32.0,,Defensive rebound by J. Redick,74,68
292,3,3:26.0,,Shooting foul by K. Irving (drawn by T. Luwawu-Cabarrot),74,68
293,3,3:26.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,74,69
294,3,3:26.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,74,70
295,3,3:16.0,M. Morris makes 3-pt jump shot from 24 ft (assist by K. Irving),,77,70
296,3,3:05.0,,J. Redick misses 3-pt jump shot from 25 ft,77,70
297,3,3:01.0,Defensive rebound by J. Tatum,,77,70
298,3,2:57.0,J. Tatum misses 2-pt layup from 1 ft,,77,70
299,3,2:56.0,Offensive rebound by J. Tatum,,77,70
300,3,2:54.0,J. Tatum misses 2-pt jump shot at rim (block by J. Redick),,77,70
301,3,2:54.0,,Defensive rebound by J. Redick,77,70
302,3,2:49.0,,J. Embiid makes 2-pt dunk from 2 ft (assist by T. McConnell),77,72
303,3,2:28.0,K. Irving misses 3-pt jump shot from 24 ft,,77,72
304,3,2:28.0,,Defensive rebound by J. Embiid,77,72
305,3,2:21.0,,Shooting foul by K. Irving (drawn by D. Šarić),77,72
306,3,2:21.0,,D. Šarić makes free throw 1 of 2,77,73
307,3,2:21.0,T. Rozier enters the game for K. Irving,,77,73
308,3,2:21.0,A. Horford enters the game for D. Theis,,77,73
309,3,2:21.0,,D. Šarić makes free throw 2 of 2,77,74
310,3,2:14.0,Personal foul by T. Luwawu-Cabarrot (drawn by M. Morris),,77,74
311,3,2:08.0,A. Horford misses 2-pt jump shot from 18 ft,,77,74
312,3,2:05.0,,Defensive rebound by J. Embiid,77,74
313,3,1:57.0,,J. Embiid misses 3-pt jump shot from 26 ft,77,74
314,3,1:55.0,,Offensive rebound by Team,77,74
315,3,1:46.0,,Turnover by J. Redick (bad pass; steal by T. Rozier),77,74
316,3,1:36.0,A. Horford makes 2-pt hook shot from 5 ft (assist by M. Morris),,79,74
317,3,1:20.0,,D. Šarić makes 2-pt jump shot from 6 ft (assist by J. Embiid),79,76
318,3,1:20.0,,Shooting foul by J. Tatum (drawn by D. Šarić),79,76
319,3,1:20.0,J. Brown enters the game for J. Tatum,,79,76
320,3,1:20.0,,D. Šarić makes free throw 1 of 1,79,77
321,3,1:02.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by J. Brown),,82,77
322,3,0:45.0,,D. Šarić makes 2-pt layup from 2 ft (assist by J. Embiid),82,79
323,3,0:37.0,A. Horford makes 3-pt jump shot from 25 ft (assist by M. Smart),,85,79
324,3,0:32.0,,J. Embiid misses 3-pt jump shot from 26 ft,85,79
325,3,0:27.0,Defensive rebound by T. Rozier,,85,79
326,3,0:26.0,Personal foul by D. Šarić (drawn by M. Smart),,85,79
327,3,0:02.0,Turnover by A. Horford (bad pass; steal by T. McConnell),,85,79
328,4,11:38.0,,J. Redick misses 2-pt layup from 1 ft,85,79
329,4,11:36.0,Defensive rebound by M. Smart,,85,79
330,4,11:31.0,Turnover by M. Smart (bad pass; steal by J. Embiid),,85,79
331,4,11:22.0,,T. McConnell makes 2-pt layup at rim,85,81
332,4,11:04.0,Personal foul by J. Bayless (drawn by M. Smart),,85,81
333,4,10:53.0,J. Brown misses 2-pt layup at rim,,85,81
334,4,10:52.0,,Defensive rebound by D. Šarić,85,81
335,4,10:49.0,,D. Šarić misses 3-pt jump shot from 26 ft,85,81
336,4,10:46.0,Defensive rebound by A. Horford,,85,81
337,4,10:39.0,Shooting foul by J. Bayless (drawn by M. Smart),,85,81
338,4,10:39.0,M. Smart makes free throw 1 of 2,,86,81
339,4,10:39.0,M. Smart makes free throw 2 of 2,,87,81
340,4,10:21.0,,T. McConnell makes 2-pt layup from 3 ft (assist by D. Šarić),87,83
341,4,10:07.0,Shooting foul by D. Šarić (drawn by A. Horford),,87,83
342,4,10:07.0,A. Horford makes free throw 1 of 2,,88,83
343,4,10:07.0,A. Horford makes free throw 2 of 2,,89,83
344,4,9:52.0,,Turnover by J. Embiid (bad pass; steal by M. Morris),89,83
345,4,9:43.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Morris),,92,83
346,4,9:40.0,,Philadelphia full timeout,92,83
347,4,9:40.0,,R. Holmes enters the game for J. Redick,92,83
348,4,9:40.0,,R. Covington enters the game for J. Embiid,92,83
349,4,9:29.0,,Turnover by J. Bayless (bad pass; steal by M. Smart),92,83
350,4,9:07.0,J. Brown misses 2-pt jump shot from 9 ft,,92,83
351,4,9:04.0,,Defensive rebound by T. McConnell,92,83
352,4,8:59.0,,Turnover by T. McConnell (bad pass; steal by M. Smart),92,83
353,4,8:55.0,J. Brown makes 2-pt layup from 1 ft (assist by M. Smart),,94,83
354,4,8:44.0,,R. Holmes misses 2-pt layup from 3 ft,94,83
355,4,8:41.0,Defensive rebound by A. Horford,,94,83
356,4,8:37.0,M. Morris makes 3-pt jump shot from 24 ft (assist by T. Rozier),,97,83
357,4,8:23.0,,D. Šarić misses 3-pt jump shot from 25 ft,97,83
358,4,8:23.0,Defensive rebound by T. Rozier,,97,83
359,4,8:06.0,M. Smart misses 3-pt jump shot from 24 ft,,97,83
360,4,8:03.0,,Defensive rebound by D. Šarić,97,83
361,4,7:47.0,,D. Šarić makes 2-pt layup at rim (assist by R. Covington),97,85
362,4,7:30.0,T. Rozier misses 3-pt jump shot from 25 ft,,97,85
363,4,7:27.0,Offensive rebound by M. Morris,,97,85
364,4,7:23.0,M. Morris makes 2-pt jump shot from 8 ft,,99,85
365,4,7:11.0,,T. McConnell misses 2-pt jump shot from 9 ft,99,85
366,4,7:08.0,Defensive rebound by A. Horford,,99,85
367,4,7:01.0,M. Smart makes 3-pt jump shot from 25 ft,,102,85
368,4,6:59.0,,Philadelphia full timeout,102,85
369,4,6:59.0,,B. Simmons enters the game for J. Bayless,102,85
370,4,6:59.0,,J. Redick enters the game for T. McConnell,102,85
371,4,6:59.0,,J. Embiid enters the game for R. Holmes,102,85
372,4,6:59.0,D. Theis enters the game for J. Brown,,102,85
373,4,6:59.0,K. Irving enters the game for A. Horford,,102,85
374,4,6:45.0,,J. Embiid makes 3-pt jump shot from 25 ft,102,88
375,4,6:22.0,M. Morris misses 2-pt jump shot from 16 ft,,102,88
376,4,6:21.0,,Defensive rebound by J. Embiid,102,88
377,4,6:14.0,,J. Embiid misses 3-pt jump shot from 25 ft,102,88
378,4,6:10.0,Defensive rebound by M. Morris,,102,88
379,4,6:04.0,M. Morris misses 3-pt jump shot from 25 ft,,102,88
380,4,6:02.0,,Defensive rebound by J. Embiid,102,88
381,4,5:56.0,,B. Simmons misses 2-pt hook shot from 8 ft,102,88
382,4,5:54.0,Defensive rebound by D. Theis,,102,88
383,4,5:42.0,K. Irving makes 2-pt layup from 2 ft,,104,88
384,4,5:42.0,Shooting foul by D. Šarić (drawn by K. Irving),,104,88
385,4,5:42.0,K. Irving makes free throw 1 of 1,,105,88
386,4,5:27.0,,J. Embiid makes 2-pt layup from 2 ft (assist by J. Redick),105,90
