,QUARTER,TIME_REMAINING,UTAH_ACTION,CHARLOTTE_ACTION,UTAH_SCORE,CHARLOTTE_SCORE
32,1,7:49.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),,10,10
33,1,7:29.0,,N. Batum makes 2-pt layup from 1 ft,10,12
34,1,7:08.0,T. Sefolosha misses 2-pt layup from 2 ft,,10,12
35,1,7:04.0,,Defensive rebound by M. Kidd-Gilchrist,10,12
36,1,6:58.0,,M. Williams misses 2-pt hook shot from 6 ft (block by T. Sefolosha),10,12
37,1,6:54.0,Defensive rebound by D. Favors,,10,12
38,1,6:46.0,J. Ingles makes 2-pt jump shot from 8 ft,,12,12
39,1,6:35.0,,K. Walker makes 3-pt jump shot from 29 ft,12,15
40,1,6:13.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by J. Ingles),,15,15
41,1,5:49.0,,Turnover by D. Howard (bad pass; steal by D. Mitchell),15,15
42,1,5:43.0,J. Ingles misses 3-pt jump shot from 26 ft,,15,15
43,1,5:39.0,,Defensive rebound by N. Batum,15,15
44,1,5:35.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),15,18
45,1,5:34.0,Utah full timeout,,15,18
46,1,5:34.0,R. Hood enters the game for T. Sefolosha,,15,18
47,1,5:34.0,J. Johnson enters the game for R. Rubio,,15,18
48,1,5:15.0,R. Hood misses 3-pt jump shot from 25 ft,,15,18
49,1,5:12.0,,Defensive rebound by D. Howard,15,18
50,1,5:04.0,Personal foul by M. Williams (drawn by D. Mitchell),,15,18
51,1,5:04.0,,Turnover by M. Williams (turnover),15,18
52,1,5:04.0,,F. Kaminsky enters the game for M. Williams,15,18
53,1,4:45.0,D. Favors makes 2-pt jump shot from 4 ft (assist by J. Ingles),,17,18
54,1,4:32.0,,D. Howard misses 2-pt layup from 3 ft (block by J. Johnson),17,18
55,1,4:29.0,Defensive rebound by J. Ingles,,17,18
56,1,4:28.0,Turnover by J. Ingles (bad pass),,17,18
57,1,4:28.0,E. Udoh enters the game for D. Favors,,17,18
58,1,4:28.0,,Technical foul by D. Howard,17,18
59,1,4:28.0,D. Mitchell makes technical free throw,,18,18
60,1,4:17.0,,Shooting foul by R. Hood (drawn by M. Kidd-Gilchrist),18,18
61,1,4:17.0,,M. Kidd-Gilchrist makes free throw 1 of 2,18,19
62,1,4:17.0,,M. Kidd-Gilchrist makes free throw 2 of 2,18,20
63,1,3:58.0,E. Udoh misses 2-pt jump shot from 6 ft,,18,20
64,1,3:56.0,,Defensive rebound by D. Howard,18,20
65,1,3:39.0,,F. Kaminsky misses 2-pt layup from 1 ft (block by E. Udoh),18,20
66,1,3:34.0,Defensive rebound by D. Mitchell,,18,20
67,1,3:31.0,J. Johnson misses 3-pt jump shot from 23 ft,,18,20
68,1,3:28.0,,Defensive rebound by K. Walker,18,20
69,1,3:20.0,,Turnover by M. Kidd-Gilchrist (bad pass; steal by J. Ingles),18,20
70,1,3:16.0,,J. Lamb enters the game for M. Kidd-Gilchrist,18,20
71,1,3:16.0,R. O'Neale enters the game for J. Ingles,,18,20
72,1,3:07.0,D. Mitchell misses 3-pt jump shot from 26 ft,,18,20
73,1,3:05.0,,Defensive rebound by D. Howard,18,20
74,1,2:58.0,,N. Batum misses 3-pt jump shot from 25 ft,18,20
75,1,2:53.0,Defensive rebound by R. O'Neale,,18,20
76,1,2:51.0,Shooting foul by F. Kaminsky (drawn by R. O'Neale),,18,20
77,1,2:51.0,R. O'Neale makes free throw 2 of 2,,19,20
78,1,2:51.0,R. O'Neale makes free throw 1 of 2,,20,20
79,1,2:51.0,,Charlotte full timeout,20,20
80,1,2:38.0,,Turnover by F. Kaminsky (bad pass; steal by E. Udoh),20,20
81,1,2:25.0,R. Hood misses 2-pt layup from 3 ft,,20,20
82,1,2:23.0,,Defensive rebound by J. Lamb,20,20
83,1,2:18.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by N. Batum),20,22
84,1,2:18.0,,Shooting foul by J. Johnson (drawn by F. Kaminsky),20,22
85,1,2:18.0,,F. Kaminsky makes free throw 1 of 1,20,23
86,1,2:18.0,R. Rubio enters the game for D. Mitchell,,20,23
87,1,2:18.0,,M. Carter-Williams enters the game for K. Walker,20,23
88,1,2:06.0,R. Hood misses 2-pt jump shot from 19 ft,,20,23
89,1,2:06.0,Offensive rebound by E. Udoh,,20,23
90,1,1:56.0,Turnover by J. Johnson (traveling),,20,23
91,1,1:56.0,,J. O'Bryant enters the game for D. Howard,20,23
92,1,1:35.0,,F. Kaminsky misses 3-pt jump shot from 28 ft,20,23
93,1,1:31.0,Defensive rebound by R. O'Neale,,20,23
94,1,1:18.0,J. Johnson misses 2-pt jump shot from 11 ft,,20,23
95,1,1:18.0,,Defensive rebound by M. Carter-Williams,20,23
96,1,1:06.0,,J. Lamb makes 2-pt jump shot from 19 ft,20,25
97,1,0:45.0,R. O'Neale makes 2-pt layup from 1 ft (assist by J. Johnson),,22,25
98,1,0:26.0,,N. Batum misses 3-pt jump shot from 22 ft,22,25
99,1,0:23.0,Defensive rebound by R. O'Neale,,22,25
100,1,0:01.0,R. O'Neale makes 3-pt jump shot from 25 ft (assist by R. Hood),,25,25
101,2,11:48.0,J. Johnson makes 2-pt hook shot from 7 ft (assist by R. O'Neale),,27,25
102,2,11:30.0,,Personal foul by E. Udoh (drawn by J. Lamb),27,25
103,2,11:20.0,,J. Lamb misses 3-pt jump shot from 24 ft,27,25
104,2,11:17.0,Defensive rebound by J. Johnson,,27,25
105,2,11:02.0,J. Johnson misses 2-pt jump shot from 15 ft,,27,25
106,2,11:00.0,,Defensive rebound by J. Lamb,27,25
107,2,10:48.0,,Shooting foul by J. Johnson (drawn by F. Kaminsky),27,25
108,2,10:48.0,,F. Kaminsky makes free throw 1 of 2,27,26
109,2,10:48.0,T. Sefolosha enters the game for J. Johnson,,27,26
110,2,10:48.0,,F. Kaminsky makes free throw 2 of 2,27,27
111,2,10:27.0,R. Hood makes 3-pt jump shot from 27 ft (assist by R. Rubio),,30,27
112,2,10:02.0,,F. Kaminsky misses 2-pt jump shot from 18 ft,30,27
113,2,9:59.0,Defensive rebound by R. O'Neale,,30,27
114,2,9:53.0,Turnover by R. O'Neale (bad pass; steal by M. Carter-Williams),,30,27
115,2,9:52.0,,Personal take foul by R. Rubio (drawn by M. Carter-Williams),30,27
116,2,9:33.0,,T. Graham misses 2-pt jump shot from 9 ft,30,27
117,2,9:31.0,Defensive rebound by R. O'Neale,,30,27
118,2,9:18.0,R. Rubio makes 2-pt jump shot from 10 ft,,32,27
119,2,9:00.0,,J. O'Bryant misses 2-pt hook shot from 7 ft,32,27
120,2,8:57.0,Defensive rebound by R. Rubio,,32,27
121,2,8:53.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by R. Rubio),,34,27
122,2,8:53.0,,Charlotte full timeout,34,27
123,2,8:53.0,D. Mitchell enters the game for R. Hood,,34,27
124,2,8:33.0,,M. Carter-Williams makes 2-pt jump shot from 8 ft (assist by F. Kaminsky),34,29
125,2,8:16.0,E. Udoh misses 2-pt jump shot from 8 ft,,34,29
126,2,8:13.0,,Defensive rebound by J. Lamb,34,29
127,2,8:02.0,,J. O'Bryant misses 3-pt jump shot from 24 ft,34,29
128,2,7:58.0,Defensive rebound by R. O'Neale,,34,29
129,2,7:53.0,R. O'Neale misses 2-pt layup from 3 ft,,34,29
130,2,7:50.0,Offensive rebound by T. Sefolosha,,34,29
131,2,7:43.0,T. Sefolosha misses 2-pt jump shot from 13 ft (block by M. Carter-Williams),,34,29
132,2,7:38.0,,Defensive rebound by J. Lamb,34,29
133,2,7:34.0,,Personal foul by R. O'Neale (drawn by J. Lamb),34,29
134,2,7:34.0,D. Favors enters the game for E. Udoh,,34,29
135,2,7:27.0,,J. Lamb makes 2-pt layup at rim,34,31
136,2,7:09.0,Shooting foul by J. Lamb (drawn by D. Mitchell),,34,31
137,2,7:09.0,D. Mitchell makes free throw 1 of 2,,35,31
138,2,7:09.0,,K. Walker enters the game for M. Carter-Williams,35,31
139,2,7:09.0,J. Ingles enters the game for R. O'Neale,,35,31
140,2,7:09.0,D. Mitchell makes free throw 2 of 2,,36,31
141,2,6:57.0,,J. Lamb makes 2-pt layup from 2 ft,36,33
142,2,6:45.0,R. Rubio misses 2-pt jump shot from 16 ft,,36,33
143,2,6:43.0,,Defensive rebound by Team,36,33
144,2,6:43.0,,D. Howard enters the game for J. O'Bryant,36,33
145,2,6:27.0,,F. Kaminsky misses 2-pt jump shot from 17 ft,36,33
146,2,6:24.0,Defensive rebound by R. Rubio,,36,33
147,2,6:16.0,D. Mitchell makes 2-pt jump shot from 7 ft (assist by R. Rubio),,38,33
148,2,6:01.0,,F. Kaminsky misses 2-pt layup from 2 ft,38,33
149,2,5:58.0,Defensive rebound by T. Sefolosha,,38,33
150,2,5:43.0,D. Mitchell misses 3-pt jump shot from 25 ft,,38,33
151,2,5:39.0,,Defensive rebound by J. Lamb,38,33
152,2,5:25.0,,F. Kaminsky makes 2-pt layup from 7 ft (assist by D. Howard),38,35
153,2,5:07.0,R. Rubio misses 2-pt jump shot from 17 ft,,38,35
154,2,5:04.0,,Defensive rebound by D. Howard,38,35
155,2,5:02.0,,Shooting foul by D. Favors (drawn by K. Walker),38,35
156,2,5:02.0,,K. Walker misses free throw 1 of 2,38,35
157,2,5:02.0,,Offensive rebound by Team,38,35
158,2,5:02.0,,M. Kidd-Gilchrist enters the game for J. Lamb,38,35
159,2,5:02.0,,N. Batum enters the game for T. Graham,38,35
160,2,5:02.0,,M. Williams enters the game for F. Kaminsky,38,35
161,2,5:02.0,,K. Walker makes free throw 2 of 2,38,36
162,2,4:49.0,D. Mitchell makes 2-pt layup from 1 ft (assist by R. Rubio),,40,36
163,2,4:26.0,,N. Batum misses 3-pt jump shot from 25 ft,40,36
164,2,4:26.0,,Offensive rebound by M. Kidd-Gilchrist,40,36
165,2,4:22.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by J. Ingles),40,36
166,2,4:22.0,,Offensive rebound by Team,40,36
167,2,4:22.0,R. O'Neale enters the game for R. Rubio,,40,36
168,2,4:11.0,,K. Walker makes 3-pt jump shot from 25 ft,40,39
169,2,3:46.0,D. Mitchell misses 3-pt jump shot from 29 ft,,40,39
170,2,3:41.0,,Defensive rebound by N. Batum,40,39
171,2,3:35.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by M. Williams),40,42
172,2,3:34.0,Utah full timeout,,40,42
173,2,3:34.0,J. Johnson enters the game for T. Sefolosha,,40,42
174,2,3:22.0,J. Ingles misses 2-pt layup from 2 ft,,40,42
175,2,3:22.0,,Defensive rebound by Team,40,42
176,2,3:05.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,40,42
177,2,3:01.0,Defensive rebound by D. Mitchell,,40,42
178,2,2:51.0,Shooting foul by K. Walker (drawn by D. Mitchell),,40,42
179,2,2:51.0,D. Mitchell makes free throw 1 of 2,,41,42
180,2,2:51.0,R. Rubio enters the game for R. O'Neale,,41,42
181,2,2:51.0,D. Mitchell makes free throw 2 of 2,,42,42
182,2,2:32.0,,N. Batum misses 2-pt jump shot from 18 ft,42,42
183,2,2:29.0,Defensive rebound by R. Rubio,,42,42
184,2,2:14.0,R. Rubio misses 2-pt layup from 3 ft,,42,42
185,2,2:14.0,,Defensive rebound by Team,42,42
186,2,1:53.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,42,42
187,2,1:49.0,Defensive rebound by R. Rubio,,42,42
188,2,1:32.0,D. Favors misses 2-pt layup from 3 ft,,42,42
189,2,1:31.0,,Defensive rebound by M. Williams,42,42
190,2,1:31.0,,Personal foul by J. Ingles (drawn by K. Walker),42,42
191,2,1:31.0,,K. Walker makes free throw 1 of 2,42,43
192,2,1:31.0,,F. Kaminsky enters the game for M. Williams,42,43
193,2,1:31.0,,K. Walker makes free throw 2 of 2,42,44
194,2,1:19.0,,Violation by K. Walker (kicked ball),42,44
195,2,1:12.0,D. Mitchell makes 2-pt jump shot from 11 ft,,44,44
196,2,0:56.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),44,47
197,2,0:44.0,Personal foul by D. Howard (drawn by D. Favors),,44,47
198,2,0:37.0,D. Mitchell makes 2-pt jump shot from 8 ft,,46,47
199,2,0:25.0,,F. Kaminsky makes 3-pt jump shot from 23 ft (assist by K. Walker),46,50
200,2,0:05.0,R. Rubio misses 3-pt jump shot from 25 ft,,46,50
201,2,0:02.0,,Defensive rebound by F. Kaminsky,46,50
202,2,0:00.0,,Shooting foul by J. Johnson (drawn by M. Kidd-Gilchrist),46,50
203,2,0:00.0,,M. Kidd-Gilchrist makes free throw 1 of 2,46,51
204,2,0:00.0,E. Udoh enters the game for J. Johnson,,46,51
205,2,0:00.0,,M. Kidd-Gilchrist makes free throw 2 of 2,46,52
206,3,11:47.0,Turnover by R. Rubio (bad pass; steal by M. Kidd-Gilchrist),,46,52
207,3,11:37.0,,K. Walker misses 2-pt layup from 19 ft,46,52
208,3,11:28.0,,Offensive rebound by D. Howard,46,52
209,3,11:28.0,,D. Howard misses 2-pt layup at rim,46,52
210,3,11:27.0,Defensive rebound by J. Ingles,,46,52
211,3,11:22.0,R. Rubio makes 2-pt jump shot from 19 ft (assist by T. Sefolosha),,48,52
212,3,11:02.0,,M. Williams misses 3-pt jump shot from 27 ft,48,52
213,3,10:58.0,Defensive rebound by D. Favors,,48,52
214,3,10:50.0,R. Rubio misses 2-pt jump shot from 10 ft,,48,52
215,3,10:47.0,,Defensive rebound by D. Howard,48,52
216,3,10:36.0,,D. Howard misses 2-pt hook shot from 10 ft,48,52
217,3,10:33.0,Defensive rebound by R. Rubio,,48,52
218,3,10:23.0,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by D. Favors),,51,52
219,3,10:06.0,,Offensive foul by M. Williams (drawn by J. Ingles),51,52
220,3,10:06.0,,Turnover by M. Williams (offensive foul),51,52
221,3,9:49.0,T. Sefolosha makes 2-pt jump shot from 5 ft,,53,52
222,3,9:35.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),53,55
223,3,9:20.0,Turnover by J. Ingles (bad pass; steal by M. Williams),,53,55
224,3,9:19.0,,Personal foul by T. Sefolosha (drawn by M. Kidd-Gilchrist),53,55
225,3,9:10.0,,Def 3 sec tech foul by D. Mitchell,53,55
226,3,9:10.0,,K. Walker makes technical free throw,53,56
227,3,9:10.0,J. Johnson enters the game for T. Sefolosha,,53,56
228,3,9:07.0,,Personal foul by J. Ingles (drawn by N. Batum),53,56
229,3,8:58.0,,D. Howard makes 2-pt hook shot from 4 ft,53,58
230,3,8:41.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by D. Favors),,56,58
231,3,8:25.0,,K. Walker misses 2-pt jump shot from 14 ft,56,58
232,3,8:23.0,Defensive rebound by J. Ingles,,56,58
233,3,8:16.0,R. Rubio misses 3-pt jump shot from 26 ft,,56,58
234,3,8:12.0,,Defensive rebound by M. Williams,56,58
235,3,8:04.0,,Shooting foul by D. Favors (drawn by D. Howard),56,58
236,3,8:04.0,,D. Howard makes free throw 1 of 2,56,59
237,3,8:04.0,,D. Howard makes free throw 2 of 2,56,60
238,3,7:43.0,R. Rubio misses 2-pt jump shot from 18 ft,,56,60
239,3,7:38.0,,Defensive rebound by M. Williams,56,60
240,3,7:26.0,,K. Walker misses 3-pt jump shot from 28 ft,56,60
241,3,7:24.0,Defensive rebound by Team,,56,60
242,3,7:24.0,R. O'Neale enters the game for J. Ingles,,56,60
243,3,7:09.0,D. Favors misses 2-pt jump shot from 12 ft,,56,60
244,3,7:05.0,,Defensive rebound by M. Williams,56,60
245,3,6:50.0,,D. Howard misses 2-pt layup from 5 ft (block by R. Rubio),56,60
246,3,6:50.0,Defensive rebound by D. Mitchell,,56,60
247,3,6:50.0,Personal take foul by K. Walker (drawn by D. Mitchell),,56,60
248,3,6:50.0,,Charlotte full timeout,56,60
249,3,6:50.0,R. Hood enters the game for R. Rubio,,56,60
250,3,6:39.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Mitchell),,56,60
251,3,6:39.0,D. Mitchell makes free throw 1 of 2,,57,60
252,3,6:39.0,D. Mitchell makes free throw 2 of 2,,58,60
253,3,6:22.0,,M. Williams misses 3-pt jump shot from 23 ft,58,60
254,3,6:18.0,Defensive rebound by R. O'Neale,,58,60
255,3,6:13.0,Offensive foul by R. O'Neale (drawn by K. Walker),,58,60
256,3,6:13.0,Turnover by R. O'Neale (offensive foul),,58,60
257,3,5:56.0,,K. Walker misses 2-pt layup from 2 ft,58,60
258,3,5:54.0,Defensive rebound by R. O'Neale,,58,60
259,3,5:50.0,R. O'Neale makes 2-pt layup from 1 ft,,60,60
260,3,5:42.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),60,63
261,3,5:26.0,R. O'Neale misses 3-pt jump shot from 25 ft,,60,63
262,3,5:22.0,,Defensive rebound by K. Walker,60,63
263,3,5:09.0,,N. Batum makes 2-pt jump shot from 9 ft,60,65
264,3,4:51.0,R. Hood misses 3-pt jump shot from 24 ft,,60,65
265,3,4:47.0,,Defensive rebound by D. Howard,60,65
266,3,4:39.0,,Turnover by N. Batum (traveling),60,65
267,3,4:39.0,,F. Kaminsky enters the game for M. Williams,60,65
268,3,4:39.0,E. Udoh enters the game for D. Favors,,60,65
269,3,4:21.0,E. Udoh misses 2-pt jump shot from 6 ft (block by D. Howard),,60,65
270,3,4:15.0,Offensive rebound by R. O'Neale,,60,65
271,3,4:15.0,Turnover by Team (shot clock),,60,65
272,3,3:58.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,60,65
273,3,3:54.0,,Offensive rebound by M. Kidd-Gilchrist,60,65
274,3,3:54.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,60,67
275,3,3:51.0,Utah full timeout,,60,67
276,3,3:37.0,D. Mitchell misses 2-pt layup from 3 ft,,60,67
277,3,3:33.0,Offensive rebound by D. Mitchell,,60,67
278,3,3:33.0,D. Mitchell makes 2-pt layup at rim,,62,67
279,3,3:22.0,,K. Walker misses 2-pt jump shot from 15 ft (block by E. Udoh),62,67
280,3,3:18.0,Defensive rebound by D. Mitchell,,62,67
281,3,3:17.0,Shooting foul by D. Howard (drawn by D. Mitchell),,62,67
282,3,3:17.0,D. Mitchell makes free throw 1 of 2,,63,67
283,3,3:17.0,,J. Lamb enters the game for M. Kidd-Gilchrist,63,67
284,3,3:17.0,D. Mitchell makes free throw 2 of 2,,64,67
285,3,3:05.0,,N. Batum misses 2-pt jump shot from 12 ft,64,67
286,3,3:03.0,,Offensive rebound by D. Howard,64,67
287,3,3:03.0,,D. Howard misses 2-pt layup at rim,64,67
288,3,3:03.0,Defensive rebound by Team,,64,67
289,3,2:59.0,D. Mitchell makes 3-pt jump shot from 26 ft,,67,67
290,3,2:32.0,,D. Howard misses 2-pt layup from 1 ft,67,67
291,3,2:31.0,Defensive rebound by R. O'Neale,,67,67
292,3,2:31.0,Personal foul by D. Howard (drawn by R. O'Neale),,67,67
293,3,2:31.0,,T. Graham enters the game for D. Howard,67,67
294,3,2:12.0,J. Johnson misses 2-pt jump shot from 6 ft,,67,67
295,3,2:12.0,,Defensive rebound by J. Lamb,67,67
296,3,2:01.0,,Shooting foul by R. O'Neale (drawn by J. Lamb),67,67
297,3,2:01.0,,J. Lamb makes free throw 1 of 2,67,68
298,3,2:01.0,J. Ingles enters the game for D. Mitchell,,67,68
299,3,2:01.0,,J. Lamb misses free throw 2 of 2,67,68
300,3,1:57.0,Defensive rebound by J. Johnson,,67,68
301,3,1:42.0,R. Hood makes 3-pt jump shot from 25 ft (assist by J. Ingles),,70,68
302,3,1:21.0,,T. Graham misses 3-pt jump shot from 27 ft,70,68
303,3,1:17.0,,Offensive rebound by T. Graham,70,68
304,3,1:15.0,,F. Kaminsky makes 2-pt dunk at rim (assist by T. Graham),70,70
305,3,0:58.0,Shooting foul by F. Kaminsky (drawn by R. O'Neale),,70,70
306,3,0:58.0,R. O'Neale makes free throw 1 of 2,,71,70
307,3,0:58.0,,M. Carter-Williams enters the game for K. Walker,71,70
308,3,0:58.0,R. O'Neale makes free throw 2 of 2,,72,70
309,3,0:39.0,,F. Kaminsky makes 2-pt jump shot from 11 ft (assist by J. Lamb),72,72
310,3,0:23.0,J. Johnson misses 3-pt jump shot from 25 ft,,72,72
311,3,0:20.0,,Defensive rebound by J. Lamb,72,72
312,3,0:01.0,,Shooting foul by J. Ingles (drawn by T. Graham),72,72
313,3,0:01.0,,T. Graham makes free throw 1 of 2,72,73
314,3,0:01.0,,T. Graham makes free throw 2 of 2,72,74
315,3,0:00.0,R. O'Neale misses 3-pt jump shot from 55 ft,,72,74
316,3,0:00.0,Offensive rebound by Team,,72,74
317,4,11:39.0,,Offensive foul by M. Williams (drawn by R. Hood),72,74
318,4,11:39.0,,Turnover by M. Williams (offensive foul),72,74
319,4,11:39.0,J. Jerebko enters the game for R. O'Neale,,72,74
320,4,11:27.0,R. Hood misses 3-pt jump shot from 24 ft,,72,74
321,4,11:24.0,,Defensive rebound by F. Kaminsky,72,74
322,4,11:18.0,,Turnover by T. Graham (bad pass),72,74
323,4,11:06.0,J. Ingles misses 3-pt jump shot from 23 ft,,72,74
324,4,11:04.0,,Defensive rebound by T. Graham,72,74
325,4,10:53.0,,J. Lamb makes 2-pt jump shot from 9 ft,72,76
326,4,10:39.0,Personal foul by M. Carter-Williams (drawn by E. Udoh),,72,76
327,4,10:32.0,R. Hood makes 3-pt jump shot from 25 ft (assist by J. Ingles),,75,76
328,4,10:19.0,,Personal foul by R. Rubio (drawn by M. Carter-Williams),75,76
329,4,10:08.0,,J. Lamb misses 3-pt jump shot from 26 ft,75,76
330,4,10:05.0,Defensive rebound by R. Rubio,,75,76
331,4,10:00.0,J. Jerebko misses 3-pt jump shot from 24 ft,,75,76
332,4,9:58.0,Offensive rebound by E. Udoh,,75,76
333,4,9:58.0,Shooting foul by J. Lamb (drawn by E. Udoh),,75,76
334,4,9:58.0,E. Udoh makes free throw 1 of 2,,76,76
335,4,9:58.0,E. Udoh misses free throw 2 of 2,,76,76
336,4,9:54.0,,Defensive rebound by M. Carter-Williams,76,76
337,4,9:29.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,76,76
338,4,9:26.0,Defensive rebound by J. Ingles,,76,76
339,4,9:20.0,Personal foul by M. Carter-Williams (drawn by R. Rubio),,76,76
340,4,9:20.0,,K. Walker enters the game for T. Graham,76,76
341,4,9:12.0,R. Hood misses 3-pt jump shot from 26 ft,,76,76
342,4,9:09.0,Offensive rebound by R. Rubio,,76,76
343,4,9:01.0,J. Ingles misses 3-pt jump shot from 22 ft,,76,76
344,4,8:59.0,,Defensive rebound by J. Lamb,76,76
345,4,8:38.0,,M. Williams misses 3-pt jump shot from 22 ft,76,76
346,4,8:36.0,,Offensive rebound by M. Carter-Williams,76,76
347,4,8:33.0,,M. Williams misses 3-pt jump shot from 23 ft,76,76
348,4,8:29.0,,Offensive rebound by F. Kaminsky,76,76
349,4,8:29.0,,F. Kaminsky makes 2-pt layup at rim,76,78
350,4,8:14.0,Turnover by J. Ingles (bad pass; steal by M. Williams),,76,78
351,4,8:13.0,,Personal foul by J. Jerebko (drawn by M. Williams),76,78
352,4,8:13.0,D. Mitchell enters the game for R. Rubio,,76,78
353,4,8:13.0,,M. Williams makes clear path free throw 1 of 2,76,79
354,4,8:13.0,,M. Williams makes clear path free throw 2 of 2,76,80
355,4,7:55.0,,K. Walker misses 2-pt jump shot from 19 ft,76,80
356,4,7:53.0,Defensive rebound by E. Udoh,,76,80
357,4,7:38.0,R. Hood makes 2-pt layup from 2 ft,,78,80
358,4,7:21.0,,M. Williams makes 3-pt jump shot from 22 ft (assist by M. Carter-Williams),78,83
359,4,7:03.0,Shooting foul by F. Kaminsky (drawn by R. Hood),,78,83
360,4,7:03.0,,N. Batum enters the game for M. Carter-Williams,78,83
361,4,7:03.0,R. Hood makes free throw 1 of 2,,79,83
362,4,7:03.0,R. Hood makes free throw 2 of 2,,80,83
363,4,6:39.0,,K. Walker makes 2-pt jump shot from 19 ft,80,85
364,4,6:26.0,Personal foul by J. Lamb (drawn by R. Hood),,80,85
365,4,6:26.0,,Charlotte full timeout,80,85
366,4,6:26.0,,D. Howard enters the game for M. Williams,80,85
367,4,6:26.0,J. Johnson enters the game for J. Jerebko,,80,85
368,4,6:26.0,R. Hood makes free throw 1 of 2,,81,85
369,4,6:26.0,D. Favors enters the game for E. Udoh,,81,85
370,4,6:26.0,R. Hood makes free throw 2 of 2,,82,85
371,4,6:17.0,,K. Walker misses 3-pt jump shot from 26 ft,82,85
372,4,6:12.0,Defensive rebound by R. Hood,,82,85
373,4,5:58.0,D. Mitchell makes 3-pt jump shot from 29 ft (assist by J. Ingles),,85,85
374,4,5:31.0,,J. Lamb misses 2-pt jump shot from 10 ft,85,85
375,4,5:31.0,,Offensive rebound by Team,85,85
376,4,5:31.0,Loose ball foul by J. Ingles (drawn by D. Howard),,85,85
377,4,5:31.0,R. O'Neale enters the game for R. Hood,,85,85
378,4,5:21.0,,J. Lamb makes 2-pt layup from 1 ft (assist by N. Batum),85,87
