,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA LAKERS_ACTION,MILWAUKEE_SCORE,LA LAKERS_SCORE
24,1,8:35.0,G. Antetokounmpo makes free throw 1 of 1,,10,10
25,1,8:11.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by B. Lopez),10,13
26,1,7:55.0,K. Middleton makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),,12,13
27,1,7:55.0,Shooting foul by B. Ingram (drawn by K. Middleton),,12,13
28,1,7:55.0,K. Middleton misses free throw 1 of 1,,12,13
29,1,7:55.0,,Defensive rebound by J. Randle,12,13
30,1,7:38.0,,J. Randle makes 2-pt jump shot from 19 ft,12,15
31,1,7:26.0,T. Snell makes 3-pt jump shot from 23 ft (assist by K. Middleton),,15,15
32,1,7:08.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by J. Randle),15,17
33,1,6:52.0,G. Antetokounmpo makes 2-pt hook shot from 10 ft (assist by K. Middleton),,17,17
34,1,6:41.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by B. Ingram),17,19
35,1,6:26.0,T. Zeller misses 2-pt jump shot from 17 ft,,17,19
36,1,6:24.0,,Defensive rebound by B. Ingram,17,19
37,1,6:16.0,,J. Randle makes 2-pt dunk from 1 ft (assist by B. Ingram),17,21
38,1,6:14.0,Milwaukee full timeout,,17,21
39,1,6:14.0,J. Parker enters the game for G. Antetokounmpo,,17,21
40,1,5:57.0,K. Middleton makes 2-pt jump shot from 14 ft,,19,21
41,1,5:47.0,,K. Kuzma misses 3-pt jump shot from 27 ft,19,21
42,1,5:45.0,Defensive rebound by T. Zeller,,19,21
43,1,5:33.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by J. Parker),,22,21
44,1,5:12.0,,B. Lopez makes 2-pt hook shot from 4 ft (assist by B. Ingram),22,23
45,1,4:57.0,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by K. Middleton),,25,23
46,1,4:39.0,,Turnover by B. Ingram (bad pass; steal by K. Middleton),25,23
47,1,4:33.0,J. Parker makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),,27,23
48,1,4:32.0,,LA Lakers full timeout,27,23
49,1,4:32.0,,A. Caruso enters the game for B. Ingram,27,23
50,1,4:32.0,J. Terry enters the game for T. Snell,,27,23
51,1,4:32.0,M. Plumlee enters the game for T. Zeller,,27,23
52,1,4:22.0,,B. Lopez makes 2-pt layup at rim,27,25
53,1,4:22.0,,Shooting foul by M. Plumlee (drawn by B. Lopez),27,25
54,1,4:22.0,,B. Lopez makes free throw 1 of 1,27,26
55,1,4:07.0,E. Bledsoe makes 2-pt layup from 3 ft (assist by J. Parker),,29,26
56,1,3:59.0,,Personal foul by J. Parker (drawn by J. Randle),29,26
57,1,3:59.0,,J. Hart enters the game for J. Randle,29,26
58,1,3:59.0,B. Jennings enters the game for E. Bledsoe,,29,26
59,1,3:54.0,,Turnover by A. Caruso (bad pass; steal by J. Terry),29,26
60,1,3:30.0,K. Middleton misses 2-pt jump shot from 3 ft,,29,26
61,1,3:28.0,,Defensive rebound by K. Caldwell-Pope,29,26
62,1,3:24.0,,J. Hart makes 2-pt layup at rim (assist by K. Caldwell-Pope),29,28
63,1,3:09.0,,I. Zubac enters the game for B. Lopez,29,28
64,1,3:00.0,J. Parker misses 3-pt jump shot from 24 ft,,29,28
65,1,2:57.0,,Defensive rebound by J. Hart,29,28
66,1,2:55.0,Violation by K. Middleton (kicked ball),,29,28
67,1,2:46.0,,I. Zubac misses 2-pt layup from 1 ft,29,28
68,1,2:43.0,,Offensive rebound by Team,29,28
69,1,2:36.0,,J. Hart makes 2-pt layup from 1 ft,29,30
70,1,2:20.0,J. Terry misses 3-pt jump shot from 26 ft,,29,30
71,1,2:17.0,,Defensive rebound by K. Kuzma,29,30
72,1,2:11.0,,J. Hart misses 3-pt jump shot from 25 ft,29,30
73,1,2:08.0,Defensive rebound by B. Jennings,,29,30
74,1,1:56.0,K. Middleton makes 2-pt jump shot from 5 ft,,31,30
75,1,1:56.0,Shooting foul by A. Caruso (drawn by K. Middleton),,31,30
76,1,1:56.0,,T. Ennis enters the game for K. Caldwell-Pope,31,30
77,1,1:56.0,K. Middleton makes free throw 1 of 1,,32,30
78,1,1:43.0,,Turnover by T. Ennis (bad pass; steal by K. Middleton),32,30
79,1,1:40.0,K. Middleton makes 2-pt layup from 1 ft (assist by J. Terry),,34,30
80,1,1:40.0,Shooting foul by K. Kuzma (drawn by K. Middleton),,34,30
81,1,1:40.0,K. Middleton makes free throw 1 of 1,,35,30
82,1,1:23.0,,T. Ennis makes 2-pt jump shot from 7 ft,35,32
83,1,1:04.0,B. Jennings misses 2-pt jump shot from 18 ft,,35,32
84,1,1:02.0,,Defensive rebound by J. Hart,35,32
85,1,0:56.0,,J. Hart misses 3-pt jump shot from 27 ft,35,32
86,1,0:52.0,Defensive rebound by B. Jennings,,35,32
87,1,0:46.0,K. Middleton misses 3-pt jump shot from 26 ft,,35,32
88,1,0:42.0,Offensive rebound by J. Parker,,35,32
89,1,0:38.0,J. Parker makes 2-pt layup from 2 ft,,37,32
90,1,0:25.0,,K. Kuzma makes 2-pt layup from 3 ft (assist by T. Ennis),37,34
91,1,0:03.0,K. Middleton makes 2-pt jump shot from 5 ft,,39,34
92,2,11:42.0,J. Parker misses 2-pt jump shot from 3 ft,,39,34
93,2,11:37.0,,Defensive rebound by J. Randle,39,34
94,2,11:32.0,,J. Randle misses 2-pt layup from 3 ft,39,34
95,2,11:30.0,Defensive rebound by G. Antetokounmpo,,39,34
96,2,11:29.0,Personal foul by T. Ennis (drawn by G. Antetokounmpo),,39,34
97,2,11:18.0,J. Parker misses 2-pt jump shot from 16 ft,,39,34
98,2,11:15.0,,Defensive rebound by J. Hart,39,34
99,2,10:58.0,,J. Randle misses 2-pt jump shot from 7 ft,39,34
100,2,10:55.0,Defensive rebound by J. Terry,,39,34
101,2,10:54.0,Personal block foul by A. Caruso (drawn by G. Antetokounmpo),,39,34
102,2,10:50.0,Shooting foul by A. Caruso (drawn by B. Jennings),,39,34
103,2,10:50.0,B. Jennings makes free throw 1 of 2,,40,34
104,2,10:50.0,B. Jennings makes free throw 2 of 2,,41,34
105,2,10:37.0,,C. Frye misses 3-pt jump shot from 26 ft,41,34
106,2,10:35.0,Defensive rebound by M. Plumlee,,41,34
107,2,10:28.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft,,43,34
108,2,10:14.0,,T. Ennis makes 2-pt layup from 2 ft,43,36
109,2,10:06.0,Turnover by B. Jennings (out of bounds lost ball),,43,36
110,2,10:05.0,Violation by B. Jennings (kicked ball),,43,36
111,2,9:45.0,,Shooting foul by M. Plumlee (drawn by J. Randle),43,36
112,2,9:45.0,,J. Randle makes free throw 1 of 2,43,37
113,2,9:45.0,S. Muhammad enters the game for M. Plumlee,,43,37
114,2,9:45.0,,J. Randle makes free throw 2 of 2,43,38
115,2,9:35.0,Offensive foul by B. Jennings (drawn by A. Caruso),,43,38
116,2,9:35.0,Turnover by B. Jennings (offensive foul),,43,38
117,2,9:19.0,,T. Ennis misses 3-pt jump shot from 24 ft,43,38
118,2,9:17.0,,Offensive rebound by J. Randle,43,38
119,2,9:17.0,,Shooting foul by G. Antetokounmpo (drawn by J. Randle),43,38
120,2,9:17.0,,J. Randle makes free throw 1 of 2,43,39
121,2,9:17.0,,J. Randle makes free throw 2 of 2,43,40
122,2,9:00.0,S. Muhammad makes 2-pt layup from 1 ft,,45,40
123,2,8:50.0,,Turnover by J. Randle (lost ball; steal by B. Jennings),45,40
124,2,8:43.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by J. Randle),,45,40
125,2,8:42.0,Offensive rebound by G. Antetokounmpo,,45,40
126,2,8:42.0,Shooting foul by J. Randle (drawn by G. Antetokounmpo),,45,40
127,2,8:42.0,G. Antetokounmpo misses free throw 1 of 2,,45,40
128,2,8:42.0,Offensive rebound by Team,,45,40
129,2,8:42.0,,K. Caldwell-Pope enters the game for A. Caruso,45,40
130,2,8:42.0,G. Antetokounmpo makes free throw 2 of 2,,46,40
131,2,8:19.0,,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,46,40
132,2,8:17.0,Defensive rebound by G. Antetokounmpo,,46,40
133,2,8:08.0,J. Parker makes 2-pt dunk from 1 ft (assist by J. Terry),,48,40
134,2,7:59.0,,Turnover by T. Ennis (bad pass; steal by B. Jennings),48,40
135,2,7:59.0,Personal foul by C. Frye (drawn by G. Antetokounmpo),,48,40
136,2,7:59.0,G. Antetokounmpo makes free throw 1 of 2,,49,40
137,2,7:59.0,S. Brown enters the game for B. Jennings,,49,40
138,2,7:59.0,,Violation by C. Frye (lane),49,40
139,2,7:59.0,G. Antetokounmpo makes free throw 2 of 2,,50,40
140,2,7:45.0,,K. Caldwell-Pope makes 2-pt dunk from 2 ft (assist by C. Frye),50,42
141,2,7:32.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,50,42
142,2,7:28.0,,Defensive rebound by K. Caldwell-Pope,50,42
143,2,7:23.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,50,42
144,2,7:19.0,,Offensive rebound by J. Hart,50,42
145,2,7:18.0,,Personal foul by S. Brown (drawn by J. Randle),50,42
146,2,7:18.0,,K. Kuzma enters the game for J. Hart,50,42
147,2,7:18.0,,B. Lopez enters the game for C. Frye,50,42
148,2,7:18.0,T. Zeller enters the game for J. Terry,,50,42
149,2,7:08.0,,B. Lopez makes 2-pt hook shot from 13 ft,50,44
150,2,6:53.0,S. Muhammad misses 3-pt jump shot from 26 ft,,50,44
151,2,6:51.0,,Defensive rebound by K. Kuzma,50,44
152,2,6:44.0,,K. Kuzma misses 2-pt hook shot from 1 ft,50,44
153,2,6:41.0,Defensive rebound by G. Antetokounmpo,,50,44
154,2,6:29.0,S. Muhammad makes 2-pt layup from 2 ft (assist by J. Parker),,52,44
155,2,6:18.0,,T. Ennis misses 2-pt layup from 2 ft,52,44
156,2,6:16.0,Defensive rebound by T. Zeller,,52,44
157,2,6:16.0,Turnover by T. Zeller (lost ball; steal by K. Caldwell-Pope),,52,44
158,2,6:12.0,,B. Lopez makes 2-pt dunk from 2 ft (assist by T. Ennis),52,46
159,2,6:00.0,Shooting foul by K. Caldwell-Pope (drawn by S. Brown),,52,46
160,2,6:00.0,,LA Lakers full timeout,52,46
161,2,6:00.0,,B. Ingram enters the game for T. Ennis,52,46
162,2,6:00.0,S. Brown makes free throw 1 of 2,,53,46
163,2,6:00.0,S. Brown makes free throw 2 of 2,,54,46
164,2,5:43.0,,K. Caldwell-Pope misses 2-pt layup from 2 ft,54,46
165,2,5:41.0,Defensive rebound by T. Zeller,,54,46
166,2,5:39.0,Turnover by G. Antetokounmpo (bad pass),,54,46
167,2,5:26.0,,K. Caldwell-Pope misses 2-pt layup from 2 ft (block by T. Zeller),54,46
168,2,5:22.0,Defensive rebound by S. Muhammad,,54,46
169,2,5:19.0,S. Brown misses 3-pt jump shot from 27 ft,,54,46
170,2,5:14.0,,Defensive rebound by B. Lopez,54,46
171,2,5:05.0,,B. Lopez misses 3-pt jump shot from 25 ft,54,46
172,2,5:02.0,,Offensive rebound by K. Caldwell-Pope,54,46
173,2,5:00.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),54,48
174,2,4:38.0,S. Muhammad makes 2-pt jump shot from 3 ft,,56,48
175,2,4:14.0,,B. Ingram makes 2-pt layup from 2 ft (assist by J. Randle),56,50
176,2,3:55.0,J. Parker misses 2-pt jump shot from 17 ft,,56,50
177,2,3:50.0,,Defensive rebound by J. Randle,56,50
178,2,3:48.0,,Personal foul by G. Antetokounmpo (drawn by J. Randle),56,50
179,2,3:48.0,K. Middleton enters the game for S. Muhammad,,56,50
180,2,3:48.0,E. Bledsoe enters the game for S. Brown,,56,50
181,2,3:41.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,56,50
182,2,3:38.0,Defensive rebound by G. Antetokounmpo,,56,50
183,2,3:28.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,59,50
184,2,3:13.0,,J. Randle misses 2-pt jump shot from 2 ft,59,50
185,2,3:05.0,,Offensive rebound by J. Randle,59,50
186,2,3:05.0,,J. Randle misses 2-pt layup at rim,59,50
187,2,3:05.0,,Offensive rebound by K. Kuzma,59,50
188,2,3:04.0,,K. Kuzma makes 2-pt layup at rim,59,52
189,2,3:04.0,T. Snell enters the game for J. Parker,,59,52
190,2,2:45.0,T. Snell makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,62,52
191,2,2:26.0,,B. Lopez misses 2-pt jump shot from 7 ft,62,52
192,2,2:23.0,Defensive rebound by G. Antetokounmpo,,62,52
193,2,2:22.0,Shooting foul by B. Lopez (drawn by G. Antetokounmpo),,62,52
194,2,2:22.0,Milwaukee full timeout,,62,52
195,2,2:22.0,,Technical foul by K. Caldwell-Pope,62,52
196,2,2:22.0,,J. Hart enters the game for K. Caldwell-Pope,62,52
197,2,2:22.0,K. Middleton makes technical free throw,,63,52
198,2,2:22.0,,Technical foul by K. Caldwell-Pope,63,52
199,2,2:22.0,K. Middleton makes technical free throw,,64,52
200,2,2:22.0,G. Antetokounmpo makes free throw 1 of 2,,65,52
201,2,2:22.0,G. Antetokounmpo makes free throw 2 of 2,,66,52
202,2,2:03.0,,B. Ingram misses 2-pt hook shot from 4 ft (block by T. Zeller),66,52
203,2,2:00.0,Defensive rebound by T. Snell,,66,52
204,2,1:57.0,E. Bledsoe misses 2-pt layup from 3 ft,,66,52
205,2,1:52.0,Offensive rebound by G. Antetokounmpo,,66,52
206,2,1:51.0,G. Antetokounmpo misses 2-pt hook shot from 3 ft,,66,52
207,2,1:51.0,,Defensive rebound by J. Hart,66,52
208,2,1:51.0,,Personal foul by K. Middleton (drawn by J. Randle),66,52
209,2,1:51.0,,J. Randle misses free throw 1 of 2,66,52
210,2,1:51.0,,Offensive rebound by Team,66,52
211,2,1:51.0,,J. Randle makes free throw 2 of 2,66,53
212,2,1:33.0,K. Middleton misses 2-pt jump shot from 18 ft,,66,53
213,2,1:30.0,,Defensive rebound by B. Ingram,66,53
214,2,1:23.0,,B. Lopez makes 2-pt dunk from 2 ft (assist by B. Ingram),66,55
215,2,1:18.0,Shooting foul by J. Hart (drawn by G. Antetokounmpo),,66,55
216,2,1:18.0,G. Antetokounmpo makes free throw 1 of 2,,67,55
217,2,1:18.0,G. Antetokounmpo makes free throw 2 of 2,,68,55
218,2,1:03.0,,B. Lopez misses 3-pt jump shot from 24 ft,68,55
219,2,0:59.0,,Offensive rebound by K. Kuzma,68,55
220,2,0:55.0,,K. Kuzma makes 2-pt jump shot from 12 ft,68,57
221,2,0:41.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,68,57
222,2,0:34.0,Offensive rebound by G. Antetokounmpo,,68,57
223,2,0:34.0,G. Antetokounmpo misses 2-pt dunk at rim,,68,57
224,2,0:34.0,,Defensive rebound by J. Hart,68,57
225,2,0:29.0,,K. Kuzma misses 3-pt jump shot from 27 ft,68,57
226,2,0:27.0,,Offensive rebound by J. Randle,68,57
227,2,0:26.0,,J. Randle misses 2-pt layup from 2 ft,68,57
228,2,0:26.0,,Offensive rebound by J. Hart,68,57
229,2,0:01.0,,Turnover by B. Ingram (bad pass; steal by E. Bledsoe),68,57
230,2,0:00.0,E. Bledsoe misses 3-pt jump shot from 41 ft,,68,57
231,2,0:00.0,Offensive rebound by Team,,68,57
232,3,11:46.0,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by T. Zeller),,71,57
233,3,11:28.0,,B. Ingram misses 2-pt layup from 2 ft,71,57
234,3,11:25.0,Defensive rebound by K. Middleton,,71,57
235,3,11:22.0,K. Middleton makes 2-pt jump shot from 2 ft,,73,57
236,3,11:22.0,,LA Lakers full timeout,73,57
237,3,11:09.0,,K. Kuzma makes 2-pt jump shot from 4 ft (assist by B. Lopez),73,59
238,3,10:48.0,E. Bledsoe misses 2-pt layup from 3 ft (block by B. Lopez),,73,59
239,3,10:48.0,Offensive rebound by Team,,73,59
240,3,10:44.0,K. Middleton makes 2-pt layup from 2 ft (assist by E. Bledsoe),,75,59
241,3,10:26.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by K. Kuzma),75,62
242,3,10:02.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,75,62
243,3,10:00.0,,Defensive rebound by B. Ingram,75,62
244,3,9:53.0,,B. Ingram makes 2-pt jump shot from 19 ft,75,64
245,3,9:30.0,K. Middleton misses 2-pt jump shot from 13 ft,,75,64
246,3,9:28.0,,Defensive rebound by J. Hart,75,64
247,3,9:25.0,,Personal foul by T. Snell (drawn by B. Lopez),75,64
248,3,9:19.0,,B. Lopez misses 2-pt jump shot from 14 ft,75,64
249,3,9:19.0,Defensive rebound by Team,,75,64
250,3,9:10.0,Turnover by K. Middleton (bad pass),,75,64
251,3,8:50.0,,B. Lopez makes 2-pt jump shot from 6 ft (assist by K. Kuzma),75,66
252,3,8:30.0,K. Middleton misses 3-pt jump shot from 22 ft,,75,66
253,3,8:27.0,,Defensive rebound by K. Kuzma,75,66
254,3,8:21.0,,Turnover by K. Kuzma (lost ball; steal by E. Bledsoe),75,66
255,3,8:18.0,Shooting foul by J. Randle (drawn by G. Antetokounmpo),,75,66
256,3,8:18.0,G. Antetokounmpo makes free throw 1 of 2,,76,66
257,3,8:18.0,G. Antetokounmpo misses free throw 2 of 2,,76,66
258,3,8:16.0,,Defensive rebound by K. Kuzma,76,66
259,3,8:02.0,,Personal foul by K. Middleton (drawn by B. Ingram),76,66
260,3,7:53.0,,B. Lopez misses 2-pt jump shot from 12 ft,76,66
261,3,7:51.0,Defensive rebound by G. Antetokounmpo,,76,66
262,3,7:49.0,Personal foul by B. Ingram (drawn by G. Antetokounmpo),,76,66
263,3,7:42.0,Personal foul by B. Ingram (drawn by G. Antetokounmpo),,76,66
264,3,7:33.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,79,66
265,3,7:15.0,,Personal foul by G. Antetokounmpo (drawn by J. Randle),79,66
266,3,7:03.0,,K. Kuzma makes 2-pt jump shot from 15 ft,79,68
267,3,6:46.0,Turnover by T. Zeller (turnover),,79,68
268,3,6:26.0,,Turnover by B. Ingram (bad pass; steal by E. Bledsoe),79,68
269,3,6:23.0,J. Parker enters the game for G. Antetokounmpo,,79,68
270,3,6:06.0,E. Bledsoe makes 2-pt layup from 1 ft,,81,68
271,3,5:55.0,,Turnover by B. Ingram (bad pass),81,68
272,3,5:55.0,,A. Caruso enters the game for B. Ingram,81,68
273,3,5:47.0,K. Middleton makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),,83,68
274,3,5:34.0,,J. Hart makes 3-pt jump shot from 24 ft (assist by B. Lopez),83,71
275,3,5:23.0,E. Bledsoe makes 3-pt jump shot from 27 ft,,86,71
276,3,5:07.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by A. Caruso),86,73
277,3,4:58.0,Personal foul by K. Kuzma (drawn by E. Bledsoe),,86,73
278,3,4:58.0,B. Jennings enters the game for E. Bledsoe,,86,73
279,3,4:58.0,J. Terry enters the game for T. Snell,,86,73
280,3,4:40.0,J. Parker misses 3-pt jump shot from 24 ft,,86,73
281,3,4:37.0,,Defensive rebound by A. Caruso,86,73
282,3,4:32.0,,K. Kuzma misses 3-pt jump shot from 27 ft,86,73
283,3,4:30.0,Defensive rebound by J. Parker,,86,73
284,3,4:29.0,Shooting foul by A. Caruso (drawn by K. Middleton),,86,73
285,3,4:29.0,K. Middleton makes free throw 1 of 2,,87,73
286,3,4:29.0,K. Middleton makes free throw 2 of 2,,88,73
287,3,4:18.0,,Personal foul by J. Parker (drawn by J. Randle),88,73
288,3,4:10.0,,Offensive foul by J. Randle (drawn by J. Parker),88,73
289,3,4:10.0,,Turnover by J. Randle (offensive foul),88,73
290,3,4:10.0,,C. Frye enters the game for B. Lopez,88,73
291,3,3:59.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by T. Zeller),,91,73
292,3,3:46.0,,J. Randle makes 2-pt dunk from 4 ft (assist by A. Caruso),91,75
293,3,3:37.0,B. Jennings misses 2-pt jump shot from 14 ft,,91,75
294,3,3:37.0,,Defensive rebound by Team,91,75
295,3,3:19.0,,J. Hart misses 2-pt layup from 2 ft,91,75
296,3,3:16.0,Defensive rebound by B. Jennings,,91,75
297,3,2:57.0,J. Parker makes 2-pt layup from 2 ft (assist by B. Jennings),,93,75
298,3,2:43.0,,C. Frye misses 3-pt jump shot from 25 ft,93,75
299,3,2:40.0,Defensive rebound by T. Zeller,,93,75
300,3,2:36.0,B. Jennings misses 3-pt jump shot from 25 ft,,93,75
301,3,2:32.0,,Defensive rebound by K. Kuzma,93,75
302,3,2:27.0,,Turnover by J. Hart (bad pass; steal by J. Parker),93,75
303,3,2:08.0,T. Zeller makes 2-pt hook shot from 12 ft (assist by B. Jennings),,95,75
304,3,2:08.0,,LA Lakers full timeout,95,75
305,3,2:08.0,,T. Ennis enters the game for K. Kuzma,95,75
306,3,2:08.0,,I. Zubac enters the game for J. Randle,95,75
307,3,2:08.0,S. Muhammad enters the game for K. Middleton,,95,75
308,3,2:08.0,G. Antetokounmpo enters the game for T. Zeller,,95,75
309,3,1:46.0,,I. Zubac misses 2-pt hook shot from 5 ft,95,75
310,3,1:44.0,,Offensive rebound by I. Zubac,95,75
311,3,1:42.0,,Personal foul by B. Jennings (drawn by I. Zubac),95,75
312,3,1:42.0,,I. Zubac makes free throw 1 of 2,95,76
313,3,1:42.0,,I. Zubac makes free throw 2 of 2,95,77
314,3,1:27.0,J. Parker misses 3-pt jump shot from 27 ft,,95,77
315,3,1:23.0,,Defensive rebound by C. Frye,95,77
316,3,1:16.0,,A. Caruso makes 2-pt layup from 2 ft,95,79
317,3,0:57.0,S. Muhammad makes 2-pt layup from 2 ft,,97,79
318,3,0:46.0,,C. Frye misses 2-pt jump shot from 19 ft,97,79
319,3,0:43.0,,Offensive rebound by I. Zubac,97,79
320,3,0:43.0,,I. Zubac misses 2-pt layup at rim,97,79
321,3,0:42.0,Defensive rebound by G. Antetokounmpo,,97,79
322,3,0:39.0,J. Terry misses 3-pt jump shot from 25 ft,,97,79
323,3,0:36.0,,Defensive rebound by A. Caruso,97,79
324,3,0:31.0,,Shooting foul by S. Muhammad (drawn by J. Hart),97,79
325,3,0:31.0,,J. Hart makes free throw 1 of 2,97,80
326,3,0:31.0,,J. Hart makes free throw 2 of 2,97,81
327,3,0:07.0,S. Muhammad misses 2-pt jump shot from 22 ft,,97,81
328,3,0:05.0,,Defensive rebound by J. Hart,97,81
329,3,0:01.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by A. Caruso),97,83
330,4,11:47.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by A. Caruso),97,85
331,4,11:28.0,S. Muhammad misses 2-pt jump shot from 15 ft,,97,85
332,4,11:26.0,,Defensive rebound by K. Kuzma,97,85
333,4,11:13.0,,K. Kuzma misses 3-pt jump shot from 23 ft,97,85
334,4,11:10.0,Defensive rebound by J. Parker,,97,85
335,4,10:55.0,Turnover by G. Antetokounmpo (bad pass; steal by A. Caruso),,97,85
336,4,10:50.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by A. Caruso),97,87
337,4,10:29.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,97,87
338,4,10:27.0,,Defensive rebound by I. Zubac,97,87
339,4,10:17.0,,I. Zubac makes 2-pt layup from 2 ft (assist by K. Kuzma),97,89
340,4,10:17.0,Milwaukee full timeout,,97,89
341,4,10:17.0,E. Bledsoe enters the game for B. Jennings,,97,89
342,4,10:17.0,K. Middleton enters the game for S. Muhammad,,97,89
343,4,10:04.0,Turnover by K. Middleton (bad pass; steal by K. Kuzma),,97,89
344,4,9:59.0,,T. Ennis misses 2-pt layup from 1 ft (block by G. Antetokounmpo),97,89
345,4,9:55.0,,Offensive rebound by T. Ennis,97,89
346,4,9:53.0,,A. Caruso makes 3-pt jump shot from 27 ft (assist by T. Ennis),97,92
347,4,9:24.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,97,92
348,4,9:24.0,,Defensive rebound by A. Caruso,97,92
349,4,9:05.0,,Turnover by K. Kuzma (bad pass; steal by J. Terry),97,92
350,4,9:03.0,T. Zeller enters the game for J. Parker,,97,92
351,4,8:59.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,99,92
352,4,8:53.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by T. Ennis),99,94
353,4,8:53.0,,Shooting foul by G. Antetokounmpo (drawn by K. Kuzma),99,94
354,4,8:53.0,,K. Kuzma makes free throw 1 of 1,99,95
355,4,8:36.0,G. Antetokounmpo makes 2-pt jump shot from 13 ft,,101,95
356,4,8:20.0,,K. Kuzma makes 3-pt jump shot from 27 ft (assist by C. Frye),101,98
357,4,8:00.0,Shooting block foul by K. Kuzma (drawn by G. Antetokounmpo),,101,98
358,4,8:00.0,G. Antetokounmpo makes free throw 1 of 2,,102,98
359,4,8:00.0,G. Antetokounmpo misses free throw 2 of 2,,102,98
360,4,7:57.0,,Defensive rebound by C. Frye,102,98
361,4,7:48.0,,A. Caruso misses 2-pt layup from 2 ft,102,98
362,4,7:48.0,,Offensive rebound by I. Zubac,102,98
363,4,7:48.0,,I. Zubac makes 2-pt layup at rim,102,100
364,4,7:48.0,,Shooting foul by K. Middleton (drawn by I. Zubac),102,100
365,4,7:48.0,T. Snell enters the game for J. Terry,,102,100
366,4,7:48.0,,I. Zubac misses free throw 1 of 1,102,100
367,4,7:46.0,Defensive rebound by K. Middleton,,102,100
