,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ATLANTA_ACTION,BROOKLYN_SCORE,ATLANTA_SCORE
0,1,11:42.0,,Turnover by K. Bazemore (lost ball; steal by T. Zeller),0,0
1,1,11:36.0,R. Hollis-Jefferson makes 2-pt jump shot from 14 ft (assist by S. Dinwiddie),,2,0
2,1,11:28.0,,E. İlyasova misses 3-pt jump shot from 25 ft,2,0
3,1,11:28.0,Defensive rebound by S. Dinwiddie,,2,0
4,1,11:17.0,Turnover by R. Hollis-Jefferson (lost ball; steal by D. Schröder),,2,0
5,1,11:07.0,,M. Plumlee makes 2-pt hook shot from 10 ft (assist by D. Schröder),2,2
6,1,10:49.0,R. Hollis-Jefferson makes 2-pt jump shot from 19 ft,,4,2
7,1,10:36.0,,T. Prince misses 3-pt jump shot from 24 ft,4,2
8,1,10:33.0,Defensive rebound by A. Crabbe,,4,2
9,1,10:24.0,S. Dinwiddie makes 2-pt jump shot from 12 ft,,6,2
10,1,10:08.0,,D. Schröder misses 2-pt jump shot from 16 ft,6,2
11,1,10:06.0,Defensive rebound by R. Hollis-Jefferson,,6,2
12,1,9:55.0,D. Carroll misses 3-pt jump shot from 25 ft,,6,2
13,1,9:51.0,,Defensive rebound by M. Plumlee,6,2
14,1,9:39.0,,Turnover by M. Plumlee (bad pass),6,2
15,1,9:24.0,A. Crabbe makes 2-pt jump shot from 16 ft (assist by D. Carroll),,8,2
16,1,9:07.0,,Personal foul by T. Zeller (drawn by E. İlyasova),8,2
17,1,9:02.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Schröder),8,4
18,1,8:55.0,T. Zeller misses 2-pt layup from 1 ft (block by T. Prince),,8,4
19,1,8:55.0,,Defensive rebound by D. Schröder,8,4
20,1,8:49.0,,Turnover by D. Schröder (lost ball; steal by S. Dinwiddie),8,4
21,1,8:44.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,11,4
22,1,8:44.0,,Atlanta full timeout,11,4
23,1,8:34.0,,T. Prince misses 3-pt jump shot from 25 ft,11,4
24,1,8:31.0,Defensive rebound by S. Dinwiddie,,11,4
25,1,8:20.0,D. Carroll makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,13,4
26,1,8:06.0,,K. Bazemore makes 2-pt jump shot from 17 ft (assist by M. Plumlee),13,6
27,1,7:48.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,13,6
28,1,7:46.0,Offensive rebound by T. Zeller,,13,6
29,1,7:44.0,Turnover by T. Zeller (lost ball; steal by D. Schröder),,13,6
30,1,7:37.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by D. Schröder),13,8
31,1,7:17.0,D. Carroll misses 3-pt jump shot from 25 ft,,13,8
32,1,7:14.0,,Defensive rebound by M. Plumlee,13,8
33,1,7:07.0,,D. Schröder misses 2-pt jump shot from 14 ft,13,8
34,1,7:03.0,Defensive rebound by T. Zeller,,13,8
35,1,6:59.0,Personal foul by E. İlyasova (drawn by R. Hollis-Jefferson),,13,8
36,1,6:50.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by A. Crabbe),,16,8
37,1,6:35.0,,M. Plumlee misses 2-pt dunk at rim,16,8
38,1,6:32.0,Defensive rebound by A. Crabbe,,16,8
39,1,6:31.0,Turnover by D. Carroll (step out of bounds),,16,8
40,1,6:18.0,,T. Prince misses 2-pt layup from 6 ft (block by T. Zeller),16,8
41,1,6:13.0,,Offensive rebound by T. Prince,16,8
42,1,6:12.0,,E. İlyasova makes 2-pt layup from 3 ft (assist by T. Prince),16,10
43,1,5:58.0,A. Crabbe misses 2-pt jump shot from 18 ft,,16,10
44,1,5:53.0,,Defensive rebound by E. İlyasova,16,10
45,1,5:37.0,,Shooting foul by T. Zeller (drawn by M. Plumlee),16,10
46,1,5:37.0,,M. Plumlee makes free throw 1 of 2,16,11
47,1,5:37.0,,D. Dedmon enters the game for E. İlyasova,16,11
48,1,5:37.0,,M. Delaney enters the game for K. Bazemore,16,11
49,1,5:37.0,J. Allen enters the game for T. Zeller,,16,11
50,1,5:37.0,,M. Plumlee misses free throw 2 of 2,16,11
51,1,5:34.0,Defensive rebound by S. Dinwiddie,,16,11
52,1,5:28.0,,Offensive charge foul by R. Hollis-Jefferson (drawn by T. Prince),16,11
53,1,5:28.0,Turnover by R. Hollis-Jefferson (offensive foul),,16,11
54,1,5:28.0,,J. Collins enters the game for M. Plumlee,16,11
55,1,5:21.0,,D. Schröder makes 2-pt jump shot from 17 ft (assist by M. Delaney),16,13
56,1,5:02.0,R. Hollis-Jefferson misses 2-pt jump shot from 9 ft,,16,13
57,1,4:58.0,,Defensive rebound by J. Collins,16,13
58,1,4:53.0,,D. Schröder misses 3-pt jump shot from 25 ft,16,13
59,1,4:49.0,Defensive rebound by R. Hollis-Jefferson,,16,13
60,1,4:35.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by J. Collins),,16,13
61,1,4:35.0,Offensive rebound by R. Hollis-Jefferson,,16,13
62,1,4:35.0,Shooting foul by D. Dedmon (drawn by R. Hollis-Jefferson),,16,13
63,1,4:35.0,R. Hollis-Jefferson makes free throw 1 of 2,,17,13
64,1,4:35.0,N. Stauskas enters the game for S. Dinwiddie,,17,13
65,1,4:35.0,C. LeVert enters the game for D. Carroll,,17,13
66,1,4:35.0,R. Hollis-Jefferson misses free throw 2 of 2,,17,13
67,1,4:26.0,,Defensive rebound by D. Dedmon,17,13
68,1,4:17.0,,D. Dedmon misses 2-pt jump shot from 10 ft,17,13
69,1,4:14.0,Defensive rebound by R. Hollis-Jefferson,,17,13
70,1,4:12.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),,20,13
71,1,3:58.0,,D. Schröder makes 2-pt jump shot from 20 ft,20,15
72,1,3:47.0,Shooting foul by D. Schröder (drawn by A. Crabbe),,20,15
73,1,3:47.0,A. Crabbe makes free throw 1 of 3,,21,15
74,1,3:47.0,,I. Taylor enters the game for D. Schröder,21,15
75,1,3:47.0,Q. Acy enters the game for R. Hollis-Jefferson,,21,15
76,1,3:47.0,A. Crabbe makes free throw 2 of 3,,22,15
