,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SAN ANTONIO_ACTION,PORTLAND_SCORE,SAN ANTONIO_SCORE
0,1,11:44.0,,P. Gasol misses 2-pt jump shot from 17 ft,0,0
1,1,11:39.0,Defensive rebound by A. Aminu,,0,0
2,1,11:20.0,C. McCollum makes 2-pt jump shot from 17 ft,,2,0
3,1,11:05.0,,Shooting foul by J. Nurkić (drawn by D. Murray),2,0
4,1,11:05.0,,D. Murray makes free throw 1 of 2,2,1
5,1,11:05.0,,D. Murray makes free throw 2 of 2,2,2
6,1,10:53.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by E. Turner),,5,2
7,1,10:25.0,,D. Murray misses 3-pt jump shot from 25 ft,5,2
8,1,10:21.0,Defensive rebound by C. McCollum,,5,2
9,1,10:05.0,Turnover by D. Lillard (bad pass; steal by P. Mills),,5,2
10,1,10:00.0,,D. Murray makes 2-pt layup from 1 ft (assist by K. Anderson),5,4
11,1,9:38.0,D. Lillard makes 3-pt jump shot from 29 ft,,8,4
12,1,9:17.0,,L. Aldridge makes 2-pt hook shot from 8 ft (assist by P. Mills),8,6
13,1,9:04.0,D. Lillard misses 2-pt layup from 8 ft,,8,6
14,1,9:00.0,Offensive rebound by J. Nurkić,,8,6
15,1,9:00.0,J. Nurkić makes 2-pt layup at rim,,10,6
16,1,8:50.0,,P. Mills makes 2-pt jump shot from 15 ft (assist by P. Gasol),10,8
17,1,8:34.0,C. McCollum makes 2-pt jump shot from 20 ft (assist by D. Lillard),,12,8
18,1,8:16.0,,L. Aldridge makes 2-pt layup from 4 ft (assist by D. Murray),12,10
19,1,8:00.0,D. Lillard misses 3-pt jump shot from 25 ft,,12,10
20,1,7:56.0,,Defensive rebound by K. Anderson,12,10
21,1,7:48.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by K. Anderson),12,13
22,1,7:21.0,Shooting foul by D. Murray (drawn by C. McCollum),,12,13
23,1,7:21.0,C. McCollum makes free throw 1 of 3,,13,13
24,1,7:21.0,C. McCollum makes free throw 2 of 3,,14,13
25,1,7:21.0,C. McCollum makes free throw 3 of 3,,15,13
26,1,6:59.0,,Turnover by L. Aldridge (lost ball; steal by E. Turner),15,13
27,1,6:55.0,C. McCollum misses 2-pt layup at rim,,15,13
28,1,6:53.0,,Defensive rebound by L. Aldridge,15,13
29,1,6:42.0,,L. Aldridge makes 2-pt jump shot from 11 ft (assist by K. Anderson),15,15
30,1,6:20.0,J. Nurkić makes 2-pt dunk at rim (assist by C. McCollum),,17,15
31,1,6:20.0,,San Antonio full timeout,17,15
32,1,6:20.0,,R. Gay enters the game for K. Anderson,17,15
33,1,6:20.0,,D. Green enters the game for P. Gasol,17,15
34,1,6:09.0,,P. Mills misses 3-pt jump shot from 26 ft,17,15
35,1,6:04.0,Defensive rebound by A. Aminu,,17,15
36,1,5:54.0,E. Turner makes 2-pt jump shot from 10 ft,,19,15
37,1,5:29.0,,P. Mills makes 3-pt jump shot from 25 ft,19,18
38,1,5:05.0,E. Turner makes 2-pt jump shot from 5 ft,,21,18
39,1,4:52.0,,P. Mills makes 2-pt jump shot from 21 ft,21,20
40,1,4:37.0,,Personal foul by E. Turner (drawn by P. Mills),21,20
41,1,4:37.0,Turnover by E. Turner (turnover),,21,20
42,1,4:37.0,,T. Parker enters the game for D. Murray,21,20
43,1,4:37.0,Z. Collins enters the game for C. McCollum,,21,20
44,1,4:37.0,P. Connaughton enters the game for J. Nurkić,,21,20
45,1,4:19.0,,R. Gay misses 3-pt jump shot from 23 ft,21,20
46,1,4:16.0,Defensive rebound by Z. Collins,,21,20
47,1,4:09.0,E. Turner makes 2-pt layup from 1 ft,,23,20
48,1,3:52.0,,D. Green makes 2-pt layup from 1 ft,23,22
49,1,3:43.0,D. Lillard misses 3-pt jump shot from 25 ft,,23,22
50,1,3:41.0,,Defensive rebound by D. Green,23,22
51,1,3:30.0,,L. Aldridge makes 2-pt jump shot from 16 ft,23,24
52,1,3:11.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by E. Turner),,26,24
53,1,2:49.0,,L. Aldridge makes 2-pt jump shot from 12 ft,26,26
54,1,2:48.0,Portland full timeout,,26,26
55,1,2:48.0,,P. Gasol enters the game for P. Mills,26,26
56,1,2:48.0,,M. Ginóbili enters the game for L. Aldridge,26,26
57,1,2:48.0,S. Napier enters the game for E. Turner,,26,26
58,1,2:48.0,M. Leonard enters the game for A. Aminu,,26,26
59,1,2:32.0,Personal foul by P. Gasol (drawn by M. Leonard),,26,26
60,1,2:24.0,Z. Collins misses 3-pt jump shot from 23 ft,,26,26
61,1,2:20.0,Offensive rebound by D. Lillard,,26,26
62,1,2:19.0,Z. Collins makes 2-pt layup at rim (assist by D. Lillard),,28,26
63,1,2:03.0,,R. Gay makes 2-pt jump shot from 11 ft,28,28
64,1,1:46.0,D. Lillard makes 2-pt jump shot from 10 ft,,30,28
65,1,1:25.0,,R. Gay misses 3-pt jump shot from 23 ft,30,28
66,1,1:23.0,Defensive rebound by Team,,30,28
67,1,1:07.0,M. Leonard makes 3-pt jump shot from 25 ft (assist by D. Lillard),,33,28
68,1,0:45.0,,D. Green makes 2-pt jump shot from 17 ft,33,30
69,1,0:31.0,D. Lillard misses 2-pt jump shot from 20 ft,,33,30
70,1,0:27.0,,Defensive rebound by D. Green,33,30
71,1,0:12.0,,P. Gasol makes 2-pt layup at rim (assist by R. Gay),33,32
72,1,0:04.0,Turnover by D. Lillard (lost ball; steal by D. Green),,33,32
73,1,0:00.0,,R. Gay misses 2-pt layup at rim,33,32
74,1,0:00.0,Defensive rebound by M. Leonard,,33,32
75,2,11:46.0,M. Leonard misses 2-pt jump shot from 9 ft,,33,32
76,2,11:42.0,,Defensive rebound by D. Green,33,32
77,2,11:37.0,,Turnover by T. Parker (turnover),33,32
78,2,11:18.0,Turnover by Z. Collins (bad pass; steal by P. Gasol),,33,32
79,2,11:13.0,,Shooting foul by M. Leonard (drawn by T. Parker),33,32
80,2,11:13.0,,T. Parker makes free throw 1 of 2,33,33
81,2,11:13.0,,T. Parker makes free throw 2 of 2,33,34
82,2,10:52.0,C. McCollum misses 3-pt jump shot from 24 ft,,33,34
83,2,10:49.0,,Defensive rebound by T. Parker,33,34
