,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MIAMI_ACTION,SAN ANTONIO_SCORE,MIAMI_SCORE
386,4,3:18.0,M. Ginóbili makes 2-pt layup from 1 ft (assist by P. Mills),,106,91
387,4,3:01.0,,J. Johnson makes 2-pt layup from 1 ft,106,93
388,4,2:51.0,Offensive foul by L. Aldridge (drawn by J. Johnson),,106,93
389,4,2:51.0,Turnover by L. Aldridge (offensive foul),,106,93
390,4,2:41.0,,J. Johnson makes 2-pt jump shot from 6 ft,106,95
391,4,2:28.0,Personal foul by J. Richardson (drawn by R. Gay),,106,95
392,4,2:28.0,R. Gay makes free throw 1 of 2,,107,95
393,4,2:28.0,R. Gay makes free throw 2 of 2,,108,95
394,4,2:18.0,,T. Johnson makes 2-pt layup from 1 ft (assist by J. Johnson),108,97
395,4,2:06.0,Personal foul by J. Richardson (drawn by R. Gay),,108,97
396,4,2:06.0,,J. Winslow enters the game for J. Richardson,108,97
397,4,2:06.0,R. Gay makes free throw 1 of 2,,109,97
398,4,2:06.0,R. Gay misses free throw 2 of 2,,109,97
399,4,2:01.0,Offensive rebound by L. Aldridge,,109,97
400,4,1:57.0,D. Green makes 3-pt jump shot from 25 ft (assist by P. Mills),,112,97
401,4,1:52.0,,Personal foul by P. Mills (drawn by D. Waiters),112,97
402,4,1:52.0,,D. Waiters misses free throw 1 of 2,112,97
403,4,1:52.0,,Offensive rebound by Team,112,97
404,4,1:52.0,B. Paul enters the game for M. Ginóbili,,112,97
405,4,1:52.0,,D. Waiters makes free throw 2 of 2,112,98
406,4,1:38.0,P. Mills makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,115,98
407,4,1:33.0,,J. Johnson makes 2-pt dunk at rim,115,100
408,4,1:14.0,D. Green makes 2-pt jump shot from 8 ft,,117,100
409,4,1:01.0,,T. Johnson misses 3-pt jump shot from 23 ft,117,100
410,4,0:59.0,Defensive rebound by D. Green,,117,100
411,4,0:46.0,L. Aldridge misses 2-pt layup at rim,,117,100
412,4,0:44.0,,Defensive rebound by G. Dragić,117,100
413,4,0:37.0,,G. Dragić misses 2-pt jump shot from 21 ft,117,100
414,4,0:32.0,Defensive rebound by D. Green,,117,100
415,4,0:15.0,L. Aldridge misses 2-pt jump shot from 19 ft,,117,100
416,4,0:09.0,,Defensive rebound by G. Dragić,117,100
