,QUARTER,TIME_REMAINING,BOSTON_ACTION,GOLDEN STATE_ACTION,BOSTON_SCORE,GOLDEN STATE_SCORE
395,4,3:27.0,J. Brown makes 2-pt hook shot from 1 ft,,95,94
396,4,3:03.0,,Turnover by A. Iguodala (lost ball; steal by K. Irving),95,94
397,4,2:46.0,K. Irving misses 2-pt layup from 5 ft (block by D. Green),,95,94
398,4,2:42.0,,Defensive rebound by K. Thompson,95,94
399,4,2:40.0,,Shooting foul by A. Horford (drawn by K. Durant),95,94
400,4,2:40.0,,K. Durant misses free throw 1 of 2,95,94
401,4,2:40.0,,Offensive rebound by Team,95,94
402,4,2:40.0,,K. Durant makes free throw 2 of 2,95,95
403,4,2:18.0,A. Horford misses 2-pt layup from 2 ft (block by K. Durant),,95,95
404,4,2:16.0,Offensive rebound by A. Horford,,95,95
405,4,2:16.0,Turnover by Team (shot clock),,95,95
406,4,2:03.0,,K. Durant misses 2-pt jump shot from 11 ft,95,95
407,4,1:57.0,Defensive rebound by A. Horford,,95,95
408,4,1:49.0,A. Horford misses 2-pt hook shot from 5 ft,,95,95
409,4,1:47.0,Offensive rebound by M. Morris,,95,95
410,4,1:47.0,M. Morris misses 2-pt layup at rim,,95,95
411,4,1:46.0,,Defensive rebound by S. Curry,95,95
412,4,1:45.0,,S. Curry makes 3-pt jump shot from 27 ft,95,98
413,4,1:22.0,K. Irving misses 2-pt jump shot from 10 ft (block by D. Green),,95,98
414,4,1:18.0,,Defensive rebound by K. Thompson,95,98
415,4,1:08.0,,S. Curry makes 2-pt layup from 1 ft,95,100
416,4,1:08.0,Boston full timeout,,95,100
417,4,1:02.0,A. Horford makes 2-pt hook shot from 5 ft (assist by T. Rozier),,97,100
418,4,0:43.0,,Shooting foul by M. Morris (drawn by S. Curry),97,100
419,4,0:43.0,,S. Curry makes free throw 1 of 2,97,101
420,4,0:43.0,,S. Curry makes free throw 2 of 2,97,102
421,4,0:26.0,Personal foul by K. Durant (drawn by J. Brown),,97,102
422,4,0:22.0,K. Irving makes 2-pt layup from 10 ft,,99,102
423,4,0:20.0,,Shooting foul by M. Morris (drawn by K. Durant),99,102
424,4,0:20.0,,K. Durant misses free throw 1 of 2,99,102
425,4,0:20.0,,Offensive rebound by Team,99,102
426,4,0:20.0,,K. Durant makes free throw 2 of 2,99,103
427,4,0:11.0,K. Irving makes 2-pt layup from 1 ft,,101,103
428,4,0:10.0,,Personal foul by T. Rozier (drawn by S. Curry),101,103
429,4,0:10.0,,S. Curry makes free throw 1 of 2,101,104
430,4,0:10.0,,S. Curry makes free throw 2 of 2,101,105
431,4,0:10.0,Boston full timeout,,101,105
432,4,0:08.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by M. Morris),,104,105
433,4,0:07.0,,Golden State full timeout,104,105
434,4,0:07.0,,S. Livingston enters the game for A. Iguodala,104,105
435,4,0:07.0,J. Tatum enters the game for M. Morris,,104,105
436,4,0:06.0,,Personal foul by A. Horford (drawn by S. Curry),104,105
437,4,0:06.0,,S. Curry makes free throw 1 of 2,104,106
438,4,0:06.0,,A. Iguodala enters the game for S. Livingston,104,106
439,4,0:06.0,M. Morris enters the game for J. Brown,,104,106
440,4,0:06.0,,S. Curry makes free throw 2 of 2,104,107
441,4,0:02.0,Personal foul by D. Green (drawn by K. Irving),,104,107
442,4,0:02.0,K. Irving makes free throw 1 of 2,,105,107
443,4,0:02.0,,Z. Pachulia enters the game for A. Iguodala,105,107
444,4,0:02.0,A. Baynes enters the game for T. Rozier,,105,107
445,4,0:02.0,J. Brown enters the game for M. Morris,,105,107
446,4,0:02.0,K. Irving misses free throw 2 of 2,,105,107
447,4,0:02.0,,Defensive rebound by Team,105,107
448,4,0:02.0,Violation by K. Irving (lane),,105,107
449,4,0:02.0,,S. Livingston enters the game for Z. Pachulia,105,107
450,4,0:02.0,T. Rozier enters the game for A. Baynes,,105,107
451,4,0:01.0,,Personal foul by T. Rozier (drawn by S. Curry),105,107
452,4,0:01.0,,S. Curry makes free throw 1 of 2,105,108
453,4,0:01.0,D. Theis enters the game for J. Brown,,105,108
454,4,0:01.0,,S. Curry makes free throw 2 of 2,105,109
455,4,0:00.0,K. Irving misses 3-pt jump shot from 48 ft,,105,109
456,4,0:00.0,Offensive rebound by Team,,105,109
