,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MIAMI_ACTION,MEMPHIS_SCORE,MIAMI_SCORE
383,4,7:20.0,J. Martin misses 3-pt jump shot from 22 ft,,80,104
384,4,7:16.0,,Defensive rebound by W. Ellington,80,104
385,4,6:55.0,,D. Wade makes 2-pt jump shot from 8 ft,80,106
386,4,6:41.0,D. Davis makes 2-pt dunk at rim (assist by J. Martin),,82,106
387,4,6:17.0,,D. Wade misses 2-pt jump shot from 13 ft,82,106
388,4,6:12.0,Defensive rebound by J. Green,,82,106
389,4,5:56.0,K. Simmons misses 2-pt layup at rim,,82,106
390,4,5:53.0,,Defensive rebound by B. Adebayo,82,106
391,4,5:47.0,,J. Richardson makes 2-pt jump shot from 15 ft,82,108
392,4,5:28.0,D. Brooks misses 2-pt jump shot from 16 ft,,82,108
393,4,5:27.0,,Defensive rebound by Team,82,108
394,4,5:27.0,B. McLemore enters the game for J. Green,,82,108
395,4,5:05.0,,D. Wade misses 2-pt jump shot from 17 ft,82,108
396,4,5:01.0,Defensive rebound by B. McLemore,,82,108
397,4,4:54.0,Shooting foul by D. Wade (drawn by J. Martin),,82,108
398,4,4:54.0,J. Martin makes free throw 1 of 2,,83,108
399,4,4:54.0,J. Martin makes free throw 2 of 2,,84,108
400,4,4:54.0,B. Johnson enters the game for D. Davis,,84,108
401,4,4:43.0,,B. Adebayo misses 2-pt layup from 2 ft,84,108
402,4,4:40.0,,Offensive rebound by B. Adebayo,84,108
403,4,4:40.0,,B. Adebayo makes 2-pt layup at rim,84,110
404,4,4:26.0,Turnover by J. Martin (lost ball; steal by J. Richardson),,84,110
405,4,4:24.0,,D. Wade makes 2-pt dunk from 1 ft (assist by W. Ellington),84,112
406,4,4:10.0,B. McLemore misses 2-pt layup from 2 ft,,84,112
407,4,4:05.0,,Defensive rebound by B. Adebayo,84,112
408,4,3:55.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Richardson),84,115
409,4,3:54.0,Memphis full timeout,,84,115
410,4,3:54.0,,U. Haslem enters the game for J. Richardson,84,115
411,4,3:54.0,,J. Mickey enters the game for D. Wade,84,115
412,4,3:54.0,,L. Babbitt enters the game for B. Adebayo,84,115
413,4,3:54.0,,J. Winslow enters the game for J. Johnson,84,115
414,4,3:54.0,I. Rabb enters the game for J. Martin,,84,115
415,4,3:37.0,I. Rabb misses 2-pt jump shot from 17 ft,,84,115
416,4,3:34.0,,Defensive rebound by J. Winslow,84,115
417,4,3:22.0,,U. Haslem misses 2-pt jump shot from 23 ft,84,115
418,4,3:18.0,Defensive rebound by B. Johnson,,84,115
419,4,3:05.0,D. Brooks misses 2-pt jump shot from 9 ft,,84,115
420,4,3:03.0,Offensive rebound by I. Rabb,,84,115
421,4,3:01.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by I. Rabb),,87,115
422,4,2:40.0,,Turnover by W. Ellington (bad pass),87,115
423,4,2:40.0,M. Henry enters the game for D. Brooks,,87,115
424,4,2:26.0,M. Henry makes 2-pt layup from 1 ft (assist by K. Simmons),,89,115
425,4,2:10.0,,L. Babbitt misses 3-pt jump shot from 25 ft,89,115
426,4,2:07.0,Defensive rebound by B. McLemore,,89,115
427,4,2:00.0,K. Simmons misses 2-pt jump shot from 13 ft,,89,115
428,4,1:57.0,,Defensive rebound by L. Babbitt,89,115
429,4,1:41.0,,W. Ellington misses 3-pt jump shot from 24 ft,89,115
430,4,1:39.0,Defensive rebound by I. Rabb,,89,115
431,4,1:31.0,B. Johnson misses 2-pt layup from 2 ft,,89,115
432,4,1:27.0,Offensive rebound by B. Johnson,,89,115
433,4,1:27.0,B. Johnson misses 2-pt layup at rim,,89,115
434,4,1:26.0,,Defensive rebound by U. Haslem,89,115
435,4,1:10.0,,U. Haslem misses 3-pt jump shot from 22 ft,89,115
436,4,1:07.0,Defensive rebound by B. Johnson,,89,115
437,4,0:50.0,Turnover by K. Simmons (lost ball; steal by J. Winslow),,89,115
438,4,0:29.0,,Turnover by J. Winslow (bad pass; steal by B. Johnson),89,115
439,4,0:24.0,M. Henry misses 3-pt jump shot from 25 ft,,89,115
440,4,0:20.0,,Defensive rebound by L. Babbitt,89,115
