,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
381,4,3:04.0,,Defensive rebound by J. Nurkić,88,83
382,4,2:56.0,,D. Lillard misses 2-pt jump shot from 17 ft,88,83
383,4,2:55.0,Defensive rebound by J. Holiday,,88,83
384,4,2:47.0,Turnover by J. Holiday (bad pass; steal by D. Lillard),,88,83
385,4,2:47.0,,Personal foul by J. Holiday (drawn by D. Lillard),88,83
386,4,2:47.0,,D. Lillard makes free throw 1 of 2,88,84
387,4,2:47.0,,D. Lillard makes free throw 2 of 2,88,85
388,4,2:29.0,I. Clark makes 3-pt jump shot from 25 ft (assist by J. Holiday),,91,85
389,4,2:14.0,,C. McCollum misses 2-pt layup from 1 ft (block by N. Mirotić),91,85
390,4,2:14.0,,Offensive rebound by J. Nurkić,91,85
391,4,2:14.0,,Shooting foul by I. Clark (drawn by J. Nurkić),91,85
392,4,2:14.0,,J. Nurkić makes free throw 1 of 2,91,86
393,4,2:14.0,,J. Nurkić makes free throw 2 of 2,91,87
394,4,2:00.0,R. Rondo makes 2-pt layup from 2 ft,,93,87
395,4,1:49.0,,J. Nurkić misses 2-pt hook shot from 2 ft,93,87
396,4,1:49.0,,Offensive rebound by D. Lillard,93,87
397,4,1:36.0,,J. Nurkić misses 2-pt layup from 1 ft,93,87
398,4,1:34.0,,Offensive rebound by E. Turner,93,87
399,4,1:34.0,,E. Turner makes 2-pt layup at rim,93,89
400,4,1:16.0,R. Rondo misses 2-pt layup from 1 ft,,93,89
401,4,1:15.0,,Defensive rebound by J. Nurkić,93,89
402,4,1:05.0,,E. Turner misses 3-pt jump shot from 22 ft,93,89
403,4,1:02.0,,Offensive rebound by E. Turner,93,89
404,4,0:59.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),93,92
405,4,0:59.0,New Orleans full timeout,,93,92
406,4,0:49.0,Turnover by I. Clark (lost ball; steal by E. Turner),,93,92
407,4,0:44.0,,Turnover by C. McCollum (bad pass; steal by J. Holiday),93,92
408,4,0:43.0,Personal foul by J. Nurkić (drawn by J. Holiday),,93,92
409,4,0:28.0,A. Davis misses 3-pt jump shot from 25 ft,,93,92
410,4,0:26.0,,Defensive rebound by J. Nurkić,93,92
411,4,0:25.0,,Portland full timeout,93,92
412,4,0:15.0,,D. Lillard misses 2-pt jump shot from 4 ft,93,92
413,4,0:12.0,Defensive rebound by A. Davis,,93,92
414,4,0:12.0,Personal foul by E. Turner (drawn by A. Davis),,93,92
415,4,0:12.0,A. Davis makes free throw 1 of 2,,94,92
416,4,0:12.0,A. Davis makes free throw 2 of 2,,95,92
417,4,0:12.0,,Portland full timeout,95,92
418,4,0:12.0,,P. Connaughton enters the game for A. Aminu,95,92
419,4,0:12.0,,M. Leonard enters the game for J. Nurkić,95,92
420,4,0:06.0,,P. Connaughton misses 2-pt layup at rim (block by J. Holiday),95,92
421,4,0:04.0,Defensive rebound by A. Davis,,95,92
422,4,0:04.0,Personal foul by P. Connaughton (drawn by A. Davis),,95,92
423,4,0:04.0,A. Davis makes free throw 1 of 2,,96,92
424,4,0:04.0,A. Davis makes free throw 2 of 2,,97,92
425,4,0:00.0,,C. McCollum makes 3-pt jump shot from 25 ft,97,95
