,QUARTER,TIME_REMAINING,MIAMI_ACTION,CHARLOTTE_ACTION,MIAMI_SCORE,CHARLOTTE_SCORE
0,1,11:37.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by K. Walker),0,2
1,1,11:14.0,J. Johnson misses 2-pt jump shot from 9 ft,,0,2
2,1,11:10.0,,Defensive rebound by M. Williams,0,2
3,1,11:02.0,,K. Walker misses 3-pt jump shot from 26 ft,0,2
4,1,10:58.0,Defensive rebound by G. Dragić,,0,2
5,1,10:52.0,J. Richardson makes 3-pt jump shot from 22 ft (assist by G. Dragić),,3,2
6,1,10:38.0,,Shooting foul by K. Olynyk (drawn by D. Howard),3,2
7,1,10:38.0,,D. Howard makes free throw 1 of 2,3,3
8,1,10:38.0,,D. Howard makes free throw 2 of 2,3,4
9,1,10:29.0,J. Johnson misses 3-pt jump shot from 25 ft,,3,4
10,1,10:25.0,,Defensive rebound by D. Howard,3,4
11,1,10:16.0,,Turnover by K. Walker (bad pass),3,4
12,1,10:06.0,Turnover by G. Dragić (bad pass; steal by N. Batum),,3,4
13,1,9:55.0,,K. Walker misses 2-pt jump shot from 13 ft,3,4
14,1,9:55.0,,Offensive rebound by Team,3,4
15,1,9:55.0,,Turnover by K. Walker (traveling),3,4
16,1,9:41.0,D. Waiters misses 3-pt jump shot from 26 ft,,3,4
17,1,9:37.0,,Defensive rebound by D. Howard,3,4
18,1,9:24.0,,D. Howard makes 2-pt layup from 1 ft (assist by N. Batum),3,6
19,1,9:13.0,G. Dragić misses 2-pt jump shot from 9 ft,,3,6
20,1,9:10.0,,Defensive rebound by D. Howard,3,6
21,1,8:55.0,,D. Howard misses 2-pt layup from 1 ft (block by J. Richardson),3,6
22,1,8:55.0,,Offensive rebound by D. Howard,3,6
23,1,8:55.0,,D. Howard misses 2-pt layup from 1 ft (block by D. Waiters),3,6
24,1,8:55.0,,Offensive rebound by Team,3,6
25,1,8:53.0,,N. Batum misses 2-pt jump shot from 14 ft,3,6
26,1,8:53.0,Defensive rebound by K. Olynyk,,3,6
27,1,8:41.0,D. Waiters makes 2-pt layup at rim,,5,6
28,1,8:30.0,,N. Batum makes 2-pt layup from 1 ft (assist by K. Walker),5,8
29,1,8:30.0,B. Adebayo enters the game for K. Olynyk,,5,8
30,1,8:30.0,,N. Batum makes free throw 1 of 1,5,9
31,1,8:10.0,D. Waiters misses 2-pt jump shot from 16 ft,,5,9
32,1,8:06.0,,Defensive rebound by D. Howard,5,9
33,1,7:52.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 8 ft,5,9
34,1,7:50.0,Defensive rebound by D. Waiters,,5,9
35,1,7:43.0,D. Waiters makes 2-pt layup from 1 ft,,7,9
36,1,7:27.0,,Shooting foul by B. Adebayo (drawn by D. Howard),7,9
37,1,7:27.0,,D. Howard misses free throw 1 of 2,7,9
38,1,7:27.0,,Offensive rebound by Team,7,9
39,1,7:27.0,,D. Howard misses free throw 2 of 2,7,9
40,1,7:23.0,Defensive rebound by J. Johnson,,7,9
41,1,7:06.0,B. Adebayo misses 2-pt jump shot from 10 ft,,7,9
42,1,7:02.0,,Defensive rebound by D. Howard,7,9
43,1,6:54.0,,K. Walker misses 3-pt jump shot from 25 ft,7,9
44,1,6:51.0,Defensive rebound by J. Richardson,,7,9
45,1,6:44.0,Shooting foul by K. Walker (drawn by G. Dragić),,7,9
46,1,6:44.0,,Charlotte full timeout,7,9
47,1,6:44.0,,M. Monk enters the game for N. Batum,7,9
48,1,6:44.0,G. Dragić makes free throw 1 of 2,,8,9
49,1,6:44.0,G. Dragić makes free throw 2 of 2,,9,9
50,1,6:30.0,,K. Walker misses 2-pt layup from 1 ft (block by G. Dragić),9,9
51,1,6:22.0,,Offensive rebound by M. Williams,9,9
52,1,6:22.0,,M. Williams misses 2-pt layup at rim,9,9
53,1,6:20.0,Defensive rebound by G. Dragić,,9,9
54,1,6:16.0,G. Dragić makes 2-pt layup at rim,,11,9
55,1,5:55.0,,Shooting foul by D. Waiters (drawn by M. Kidd-Gilchrist),11,9
