,QUARTER,TIME_REMAINING,MIAMI_ACTION,DALLAS_ACTION,MIAMI_SCORE,DALLAS_SCORE
107,2,10:25.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,27,28
108,2,10:24.0,,Offensive rebound by D. Powell,27,28
109,2,10:24.0,,Personal foul by J. Winslow (drawn by D. Powell),27,28
110,2,10:11.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,27,28
111,2,10:08.0,Defensive rebound by K. Olynyk,,27,28
112,2,9:58.0,K. Olynyk misses 3-pt jump shot from 24 ft,,27,28
113,2,9:55.0,,Defensive rebound by D. Powell,27,28
114,2,9:45.0,,Y. Ferrell misses 3-pt jump shot from 26 ft,27,28
115,2,9:42.0,,Offensive rebound by D. Powell,27,28
116,2,9:30.0,,D. Powell makes 2-pt jump shot from 19 ft (assist by K. Collinsworth),27,30
117,2,9:14.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Richardson),,30,30
118,2,8:57.0,,Personal foul by J. Winslow (drawn by D. Nowitzki),30,30
119,2,8:45.0,,Turnover by K. Collinsworth (lost ball; steal by W. Ellington),30,30
120,2,8:29.0,Shooting foul by D. Nowitzki (drawn by K. Olynyk),,30,30
121,2,8:29.0,K. Olynyk makes free throw 1 of 2,,31,30
122,2,8:29.0,K. Olynyk makes free throw 2 of 2,,32,30
123,2,8:17.0,,D. Harris misses 2-pt jump shot from 9 ft (block by J. Winslow),32,30
124,2,8:15.0,Defensive rebound by J. Winslow,,32,30
125,2,8:11.0,Turnover by J. Richardson (bad pass; steal by K. Collinsworth),,32,30
126,2,7:57.0,,Turnover by Y. Ferrell (bad pass; steal by J. Richardson),32,30
127,2,7:57.0,Personal foul by D. Nowitzki (drawn by J. Richardson),,32,30
128,2,7:57.0,,D. Smith enters the game for K. Collinsworth,32,30
129,2,7:48.0,W. Ellington misses 3-pt jump shot from 27 ft,,32,30
130,2,7:46.0,,Defensive rebound by D. Powell,32,30
131,2,7:35.0,,D. Smith makes 2-pt layup from 1 ft,32,32
132,2,7:11.0,B. Adebayo misses 2-pt layup from 1 ft,,32,32
133,2,7:10.0,,Defensive rebound by D. Powell,32,32
134,2,7:03.0,,Turnover by D. Powell (lost ball; steal by B. Adebayo),32,32
135,2,6:50.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,35,32
136,2,6:49.0,,Dallas full timeout,35,32
137,2,6:49.0,,H. Barnes enters the game for D. Harris,35,32
138,2,6:49.0,,W. Matthews enters the game for D. Nowitzki,35,32
139,2,6:49.0,T. Johnson enters the game for J. Richardson,,35,32
140,2,6:34.0,,Turnover by D. Smith (bad pass),35,32
141,2,6:21.0,K. Olynyk misses 3-pt jump shot from 25 ft,,35,32
142,2,6:18.0,,Defensive rebound by D. Powell,35,32
143,2,6:12.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Smith),35,35
144,2,5:58.0,Personal foul by D. Powell (drawn by B. Adebayo),,35,35
145,2,5:58.0,,S. Mejri enters the game for D. Powell,35,35
146,2,5:58.0,,M. Kleber enters the game for Y. Ferrell,35,35
147,2,5:58.0,J. Johnson enters the game for W. Ellington,,35,35
148,2,5:58.0,G. Dragić enters the game for K. Olynyk,,35,35
149,2,5:58.0,H. Whiteside enters the game for B. Adebayo,,35,35
150,2,5:50.0,J. Johnson misses 3-pt jump shot from 25 ft,,35,35
151,2,5:47.0,,Defensive rebound by H. Barnes,35,35
152,2,5:41.0,,Personal foul by G. Dragić (drawn by D. Smith),35,35
153,2,5:35.0,,D. Smith misses 2-pt jump shot from 19 ft,35,35
154,2,5:32.0,,Offensive rebound by S. Mejri,35,35
155,2,5:31.0,,S. Mejri misses 2-pt dunk at rim,35,35
156,2,5:28.0,Defensive rebound by J. Winslow,,35,35
157,2,5:19.0,J. Winslow misses 2-pt jump shot from 22 ft,,35,35
158,2,5:18.0,,Defensive rebound by Team,35,35
159,2,5:08.0,,H. Barnes misses 2-pt jump shot from 17 ft,35,35
160,2,5:04.0,Defensive rebound by H. Whiteside,,35,35
161,2,4:50.0,T. Johnson misses 2-pt hook shot from 7 ft,,35,35
162,2,4:48.0,,Defensive rebound by S. Mejri,35,35
163,2,4:36.0,,W. Matthews misses 3-pt jump shot from 27 ft,35,35
164,2,4:32.0,,Offensive rebound by S. Mejri,35,35
165,2,4:26.0,,Turnover by D. Smith (lost ball; steal by G. Dragić),35,35
166,2,4:18.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Johnson),,38,35
167,2,3:54.0,,Turnover by M. Kleber (bad pass; steal by J. Johnson),38,35
168,2,3:50.0,Turnover by J. Johnson (bad pass; steal by W. Matthews),,38,35
169,2,3:32.0,,D. Smith misses 3-pt jump shot from 25 ft,38,35
170,2,3:29.0,,Offensive rebound by W. Matthews,38,35
171,2,3:15.0,,D. Smith misses 2-pt jump shot from 9 ft,38,35
172,2,3:13.0,Defensive rebound by G. Dragić,,38,35
173,2,2:59.0,G. Dragić misses 2-pt jump shot from 17 ft,,38,35
174,2,2:56.0,Offensive rebound by H. Whiteside,,38,35
175,2,2:54.0,Turnover by H. Whiteside (lost ball; steal by S. Mejri),,38,35
176,2,2:48.0,,H. Barnes misses 2-pt hook shot from 5 ft,38,35
177,2,2:48.0,Defensive rebound by Team,,38,35
178,2,2:48.0,,Loose ball foul by H. Barnes (drawn by H. Whiteside),38,35
179,2,2:48.0,Miami full timeout,,38,35
180,2,2:48.0,J. Richardson enters the game for J. Winslow,,38,35
181,2,2:48.0,H. Whiteside makes free throw 1 of 2,,39,35
182,2,2:48.0,H. Whiteside makes free throw 2 of 2,,40,35
183,2,2:30.0,,Personal block foul by T. Johnson (drawn by W. Matthews),40,35
184,2,2:30.0,,W. Matthews makes free throw 1 of 2,40,36
185,2,2:30.0,,W. Matthews makes free throw 2 of 2,40,37
186,2,2:20.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. Johnson),,43,37
187,2,2:01.0,,H. Barnes misses 2-pt jump shot from 11 ft,43,37
188,2,2:01.0,Defensive rebound by H. Whiteside,,43,37
189,2,1:50.0,G. Dragić misses 2-pt jump shot from 5 ft,,43,37
190,2,1:50.0,Offensive rebound by H. Whiteside,,43,37
191,2,1:50.0,H. Whiteside makes 2-pt layup at rim,,45,37
192,2,1:50.0,Shooting foul by S. Mejri (drawn by H. Whiteside),,45,37
193,2,1:50.0,,D. Nowitzki enters the game for M. Kleber,45,37
194,2,1:50.0,,Y. Ferrell enters the game for S. Mejri,45,37
195,2,1:50.0,W. Ellington enters the game for T. Johnson,,45,37
196,2,1:50.0,H. Whiteside makes free throw 1 of 1,,46,37
197,2,1:33.0,,W. Matthews makes 2-pt layup at rim,46,39
198,2,1:12.0,J. Johnson makes 2-pt layup from 2 ft (assist by H. Whiteside),,48,39
199,2,1:00.0,,H. Barnes makes 2-pt layup at rim (assist by D. Smith),48,41
200,2,0:41.0,J. Richardson makes 3-pt jump shot from 23 ft (assist by G. Dragić),,51,41
201,2,0:31.0,,D. Smith misses 2-pt layup from 3 ft (block by J. Richardson),51,41
202,2,0:31.0,,Offensive rebound by Team,51,41
203,2,0:28.0,,H. Barnes misses 2-pt dunk from 1 ft,51,41
204,2,0:28.0,,Offensive rebound by D. Smith,51,41
205,2,0:26.0,,Personal block foul by H. Whiteside (drawn by D. Nowitzki),51,41
206,2,0:26.0,,D. Nowitzki makes free throw 1 of 2,51,42
207,2,0:26.0,,D. Nowitzki makes free throw 2 of 2,51,43
208,2,0:07.0,G. Dragić misses 3-pt jump shot from 24 ft,,51,43
209,2,0:07.0,,Defensive rebound by D. Nowitzki,51,43
210,2,0:00.0,,D. Smith makes 3-pt jump shot from 26 ft,51,46
211,3,11:42.0,H. Whiteside makes 2-pt layup from 1 ft,,53,46
212,3,11:26.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by D. Smith),53,48
213,3,11:02.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by H. Whiteside),,56,48
214,3,10:43.0,,W. Matthews misses 2-pt layup from 2 ft,56,48
215,3,10:41.0,Defensive rebound by H. Whiteside,,56,48
216,3,10:35.0,Shooting foul by W. Matthews (drawn by T. Johnson),,56,48
217,3,10:35.0,T. Johnson misses free throw 1 of 2,,56,48
218,3,10:35.0,Offensive rebound by Team,,56,48
219,3,10:35.0,Turnover by H. Whiteside (turnover),,56,48
220,3,10:25.0,,Turnover by W. Matthews (bad pass; steal by T. Johnson),56,48
221,3,10:13.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Richardson),,58,48
222,3,10:12.0,,Dallas full timeout,58,48
223,3,10:01.0,,M. Kleber makes 3-pt jump shot from 23 ft (assist by W. Matthews),58,51
224,3,9:42.0,H. Whiteside makes 2-pt jump shot from 9 ft (assist by J. Johnson),,60,51
225,3,9:21.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,60,51
226,3,9:18.0,Defensive rebound by G. Dragić,,60,51
227,3,8:55.0,H. Whiteside makes 2-pt jump shot from 6 ft (assist by J. Johnson),,62,51
228,3,8:43.0,,D. Smith makes 2-pt layup at rim,62,53
229,3,8:28.0,G. Dragić misses 2-pt jump shot from 12 ft,,62,53
230,3,8:26.0,,Defensive rebound by W. Matthews,62,53
231,3,8:08.0,,M. Kleber makes 2-pt jump shot from 5 ft (assist by D. Nowitzki),62,55
232,3,7:53.0,J. Richardson misses 3-pt jump shot from 24 ft,,62,55
233,3,7:50.0,,Defensive rebound by D. Smith,62,55
234,3,7:49.0,,Personal take foul by G. Dragić (drawn by D. Smith),62,55
235,3,7:35.0,,M. Kleber misses 2-pt jump shot from 3 ft (block by J. Richardson),62,55
236,3,7:32.0,Defensive rebound by H. Whiteside,,62,55
237,3,7:32.0,Personal foul by D. Smith (drawn by J. Richardson),,62,55
238,3,7:23.0,G. Dragić misses 2-pt jump shot from 13 ft,,62,55
239,3,7:21.0,,Defensive rebound by W. Matthews,62,55
240,3,7:16.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,62,55
241,3,7:14.0,Defensive rebound by Team,,62,55
242,3,7:00.0,H. Whiteside makes 2-pt jump shot from 10 ft (assist by T. Johnson),,64,55
243,3,6:42.0,,D. Smith misses 3-pt jump shot from 25 ft,64,55
244,3,6:42.0,Defensive rebound by Team,,64,55
245,3,6:42.0,,Y. Ferrell enters the game for M. Kleber,64,55
246,3,6:22.0,H. Whiteside makes 2-pt jump shot from 3 ft (assist by G. Dragić),,66,55
247,3,6:22.0,,Dallas full timeout,66,55
248,3,6:22.0,,D. Harris enters the game for D. Smith,66,55
249,3,6:22.0,,S. Mejri enters the game for D. Nowitzki,66,55
250,3,6:06.0,,Personal foul by T. Johnson (drawn by S. Mejri),66,55
251,3,5:50.0,,D. Harris misses 3-pt jump shot from 25 ft,66,55
252,3,5:47.0,Defensive rebound by T. Johnson,,66,55
253,3,5:29.0,G. Dragić makes 2-pt jump shot from 16 ft,,68,55
254,3,5:22.0,,Personal foul by J. Richardson (drawn by Y. Ferrell),68,55
255,3,5:22.0,W. Ellington enters the game for J. Richardson,,68,55
256,3,5:13.0,,D. Harris misses 2-pt jump shot from 9 ft,68,55
257,3,5:08.0,Defensive rebound by H. Whiteside,,68,55
258,3,4:54.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by G. Dragić),,71,55
259,3,4:35.0,,Y. Ferrell makes 2-pt jump shot from 16 ft,71,57
260,3,4:16.0,Turnover by J. Johnson (bad pass),,71,57
261,3,4:04.0,,Y. Ferrell makes 2-pt jump shot from 15 ft (assist by S. Mejri),71,59
262,3,4:02.0,Miami full timeout,,71,59
263,3,3:38.0,T. Johnson misses 3-pt jump shot from 24 ft,,71,59
264,3,3:34.0,,Defensive rebound by S. Mejri,71,59
265,3,3:30.0,,Y. Ferrell misses 2-pt layup from 1 ft (block by H. Whiteside),71,59
266,3,3:27.0,,Offensive rebound by S. Mejri,71,59
267,3,3:21.0,,S. Mejri makes 2-pt layup at rim,71,61
268,3,3:08.0,T. Johnson misses 2-pt layup at rim (block by D. Harris),,71,61
269,3,3:08.0,Offensive rebound by Team,,71,61
270,3,3:08.0,J. Winslow enters the game for G. Dragić,,71,61
271,3,3:08.0,B. Adebayo enters the game for H. Whiteside,,71,61
272,3,3:07.0,K. Olynyk enters the game for J. Johnson,,71,61
273,3,3:04.0,W. Ellington misses 3-pt jump shot from 24 ft,,71,61
274,3,3:01.0,,Defensive rebound by D. Harris,71,61
275,3,2:51.0,,W. Matthews misses 3-pt jump shot from 22 ft,71,61
276,3,2:49.0,Defensive rebound by K. Olynyk,,71,61
277,3,2:42.0,K. Olynyk misses 3-pt jump shot from 26 ft,,71,61
278,3,2:38.0,Offensive rebound by B. Adebayo,,71,61
279,3,2:38.0,B. Adebayo makes 2-pt dunk at rim,,73,61
280,3,2:21.0,,H. Barnes misses 2-pt dunk at rim,73,61
281,3,2:21.0,Defensive rebound by Team,,73,61
282,3,2:11.0,J. Winslow makes 2-pt layup from 1 ft,,75,61
283,3,1:53.0,,Personal block foul by T. Johnson (drawn by D. Harris),75,61
284,3,1:53.0,,D. Nowitzki enters the game for W. Matthews,75,61
285,3,1:53.0,,K. Collinsworth enters the game for H. Barnes,75,61
286,3,1:53.0,,D. Powell enters the game for S. Mejri,75,61
287,3,1:53.0,J. Richardson enters the game for T. Johnson,,75,61
288,3,1:47.0,,Y. Ferrell misses 2-pt jump shot from 22 ft,75,61
289,3,1:46.0,,Offensive rebound by Team,75,61
290,3,1:38.0,,Y. Ferrell misses 2-pt jump shot from 6 ft (block by B. Adebayo),75,61
291,3,1:35.0,Defensive rebound by J. Richardson,,75,61
292,3,1:21.0,J. Richardson misses 2-pt jump shot from 18 ft,,75,61
293,3,1:18.0,,Defensive rebound by K. Collinsworth,75,61
294,3,0:59.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,75,61
295,3,0:57.0,,Offensive rebound by D. Nowitzki,75,61
296,3,0:56.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,75,61
297,3,0:52.0,Defensive rebound by B. Adebayo,,75,61
298,3,0:40.0,Turnover by K. Olynyk (lost ball; steal by D. Nowitzki),,75,61
299,3,0:35.0,,K. Collinsworth misses 2-pt layup from 2 ft (block by J. Winslow),75,61
300,3,0:32.0,,Offensive rebound by Y. Ferrell,75,61
301,3,0:24.0,,Y. Ferrell misses 2-pt jump shot from 22 ft,75,61
302,3,0:21.0,Defensive rebound by W. Ellington,,75,61
303,3,0:06.0,Personal take foul by D. Harris (drawn by J. Richardson),,75,61
304,3,0:06.0,,M. Kleber enters the game for D. Nowitzki,75,61
305,3,0:00.0,Turnover by J. Richardson (lost ball; steal by D. Powell),,75,61
306,4,11:45.0,,D. Smith misses 2-pt jump shot from 14 ft (block by J. Richardson),75,61
307,4,11:42.0,Defensive rebound by J. Richardson,,75,61
308,4,11:42.0,Personal block foul by D. Harris (drawn by J. Richardson),,75,61
309,4,11:27.0,Turnover by W. Ellington (lost ball; steal by D. Smith),,75,61
310,4,11:19.0,,Shooting foul by J. Winslow (drawn by D. Smith),75,61
311,4,11:19.0,,D. Smith makes free throw 1 of 2,75,62
312,4,11:19.0,,D. Smith makes free throw 2 of 2,75,63
313,4,11:06.0,J. Richardson misses 3-pt jump shot from 25 ft,,75,63
314,4,11:03.0,,Defensive rebound by D. Powell,75,63
315,4,10:58.0,,D. Harris misses 3-pt jump shot from 24 ft,75,63
316,4,10:55.0,Defensive rebound by B. Adebayo,,75,63
317,4,10:47.0,B. Adebayo misses 2-pt layup from 1 ft,,75,63
318,4,10:46.0,,Defensive rebound by D. Nowitzki,75,63
319,4,10:35.0,,D. Smith misses 3-pt jump shot from 24 ft,75,63
320,4,10:32.0,Defensive rebound by J. Winslow,,75,63
321,4,10:24.0,W. Ellington misses 3-pt jump shot from 24 ft,,75,63
322,4,10:20.0,Offensive rebound by B. Adebayo,,75,63
323,4,10:01.0,K. Olynyk makes 2-pt layup from 1 ft (assist by B. Adebayo),,77,63
324,4,9:38.0,,D. Smith misses 2-pt layup at rim,77,63
325,4,9:38.0,Defensive rebound by Team,,77,63
326,4,9:24.0,Shooting foul by D. Smith (drawn by J. Richardson),,77,63
327,4,9:24.0,J. Richardson misses free throw 1 of 2,,77,63
328,4,9:24.0,Offensive rebound by Team,,77,63
329,4,9:24.0,,K. Collinsworth enters the game for D. Harris,77,63
330,4,9:24.0,J. Richardson makes free throw 2 of 2,,78,63
331,4,9:07.0,,D. Powell makes 2-pt jump shot from 20 ft (assist by Y. Ferrell),78,65
332,4,8:46.0,K. Olynyk misses 3-pt jump shot from 25 ft,,78,65
333,4,8:43.0,,Defensive rebound by K. Collinsworth,78,65
334,4,8:38.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,78,65
335,4,8:35.0,Defensive rebound by K. Olynyk,,78,65
336,4,8:22.0,J. Winslow misses 3-pt jump shot from 23 ft,,78,65
337,4,8:18.0,,Defensive rebound by Y. Ferrell,78,65
338,4,8:13.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),78,68
339,4,7:55.0,Personal foul by K. Collinsworth (drawn by K. Olynyk),,78,68
340,4,7:43.0,W. Ellington misses 3-pt jump shot from 23 ft,,78,68
341,4,7:40.0,Offensive rebound by K. Olynyk,,78,68
342,4,7:40.0,K. Olynyk makes 2-pt dunk at rim,,80,68
343,4,7:40.0,,Dallas full timeout,80,68
344,4,7:25.0,,Y. Ferrell misses 2-pt jump shot from 21 ft,80,68
345,4,7:20.0,Defensive rebound by W. Ellington,,80,68
346,4,7:04.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,83,68
347,4,6:48.0,,Personal block foul by J. Winslow (drawn by D. Smith),83,68
348,4,6:48.0,,W. Matthews enters the game for K. Collinsworth,83,68
349,4,6:34.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,83,68
350,4,6:31.0,Defensive rebound by W. Ellington,,83,68
351,4,6:10.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,86,68
352,4,6:07.0,,Dallas full timeout,86,68
353,4,6:07.0,,H. Barnes enters the game for D. Nowitzki,86,68
354,4,5:53.0,,W. Matthews misses 2-pt layup at rim,86,68
355,4,5:53.0,,Offensive rebound by Team,86,68
356,4,5:51.0,,H. Barnes makes 2-pt jump shot from 18 ft (assist by D. Smith),86,70
357,4,5:40.0,Personal foul by D. Smith (drawn by B. Adebayo),,86,70
358,4,5:29.0,Turnover by B. Adebayo (bad pass; steal by D. Powell),,86,70
359,4,5:21.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),86,73
360,4,5:20.0,Miami full timeout,,86,73
361,4,4:56.0,Turnover by J. Winslow (bad pass),,86,73
362,4,4:42.0,,H. Barnes makes 2-pt jump shot from 20 ft (assist by D. Smith),86,75
363,4,4:22.0,Offensive foul by J. Winslow (drawn by W. Matthews),,86,75
364,4,4:22.0,Turnover by J. Winslow (offensive foul),,86,75
365,4,4:22.0,J. Johnson enters the game for K. Olynyk,,86,75
366,4,4:22.0,G. Dragić enters the game for B. Adebayo,,86,75
367,4,4:22.0,H. Whiteside enters the game for J. Winslow,,86,75
368,4,4:13.0,,D. Smith misses 3-pt jump shot from 25 ft,86,75
369,4,4:11.0,,Offensive rebound by D. Powell,86,75
370,4,4:06.0,,W. Matthews makes 2-pt jump shot from 9 ft,86,77
371,4,3:53.0,Personal foul by D. Powell (drawn by H. Whiteside),,86,77
372,4,3:53.0,H. Whiteside makes free throw 1 of 2,,87,77
373,4,3:53.0,H. Whiteside makes free throw 2 of 2,,88,77
374,4,3:40.0,,Shooting foul by W. Ellington (drawn by D. Smith),88,77
375,4,3:40.0,,D. Smith makes free throw 1 of 2,88,78
376,4,3:40.0,,D. Smith makes free throw 2 of 2,88,79
