,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,WASHINGTON_ACTION,PHILADELPHIA_SCORE,WASHINGTON_SCORE
46,1,6:31.0,,J. Wall makes 2-pt jump shot from 13 ft,12,16
47,1,6:16.0,J. Redick misses 2-pt jump shot from 9 ft (block by M. Gortat),,12,16
48,1,6:13.0,,Defensive rebound by O. Porter,12,16
49,1,6:09.0,,J. Wall misses 3-pt jump shot from 25 ft,12,16
50,1,6:05.0,Defensive rebound by J. Redick,,12,16
51,1,5:54.0,B. Simmons makes 2-pt hook shot from 9 ft,,14,16
52,1,5:36.0,,B. Beal misses 2-pt jump shot from 17 ft,14,16
53,1,5:33.0,Defensive rebound by R. Covington,,14,16
54,1,5:22.0,M. Fultz misses 2-pt layup from 7 ft,,14,16
55,1,5:20.0,,Defensive rebound by M. Gortat,14,16
56,1,5:07.0,,M. Gortat makes 2-pt jump shot from 9 ft (assist by B. Beal),14,18
57,1,4:56.0,Personal foul by M. Gortat (drawn by B. Simmons),,14,18
58,1,4:56.0,,K. Oubre enters the game for J. Smith,14,18
59,1,4:56.0,D. Šarić enters the game for B. Simmons,,14,18
60,1,4:56.0,T. McConnell enters the game for R. Covington,,14,18
61,1,4:44.0,Shooting foul by J. Wall (drawn by M. Fultz),,14,18
62,1,4:44.0,M. Fultz misses free throw 1 of 2,,14,18
63,1,4:44.0,Offensive rebound by Team,,14,18
64,1,4:44.0,,M. Scott enters the game for O. Porter,14,18
65,1,4:44.0,T. Luwawu-Cabarrot enters the game for J. Redick,,14,18
66,1,4:44.0,M. Fultz misses free throw 2 of 2,,14,18
67,1,4:40.0,,Defensive rebound by M. Gortat,14,18
68,1,4:23.0,,K. Oubre makes 3-pt jump shot from 25 ft,14,21
69,1,4:09.0,M. Fultz misses 2-pt layup from 6 ft (block by B. Beal),,14,21
70,1,4:03.0,Offensive rebound by M. Fultz,,14,21
71,1,4:02.0,M. Fultz makes 2-pt layup from 1 ft,,16,21
72,1,3:48.0,,M. Scott makes 2-pt layup from 3 ft (assist by K. Oubre),16,23
73,1,3:34.0,D. Šarić misses 2-pt layup from 2 ft,,16,23
74,1,3:31.0,,Defensive rebound by M. Gortat,16,23
75,1,3:28.0,,J. Wall misses 2-pt layup from 2 ft,16,23
76,1,3:28.0,Defensive rebound by T. Luwawu-Cabarrot,,16,23
77,1,3:21.0,A. Johnson misses 2-pt layup from 2 ft,,16,23
78,1,3:16.0,Offensive rebound by M. Fultz,,16,23
79,1,3:16.0,M. Fultz makes 2-pt layup at rim,,18,23
80,1,3:13.0,,Personal foul by A. Johnson (drawn by K. Oubre),18,23
81,1,3:13.0,,J. Meeks enters the game for B. Beal,18,23
82,1,3:02.0,,J. Meeks misses 3-pt jump shot from 24 ft,18,23
83,1,2:58.0,Defensive rebound by A. Johnson,,18,23
84,1,2:49.0,D. Šarić misses 3-pt jump shot from 26 ft,,18,23
85,1,2:45.0,,Defensive rebound by M. Gortat,18,23
86,1,2:33.0,,J. Wall makes 2-pt dunk at rim,18,25
87,1,2:32.0,Philadelphia full timeout,,18,25
88,1,2:32.0,,I. Mahinmi enters the game for J. Wall,18,25
89,1,2:32.0,,T. Frazier enters the game for M. Gortat,18,25
90,1,2:32.0,J. Embiid enters the game for A. Johnson,,18,25
91,1,2:16.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft (block by I. Mahinmi),,18,25
92,1,2:11.0,,Defensive rebound by K. Oubre,18,25
93,1,2:01.0,Offensive charge foul by I. Mahinmi (drawn by M. Fultz),,18,25
94,1,2:01.0,,Turnover by I. Mahinmi (offensive foul),18,25
95,1,1:46.0,Turnover by T. McConnell (lost ball; steal by K. Oubre),,18,25
96,1,1:44.0,,K. Oubre misses 2-pt layup from 1 ft (block by M. Fultz),18,25
97,1,1:44.0,,Offensive rebound by Team,18,25
98,1,1:39.0,,J. Meeks misses 2-pt jump shot from 10 ft,18,25
99,1,1:37.0,Defensive rebound by J. Embiid,,18,25
100,1,1:35.0,D. Šarić makes 2-pt layup at rim (assist by T. Luwawu-Cabarrot),,20,25
101,1,1:35.0,Shooting foul by T. Frazier (drawn by D. Šarić),,20,25
102,1,1:35.0,D. Šarić makes free throw 1 of 1,,21,25
103,1,1:14.0,,T. Frazier misses 2-pt jump shot from 16 ft,21,25
104,1,1:11.0,Defensive rebound by J. Embiid,,21,25
105,1,1:04.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 22 ft,,21,25
106,1,1:02.0,,Defensive rebound by I. Mahinmi,21,25
107,1,0:56.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by T. Frazier),21,28
108,1,0:46.0,J. Embiid misses 3-pt jump shot from 26 ft,,21,28
109,1,0:42.0,,Defensive rebound by M. Scott,21,28
110,1,0:36.0,,Shooting foul by D. Šarić (drawn by J. Meeks),21,28
111,1,0:36.0,,J. Meeks makes free throw 1 of 2,21,29
112,1,0:36.0,,J. Meeks makes free throw 2 of 2,21,30
113,1,0:23.0,Shooting foul by I. Mahinmi (drawn by J. Embiid),,21,30
114,1,0:23.0,J. Embiid makes free throw 1 of 2,,22,30
115,1,0:23.0,J. Embiid makes free throw 2 of 2,,23,30
116,1,0:00.0,,I. Mahinmi makes 2-pt layup from 3 ft (assist by T. Frazier),23,32
117,2,11:49.0,J. Embiid misses 2-pt jump shot from 16 ft,,23,32
118,2,11:43.0,Offensive rebound by B. Simmons,,23,32
119,2,11:43.0,B. Simmons makes 2-pt layup at rim,,25,32
120,2,11:28.0,,I. Mahinmi makes 2-pt jump shot from 8 ft,25,34
121,2,11:06.0,J. Embiid makes 2-pt jump shot from 16 ft,,27,34
122,2,10:45.0,,Turnover by T. Frazier (lost ball; steal by B. Simmons),27,34
123,2,10:42.0,B. Simmons makes 2-pt dunk at rim,,29,34
124,2,10:27.0,,Turnover by T. Frazier (bad pass; steal by J. Redick),29,34
125,2,10:23.0,J. Redick makes 3-pt jump shot from 26 ft,,32,34
126,2,10:04.0,,J. Meeks misses 2-pt jump shot from 12 ft,32,34
127,2,10:01.0,Defensive rebound by J. Embiid,,32,34
128,2,9:52.0,B. Simmons misses 2-pt jump shot from 6 ft,,32,34
129,2,9:46.0,Offensive rebound by B. Simmons,,32,34
130,2,9:46.0,B. Simmons misses 2-pt layup at rim,,32,34
131,2,9:43.0,,Defensive rebound by I. Mahinmi,32,34
132,2,9:43.0,,Shooting foul by J. Bayless (drawn by J. Meeks),32,34
133,2,9:43.0,,J. Meeks makes free throw 1 of 2,32,35
134,2,9:43.0,,J. Meeks makes free throw 2 of 2,32,36
135,2,9:29.0,Personal foul by I. Mahinmi (drawn by J. Embiid),,32,36
136,2,9:29.0,,M. Gortat enters the game for J. Meeks,32,36
137,2,9:29.0,,B. Beal enters the game for I. Mahinmi,32,36
138,2,9:29.0,A. Johnson enters the game for J. Embiid,,32,36
139,2,9:21.0,B. Simmons misses 2-pt hook shot from 12 ft,,32,36
140,2,9:19.0,,Defensive rebound by M. Scott,32,36
141,2,9:04.0,,Turnover by B. Beal (turnover; steal by R. Covington),32,36
142,2,8:56.0,J. Redick misses 2-pt layup from 3 ft (block by K. Oubre),,32,36
143,2,8:56.0,Offensive rebound by Team,,32,36
144,2,8:43.0,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Bayless),,35,36
145,2,8:33.0,,Turnover by M. Scott (out of bounds lost ball),35,36
146,2,8:33.0,,O. Porter enters the game for T. Frazier,35,36
147,2,8:33.0,,J. Wall enters the game for M. Scott,35,36
148,2,8:15.0,R. Covington makes 3-pt jump shot from 25 ft (assist by A. Johnson),,38,36
149,2,7:53.0,,M. Gortat makes 2-pt jump shot from 8 ft,38,38
150,2,7:37.0,R. Covington misses 3-pt jump shot from 27 ft,,38,38
151,2,7:34.0,,Defensive rebound by M. Gortat,38,38
152,2,7:26.0,,J. Wall misses 2-pt jump shot from 12 ft,38,38
153,2,7:23.0,Defensive rebound by B. Simmons,,38,38
154,2,7:20.0,Shooting foul by J. Wall (drawn by R. Covington),,38,38
155,2,7:20.0,R. Covington makes free throw 1 of 2,,39,38
156,2,7:20.0,T. McConnell enters the game for J. Redick,,39,38
157,2,7:20.0,T. Luwawu-Cabarrot enters the game for B. Simmons,,39,38
158,2,7:20.0,R. Covington makes free throw 2 of 2,,40,38
159,2,7:05.0,,O. Porter makes 2-pt jump shot from 15 ft,40,40
160,2,6:42.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 27 ft,,43,40
161,2,6:26.0,,K. Oubre makes 3-pt jump shot from 23 ft (assist by M. Gortat),43,43
162,2,6:15.0,A. Johnson makes 2-pt dunk at rim (assist by T. McConnell),,45,43
163,2,6:08.0,,Shooting foul by R. Covington (drawn by J. Wall),45,43
164,2,6:08.0,,Washington full timeout,45,43
165,2,6:08.0,D. Šarić enters the game for J. Bayless,,45,43
166,2,6:08.0,M. Fultz enters the game for R. Covington,,45,43
167,2,6:08.0,,J. Wall makes free throw 1 of 2,45,44
168,2,6:08.0,,J. Wall makes free throw 2 of 2,45,45
169,2,5:57.0,Turnover by T. McConnell (lost ball; steal by O. Porter),,45,45
170,2,5:53.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Oubre),45,45
171,2,5:53.0,,K. Oubre misses free throw 1 of 2,45,45
172,2,5:53.0,,Offensive rebound by Team,45,45
173,2,5:53.0,,K. Oubre makes free throw 2 of 2,45,46
174,2,5:41.0,M. Fultz misses 2-pt jump shot from 9 ft,,45,46
175,2,5:38.0,,Defensive rebound by O. Porter,45,46
176,2,5:34.0,,J. Wall misses 2-pt layup from 1 ft (block by D. Šarić),45,46
177,2,5:34.0,Defensive rebound by A. Johnson,,45,46
178,2,5:29.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by T. McConnell),,47,46
179,2,5:15.0,,Personal foul by A. Johnson (drawn by M. Gortat),47,46
180,2,5:06.0,,B. Beal misses 2-pt jump shot from 15 ft,47,46
181,2,5:03.0,Defensive rebound by D. Šarić,,47,46
182,2,4:58.0,Shooting foul by B. Beal (drawn by A. Johnson),,47,46
183,2,4:58.0,A. Johnson misses free throw 1 of 2,,47,46
184,2,4:58.0,Offensive rebound by Team,,47,46
185,2,4:58.0,A. Johnson makes free throw 2 of 2,,48,46
186,2,4:33.0,,M. Gortat misses 2-pt jump shot from 13 ft,48,46
187,2,4:30.0,Defensive rebound by D. Šarić,,48,46
188,2,4:21.0,T. McConnell misses 2-pt jump shot from 12 ft,,48,46
189,2,4:19.0,Offensive rebound by T. Luwawu-Cabarrot,,48,46
190,2,4:11.0,A. Johnson makes 2-pt layup from 1 ft (assist by T. McConnell),,50,46
191,2,3:56.0,,Shooting foul by D. Šarić (drawn by J. Wall),50,46
192,2,3:56.0,,J. Wall makes free throw 1 of 2,50,47
193,2,3:56.0,,J. Meeks enters the game for K. Oubre,50,47
194,2,3:56.0,,J. Wall makes free throw 2 of 2,50,48
195,2,3:48.0,T. McConnell makes 2-pt jump shot from 12 ft,,52,48
196,2,3:31.0,,O. Porter misses 3-pt jump shot from 26 ft,52,48
197,2,3:28.0,Defensive rebound by A. Johnson,,52,48
198,2,3:23.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,52,48
199,2,3:19.0,,Defensive rebound by O. Porter,52,48
200,2,3:09.0,,J. Wall misses 2-pt jump shot from 16 ft,52,48
201,2,3:09.0,,Offensive rebound by M. Gortat,52,48
202,2,3:04.0,,B. Beal makes 2-pt jump shot from 15 ft,52,50
203,2,3:01.0,Philadelphia full timeout,,52,50
204,2,3:01.0,B. Simmons enters the game for A. Johnson,,52,50
205,2,3:01.0,J. Redick enters the game for T. Luwawu-Cabarrot,,52,50
206,2,3:01.0,J. Embiid enters the game for T. McConnell,,52,50
207,2,3:01.0,J. Bayless enters the game for M. Fultz,,52,50
208,2,2:42.0,J. Redick makes 3-pt jump shot from 23 ft (assist by D. Šarić),,55,50
209,2,2:27.0,,Offensive foul by M. Gortat (drawn by J. Bayless),55,50
210,2,2:27.0,,Turnover by M. Gortat (offensive foul),55,50
211,2,2:02.0,Turnover by J. Embiid (lost ball; steal by O. Porter),,55,50
212,2,1:57.0,,J. Wall misses 2-pt layup at rim (block by J. Embiid),55,50
213,2,1:53.0,Defensive rebound by B. Simmons,,55,50
214,2,1:52.0,B. Simmons makes 2-pt layup from 2 ft,,57,50
215,2,1:33.0,,J. Meeks makes 2-pt jump shot from 8 ft (assist by J. Wall),57,52
216,2,1:20.0,D. Šarić misses 2-pt jump shot from 18 ft,,57,52
217,2,1:20.0,,Defensive rebound by B. Beal,57,52
218,2,1:08.0,,B. Beal makes 2-pt jump shot from 21 ft,57,54
219,2,0:52.0,J. Redick misses 3-pt jump shot from 26 ft,,57,54
220,2,0:52.0,,Defensive rebound by Team,57,54
221,2,0:35.0,,B. Beal makes 2-pt jump shot from 16 ft,57,56
222,2,0:19.0,J. Embiid makes 2-pt jump shot from 22 ft,,59,56
223,2,0:01.0,,J. Wall misses 2-pt jump shot from 14 ft,59,56
224,2,0:00.0,,Offensive rebound by Team,59,56
225,3,11:49.0,Shooting foul by K. Oubre (drawn by R. Covington),,59,56
226,3,11:49.0,R. Covington makes free throw 1 of 2,,60,56
227,3,11:49.0,R. Covington makes free throw 2 of 2,,61,56
228,3,11:36.0,,M. Gortat misses 2-pt layup from 2 ft,61,56
229,3,11:36.0,,Offensive rebound by Team,61,56
230,3,11:34.0,,Shooting foul by J. Redick (drawn by B. Beal),61,56
231,3,11:34.0,,B. Beal makes free throw 1 of 2,61,57
232,3,11:34.0,,B. Beal makes free throw 2 of 2,61,58
233,3,11:17.0,B. Simmons misses 2-pt jump shot from 11 ft,,61,58
234,3,11:15.0,,Defensive rebound by K. Oubre,61,58
235,3,11:06.0,,K. Oubre misses 3-pt jump shot from 25 ft,61,58
236,3,11:02.0,Defensive rebound by J. Bayless,,61,58
237,3,10:57.0,Personal foul by O. Porter (drawn by B. Simmons),,61,58
238,3,10:49.0,J. Bayless misses 3-pt jump shot from 26 ft,,61,58
239,3,10:47.0,,Defensive rebound by K. Oubre,61,58
240,3,10:40.0,,O. Porter misses 2-pt layup from 6 ft,61,58
241,3,10:36.0,Defensive rebound by J. Embiid,,61,58
242,3,10:28.0,Turnover by J. Embiid (lost ball; steal by K. Oubre),,61,58
243,3,10:24.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by K. Oubre),61,61
244,3,10:10.0,R. Covington makes 3-pt jump shot from 26 ft (assist by B. Simmons),,64,61
245,3,9:57.0,,B. Beal misses 3-pt jump shot from 25 ft,64,61
246,3,9:51.0,,Offensive rebound by O. Porter,64,61
247,3,9:51.0,,O. Porter misses 2-pt layup at rim,64,61
248,3,9:49.0,Defensive rebound by R. Covington,,64,61
249,3,9:48.0,Turnover by R. Covington (lost ball; steal by B. Beal),,64,61
250,3,9:45.0,,B. Beal misses 2-pt jump shot from 9 ft,64,61
251,3,9:44.0,Defensive rebound by B. Simmons,,64,61
252,3,9:40.0,J. Embiid misses 3-pt jump shot from 23 ft,,64,61
253,3,9:40.0,,Defensive rebound by J. Wall,64,61
254,3,9:33.0,,O. Porter misses 3-pt jump shot from 25 ft,64,61
255,3,9:30.0,Defensive rebound by Team,,64,61
256,3,9:19.0,J. Bayless misses 2-pt jump shot from 8 ft,,64,61
257,3,9:16.0,,Defensive rebound by O. Porter,64,61
258,3,9:10.0,,Shooting foul by B. Simmons (drawn by J. Wall),64,61
259,3,9:10.0,,J. Wall makes free throw 1 of 2,64,62
260,3,9:10.0,,J. Wall makes free throw 2 of 2,64,63
261,3,9:02.0,J. Redick makes 3-pt jump shot from 24 ft (assist by J. Embiid),,67,63
262,3,8:51.0,,B. Beal makes 2-pt jump shot from 21 ft,67,65
263,3,8:36.0,J. Embiid misses 2-pt jump shot from 18 ft,,67,65
264,3,8:33.0,,Defensive rebound by B. Beal,67,65
265,3,8:29.0,,Personal foul by J. Bayless (drawn by J. Wall),67,65
266,3,8:29.0,A. Johnson enters the game for J. Embiid,,67,65
267,3,8:23.0,,J. Wall makes 2-pt layup from 1 ft,67,67
268,3,8:13.0,R. Covington misses 2-pt layup from 2 ft (block by M. Gortat),,67,67
269,3,8:13.0,Offensive rebound by Team,,67,67
270,3,8:08.0,Turnover by R. Covington (traveling),,67,67
271,3,7:57.0,,Shooting foul by J. Bayless (drawn by B. Beal),67,67
272,3,7:57.0,T. Luwawu-Cabarrot enters the game for J. Bayless,,67,67
273,3,7:57.0,,B. Beal makes free throw 1 of 2,67,68
274,3,7:57.0,,B. Beal makes free throw 2 of 2,67,69
275,3,7:48.0,Turnover by B. Simmons (bad pass),,67,69
276,3,7:36.0,,Turnover by J. Wall (bad pass; steal by T. Luwawu-Cabarrot),67,69
277,3,7:36.0,Turnover by R. Covington (bad pass),,67,69
278,3,7:28.0,,B. Beal misses 2-pt layup from 3 ft,67,69
279,3,7:25.0,,Offensive rebound by J. Wall,67,69
280,3,7:25.0,,J. Wall misses 3-pt jump shot from 25 ft,67,69
281,3,7:25.0,,Offensive rebound by M. Gortat,67,69
282,3,7:16.0,,J. Wall makes 2-pt layup from 2 ft,67,71
283,3,7:16.0,,Shooting foul by A. Johnson (drawn by J. Wall),67,71
284,3,7:16.0,T. McConnell enters the game for B. Simmons,,67,71
285,3,7:16.0,,J. Wall makes free throw 1 of 1,67,72
286,3,7:04.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. Luwawu-Cabarrot),,70,72
287,3,6:42.0,,J. Wall misses 2-pt jump shot from 17 ft,70,72
288,3,6:40.0,Defensive rebound by Team,,70,72
289,3,6:40.0,,Washington full timeout,70,72
290,3,6:40.0,,J. Meeks enters the game for K. Oubre,70,72
291,3,6:16.0,A. Johnson misses 2-pt hook shot from 12 ft,,70,72
292,3,6:10.0,Offensive rebound by R. Covington,,70,72
293,3,6:10.0,R. Covington makes 2-pt layup at rim,,72,72
294,3,5:53.0,,B. Beal misses 2-pt jump shot from 5 ft,72,72
295,3,5:50.0,,Offensive rebound by M. Gortat,72,72
296,3,5:50.0,,M. Gortat misses 2-pt layup from 3 ft,72,72
297,3,5:50.0,Defensive rebound by A. Johnson,,72,72
298,3,5:43.0,Turnover by R. Covington (bad pass),,72,72
299,3,5:43.0,M. Fultz enters the game for J. Redick,,72,72
300,3,5:43.0,D. Šarić enters the game for R. Covington,,72,72
301,3,5:28.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by B. Beal),72,75
302,3,5:08.0,A. Johnson misses 2-pt hook shot from 9 ft (block by M. Gortat),,72,75
303,3,5:05.0,,Defensive rebound by M. Gortat,72,75
304,3,5:01.0,,J. Wall misses 2-pt layup from 1 ft,72,75
305,3,5:01.0,,Offensive rebound by J. Wall,72,75
306,3,4:56.0,,J. Wall makes 2-pt layup at rim,72,77
307,3,4:50.0,A. Johnson misses 2-pt layup from 2 ft,,72,77
308,3,4:47.0,Offensive rebound by A. Johnson,,72,77
309,3,4:46.0,A. Johnson misses 2-pt jump shot from 14 ft,,72,77
310,3,4:46.0,,Defensive rebound by B. Beal,72,77
311,3,4:46.0,,Personal foul by A. Johnson (drawn by B. Beal),72,77
312,3,4:46.0,,B. Beal makes free throw 1 of 2,72,78
313,3,4:46.0,J. Embiid enters the game for A. Johnson,,72,78
314,3,4:46.0,,B. Beal makes free throw 2 of 2,72,79
315,3,4:35.0,J. Embiid makes 2-pt dunk at rim (assist by M. Fultz),,74,79
316,3,4:10.0,,J. Wall misses 2-pt jump shot from 18 ft,74,79
317,3,4:05.0,Defensive rebound by M. Fultz,,74,79
318,3,3:59.0,M. Fultz misses 2-pt layup from 5 ft (block by J. Wall),,74,79
319,3,3:56.0,,Defensive rebound by M. Gortat,74,79
320,3,3:56.0,,Personal foul by T. Luwawu-Cabarrot (drawn by J. Wall),74,79
321,3,3:56.0,,J. Wall misses free throw 1 of 2,74,79
322,3,3:56.0,,Offensive rebound by Team,74,79
323,3,3:56.0,,M. Scott enters the game for B. Beal,74,79
324,3,3:56.0,,T. Frazier enters the game for O. Porter,74,79
325,3,3:56.0,,J. Wall makes free throw 2 of 2,74,80
326,3,3:44.0,J. Embiid misses 2-pt jump shot from 12 ft,,74,80
327,3,3:40.0,,Defensive rebound by J. Meeks,74,80
328,3,3:34.0,,J. Wall makes 2-pt dunk from 1 ft,74,82
329,3,3:33.0,Philadelphia full timeout,,74,82
330,3,3:33.0,,I. Mahinmi enters the game for M. Gortat,74,82
331,3,3:22.0,Personal foul by I. Mahinmi (drawn by J. Embiid),,74,82
332,3,3:11.0,,Offensive charge foul by J. Embiid (drawn by I. Mahinmi),74,82
333,3,3:11.0,Turnover by J. Embiid (offensive foul),,74,82
334,3,3:11.0,B. Simmons enters the game for T. McConnell,,74,82
335,3,2:55.0,,J. Wall makes 2-pt jump shot from 18 ft,74,84
336,3,2:39.0,M. Fultz makes 2-pt layup at rim (assist by D. Šarić),,76,84
337,3,2:22.0,,J. Wall misses 2-pt layup from 2 ft,76,84
338,3,2:19.0,Defensive rebound by J. Embiid,,76,84
339,3,2:14.0,J. Embiid misses 3-pt jump shot from 26 ft,,76,84
340,3,2:09.0,Offensive rebound by D. Šarić,,76,84
341,3,2:09.0,Turnover by J. Embiid (bad pass),,76,84
342,3,2:09.0,,K. Oubre enters the game for J. Wall,76,84
343,3,2:01.0,,J. Meeks misses 2-pt jump shot from 16 ft,76,84
344,3,1:58.0,,Offensive rebound by I. Mahinmi,76,84
345,3,1:57.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),76,87
346,3,1:40.0,B. Simmons makes 2-pt layup from 2 ft,,78,87
347,3,1:30.0,,J. Meeks makes 2-pt layup from 4 ft (assist by T. Frazier),78,89
348,3,1:30.0,,Shooting foul by D. Šarić (drawn by J. Meeks),78,89
349,3,1:30.0,J. Redick enters the game for T. Luwawu-Cabarrot,,78,89
350,3,1:30.0,,J. Meeks makes free throw 1 of 1,78,90
351,3,1:12.0,M. Fultz makes 2-pt layup from 1 ft (assist by J. Embiid),,80,90
352,3,1:00.0,,J. Meeks misses 2-pt jump shot from 15 ft,80,90
353,3,0:57.0,Defensive rebound by J. Embiid,,80,90
354,3,0:46.0,J. Embiid misses 2-pt jump shot from 2 ft,,80,90
355,3,0:42.0,,Defensive rebound by K. Oubre,80,90
356,3,0:39.0,,M. Scott misses 3-pt jump shot from 28 ft,80,90
357,3,0:34.0,Defensive rebound by J. Embiid,,80,90
358,3,0:30.0,Personal foul by T. Frazier (drawn by M. Fultz),,80,90
359,3,0:23.0,Personal foul by K. Oubre (drawn by B. Simmons),,80,90
360,3,0:23.0,B. Simmons makes free throw 1 of 2,,81,90
361,3,0:23.0,B. Simmons makes free throw 2 of 2,,82,90
362,3,0:03.0,,K. Oubre misses 3-pt jump shot from 25 ft,82,90
363,3,0:03.0,Defensive rebound by J. Redick,,82,90
364,3,0:01.0,J. Redick misses 3-pt jump shot from 51 ft,,82,90
365,3,0:01.0,Offensive rebound by Team,,82,90
366,4,11:39.0,,M. Scott misses 2-pt jump shot from 14 ft,82,90
367,4,11:36.0,Defensive rebound by J. Bayless,,82,90
368,4,11:33.0,Personal foul by T. Frazier (drawn by B. Simmons),,82,90
369,4,11:31.0,J. Bayless makes 2-pt layup from 2 ft (assist by J. Redick),,84,90
370,4,11:16.0,,M. Scott makes 2-pt jump shot from 6 ft (assist by T. Frazier),84,92
371,4,11:09.0,B. Simmons misses 2-pt jump shot from 11 ft,,84,92
372,4,11:07.0,Offensive rebound by B. Simmons,,84,92
373,4,11:06.0,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),,87,92
374,4,10:41.0,,M. Scott misses 3-pt jump shot from 25 ft,87,92
375,4,10:37.0,Defensive rebound by B. Simmons,,87,92
376,4,10:32.0,J. Bayless makes 3-pt jump shot from 24 ft (assist by J. Redick),,90,92
377,4,10:32.0,,Washington full timeout,90,92
378,4,10:08.0,,K. Oubre misses 3-pt jump shot from 23 ft,90,92
379,4,10:04.0,Defensive rebound by R. Covington,,90,92
380,4,10:02.0,J. Redick makes 3-pt jump shot from 25 ft (assist by R. Covington),,93,92
381,4,9:47.0,,Personal foul by J. Bayless (drawn by M. Scott),93,92
382,4,9:43.0,,Shooting foul by J. Redick (drawn by J. Meeks),93,92
383,4,9:43.0,,J. Meeks makes free throw 1 of 2,93,93
