,QUARTER,TIME_REMAINING,INDIANA_ACTION,CLEVELAND_ACTION,INDIANA_SCORE,CLEVELAND_SCORE
56,1,5:07.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Love),17,21
57,1,4:44.0,D. Collison misses 3-pt jump shot from 25 ft,,17,21
58,1,4:39.0,,Defensive rebound by L. James,17,21
59,1,4:35.0,,I. Thomas misses 3-pt jump shot from 26 ft,17,21
60,1,4:35.0,Defensive rebound by D. Sabonis,,17,21
61,1,4:29.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by D. Collison),,20,21
62,1,4:16.0,,Personal foul by L. Stephenson (drawn by L. James),20,21
63,1,4:16.0,A. Jefferson enters the game for D. Sabonis,,20,21
64,1,4:05.0,,L. James makes 2-pt layup from 3 ft,20,23
65,1,4:05.0,,Shooting foul by L. Stephenson (drawn by L. James),20,23
66,1,4:05.0,,L. James misses free throw 1 of 1,20,23
67,1,4:04.0,Defensive rebound by V. Oladipo,,20,23
68,1,3:42.0,T. Young misses 2-pt jump shot from 18 ft,,20,23
69,1,3:39.0,,Defensive rebound by T. Thompson,20,23
70,1,3:34.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),20,26
71,1,3:33.0,Indiana full timeout,,20,26
72,1,3:12.0,A. Jefferson misses 2-pt layup from 2 ft,,20,26
73,1,3:10.0,,Defensive rebound by K. Love,20,26
74,1,3:01.0,,L. James misses 2-pt jump shot from 22 ft,20,26
75,1,2:59.0,Defensive rebound by V. Oladipo,,20,26
76,1,2:54.0,V. Oladipo makes 2-pt layup from 1 ft,,22,26
77,1,2:54.0,Shooting foul by T. Thompson (drawn by V. Oladipo),,22,26
78,1,2:54.0,,D. Rose enters the game for I. Thomas,22,26
79,1,2:54.0,C. Joseph enters the game for D. Collison,,22,26
80,1,2:54.0,V. Oladipo makes free throw 1 of 1,,23,26
81,1,2:40.0,,Shooting foul by A. Jefferson (drawn by L. James),23,26
82,1,2:40.0,,L. James makes free throw 1 of 2,23,27
83,1,2:40.0,,C. Frye enters the game for T. Thompson,23,27
84,1,2:40.0,,L. James makes free throw 2 of 2,23,28
85,1,2:29.0,L. Stephenson makes 3-pt jump shot from 22 ft (assist by V. Oladipo),,26,28
86,1,2:16.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by C. Frye),26,31
87,1,1:55.0,L. Stephenson misses 3-pt jump shot from 26 ft,,26,31
88,1,1:55.0,,Defensive rebound by K. Love,26,31
89,1,1:48.0,,Turnover by L. James (turnover),26,31
90,1,1:48.0,,J. Crowder enters the game for K. Love,26,31
91,1,1:48.0,A. Poythress enters the game for T. Young,,26,31
92,1,1:37.0,V. Oladipo misses 3-pt jump shot from 28 ft,,26,31
93,1,1:33.0,,Defensive rebound by J. Crowder,26,31
94,1,1:27.0,,D. Rose makes 2-pt layup at rim,26,33
95,1,1:11.0,A. Jefferson makes 2-pt jump shot from 16 ft (assist by V. Oladipo),,28,33
96,1,1:04.0,,Shooting foul by V. Oladipo (drawn by J. Crowder),28,33
97,1,1:04.0,,J. Crowder makes free throw 1 of 2,28,34
98,1,1:04.0,J. Young enters the game for V. Oladipo,,28,34
99,1,1:04.0,,J. Crowder makes free throw 2 of 2,28,35
100,1,0:43.0,A. Jefferson misses 2-pt jump shot from 16 ft (block by C. Frye),,28,35
101,1,0:40.0,,Defensive rebound by L. James,28,35
102,1,0:29.0,,D. Rose makes 3-pt jump shot from 25 ft (assist by L. James),28,38
103,1,0:10.0,L. Stephenson makes 3-pt jump shot from 25 ft,,31,38
104,2,11:51.0,A. Jefferson misses 2-pt jump shot from 15 ft,,31,38
105,2,11:47.0,,Defensive rebound by D. Rose,31,38
106,2,11:40.0,,C. Frye misses 3-pt jump shot from 23 ft,31,38
107,2,11:40.0,Defensive rebound by A. Jefferson,,31,38
108,2,11:15.0,C. Joseph makes 3-pt jump shot from 25 ft,,34,38
109,2,10:52.0,,J. Green makes 2-pt jump shot from 11 ft (assist by J. Crowder),34,40
110,2,10:43.0,L. Stephenson misses 3-pt jump shot from 28 ft,,34,40
111,2,10:42.0,Offensive rebound by C. Joseph,,34,40
112,2,10:40.0,Personal block foul by K. Korver (drawn by C. Joseph),,34,40
113,2,10:40.0,D. Sabonis enters the game for A. Jefferson,,34,40
114,2,10:35.0,C. Joseph makes 3-pt jump shot from 26 ft (assist by A. Poythress),,37,40
115,2,10:20.0,,J. Green makes 2-pt layup from 1 ft (assist by K. Korver),37,42
116,2,10:11.0,C. Joseph misses 2-pt jump shot from 12 ft,,37,42
117,2,10:09.0,,Defensive rebound by K. Korver,37,42
118,2,10:05.0,,Personal foul by J. Young (drawn by D. Rose),37,42
119,2,9:51.0,,J. Green makes 2-pt jump shot from 16 ft,37,44
120,2,9:28.0,Shooting foul by K. Korver (drawn by D. Sabonis),,37,44
121,2,9:28.0,D. Sabonis makes free throw 1 of 2,,38,44
122,2,9:28.0,D. Sabonis makes free throw 2 of 2,,39,44
123,2,9:18.0,,D. Rose makes 2-pt jump shot from 5 ft,39,46
124,2,8:56.0,J. Young misses 2-pt jump shot from 23 ft,,39,46
125,2,8:56.0,,Defensive rebound by Team,39,46
126,2,8:50.0,,J. Green misses 2-pt layup from 2 ft,39,46
127,2,8:46.0,Defensive rebound by L. Stephenson,,39,46
128,2,8:29.0,Personal foul by J. Crowder (drawn by C. Joseph),,39,46
129,2,8:19.0,Turnover by D. Sabonis (out of bounds lost ball),,39,46
130,2,8:06.0,,J. Crowder misses 3-pt jump shot from 25 ft,39,46
131,2,8:03.0,Defensive rebound by A. Poythress,,39,46
132,2,7:59.0,L. Stephenson misses 2-pt jump shot from 14 ft,,39,46
133,2,7:55.0,,Defensive rebound by J. Crowder,39,46
134,2,7:52.0,,Shooting foul by D. Sabonis (drawn by J. Green),39,46
135,2,7:52.0,,J. Green makes free throw 1 of 2,39,47
136,2,7:52.0,D. Collison enters the game for J. Young,,39,47
137,2,7:52.0,,J. Green misses free throw 2 of 2,39,47
138,2,7:50.0,Defensive rebound by D. Sabonis,,39,47
139,2,7:26.0,L. Stephenson makes 2-pt jump shot from 14 ft,,41,47
140,2,7:15.0,,C. Frye makes 2-pt layup from 1 ft (assist by D. Rose),41,49
141,2,6:57.0,C. Joseph misses 2-pt jump shot from 19 ft,,41,49
142,2,6:56.0,A. Poythress misses 2-pt layup at rim,,41,49
143,2,6:56.0,Offensive rebound by A. Poythress,,41,49
144,2,6:51.0,Offensive rebound by Team,,41,49
145,2,6:51.0,,Cleveland full timeout,41,49
146,2,6:51.0,V. Oladipo enters the game for L. Stephenson,,41,49
147,2,6:36.0,D. Collison makes 3-pt jump shot from 24 ft (assist by C. Joseph),,44,49
148,2,6:24.0,,J. Green makes 2-pt dunk from 1 ft (assist by D. Rose),44,51
149,2,6:06.0,A. Poythress makes 2-pt dunk at rim (assist by D. Sabonis),,46,51
150,2,5:57.0,,D. Rose misses 3-pt jump shot from 26 ft,46,51
151,2,5:57.0,Defensive rebound by V. Oladipo,,46,51
152,2,5:49.0,Turnover by V. Oladipo (bad pass; steal by J. Crowder),,46,51
153,2,5:36.0,,C. Frye makes 2-pt jump shot from 20 ft (assist by J. Green),46,53
154,2,5:19.0,D. Sabonis makes 2-pt hook shot from 6 ft (assist by D. Collison),,48,53
155,2,5:19.0,,Cleveland full timeout,48,53
156,2,5:19.0,,K. Love enters the game for D. Rose,48,53
157,2,5:19.0,,J. Smith enters the game for C. Frye,48,53
158,2,5:19.0,,I. Thomas enters the game for K. Korver,48,53
159,2,5:19.0,,T. Thompson enters the game for J. Green,48,53
160,2,5:19.0,,L. James enters the game for J. Crowder,48,53
161,2,5:19.0,T. Young enters the game for A. Poythress,,48,53
162,2,5:19.0,B. Bogdanović enters the game for C. Joseph,,48,53
163,2,5:03.0,,L. James misses 2-pt jump shot from 13 ft,48,53
164,2,5:01.0,Defensive rebound by D. Sabonis,,48,53
165,2,4:55.0,T. Young misses 2-pt layup from 1 ft,,48,53
166,2,4:52.0,,Defensive rebound by L. James,48,53
167,2,4:48.0,,Turnover by I. Thomas (lost ball; steal by D. Collison),48,53
168,2,4:36.0,T. Young misses 3-pt jump shot from 23 ft,,48,53
169,2,4:36.0,,Defensive rebound by I. Thomas,48,53
170,2,4:23.0,,Turnover by L. James (bad pass; steal by T. Young),48,53
171,2,4:17.0,V. Oladipo misses 2-pt layup at rim,,48,53
172,2,4:13.0,Offensive rebound by D. Collison,,48,53
173,2,4:08.0,D. Sabonis makes 2-pt layup from 1 ft (assist by D. Collison),,50,53
174,2,3:44.0,,T. Thompson misses 2-pt jump shot from 6 ft,50,53
175,2,3:41.0,,Offensive rebound by T. Thompson,50,53
176,2,3:39.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by T. Thompson),50,56
177,2,3:24.0,D. Sabonis makes 2-pt jump shot from 11 ft (assist by V. Oladipo),,52,56
178,2,3:12.0,,J. Smith misses 3-pt jump shot from 22 ft,52,56
179,2,3:12.0,Defensive rebound by D. Collison,,52,56
180,2,3:07.0,D. Collison misses 2-pt layup from 7 ft (block by I. Thomas),,52,56
181,2,3:06.0,,Defensive rebound by K. Love,52,56
182,2,2:58.0,,T. Thompson makes 2-pt layup from 2 ft (assist by L. James),52,58
183,2,2:58.0,Indiana full timeout,,52,58
184,2,2:47.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,52,58
185,2,2:45.0,,Defensive rebound by T. Thompson,52,58
186,2,2:37.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),52,61
187,2,2:24.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,55,61
188,2,2:09.0,,L. James makes 2-pt layup at rim (assist by K. Love),55,63
189,2,1:52.0,V. Oladipo misses 3-pt jump shot from 25 ft,,55,63
190,2,1:49.0,,Defensive rebound by T. Thompson,55,63
191,2,1:44.0,,J. Smith makes 3-pt jump shot from 22 ft (assist by I. Thomas),55,66
192,2,1:27.0,V. Oladipo makes 2-pt layup at rim,,57,66
193,2,1:27.0,Shooting foul by K. Love (drawn by V. Oladipo),,57,66
194,2,1:27.0,V. Oladipo misses free throw 1 of 1,,57,66
195,2,1:24.0,,Defensive rebound by L. James,57,66
196,2,1:14.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by L. James),57,68
197,2,0:53.0,D. Sabonis makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,60,68
198,2,0:39.0,,J. Green enters the game for K. Love,60,68
199,2,0:39.0,A. Poythress enters the game for B. Bogdanović,,60,68
200,2,0:32.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by I. Thomas),60,71
201,2,0:13.0,V. Oladipo misses 3-pt jump shot from 26 ft,,60,71
202,2,0:09.0,,Defensive rebound by L. James,60,71
203,2,0:00.0,,L. James makes 2-pt jump shot from 16 ft,60,73
204,3,11:38.0,D. Collison misses 2-pt jump shot from 17 ft,,60,73
205,3,11:34.0,Offensive rebound by D. Sabonis,,60,73
206,3,11:31.0,V. Oladipo misses 3-pt jump shot from 26 ft,,60,73
207,3,11:29.0,,Defensive rebound by L. James,60,73
208,3,11:25.0,,J. Smith makes 2-pt layup at rim (assist by L. James),60,75
209,3,11:08.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,60,75
210,3,11:05.0,,Defensive rebound by L. James,60,75
211,3,11:02.0,,K. Love misses 3-pt jump shot from 25 ft,60,75
212,3,10:59.0,Defensive rebound by B. Bogdanović,,60,75
213,3,10:45.0,V. Oladipo makes 2-pt layup at rim (assist by T. Young),,62,75
214,3,10:25.0,,Personal foul by V. Oladipo (drawn by J. Smith),62,75
215,3,10:13.0,,Turnover by L. James (bad pass; steal by D. Collison),62,75
216,3,10:05.0,D. Collison makes 2-pt layup at rim,,64,75
217,3,9:54.0,,I. Thomas makes 3-pt jump shot from 25 ft,64,78
218,3,9:44.0,Turnover by V. Oladipo (lost ball; steal by J. Smith),,64,78
219,3,9:36.0,,Turnover by L. James (bad pass),64,78
220,3,9:24.0,Turnover by T. Young (lost ball; steal by K. Love),,64,78
221,3,9:16.0,,L. James makes 2-pt jump shot from 21 ft,64,80
222,3,9:16.0,Indiana full timeout,,64,80
223,3,9:08.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,64,80
224,3,9:03.0,,Defensive rebound by I. Thomas,64,80
225,3,8:57.0,,L. James misses 2-pt jump shot from 17 ft,64,80
226,3,8:55.0,Defensive rebound by D. Sabonis,,64,80
227,3,8:40.0,D. Collison misses 2-pt jump shot from 14 ft,,64,80
228,3,8:37.0,,Defensive rebound by L. James,64,80
229,3,8:28.0,,K. Love misses 3-pt jump shot from 29 ft,64,80
230,3,8:25.0,Defensive rebound by V. Oladipo,,64,80
231,3,8:15.0,D. Collison makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,67,80
232,3,7:59.0,,I. Thomas misses 3-pt jump shot from 24 ft (block by D. Collison),67,80
233,3,7:58.0,Defensive rebound by B. Bogdanović,,67,80
234,3,7:42.0,Turnover by D. Collison (bad pass; steal by J. Smith),,67,80
235,3,7:37.0,,J. Smith misses 3-pt jump shot from 24 ft,67,80
236,3,7:36.0,Defensive rebound by Team,,67,80
237,3,7:19.0,Turnover by D. Sabonis (bad pass; steal by L. James),,67,80
238,3,7:15.0,,Turnover by I. Thomas (bad pass; steal by B. Bogdanović),67,80
239,3,7:06.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by D. Collison),,70,80
240,3,7:06.0,,Cleveland full timeout,70,80
241,3,6:47.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),70,83
242,3,6:32.0,D. Collison misses 2-pt jump shot from 12 ft,,70,83
243,3,6:32.0,Offensive rebound by D. Sabonis,,70,83
244,3,6:24.0,T. Young misses 2-pt layup from 3 ft,,70,83
245,3,6:19.0,,Defensive rebound by T. Thompson,70,83
246,3,6:17.0,,I. Thomas misses 3-pt jump shot from 25 ft,70,83
247,3,6:17.0,Defensive rebound by D. Sabonis,,70,83
248,3,6:12.0,Shooting foul by T. Thompson (drawn by T. Young),,70,83
249,3,6:12.0,T. Young makes free throw 1 of 2,,71,83
250,3,6:12.0,T. Young makes free throw 2 of 2,,72,83
251,3,5:54.0,,Turnover by I. Thomas (lost ball; steal by D. Collison),72,83
252,3,5:54.0,Personal foul by J. Smith (drawn by D. Collison),,72,83
253,3,5:43.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,75,83
254,3,5:26.0,,Turnover by I. Thomas (lost ball; steal by V. Oladipo),75,83
255,3,5:26.0,,Technical foul by I. Thomas,75,83
256,3,5:26.0,B. Bogdanović makes technical free throw,,76,83
257,3,5:26.0,,D. Rose enters the game for I. Thomas,76,83
258,3,5:12.0,D. Sabonis misses 2-pt jump shot from 11 ft,,76,83
259,3,5:10.0,,Defensive rebound by T. Thompson,76,83
260,3,4:52.0,,L. James misses 3-pt jump shot from 24 ft,76,83
261,3,4:49.0,Defensive rebound by T. Young,,76,83
262,3,4:48.0,Turnover by D. Sabonis (out of bounds lost ball),,76,83
263,3,4:33.0,C. Joseph enters the game for D. Collison,,76,83
264,3,4:24.0,,D. Rose makes 2-pt jump shot from 20 ft,76,85
265,3,4:08.0,V. Oladipo misses 3-pt jump shot from 26 ft,,76,85
266,3,4:05.0,,Defensive rebound by D. Rose,76,85
267,3,3:53.0,,D. Rose makes 2-pt jump shot from 16 ft (assist by L. James),76,87
268,3,3:37.0,B. Bogdanović makes 2-pt layup from 1 ft,,78,87
269,3,3:20.0,,D. Rose makes 3-pt jump shot from 23 ft (assist by L. James),78,90
270,3,3:08.0,Turnover by V. Oladipo (bad pass; steal by J. Smith),,78,90
271,3,3:03.0,,Turnover by J. Smith (bad pass),78,90
272,3,3:03.0,A. Jefferson enters the game for D. Sabonis,,78,90
273,3,2:49.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,78,90
274,3,2:46.0,,Defensive rebound by K. Love,78,90
275,3,2:45.0,,L. James makes 2-pt dunk from 1 ft (assist by K. Love),78,92
276,3,2:45.0,Indiana full timeout,,78,92
277,3,2:45.0,L. Stephenson enters the game for B. Bogdanović,,78,92
278,3,2:29.0,A. Jefferson misses 2-pt jump shot from 12 ft,,78,92
279,3,2:27.0,Offensive rebound by A. Jefferson,,78,92
280,3,2:25.0,A. Jefferson misses 2-pt hook shot from 9 ft,,78,92
281,3,2:25.0,,Defensive rebound by K. Love,78,92
282,3,2:15.0,,L. James makes 2-pt jump shot from 19 ft,78,94
283,3,1:52.0,Turnover by L. Stephenson (bad pass),,78,94
284,3,1:39.0,,K. Love makes 2-pt jump shot from 15 ft (assist by L. James),78,96
285,3,1:17.0,V. Oladipo misses 2-pt layup from 5 ft (block by L. James),,78,96
286,3,1:17.0,Offensive rebound by Team,,78,96
287,3,1:17.0,,J. Crowder enters the game for L. James,78,96
288,3,1:14.0,C. Joseph misses 2-pt jump shot from 17 ft,,78,96
289,3,1:09.0,,Defensive rebound by K. Love,78,96
290,3,1:05.0,,J. Crowder misses 3-pt jump shot from 25 ft,78,96
291,3,1:01.0,Defensive rebound by C. Joseph,,78,96
292,3,0:48.0,Turnover by V. Oladipo (bad pass; steal by K. Love),,78,96
293,3,0:43.0,,D. Rose misses 2-pt jump shot from 19 ft,78,96
294,3,0:40.0,Defensive rebound by L. Stephenson,,78,96
295,3,0:36.0,Turnover by L. Stephenson (bad pass; steal by D. Rose),,78,96
296,3,0:31.0,,Personal block foul by T. Young (drawn by J. Crowder),78,96
297,3,0:31.0,,J. Crowder misses free throw 2 of 2,78,96
298,3,0:31.0,Defensive rebound by T. Young,,78,96
299,3,0:31.0,,J. Crowder makes free throw 1 of 2,78,97
300,3,0:12.0,T. Young makes 2-pt dunk from 1 ft (assist by C. Joseph),,80,97
301,3,0:03.0,,Turnover by D. Rose (lost ball; steal by A. Jefferson),80,97
302,3,0:00.0,V. Oladipo misses 3-pt jump shot from 42 ft,,80,97
303,3,0:00.0,Offensive rebound by Team,,80,97
304,4,11:49.0,,Turnover by L. James (bad pass; steal by D. Collison),80,97
305,4,11:45.0,B. Bogdanović makes 2-pt layup from 1 ft,,82,97
306,4,11:31.0,,C. Frye misses 3-pt jump shot from 26 ft,82,97
307,4,11:29.0,,Offensive rebound by J. Green,82,97
308,4,11:11.0,,J. Green makes 2-pt jump shot from 14 ft,82,99
309,4,10:56.0,A. Jefferson makes 2-pt jump shot from 17 ft (assist by L. Stephenson),,84,99
310,4,10:37.0,,L. James misses 2-pt jump shot from 20 ft,84,99
311,4,10:33.0,Defensive rebound by L. Stephenson,,84,99
312,4,10:30.0,Shooting foul by C. Frye (drawn by L. Stephenson),,84,99
313,4,10:30.0,L. Stephenson misses free throw 1 of 2,,84,99
314,4,10:30.0,Offensive rebound by Team,,84,99
315,4,10:30.0,L. Stephenson makes free throw 2 of 2,,85,99
316,4,10:19.0,,L. James makes 2-pt layup from 1 ft,85,101
317,4,10:04.0,C. Joseph misses 3-pt jump shot from 26 ft,,85,101
318,4,10:01.0,,Defensive rebound by C. Frye,85,101
319,4,9:58.0,,Turnover by L. James (bad pass),85,101
320,4,9:42.0,D. Collison makes 2-pt jump shot from 17 ft,,87,101
321,4,9:21.0,,L. James makes 2-pt layup from 1 ft,87,103
322,4,9:08.0,L. Stephenson makes 2-pt layup at rim,,89,103
323,4,9:07.0,,Turnover by L. James (traveling),89,103
324,4,8:57.0,A. Jefferson makes 2-pt dunk at rim (assist by B. Bogdanović),,91,103
325,4,8:43.0,,Personal foul by C. Joseph (drawn by J. Green),91,103
326,4,8:35.0,,K. Korver misses 3-pt jump shot from 24 ft,91,103
327,4,8:32.0,Defensive rebound by A. Jefferson,,91,103
328,4,8:17.0,C. Joseph makes 2-pt layup at rim (assist by D. Collison),,93,103
329,4,8:17.0,,Cleveland full timeout,93,103
330,4,8:17.0,,I. Thomas enters the game for K. Korver,93,103
331,4,8:17.0,V. Oladipo enters the game for L. Stephenson,,93,103
332,4,8:17.0,D. Sabonis enters the game for A. Jefferson,,93,103
333,4,7:59.0,,Shooting foul by B. Bogdanović (drawn by L. James),93,103
334,4,7:59.0,,L. James makes free throw 1 of 2,93,104
335,4,7:59.0,,J. Smith enters the game for C. Frye,93,104
336,4,7:59.0,,L. James makes free throw 2 of 2,93,105
337,4,7:35.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by C. Joseph),,96,105
338,4,7:16.0,,J. Smith misses 3-pt jump shot from 24 ft,96,105
339,4,7:15.0,,Offensive rebound by J. Crowder,96,105
340,4,7:15.0,,J. Crowder misses 2-pt layup at rim,96,105
341,4,7:12.0,,Offensive rebound by J. Green,96,105
342,4,7:00.0,,I. Thomas misses 2-pt jump shot from 23 ft,96,105
343,4,6:57.0,Defensive rebound by D. Sabonis,,96,105
344,4,6:46.0,D. Collison makes 2-pt layup at rim (assist by V. Oladipo),,98,105
345,4,6:18.0,,I. Thomas makes 2-pt jump shot from 14 ft (assist by J. Green),98,107
346,4,6:07.0,V. Oladipo misses 2-pt layup from 2 ft (block by J. Green),,98,107
347,4,6:07.0,,Defensive rebound by L. James,98,107
348,4,5:57.0,,I. Thomas misses 3-pt jump shot from 25 ft,98,107
349,4,5:57.0,Defensive rebound by C. Joseph,,98,107
350,4,5:47.0,Personal foul by J. Smith (drawn by D. Sabonis),,98,107
351,4,5:47.0,,T. Thompson enters the game for J. Green,98,107
352,4,5:47.0,,K. Love enters the game for J. Crowder,98,107
353,4,5:47.0,T. Young enters the game for C. Joseph,,98,107
354,4,5:37.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,98,107
355,4,5:37.0,,Defensive rebound by K. Love,98,107
356,4,5:25.0,,J. Smith misses 3-pt jump shot from 22 ft,98,107
357,4,5:22.0,Defensive rebound by T. Young,,98,107
358,4,5:18.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,98,107
359,4,5:15.0,,Defensive rebound by L. James,98,107
360,4,4:55.0,,L. James makes 2-pt jump shot from 22 ft,98,109
361,4,4:54.0,Indiana full timeout,,98,109
362,4,4:54.0,L. Stephenson enters the game for B. Bogdanović,,98,109
363,4,4:35.0,D. Sabonis makes 2-pt layup from 1 ft (assist by D. Collison),,100,109
364,4,4:18.0,,Turnover by T. Thompson (bad pass; steal by D. Collison),100,109
365,4,4:15.0,D. Collison makes 2-pt layup from 1 ft,,102,109
366,4,3:57.0,,I. Thomas makes 2-pt jump shot from 16 ft,102,111
367,4,3:43.0,D. Collison misses 2-pt jump shot from 16 ft,,102,111
368,4,3:40.0,,Defensive rebound by K. Love,102,111
369,4,3:31.0,,Personal foul by L. Stephenson (drawn by L. James),102,111
370,4,3:17.0,,I. Thomas misses 3-pt jump shot from 25 ft,102,111
371,4,3:17.0,,Offensive rebound by Team,102,111
372,4,3:17.0,,Turnover by Team (shot clock),102,111
373,4,3:02.0,Turnover by D. Sabonis (bad pass; steal by L. James),,102,111
374,4,2:45.0,,Turnover by L. James (lost ball; steal by T. Young),102,111
375,4,2:38.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by L. Stephenson),,104,111
376,4,2:18.0,,Turnover by I. Thomas (bad pass; steal by D. Collison),104,111
377,4,2:10.0,Turnover by V. Oladipo (turnover; steal by T. Thompson),,104,111
378,4,1:55.0,,Turnover by L. James (bad pass),104,111
379,4,1:44.0,T. Young makes 2-pt jump shot from 20 ft (assist by V. Oladipo),,106,111
380,4,1:20.0,,Turnover by L. James (bad pass; steal by D. Sabonis),106,111
381,4,1:11.0,D. Collison misses 3-pt jump shot from 24 ft,,106,111
382,4,1:07.0,,Defensive rebound by Team,106,111
383,4,1:07.0,Loose ball foul by T. Young (drawn by K. Love),,106,111
384,4,1:07.0,,Cleveland full timeout,106,111
