,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHOENIX_ACTION,CLEVELAND_SCORE,PHOENIX_SCORE
33,1,7:56.0,,T. Warren makes 2-pt layup at rim (assist by D. Bender),14,8
34,1,7:46.0,L. James misses 2-pt jump shot from 21 ft,,14,8
35,1,7:44.0,,Defensive rebound by E. Payton,14,8
36,1,7:32.0,,J. Jackson misses 2-pt layup at rim,14,8
37,1,7:30.0,Defensive rebound by L. Nance,,14,8
38,1,7:26.0,G. Hill misses 3-pt jump shot from 25 ft,,14,8
39,1,7:23.0,,Defensive rebound by J. Jackson,14,8
40,1,7:15.0,,Personal foul by G. Hill (drawn by D. Booker),14,8
41,1,7:10.0,,E. Payton misses 2-pt layup at rim (block by L. James),14,8
42,1,7:10.0,,Offensive rebound by Team,14,8
43,1,7:10.0,,Offensive foul by J. Jackson (drawn by G. Hill),14,8
44,1,7:10.0,,Turnover by J. Jackson (offensive foul),14,8
45,1,6:59.0,Turnover by L. James (traveling),,14,8
46,1,6:52.0,,E. Payton misses 2-pt layup from 1 ft (block by L. James),14,8
47,1,6:49.0,Defensive rebound by J. Green,,14,8
48,1,6:34.0,K. Korver makes 3-pt jump shot from 23 ft (assist by L. James),,17,8
49,1,6:16.0,,E. Payton misses 3-pt jump shot from 26 ft,17,8
50,1,6:14.0,Defensive rebound by L. James,,17,8
51,1,6:14.0,Personal foul by E. Payton (drawn by G. Hill),,17,8
52,1,6:14.0,G. Hill makes clear path free throw 1 of 2,,18,8
53,1,6:14.0,G. Hill makes clear path free throw 2 of 2,,19,8
54,1,6:14.0,J. Holland enters the game for J. Green,,19,8
55,1,6:14.0,,T. Daniels enters the game for E. Payton,19,8
56,1,6:09.0,Shooting foul by T. Daniels (drawn by L. James),,19,8
57,1,6:09.0,L. James makes free throw 1 of 2,,20,8
58,1,6:09.0,L. James makes free throw 2 of 2,,21,8
59,1,5:49.0,,T. Warren misses 2-pt jump shot from 11 ft,21,8
60,1,5:46.0,Defensive rebound by K. Korver,,21,8
61,1,5:40.0,J. Holland misses 3-pt jump shot from 24 ft,,21,8
62,1,5:36.0,,Defensive rebound by T. Warren,21,8
63,1,5:25.0,,J. Jackson misses 3-pt jump shot from 25 ft,21,8
64,1,5:22.0,Defensive rebound by J. Holland,,21,8
65,1,5:13.0,L. Nance misses 2-pt hook shot from 3 ft,,21,8
66,1,5:12.0,,Defensive rebound by T. Warren,21,8
67,1,5:06.0,,Turnover by J. Jackson (traveling),21,8
68,1,4:51.0,L. Nance makes 2-pt dunk from 1 ft (assist by J. Holland),,23,8
69,1,4:51.0,,Phoenix full timeout,23,8
70,1,4:51.0,,S. Harrison enters the game for J. Jackson,23,8
71,1,4:51.0,,M. Chriss enters the game for D. Bender,23,8
72,1,4:41.0,,S. Harrison misses 3-pt jump shot from 22 ft,23,8
73,1,4:37.0,,Offensive rebound by T. Warren,23,8
74,1,4:37.0,,T. Warren makes 2-pt layup at rim,23,10
75,1,4:23.0,Turnover by G. Hill (lost ball; steal by S. Harrison),,23,10
76,1,4:20.0,,D. Booker misses 2-pt layup from 7 ft (block by L. Nance),23,10
77,1,4:20.0,,Offensive rebound by Team,23,10
78,1,4:20.0,J. Smith enters the game for K. Korver,,23,10
79,1,4:15.0,,T. Daniels misses 3-pt jump shot from 25 ft,23,10
80,1,4:12.0,Defensive rebound by G. Hill,,23,10
81,1,4:08.0,Turnover by J. Holland (traveling),,23,10
82,1,3:54.0,,D. Booker makes 2-pt layup from 1 ft,23,12
83,1,3:37.0,J. Holland makes 2-pt layup from 3 ft (assist by G. Hill),,25,12
84,1,3:25.0,,M. Chriss misses 2-pt layup from 1 ft,25,12
85,1,3:24.0,,Offensive rebound by T. Warren,25,12
86,1,3:24.0,,T. Warren misses 2-pt layup at rim,25,12
87,1,3:23.0,Defensive rebound by L. James,,25,12
88,1,3:21.0,Shooting foul by S. Harrison (drawn by L. James),,25,12
89,1,3:21.0,L. James makes free throw 1 of 2,,26,12
90,1,3:21.0,A. Žižić enters the game for L. Nance,,26,12
91,1,3:21.0,L. James makes free throw 2 of 2,,27,12
92,1,3:07.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by D. Booker),27,15
93,1,2:46.0,G. Hill misses 2-pt jump shot from 5 ft,,27,15
94,1,2:44.0,Offensive rebound by A. Žižić,,27,15
95,1,2:30.0,A. Žižić makes 2-pt layup from 1 ft,,29,15
96,1,2:17.0,Offensive charge foul by M. Chriss (drawn by L. James),,29,15
97,1,2:17.0,,Turnover by M. Chriss (offensive foul),29,15
98,1,2:17.0,,A. Len enters the game for T. Warren,29,15
99,1,2:17.0,J. Clarkson enters the game for G. Hill,,29,15
100,1,2:04.0,L. James makes 2-pt layup from 1 ft,,31,15
101,1,1:50.0,,D. Booker makes 2-pt jump shot from 7 ft,31,17
102,1,1:50.0,,Shooting block foul by J. Smith (drawn by D. Booker),31,17
103,1,1:50.0,,D. Booker makes free throw 1 of 1,31,18
104,1,1:36.0,Shooting foul by M. Chriss (drawn by L. James),,31,18
105,1,1:36.0,,Technical foul by M. Chriss,31,18
106,1,1:36.0,L. James makes technical free throw,,32,18
107,1,1:36.0,,J. Jackson enters the game for M. Chriss,32,18
108,1,1:36.0,L. James misses free throw 1 of 2,,32,18
109,1,1:36.0,Offensive rebound by Team,,32,18
110,1,1:36.0,L. James misses free throw 2 of 2,,32,18
111,1,1:33.0,Offensive rebound by J. Holland,,32,18
112,1,1:28.0,J. Holland misses 2-pt jump shot from 4 ft,,32,18
113,1,1:26.0,,Defensive rebound by A. Len,32,18
114,1,1:22.0,,D. Booker misses 3-pt jump shot from 25 ft,32,18
115,1,1:19.0,Defensive rebound by L. James,,32,18
116,1,1:06.0,L. James misses 2-pt jump shot from 14 ft,,32,18
117,1,1:05.0,Offensive rebound by Team,,32,18
118,1,1:05.0,,Loose ball foul by A. Len (drawn by A. Žižić),32,18
119,1,1:05.0,A. Žižić makes free throw 1 of 2,,33,18
120,1,1:05.0,J. Green enters the game for L. James,,33,18
121,1,1:05.0,A. Žižić misses free throw 2 of 2,,33,18
122,1,1:02.0,,Defensive rebound by D. Booker,33,18
123,1,0:55.0,,Turnover by D. Booker (bad pass; steal by J. Clarkson),33,18
124,1,0:51.0,Turnover by J. Clarkson (lost ball; steal by J. Jackson),,33,18
125,1,0:45.0,,J. Jackson misses 2-pt jump shot from 8 ft,33,18
126,1,0:43.0,Defensive rebound by J. Green,,33,18
127,1,0:41.0,J. Smith makes 2-pt dunk at rim (assist by J. Green),,35,18
128,1,0:30.0,,S. Harrison misses 3-pt jump shot from 25 ft,35,18
129,1,0:27.0,Defensive rebound by J. Holland,,35,18
130,1,0:08.0,J. Clarkson makes 3-pt jump shot from 25 ft,,38,18
131,1,0:01.0,,T. Daniels misses 3-pt jump shot from 26 ft,38,18
132,1,0:01.0,,Offensive rebound by Team,38,18
133,2,11:48.0,,T. Daniels makes 3-pt jump shot from 24 ft (assist by E. Payton),38,21
134,2,11:26.0,J. Smith makes 2-pt jump shot from 9 ft,,40,21
135,2,11:14.0,,Shooting foul by J. Smith (drawn by J. Jackson),40,21
136,2,11:14.0,,J. Jackson makes free throw 1 of 2,40,22
137,2,11:14.0,,J. Jackson makes free throw 2 of 2,40,23
138,2,11:02.0,J. Clarkson misses 3-pt jump shot from 25 ft,,40,23
139,2,10:59.0,,Defensive rebound by J. Dudley,40,23
140,2,10:57.0,,Personal block foul by J. Calderón (drawn by E. Payton),40,23
141,2,10:40.0,,J. Jackson makes 2-pt jump shot from 5 ft,40,25
142,2,10:27.0,A. Žižić makes 2-pt dunk at rim (assist by J. Clarkson),,42,25
143,2,10:11.0,,Turnover by E. Payton (bad pass; steal by J. Green),42,25
144,2,10:06.0,J. Smith misses 3-pt jump shot from 25 ft,,42,25
145,2,10:02.0,,Defensive rebound by A. Len,42,25
146,2,9:54.0,,T. Daniels misses 3-pt jump shot from 27 ft,42,25
147,2,9:50.0,Defensive rebound by J. Smith,,42,25
148,2,9:42.0,J. Calderón misses 3-pt jump shot from 24 ft,,42,25
149,2,9:40.0,,Defensive rebound by J. Dudley,42,25
150,2,9:32.0,,A. Len makes 2-pt dunk at rim (assist by E. Payton),42,27
151,2,9:32.0,Cleveland full timeout,,42,27
152,2,9:32.0,,D. Bender enters the game for A. Len,42,27
153,2,9:21.0,J. Green misses 2-pt jump shot from 18 ft,,42,27
154,2,9:17.0,,Defensive rebound by D. Bender,42,27
155,2,9:10.0,,D. Bender misses 2-pt jump shot from 4 ft,42,27
156,2,9:09.0,Defensive rebound by J. Calderón,,42,27
157,2,9:05.0,J. Smith makes 3-pt jump shot from 23 ft (assist by J. Calderón),,45,27
158,2,8:43.0,,J. Dudley misses 3-pt jump shot from 25 ft,45,27
159,2,8:41.0,Defensive rebound by J. Calderón,,45,27
160,2,8:28.0,A. Žižić makes 2-pt jump shot from 8 ft,,47,27
161,2,8:20.0,,E. Payton makes 2-pt layup at rim,47,29
162,2,8:20.0,,Shooting foul by A. Žižić (drawn by E. Payton),47,29
163,2,8:20.0,,D. Booker enters the game for T. Daniels,47,29
164,2,8:20.0,L. James enters the game for A. Žižić,,47,29
165,2,8:20.0,,E. Payton makes free throw 1 of 1,47,30
166,2,8:07.0,J. Smith misses 3-pt jump shot from 24 ft,,47,30
167,2,8:04.0,,Defensive rebound by Team,47,30
168,2,7:54.0,,Personal foul by J. Green (drawn by D. Bender),47,30
169,2,7:46.0,,D. Booker misses 2-pt jump shot from 17 ft,47,30
170,2,7:44.0,,Offensive rebound by D. Bender,47,30
171,2,7:42.0,,Turnover by D. Bender (lost ball; steal by J. Clarkson),47,30
172,2,7:27.0,J. Green misses 3-pt jump shot from 25 ft,,47,30
173,2,7:26.0,Offensive rebound by J. Smith,,47,30
174,2,7:26.0,J. Smith misses 2-pt dunk at rim,,47,30
175,2,7:25.0,,Defensive rebound by D. Bender,47,30
176,2,7:16.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by E. Payton),47,33
177,2,7:02.0,J. Clarkson misses 2-pt layup at rim,,47,33
178,2,6:59.0,,Defensive rebound by D. Bender,47,33
179,2,6:55.0,,D. Booker makes 2-pt dunk at rim,47,35
180,2,6:55.0,Cleveland full timeout,,47,35
181,2,6:55.0,K. Korver enters the game for J. Calderón,,47,35
182,2,6:45.0,L. James makes 2-pt jump shot from 1 ft,,49,35
183,2,6:34.0,,J. Jackson makes 2-pt layup at rim (assist by E. Payton),49,37
184,2,6:14.0,Shooting foul by J. Jackson (drawn by L. James),,49,37
185,2,6:14.0,L. James makes free throw 1 of 2,,50,37
186,2,6:14.0,G. Hill enters the game for J. Clarkson,,50,37
187,2,6:14.0,,T. Warren enters the game for J. Jackson,50,37
188,2,6:14.0,L. James makes free throw 2 of 2,,51,37
189,2,6:01.0,,Turnover by E. Payton (bad pass; steal by J. Smith),51,37
190,2,5:57.0,Shooting foul by D. Bender (drawn by J. Green),,51,37
191,2,5:57.0,J. Green makes free throw 1 of 2,,52,37
192,2,5:57.0,J. Green makes free throw 2 of 2,,53,37
193,2,5:46.0,,D. Bender misses 3-pt jump shot from 25 ft,53,37
194,2,5:44.0,Defensive rebound by L. James,,53,37
195,2,5:39.0,Shooting foul by J. Dudley (drawn by L. James),,53,37
196,2,5:39.0,L. James makes free throw 1 of 2,,54,37
197,2,5:39.0,,T. Ulis enters the game for E. Payton,54,37
198,2,5:39.0,L. James makes free throw 2 of 2,,55,37
199,2,5:25.0,,D. Booker misses 2-pt jump shot from 12 ft,55,37
200,2,5:24.0,Defensive rebound by L. James,,55,37
201,2,5:17.0,Turnover by L. James (bad pass; steal by J. Dudley),,55,37
202,2,5:13.0,,Turnover by J. Dudley (bad pass; steal by L. James),55,37
203,2,5:09.0,L. James misses 3-pt jump shot from 25 ft,,55,37
204,2,5:07.0,,Defensive rebound by J. Dudley,55,37
205,2,5:00.0,,D. Bender misses 3-pt jump shot from 25 ft,55,37
206,2,4:56.0,Defensive rebound by J. Smith,,55,37
207,2,4:45.0,J. Green misses 2-pt jump shot from 8 ft,,55,37
208,2,4:43.0,,Defensive rebound by D. Bender,55,37
209,2,4:36.0,,J. Dudley misses 3-pt jump shot from 22 ft,55,37
210,2,4:31.0,Defensive rebound by G. Hill,,55,37
211,2,4:31.0,Personal take foul by T. Ulis (drawn by G. Hill),,55,37
212,2,4:31.0,,M. Chriss enters the game for D. Bender,55,37
213,2,4:31.0,L. Nance enters the game for J. Green,,55,37
214,2,4:20.0,Def 3 sec tech foul by M. Chriss,,55,37
215,2,4:20.0,K. Korver makes technical free throw,,56,37
216,2,4:06.0,J. Smith misses 2-pt jump shot from 9 ft,,56,37
217,2,4:02.0,Offensive rebound by J. Smith,,56,37
218,2,3:55.0,J. Smith makes 3-pt jump shot from 22 ft,,59,37
219,2,3:41.0,,Personal foul by G. Hill (drawn by J. Dudley),59,37
220,2,3:41.0,,J. Dudley makes free throw 1 of 2,59,38
221,2,3:41.0,,J. Dudley makes free throw 2 of 2,59,39
222,2,3:27.0,J. Smith misses 2-pt jump shot from 21 ft,,59,39
223,2,3:25.0,,Defensive rebound by T. Ulis,59,39
224,2,3:23.0,Offensive charge foul by D. Booker (drawn by J. Smith),,59,39
225,2,3:23.0,,Turnover by D. Booker (offensive foul),59,39
226,2,3:23.0,J. Clarkson enters the game for J. Smith,,59,39
227,2,3:11.0,G. Hill misses 2-pt jump shot from 22 ft,,59,39
228,2,3:08.0,,Defensive rebound by J. Dudley,59,39
229,2,2:52.0,,T. Warren makes 2-pt jump shot from 6 ft (assist by D. Booker),59,41
230,2,2:32.0,J. Clarkson misses 3-pt jump shot from 25 ft,,59,41
231,2,2:31.0,,Defensive rebound by J. Dudley,59,41
232,2,2:28.0,Violation by G. Hill (kicked ball),,59,41
233,2,2:28.0,,J. Jackson enters the game for J. Dudley,59,41
234,2,2:21.0,,M. Chriss makes 2-pt layup at rim (assist by D. Booker),59,43
235,2,2:06.0,K. Korver misses 3-pt jump shot from 25 ft,,59,43
236,2,2:03.0,,Defensive rebound by T. Warren,59,43
237,2,1:58.0,,T. Warren makes 2-pt jump shot from 11 ft,59,45
238,2,1:41.0,Turnover by K. Korver (lost ball; steal by J. Jackson),,59,45
239,2,1:41.0,,Personal foul by K. Korver (drawn by J. Jackson),59,45
240,2,1:41.0,,J. Jackson makes free throw 1 of 2,59,46
241,2,1:41.0,,J. Jackson makes free throw 2 of 2,59,47
242,2,1:20.0,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),,62,47
243,2,1:06.0,,Shooting foul by L. Nance (drawn by T. Warren),62,47
244,2,1:06.0,,T. Warren misses free throw 1 of 2,62,47
245,2,1:06.0,,Offensive rebound by Team,62,47
246,2,1:06.0,J. Holland enters the game for G. Hill,,62,47
247,2,1:06.0,,T. Warren makes free throw 2 of 2,62,48
248,2,0:50.0,K. Korver makes 3-pt jump shot from 22 ft (assist by L. James),,65,48
249,2,0:41.0,,Shooting foul by L. James (drawn by T. Warren),65,48
250,2,0:41.0,,T. Warren makes free throw 1 of 2,65,49
251,2,0:41.0,,T. Warren makes free throw 2 of 2,65,50
252,2,0:34.0,L. James makes 2-pt layup from 2 ft,,67,50
253,2,0:34.0,Shooting foul by T. Warren (drawn by L. James),,67,50
254,2,0:34.0,L. James makes free throw 1 of 1,,68,50
255,2,0:25.0,,D. Booker makes 2-pt jump shot from 6 ft,68,52
256,2,0:02.0,L. James misses 2-pt layup from 1 ft (block by J. Jackson),,68,52
257,2,0:02.0,,Defensive rebound by T. Ulis,68,52
258,2,0:00.0,,T. Ulis misses 3-pt jump shot from 50 ft,68,52
259,2,0:00.0,,Offensive rebound by Team,68,52
260,3,11:43.0,,Turnover by D. Booker (bad pass; steal by J. Green),68,52
261,3,11:25.0,Shooting foul by T. Warren (drawn by L. James),,68,52
262,3,11:25.0,L. James makes free throw 1 of 2,,69,52
263,3,11:25.0,L. James makes free throw 2 of 2,,70,52
264,3,11:16.0,,Turnover by E. Payton (traveling),70,52
265,3,11:09.0,L. Nance makes 2-pt layup from 1 ft (assist by L. James),,72,52
266,3,10:56.0,,D. Bender misses 3-pt jump shot from 24 ft,72,52
267,3,10:53.0,Defensive rebound by L. James,,72,52
268,3,10:51.0,L. Nance misses 2-pt layup from 1 ft (block by D. Bender),,72,52
269,3,10:49.0,,Defensive rebound by J. Jackson,72,52
270,3,10:42.0,J. Holland enters the game for L. Nance,,72,52
271,3,10:33.0,,E. Payton makes 2-pt jump shot from 4 ft,72,54
272,3,10:11.0,J. Green makes 2-pt jump shot from 13 ft (assist by K. Korver),,74,54
273,3,9:56.0,,T. Warren makes 2-pt jump shot from 2 ft,74,56
274,3,9:44.0,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),,77,56
275,3,9:30.0,,D. Booker misses 2-pt jump shot from 13 ft,77,56
276,3,9:27.0,Defensive rebound by K. Korver,,77,56
277,3,9:20.0,Turnover by G. Hill (bad pass; steal by E. Payton),,77,56
278,3,9:17.0,,Shooting foul by K. Korver (drawn by J. Jackson),77,56
279,3,9:17.0,,J. Jackson misses free throw 1 of 2,77,56
280,3,9:17.0,,Offensive rebound by Team,77,56
281,3,9:17.0,,J. Jackson misses free throw 2 of 2,77,56
282,3,9:15.0,,Offensive rebound by Team,77,56
283,3,9:13.0,,D. Bender misses 2-pt layup from 1 ft (block by J. Green),77,56
284,3,9:10.0,Defensive rebound by J. Holland,,77,56
285,3,9:06.0,J. Green misses 3-pt jump shot from 24 ft,,77,56
286,3,9:03.0,,Defensive rebound by J. Jackson,77,56
287,3,8:54.0,,J. Jackson makes 2-pt jump shot from 10 ft,77,58
288,3,8:36.0,J. Green misses 2-pt jump shot from 6 ft,,77,58
289,3,8:34.0,Offensive rebound by J. Holland,,77,58
290,3,8:28.0,L. James makes 2-pt layup at rim (assist by J. Holland),,79,58
291,3,8:28.0,Shooting foul by D. Booker (drawn by L. James),,79,58
292,3,8:28.0,,M. Chriss enters the game for D. Bender,79,58
293,3,8:28.0,L. James makes free throw 1 of 1,,80,58
294,3,8:12.0,,E. Payton makes 2-pt jump shot from 19 ft,80,60
295,3,7:57.0,G. Hill misses 3-pt jump shot from 24 ft,,80,60
296,3,7:54.0,,Defensive rebound by M. Chriss,80,60
297,3,7:50.0,,Turnover by E. Payton (bad pass; steal by L. James),80,60
298,3,7:47.0,L. James makes 2-pt dunk at rim,,82,60
299,3,7:47.0,,Phoenix full timeout,82,60
300,3,7:32.0,,J. Jackson misses 2-pt layup from 3 ft (block by J. Green),82,60
301,3,7:29.0,,Offensive rebound by M. Chriss,82,60
302,3,7:28.0,,Turnover by M. Chriss (bad pass; steal by G. Hill),82,60
303,3,7:25.0,G. Hill makes 2-pt layup at rim,,84,60
304,3,7:12.0,,J. Jackson makes 2-pt jump shot from 16 ft (assist by D. Booker),84,62
305,3,6:53.0,K. Korver makes 3-pt jump shot from 25 ft (assist by G. Hill),,87,62
306,3,6:41.0,,J. Jackson misses 3-pt jump shot from 24 ft,87,62
307,3,6:38.0,Defensive rebound by L. James,,87,62
308,3,6:33.0,Turnover by L. James (bad pass),,87,62
309,3,6:33.0,,J. Dudley enters the game for E. Payton,87,62
310,3,6:33.0,,T. Ulis enters the game for J. Jackson,87,62
311,3,6:26.0,,Personal foul by G. Hill (drawn by D. Booker),87,62
312,3,6:21.0,,Turnover by D. Booker (lost ball; steal by J. Green),87,62
313,3,6:17.0,J. Holland misses 2-pt dunk at rim,,87,62
314,3,6:13.0,,Defensive rebound by T. Warren,87,62
315,3,6:11.0,,J. Dudley misses 2-pt layup at rim,87,62
316,3,6:09.0,,Offensive rebound by T. Warren,87,62
317,3,6:09.0,,T. Warren misses 2-pt layup at rim,87,62
318,3,6:09.0,,Offensive rebound by Team,87,62
319,3,6:06.0,,T. Warren misses 2-pt jump shot from 17 ft,87,62
320,3,6:02.0,Defensive rebound by L. James,,87,62
321,3,5:57.0,L. James makes 2-pt jump shot from 19 ft,,89,62
322,3,5:43.0,,D. Booker makes 2-pt jump shot from 21 ft,89,64
323,3,5:38.0,Turnover by J. Green (turnover),,89,64
324,3,5:36.0,,T. Warren misses 2-pt layup from 1 ft (block by J. Green),89,64
325,3,5:32.0,,Offensive rebound by T. Warren,89,64
326,3,5:31.0,,T. Warren makes 2-pt layup at rim,89,66
327,3,5:15.0,G. Hill makes 3-pt jump shot from 24 ft (assist by L. James),,92,66
328,3,5:07.0,,T. Ulis misses 3-pt jump shot from 24 ft,92,66
329,3,5:05.0,,Offensive rebound by Team,92,66
330,3,5:03.0,,T. Warren misses 2-pt jump shot from 17 ft,92,66
331,3,4:59.0,,Offensive rebound by M. Chriss,92,66
332,3,4:58.0,Loose ball foul by K. Korver (drawn by M. Chriss),,92,66
333,3,4:54.0,,Shooting foul by J. Holland (drawn by T. Ulis),92,66
334,3,4:54.0,,T. Ulis makes free throw 1 of 2,92,67
335,3,4:54.0,,T. Ulis makes free throw 2 of 2,92,68
336,3,4:45.0,J. Green makes 2-pt dunk at rim (assist by L. James),,94,68
337,3,4:31.0,,D. Booker makes 2-pt jump shot from 17 ft,94,70
338,3,4:21.0,Offensive foul by K. Korver (drawn by J. Dudley),,94,70
339,3,4:21.0,Turnover by K. Korver (offensive foul),,94,70
340,3,4:07.0,,M. Chriss misses 2-pt layup from 1 ft (block by J. Holland),94,70
341,3,4:06.0,,Offensive rebound by M. Chriss,94,70
342,3,4:06.0,,Shooting foul by L. James (drawn by M. Chriss),94,70
343,3,4:06.0,,M. Chriss makes free throw 1 of 2,94,71
344,3,4:06.0,,M. Chriss misses free throw 2 of 2,94,71
345,3,4:04.0,Defensive rebound by J. Holland,,94,71
346,3,3:45.0,J. Green misses 2-pt jump shot from 4 ft,,94,71
347,3,3:43.0,,Defensive rebound by M. Chriss,94,71
348,3,3:34.0,,T. Warren misses 3-pt jump shot from 23 ft,94,71
349,3,3:31.0,Defensive rebound by G. Hill,,94,71
350,3,3:24.0,Turnover by J. Holland (step out of bounds),,94,71
351,3,3:22.0,,D. Booker misses 3-pt jump shot from 26 ft,94,71
352,3,3:20.0,,Offensive rebound by Team,94,71
353,3,3:20.0,Loose ball foul by J. Green (drawn by M. Chriss),,94,71
354,3,3:20.0,,M. Chriss makes free throw 1 of 2,94,72
355,3,3:20.0,J. Smith enters the game for K. Korver,,94,72
356,3,3:20.0,J. Clarkson enters the game for J. Green,,94,72
357,3,3:20.0,,T. Daniels enters the game for T. Warren,94,72
358,3,3:20.0,,M. Chriss makes free throw 2 of 2,94,73
359,3,3:03.0,G. Hill misses 3-pt jump shot from 26 ft,,94,73
360,3,3:02.0,Offensive rebound by Team,,94,73
361,3,3:02.0,,J. Jackson enters the game for M. Chriss,94,73
362,3,2:58.0,L. James misses 2-pt jump shot from 16 ft,,94,73
363,3,2:55.0,,Defensive rebound by J. Dudley,94,73
364,3,2:51.0,,Turnover by D. Booker (bad pass; steal by G. Hill),94,73
365,3,2:47.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Smith),,97,73
366,3,2:46.0,,Phoenix full timeout,97,73
367,3,2:35.0,,T. Ulis misses 2-pt layup from 2 ft,97,73
368,3,2:31.0,Defensive rebound by L. James,,97,73
369,3,2:26.0,J. Holland misses 2-pt jump shot at rim,,97,73
370,3,2:24.0,,Defensive rebound by T. Daniels,97,73
371,3,2:07.0,,J. Jackson misses 2-pt layup at rim,97,73
372,3,2:05.0,Defensive rebound by J. Smith,,97,73
373,3,2:01.0,J. Holland misses 3-pt jump shot from 23 ft,,97,73
374,3,1:59.0,Offensive rebound by Team,,97,73
375,3,1:44.0,Personal block foul by J. Dudley (drawn by L. James),,97,73
376,3,1:32.0,G. Hill misses 3-pt jump shot from 26 ft,,97,73
377,3,1:29.0,,Defensive rebound by J. Dudley,97,73
378,3,1:23.0,,T. Ulis misses 2-pt layup from 2 ft (block by J. Holland),97,73
379,3,1:21.0,,Offensive rebound by T. Ulis,97,73
380,3,1:19.0,,T. Ulis misses 2-pt jump shot from 12 ft,97,73
381,3,1:19.0,Defensive rebound by L. James,,97,73
382,3,1:12.0,L. James misses 2-pt jump shot from 12 ft,,97,73
383,3,1:10.0,,Defensive rebound by J. Dudley,97,73
384,3,1:02.0,,D. Booker makes 2-pt layup from 2 ft,97,75
385,3,0:45.0,Personal foul by J. Dudley (drawn by J. Smith),,97,75
386,3,0:45.0,J. Smith makes free throw 1 of 2,,98,75
387,3,0:45.0,J. Smith makes free throw 2 of 2,,99,75
388,3,0:38.0,,J. Jackson makes 3-pt jump shot from 22 ft (assist by D. Booker),99,78
389,3,0:16.0,Turnover by J. Smith (bad pass; steal by J. Jackson),,99,78
390,3,0:16.0,,Personal foul by J. Holland (drawn by J. Jackson),99,78
391,3,0:16.0,,J. Jackson makes free throw 1 of 2,99,79
392,3,0:16.0,,J. Jackson makes free throw 2 of 2,99,80
393,3,0:01.0,L. James makes 3-pt jump shot from 27 ft,,102,80
394,3,0:00.0,,D. Booker misses 3-pt jump shot from 54 ft,102,80
395,3,0:00.0,,Offensive rebound by Team,102,80
396,4,11:48.0,Turnover by L. James (bad pass; steal by J. Dudley),,102,80
397,4,11:44.0,,J. Jackson makes 2-pt layup at rim,102,82
398,4,11:24.0,J. Smith makes 2-pt jump shot from 12 ft,,104,82
399,4,11:07.0,,E. Payton makes 2-pt jump shot from 5 ft,104,84
400,4,10:59.0,J. Smith misses 2-pt jump shot from 20 ft,,104,84
401,4,10:56.0,,Defensive rebound by E. Payton,104,84
