,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PORTLAND_ACTION,BROOKLYN_SCORE,PORTLAND_SCORE
380,4,6:28.0,Personal foul by D. Lillard (drawn by D. Russell),,84,84
381,4,6:28.0,D. Carroll enters the game for J. Harris,,84,84
382,4,6:24.0,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft,,84,84
383,4,6:22.0,,Defensive rebound by E. Davis,84,84
384,4,6:14.0,,E. Turner makes 2-pt jump shot from 7 ft,84,86
385,4,5:58.0,D. Carroll misses 3-pt jump shot from 24 ft,,84,86
386,4,5:57.0,,Defensive rebound by Team,84,86
387,4,5:40.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by E. Turner),84,89
388,4,5:39.0,Brooklyn full timeout,,84,89
389,4,5:28.0,R. Hollis-Jefferson makes 2-pt jump shot from 10 ft,,86,89
390,4,5:09.0,,M. Harkless misses 2-pt layup from 1 ft,86,89
391,4,5:06.0,,Offensive rebound by M. Harkless,86,89
392,4,5:06.0,,M. Harkless misses 2-pt layup at rim,86,89
393,4,5:06.0,Defensive rebound by R. Hollis-Jefferson,,86,89
394,4,5:04.0,D. Russell makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),,89,89
395,4,4:42.0,,E. Turner misses 2-pt jump shot from 3 ft,89,89
396,4,4:41.0,,Offensive rebound by Team,89,89
397,4,4:41.0,Loose ball foul by A. Crabbe (drawn by M. Harkless),,89,89
398,4,4:41.0,S. Dinwiddie enters the game for Q. Acy,,89,89
399,4,4:33.0,,Turnover by C. McCollum (lost ball; steal by D. Carroll),89,89
400,4,4:33.0,Personal foul by C. McCollum (drawn by D. Carroll),,89,89
401,4,4:23.0,Personal foul by E. Davis (drawn by D. Russell),,89,89
402,4,4:23.0,D. Russell makes free throw 1 of 2,,90,89
403,4,4:23.0,D. Russell misses free throw 2 of 2,,90,89
404,4,4:19.0,,Defensive rebound by M. Harkless,90,89
405,4,4:01.0,,D. Lillard misses 3-pt jump shot from 24 ft,90,89
406,4,3:56.0,Defensive rebound by D. Russell,,90,89
407,4,3:53.0,D. Russell makes 2-pt layup from 1 ft,,92,89
408,4,3:38.0,,D. Lillard makes 2-pt layup from 1 ft,92,91
409,4,3:23.0,D. Russell misses 3-pt jump shot from 25 ft,,92,91
410,4,3:18.0,,Defensive rebound by E. Davis,92,91
411,4,3:15.0,,Portland full timeout,92,91
412,4,3:06.0,,D. Lillard makes 2-pt layup at rim,92,93
413,4,2:51.0,R. Hollis-Jefferson makes 2-pt jump shot from 8 ft,,94,93
414,4,2:36.0,,D. Lillard makes 2-pt jump shot from 22 ft,94,95
415,4,2:23.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by D. Russell),,96,95
416,4,1:57.0,,E. Turner misses 3-pt jump shot from 24 ft,96,95
417,4,1:55.0,Defensive rebound by D. Carroll,,96,95
418,4,1:36.0,,Offensive charge foul by A. Crabbe (drawn by C. McCollum),96,95
419,4,1:36.0,Turnover by A. Crabbe (offensive foul),,96,95
420,4,1:15.0,,Turnover by E. Turner (lost ball; steal by R. Hollis-Jefferson),96,95
421,4,0:54.0,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,,96,95
422,4,0:51.0,,Defensive rebound by M. Harkless,96,95
423,4,0:41.0,,Turnover by D. Lillard (lost ball; steal by R. Hollis-Jefferson),96,95
424,4,0:41.0,Brooklyn full timeout,,96,95
425,4,0:36.0,D. Russell makes 2-pt jump shot from 20 ft,,98,95
426,4,0:36.0,,Portland full timeout,98,95
427,4,0:36.0,,P. Connaughton enters the game for M. Harkless,98,95
428,4,0:33.0,,C. McCollum makes 2-pt layup from 1 ft,98,97
429,4,0:11.0,D. Russell makes 2-pt layup from 1 ft,,100,97
430,4,0:11.0,Shooting foul by E. Davis (drawn by D. Russell),,100,97
431,4,0:11.0,D. Russell misses free throw 1 of 1,,100,97
432,4,0:08.0,Offensive rebound by R. Hollis-Jefferson,,100,97
433,4,0:08.0,Personal take foul by P. Connaughton (drawn by D. Russell),,100,97
434,4,0:08.0,D. Russell misses free throw 1 of 2,,100,97
435,4,0:08.0,Offensive rebound by Team,,100,97
436,4,0:08.0,D. Russell makes free throw 2 of 2,,101,97
437,4,0:08.0,,Portland full timeout,101,97
438,4,0:08.0,,M. Harkless enters the game for E. Davis,101,97
439,4,0:02.0,,C. McCollum misses 3-pt jump shot from 22 ft,101,97
440,4,0:01.0,Brooklyn full timeout,,101,97
441,4,0:01.0,,E. Davis enters the game for P. Connaughton,101,97
442,4,0:01.0,,S. Napier enters the game for M. Harkless,101,97
443,4,0:01.0,Defensive rebound by Team,,101,97
444,4,0:00.0,Turnover by S. Dinwiddie (bad pass; steal by C. McCollum),,101,97
