,QUARTER,TIME_REMAINING,INDIANA_ACTION,MIAMI_ACTION,INDIANA_SCORE,MIAMI_SCORE
0,1,11:42.0,D. Sabonis makes 2-pt layup from 2 ft,,2,0
1,1,11:18.0,,J. Mickey misses 2-pt hook shot from 2 ft,2,0
2,1,11:16.0,Defensive rebound by T. Young,,2,0
3,1,11:11.0,T. Young misses 2-pt layup from 1 ft,,2,0
4,1,11:08.0,,Defensive rebound by J. Johnson,2,0
5,1,11:06.0,,G. Dragić misses 2-pt layup from 1 ft,2,0
6,1,11:02.0,,Offensive rebound by J. Mickey,2,0
7,1,11:00.0,,J. Mickey makes 2-pt dunk from 1 ft,2,2
8,1,10:42.0,T. Young misses 2-pt hook shot from 7 ft,,2,2
9,1,10:42.0,,Defensive rebound by G. Dragić,2,2
10,1,10:30.0,,J. Richardson misses 3-pt jump shot from 23 ft,2,2
11,1,10:26.0,Defensive rebound by D. Sabonis,,2,2
12,1,10:20.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,2,2
13,1,10:18.0,,Defensive rebound by J. Mickey,2,2
14,1,10:11.0,,D. Waiters makes 2-pt layup from 1 ft,2,4
15,1,10:05.0,V. Oladipo misses 2-pt layup from 2 ft (block by D. Waiters),,2,4
16,1,9:59.0,,Defensive rebound by J. Richardson,2,4
17,1,9:55.0,,Turnover by J. Richardson (lost ball; steal by V. Oladipo),2,4
18,1,9:47.0,B. Bogdanović misses 2-pt layup from 2 ft (block by J. Richardson),,2,4
19,1,9:38.0,,Defensive rebound by J. Mickey,2,4
20,1,9:36.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by G. Dragić),2,7
21,1,9:27.0,D. Sabonis misses 2-pt layup from 1 ft (block by J. Johnson),,2,7
22,1,9:26.0,Offensive rebound by D. Sabonis,,2,7
23,1,9:26.0,Shooting foul by D. Waiters (drawn by D. Sabonis),,2,7
24,1,9:26.0,D. Sabonis makes free throw 1 of 2,,3,7
25,1,9:26.0,D. Sabonis misses free throw 2 of 2,,3,7
26,1,9:23.0,,Defensive rebound by J. Mickey,3,7
27,1,9:12.0,,J. Johnson makes 2-pt hook shot from 3 ft,3,9
28,1,9:03.0,Personal foul by J. Richardson (drawn by D. Sabonis),,3,9
29,1,8:46.0,B. Bogdanović makes 2-pt jump shot from 15 ft,,5,9
30,1,8:34.0,,G. Dragić makes 2-pt jump shot from 15 ft (assist by J. Johnson),5,11
31,1,8:25.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by D. Collison),,7,11
32,1,8:25.0,Shooting foul by J. Johnson (drawn by D. Sabonis),,7,11
33,1,8:25.0,D. Sabonis makes free throw 1 of 1,,8,11
34,1,8:11.0,,J. Johnson makes 2-pt dunk from 1 ft,8,13
35,1,8:11.0,,Shooting foul by V. Oladipo (drawn by J. Johnson),8,13
36,1,8:11.0,,J. Johnson misses free throw 1 of 1,8,13
37,1,8:10.0,,Offensive rebound by Team,8,13
38,1,7:53.0,,D. Waiters misses 3-pt jump shot from 25 ft,8,13
39,1,7:49.0,Defensive rebound by D. Sabonis,,8,13
40,1,7:37.0,B. Bogdanović makes 2-pt layup from 2 ft,,10,13
41,1,7:31.0,,Offensive foul by J. Mickey (drawn by D. Sabonis),10,13
42,1,7:31.0,,Turnover by J. Mickey (offensive foul),10,13
43,1,7:17.0,V. Oladipo misses 2-pt hook shot from 6 ft,,10,13
44,1,7:14.0,,Defensive rebound by J. Richardson,10,13
45,1,7:10.0,,J. Richardson makes 2-pt jump shot from 3 ft,10,15
46,1,7:01.0,D. Sabonis misses 2-pt layup from 2 ft (block by J. Johnson),,10,15
47,1,7:01.0,,Defensive rebound by Team,10,15
48,1,6:51.0,,D. Waiters misses 2-pt layup from 1 ft,10,15
49,1,6:51.0,Defensive rebound by D. Sabonis,,10,15
50,1,6:46.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by D. Collison),,13,15
51,1,6:23.0,,J. Richardson misses 3-pt jump shot from 25 ft,13,15
52,1,6:20.0,Defensive rebound by D. Collison,,13,15
53,1,6:09.0,B. Bogdanović misses 2-pt layup from 2 ft,,13,15
54,1,6:07.0,,Defensive rebound by J. Mickey,13,15
55,1,5:58.0,,D. Waiters makes 2-pt layup from 2 ft,13,17
56,1,5:43.0,T. Young makes 2-pt hook shot from 6 ft (assist by D. Collison),,15,17
57,1,5:25.0,,J. Mickey makes 2-pt layup from 3 ft (assist by G. Dragić),15,19
58,1,5:16.0,D. Collison misses 2-pt jump shot from 4 ft,,15,19
59,1,5:13.0,Offensive rebound by V. Oladipo,,15,19
60,1,5:10.0,D. Collison makes 3-pt jump shot from 22 ft (assist by V. Oladipo),,18,19
61,1,5:01.0,,Miami full timeout,18,19
62,1,5:01.0,,T. Johnson enters the game for J. Richardson,18,19
63,1,5:01.0,,K. Olynyk enters the game for J. Mickey,18,19
64,1,5:01.0,L. Stephenson enters the game for B. Bogdanović,,18,19
65,1,5:01.0,A. Jefferson enters the game for D. Sabonis,,18,19
66,1,4:46.0,,G. Dragić makes 3-pt jump shot from 25 ft,18,22
67,1,4:25.0,D. Collison misses 2-pt jump shot from 16 ft,,18,22
68,1,4:24.0,Offensive rebound by Team,,18,22
69,1,4:12.0,A. Jefferson makes 2-pt jump shot from 11 ft (assist by V. Oladipo),,20,22
70,1,3:53.0,,T. Johnson makes 2-pt jump shot from 16 ft (assist by K. Olynyk),20,24
71,1,3:33.0,T. Young misses 2-pt hook shot from 7 ft,,20,24
72,1,3:30.0,T. Young makes 2-pt jump shot from 2 ft,,22,24
73,1,3:27.0,Offensive rebound by T. Young,,22,24
74,1,3:05.0,,T. Johnson misses 2-pt jump shot from 16 ft,22,24
75,1,3:03.0,Defensive rebound by A. Jefferson,,22,24
76,1,2:50.0,A. Jefferson makes 2-pt jump shot from 3 ft (assist by D. Collison),,24,24
77,1,2:50.0,Shooting foul by G. Dragić (drawn by A. Jefferson),,24,24
78,1,2:50.0,Indiana full timeout,,24,24
79,1,2:50.0,,J. Winslow enters the game for J. Johnson,24,24
80,1,2:50.0,C. Joseph enters the game for D. Collison,,24,24
81,1,2:50.0,A. Jefferson makes free throw 1 of 1,,25,24
82,1,2:31.0,,G. Dragić misses 2-pt jump shot from 13 ft,25,24
83,1,2:24.0,Defensive rebound by L. Stephenson,,25,24
84,1,2:15.0,Personal foul by G. Dragić (drawn by V. Oladipo),,25,24
85,1,2:15.0,V. Oladipo makes free throw 1 of 2,,26,24
86,1,2:15.0,,J. Richardson enters the game for G. Dragić,26,24
87,1,2:15.0,T. Leaf enters the game for T. Young,,26,24
88,1,2:15.0,V. Oladipo makes free throw 2 of 2,,27,24
89,1,1:58.0,,T. Johnson misses 3-pt jump shot from 24 ft,27,24
90,1,1:55.0,Defensive rebound by T. Leaf,,27,24
91,1,1:48.0,,W. Ellington enters the game for D. Waiters,27,24
92,1,1:48.0,D. Wilkins enters the game for V. Oladipo,,27,24
93,1,1:34.0,A. Jefferson makes 2-pt jump shot from 14 ft,,29,24
94,1,1:20.0,,J. Winslow makes 2-pt jump shot from 11 ft,29,26
95,1,1:05.0,L. Stephenson misses 2-pt jump shot from 19 ft,,29,26
96,1,1:03.0,,Defensive rebound by K. Olynyk,29,26
97,1,0:55.0,,Turnover by K. Olynyk (bad pass; steal by L. Stephenson),29,26
98,1,0:44.0,C. Joseph misses 2-pt layup from 1 ft (block by T. Johnson),,29,26
99,1,0:44.0,Offensive rebound by Team,,29,26
100,1,0:37.0,C. Joseph makes 2-pt jump shot from 20 ft,,31,26
101,1,0:20.0,,W. Ellington misses 3-pt jump shot from 25 ft,31,26
102,1,0:16.0,Defensive rebound by A. Jefferson,,31,26
103,1,0:01.0,A. Jefferson misses 3-pt jump shot from 20 ft,,31,26
104,1,0:00.0,,Defensive rebound by W. Ellington,31,26
105,2,11:39.0,,J. Winslow makes 2-pt layup from 1 ft (assist by J. Richardson),31,28
106,2,11:22.0,D. Sabonis misses 2-pt hook shot from 7 ft,,31,28
107,2,11:19.0,,Defensive rebound by K. Olynyk,31,28
108,2,11:14.0,,W. Ellington makes 2-pt layup from 1 ft (assist by K. Olynyk),31,30
109,2,11:00.0,C. Joseph misses 2-pt jump shot from 19 ft,,31,30
110,2,10:57.0,,Defensive rebound by J. Richardson,31,30
111,2,10:52.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Richardson),31,33
112,2,10:35.0,L. Stephenson makes 2-pt jump shot from 15 ft,,33,33
113,2,10:30.0,,Personal foul by L. Stephenson (drawn by J. Richardson),33,33
114,2,10:21.0,,Turnover by T. Johnson (bad pass; steal by C. Joseph),33,33
115,2,10:08.0,,Offensive charge foul by L. Stephenson (drawn by K. Olynyk),33,33
116,2,10:08.0,Turnover by L. Stephenson (offensive foul),,33,33
117,2,9:48.0,,K. Olynyk misses 2-pt jump shot from 4 ft,33,33
118,2,9:44.0,,Offensive rebound by K. Olynyk,33,33
119,2,9:41.0,,K. Olynyk makes 2-pt jump shot from 1 ft,33,35
120,2,9:23.0,C. Joseph makes 2-pt jump shot from 17 ft,,35,35
121,2,9:14.0,,Turnover by J. Richardson (traveling),35,35
122,2,8:50.0,Turnover by C. Joseph (turnover; steal by J. Winslow),,35,35
123,2,8:41.0,,K. Olynyk misses 3-pt jump shot from 24 ft,35,35
124,2,8:38.0,Defensive rebound by T. Leaf,,35,35
125,2,8:28.0,,Offensive charge foul by D. Sabonis (drawn by K. Olynyk),35,35
126,2,8:28.0,Turnover by D. Sabonis (offensive foul),,35,35
127,2,8:19.0,,Personal foul by C. Joseph (drawn by K. Olynyk),35,35
128,2,8:19.0,Turnover by C. Joseph (turnover),,35,35
129,2,8:19.0,B. Bogdanović enters the game for D. Wilkins,,35,35
130,2,8:11.0,,J. Winslow makes 2-pt jump shot from 12 ft (assist by K. Olynyk),35,37
131,2,7:53.0,T. Leaf makes 3-pt jump shot from 23 ft (assist by D. Sabonis),,38,37
132,2,7:42.0,,W. Ellington misses 3-pt jump shot from 22 ft,38,37
133,2,7:39.0,,Offensive rebound by J. Richardson,38,37
134,2,7:32.0,,W. Ellington misses 2-pt layup from 2 ft (block by D. Sabonis),38,37
135,2,7:30.0,Defensive rebound by D. Sabonis,,38,37
136,2,7:25.0,Def 3 sec tech foul by T. Johnson,,38,37
137,2,7:25.0,B. Bogdanović makes technical free throw,,39,37
138,2,7:18.0,Offensive foul by D. Sabonis (drawn by K. Olynyk),,39,37
139,2,7:18.0,Turnover by D. Sabonis (offensive foul),,39,37
