,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
0,1,11:45.0,J. McGee makes 2-pt dunk from 1 ft (assist by K. Durant),,2,0
1,1,11:33.0,,L. Nance makes 2-pt dunk at rim (assist by L. Ball),2,2
2,1,11:14.0,K. Durant misses 3-pt jump shot from 25 ft,,2,2
3,1,11:09.0,,Defensive rebound by K. Caldwell-Pope,2,2
4,1,11:06.0,,Personal foul by K. Thompson (drawn by L. Nance),2,2
5,1,10:58.0,,L. Ball misses 2-pt layup from 3 ft (block by J. Bell),2,2
6,1,10:55.0,Defensive rebound by P. McCaw,,2,2
7,1,10:52.0,K. Thompson misses 3-pt jump shot from 25 ft,,2,2
8,1,10:49.0,,Defensive rebound by B. Ingram,2,2
9,1,10:41.0,,B. Lopez misses 3-pt jump shot from 24 ft,2,2
10,1,10:38.0,Defensive rebound by K. Thompson,,2,2
11,1,10:34.0,Turnover by K. Thompson (bad pass; steal by B. Lopez),,2,2
12,1,10:30.0,,Shooting foul by K. Thompson (drawn by L. Nance),2,2
13,1,10:30.0,,L. Nance makes free throw 1 of 2,2,3
14,1,10:30.0,,L. Nance misses free throw 2 of 2,2,3
15,1,10:27.0,Defensive rebound by K. Durant,,2,3
16,1,10:22.0,Personal foul by L. Ball (drawn by J. Bell),,2,3
17,1,10:16.0,K. Durant misses 2-pt jump shot from 12 ft,,2,3
18,1,10:12.0,,Defensive rebound by B. Ingram,2,3
19,1,10:06.0,,B. Ingram makes 2-pt layup from 1 ft,2,5
20,1,9:49.0,J. Bell makes 2-pt layup from 1 ft,,4,5
21,1,9:39.0,,B. Lopez makes 2-pt jump shot from 15 ft (assist by L. Ball),4,7
22,1,9:24.0,J. McGee makes 2-pt dunk from 1 ft (assist by P. McCaw),,6,7
23,1,9:10.0,,B. Lopez makes 2-pt jump shot from 10 ft (assist by L. Ball),6,9
24,1,8:51.0,K. Thompson makes 2-pt jump shot from 16 ft,,8,9
25,1,8:36.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by B. Lopez),8,12
26,1,8:27.0,Golden State full timeout,,8,12
27,1,8:27.0,Q. Cook enters the game for K. Thompson,,8,12
28,1,8:14.0,K. Durant misses 2-pt jump shot from 11 ft,,8,12
29,1,8:11.0,,Defensive rebound by K. Caldwell-Pope,8,12
30,1,8:07.0,Violation by P. McCaw (kicked ball),,8,12
31,1,8:05.0,,Shooting foul by J. Bell (drawn by B. Ingram),8,12
32,1,8:05.0,,B. Ingram misses free throw 1 of 2,8,12
33,1,8:05.0,,Offensive rebound by Team,8,12
34,1,8:05.0,,B. Ingram misses free throw 2 of 2,8,12
35,1,8:02.0,,Offensive rebound by B. Lopez,8,12
36,1,8:00.0,,B. Lopez makes 2-pt dunk from 1 ft,8,14
37,1,7:44.0,P. McCaw misses 2-pt layup from 3 ft,,8,14
38,1,7:42.0,Offensive rebound by J. McGee,,8,14
39,1,7:37.0,J. McGee makes 2-pt jump shot from 8 ft (assist by J. Bell),,10,14
40,1,7:22.0,,Turnover by K. Caldwell-Pope (step out of bounds),10,14
