,QUARTER,TIME_REMAINING,BOSTON_ACTION,WASHINGTON_ACTION,BOSTON_SCORE,WASHINGTON_SCORE
0,1,11:42.0,,O. Porter misses 2-pt jump shot from 19 ft,0,0
1,1,11:39.0,Defensive rebound by T. Rozier,,0,0
2,1,11:17.0,J. Tatum misses 2-pt jump shot from 19 ft,,0,0
3,1,11:13.0,,Defensive rebound by B. Beal,0,0
4,1,11:08.0,,O. Porter makes 2-pt layup from 3 ft (assist by J. Wall),0,2
5,1,10:48.0,A. Baynes makes 3-pt jump shot from 25 ft (assist by T. Rozier),,3,2
6,1,10:33.0,,M. Gortat misses 2-pt jump shot from 9 ft,3,2
7,1,10:31.0,Defensive rebound by J. Tatum,,3,2
8,1,10:26.0,J. Tatum misses 2-pt jump shot from 20 ft,,3,2
9,1,10:22.0,,Defensive rebound by O. Porter,3,2
10,1,10:13.0,,M. Morris misses 3-pt jump shot from 25 ft,3,2
11,1,10:09.0,Defensive rebound by A. Horford,,3,2
12,1,10:03.0,J. Brown makes 3-pt jump shot from 23 ft (assist by T. Rozier),,6,2
13,1,9:47.0,,Turnover by B. Beal (bad pass; steal by J. Brown),6,2
14,1,9:37.0,A. Horford misses 3-pt jump shot from 25 ft,,6,2
15,1,9:34.0,Offensive rebound by A. Baynes,,6,2
16,1,9:30.0,T. Rozier misses 3-pt jump shot from 25 ft,,6,2
17,1,9:26.0,,Defensive rebound by M. Morris,6,2
18,1,9:16.0,,J. Wall misses 2-pt jump shot from 19 ft,6,2
19,1,9:13.0,Defensive rebound by A. Horford,,6,2
20,1,9:04.0,Turnover by J. Brown (lost ball; steal by J. Wall),,6,2
21,1,9:01.0,,J. Wall makes 2-pt dunk from 1 ft (assist by O. Porter),6,4
22,1,8:44.0,J. Brown makes 3-pt jump shot from 26 ft (assist by J. Tatum),,9,4
23,1,8:29.0,,O. Porter makes 2-pt jump shot from 7 ft (assist by J. Wall),9,6
24,1,8:16.0,J. Brown makes 3-pt jump shot from 25 ft (assist by T. Rozier),,12,6
25,1,7:52.0,,M. Gortat misses 2-pt layup from 3 ft,12,6
26,1,7:50.0,,Offensive rebound by O. Porter,12,6
27,1,7:49.0,,Turnover by O. Porter (bad pass; steal by J. Tatum),12,6
28,1,7:49.0,Personal foul by M. Morris (drawn by J. Tatum),,12,6
29,1,7:42.0,Shooting foul by O. Porter (drawn by J. Brown),,12,6
30,1,7:42.0,J. Brown makes free throw 1 of 3,,13,6
31,1,7:42.0,J. Brown makes free throw 2 of 3,,14,6
32,1,7:42.0,Violation by A. Horford (double lane),,14,6
33,1,7:42.0,,Violation by M. Morris (double lane),14,6
34,1,7:28.0,Turnover by A. Horford (turnover),,14,6
35,1,7:26.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),14,9
36,1,7:12.0,J. Brown makes 2-pt layup from 2 ft (assist by A. Horford),,16,9
37,1,7:06.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),16,12
38,1,7:04.0,Boston full timeout,,16,12
39,1,6:59.0,Offensive foul by J. Brown (drawn by J. Wall),,16,12
40,1,6:59.0,Turnover by J. Brown (offensive foul),,16,12
41,1,6:38.0,,M. Morris makes 2-pt jump shot from 11 ft,16,14
42,1,6:17.0,J. Tatum misses 2-pt jump shot from 20 ft,,16,14
43,1,6:15.0,,Defensive rebound by M. Gortat,16,14
44,1,6:10.0,,M. Morris misses 3-pt jump shot from 26 ft,16,14
45,1,6:06.0,Defensive rebound by J. Brown,,16,14
46,1,5:54.0,A. Horford misses 2-pt hook shot from 3 ft,,16,14
47,1,5:52.0,Offensive rebound by A. Horford,,16,14
48,1,5:52.0,A. Horford makes 2-pt layup from 1 ft,,18,14
49,1,5:42.0,,Turnover by J. Wall (bad pass; steal by J. Tatum),18,14
50,1,5:38.0,J. Tatum misses 2-pt layup from 8 ft,,18,14
51,1,5:36.0,,Defensive rebound by B. Beal,18,14
52,1,5:30.0,,J. Wall misses 3-pt jump shot from 24 ft,18,14
53,1,5:26.0,,Offensive rebound by B. Beal,18,14
54,1,5:09.0,,Turnover by O. Porter (bad pass; steal by J. Brown),18,14
55,1,5:05.0,J. Brown misses 3-pt jump shot from 26 ft,,18,14
56,1,5:03.0,,Defensive rebound by Team,18,14
57,1,5:03.0,M. Morris enters the game for J. Tatum,,18,14
58,1,4:49.0,,M. Gortat misses 2-pt layup from 2 ft (block by A. Baynes),18,14
59,1,4:46.0,Defensive rebound by A. Horford,,18,14
60,1,4:45.0,J. Brown misses 2-pt layup from 1 ft (block by J. Wall),,18,14
61,1,4:41.0,Offensive rebound by A. Horford,,18,14
62,1,4:41.0,A. Horford makes 2-pt dunk from 1 ft,,20,14
63,1,4:40.0,,Washington full timeout,20,14
64,1,4:40.0,,K. Oubre enters the game for M. Gortat,20,14
65,1,4:40.0,,I. Mahinmi enters the game for O. Porter,20,14
66,1,4:23.0,,B. Beal misses 3-pt jump shot from 26 ft,20,14
67,1,4:20.0,Defensive rebound by T. Rozier,,20,14
68,1,3:58.0,M. Morris misses 2-pt jump shot from 10 ft,,20,14
69,1,3:55.0,,Defensive rebound by I. Mahinmi,20,14
70,1,3:38.0,,B. Beal misses 2-pt jump shot from 15 ft,20,14
71,1,3:36.0,Defensive rebound by M. Morris,,20,14
72,1,3:28.0,J. Brown makes 3-pt jump shot from 23 ft (assist by T. Rozier),,23,14
73,1,3:09.0,,Turnover by M. Morris (bad pass; steal by A. Horford),23,14
74,1,3:03.0,Turnover by T. Rozier (traveling),,23,14
75,1,3:03.0,G. Monroe enters the game for A. Baynes,,23,14
76,1,2:52.0,,J. Wall makes 2-pt layup from 1 ft,23,16
77,1,2:52.0,,Shooting foul by G. Monroe (drawn by J. Wall),23,16
78,1,2:52.0,,M. Scott enters the game for M. Morris,23,16
79,1,2:52.0,S. Larkin enters the game for T. Rozier,,23,16
80,1,2:52.0,,J. Wall makes free throw 1 of 1,23,17
81,1,2:41.0,M. Morris misses 2-pt jump shot from 19 ft,,23,17
