,QUARTER,TIME_REMAINING,DENVER_ACTION,MEMPHIS_ACTION,DENVER_SCORE,MEMPHIS_SCORE
0,1,11:44.0,,J. Green misses 2-pt layup at rim (block by W. Barton),0,0
1,1,11:44.0,,Offensive rebound by Team,0,0
2,1,11:35.0,,J. Martin makes 3-pt jump shot from 25 ft (assist by M. Gasol),0,3
3,1,11:09.0,J. Murray misses 3-pt jump shot from 26 ft,,0,3
4,1,11:06.0,,Defensive rebound by M. Gasol,0,3
5,1,10:55.0,,D. Brooks misses 3-pt jump shot from 23 ft,0,3
6,1,10:50.0,,Offensive rebound by J. Green,0,3
7,1,10:44.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by T. Evans),0,6
8,1,10:26.0,W. Chandler makes 3-pt jump shot from 22 ft (assist by W. Barton),,3,6
9,1,10:11.0,,M. Gasol misses 2-pt jump shot from 13 ft (block by N. Jokić),3,6
10,1,10:08.0,Defensive rebound by N. Jokić,,3,6
11,1,9:47.0,Turnover by Team (shot clock),,3,6
12,1,9:27.0,,M. Gasol misses 2-pt jump shot from 11 ft,3,6
13,1,9:23.0,Defensive rebound by P. Millsap,,3,6
14,1,9:17.0,W. Barton misses 3-pt jump shot from 26 ft,,3,6
15,1,9:15.0,,Defensive rebound by Team,3,6
16,1,9:07.0,,Personal foul by W. Barton (drawn by T. Evans),3,6
17,1,9:04.0,,T. Evans makes 2-pt layup from 2 ft (assist by J. Martin),3,8
18,1,9:04.0,Violation by P. Millsap (def goaltending),,3,8
19,1,8:56.0,W. Chandler misses 3-pt jump shot from 26 ft,,3,8
20,1,8:53.0,Offensive rebound by P. Millsap,,3,8
21,1,8:48.0,P. Millsap misses 2-pt jump shot from 18 ft,,3,8
22,1,8:44.0,,Defensive rebound by D. Brooks,3,8
23,1,8:30.0,,Shooting foul by P. Millsap (drawn by D. Brooks),3,8
24,1,8:30.0,,D. Brooks makes free throw 1 of 2,3,9
25,1,8:30.0,,D. Brooks makes free throw 2 of 2,3,10
