,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHILADELPHIA_ACTION,LA CLIPPERS_SCORE,PHILADELPHIA_SCORE
28,1,7:12.0,,T. McConnell enters the game for J. Redick,9,10
29,1,7:05.0,D. Jordan makes 2-pt dunk at rim,,11,10
30,1,7:05.0,,Philadelphia full timeout,11,10
31,1,6:43.0,,J. Embiid misses 2-pt jump shot from 15 ft,11,10
32,1,6:40.0,Defensive rebound by A. Bradley,,11,10
33,1,6:31.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by T. Harris),,14,10
34,1,6:23.0,,D. Šarić misses 3-pt jump shot from 26 ft,14,10
35,1,6:20.0,Defensive rebound by A. Rivers,,14,10
36,1,6:17.0,D. Gallinari makes 2-pt layup from 1 ft (assist by A. Rivers),,16,10
37,1,5:56.0,,B. Simmons misses 2-pt jump shot from 9 ft,16,10
38,1,5:54.0,Defensive rebound by A. Bradley,,16,10
39,1,5:48.0,T. Harris misses 3-pt jump shot from 24 ft,,16,10
40,1,5:46.0,,Defensive rebound by J. Embiid,16,10
41,1,5:31.0,,D. Šarić misses 2-pt jump shot from 16 ft,16,10
42,1,5:29.0,,Offensive rebound by J. Embiid,16,10
43,1,5:26.0,,J. Embiid misses 2-pt jump shot from 9 ft,16,10
44,1,5:25.0,Defensive rebound by D. Jordan,,16,10
45,1,5:22.0,Turnover by D. Jordan (bad pass; steal by R. Covington),,16,10
46,1,5:19.0,,R. Covington misses 3-pt jump shot from 26 ft,16,10
47,1,5:18.0,,Offensive rebound by J. Embiid,16,10
48,1,5:18.0,,B. Simmons misses 2-pt dunk from 7 ft (block by A. Rivers),16,10
49,1,5:18.0,,Offensive rebound by Team,16,10
50,1,5:18.0,,A. Johnson enters the game for J. Embiid,16,10
51,1,5:18.0,L. Williams enters the game for A. Bradley,,16,10
52,1,5:12.0,,B. Simmons makes 2-pt layup from 1 ft (assist by A. Johnson),16,12
53,1,5:01.0,A. Rivers misses 3-pt jump shot from 25 ft,,16,12
54,1,5:01.0,,Defensive rebound by Team,16,12
55,1,4:44.0,,Personal foul by T. Harris (drawn by B. Simmons),16,12
56,1,4:40.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by B. Simmons),16,15
57,1,4:28.0,Turnover by L. Williams (bad pass; steal by A. Johnson),,16,15
58,1,4:24.0,,D. Šarić makes 2-pt layup from 4 ft (assist by T. McConnell),16,17
59,1,4:24.0,,Shooting foul by D. Gallinari (drawn by D. Šarić),16,17
60,1,4:24.0,,J. Anderson enters the game for R. Covington,16,17
61,1,4:24.0,,D. Šarić makes free throw 1 of 1,16,18
62,1,4:03.0,L. Williams makes 3-pt jump shot from 24 ft (assist by D. Gallinari),,19,18
63,1,3:50.0,,D. Šarić makes 2-pt jump shot from 19 ft (assist by B. Simmons),19,20
64,1,3:32.0,Turnover by L. Williams (lost ball; steal by T. McConnell),,19,20
65,1,3:26.0,,J. Anderson makes 2-pt dunk from 4 ft (assist by T. McConnell),19,22
66,1,3:26.0,LA Clippers full timeout,,19,22
67,1,3:26.0,,J. Redick enters the game for D. Šarić,19,22
68,1,3:26.0,,T. Booker enters the game for B. Simmons,19,22
69,1,3:26.0,T. Wallace enters the game for D. Gallinari,,19,22
70,1,3:26.0,W. Johnson enters the game for A. Rivers,,19,22
71,1,3:10.0,Shooting foul by J. Anderson (drawn by D. Jordan),,19,22
72,1,3:10.0,D. Jordan misses free throw 1 of 2,,19,22
73,1,3:10.0,Offensive rebound by Team,,19,22
74,1,3:10.0,D. Jordan misses free throw 2 of 2,,19,22
75,1,3:08.0,,Defensive rebound by T. Booker,19,22
76,1,2:53.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by T. McConnell),19,25
77,1,2:44.0,L. Williams makes 2-pt layup from 1 ft,,21,25
78,1,2:38.0,,J. Anderson makes 3-pt jump shot from 23 ft (assist by T. McConnell),21,28
79,1,2:28.0,T. Wallace misses 2-pt jump shot from 6 ft,,21,28
80,1,2:24.0,,Defensive rebound by J. Anderson,21,28
81,1,2:11.0,,Turnover by T. Booker (out of bounds lost ball),21,28
82,1,2:11.0,,J. Embiid enters the game for A. Johnson,21,28
83,1,2:11.0,M. Harrell enters the game for D. Jordan,,21,28
84,1,2:00.0,L. Williams makes 2-pt jump shot from 16 ft,,23,28
85,1,1:38.0,,T. McConnell makes 3-pt jump shot from 23 ft (assist by J. Redick),23,31
86,1,1:19.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,25,31
87,1,1:04.0,,Personal foul by M. Harrell (drawn by J. Embiid),25,31
88,1,0:53.0,,T. McConnell makes 2-pt layup from 2 ft,25,33
89,1,0:43.0,L. Williams makes 3-pt jump shot from 30 ft (assist by T. Harris),,28,33
90,1,0:31.0,,Shooting foul by T. Harris (drawn by J. Embiid),28,33
91,1,0:31.0,,J. Embiid makes free throw 1 of 2,28,34
92,1,0:31.0,S. Dekker enters the game for T. Harris,,28,34
93,1,0:31.0,,J. Embiid makes free throw 2 of 2,28,35
94,1,0:08.0,L. Williams misses 3-pt jump shot from 25 ft,,28,35
95,1,0:05.0,,Defensive rebound by J. Embiid,28,35
96,1,0:01.0,,T. Booker misses 2-pt layup from 5 ft,28,35
97,1,0:01.0,,Offensive rebound by J. Embiid,28,35
98,1,0:01.0,,J. Embiid makes 2-pt dunk at rim,28,37
99,2,11:46.0,Turnover by A. Bradley (turnover),,28,37
100,2,11:31.0,,J. Embiid misses 2-pt jump shot from 12 ft,28,37
101,2,11:29.0,Defensive rebound by A. Bradley,,28,37
102,2,11:19.0,A. Bradley makes 2-pt layup from 3 ft,,30,37
103,2,11:02.0,,J. Embiid misses 3-pt jump shot from 26 ft,30,37
104,2,10:59.0,,Offensive rebound by D. Šarić,30,37
105,2,10:58.0,,J. Embiid makes 2-pt jump shot from 5 ft (assist by D. Šarić),30,39
106,2,10:58.0,,Shooting foul by S. Dekker (drawn by J. Embiid),30,39
107,2,10:58.0,,J. Embiid makes free throw 1 of 1,30,40
108,2,10:47.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,32,40
109,2,10:31.0,,J. Redick misses 3-pt jump shot from 25 ft,32,40
110,2,10:28.0,Defensive rebound by T. Wallace,,32,40
111,2,10:25.0,M. Harrell makes 2-pt jump shot from 4 ft (assist by T. Wallace),,34,40
112,2,10:25.0,Shooting foul by D. Šarić (drawn by M. Harrell),,34,40
113,2,10:25.0,D. Gallinari enters the game for S. Dekker,,34,40
114,2,10:25.0,M. Harrell misses free throw 1 of 1,,34,40
115,2,10:25.0,,Defensive rebound by D. Šarić,34,40
116,2,10:06.0,,J. Embiid misses 2-pt jump shot from 17 ft,34,40
117,2,10:03.0,Defensive rebound by L. Williams,,34,40
118,2,9:56.0,T. Wallace makes 2-pt layup from 5 ft,,36,40
119,2,9:33.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by T. McConnell),36,43
120,2,9:27.0,Shooting foul by R. Covington (drawn by L. Williams),,36,43
121,2,9:27.0,,A. Johnson enters the game for J. Redick,36,43
122,2,9:27.0,L. Williams misses free throw 1 of 2,,36,43
123,2,9:27.0,Offensive rebound by Team,,36,43
124,2,9:27.0,L. Williams makes free throw 2 of 2,,37,43
125,2,9:27.0,,B. Simmons enters the game for J. Embiid,37,43
126,2,9:09.0,,A. Johnson makes 2-pt hook shot from 5 ft (assist by D. Šarić),37,45
127,2,9:00.0,M. Harrell misses 2-pt layup from 4 ft,,37,45
128,2,8:58.0,,Defensive rebound by A. Johnson,37,45
129,2,8:57.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by T. McConnell),37,47
130,2,8:57.0,LA Clippers full timeout,,37,47
131,2,8:57.0,A. Rivers enters the game for T. Wallace,,37,47
132,2,8:49.0,Turnover by A. Bradley (step out of bounds),,37,47
133,2,8:38.0,,D. Šarić misses 2-pt hook shot from 6 ft,37,47
134,2,8:36.0,Defensive rebound by A. Bradley,,37,47
135,2,8:29.0,D. Gallinari misses 3-pt jump shot from 25 ft,,37,47
136,2,8:27.0,,Defensive rebound by B. Simmons,37,47
137,2,8:11.0,,T. McConnell makes 3-pt jump shot from 24 ft (assist by D. Šarić),37,50
138,2,7:44.0,A. Bradley makes 2-pt jump shot from 17 ft (assist by A. Rivers),,39,50
139,2,7:22.0,,D. Šarić misses 2-pt layup from 5 ft,39,50
140,2,7:20.0,Defensive rebound by D. Gallinari,,39,50
141,2,7:16.0,L. Williams makes 3-pt jump shot from 26 ft (assist by A. Bradley),,42,50
142,2,7:13.0,,Philadelphia full timeout,42,50
143,2,7:13.0,D. Jordan enters the game for M. Harrell,,42,50
144,2,7:13.0,T. Harris enters the game for L. Williams,,42,50
145,2,6:57.0,,R. Covington misses 3-pt jump shot from 26 ft,42,50
146,2,6:51.0,,Offensive rebound by B. Simmons,42,50
147,2,6:50.0,,Turnover by B. Simmons (bad pass; steal by T. Harris),42,50
148,2,6:29.0,A. Rivers makes 2-pt layup from 1 ft,,44,50
149,2,6:19.0,,B. Simmons misses 2-pt hook shot from 6 ft,44,50
150,2,6:17.0,Defensive rebound by A. Bradley,,44,50
151,2,6:06.0,Personal foul by R. Covington (drawn by A. Bradley),,44,50
152,2,6:06.0,,J. Anderson enters the game for T. McConnell,44,50
153,2,5:57.0,A. Rivers misses 3-pt jump shot from 27 ft,,44,50
154,2,5:52.0,,Defensive rebound by A. Johnson,44,50
155,2,5:45.0,,Turnover by J. Anderson (bad pass),44,50
156,2,5:31.0,T. Harris makes 2-pt jump shot from 12 ft (assist by A. Rivers),,46,50
157,2,5:23.0,,Turnover by B. Simmons (lost ball; steal by A. Rivers),46,50
158,2,5:17.0,D. Gallinari misses 3-pt jump shot from 24 ft,,46,50
159,2,5:14.0,,Defensive rebound by J. Anderson,46,50
160,2,5:08.0,,J. Anderson makes 2-pt layup from 3 ft (assist by B. Simmons),46,52
161,2,4:47.0,Turnover by D. Jordan (lost ball; steal by A. Johnson),,46,52
162,2,4:44.0,,Turnover by R. Covington (bad pass),46,52
163,2,4:44.0,,J. Embiid enters the game for A. Johnson,46,52
164,2,4:44.0,L. Williams enters the game for A. Bradley,,46,52
165,2,4:28.0,A. Rivers misses 2-pt layup from 4 ft (block by J. Embiid),,46,52
166,2,4:25.0,,Defensive rebound by D. Šarić,46,52
167,2,4:22.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),46,55
168,2,4:07.0,A. Rivers makes 2-pt layup from 3 ft (assist by D. Jordan),,48,55
169,2,4:07.0,Shooting foul by J. Anderson (drawn by A. Rivers),,48,55
170,2,4:07.0,,T. Booker enters the game for D. Šarić,48,55
171,2,4:07.0,A. Rivers makes free throw 1 of 1,,49,55
172,2,3:51.0,,J. Embiid makes 2-pt jump shot from 20 ft,49,57
173,2,3:42.0,D. Jordan misses 2-pt dunk from 2 ft,,49,57
174,2,3:40.0,,Defensive rebound by J. Embiid,49,57
175,2,3:37.0,,J. Anderson makes 3-pt jump shot from 23 ft (assist by B. Simmons),49,60
176,2,3:16.0,Turnover by L. Williams (bad pass; steal by R. Covington),,49,60
177,2,3:12.0,,J. Anderson misses 2-pt dunk at rim,49,60
178,2,3:09.0,Defensive rebound by A. Rivers,,49,60
179,2,3:04.0,D. Gallinari misses 3-pt jump shot from 23 ft,,49,60
180,2,2:58.0,Offensive rebound by T. Harris,,49,60
181,2,2:58.0,T. Harris makes 2-pt layup at rim,,51,60
182,2,2:55.0,,T. Booker makes 2-pt layup from 3 ft (assist by B. Simmons),51,62
183,2,2:45.0,L. Williams misses 2-pt jump shot from 17 ft,,51,62
184,2,2:41.0,,Defensive rebound by J. Embiid,51,62
185,2,2:35.0,,B. Simmons makes 2-pt jump shot from 3 ft,51,64
186,2,2:22.0,T. Harris makes 2-pt jump shot from 9 ft,,53,64
187,2,1:55.0,,B. Simmons makes 2-pt layup from 5 ft,53,66
188,2,1:39.0,T. Harris misses 3-pt jump shot from 22 ft,,53,66
189,2,1:35.0,,Defensive rebound by R. Covington,53,66
190,2,1:18.0,,Shooting foul by L. Williams (drawn by J. Embiid),53,66
191,2,1:18.0,,J. Embiid misses free throw 1 of 2,53,66
192,2,1:18.0,,Offensive rebound by Team,53,66
193,2,1:18.0,,J. Redick enters the game for R. Covington,53,66
194,2,1:18.0,,J. Embiid makes free throw 2 of 2,53,67
195,2,1:03.0,A. Rivers misses 3-pt jump shot from 24 ft,,53,67
196,2,0:59.0,Offensive rebound by D. Jordan,,53,67
197,2,0:55.0,D. Gallinari misses 3-pt jump shot from 26 ft,,53,67
198,2,0:53.0,,Defensive rebound by B. Simmons,53,67
199,2,0:50.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by B. Simmons),53,69
200,2,0:37.0,T. Harris makes 2-pt jump shot from 15 ft,,55,69
201,2,0:30.0,,J. Embiid misses 3-pt jump shot from 25 ft,55,69
202,2,0:27.0,Defensive rebound by D. Jordan,,55,69
203,2,0:05.0,L. Williams misses 3-pt jump shot from 25 ft,,55,69
204,2,0:01.0,Offensive rebound by D. Jordan,,55,69
205,2,0:00.0,A. Rivers misses 3-pt jump shot from 26 ft,,55,69
206,2,0:00.0,,Defensive rebound by T. Booker,55,69
207,3,11:46.0,Turnover by A. Bradley (lost ball; steal by J. Embiid),,55,69
208,3,11:41.0,,J. Embiid makes 2-pt dunk at rim,55,71
209,3,11:24.0,D. Jordan misses 2-pt hook shot from 9 ft (block by J. Embiid),,55,71
210,3,11:24.0,Offensive rebound by Team,,55,71
211,3,11:20.0,D. Gallinari makes 2-pt dunk from 1 ft,,57,71
212,3,11:02.0,,Turnover by J. Embiid (lost ball; steal by T. Harris),57,71
213,3,10:47.0,A. Bradley misses 2-pt layup from 7 ft (block by B. Simmons),,57,71
214,3,10:44.0,,Defensive rebound by D. Šarić,57,71
215,3,10:37.0,,J. Embiid misses 3-pt jump shot from 25 ft,57,71
216,3,10:34.0,Defensive rebound by A. Bradley,,57,71
217,3,10:24.0,D. Jordan misses 2-pt layup at rim,,57,71
218,3,10:24.0,,Defensive rebound by B. Simmons,57,71
219,3,10:20.0,,R. Covington misses 3-pt jump shot from 26 ft,57,71
220,3,10:20.0,Defensive rebound by A. Bradley,,57,71
221,3,10:02.0,D. Gallinari misses 3-pt jump shot from 26 ft,,57,71
222,3,9:58.0,,Defensive rebound by R. Covington,57,71
223,3,9:47.0,,Shooting foul by A. Bradley (drawn by J. Embiid),57,71
224,3,9:47.0,,J. Embiid makes free throw 1 of 2,57,72
225,3,9:47.0,,J. Embiid misses free throw 2 of 2,57,72
226,3,9:42.0,Defensive rebound by D. Jordan,,57,72
227,3,9:35.0,A. Rivers misses 2-pt layup from 3 ft,,57,72
228,3,9:32.0,Offensive rebound by A. Bradley,,57,72
229,3,9:32.0,Shooting foul by J. Embiid (drawn by D. Gallinari),,57,72
230,3,9:32.0,D. Gallinari makes free throw 1 of 2,,58,72
231,3,9:32.0,D. Gallinari makes free throw 2 of 2,,59,72
232,3,9:16.0,,J. Redick misses 3-pt jump shot from 27 ft,59,72
233,3,9:13.0,Defensive rebound by A. Rivers,,59,72
234,3,9:06.0,T. Harris makes 2-pt jump shot from 5 ft (assist by A. Rivers),,61,72
235,3,9:06.0,Shooting foul by B. Simmons (drawn by T. Harris),,61,72
236,3,9:06.0,T. Harris misses free throw 1 of 1,,61,72
237,3,9:04.0,,Defensive rebound by J. Embiid,61,72
238,3,8:54.0,,R. Covington misses 3-pt jump shot from 27 ft,61,72
239,3,8:49.0,Defensive rebound by T. Harris,,61,72
240,3,8:44.0,Turnover by T. Harris (bad pass; steal by B. Simmons),,61,72
241,3,8:43.0,,B. Simmons makes 2-pt layup from 4 ft,61,74
242,3,8:43.0,,Shooting foul by A. Rivers (drawn by B. Simmons),61,74
243,3,8:43.0,,B. Simmons misses free throw 1 of 1,61,74
244,3,8:41.0,Defensive rebound by T. Harris,,61,74
245,3,8:17.0,Turnover by Team (shot clock),,61,74
246,3,8:08.0,,Turnover by R. Covington (out of bounds lost ball),61,74
247,3,8:08.0,,T. McConnell enters the game for J. Redick,61,74
248,3,7:48.0,A. Rivers misses 3-pt jump shot from 25 ft,,61,74
249,3,7:44.0,Offensive rebound by D. Jordan,,61,74
250,3,7:39.0,T. Harris makes 2-pt layup from 2 ft,,63,74
251,3,7:37.0,,Philadelphia full timeout,63,74
252,3,7:17.0,,J. Embiid misses 2-pt jump shot from 14 ft,63,74
253,3,7:14.0,Defensive rebound by D. Jordan,,63,74
254,3,7:00.0,A. Bradley misses 2-pt jump shot from 11 ft,,63,74
255,3,6:59.0,,Defensive rebound by J. Embiid,63,74
256,3,6:59.0,,Personal foul by A. Bradley (drawn by J. Embiid),63,74
257,3,6:59.0,,A. Johnson enters the game for J. Embiid,63,74
258,3,6:42.0,,T. McConnell makes 3-pt jump shot from 22 ft (assist by D. Šarić),63,77
259,3,6:18.0,T. Harris misses 2-pt jump shot from 16 ft,,63,77
260,3,6:15.0,,Defensive rebound by D. Šarić,63,77
261,3,6:09.0,,D. Šarić misses 3-pt jump shot from 28 ft,63,77
262,3,6:06.0,Defensive rebound by D. Jordan,,63,77
263,3,5:50.0,T. Harris misses 3-pt jump shot from 24 ft,,63,77
264,3,5:46.0,,Defensive rebound by R. Covington,63,77
265,3,5:37.0,,Turnover by B. Simmons (step out of bounds),63,77
266,3,5:37.0,M. Harrell enters the game for D. Jordan,,63,77
267,3,5:37.0,L. Williams enters the game for A. Bradley,,63,77
268,3,5:14.0,D. Gallinari makes 2-pt layup from 7 ft,,65,77
269,3,5:06.0,,R. Covington misses 3-pt jump shot from 27 ft,65,77
270,3,5:06.0,Defensive rebound by A. Rivers,,65,77
271,3,4:57.0,D. Gallinari makes 3-pt jump shot from 23 ft,,68,77
272,3,4:56.0,,Philadelphia full timeout,68,77
273,3,4:56.0,,J. Anderson enters the game for R. Covington,68,77
274,3,4:41.0,,Turnover by B. Simmons (bad pass; steal by M. Harrell),68,77
275,3,4:32.0,L. Williams makes 2-pt layup from 2 ft,,70,77
276,3,4:19.0,,D. Šarić makes 2-pt layup from 2 ft (assist by B. Simmons),70,79
277,3,3:59.0,Turnover by A. Rivers (bad pass),,70,79
278,3,3:59.0,,J. Redick enters the game for A. Johnson,70,79
279,3,3:59.0,,J. Embiid enters the game for B. Simmons,70,79
280,3,3:39.0,,Turnover by D. Šarić (bad pass; steal by M. Harrell),70,79
281,3,3:35.0,Personal foul by J. Redick (drawn by M. Harrell),,70,79
282,3,3:35.0,,T. Booker enters the game for D. Šarić,70,79
283,3,3:35.0,T. Wallace enters the game for A. Rivers,,70,79
284,3,3:22.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,72,79
285,3,3:07.0,,J. Embiid misses 2-pt jump shot from 20 ft,72,79
286,3,3:07.0,Defensive rebound by T. Harris,,72,79
287,3,2:59.0,T. Harris misses 2-pt jump shot from 10 ft,,72,79
288,3,2:59.0,,Defensive rebound by J. Embiid,72,79
289,3,2:53.0,,J. Redick misses 3-pt jump shot from 26 ft,72,79
290,3,2:53.0,,Offensive rebound by J. Embiid,72,79
291,3,2:50.0,,Personal foul by L. Williams (drawn by J. Embiid),72,79
292,3,2:50.0,A. Bradley enters the game for D. Gallinari,,72,79
293,3,2:31.0,,J. Embiid makes 2-pt jump shot from 5 ft,72,81
294,3,2:15.0,L. Williams misses 2-pt jump shot from 12 ft,,72,81
295,3,2:12.0,,Defensive rebound by J. Embiid,72,81
296,3,2:05.0,,J. Anderson misses 3-pt jump shot from 24 ft,72,81
297,3,2:02.0,Defensive rebound by T. Harris,,72,81
298,3,1:56.0,T. Harris makes 2-pt jump shot from 8 ft,,74,81
299,3,1:38.0,,Personal foul by M. Harrell (drawn by J. Embiid),74,81
300,3,1:38.0,,J. Embiid makes free throw 1 of 2,74,82
301,3,1:38.0,D. Jordan enters the game for M. Harrell,,74,82
302,3,1:38.0,,J. Embiid makes free throw 2 of 2,74,83
303,3,1:26.0,T. Harris misses 3-pt jump shot from 27 ft,,74,83
304,3,1:24.0,,Defensive rebound by J. Embiid,74,83
305,3,1:13.0,,T. McConnell misses 2-pt layup from 1 ft,74,83
306,3,1:11.0,Defensive rebound by T. Harris,,74,83
307,3,1:06.0,T. Wallace misses 2-pt layup from 4 ft (block by T. Booker),,74,83
308,3,1:06.0,Offensive rebound by Team,,74,83
309,3,0:59.0,Shooting foul by J. Embiid (drawn by T. Harris),,74,83
310,3,0:59.0,T. Harris misses free throw 1 of 2,,74,83
311,3,0:59.0,Offensive rebound by Team,,74,83
312,3,0:59.0,T. Harris makes free throw 2 of 2,,75,83
313,3,0:45.0,,J. Embiid misses 2-pt layup from 1 ft,75,83
314,3,0:41.0,Defensive rebound by L. Williams,,75,83
315,3,0:41.0,Shooting foul by J. Anderson (drawn by T. Wallace),,75,83
316,3,0:41.0,T. Wallace makes free throw 1 of 2,,76,83
317,3,0:41.0,T. Wallace makes free throw 2 of 2,,77,83
318,3,0:35.0,,T. McConnell makes 2-pt jump shot from 14 ft,77,85
319,3,0:30.0,L. Williams misses 2-pt layup from 3 ft (block by J. Embiid),,77,85
320,3,0:30.0,Offensive rebound by D. Jordan,,77,85
321,3,0:29.0,Shooting foul by T. Booker (drawn by D. Jordan),,77,85
322,3,0:29.0,D. Jordan makes free throw 1 of 2,,78,85
323,3,0:29.0,A. Rivers enters the game for L. Williams,,78,85
324,3,0:29.0,D. Jordan misses free throw 2 of 2,,78,85
325,3,0:27.0,,Defensive rebound by J. Embiid,78,85
326,3,0:10.0,,J. Redick misses 3-pt jump shot from 26 ft,78,85
327,3,0:07.0,Defensive rebound by D. Jordan,,78,85
328,3,0:01.0,A. Rivers misses 3-pt jump shot from 23 ft,,78,85
329,3,0:01.0,Offensive rebound by Team,,78,85
330,4,11:47.0,,J. Embiid misses 2-pt jump shot from 18 ft,78,85
331,4,11:43.0,Defensive rebound by D. Gallinari,,78,85
332,4,11:29.0,Personal foul by T. Booker (drawn by D. Gallinari),,78,85
333,4,11:24.0,Shooting foul by T. Booker (drawn by D. Gallinari),,78,85
334,4,11:24.0,D. Gallinari makes free throw 1 of 2,,79,85
335,4,11:24.0,D. Gallinari makes free throw 2 of 2,,80,85
336,4,11:02.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by T. McConnell),80,87
337,4,10:42.0,L. Williams makes 2-pt jump shot from 17 ft (assist by D. Jordan),,82,87
338,4,10:27.0,,J. Anderson makes 2-pt hook shot from 4 ft (assist by T. McConnell),82,89
339,4,10:21.0,Turnover by L. Williams (bad pass; steal by T. Booker),,82,89
340,4,10:15.0,,J. Embiid misses 3-pt jump shot from 25 ft,82,89
341,4,10:11.0,Defensive rebound by D. Gallinari,,82,89
342,4,10:06.0,D. Jordan makes 2-pt dunk at rim (assist by L. Williams),,84,89
343,4,9:42.0,,T. Booker makes 2-pt layup from 2 ft (assist by J. Anderson),84,91
344,4,9:24.0,Personal foul by T. McConnell (drawn by L. Williams),,84,91
345,4,9:24.0,,B. Simmons enters the game for T. McConnell,84,91
346,4,9:24.0,A. Rivers enters the game for A. Bradley,,84,91
347,4,9:14.0,L. Williams makes 3-pt jump shot from 25 ft,,87,91
348,4,8:59.0,,J. Embiid makes 2-pt layup from 1 ft (assist by J. Redick),87,93
349,4,8:46.0,Turnover by L. Williams (bad pass; steal by T. Booker),,87,93
350,4,8:37.0,,T. Booker misses 2-pt layup from 3 ft (block by D. Gallinari),87,93
351,4,8:31.0,Defensive rebound by D. Jordan,,87,93
352,4,8:28.0,L. Williams misses 3-pt jump shot from 26 ft,,87,93
353,4,8:28.0,,Defensive rebound by J. Anderson,87,93
354,4,8:20.0,,J. Embiid misses 2-pt jump shot from 8 ft,87,93
355,4,8:20.0,Defensive rebound by D. Jordan,,87,93
356,4,8:03.0,D. Gallinari misses 3-pt jump shot from 25 ft,,87,93
357,4,8:03.0,,Defensive rebound by J. Anderson,87,93
358,4,7:38.0,,Turnover by J. Embiid (lost ball; steal by T. Wallace),87,93
359,4,7:33.0,T. Wallace misses 2-pt layup from 3 ft (block by J. Anderson),,87,93
360,4,7:33.0,Offensive rebound by D. Gallinari,,87,93
361,4,7:33.0,Shooting foul by B. Simmons (drawn by D. Gallinari),,87,93
362,4,7:33.0,,A. Johnson enters the game for J. Embiid,87,93
363,4,7:33.0,D. Gallinari misses free throw 1 of 2,,87,93
364,4,7:33.0,Offensive rebound by Team,,87,93
365,4,7:33.0,,D. Šarić enters the game for J. Redick,87,93
366,4,7:33.0,,R. Covington enters the game for T. Booker,87,93
367,4,7:33.0,T. Harris enters the game for T. Wallace,,87,93
368,4,7:33.0,D. Gallinari makes free throw 2 of 2,,88,93
369,4,7:13.0,,R. Covington makes 2-pt layup from 2 ft (assist by A. Johnson),88,95
370,4,6:53.0,L. Williams makes 2-pt layup from 1 ft,,90,95
371,4,6:44.0,,Personal foul by A. Rivers (drawn by B. Simmons),90,95
372,4,6:44.0,,Philadelphia full timeout,90,95
373,4,6:44.0,,T. McConnell enters the game for J. Anderson,90,95
374,4,6:38.0,,B. Simmons misses 2-pt layup from 2 ft (block by T. Harris),90,95
375,4,6:35.0,Defensive rebound by A. Rivers,,90,95
376,4,6:28.0,T. Harris misses 2-pt jump shot from 14 ft,,90,95
377,4,6:28.0,Offensive rebound by D. Jordan,,90,95
378,4,6:28.0,Shooting foul by R. Covington (drawn by D. Jordan),,90,95
379,4,6:28.0,D. Jordan misses free throw 1 of 2,,90,95
380,4,6:28.0,Offensive rebound by Team,,90,95
381,4,6:28.0,D. Jordan makes free throw 2 of 2,,91,95
