,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MIAMI_ACTION,NEW YORK_SCORE,MIAMI_SCORE
0,1,11:42.0,K. Porziņģis misses 2-pt jump shot from 20 ft,,0,0
1,1,11:39.0,,Defensive rebound by H. Whiteside,0,0
2,1,11:20.0,,Turnover by G. Dragić (bad pass; steal by K. Porziņģis),0,0
3,1,11:16.0,C. Lee makes 2-pt layup at rim,,2,0
4,1,11:16.0,Shooting foul by K. Olynyk (drawn by C. Lee),,2,0
5,1,11:16.0,C. Lee makes free throw 1 of 1,,3,0
6,1,10:59.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by K. Olynyk),3,3
7,1,10:39.0,C. Lee makes 2-pt jump shot from 12 ft,,5,3
8,1,10:26.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by G. Dragić),5,5
9,1,10:00.0,K. Porziņģis makes 2-pt jump shot from 2 ft,,7,5
10,1,9:44.0,,G. Dragić makes 2-pt jump shot from 13 ft,7,7
11,1,9:33.0,J. Jack misses 2-pt jump shot from 18 ft,,7,7
12,1,9:30.0,,Defensive rebound by G. Dragić,7,7
13,1,9:28.0,,Turnover by G. Dragić (bad pass; steal by L. Thomas),7,7
14,1,9:13.0,Turnover by K. Porziņģis (lost ball; steal by T. Johnson),,7,7
15,1,9:04.0,,J. Richardson misses 3-pt jump shot from 26 ft,7,7
16,1,9:01.0,Defensive rebound by E. Freedom,,7,7
17,1,8:50.0,E. Freedom makes 2-pt layup from 1 ft,,9,7
18,1,8:35.0,,G. Dragić makes 2-pt layup at rim,9,9
19,1,8:18.0,C. Lee makes 2-pt jump shot from 19 ft,,11,9
20,1,8:03.0,,H. Whiteside misses 2-pt layup from 4 ft (block by E. Freedom),11,9
21,1,8:02.0,Defensive rebound by Team,,11,9
22,1,7:41.0,E. Freedom makes 2-pt layup from 1 ft (assist by J. Jack),,13,9
23,1,7:30.0,,Personal foul by L. Thomas (drawn by T. Johnson),13,9
24,1,7:25.0,,T. Johnson misses 3-pt jump shot from 26 ft,13,9
25,1,7:23.0,Defensive rebound by K. Porziņģis,,13,9
26,1,7:16.0,Turnover by C. Lee (bad pass; steal by J. Richardson),,13,9
27,1,7:11.0,,J. Richardson misses 2-pt layup from 1 ft (block by K. Porziņģis),13,9
28,1,7:11.0,Defensive rebound by Team,,13,9
29,1,6:54.0,J. Jack misses 2-pt jump shot from 2 ft,,13,9
30,1,6:46.0,,Defensive rebound by T. Johnson,13,9
31,1,6:41.0,,G. Dragić makes 2-pt jump shot from 15 ft,13,11
32,1,6:38.0,,Miami full timeout,13,11
33,1,6:28.0,C. Lee misses 2-pt jump shot from 19 ft,,13,11
34,1,6:26.0,,Defensive rebound by H. Whiteside,13,11
35,1,6:15.0,,Turnover by J. Richardson (bad pass; steal by E. Freedom),13,11
36,1,6:09.0,L. Thomas misses 2-pt layup from 2 ft,,13,11
37,1,6:06.0,Offensive rebound by E. Freedom,,13,11
38,1,6:03.0,E. Freedom makes 2-pt layup from 2 ft,,15,11
39,1,5:51.0,,T. Johnson makes 2-pt layup from 1 ft,15,13
40,1,5:33.0,K. Porziņģis misses 2-pt layup from 2 ft (block by H. Whiteside),,15,13
41,1,5:28.0,,Defensive rebound by K. Olynyk,15,13
42,1,5:28.0,,Turnover by G. Dragić (bad pass),15,13
43,1,5:28.0,,W. Ellington enters the game for J. Richardson,15,13
44,1,5:13.0,Turnover by E. Freedom (bad pass; steal by T. Johnson),,15,13
45,1,5:02.0,,W. Ellington misses 3-pt jump shot from 26 ft,15,13
46,1,5:00.0,,Offensive rebound by H. Whiteside,15,13
47,1,4:54.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by G. Dragić),15,16
48,1,4:32.0,E. Freedom misses 2-pt layup from 1 ft (block by H. Whiteside),,15,16
49,1,4:27.0,,Defensive rebound by G. Dragić,15,16
50,1,4:16.0,F. Ntilikina enters the game for J. Jack,,15,16
51,1,4:08.0,,G. Dragić misses 2-pt jump shot from 17 ft,15,16
52,1,4:08.0,Defensive rebound by Team,,15,16
53,1,4:08.0,Personal foul by G. Dragić (drawn by F. Ntilikina),,15,16
54,1,3:56.0,C. Lee makes 2-pt layup from 1 ft,,17,16
55,1,3:46.0,,Personal foul by E. Freedom (drawn by W. Ellington),17,16
56,1,3:46.0,,D. Jones enters the game for G. Dragić,17,16
