,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
0,1,11:35.0,L. Aldridge makes 3-pt jump shot from 23 ft (assist by T. Parker),,3,0
1,1,11:15.0,,M. Gasol misses 2-pt jump shot from 12 ft,3,0
2,1,11:12.0,Defensive rebound by L. Aldridge,,3,0
3,1,10:57.0,Shooting foul by T. Evans (drawn by P. Gasol),,3,0
4,1,10:57.0,P. Gasol makes free throw 1 of 2,,4,0
5,1,10:57.0,P. Gasol misses free throw 2 of 2,,4,0
6,1,10:54.0,,Defensive rebound by M. Gasol,4,0
7,1,10:39.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by D. Brooks),4,2
8,1,10:14.0,P. Gasol makes 2-pt jump shot from 20 ft (assist by D. Green),,6,2
9,1,9:49.0,,J. Green makes 2-pt jump shot from 16 ft,6,4
10,1,9:21.0,L. Aldridge misses 3-pt jump shot from 23 ft,,6,4
11,1,9:20.0,,Defensive rebound by T. Evans,6,4
12,1,9:06.0,,Turnover by D. Brooks (bad pass; steal by D. Green),6,4
13,1,8:59.0,Personal foul by B. McLemore (drawn by T. Parker),,6,4
14,1,8:53.0,Turnover by D. Green (lost ball; steal by B. McLemore),,6,4
15,1,8:48.0,,B. McLemore makes 2-pt layup at rim (assist by T. Evans),6,6
16,1,8:21.0,T. Parker misses 3-pt jump shot from 24 ft (block by B. McLemore),,6,6
17,1,8:21.0,Offensive rebound by Team,,6,6
18,1,8:21.0,Turnover by Team (shot clock),,6,6
19,1,8:06.0,,B. McLemore makes 2-pt jump shot from 15 ft (assist by D. Brooks),6,8
20,1,7:44.0,Turnover by T. Parker (lost ball; steal by B. McLemore),,6,8
21,1,7:38.0,,Shooting foul by D. Green (drawn by J. Green),6,8
22,1,7:38.0,,J. Green misses free throw 1 of 2,6,8
23,1,7:38.0,,Offensive rebound by Team,6,8
24,1,7:38.0,San Antonio full timeout,,6,8
25,1,7:38.0,,J. Green misses free throw 2 of 2,6,8
26,1,7:35.0,Defensive rebound by P. Gasol,,6,8
27,1,7:24.0,T. Parker misses 2-pt layup from 1 ft,,6,8
28,1,7:22.0,Offensive rebound by T. Parker,,6,8
29,1,7:20.0,T. Parker makes 2-pt jump shot at rim,,8,8
30,1,6:58.0,,M. Gasol misses 2-pt layup from 4 ft (block by P. Gasol),8,8
31,1,6:58.0,,Offensive rebound by Team,8,8
32,1,6:58.0,,B. Wright enters the game for J. Green,8,8
33,1,6:58.0,,M. Chalmers enters the game for T. Evans,8,8
34,1,6:58.0,P. Mills enters the game for T. Parker,,8,8
35,1,6:53.0,,B. McLemore misses 2-pt layup from 2 ft (block by P. Gasol),8,8
36,1,6:50.0,Defensive rebound by D. Green,,8,8
37,1,6:33.0,D. Green misses 2-pt jump shot from 7 ft,,8,8
38,1,6:30.0,Offensive rebound by D. Green,,8,8
39,1,6:27.0,P. Gasol misses 2-pt layup from 3 ft,,8,8
40,1,6:24.0,,Defensive rebound by M. Gasol,8,8
41,1,6:19.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by M. Gasol),8,11
42,1,6:00.0,Shooting foul by D. Brooks (drawn by L. Aldridge),,8,11
43,1,6:00.0,L. Aldridge makes free throw 1 of 2,,9,11
44,1,6:00.0,,C. Parsons enters the game for B. McLemore,9,11
45,1,6:00.0,,J. Ennis enters the game for D. Brooks,9,11
46,1,6:00.0,R. Gay enters the game for D. Green,,9,11
47,1,6:00.0,M. Ginóbili enters the game for P. Gasol,,9,11
48,1,6:00.0,L. Aldridge makes free throw 2 of 2,,10,11
49,1,5:38.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by J. Ennis),10,13
50,1,5:29.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),,12,13
51,1,5:16.0,,C. Parsons makes 2-pt layup from 1 ft (assist by M. Chalmers),12,15
52,1,5:16.0,,Shooting foul by K. Anderson (drawn by C. Parsons),12,15
53,1,5:16.0,,C. Parsons makes free throw 1 of 1,12,16
54,1,4:51.0,Turnover by Team (shot clock),,12,16
55,1,4:37.0,,Personal foul by M. Ginóbili (drawn by M. Gasol),12,16
56,1,4:37.0,D. Green enters the game for K. Anderson,,12,16
57,1,4:37.0,,Offensive foul by M. Chalmers (drawn by P. Mills),12,16
58,1,4:37.0,,Turnover by M. Chalmers (offensive foul),12,16
59,1,4:22.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Mills),,15,16
60,1,3:55.0,,Turnover by M. Gasol (bad pass; steal by D. Green),15,16
61,1,3:55.0,Personal foul by M. Gasol (drawn by D. Green),,15,16
62,1,3:41.0,D. Green misses 3-pt jump shot from 25 ft,,15,16
63,1,3:38.0,,Defensive rebound by J. Ennis,15,16
64,1,3:25.0,,B. Wright misses 2-pt hook shot from 6 ft,15,16
65,1,3:25.0,Defensive rebound by R. Gay,,15,16
66,1,3:12.0,L. Aldridge misses 2-pt jump shot from 9 ft,,15,16
67,1,3:10.0,,Defensive rebound by M. Chalmers,15,16
68,1,2:51.0,,M. Gasol misses 2-pt hook shot from 11 ft,15,16
69,1,2:48.0,Defensive rebound by L. Aldridge,,15,16
70,1,2:40.0,L. Aldridge makes 2-pt layup at rim (assist by P. Mills),,17,16
71,1,2:39.0,,Memphis full timeout,17,16
72,1,2:39.0,,D. Davis enters the game for M. Chalmers,17,16
73,1,2:39.0,,J. Green enters the game for M. Gasol,17,16
74,1,2:39.0,,T. Evans enters the game for B. Wright,17,16
75,1,2:39.0,P. Gasol enters the game for L. Aldridge,,17,16
76,1,2:16.0,,J. Green misses 3-pt jump shot from 25 ft,17,16
77,1,2:13.0,Defensive rebound by P. Gasol,,17,16
78,1,2:03.0,Shooting foul by J. Green (drawn by R. Gay),,17,16
79,1,2:03.0,R. Gay misses free throw 1 of 2,,17,16
80,1,2:03.0,Offensive rebound by Team,,17,16
81,1,2:03.0,R. Gay makes free throw 2 of 2,,18,16
82,1,1:48.0,,D. Davis misses 2-pt layup from 2 ft,18,16
83,1,1:44.0,Defensive rebound by R. Gay,,18,16
84,1,1:39.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,18,16
85,1,1:37.0,Offensive rebound by Team,,18,16
86,1,1:37.0,,Loose ball foul by J. Green (drawn by R. Gay),18,16
87,1,1:37.0,R. Gay makes free throw 1 of 2,,19,16
88,1,1:37.0,R. Gay makes free throw 2 of 2,,20,16
89,1,1:16.0,,J. Ennis makes 2-pt jump shot from 12 ft,20,18
90,1,0:52.0,M. Ginóbili misses 2-pt layup from 5 ft (block by D. Davis),,20,18
91,1,0:51.0,,Defensive rebound by D. Davis,20,18
92,1,0:45.0,,D. Davis misses 2-pt layup at rim,20,18
93,1,0:41.0,,Offensive rebound by J. Green,20,18
94,1,0:41.0,,J. Green misses 2-pt layup at rim,20,18
95,1,0:41.0,Defensive rebound by M. Ginóbili,,20,18
96,1,0:33.0,R. Gay makes 2-pt layup at rim (assist by M. Ginóbili),,22,18
97,1,0:23.0,,Turnover by C. Parsons (bad pass; steal by P. Gasol),22,18
98,1,0:02.0,R. Gay makes 2-pt layup at rim,,24,18
99,2,11:46.0,,Turnover by D. Brooks (bad pass),24,18
100,2,11:30.0,R. Gay makes 2-pt jump shot from 18 ft,,26,18
101,2,11:08.0,,B. McLemore makes 2-pt jump shot from 21 ft (assist by D. Davis),26,20
102,2,10:44.0,Turnover by T. Parker (bad pass),,26,20
103,2,10:32.0,,J. Martin makes 2-pt dunk at rim (assist by A. Harrison),26,22
104,2,10:10.0,B. Forbes misses 3-pt jump shot from 24 ft,,26,22
105,2,10:08.0,,Defensive rebound by A. Harrison,26,22
106,2,10:02.0,,A. Harrison misses 2-pt jump shot from 14 ft,26,22
107,2,10:00.0,Defensive rebound by R. Gay,,26,22
108,2,9:53.0,Shooting foul by J. Martin (drawn by T. Parker),,26,22
109,2,9:53.0,T. Parker makes free throw 1 of 2,,27,22
110,2,9:53.0,J. Lauvergne enters the game for P. Gasol,,27,22
111,2,9:53.0,M. Ginóbili enters the game for R. Gay,,27,22
112,2,9:53.0,T. Parker makes free throw 2 of 2,,28,22
113,2,9:35.0,,A. Harrison makes 2-pt layup at rim,28,24
114,2,9:35.0,,Shooting foul by J. Lauvergne (drawn by A. Harrison),28,24
115,2,9:35.0,,A. Harrison makes free throw 1 of 1,28,25
116,2,9:16.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by T. Parker),,31,25
117,2,8:51.0,,D. Brooks misses 2-pt jump shot from 5 ft,31,25
118,2,8:51.0,Defensive rebound by Team,,31,25
119,2,8:51.0,,Loose ball foul by D. Davis (drawn by J. Lauvergne),31,25
120,2,8:34.0,K. Anderson makes 3-pt jump shot from 23 ft (assist by T. Parker),,34,25
121,2,8:28.0,,Memphis full timeout,34,25
122,2,8:28.0,,M. Gasol enters the game for J. Martin,34,25
123,2,8:28.0,,B. Wright enters the game for D. Davis,34,25
124,2,8:28.0,L. Aldridge enters the game for K. Anderson,,34,25
125,2,8:12.0,,M. Gasol misses 2-pt jump shot from 10 ft,34,25
126,2,8:09.0,Defensive rebound by J. Lauvergne,,34,25
127,2,7:47.0,M. Ginóbili makes 3-pt jump shot from 29 ft,,37,25
128,2,7:47.0,Shooting foul by A. Harrison (drawn by J. Lauvergne),,37,25
129,2,7:47.0,J. Lauvergne misses free throw 1 of 1,,37,25
130,2,7:44.0,,Defensive rebound by D. Brooks,37,25
131,2,7:29.0,,B. McLemore misses 2-pt jump shot from 20 ft,37,25
132,2,7:26.0,Defensive rebound by J. Lauvergne,,37,25
133,2,7:05.0,L. Aldridge misses 2-pt jump shot from 22 ft,,37,25
134,2,7:02.0,,Defensive rebound by M. Gasol,37,25
135,2,6:57.0,,Shooting foul by L. Aldridge (drawn by B. McLemore),37,25
136,2,6:57.0,,B. McLemore makes free throw 1 of 2,37,26
137,2,6:57.0,,T. Evans enters the game for A. Harrison,37,26
138,2,6:57.0,P. Mills enters the game for T. Parker,,37,26
139,2,6:57.0,,B. McLemore makes free throw 2 of 2,37,27
140,2,6:36.0,Turnover by J. Lauvergne (turnover),,37,27
141,2,6:21.0,,C. Parsons enters the game for B. McLemore,37,27
142,2,6:21.0,,J. Ennis enters the game for D. Brooks,37,27
143,2,6:11.0,,J. Ennis misses 2-pt jump shot from 13 ft,37,27
144,2,6:07.0,Defensive rebound by B. Forbes,,37,27
145,2,5:53.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,37,27
146,2,5:49.0,Offensive rebound by L. Aldridge,,37,27
147,2,5:48.0,L. Aldridge makes 2-pt hook shot from 6 ft,,39,27
148,2,5:32.0,,C. Parsons makes 2-pt jump shot from 15 ft,39,29
149,2,5:06.0,L. Aldridge misses 2-pt jump shot from 10 ft (block by B. Wright),,39,29
150,2,5:06.0,Offensive rebound by Team,,39,29
151,2,5:06.0,,J. Green enters the game for B. Wright,39,29
152,2,5:03.0,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),,42,29
153,2,4:42.0,,M. Gasol makes 2-pt layup at rim (assist by T. Evans),42,31
154,2,4:41.0,San Antonio full timeout,,42,31
155,2,4:41.0,P. Gasol enters the game for J. Lauvergne,,42,31
156,2,4:19.0,P. Gasol misses 2-pt jump shot from 15 ft,,42,31
157,2,4:17.0,,Defensive rebound by T. Evans,42,31
158,2,4:01.0,,C. Parsons misses 3-pt jump shot from 23 ft,42,31
159,2,3:57.0,Defensive rebound by P. Gasol,,42,31
160,2,3:53.0,B. Forbes misses 3-pt jump shot from 23 ft,,42,31
161,2,3:51.0,,Defensive rebound by M. Gasol,42,31
162,2,3:51.0,,Personal foul by M. Ginóbili (drawn by M. Gasol),42,31
163,2,3:51.0,D. Green enters the game for B. Forbes,,42,31
164,2,3:40.0,,C. Parsons misses 2-pt jump shot from 14 ft,42,31
165,2,3:38.0,,Offensive rebound by C. Parsons,42,31
166,2,3:36.0,,Turnover by C. Parsons (lost ball; steal by P. Mills),42,31
167,2,3:30.0,P. Mills makes 3-pt jump shot from 25 ft,,45,31
