,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ORLANDO_ACTION,NEW YORK_SCORE,ORLANDO_SCORE
60,1,4:44.0,,W. Iwundu enters the game for A. Gordon,22,26
61,1,4:44.0,,M. Hezonja enters the game for J. Simmons,22,26
62,1,4:44.0,K. O'Quinn enters the game for E. Freedom,,22,26
63,1,4:44.0,F. Ntilikina enters the game for C. Lee,,22,26
64,1,4:44.0,,N. Vučević makes free throw 2 of 2,22,27
65,1,4:28.0,T. Hardaway makes 2-pt layup from 1 ft (assist by K. O'Quinn),,24,27
66,1,4:10.0,,E. Fournier makes 2-pt hook shot from 10 ft,24,29
67,1,4:03.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,27,29
68,1,4:01.0,,Orlando full timeout,27,29
69,1,4:01.0,,B. Biyombo enters the game for N. Vučević,27,29
70,1,4:01.0,,S. Mack enters the game for D. Augustin,27,29
71,1,3:42.0,,M. Hezonja makes 3-pt jump shot from 27 ft (assist by S. Mack),27,32
72,1,3:24.0,T. Hardaway misses 2-pt hook shot from 9 ft,,27,32
73,1,3:22.0,,Defensive rebound by E. Fournier,27,32
74,1,3:19.0,,W. Iwundu misses 2-pt layup from 2 ft,27,32
75,1,3:16.0,Defensive rebound by L. Thomas,,27,32
76,1,3:13.0,T. Hardaway misses 3-pt jump shot from 25 ft,,27,32
77,1,3:13.0,,Defensive rebound by B. Biyombo,27,32
78,1,3:03.0,,Personal foul by F. Ntilikina (drawn by B. Biyombo),27,32
79,1,3:03.0,,B. Biyombo misses free throw 1 of 2,27,32
80,1,3:03.0,,Offensive rebound by Team,27,32
81,1,3:03.0,,B. Biyombo makes free throw 2 of 2,27,33
82,1,2:46.0,E. Mudiay misses 3-pt jump shot from 23 ft,,27,33
83,1,2:43.0,,Defensive rebound by M. Hezonja,27,33
84,1,2:37.0,,Personal foul by L. Thomas (drawn by E. Fournier),27,33
85,1,2:37.0,,E. Fournier makes free throw 1 of 2,27,34
86,1,2:37.0,,E. Fournier makes free throw 2 of 2,27,35
87,1,2:27.0,Turnover by T. Hardaway (bad pass; steal by W. Iwundu),,27,35
88,1,2:22.0,,M. Hezonja misses 2-pt jump shot from 4 ft,27,35
89,1,2:22.0,,Offensive rebound by Team,27,35
90,1,2:06.0,,S. Mack misses 2-pt jump shot from 18 ft,27,35
91,1,1:56.0,,Offensive rebound by M. Hezonja,27,35
92,1,1:56.0,,M. Hezonja makes 2-pt layup at rim,27,37
93,1,1:55.0,Personal foul by W. Iwundu (drawn by T. Hardaway),,27,37
94,1,1:55.0,D. Dotson enters the game for E. Mudiay,,27,37
95,1,1:55.0,T. Burke enters the game for T. Hardaway,,27,37
96,1,1:48.0,K. O'Quinn misses 2-pt jump shot from 4 ft (block by B. Biyombo),,27,37
97,1,1:44.0,Offensive rebound by K. O'Quinn,,27,37
98,1,1:42.0,K. O'Quinn makes 2-pt layup at rim,,29,37
99,1,1:35.0,,Shooting foul by T. Burke (drawn by E. Fournier),29,37
100,1,1:35.0,,E. Fournier makes free throw 1 of 2,29,38
101,1,1:35.0,,E. Fournier makes free throw 2 of 2,29,39
102,1,1:20.0,D. Dotson misses 2-pt jump shot from 2 ft,,29,39
103,1,1:14.0,Offensive rebound by K. O'Quinn,,29,39
104,1,1:14.0,K. O'Quinn makes 2-pt layup at rim,,31,39
105,1,1:09.0,,S. Mack misses 2-pt layup from 3 ft (block by K. O'Quinn),31,39
106,1,1:05.0,Defensive rebound by F. Ntilikina,,31,39
107,1,1:00.0,D. Dotson misses 3-pt jump shot from 23 ft,,31,39
108,1,0:57.0,,Defensive rebound by B. Biyombo,31,39
109,1,0:44.0,,W. Iwundu makes 2-pt hook shot from 6 ft (assist by M. Hezonja),31,41
110,1,0:25.0,T. Burke misses 2-pt jump shot from 18 ft,,31,41
111,1,0:22.0,,Defensive rebound by W. Iwundu,31,41
112,1,0:04.0,,E. Fournier misses 3-pt jump shot from 26 ft,31,41
113,1,0:00.0,Defensive rebound by L. Thomas,,31,41
114,2,11:38.0,,B. Biyombo misses 2-pt layup from 1 ft (block by K. O'Quinn),31,41
115,2,11:33.0,Defensive rebound by K. O'Quinn,,31,41
116,2,11:27.0,Shooting foul by W. Iwundu (drawn by L. Thomas),,31,41
117,2,11:27.0,L. Thomas makes free throw 1 of 2,,32,41
118,2,11:27.0,L. Thomas makes free throw 2 of 2,,33,41
119,2,11:18.0,,Shooting foul by D. Dotson (drawn by B. Biyombo),33,41
120,2,11:18.0,,B. Biyombo makes free throw 1 of 2,33,42
121,2,11:18.0,,B. Biyombo misses free throw 2 of 2,33,42
122,2,11:15.0,Defensive rebound by K. O'Quinn,,33,42
123,2,11:05.0,D. Dotson makes 3-pt jump shot from 25 ft (assist by T. Burke),,36,42
124,2,10:45.0,,A. Afflalo makes 2-pt jump shot from 22 ft (assist by S. Mack),36,44
125,2,10:31.0,K. O'Quinn misses 2-pt jump shot from 16 ft,,36,44
126,2,10:31.0,Offensive rebound by L. Thomas,,36,44
127,2,10:26.0,D. Dotson misses 2-pt jump shot from 16 ft,,36,44
128,2,10:24.0,,Defensive rebound by B. Biyombo,36,44
129,2,10:14.0,,W. Iwundu misses 3-pt jump shot from 23 ft,36,44
130,2,10:12.0,Defensive rebound by K. O'Quinn,,36,44
131,2,10:05.0,T. Burke misses 2-pt jump shot from 9 ft,,36,44
132,2,10:01.0,,Defensive rebound by M. Hezonja,36,44
133,2,9:57.0,,B. Biyombo misses 2-pt layup from 1 ft,36,44
134,2,9:56.0,,Offensive rebound by W. Iwundu,36,44
135,2,9:56.0,,W. Iwundu makes 2-pt layup at rim,36,46
136,2,9:56.0,New York full timeout,,36,46
137,2,9:56.0,M. Beasley enters the game for L. Thomas,,36,46
138,2,9:41.0,F. Ntilikina makes 2-pt jump shot from 9 ft,,38,46
139,2,9:18.0,,Personal foul by D. Dotson (drawn by M. Hezonja),38,46
140,2,9:09.0,,M. Hezonja misses 3-pt jump shot from 28 ft,38,46
141,2,9:06.0,,Offensive rebound by S. Mack,38,46
142,2,9:01.0,,W. Iwundu misses 2-pt jump shot from 22 ft,38,46
143,2,8:59.0,Defensive rebound by M. Beasley,,38,46
144,2,8:53.0,Turnover by F. Ntilikina (lost ball; steal by M. Hezonja),,38,46
145,2,8:48.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by A. Afflalo),38,48
146,2,8:26.0,T. Burke makes 2-pt jump shot from 12 ft (assist by F. Ntilikina),,40,48
147,2,8:13.0,,S. Mack makes 2-pt jump shot from 10 ft,40,50
148,2,7:55.0,F. Ntilikina misses 2-pt jump shot from 7 ft (block by B. Biyombo),,40,50
149,2,7:52.0,,Defensive rebound by A. Afflalo,40,50
150,2,7:49.0,,Turnover by W. Iwundu (bad pass; steal by F. Ntilikina),40,50
151,2,7:43.0,T. Burke makes 3-pt jump shot from 23 ft (assist by D. Dotson),,43,50
152,2,7:41.0,,Orlando full timeout,43,50
153,2,7:41.0,,K. Birch enters the game for B. Biyombo,43,50
154,2,7:41.0,,J. Simmons enters the game for W. Iwundu,43,50
155,2,7:41.0,L. Kornet enters the game for K. O'Quinn,,43,50
156,2,7:22.0,,Turnover by M. Hezonja (traveling),43,50
157,2,7:11.0,T. Burke makes 2-pt jump shot from 19 ft,,45,50
158,2,6:58.0,,S. Mack makes 2-pt jump shot from 10 ft,45,52
159,2,6:42.0,D. Dotson misses 2-pt jump shot from 14 ft,,45,52
160,2,6:37.0,,Defensive rebound by S. Mack,45,52
161,2,6:32.0,,Shooting foul by T. Burke (drawn by K. Birch),45,52
162,2,6:32.0,,K. Birch makes free throw 1 of 2,45,53
163,2,6:32.0,T. Hardaway enters the game for D. Dotson,,45,53
164,2,6:32.0,,K. Birch makes free throw 2 of 2,45,54
165,2,6:18.0,Turnover by T. Burke (lost ball; steal by S. Mack),,45,54
166,2,6:13.0,,S. Mack makes 2-pt layup from 2 ft (assist by A. Afflalo),45,56
167,2,5:55.0,T. Burke makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,48,56
168,2,5:36.0,,J. Simmons makes 2-pt jump shot from 6 ft,48,58
169,2,5:19.0,M. Beasley makes 2-pt jump shot from 21 ft (assist by L. Kornet),,50,58
170,2,5:00.0,,J. Simmons misses 2-pt layup from 7 ft (block by M. Beasley),50,58
171,2,5:00.0,Defensive rebound by Team,,50,58
172,2,4:52.0,T. Hardaway misses 2-pt jump shot from 18 ft,,50,58
173,2,4:50.0,Offensive rebound by L. Kornet,,50,58
174,2,4:50.0,L. Kornet misses 2-pt layup at rim,,50,58
175,2,4:50.0,Offensive rebound by Team,,50,58
176,2,4:50.0,,A. Gordon enters the game for A. Afflalo,50,58
177,2,4:48.0,T. Burke makes 2-pt jump shot from 16 ft (assist by T. Hardaway),,52,58
178,2,4:35.0,,Turnover by S. Mack (lost ball; steal by M. Beasley),52,58
179,2,4:29.0,F. Ntilikina makes 2-pt layup from 1 ft,,54,58
180,2,4:12.0,,E. Fournier enters the game for S. Mack,54,58
181,2,4:12.0,,D. Augustin enters the game for M. Hezonja,54,58
182,2,4:12.0,,N. Vučević enters the game for K. Birch,54,58
183,2,4:12.0,E. Mudiay enters the game for F. Ntilikina,,54,58
184,2,4:04.0,,J. Simmons makes 2-pt jump shot from 8 ft,54,60
185,2,3:48.0,L. Kornet misses 3-pt jump shot from 27 ft,,54,60
186,2,3:48.0,,Defensive rebound by N. Vučević,54,60
187,2,3:36.0,,E. Fournier makes 3-pt jump shot from 22 ft (assist by J. Simmons),54,63
188,2,3:35.0,New York full timeout,,54,63
189,2,3:20.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by T. Burke),,57,63
190,2,2:55.0,,A. Gordon misses 2-pt jump shot from 16 ft,57,63
191,2,2:54.0,Defensive rebound by Team,,57,63
192,2,2:44.0,L. Kornet misses 3-pt jump shot from 26 ft,,57,63
193,2,2:41.0,,Defensive rebound by D. Augustin,57,63
194,2,2:34.0,,N. Vučević misses 2-pt jump shot from 15 ft,57,63
195,2,2:31.0,Defensive rebound by E. Mudiay,,57,63
196,2,2:17.0,L. Kornet misses 3-pt jump shot from 25 ft,,57,63
197,2,2:14.0,,Defensive rebound by A. Gordon,57,63
198,2,2:06.0,,A. Gordon misses 2-pt layup from 6 ft (block by M. Beasley),57,63
199,2,2:03.0,Defensive rebound by E. Mudiay,,57,63
200,2,2:00.0,T. Hardaway makes 2-pt hook shot from 5 ft (assist by T. Burke),,59,63
201,2,1:38.0,,N. Vučević makes 2-pt layup from 3 ft (assist by E. Fournier),59,65
202,2,1:25.0,T. Burke misses 2-pt jump shot from 13 ft,,59,65
203,2,1:20.0,Offensive rebound by L. Kornet,,59,65
204,2,1:20.0,L. Kornet misses 2-pt layup at rim,,59,65
205,2,1:19.0,Offensive rebound by E. Mudiay,,59,65
206,2,1:17.0,T. Burke misses 3-pt jump shot from 22 ft,,59,65
207,2,1:13.0,,Defensive rebound by E. Fournier,59,65
208,2,1:07.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),59,67
209,2,1:07.0,,Shooting foul by L. Kornet (drawn by N. Vučević),59,67
210,2,1:07.0,,N. Vučević misses free throw 1 of 1,59,67
211,2,0:57.0,Defensive rebound by M. Beasley,,59,67
212,2,0:43.0,Turnover by M. Beasley (lost ball; steal by N. Vučević),,59,67
213,2,0:39.0,,A. Gordon makes 2-pt layup from 1 ft (assist by E. Fournier),59,69
214,2,0:31.0,T. Burke makes 2-pt layup from 1 ft (assist by M. Beasley),,61,69
215,2,0:08.0,,A. Gordon misses 2-pt dunk from 1 ft,61,69
216,2,0:08.0,Defensive rebound by E. Mudiay,,61,69
217,2,0:03.0,T. Hardaway makes 2-pt dunk from 2 ft (assist by E. Mudiay),,63,69
218,3,11:40.0,,N. Vučević makes 2-pt jump shot from 13 ft (assist by D. Augustin),63,71
219,3,11:25.0,T. Hardaway makes 2-pt jump shot from 17 ft (assist by C. Lee),,65,71
220,3,11:09.0,,E. Fournier makes 2-pt jump shot from 20 ft (assist by D. Augustin),65,73
221,3,10:56.0,C. Lee misses 2-pt jump shot from 21 ft,,65,73
222,3,10:53.0,,Defensive rebound by A. Gordon,65,73
223,3,10:46.0,,Turnover by N. Vučević (traveling),65,73
224,3,10:37.0,E. Freedom misses 2-pt jump shot from 13 ft,,65,73
225,3,10:34.0,,Defensive rebound by A. Gordon,65,73
226,3,10:30.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by A. Gordon),65,76
227,3,10:12.0,T. Hardaway misses 3-pt jump shot from 22 ft,,65,76
228,3,10:09.0,,Defensive rebound by J. Simmons,65,76
229,3,10:01.0,,D. Augustin misses 3-pt jump shot from 22 ft,65,76
230,3,9:58.0,Defensive rebound by E. Mudiay,,65,76
231,3,9:55.0,C. Lee misses 3-pt jump shot from 24 ft,,65,76
232,3,9:52.0,,Defensive rebound by A. Gordon,65,76
233,3,9:47.0,,A. Gordon misses 2-pt layup from 1 ft,65,76
234,3,9:47.0,Defensive rebound by E. Freedom,,65,76
235,3,9:47.0,New York full timeout,,65,76
236,3,9:31.0,E. Mudiay misses 2-pt jump shot from 8 ft,,65,76
237,3,9:26.0,,Defensive rebound by D. Augustin,65,76
238,3,9:14.0,,Turnover by A. Gordon (bad pass; steal by C. Lee),65,76
239,3,9:14.0,Personal take foul by E. Fournier (drawn by C. Lee),,65,76
240,3,8:56.0,Turnover by E. Mudiay (bad pass; steal by E. Fournier),,65,76
241,3,8:52.0,,J. Simmons misses 2-pt layup from 3 ft (block by T. Hardaway),65,76
242,3,8:48.0,Defensive rebound by C. Lee,,65,76
243,3,8:45.0,T. Hardaway misses 3-pt jump shot from 25 ft,,65,76
244,3,8:45.0,Offensive rebound by E. Freedom,,65,76
245,3,8:37.0,E. Freedom makes 2-pt layup at rim,,67,76
246,3,8:24.0,,J. Simmons misses 2-pt jump shot from 7 ft,67,76
247,3,8:21.0,Defensive rebound by E. Freedom,,67,76
248,3,8:17.0,T. Hardaway misses 2-pt layup from 3 ft,,67,76
249,3,8:17.0,Offensive rebound by T. Hardaway,,67,76
250,3,8:15.0,T. Hardaway misses 2-pt layup from 1 ft,,67,76
251,3,8:14.0,Offensive rebound by E. Freedom,,67,76
252,3,8:13.0,E. Freedom makes 2-pt layup at rim,,69,76
253,3,7:58.0,,E. Fournier misses 2-pt jump shot from 10 ft,69,76
254,3,7:58.0,Defensive rebound by Team,,69,76
255,3,7:58.0,,Loose ball foul by N. Vučević (drawn by E. Freedom),69,76
256,3,7:36.0,E. Mudiay makes 2-pt jump shot from 11 ft (assist by T. Hardaway),,71,76
257,3,7:20.0,,Turnover by J. Simmons (lost ball; steal by T. Hardaway),71,76
258,3,7:15.0,T. Hardaway makes 2-pt layup from 3 ft,,73,76
259,3,7:15.0,,Orlando full timeout,73,76
260,3,6:52.0,,J. Simmons misses 3-pt jump shot from 23 ft,73,76
261,3,6:52.0,Defensive rebound by T. Hardaway,,73,76
262,3,6:43.0,E. Freedom makes 2-pt layup from 1 ft (assist by C. Lee),,75,76
263,3,6:22.0,,N. Vučević misses 2-pt hook shot from 6 ft (block by E. Freedom),75,76
264,3,6:18.0,Defensive rebound by M. Beasley,,75,76
265,3,6:14.0,T. Hardaway makes 2-pt layup from 1 ft (assist by M. Beasley),,77,76
266,3,6:00.0,,D. Augustin misses 2-pt layup from 3 ft (block by M. Beasley),77,76
267,3,5:55.0,Defensive rebound by E. Freedom,,77,76
268,3,5:36.0,C. Lee misses 2-pt layup from 2 ft,,77,76
269,3,5:34.0,Offensive rebound by E. Freedom,,77,76
270,3,5:33.0,E. Freedom misses 2-pt layup from 1 ft (block by N. Vučević),,77,76
271,3,5:29.0,,Defensive rebound by A. Gordon,77,76
272,3,5:23.0,,E. Fournier makes 2-pt jump shot from 20 ft,77,78
273,3,5:14.0,Personal foul by J. Simmons (drawn by C. Lee),,77,78
274,3,5:14.0,,B. Biyombo enters the game for A. Gordon,77,78
275,3,5:14.0,,M. Hezonja enters the game for N. Vučević,77,78
276,3,5:14.0,,W. Iwundu enters the game for J. Simmons,77,78
277,3,5:14.0,L. Thomas enters the game for M. Beasley,,77,78
278,3,5:14.0,F. Ntilikina enters the game for C. Lee,,77,78
279,3,5:02.0,E. Mudiay makes 2-pt layup from 2 ft,,79,78
280,3,4:47.0,,M. Hezonja makes 2-pt layup from 1 ft,79,80
281,3,4:39.0,T. Hardaway misses 2-pt jump shot from 19 ft,,79,80
282,3,4:39.0,,Defensive rebound by W. Iwundu,79,80
283,3,4:19.0,,D. Augustin makes 3-pt jump shot from 24 ft (assist by E. Fournier),79,83
284,3,3:58.0,E. Mudiay makes 2-pt jump shot from 13 ft,,81,83
285,3,3:47.0,,Shooting foul by T. Hardaway (drawn by D. Augustin),81,83
286,3,3:47.0,,D. Augustin makes free throw 1 of 2,81,84
287,3,3:47.0,T. Burke enters the game for E. Freedom,,81,84
288,3,3:47.0,K. O'Quinn enters the game for E. Mudiay,,81,84
289,3,3:47.0,,D. Augustin makes free throw 2 of 2,81,85
290,3,3:32.0,T. Burke makes 2-pt jump shot from 20 ft,,83,85
291,3,3:16.0,,E. Fournier misses 3-pt jump shot from 22 ft,83,85
292,3,3:14.0,Defensive rebound by K. O'Quinn,,83,85
293,3,3:00.0,T. Burke misses 2-pt jump shot from 8 ft,,83,85
294,3,2:58.0,Offensive rebound by K. O'Quinn,,83,85
295,3,2:58.0,K. O'Quinn makes 2-pt layup from 1 ft,,85,85
296,3,2:58.0,Shooting foul by B. Biyombo (drawn by K. O'Quinn),,85,85
297,3,2:58.0,,S. Mack enters the game for D. Augustin,85,85
298,3,2:58.0,K. O'Quinn misses free throw 1 of 1,,85,85
299,3,2:54.0,,Defensive rebound by S. Mack,85,85
300,3,2:47.0,,M. Hezonja makes 2-pt jump shot from 18 ft,85,87
301,3,2:21.0,T. Burke makes 2-pt jump shot from 16 ft,,87,87
302,3,2:07.0,,M. Hezonja misses 3-pt jump shot from 26 ft,87,87
303,3,2:04.0,Defensive rebound by T. Hardaway,,87,87
304,3,1:51.0,K. O'Quinn makes 2-pt dunk from 1 ft (assist by L. Thomas),,89,87
305,3,1:23.0,,Turnover by Team (shot clock),89,87
306,3,1:16.0,Personal foul by E. Fournier (drawn by T. Hardaway),,89,87
307,3,1:16.0,T. Hardaway makes free throw 1 of 2,,90,87
308,3,1:16.0,T. Hardaway makes free throw 2 of 2,,91,87
309,3,1:07.0,,Turnover by S. Mack (bad pass),91,87
310,3,0:50.0,F. Ntilikina misses 2-pt layup at rim,,91,87
311,3,0:49.0,Offensive rebound by K. O'Quinn,,91,87
312,3,0:49.0,Personal foul by M. Hezonja (drawn by K. O'Quinn),,91,87
313,3,0:49.0,K. O'Quinn makes free throw 1 of 2,,92,87
314,3,0:49.0,K. O'Quinn makes free throw 2 of 2,,93,87
315,3,0:32.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by S. Mack),93,90
316,3,0:25.0,T. Burke misses 2-pt jump shot from 11 ft,,93,90
317,3,0:21.0,,Defensive rebound by E. Fournier,93,90
318,3,0:02.0,,Turnover by S. Mack (bad pass; steal by T. Burke),93,90
319,3,0:00.0,T. Burke misses 3-pt jump shot from 42 ft,,93,90
320,3,0:00.0,Offensive rebound by Team,,93,90
321,4,11:39.0,T. Burke makes 2-pt jump shot from 14 ft,,95,90
322,4,11:18.0,,M. Hezonja makes 2-pt jump shot from 10 ft (assist by S. Mack),95,92
323,4,11:05.0,Turnover by T. Williams (bad pass; steal by M. Hezonja),,95,92
324,4,11:01.0,,W. Iwundu makes 2-pt dunk at rim (assist by A. Gordon),95,94
325,4,10:34.0,Turnover by Team (shot clock),,95,94
326,4,10:17.0,,M. Hezonja misses 2-pt jump shot from 17 ft,95,94
327,4,10:14.0,Defensive rebound by L. Thomas,,95,94
328,4,10:05.0,F. Ntilikina misses 2-pt jump shot from 21 ft,,95,94
329,4,10:02.0,,Defensive rebound by B. Biyombo,95,94
330,4,9:54.0,,S. Mack makes 2-pt layup from 2 ft,95,96
331,4,9:52.0,New York full timeout,,95,96
332,4,9:29.0,T. Williams misses 2-pt jump shot from 19 ft,,95,96
333,4,9:26.0,Offensive rebound by T. Burke,,95,96
334,4,9:24.0,T. Williams makes 2-pt layup from 1 ft (assist by T. Burke),,97,96
335,4,9:06.0,,M. Hezonja misses 2-pt layup from 2 ft (block by K. O'Quinn),97,96
336,4,9:05.0,,Offensive rebound by B. Biyombo,97,96
337,4,9:05.0,,B. Biyombo misses 2-pt layup from 3 ft (block by F. Ntilikina),97,96
338,4,9:05.0,Defensive rebound by Team,,97,96
339,4,8:54.0,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by T. Burke),,99,96
340,4,8:31.0,,A. Gordon misses 3-pt jump shot from 28 ft,99,96
341,4,8:28.0,,Offensive rebound by Team,99,96
342,4,8:20.0,,M. Hezonja misses 2-pt jump shot from 19 ft,99,96
343,4,8:18.0,Defensive rebound by F. Ntilikina,,99,96
344,4,8:14.0,K. O'Quinn makes 2-pt layup at rim (assist by T. Burke),,101,96
345,4,8:10.0,,J. Simmons enters the game for A. Gordon,101,96
346,4,7:50.0,,J. Simmons makes 2-pt layup from 3 ft (assist by M. Hezonja),101,98
347,4,7:39.0,T. Burke makes 2-pt jump shot from 22 ft,,103,98
348,4,7:11.0,,B. Biyombo misses 2-pt layup from 1 ft (block by L. Thomas),103,98
349,4,7:11.0,,Offensive rebound by Team,103,98
350,4,7:11.0,,Orlando full timeout,103,98
351,4,7:11.0,,E. Fournier enters the game for W. Iwundu,103,98
352,4,7:08.0,,M. Hezonja misses 3-pt jump shot from 26 ft,103,98
353,4,7:05.0,Defensive rebound by T. Burke,,103,98
354,4,6:54.0,Shooting foul by M. Hezonja (drawn by L. Thomas),,103,98
355,4,6:54.0,L. Thomas makes free throw 1 of 2,,104,98
356,4,6:54.0,L. Thomas makes free throw 2 of 2,,105,98
357,4,6:41.0,,J. Simmons makes 2-pt jump shot from 6 ft,105,100
358,4,6:20.0,T. Williams makes 2-pt layup from 2 ft,,107,100
359,4,6:14.0,,M. Hezonja misses 2-pt layup from 3 ft (block by F. Ntilikina),107,100
360,4,6:09.0,Defensive rebound by T. Burke,,107,100
361,4,6:06.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,107,100
362,4,6:03.0,Offensive rebound by T. Burke,,107,100
363,4,5:54.0,,Offensive charge foul by K. O'Quinn (drawn by J. Simmons),107,100
364,4,5:54.0,Turnover by K. O'Quinn (offensive foul),,107,100
365,4,5:54.0,,N. Vučević enters the game for B. Biyombo,107,100
366,4,5:54.0,T. Hardaway enters the game for T. Williams,,107,100
367,4,5:54.0,E. Freedom enters the game for K. O'Quinn,,107,100
368,4,5:54.0,,D. Augustin enters the game for S. Mack,107,100
369,4,5:40.0,,E. Fournier misses 2-pt layup from 2 ft,107,100
370,4,5:37.0,Defensive rebound by E. Freedom,,107,100
371,4,5:22.0,E. Freedom misses 2-pt layup from 1 ft (block by N. Vučević),,107,100
372,4,5:19.0,,Defensive rebound by N. Vučević,107,100
373,4,5:13.0,,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),107,102
