,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHICAGO_ACTION,MILWAUKEE_SCORE,CHICAGO_SCORE
0,1,11:47.0,E. Bledsoe makes 2-pt jump shot from 19 ft (assist by J. Henson),,2,0
1,1,11:28.0,,J. Holiday misses 2-pt jump shot from 18 ft,2,0
2,1,11:22.0,Defensive rebound by K. Middleton,,2,0
3,1,11:14.0,Personal foul by D. Valentine (drawn by S. Brown),,2,0
4,1,11:04.0,J. Henson misses 2-pt hook shot from 2 ft,,2,0
5,1,11:02.0,,Defensive rebound by L. Markkanen,2,0
6,1,10:49.0,,C. Payne makes 3-pt jump shot from 24 ft (assist by D. Valentine),2,3
7,1,10:29.0,J. Parker makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),,4,3
8,1,10:12.0,,C. Payne makes 2-pt jump shot from 1 ft,4,5
9,1,10:12.0,,Shooting foul by E. Bledsoe (drawn by C. Payne),4,5
10,1,10:12.0,,C. Payne makes free throw 1 of 1,4,6
11,1,10:07.0,S. Brown misses 3-pt jump shot from 25 ft,,4,6
12,1,10:04.0,,Defensive rebound by C. Payne,4,6
13,1,10:04.0,,Personal foul by S. Brown (drawn by D. Valentine),4,6
14,1,10:04.0,,D. Valentine makes clear path free throw 1 of 2,4,7
15,1,10:04.0,,D. Valentine makes clear path free throw 2 of 2,4,8
16,1,9:56.0,,L. Markkanen misses 2-pt jump shot from 16 ft,4,8
17,1,9:54.0,,Offensive rebound by C. Payne,4,8
18,1,9:54.0,,Personal foul by E. Bledsoe (drawn by C. Felício),4,8
19,1,9:54.0,B. Jennings enters the game for E. Bledsoe,,4,8
20,1,9:38.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by J. Holiday),4,11
21,1,9:17.0,S. Brown misses 3-pt jump shot from 25 ft,,4,11
22,1,9:15.0,,Defensive rebound by C. Payne,4,11
23,1,9:04.0,,C. Payne makes 2-pt layup from 1 ft,4,13
24,1,9:01.0,Milwaukee full timeout,,4,13
25,1,9:01.0,J. Terry enters the game for S. Brown,,4,13
26,1,8:58.0,J. Parker misses 2-pt jump shot from 17 ft,,4,13
27,1,8:54.0,,Defensive rebound by L. Markkanen,4,13
28,1,8:41.0,,C. Felício makes 2-pt layup at rim (assist by C. Payne),4,15
29,1,8:18.0,B. Jennings makes 3-pt jump shot from 24 ft (assist by K. Middleton),,7,15
30,1,8:07.0,,L. Markkanen misses 3-pt jump shot from 25 ft,7,15
31,1,8:07.0,Defensive rebound by J. Henson,,7,15
32,1,7:56.0,K. Middleton misses 3-pt jump shot from 24 ft,,7,15
33,1,7:52.0,,Defensive rebound by J. Holiday,7,15
34,1,7:37.0,,D. Valentine misses 3-pt jump shot from 24 ft,7,15
35,1,7:32.0,,Offensive rebound by C. Felício,7,15
36,1,7:31.0,,J. Holiday misses 3-pt jump shot from 23 ft,7,15
37,1,7:28.0,Defensive rebound by B. Jennings,,7,15
38,1,7:09.0,K. Middleton misses 3-pt jump shot from 26 ft,,7,15
39,1,7:09.0,Offensive rebound by Team,,7,15
40,1,7:09.0,,Loose ball foul by L. Markkanen (drawn by J. Henson),7,15
41,1,7:02.0,J. Terry makes 3-pt jump shot from 23 ft (assist by K. Middleton),,10,15
42,1,6:40.0,,Turnover by D. Valentine (bad pass; steal by B. Jennings),10,15
43,1,6:29.0,B. Jennings misses 2-pt jump shot from 14 ft,,10,15
44,1,6:27.0,,Defensive rebound by C. Felício,10,15
45,1,6:24.0,Offensive charge foul by D. Valentine (drawn by K. Middleton),,10,15
46,1,6:24.0,,Turnover by D. Valentine (offensive foul),10,15
47,1,6:24.0,,D. Nwaba enters the game for D. Valentine,10,15
48,1,6:08.0,J. Henson misses 2-pt hook shot from 8 ft,,10,15
49,1,6:05.0,Offensive rebound by J. Henson,,10,15
50,1,6:00.0,K. Middleton makes 2-pt layup from 1 ft,,12,15
51,1,5:45.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by C. Payne),12,17
52,1,5:37.0,,Violation by C. Payne (kicked ball),12,17
53,1,5:37.0,T. Snell enters the game for K. Middleton,,12,17
54,1,5:22.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Parker),,15,17
55,1,5:06.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by C. Payne),15,20
56,1,4:54.0,T. Snell makes 2-pt jump shot from 12 ft (assist by B. Jennings),,17,20
57,1,4:42.0,,Shooting foul by J. Henson (drawn by C. Felício),17,20
58,1,4:42.0,,C. Felício makes free throw 1 of 2,17,21
59,1,4:42.0,T. Maker enters the game for J. Henson,,17,21
60,1,4:42.0,,B. Portis enters the game for L. Markkanen,17,21
61,1,4:42.0,,C. Felício misses free throw 2 of 2,17,21
62,1,4:39.0,Defensive rebound by T. Maker,,17,21
63,1,4:28.0,T. Maker misses 2-pt layup from 2 ft (block by B. Portis),,17,21
64,1,4:28.0,,Defensive rebound by B. Portis,17,21
65,1,4:11.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by C. Felício),17,24
66,1,3:57.0,Turnover by T. Maker (bad pass),,17,24
67,1,3:44.0,,J. Holiday misses 2-pt jump shot from 20 ft,17,24
68,1,3:40.0,Defensive rebound by J. Parker,,17,24
69,1,3:28.0,T. Maker misses 2-pt jump shot from 18 ft,,17,24
70,1,3:25.0,,Defensive rebound by C. Felício,17,24
71,1,3:16.0,,B. Portis makes 2-pt layup from 1 ft,17,26
72,1,3:16.0,Violation by T. Maker (def goaltending),,17,26
73,1,2:52.0,T. Snell makes 3-pt jump shot from 26 ft (assist by J. Parker),,20,26
74,1,2:34.0,,J. Holiday makes 2-pt jump shot from 7 ft (assist by C. Felício),20,28
75,1,2:21.0,J. Parker misses 2-pt layup from 1 ft,,20,28
76,1,2:21.0,Offensive rebound by Team,,20,28
77,1,2:21.0,,Chicago full timeout,20,28
78,1,2:21.0,,N. Vonleh enters the game for C. Felício,20,28
79,1,2:21.0,,J. Grant enters the game for C. Payne,20,28
80,1,2:16.0,J. Parker misses 2-pt layup from 1 ft,,20,28
81,1,2:13.0,,Defensive rebound by J. Holiday,20,28
82,1,1:58.0,,B. Portis makes 2-pt jump shot from 17 ft,20,30
83,1,1:36.0,B. Jennings misses 3-pt jump shot from 25 ft,,20,30
84,1,1:36.0,,Defensive rebound by N. Vonleh,20,30
85,1,1:24.0,,Personal foul by T. Snell (drawn by J. Holiday),20,30
86,1,1:24.0,,J. Holiday makes free throw 1 of 2,20,31
87,1,1:24.0,K. Middleton enters the game for J. Parker,,20,31
88,1,1:24.0,,J. Holiday makes free throw 2 of 2,20,32
89,1,1:11.0,Shooting foul by J. Holiday (drawn by B. Jennings),,20,32
90,1,1:11.0,B. Jennings makes free throw 1 of 2,,21,32
91,1,1:11.0,B. Jennings makes free throw 2 of 2,,22,32
92,1,0:53.0,,B. Portis misses 2-pt layup from 3 ft (block by T. Maker),22,32
93,1,0:53.0,,Offensive rebound by Team,22,32
94,1,0:53.0,,Turnover by J. Grant (turnover),22,32
95,1,0:43.0,Shooting foul by N. Vonleh (drawn by T. Snell),,22,32
96,1,0:43.0,T. Snell makes free throw 1 of 2,,23,32
97,1,0:43.0,T. Snell makes free throw 2 of 2,,24,32
98,1,0:36.0,,Personal foul by B. Jennings (drawn by J. Grant),24,32
99,1,0:36.0,,J. Grant makes free throw 1 of 2,24,33
100,1,0:36.0,,J. Grant makes free throw 2 of 2,24,34
101,1,0:17.0,B. Jennings misses 3-pt jump shot from 26 ft,,24,34
102,1,0:14.0,,Defensive rebound by B. Portis,24,34
103,1,0:00.0,,J. Holiday misses 2-pt jump shot from 20 ft,24,34
104,1,0:00.0,,Offensive rebound by Team,24,34
105,2,11:48.0,,Turnover by N. Vonleh (bad pass),24,34
106,2,11:35.0,K. Middleton makes 2-pt jump shot from 4 ft,,26,34
107,2,11:26.0,,Personal foul by E. Bledsoe (drawn by B. Portis),26,34
108,2,11:26.0,B. Jennings enters the game for E. Bledsoe,,26,34
109,2,11:09.0,,J. Grant makes 2-pt jump shot from 12 ft,26,36
110,2,10:43.0,K. Middleton makes 2-pt jump shot from 7 ft,,28,36
