,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA CLIPPERS_ACTION,NEW YORK_SCORE,LA CLIPPERS_SCORE
28,1,8:23.0,,D. Jordan makes 2-pt layup from 2 ft (assist by M. Teodosić),8,8
29,1,8:12.0,C. Lee makes 2-pt jump shot from 9 ft,,10,8
30,1,8:02.0,,C. Williams makes 2-pt jump shot from 12 ft (assist by M. Teodosić),10,10
31,1,7:38.0,E. Mudiay misses 2-pt jump shot from 18 ft,,10,10
32,1,7:36.0,,Defensive rebound by Team,10,10
33,1,7:24.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Rivers),10,13
34,1,7:03.0,Turnover by M. Beasley (bad pass; steal by C. Williams),,10,13
35,1,6:57.0,,C. Williams misses 3-pt jump shot from 25 ft,10,13
36,1,6:53.0,,Offensive rebound by T. Harris,10,13
37,1,6:51.0,Offensive charge foul by M. Teodosić (drawn by T. Hardaway),,10,13
38,1,6:51.0,,Turnover by M. Teodosić (offensive foul),10,13
39,1,6:51.0,,LA Clippers full timeout,10,13
40,1,6:51.0,,L. Williams enters the game for M. Teodosić,10,13
41,1,6:42.0,T. Hardaway misses 3-pt jump shot from 28 ft,,10,13
42,1,6:40.0,,Defensive rebound by Team,10,13
43,1,6:40.0,Loose ball foul by E. Freedom (drawn by D. Jordan),,10,13
44,1,6:25.0,,T. Harris misses 2-pt layup from 1 ft,10,13
45,1,6:19.0,,Offensive rebound by D. Jordan,10,13
46,1,6:19.0,,D. Jordan makes 2-pt dunk at rim,10,15
47,1,6:08.0,Turnover by C. Lee (bad pass; steal by C. Williams),,10,15
48,1,6:08.0,,Turnover by C. Williams (bad pass; steal by E. Freedom),10,15
49,1,5:59.0,E. Mudiay misses 3-pt jump shot from 25 ft,,10,15
50,1,5:55.0,,Defensive rebound by A. Rivers,10,15
51,1,5:49.0,,A. Rivers misses 2-pt layup from 1 ft,10,15
52,1,5:49.0,,Offensive rebound by D. Jordan,10,15
53,1,5:43.0,,D. Jordan makes 2-pt layup at rim,10,17
54,1,5:28.0,C. Lee makes 3-pt jump shot from 23 ft (assist by T. Hardaway),,13,17
55,1,5:17.0,,A. Rivers makes 3-pt jump shot from 25 ft (assist by C. Williams),13,20
56,1,5:06.0,Turnover by C. Lee (lost ball; steal by A. Rivers),,13,20
57,1,5:04.0,L. Thomas enters the game for M. Beasley,,13,20
58,1,5:02.0,,L. Williams makes 2-pt layup from 1 ft (assist by C. Williams),13,22
59,1,4:47.0,T. Hardaway misses 3-pt jump shot from 24 ft,,13,22
60,1,4:43.0,Offensive rebound by E. Mudiay,,13,22
61,1,4:42.0,E. Freedom makes 2-pt jump shot from 6 ft (assist by E. Mudiay),,15,22
62,1,4:33.0,,A. Rivers misses 3-pt jump shot from 25 ft,15,22
63,1,4:30.0,Defensive rebound by E. Freedom,,15,22
64,1,4:24.0,Turnover by T. Hardaway (bad pass; steal by D. Jordan),,15,22
65,1,4:16.0,,D. Jordan makes 2-pt dunk at rim (assist by T. Harris),15,24
66,1,4:05.0,New York full timeout,,15,24
67,1,4:05.0,F. Ntilikina enters the game for C. Lee,,15,24
68,1,3:58.0,L. Thomas makes 3-pt jump shot from 22 ft (assist by E. Mudiay),,18,24
69,1,3:42.0,,Turnover by C. Williams (out of bounds lost ball),18,24
70,1,3:32.0,E. Mudiay makes 2-pt jump shot from 18 ft,,20,24
71,1,3:11.0,,A. Rivers misses 2-pt layup from 1 ft,20,24
72,1,3:07.0,Defensive rebound by T. Hardaway,,20,24
73,1,2:52.0,E. Freedom misses 2-pt hook shot from 5 ft (block by D. Jordan),,20,24
74,1,2:49.0,Offensive rebound by E. Freedom,,20,24
75,1,2:47.0,E. Freedom makes 2-pt jump shot from 10 ft (assist by L. Thomas),,22,24
76,1,2:25.0,,D. Jordan makes 2-pt layup from 1 ft (assist by L. Williams),22,26
77,1,2:11.0,E. Mudiay misses 2-pt jump shot from 17 ft,,22,26
78,1,2:08.0,,Defensive rebound by D. Jordan,22,26
79,1,2:05.0,,Shooting foul by F. Ntilikina (drawn by L. Williams),22,26
80,1,2:05.0,,W. Johnson enters the game for D. Jordan,22,26
81,1,2:05.0,,S. Thornwell enters the game for C. Williams,22,26
82,1,2:05.0,,M. Harrell enters the game for A. Rivers,22,26
83,1,2:05.0,,L. Williams makes free throw 1 of 2,22,27
84,1,2:05.0,,L. Williams makes free throw 2 of 2,22,28
85,1,1:52.0,L. Thomas misses 3-pt jump shot from 25 ft,,22,28
86,1,1:48.0,,Defensive rebound by W. Johnson,22,28
87,1,1:43.0,,L. Williams misses 2-pt jump shot from 17 ft,22,28
88,1,1:43.0,Defensive rebound by E. Freedom,,22,28
89,1,1:29.0,E. Freedom misses 2-pt layup from 2 ft (block by M. Harrell),,22,28
90,1,1:29.0,Offensive rebound by L. Thomas,,22,28
91,1,1:24.0,Turnover by L. Thomas (lost ball; steal by S. Thornwell),,22,28
92,1,1:19.0,,M. Harrell makes 2-pt layup from 1 ft (assist by T. Harris),22,30
93,1,1:10.0,K. O'Quinn enters the game for E. Freedom,,22,30
94,1,1:10.0,T. Burke enters the game for E. Mudiay,,22,30
95,1,1:08.0,T. Burke makes 3-pt jump shot from 23 ft (assist by T. Hardaway),,25,30
96,1,0:42.0,,L. Williams misses 2-pt jump shot from 21 ft,25,30
97,1,0:39.0,Defensive rebound by K. O'Quinn,,25,30
98,1,0:31.0,Turnover by T. Burke (bad pass; steal by T. Harris),,25,30
99,1,0:29.0,,Personal foul by F. Ntilikina (drawn by T. Harris),25,30
100,1,0:23.0,,Shooting foul by K. O'Quinn (drawn by T. Harris),25,30
101,1,0:23.0,,T. Harris makes free throw 1 of 2,25,31
102,1,0:23.0,,C. Williams enters the game for L. Williams,25,31
103,1,0:23.0,,T. Harris makes free throw 2 of 2,25,32
104,1,0:10.0,Personal take foul by M. Harrell (drawn by T. Burke),,25,32
105,1,0:10.0,,S. Dekker enters the game for T. Harris,25,32
106,1,0:05.0,T. Burke misses 2-pt jump shot from 16 ft,,25,32
107,1,0:01.0,,Defensive rebound by S. Dekker,25,32
108,2,11:48.0,,Personal foul by M. Beasley (drawn by S. Dekker),25,32
109,2,11:37.0,,S. Dekker makes 2-pt layup from 1 ft (assist by W. Johnson),25,34
110,2,11:20.0,T. Burke misses 3-pt jump shot from 26 ft,,25,34
111,2,11:16.0,,Defensive rebound by M. Harrell,25,34
112,2,11:08.0,,Shooting foul by T. Williams (drawn by M. Harrell),25,34
113,2,11:08.0,,M. Harrell misses free throw 1 of 2,25,34
114,2,11:08.0,,Offensive rebound by Team,25,34
115,2,11:08.0,,M. Harrell makes free throw 2 of 2,25,35
116,2,10:52.0,F. Ntilikina makes 3-pt jump shot from 25 ft (assist by T. Williams),,28,35
117,2,10:35.0,,Turnover by S. Dekker (bad pass; steal by F. Ntilikina),28,35
118,2,10:27.0,T. Burke makes 2-pt layup at rim (assist by F. Ntilikina),,30,35
119,2,10:22.0,,Personal foul by F. Ntilikina (drawn by L. Williams),30,35
120,2,10:14.0,,S. Dekker misses 2-pt dunk from 1 ft,30,35
121,2,10:11.0,Defensive rebound by K. O'Quinn,,30,35
122,2,9:58.0,F. Ntilikina misses 3-pt jump shot from 24 ft,,30,35
123,2,9:54.0,,Defensive rebound by S. Dekker,30,35
124,2,9:46.0,,L. Williams makes 2-pt jump shot from 13 ft (assist by S. Thornwell),30,37
125,2,9:29.0,M. Beasley makes 2-pt layup from 1 ft,,32,37
126,2,9:29.0,Shooting foul by S. Dekker (drawn by M. Beasley),,32,37
127,2,9:29.0,,M. Teodosić enters the game for W. Johnson,32,37
128,2,9:29.0,C. Lee enters the game for F. Ntilikina,,32,37
129,2,9:29.0,M. Beasley makes free throw 1 of 1,,33,37
130,2,9:18.0,,L. Williams misses 3-pt jump shot from 25 ft,33,37
131,2,9:15.0,Defensive rebound by Team,,33,37
132,2,8:58.0,T. Williams makes 3-pt jump shot from 27 ft (assist by K. O'Quinn),,36,37
133,2,8:50.0,,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),36,39
134,2,8:33.0,Turnover by M. Beasley (traveling),,36,39
135,2,8:33.0,,D. Jordan enters the game for S. Dekker,36,39
136,2,8:18.0,,Shooting foul by M. Beasley (drawn by M. Harrell),36,39
137,2,8:18.0,,M. Harrell makes free throw 1 of 2,36,40
138,2,8:18.0,,M. Harrell makes free throw 2 of 2,36,41
139,2,8:00.0,C. Lee misses 2-pt jump shot from 19 ft,,36,41
140,2,7:56.0,,Defensive rebound by M. Teodosić,36,41
141,2,7:50.0,,L. Williams makes 2-pt jump shot from 8 ft,36,43
142,2,7:37.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,36,43
143,2,7:37.0,Offensive rebound by M. Beasley,,36,43
144,2,7:32.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,36,43
145,2,7:32.0,,Defensive rebound by D. Jordan,36,43
146,2,7:18.0,,Turnover by M. Harrell (lost ball; steal by T. Williams),36,43
147,2,7:14.0,Turnover by T. Williams (bad pass),,36,43
148,2,7:14.0,,LA Clippers full timeout,36,43
149,2,7:14.0,,T. Harris enters the game for S. Thornwell,36,43
150,2,7:14.0,,A. Rivers enters the game for M. Harrell,36,43
151,2,7:14.0,T. Hardaway enters the game for T. Williams,,36,43
152,2,7:00.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Williams),36,45
153,2,6:43.0,M. Beasley makes 2-pt layup from 1 ft,,38,45
154,2,6:43.0,Shooting foul by A. Rivers (drawn by M. Beasley),,38,45
155,2,6:43.0,M. Beasley misses free throw 1 of 1,,38,45
156,2,6:41.0,,Defensive rebound by T. Harris,38,45
157,2,6:30.0,,L. Williams makes 2-pt jump shot from 5 ft,38,47
158,2,6:06.0,T. Burke makes 2-pt jump shot from 13 ft,,40,47
159,2,6:04.0,,Turnover by D. Jordan (turnover),40,47
160,2,6:04.0,E. Freedom enters the game for K. O'Quinn,,40,47
161,2,5:56.0,T. Hardaway makes 2-pt jump shot from 8 ft,,42,47
162,2,5:46.0,,T. Harris misses 3-pt jump shot from 26 ft,42,47
163,2,5:43.0,Defensive rebound by E. Freedom,,42,47
164,2,5:35.0,T. Burke misses 2-pt jump shot from 16 ft,,42,47
165,2,5:32.0,Offensive rebound by E. Freedom,,42,47
166,2,5:31.0,E. Freedom makes 2-pt layup at rim,,44,47
167,2,5:24.0,,Shooting foul by M. Beasley (drawn by L. Williams),44,47
168,2,5:24.0,,L. Williams makes free throw 1 of 2,44,48
169,2,5:24.0,L. Thomas enters the game for M. Beasley,,44,48
170,2,5:24.0,,L. Williams makes free throw 2 of 2,44,49
171,2,5:13.0,T. Hardaway makes 2-pt jump shot from 10 ft,,46,49
172,2,5:04.0,,L. Williams misses 2-pt layup from 4 ft (block by E. Freedom),46,49
173,2,5:04.0,,Offensive rebound by Team,46,49
174,2,5:04.0,,C. Williams enters the game for L. Williams,46,49
175,2,4:59.0,,M. Teodosić misses 3-pt jump shot from 24 ft,46,49
176,2,4:54.0,,Offensive rebound by M. Teodosić,46,49
177,2,4:49.0,,Shooting foul by E. Freedom (drawn by T. Harris),46,49
178,2,4:49.0,,T. Harris misses free throw 1 of 2,46,49
179,2,4:49.0,,Offensive rebound by Team,46,49
180,2,4:49.0,E. Mudiay enters the game for T. Burke,,46,49
181,2,4:49.0,,T. Harris makes free throw 2 of 2,46,50
182,2,4:33.0,T. Hardaway misses 2-pt jump shot from 13 ft,,46,50
183,2,4:29.0,,Defensive rebound by D. Jordan,46,50
184,2,4:26.0,,Turnover by M. Teodosić (bad pass),46,50
185,2,4:17.0,C. Lee makes 3-pt jump shot from 22 ft (assist by E. Mudiay),,49,50
186,2,3:59.0,,A. Rivers misses 3-pt jump shot from 23 ft,49,50
187,2,3:55.0,,Offensive rebound by A. Rivers,49,50
188,2,3:51.0,,M. Teodosić makes 3-pt jump shot from 23 ft (assist by T. Harris),49,53
189,2,3:36.0,E. Mudiay misses 2-pt jump shot from 17 ft,,49,53
190,2,3:32.0,,Defensive rebound by D. Jordan,49,53
191,2,3:15.0,,A. Rivers misses 2-pt layup from 1 ft,49,53
192,2,3:13.0,Defensive rebound by T. Hardaway,,49,53
193,2,3:09.0,E. Freedom makes 2-pt layup at rim (assist by T. Hardaway),,51,53
194,2,2:47.0,,A. Rivers makes 2-pt layup from 1 ft (assist by T. Harris),51,55
195,2,2:37.0,Personal foul by C. Williams (drawn by L. Thomas),,51,55
196,2,2:37.0,New York full timeout,,51,55
197,2,2:37.0,,L. Williams enters the game for A. Rivers,51,55
198,2,2:23.0,T. Hardaway misses 3-pt jump shot from 25 ft,,51,55
199,2,2:18.0,,Defensive rebound by L. Williams,51,55
200,2,2:04.0,,C. Williams misses 3-pt jump shot from 24 ft,51,55
201,2,2:01.0,Defensive rebound by E. Mudiay,,51,55
202,2,1:42.0,E. Freedom makes 2-pt jump shot from 6 ft,,53,55
203,2,1:23.0,,L. Williams makes 2-pt jump shot from 18 ft (assist by D. Jordan),53,57
204,2,1:06.0,C. Lee makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,56,57
205,2,0:54.0,,M. Teodosić misses 3-pt jump shot from 23 ft,56,57
206,2,0:52.0,Defensive rebound by T. Hardaway,,56,57
207,2,0:43.0,T. Hardaway makes 2-pt jump shot from 13 ft (assist by C. Lee),,58,57
208,2,0:35.0,,L. Williams misses 2-pt jump shot from 17 ft,58,57
209,2,0:31.0,,Offensive rebound by D. Jordan,58,57
210,2,0:29.0,,D. Jordan misses 2-pt layup from 1 ft,58,57
211,2,0:27.0,Defensive rebound by L. Thomas,,58,57
212,2,0:25.0,E. Mudiay misses 2-pt layup from 1 ft (block by T. Harris),,58,57
213,2,0:25.0,Offensive rebound by Team,,58,57
214,2,0:25.0,,Technical foul by D. Jordan,58,57
215,2,0:25.0,C. Lee misses technical free throw,,58,57
216,2,0:25.0,Offensive rebound by Team,,58,57
217,2,0:09.0,T. Hardaway makes 2-pt layup at rim (assist by E. Mudiay),,60,57
218,2,0:01.0,,L. Williams misses 3-pt jump shot from 25 ft,60,57
219,2,0:00.0,,Offensive rebound by C. Williams,60,57
220,3,11:43.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Rivers),60,60
221,3,11:14.0,E. Mudiay misses 2-pt jump shot from 7 ft,,60,60
222,3,11:12.0,,Defensive rebound by T. Harris,60,60
223,3,11:07.0,,C. Williams makes 2-pt dunk at rim (assist by T. Harris),60,62
224,3,11:07.0,New York full timeout,,60,62
225,3,11:07.0,L. Thomas enters the game for M. Beasley,,60,62
226,3,10:49.0,L. Thomas misses 3-pt jump shot from 25 ft,,60,62
227,3,10:46.0,,Defensive rebound by D. Jordan,60,62
228,3,10:38.0,,A. Rivers makes 3-pt jump shot from 25 ft,60,65
229,3,10:24.0,T. Hardaway misses 3-pt jump shot from 25 ft,,60,65
230,3,10:22.0,,Defensive rebound by A. Rivers,60,65
231,3,10:10.0,,T. Harris makes 2-pt jump shot from 11 ft,60,67
232,3,9:57.0,E. Freedom misses 2-pt jump shot from 18 ft,,60,67
233,3,9:55.0,,Defensive rebound by D. Jordan,60,67
234,3,9:36.0,,C. Williams misses 2-pt layup from 2 ft,60,67
235,3,9:34.0,Defensive rebound by E. Freedom,,60,67
236,3,9:30.0,C. Lee makes 2-pt jump shot from 11 ft (assist by E. Mudiay),,62,67
237,3,9:08.0,,T. Harris misses 3-pt jump shot from 25 ft,62,67
238,3,9:04.0,Defensive rebound by E. Freedom,,62,67
239,3,8:54.0,T. Hardaway misses 3-pt jump shot from 25 ft,,62,67
240,3,8:51.0,,Defensive rebound by D. Jordan,62,67
241,3,8:42.0,,C. Williams misses 3-pt jump shot from 23 ft,62,67
242,3,8:39.0,,Offensive rebound by D. Jordan,62,67
243,3,8:36.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by T. Harris),62,70
244,3,8:17.0,E. Mudiay makes 2-pt jump shot from 17 ft (assist by T. Hardaway),,64,70
245,3,8:01.0,,M. Teodosić makes 2-pt jump shot from 20 ft (assist by D. Jordan),64,72
246,3,7:43.0,Turnover by E. Mudiay (bad pass; steal by M. Teodosić),,64,72
247,3,7:43.0,,Personal take foul by L. Thomas (drawn by M. Teodosić),64,72
248,3,7:34.0,,Personal foul by L. Thomas (drawn by M. Teodosić),64,72
249,3,7:29.0,,Personal foul by L. Thomas (drawn by A. Rivers),64,72
250,3,7:20.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by C. Williams),64,75
251,3,6:59.0,T. Hardaway makes 2-pt layup from 4 ft,,66,75
252,3,6:52.0,,Personal foul by E. Mudiay (drawn by A. Rivers),66,75
253,3,6:52.0,F. Ntilikina enters the game for E. Mudiay,,66,75
254,3,6:52.0,T. Burke enters the game for C. Lee,,66,75
255,3,6:47.0,,Shooting foul by E. Freedom (drawn by T. Harris),66,75
256,3,6:47.0,,T. Harris makes free throw 1 of 2,66,76
257,3,6:47.0,,T. Harris makes free throw 2 of 2,66,77
258,3,6:32.0,Shooting foul by C. Williams (drawn by T. Hardaway),,66,77
259,3,6:32.0,T. Hardaway makes free throw 1 of 2,,67,77
260,3,6:32.0,T. Hardaway makes free throw 2 of 2,,68,77
261,3,6:18.0,,A. Rivers makes 3-pt jump shot from 26 ft,68,80
262,3,6:05.0,T. Burke misses 2-pt jump shot from 6 ft (block by D. Jordan),,68,80
263,3,6:02.0,,Defensive rebound by D. Jordan,68,80
264,3,5:58.0,,C. Williams misses 2-pt jump shot from 6 ft,68,80
265,3,5:55.0,Defensive rebound by E. Freedom,,68,80
266,3,5:45.0,F. Ntilikina misses 2-pt jump shot from 20 ft,,68,80
267,3,5:45.0,,Defensive rebound by C. Williams,68,80
268,3,5:34.0,,Turnover by M. Teodosić (bad pass),68,80
269,3,5:20.0,Personal foul by C. Williams (drawn by T. Hardaway),,68,80
270,3,5:20.0,,L. Williams enters the game for C. Williams,68,80
271,3,5:10.0,E. Freedom misses 2-pt hook shot from 4 ft,,68,80
272,3,5:08.0,,Defensive rebound by D. Jordan,68,80
273,3,5:03.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Williams),68,82
274,3,5:02.0,New York full timeout,,68,82
275,3,5:02.0,K. O'Quinn enters the game for E. Freedom,,68,82
276,3,4:42.0,L. Thomas misses 3-pt jump shot from 22 ft,,68,82
277,3,4:39.0,,Defensive rebound by A. Rivers,68,82
278,3,4:26.0,,T. Harris misses 2-pt jump shot from 6 ft,68,82
279,3,4:21.0,Defensive rebound by K. O'Quinn,,68,82
280,3,4:12.0,F. Ntilikina misses 3-pt jump shot from 22 ft,,68,82
281,3,4:10.0,,Defensive rebound by D. Jordan,68,82
282,3,3:52.0,,A. Rivers makes 2-pt layup at rim,68,84
283,3,3:33.0,F. Ntilikina misses 2-pt jump shot from 18 ft,,68,84
284,3,3:29.0,,Defensive rebound by D. Jordan,68,84
285,3,3:24.0,,Personal foul by T. Hardaway (drawn by D. Jordan),68,84
286,3,3:24.0,,D. Jordan misses free throw 1 of 2,68,84
287,3,3:24.0,,Offensive rebound by Team,68,84
288,3,3:24.0,T. Williams enters the game for L. Thomas,,68,84
289,3,3:24.0,,S. Thornwell enters the game for M. Teodosić,68,84
290,3,3:24.0,,D. Jordan makes free throw 2 of 2,68,85
291,3,3:09.0,T. Burke makes 2-pt jump shot from 20 ft,,70,85
292,3,2:52.0,,L. Williams makes 2-pt jump shot from 15 ft,70,87
293,3,2:38.0,Turnover by T. Burke (bad pass),,70,87
294,3,2:38.0,,LA Clippers full timeout,70,87
295,3,2:21.0,,A. Rivers misses 2-pt layup from 1 ft,70,87
296,3,2:18.0,Defensive rebound by K. O'Quinn,,70,87
297,3,2:06.0,Def 3 sec tech foul by S. Thornwell,,70,87
298,3,2:06.0,T. Hardaway makes technical free throw,,71,87
299,3,2:06.0,,W. Johnson enters the game for D. Jordan,71,87
300,3,2:06.0,,M. Harrell enters the game for A. Rivers,71,87
301,3,2:00.0,T. Burke misses 2-pt jump shot from 14 ft,,71,87
302,3,1:57.0,,Defensive rebound by T. Harris,71,87
303,3,1:52.0,,L. Williams misses 3-pt jump shot from 25 ft,71,87
304,3,1:47.0,Defensive rebound by T. Burke,,71,87
305,3,1:46.0,Personal foul by W. Johnson (drawn by T. Burke),,71,87
306,3,1:30.0,T. Williams makes 3-pt jump shot from 22 ft (assist by T. Burke),,74,87
307,3,1:11.0,,T. Harris makes 2-pt jump shot from 7 ft,74,89
308,3,0:56.0,T. Hardaway makes 2-pt layup from 1 ft (assist by K. O'Quinn),,76,89
309,3,0:42.0,,Shooting foul by F. Ntilikina (drawn by L. Williams),76,89
310,3,0:42.0,,L. Williams misses free throw 1 of 2,76,89
311,3,0:42.0,,Offensive rebound by Team,76,89
312,3,0:42.0,,L. Williams makes free throw 2 of 2,76,90
313,3,0:27.0,T. Hardaway makes 2-pt layup from 1 ft (assist by T. Williams),,78,90
314,3,0:10.0,,Personal foul by K. O'Quinn (drawn by L. Williams),78,90
315,3,0:10.0,,L. Williams makes free throw 1 of 2,78,91
316,3,0:10.0,,S. Dekker enters the game for T. Harris,78,91
317,3,0:10.0,,L. Williams makes free throw 2 of 2,78,92
318,3,0:01.0,T. Burke misses 2-pt layup from 1 ft,,78,92
319,3,0:01.0,Offensive rebound by T. Williams,,78,92
320,3,0:00.0,T. Williams misses 2-pt layup at rim,,78,92
321,3,0:00.0,,Defensive rebound by S. Dekker,78,92
322,4,11:41.0,Personal foul by S. Dekker (drawn by K. O'Quinn),,78,92
323,4,11:28.0,T. Williams makes 2-pt dunk from 1 ft (assist by E. Mudiay),,80,92
324,4,11:05.0,,W. Johnson makes 2-pt jump shot from 18 ft (assist by M. Harrell),80,94
325,4,10:41.0,M. Beasley misses 2-pt hook shot from 3 ft,,80,94
326,4,10:39.0,,Defensive rebound by L. Williams,80,94
327,4,10:37.0,,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),80,96
328,4,10:28.0,K. O'Quinn misses 2-pt jump shot from 3 ft (block by W. Johnson),,80,96
329,4,10:28.0,C. Lee enters the game for T. Burke,,80,96
330,4,10:28.0,Defensive rebound by Team,,80,96
331,4,10:19.0,Shooting foul by W. Johnson (drawn by E. Mudiay),,80,96
332,4,10:19.0,E. Mudiay makes free throw 1 of 2,,81,96
333,4,10:19.0,E. Mudiay misses free throw 2 of 2,,81,96
334,4,10:16.0,,Defensive rebound by S. Dekker,81,96
335,4,10:05.0,,M. Harrell makes 2-pt jump shot from 7 ft (assist by L. Williams),81,98
336,4,9:42.0,Shooting foul by S. Thornwell (drawn by E. Mudiay),,81,98
337,4,9:42.0,E. Mudiay makes free throw 1 of 2,,82,98
338,4,9:42.0,E. Mudiay makes free throw 2 of 2,,83,98
339,4,9:34.0,,Shooting foul by K. O'Quinn (drawn by L. Williams),83,98
340,4,9:34.0,,L. Williams makes free throw 1 of 2,83,99
341,4,9:34.0,,M. Teodosić enters the game for W. Johnson,83,99
342,4,9:34.0,,L. Williams makes free throw 2 of 2,83,100
343,4,9:24.0,M. Beasley misses 2-pt jump shot from 7 ft,,83,100
344,4,9:21.0,,Defensive rebound by M. Harrell,83,100
345,4,9:16.0,,S. Thornwell misses 2-pt layup from 2 ft,83,100
346,4,9:16.0,Defensive rebound by Team,,83,100
347,4,9:16.0,,Loose ball foul by M. Harrell (drawn by K. O'Quinn),83,100
348,4,8:59.0,M. Beasley makes 2-pt layup at rim,,85,100
349,4,8:41.0,,L. Williams misses 3-pt jump shot from 25 ft,85,100
350,4,8:38.0,Defensive rebound by M. Beasley,,85,100
351,4,8:23.0,Turnover by K. O'Quinn (lost ball; steal by S. Thornwell),,85,100
352,4,8:18.0,,M. Harrell makes 2-pt layup from 1 ft (assist by M. Teodosić),85,102
353,4,8:02.0,C. Lee misses 3-pt jump shot from 22 ft,,85,102
354,4,7:58.0,,Defensive rebound by S. Dekker,85,102
355,4,7:54.0,,S. Dekker makes 2-pt layup from 1 ft (assist by M. Teodosić),85,104
356,4,7:53.0,New York full timeout,,85,104
357,4,7:53.0,,A. Rivers enters the game for S. Thornwell,85,104
358,4,7:53.0,E. Freedom enters the game for K. O'Quinn,,85,104
359,4,7:38.0,Turnover by E. Mudiay (bad pass; steal by M. Teodosić),,85,104
360,4,7:35.0,,S. Dekker makes 2-pt layup at rim (assist by M. Harrell),85,106
361,4,7:09.0,E. Mudiay misses 2-pt jump shot from 18 ft,,85,106
362,4,7:05.0,,Defensive rebound by L. Williams,85,106
363,4,6:57.0,,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),85,108
364,4,6:46.0,M. Beasley misses 2-pt jump shot from 6 ft,,85,108
365,4,6:41.0,Offensive rebound by E. Freedom,,85,108
366,4,6:41.0,E. Freedom misses 2-pt layup at rim,,85,108
367,4,6:40.0,,Defensive rebound by A. Rivers,85,108
368,4,6:38.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),85,110
369,4,6:38.0,New York full timeout,,85,110
370,4,6:38.0,T. Hardaway enters the game for T. Williams,,85,110
371,4,6:38.0,F. Ntilikina enters the game for E. Mudiay,,85,110
372,4,6:38.0,L. Kornet enters the game for C. Lee,,85,110
373,4,6:38.0,D. Dotson enters the game for M. Beasley,,85,110
374,4,6:20.0,Turnover by L. Kornet (bad pass; steal by M. Harrell),,85,110
375,4,6:11.0,,L. Williams misses 3-pt jump shot from 28 ft,85,110
376,4,6:07.0,Defensive rebound by E. Freedom,,85,110
377,4,6:00.0,E. Freedom makes 2-pt jump shot from 9 ft (assist by F. Ntilikina),,87,110
378,4,5:44.0,,M. Harrell misses 2-pt jump shot from 9 ft,87,110
379,4,5:41.0,,Offensive rebound by M. Harrell,87,110
