,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHILADELPHIA_ACTION,DALLAS_SCORE,PHILADELPHIA_SCORE
382,4,6:19.0,Turnover by M. Kleber (bad pass; steal by B. Simmons),,80,97
383,4,6:13.0,,B. Simmons makes 2-pt layup from 3 ft (assist by M. Belinelli),80,99
384,4,6:10.0,Dallas full timeout,,80,99
385,4,6:10.0,D. Powell enters the game for M. Kleber,,80,99
386,4,5:52.0,Y. Ferrell misses 2-pt layup from 4 ft (block by M. Belinelli),,80,99
387,4,5:49.0,,Defensive rebound by B. Simmons,80,99
388,4,5:30.0,,D. Šarić misses 3-pt jump shot from 25 ft,80,99
389,4,5:29.0,Defensive rebound by Team,,80,99
390,4,5:18.0,Personal foul by B. Simmons (drawn by H. Barnes),,80,99
391,4,5:08.0,Personal foul by B. Simmons (drawn by H. Barnes),,80,99
392,4,4:55.0,H. Barnes makes 2-pt layup from 2 ft,,82,99
393,4,4:31.0,,J. Redick misses 3-pt jump shot from 27 ft (block by D. Powell),82,99
394,4,4:28.0,Defensive rebound by D. Powell,,82,99
395,4,4:20.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Smith),,84,99
396,4,4:20.0,,Philadelphia full timeout,84,99
397,4,4:20.0,,R. Holmes enters the game for D. Šarić,84,99
398,4,4:06.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by R. Covington),84,101
399,4,3:41.0,D. Smith misses 3-pt jump shot from 25 ft,,84,101
400,4,3:37.0,Offensive rebound by D. Powell,,84,101
401,4,3:33.0,Shooting foul by R. Covington (drawn by D. Powell),,84,101
402,4,3:33.0,D. Powell makes free throw 1 of 2,,85,101
403,4,3:33.0,D. Powell makes free throw 2 of 2,,86,101
404,4,3:10.0,,R. Covington misses 3-pt jump shot from 27 ft,86,101
405,4,3:05.0,,Offensive rebound by B. Simmons,86,101
406,4,3:04.0,,B. Simmons makes 2-pt dunk from 1 ft,86,103
407,4,2:47.0,Turnover by Y. Ferrell (bad pass; steal by B. Simmons),,86,103
408,4,2:41.0,,R. Covington makes 3-pt jump shot from 22 ft (assist by J. Redick),86,106
409,4,2:26.0,D. McDermott makes 2-pt jump shot from 11 ft (assist by D. Smith),,88,106
410,4,2:24.0,,Philadelphia full timeout,88,106
411,4,2:24.0,,T. McConnell enters the game for J. Redick,88,106
412,4,2:24.0,,J. Anderson enters the game for M. Belinelli,88,106
413,4,2:24.0,,M. Fultz enters the game for B. Simmons,88,106
414,4,2:24.0,,F. Korkmaz enters the game for R. Covington,88,106
415,4,2:00.0,,F. Korkmaz misses 2-pt jump shot from 14 ft (block by D. McDermott),88,106
416,4,1:56.0,Defensive rebound by D. McDermott,,88,106
417,4,1:50.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by D. Smith),,91,106
418,4,1:34.0,,J. Anderson misses 3-pt jump shot from 26 ft,91,106
419,4,1:32.0,Defensive rebound by D. Powell,,91,106
420,4,1:21.0,D. Powell makes 2-pt dunk at rim (assist by D. Smith),,93,106
421,4,1:09.0,,J. Anderson makes 3-pt jump shot from 26 ft (assist by M. Fultz),93,109
422,4,0:53.0,H. Barnes makes 2-pt dunk at rim (assist by D. Smith),,95,109
423,4,0:32.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,95,109
424,4,0:29.0,,Offensive rebound by J. Anderson,95,109
425,4,0:28.0,,Turnover by Team (shot clock),95,109
426,4,0:13.0,H. Barnes makes 2-pt layup from 2 ft,,97,109
