,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW YORK_ACTION,SACRAMENTO_SCORE,NEW YORK_SCORE
24,1,8:33.0,,E. Freedom makes 2-pt layup at rim,10,2
25,1,8:19.0,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by G. Temple),,12,2
26,1,8:01.0,,T. Hardaway misses 3-pt jump shot from 24 ft,12,2
27,1,7:57.0,Defensive rebound by Z. Randolph,,12,2
28,1,7:54.0,Shooting foul by J. Jack (drawn by G. Hill),,12,2
29,1,7:54.0,G. Hill misses free throw 1 of 2,,12,2
30,1,7:54.0,Offensive rebound by Team,,12,2
31,1,7:54.0,G. Hill makes free throw 2 of 2,,13,2
32,1,7:43.0,,K. Porziņģis misses 2-pt jump shot from 19 ft,13,2
33,1,7:41.0,,Offensive rebound by Team,13,2
34,1,7:39.0,,J. Jack makes 2-pt jump shot from 17 ft (assist by T. Hardaway),13,4
35,1,7:18.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,13,4
36,1,7:15.0,,Defensive rebound by J. Jack,13,4
37,1,7:07.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by C. Lee),13,7
38,1,6:38.0,Turnover by W. Cauley-Stein (lost ball; steal by T. Hardaway),,13,7
39,1,6:32.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by T. Hardaway),13,10
40,1,6:15.0,G. Hill misses 3-pt jump shot from 25 ft,,13,10
41,1,6:13.0,,Defensive rebound by Team,13,10
42,1,6:13.0,,New York full timeout,13,10
43,1,5:50.0,,J. Jack makes 3-pt jump shot from 27 ft,13,13
44,1,5:26.0,Turnover by Z. Randolph (lost ball; steal by E. Freedom),,13,13
45,1,5:21.0,,T. Hardaway misses 3-pt jump shot from 25 ft,13,13
46,1,5:18.0,Defensive rebound by G. Hill,,13,13
47,1,5:05.0,Z. Randolph makes 2-pt jump shot from 14 ft (assist by G. Hill),,15,13
48,1,4:42.0,,K. Porziņģis makes 2-pt layup from 1 ft,15,15
49,1,4:17.0,Turnover by B. Bogdanović (traveling),,15,15
50,1,4:17.0,B. Hield enters the game for B. Bogdanović,,15,15
51,1,4:11.0,,Personal foul by W. Cauley-Stein (drawn by K. Porziņģis),15,15
52,1,4:11.0,,D. McDermott enters the game for C. Lee,15,15
53,1,4:11.0,K. Koufos enters the game for W. Cauley-Stein,,15,15
54,1,4:05.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Jack),15,18
55,1,3:47.0,Z. Randolph makes 2-pt jump shot from 17 ft (assist by G. Hill),,17,18
56,1,3:34.0,,T. Hardaway misses 3-pt jump shot from 26 ft,17,18
57,1,3:33.0,,Offensive rebound by Team,17,18
58,1,3:33.0,Loose ball foul by B. Hield (drawn by E. Freedom),,17,18
59,1,3:33.0,,F. Ntilikina enters the game for J. Jack,17,18
60,1,3:33.0,J. Jackson enters the game for G. Hill,,17,18
61,1,3:33.0,D. Fox enters the game for G. Temple,,17,18
62,1,3:24.0,,E. Freedom makes 2-pt layup from 4 ft,17,20
63,1,3:04.0,B. Hield misses 3-pt jump shot from 25 ft,,17,20
64,1,3:01.0,,Defensive rebound by E. Freedom,17,20
65,1,2:56.0,Violation by Z. Randolph (kicked ball),,17,20
66,1,2:56.0,Sacramento full timeout,,17,20
67,1,2:56.0,,K. O'Quinn enters the game for E. Freedom,17,20
68,1,2:56.0,S. Labissière enters the game for Z. Randolph,,17,20
69,1,2:48.0,,T. Hardaway makes 2-pt layup at rim,17,22
70,1,2:34.0,Turnover by S. Labissière (bad pass; steal by K. O'Quinn),,17,22
71,1,2:20.0,,K. Porziņģis misses 2-pt layup at rim,17,22
72,1,2:18.0,Defensive rebound by D. Fox,,17,22
73,1,2:12.0,K. Koufos makes 2-pt hook shot from 6 ft (assist by B. Hield),,19,22
74,1,1:58.0,,Personal foul by S. Labissière (drawn by K. Porziņģis),19,22
75,1,1:48.0,,T. Hardaway makes 2-pt jump shot from 10 ft,19,24
76,1,1:33.0,D. Fox misses 2-pt layup from 8 ft,,19,24
77,1,1:31.0,Offensive rebound by K. Koufos,,19,24
78,1,1:29.0,K. Koufos makes 2-pt layup from 1 ft,,21,24
79,1,1:19.0,,T. Hardaway misses 3-pt jump shot from 23 ft,21,24
80,1,1:17.0,Defensive rebound by K. Koufos,,21,24
81,1,1:03.0,J. Jackson misses 2-pt jump shot from 17 ft,,21,24
82,1,0:59.0,,Defensive rebound by K. Porziņģis,21,24
83,1,0:50.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),21,27
84,1,0:39.0,D. Fox misses 3-pt jump shot from 25 ft,,21,27
85,1,0:36.0,,Defensive rebound by T. Hardaway,21,27
86,1,0:31.0,,Shooting foul by S. Labissière (drawn by K. Porziņģis),21,27
87,1,0:31.0,,K. Porziņģis makes free throw 1 of 3,21,28
88,1,0:31.0,,K. Porziņģis makes free throw 2 of 3,21,29
89,1,0:31.0,,K. Porziņģis makes free throw 3 of 3,21,30
90,1,0:21.0,J. Jackson misses 2-pt jump shot from 8 ft,,21,30
91,1,0:17.0,Offensive rebound by J. Jackson,,21,30
92,1,0:17.0,J. Jackson makes 2-pt layup at rim,,23,30
93,1,0:02.0,,K. Porziņģis makes 2-pt dunk at rim (assist by F. Ntilikina),23,32
94,1,0:00.0,Turnover by B. Hield (out of bounds lost ball),,23,32
95,2,11:41.0,S. Labissière misses 2-pt layup from 7 ft,,23,32
96,2,11:38.0,,Defensive rebound by K. O'Quinn,23,32
97,2,11:32.0,,Offensive foul by D. McDermott (drawn by D. Fox),23,32
98,2,11:32.0,,Turnover by D. McDermott (offensive foul),23,32
99,2,11:22.0,D. Fox makes 2-pt layup from 1 ft,,25,32
100,2,11:06.0,,M. Beasley misses 3-pt jump shot from 23 ft,25,32
101,2,11:04.0,Defensive rebound by K. Koufos,,25,32
102,2,10:56.0,,Violation by F. Ntilikina (kicked ball),25,32
103,2,10:46.0,B. Hield makes 3-pt jump shot from 25 ft,,28,32
104,2,10:30.0,,D. McDermott makes 2-pt layup from 1 ft (assist by K. O'Quinn),28,34
105,2,10:13.0,S. Labissière makes 2-pt hook shot from 3 ft (assist by B. Hield),,30,34
106,2,9:55.0,,D. McDermott makes 2-pt jump shot from 19 ft (assist by M. Beasley),30,36
107,2,9:38.0,Shooting foul by M. Beasley (drawn by S. Labissière),,30,36
108,2,9:38.0,S. Labissière misses free throw 1 of 2,,30,36
109,2,9:38.0,Offensive rebound by Team,,30,36
110,2,9:38.0,S. Labissière makes free throw 2 of 2,,31,36
111,2,9:20.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by D. McDermott),31,39
112,2,9:04.0,B. Hield makes 3-pt jump shot from 22 ft (assist by D. Fox),,34,39
113,2,8:49.0,,C. Lee misses 2-pt jump shot from 19 ft,34,39
114,2,8:47.0,Defensive rebound by S. Labissière,,34,39
115,2,8:34.0,S. Labissière makes 2-pt jump shot from 15 ft (assist by B. Hield),,36,39
116,2,8:15.0,,F. Ntilikina misses 2-pt jump shot from 21 ft,36,39
117,2,8:13.0,Defensive rebound by K. Koufos,,36,39
118,2,8:04.0,Personal foul by F. Ntilikina (drawn by B. Hield),,36,39
119,2,8:04.0,,E. Freedom enters the game for K. O'Quinn,36,39
120,2,7:56.0,Shooting foul by E. Freedom (drawn by D. Fox),,36,39
121,2,7:56.0,D. Fox makes free throw 1 of 2,,37,39
122,2,7:56.0,,J. Jack enters the game for F. Ntilikina,37,39
123,2,7:56.0,D. Fox makes free throw 2 of 2,,38,39
124,2,7:38.0,,M. Beasley makes 2-pt layup from 1 ft,38,41
125,2,7:38.0,,Shooting foul by S. Labissière (drawn by M. Beasley),38,41
126,2,7:38.0,,M. Beasley misses free throw 1 of 1,38,41
127,2,7:36.0,Defensive rebound by K. Koufos,,38,41
128,2,7:27.0,K. Koufos makes 2-pt dunk at rim (assist by D. Fox),,40,41
129,2,7:08.0,,M. Beasley makes 2-pt jump shot from 7 ft,40,43
130,2,6:54.0,B. Hield makes 2-pt jump shot from 17 ft,,42,43
131,2,6:31.0,,E. Freedom makes 2-pt hook shot from 5 ft,42,45
132,2,6:24.0,D. Fox misses 2-pt layup from 3 ft,,42,45
133,2,6:24.0,,Defensive rebound by Team,42,45
134,2,6:24.0,Loose ball foul by D. Fox (drawn by E. Freedom),,42,45
135,2,6:24.0,,New York full timeout,42,45
136,2,6:24.0,Z. Randolph enters the game for S. Labissière,,42,45
137,2,6:02.0,,C. Lee makes 3-pt jump shot from 27 ft (assist by E. Freedom),42,48
138,2,5:46.0,B. Hield misses 2-pt jump shot from 14 ft,,42,48
139,2,5:45.0,,Defensive rebound by C. Lee,42,48
140,2,5:30.0,,Turnover by D. McDermott (traveling),42,48
141,2,5:30.0,,K. Porziņģis enters the game for M. Beasley,42,48
142,2,5:12.0,Z. Randolph misses 2-pt jump shot from 8 ft,,42,48
143,2,5:09.0,,Defensive rebound by E. Freedom,42,48
144,2,4:59.0,,J. Jack misses 2-pt jump shot from 9 ft,42,48
145,2,4:56.0,Defensive rebound by J. Jackson,,42,48
146,2,4:49.0,J. Jackson misses 2-pt jump shot from 17 ft,,42,48
147,2,4:46.0,,Defensive rebound by E. Freedom,42,48
148,2,4:39.0,,K. Porziņģis makes 2-pt jump shot from 10 ft (assist by J. Jack),42,50
149,2,4:29.0,Sacramento full timeout,,42,50
150,2,4:29.0,,T. Hardaway enters the game for D. McDermott,42,50
151,2,4:29.0,B. Bogdanović enters the game for B. Hield,,42,50
152,2,4:29.0,W. Cauley-Stein enters the game for J. Jackson,,42,50
153,2,4:29.0,G. Temple enters the game for K. Koufos,,42,50
154,2,4:14.0,W. Cauley-Stein misses 2-pt jump shot from 8 ft,,42,50
155,2,4:12.0,Offensive rebound by Team,,42,50
156,2,4:05.0,G. Temple misses 3-pt jump shot from 23 ft,,42,50
157,2,4:03.0,,Defensive rebound by K. Porziņģis,42,50
158,2,3:53.0,,Turnover by J. Jack (bad pass; steal by B. Bogdanović),42,50
159,2,3:52.0,Shooting foul by T. Hardaway (drawn by B. Bogdanović),,42,50
160,2,3:52.0,B. Bogdanović makes free throw 1 of 2,,43,50
161,2,3:52.0,G. Hill enters the game for D. Fox,,43,50
162,2,3:52.0,B. Bogdanović makes free throw 2 of 2,,44,50
163,2,3:38.0,,C. Lee makes 2-pt layup from 2 ft,44,52
164,2,3:27.0,Turnover by Z. Randolph (bad pass),,44,52
165,2,3:14.0,,K. Porziņģis misses 2-pt jump shot from 17 ft,44,52
166,2,3:09.0,,Offensive rebound by E. Freedom,44,52
167,2,3:08.0,,C. Lee misses 3-pt jump shot from 23 ft,44,52
168,2,3:08.0,,Violation by K. Porziņģis (kicked ball),44,52
169,2,3:04.0,Defensive rebound by Team,,44,52
170,2,2:56.0,Turnover by G. Hill (traveling),,44,52
171,2,2:41.0,,Shooting foul by W. Cauley-Stein (drawn by K. Porziņģis),44,52
172,2,2:41.0,,K. Porziņģis makes free throw 1 of 2,44,53
173,2,2:41.0,,K. O'Quinn enters the game for E. Freedom,44,53
174,2,2:41.0,,F. Ntilikina enters the game for J. Jack,44,53
175,2,2:41.0,,K. Porziņģis makes free throw 2 of 2,44,54
176,2,2:31.0,Personal foul by K. O'Quinn (drawn by Z. Randolph),,44,54
177,2,2:31.0,Z. Randolph makes free throw 1 of 2,,45,54
178,2,2:31.0,Z. Randolph makes free throw 2 of 2,,46,54
179,2,2:07.0,,Shooting foul by B. Bogdanović (drawn by C. Lee),46,54
180,2,2:07.0,,C. Lee makes free throw 1 of 2,46,55
181,2,2:07.0,,C. Lee misses free throw 2 of 2,46,55
182,2,2:05.0,Defensive rebound by G. Temple,,46,55
183,2,1:51.0,G. Temple makes 2-pt jump shot from 20 ft (assist by Z. Randolph),,48,55
184,2,1:30.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),48,58
185,2,1:18.0,Personal foul by K. Porziņģis (drawn by W. Cauley-Stein),,48,58
186,2,1:18.0,W. Cauley-Stein misses free throw 1 of 2,,48,58
187,2,1:18.0,Offensive rebound by Team,,48,58
188,2,1:18.0,W. Cauley-Stein makes free throw 2 of 2,,49,58
189,2,1:04.0,,Shooting foul by W. Cauley-Stein (drawn by F. Ntilikina),49,58
190,2,1:04.0,,F. Ntilikina makes free throw 1 of 2,49,59
191,2,1:04.0,,F. Ntilikina makes free throw 2 of 2,49,60
192,2,0:55.0,G. Temple misses 3-pt jump shot from 24 ft,,49,60
193,2,0:52.0,,Defensive rebound by K. O'Quinn,49,60
194,2,0:47.0,,Personal foul by W. Cauley-Stein (drawn by K. Porziņģis),49,60
195,2,0:47.0,,K. Porziņģis makes free throw 1 of 2,49,61
196,2,0:47.0,,K. Porziņģis makes free throw 2 of 2,49,62
197,2,0:37.0,G. Hill misses 2-pt jump shot from 13 ft,,49,62
198,2,0:34.0,,Defensive rebound by K. O'Quinn,49,62
199,2,0:19.0,,K. Porziņģis makes 2-pt layup from 3 ft,49,64
200,2,0:19.0,,Shooting foul by B. Bogdanović (drawn by K. Porziņģis),49,64
201,2,0:19.0,,K. Porziņģis misses free throw 1 of 1,49,64
202,2,0:14.0,Defensive rebound by B. Bogdanović,,49,64
203,2,0:01.0,G. Hill misses 2-pt jump shot from 22 ft,,49,64
204,2,0:00.0,,Defensive rebound by Team,49,64
205,3,11:39.0,W. Cauley-Stein makes 2-pt hook shot from 6 ft,,51,64
206,3,11:15.0,,K. Porziņģis misses 2-pt jump shot from 22 ft,51,64
207,3,11:13.0,Defensive rebound by G. Hill,,51,64
208,3,11:04.0,Z. Randolph misses 2-pt layup from 2 ft (block by K. Porziņģis),,51,64
209,3,11:01.0,,Defensive rebound by K. Porziņģis,51,64
210,3,10:55.0,,E. Freedom makes 2-pt layup from 1 ft (assist by J. Jack),51,66
211,3,10:37.0,W. Cauley-Stein misses 2-pt jump shot from 19 ft,,51,66
212,3,10:34.0,,Defensive rebound by E. Freedom,51,66
213,3,10:22.0,,K. Porziņģis misses 2-pt layup from 2 ft (block by G. Hill),51,66
214,3,10:21.0,,Offensive rebound by K. Porziņģis,51,66
215,3,10:21.0,,Personal foul by G. Hill (drawn by K. Porziņģis),51,66
216,3,10:11.0,,E. Freedom makes 2-pt layup from 3 ft (assist by C. Lee),51,68
217,3,9:54.0,Turnover by Z. Randolph (bad pass),,51,68
218,3,9:38.0,,K. Porziņģis misses 2-pt jump shot from 19 ft,51,68
219,3,9:36.0,Defensive rebound by W. Cauley-Stein,,51,68
220,3,9:24.0,G. Hill misses 3-pt jump shot from 24 ft,,51,68
221,3,9:21.0,,Defensive rebound by E. Freedom,51,68
222,3,9:14.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Jack),51,71
223,3,9:13.0,Sacramento full timeout,,51,71
224,3,8:55.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by Z. Randolph),,53,71
225,3,8:38.0,,K. Porziņģis makes 2-pt jump shot from 11 ft (assist by T. Hardaway),53,73
226,3,8:38.0,,Shooting foul by G. Hill (drawn by K. Porziņģis),53,73
227,3,8:38.0,,K. Porziņģis makes free throw 1 of 1,53,74
228,3,8:18.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,53,74
229,3,8:15.0,,Defensive rebound by K. Porziņģis,53,74
230,3,8:09.0,,T. Hardaway misses 2-pt layup from 2 ft (block by G. Temple),53,74
231,3,8:08.0,,Offensive rebound by T. Hardaway,53,74
232,3,8:08.0,,T. Hardaway misses 2-pt layup from 2 ft,53,74
233,3,8:08.0,,Offensive rebound by Team,53,74
234,3,8:02.0,,T. Hardaway misses 3-pt jump shot from 25 ft,53,74
235,3,7:58.0,Defensive rebound by Z. Randolph,,53,74
236,3,7:38.0,Z. Randolph misses 2-pt jump shot from 18 ft,,53,74
237,3,7:38.0,,Defensive rebound by Team,53,74
238,3,7:38.0,Loose ball foul by W. Cauley-Stein (drawn by E. Freedom),,53,74
239,3,7:38.0,S. Labissière enters the game for W. Cauley-Stein,,53,74
240,3,7:38.0,K. Koufos enters the game for Z. Randolph,,53,74
241,3,7:25.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,53,74
242,3,7:21.0,Defensive rebound by K. Koufos,,53,74
243,3,7:10.0,K. Koufos misses 2-pt hook shot from 5 ft,,53,74
244,3,7:08.0,,Defensive rebound by E. Freedom,53,74
245,3,6:55.0,,E. Freedom misses 2-pt hook shot from 3 ft,53,74
246,3,6:49.0,,Offensive rebound by E. Freedom,53,74
247,3,6:49.0,,E. Freedom makes 2-pt layup at rim,53,76
248,3,6:44.0,Shooting foul by E. Freedom (drawn by S. Labissière),,53,76
249,3,6:44.0,S. Labissière makes free throw 1 of 2,,54,76
250,3,6:44.0,S. Labissière makes free throw 2 of 2,,55,76
251,3,6:27.0,,E. Freedom makes 2-pt dunk at rim (assist by C. Lee),55,78
252,3,6:14.0,Shooting foul by K. Porziņģis (drawn by S. Labissière),,55,78
253,3,6:14.0,S. Labissière makes free throw 1 of 2,,56,78
254,3,6:14.0,S. Labissière makes free throw 2 of 2,,57,78
255,3,5:59.0,,T. Hardaway misses 3-pt jump shot from 25 ft,57,78
256,3,5:56.0,Defensive rebound by S. Labissière,,57,78
257,3,5:52.0,G. Temple makes 2-pt jump shot from 12 ft (assist by B. Bogdanović),,59,78
258,3,5:35.0,,C. Lee makes 3-pt jump shot from 22 ft (assist by J. Jack),59,81
259,3,5:35.0,Sacramento full timeout,,59,81
260,3,5:26.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,59,81
261,3,5:24.0,Offensive rebound by S. Labissière,,59,81
262,3,5:15.0,G. Temple misses 2-pt jump shot from 8 ft,,59,81
263,3,5:13.0,,Defensive rebound by Team,59,81
264,3,4:56.0,,K. Porziņģis misses 3-pt jump shot from 23 ft,59,81
265,3,4:54.0,Defensive rebound by B. Bogdanović,,59,81
266,3,4:47.0,Def 3 sec tech foul by K. Porziņģis,,59,81
267,3,4:47.0,B. Bogdanović makes technical free throw,,60,81
268,3,4:47.0,,D. McDermott enters the game for T. Hardaway,60,81
269,3,4:35.0,S. Labissière misses 2-pt jump shot from 21 ft,,60,81
270,3,4:32.0,,Defensive rebound by E. Freedom,60,81
271,3,4:24.0,,K. Porziņģis makes 2-pt hook shot from 5 ft,60,83
272,3,4:12.0,S. Labissière misses 3-pt jump shot from 25 ft,,60,83
273,3,4:08.0,,Defensive rebound by E. Freedom,60,83
274,3,4:01.0,,K. Porziņģis makes 2-pt jump shot from 4 ft (assist by J. Jack),60,85
275,3,3:44.0,G. Temple misses 3-pt jump shot from 25 ft,,60,85
276,3,3:39.0,,Defensive rebound by C. Lee,60,85
277,3,3:27.0,,D. McDermott misses 3-pt jump shot from 22 ft,60,85
278,3,3:25.0,Defensive rebound by G. Temple,,60,85
279,3,3:20.0,B. Bogdanović misses 2-pt layup from 1 ft,,60,85
280,3,3:19.0,,Defensive rebound by D. McDermott,60,85
281,3,3:19.0,,F. Ntilikina enters the game for J. Jack,60,85
282,3,3:19.0,D. Fox enters the game for G. Hill,,60,85
283,3,3:19.0,B. Hield enters the game for B. Bogdanović,,60,85
284,3,3:19.0,J. Jackson enters the game for G. Temple,,60,85
285,3,3:03.0,,E. Freedom misses 2-pt hook shot from 9 ft,60,85
286,3,3:00.0,,Offensive rebound by F. Ntilikina,60,85
287,3,2:53.0,,E. Freedom makes 2-pt layup from 1 ft (assist by K. Porziņģis),60,87
288,3,2:53.0,,Shooting foul by S. Labissière (drawn by E. Freedom),60,87
289,3,2:53.0,,E. Freedom makes free throw 1 of 1,60,88
290,3,2:53.0,,M. Beasley enters the game for K. Porziņģis,60,88
291,3,2:42.0,S. Labissière misses 2-pt jump shot from 7 ft,,60,88
292,3,2:39.0,,Defensive rebound by M. Beasley,60,88
293,3,2:33.0,,C. Lee makes 2-pt layup from 1 ft,60,90
294,3,2:19.0,Shooting foul by F. Ntilikina (drawn by D. Fox),,60,90
295,3,2:19.0,D. Fox misses free throw 1 of 2,,60,90
296,3,2:19.0,Offensive rebound by Team,,60,90
297,3,2:19.0,,D. Dotson enters the game for C. Lee,60,90
298,3,2:19.0,D. Fox makes free throw 2 of 2,,61,90
299,3,2:04.0,,D. McDermott misses 2-pt jump shot from 16 ft,61,90
300,3,2:00.0,Defensive rebound by B. Hield,,61,90
301,3,1:48.0,B. Hield misses 2-pt jump shot from 9 ft,,61,90
302,3,1:44.0,,Defensive rebound by M. Beasley,61,90
303,3,1:30.0,,E. Freedom misses 2-pt jump shot from 5 ft,61,90
304,3,1:28.0,Defensive rebound by B. Hield,,61,90
305,3,1:20.0,K. Koufos misses 2-pt hook shot from 8 ft,,61,90
306,3,1:18.0,Offensive rebound by K. Koufos,,61,90
307,3,1:16.0,K. Koufos misses 2-pt hook shot from 7 ft,,61,90
308,3,1:11.0,Offensive rebound by B. Hield,,61,90
309,3,1:11.0,B. Hield misses 2-pt layup at rim,,61,90
310,3,1:11.0,,Defensive rebound by E. Freedom,61,90
311,3,1:00.0,,M. Beasley misses 2-pt jump shot from 11 ft,61,90
312,3,0:57.0,Defensive rebound by K. Koufos,,61,90
313,3,0:50.0,Personal foul by D. Dotson (drawn by J. Jackson),,61,90
314,3,0:37.0,J. Jackson makes 2-pt jump shot from 4 ft,,63,90
315,3,0:22.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,63,90
316,3,0:19.0,Defensive rebound by B. Hield,,63,90
317,3,0:02.0,D. Fox makes 2-pt layup at rim,,65,90
318,3,0:02.0,Shooting foul by F. Ntilikina (drawn by D. Fox),,65,90
319,3,0:02.0,F. Mason enters the game for S. Labissière,,65,90
320,3,0:02.0,D. Fox makes free throw 1 of 1,,66,90
321,4,11:42.0,,K. O'Quinn misses 2-pt layup from 4 ft,66,90
322,4,11:38.0,,Offensive rebound by D. McDermott,66,90
323,4,11:38.0,,D. McDermott misses 2-pt layup at rim,66,90
324,4,11:36.0,,Offensive rebound by K. O'Quinn,66,90
325,4,11:36.0,,K. O'Quinn makes 2-pt layup at rim,66,92
326,4,11:26.0,J. Jackson misses 3-pt jump shot from 27 ft,,66,92
327,4,11:22.0,,Defensive rebound by K. O'Quinn,66,92
328,4,11:11.0,,D. Dotson makes 2-pt jump shot from 14 ft (assist by K. O'Quinn),66,94
329,4,10:59.0,D. Fox misses 2-pt layup from 9 ft,,66,94
330,4,10:56.0,,Defensive rebound by F. Ntilikina,66,94
331,4,10:51.0,,D. Dotson misses 2-pt jump shot from 20 ft,66,94
332,4,10:48.0,Defensive rebound by J. Jackson,,66,94
333,4,10:44.0,B. Hield misses 2-pt layup from 1 ft (block by M. Beasley),,66,94
334,4,10:41.0,,Defensive rebound by K. O'Quinn,66,94
335,4,10:35.0,,M. Beasley makes 2-pt layup from 1 ft (assist by K. O'Quinn),66,96
336,4,10:21.0,J. Jackson misses 3-pt jump shot from 23 ft,,66,96
337,4,10:17.0,Offensive rebound by K. Koufos,,66,96
338,4,10:12.0,Shooting foul by K. O'Quinn (drawn by B. Hield),,66,96
339,4,10:12.0,B. Hield misses free throw 1 of 2,,66,96
340,4,10:12.0,Offensive rebound by Team,,66,96
341,4,10:12.0,B. Hield makes free throw 2 of 2,,67,96
342,4,10:00.0,Offensive charge foul by D. Dotson (drawn by D. Fox),,67,96
343,4,10:00.0,,Turnover by D. Dotson (offensive foul),67,96
344,4,9:39.0,B. Hield makes 2-pt jump shot from 22 ft,,69,96
345,4,9:21.0,,D. Dotson makes 2-pt jump shot from 13 ft (assist by K. O'Quinn),69,98
346,4,9:04.0,J. Jackson misses 3-pt jump shot from 25 ft,,69,98
347,4,9:01.0,,Defensive rebound by Team,69,98
348,4,8:50.0,,D. Dotson makes 2-pt layup from 1 ft (assist by K. O'Quinn),69,100
349,4,8:42.0,Shooting foul by K. O'Quinn (drawn by F. Mason),,69,100
350,4,8:42.0,F. Mason misses free throw 1 of 2,,69,100
351,4,8:42.0,Offensive rebound by Team,,69,100
352,4,8:42.0,,W. Hernangómez enters the game for K. O'Quinn,69,100
353,4,8:42.0,S. Labissière enters the game for D. Fox,,69,100
354,4,8:42.0,F. Mason makes free throw 2 of 2,,70,100
355,4,8:29.0,,Turnover by D. Dotson (lost ball; steal by S. Labissière),70,100
356,4,8:22.0,B. Hield misses 2-pt jump shot from 5 ft,,70,100
357,4,8:20.0,,Defensive rebound by M. Beasley,70,100
358,4,8:14.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),70,103
359,4,7:55.0,J. Jackson misses 2-pt jump shot from 21 ft,,70,103
360,4,7:53.0,Offensive rebound by J. Jackson,,70,103
361,4,7:50.0,Turnover by J. Jackson (bad pass; steal by W. Hernangómez),,70,103
362,4,7:42.0,,D. McDermott misses 3-pt jump shot from 23 ft,70,103
363,4,7:39.0,Defensive rebound by K. Koufos,,70,103
364,4,7:32.0,B. Hield makes 3-pt jump shot from 24 ft (assist by F. Mason),,73,103
365,4,7:17.0,,Turnover by F. Ntilikina (bad pass; steal by S. Labissière),73,103
366,4,7:13.0,S. Labissière misses 2-pt layup from 2 ft (block by M. Beasley),,73,103
367,4,7:09.0,Offensive rebound by B. Hield,,73,103
368,4,7:02.0,F. Mason makes 3-pt jump shot from 25 ft (assist by K. Koufos),,76,103
369,4,6:38.0,,W. Hernangómez misses 2-pt jump shot from 9 ft (block by K. Koufos),76,103
370,4,6:38.0,,Offensive rebound by Team,76,103
371,4,6:38.0,,New York full timeout,76,103
372,4,6:38.0,D. Fox enters the game for J. Jackson,,76,103
373,4,6:38.0,,New York full timeout,76,103
374,4,6:38.0,,J. Jack enters the game for F. Ntilikina,76,103
375,4,6:33.0,,W. Hernangómez misses 3-pt jump shot from 24 ft,76,103
376,4,6:33.0,Defensive rebound by Team,,76,103
377,4,6:14.0,Turnover by K. Koufos (offensive goaltending),,76,103
