,QUARTER,TIME_REMAINING,UTAH_ACTION,LA CLIPPERS_ACTION,UTAH_SCORE,LA CLIPPERS_SCORE
0,1,11:42.0,,D. Jordan misses 2-pt hook shot from 2 ft,0,0
1,1,11:39.0,Defensive rebound by R. Rubio,,0,0
2,1,11:34.0,R. Rubio makes 2-pt jump shot from 13 ft,,2,0
3,1,11:20.0,,Turnover by P. Beverley (bad pass),2,0
4,1,11:06.0,R. Rubio misses 2-pt jump shot from 16 ft,,2,0
5,1,11:04.0,,Defensive rebound by D. Jordan,2,0
6,1,10:57.0,,A. Rivers makes 2-pt layup from 1 ft,2,2
7,1,10:57.0,,Shooting foul by D. Mitchell (drawn by A. Rivers),2,2
8,1,10:57.0,,A. Rivers misses free throw 1 of 1,2,2
9,1,10:54.0,Defensive rebound by R. Gobert,,2,2
10,1,10:42.0,D. Mitchell misses 3-pt jump shot from 25 ft,,2,2
11,1,10:38.0,,Defensive rebound by D. Jordan,2,2
12,1,10:31.0,,Personal foul by J. Ingles (drawn by D. Jordan),2,2
13,1,10:27.0,,P. Beverley misses 2-pt layup from 1 ft,2,2
14,1,10:24.0,Defensive rebound by R. Gobert,,2,2
15,1,10:18.0,R. Rubio makes 2-pt jump shot from 10 ft,,4,2
16,1,10:04.0,,D. Jordan misses 2-pt layup at rim,4,2
17,1,10:04.0,,Offensive rebound by D. Jordan,4,2
18,1,9:57.0,,D. Jordan makes 2-pt layup at rim,4,4
19,1,9:35.0,D. Mitchell misses 3-pt jump shot from 27 ft,,4,4
20,1,9:32.0,,Defensive rebound by D. Gallinari,4,4
21,1,9:22.0,,P. Beverley makes 2-pt jump shot from 8 ft,4,6
22,1,9:11.0,Turnover by J. Ingles (bad pass),,4,6
23,1,8:50.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by A. Rivers),4,9
24,1,8:25.0,D. Mitchell makes 2-pt layup from 1 ft (assist by J. Ingles),,6,9
25,1,8:10.0,,A. Rivers misses 3-pt jump shot from 22 ft,6,9
26,1,8:08.0,Defensive rebound by D. Favors,,6,9
27,1,7:50.0,Personal foul by B. Griffin (drawn by R. Rubio),,6,9
28,1,7:35.0,R. Rubio makes 2-pt jump shot from 20 ft,,8,9
29,1,7:09.0,,D. Jordan misses 2-pt hook shot from 4 ft (block by R. Gobert),8,9
30,1,7:05.0,Defensive rebound by D. Mitchell,,8,9
31,1,7:02.0,Turnover by D. Mitchell (bad pass; steal by D. Gallinari),,8,9
32,1,7:01.0,,Personal foul by R. Rubio (drawn by B. Griffin),8,9
33,1,6:52.0,,D. Gallinari misses 2-pt jump shot from 16 ft,8,9
34,1,6:49.0,Defensive rebound by R. Rubio,,8,9
35,1,6:45.0,R. Rubio makes 2-pt jump shot from 15 ft,,10,9
36,1,6:28.0,,B. Griffin misses 3-pt jump shot from 26 ft,10,9
37,1,6:26.0,,Offensive rebound by D. Jordan,10,9
38,1,6:26.0,,Shooting foul by R. Gobert (drawn by D. Jordan),10,9
39,1,6:26.0,,LA Clippers full timeout,10,9
40,1,6:26.0,A. Burks enters the game for D. Mitchell,,10,9
41,1,6:26.0,,D. Jordan misses free throw 1 of 1,10,9
42,1,6:26.0,,Offensive rebound by Team,10,9
43,1,6:26.0,,Turnover by P. Beverley (turnover),10,9
44,1,6:08.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by A. Burks),,13,9
45,1,5:46.0,,B. Griffin makes 2-pt dunk from 2 ft,13,11
46,1,5:27.0,J. Ingles misses 3-pt jump shot from 26 ft,,13,11
47,1,5:25.0,,Defensive rebound by B. Griffin,13,11
48,1,5:24.0,,Personal foul by J. Ingles (drawn by D. Gallinari),13,11
49,1,5:24.0,,L. Williams enters the game for P. Beverley,13,11
50,1,5:24.0,J. Johnson enters the game for J. Ingles,,13,11
51,1,5:24.0,T. Sefolosha enters the game for D. Favors,,13,11
52,1,5:24.0,,D. Gallinari makes free throw 1 of 2,13,12
53,1,5:24.0,,D. Gallinari makes free throw 2 of 2,13,13
54,1,5:00.0,A. Burks misses 2-pt layup from 2 ft,,13,13
55,1,4:57.0,,Defensive rebound by D. Gallinari,13,13
56,1,4:54.0,,L. Williams misses 2-pt jump shot from 4 ft,13,13
57,1,4:54.0,Defensive rebound by R. Gobert,,13,13
58,1,4:46.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,13,13
59,1,4:46.0,Offensive rebound by R. Rubio,,13,13
60,1,4:39.0,Turnover by R. Rubio (bad pass; steal by D. Gallinari),,13,13
61,1,4:23.0,,A. Rivers makes 2-pt layup from 1 ft (assist by B. Griffin),13,15
62,1,3:58.0,Personal foul by A. Rivers (drawn by T. Sefolosha),,13,15
63,1,3:58.0,,W. Johnson enters the game for D. Gallinari,13,15
64,1,3:49.0,R. Rubio misses 2-pt jump shot from 14 ft,,13,15
65,1,3:46.0,,Defensive rebound by D. Jordan,13,15
66,1,3:29.0,,A. Rivers misses 3-pt jump shot from 25 ft,13,15
67,1,3:27.0,Defensive rebound by A. Burks,,13,15
68,1,3:23.0,Personal foul by L. Williams (drawn by R. Rubio),,13,15
