,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
65,1,4:48.0,,Defensive rebound by K. Towns,8,23
66,1,4:45.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),8,25
67,1,4:45.0,,Shooting foul by D. Miller (drawn by K. Towns),8,25
68,1,4:45.0,,T. Jones enters the game for J. Teague,8,25
69,1,4:45.0,,K. Towns makes free throw 1 of 1,8,26
70,1,4:24.0,E. Moore makes 2-pt jump shot from 11 ft,,10,26
71,1,4:05.0,,T. Gibson misses 2-pt hook shot from 6 ft,10,26
72,1,4:03.0,Defensive rebound by A. Davis,,10,26
73,1,3:54.0,J. Holiday misses 2-pt layup from 3 ft,,10,26
74,1,3:50.0,Offensive rebound by A. Davis,,10,26
75,1,3:50.0,A. Davis makes 2-pt dunk at rim,,12,26
76,1,3:34.0,,A. Wiggins misses 2-pt jump shot from 13 ft,12,26
77,1,3:31.0,Defensive rebound by N. Mirotić,,12,26
78,1,3:25.0,A. Davis makes 2-pt layup at rim (assist by J. Holiday),,14,26
79,1,3:08.0,,K. Towns misses 2-pt jump shot from 19 ft,14,26
80,1,3:05.0,Defensive rebound by J. Holiday,,14,26
81,1,3:03.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,16,26
82,1,2:46.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),16,29
83,1,2:33.0,Turnover by J. Holiday (traveling),,16,29
84,1,2:33.0,,G. Dieng enters the game for K. Towns,16,29
85,1,2:33.0,,N. Bjelica enters the game for T. Gibson,16,29
86,1,2:33.0,I. Clark enters the game for E. Moore,,16,29
87,1,2:33.0,,J. Crawford enters the game for A. Wiggins,16,29
88,1,2:21.0,,J. Butler misses 2-pt jump shot from 19 ft,16,29
89,1,2:18.0,Defensive rebound by I. Clark,,16,29
90,1,2:09.0,A. Davis makes 2-pt jump shot from 10 ft,,18,29
91,1,1:52.0,,Shooting foul by I. Clark (drawn by J. Butler),18,29
92,1,1:52.0,,J. Butler makes free throw 1 of 2,18,30
93,1,1:52.0,M. James enters the game for J. Holiday,,18,30
94,1,1:52.0,,J. Butler makes free throw 2 of 2,18,31
95,1,1:37.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by A. Davis),,21,31
96,1,1:11.0,,G. Dieng makes 2-pt jump shot from 8 ft (assist by N. Bjelica),21,33
97,1,1:00.0,A. Davis makes 2-pt jump shot from 20 ft,,23,33
98,1,0:49.0,,N. Bjelica makes 3-pt jump shot from 24 ft (assist by J. Butler),23,36
99,1,0:41.0,A. Davis makes 3-pt jump shot from 26 ft (assist by M. James),,26,36
100,1,0:35.0,,Shooting foul by D. Miller (drawn by J. Butler),26,36
101,1,0:35.0,,J. Butler misses free throw 1 of 3,26,36
102,1,0:35.0,,Offensive rebound by Team,26,36
103,1,0:35.0,,J. Butler misses free throw 2 of 3,26,36
104,1,0:35.0,,Offensive rebound by Team,26,36
105,1,0:35.0,,J. Butler makes free throw 3 of 3,26,37
106,1,0:31.0,D. Miller makes 3-pt jump shot from 22 ft (assist by M. James),,29,37
107,1,0:11.0,,J. Butler misses 2-pt layup from 2 ft (block by D. Miller),29,37
108,1,0:09.0,Defensive rebound by D. Miller,,29,37
109,1,0:08.0,Personal take foul by G. Dieng (drawn by M. James),,29,37
110,1,0:02.0,M. James misses 2-pt jump shot from 15 ft,,29,37
111,1,0:02.0,,Defensive rebound by J. Butler,29,37
112,2,11:52.0,,Turnover by T. Jones (lost ball; steal by M. James),29,37
113,2,11:49.0,N. Mirotić makes 2-pt layup at rim,,31,37
114,2,11:36.0,,Turnover by A. Wiggins (lost ball; steal by N. Mirotić),31,37
115,2,11:29.0,Turnover by N. Mirotić (bad pass; steal by A. Wiggins),,31,37
116,2,11:25.0,,T. Jones makes 2-pt jump shot from 20 ft (assist by A. Wiggins),31,39
117,2,10:59.0,M. James misses 3-pt jump shot from 25 ft,,31,39
118,2,10:55.0,,Defensive rebound by T. Jones,31,39
119,2,10:49.0,,N. Bjelica misses 2-pt layup from 5 ft,31,39
120,2,10:46.0,,Offensive rebound by G. Dieng,31,39
121,2,10:38.0,,G. Dieng misses 2-pt jump shot from 14 ft,31,39
122,2,10:37.0,Defensive rebound by C. Diallo,,31,39
123,2,10:27.0,N. Mirotić misses 3-pt jump shot from 25 ft,,31,39
124,2,10:23.0,Offensive rebound by C. Diallo,,31,39
125,2,10:16.0,C. Diallo misses 2-pt jump shot from 19 ft,,31,39
126,2,10:13.0,,Defensive rebound by G. Dieng,31,39
127,2,10:04.0,,T. Jones makes 2-pt jump shot from 15 ft,31,41
128,2,9:41.0,Turnover by D. Miller (lost ball; steal by J. Crawford),,31,41
129,2,9:34.0,,J. Crawford misses 2-pt jump shot from 20 ft,31,41
130,2,9:30.0,Defensive rebound by C. Diallo,,31,41
131,2,9:22.0,Turnover by M. James (lost ball; steal by T. Jones),,31,41
132,2,9:19.0,,T. Jones makes 2-pt layup from 1 ft,31,43
133,2,8:58.0,M. James makes 2-pt jump shot from 12 ft,,33,43
134,2,8:35.0,,N. Bjelica makes 2-pt dunk at rim (assist by J. Crawford),33,45
135,2,8:22.0,Personal foul by N. Bjelica (drawn by I. Clark),,33,45
136,2,8:16.0,M. James misses 2-pt jump shot from 19 ft,,33,45
137,2,8:13.0,,Defensive rebound by G. Dieng,33,45
138,2,8:10.0,,Shooting foul by M. James (drawn by T. Jones),33,45
139,2,8:10.0,,T. Jones makes free throw 1 of 2,33,46
140,2,8:10.0,J. Holiday enters the game for M. James,,33,46
141,2,8:10.0,,T. Jones makes free throw 2 of 2,33,47
142,2,7:55.0,C. Diallo misses 2-pt layup at rim,,33,47
143,2,7:51.0,,Defensive rebound by G. Dieng,33,47
144,2,7:40.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Crawford),33,49
145,2,7:27.0,I. Clark makes 3-pt jump shot from 23 ft (assist by J. Holiday),,36,49
146,2,7:07.0,,J. Crawford makes 2-pt jump shot from 19 ft,36,51
147,2,6:50.0,J. Holiday misses 2-pt jump shot from 11 ft,,36,51
148,2,6:47.0,,Defensive rebound by G. Dieng,36,51
149,2,6:41.0,,T. Jones misses 2-pt jump shot from 5 ft,36,51
150,2,6:38.0,Defensive rebound by C. Diallo,,36,51
151,2,6:32.0,D. Miller misses 3-pt jump shot from 26 ft,,36,51
152,2,6:30.0,Offensive rebound by N. Mirotić,,36,51
153,2,6:28.0,N. Mirotić misses 2-pt layup at rim,,36,51
154,2,6:28.0,Offensive rebound by N. Mirotić,,36,51
155,2,6:27.0,Shooting foul by A. Wiggins (drawn by N. Mirotić),,36,51
156,2,6:27.0,,Minnesota full timeout,36,51
157,2,6:27.0,,J. Teague enters the game for T. Jones,36,51
158,2,6:27.0,,K. Towns enters the game for G. Dieng,36,51
159,2,6:27.0,D. Cunningham enters the game for D. Miller,,36,51
160,2,6:27.0,N. Mirotić makes free throw 1 of 2,,37,51
161,2,6:27.0,N. Mirotić misses free throw 2 of 2,,37,51
162,2,6:25.0,,Defensive rebound by J. Crawford,37,51
163,2,6:12.0,,K. Towns misses 2-pt layup from 1 ft (block by C. Diallo),37,51
164,2,6:10.0,Defensive rebound by C. Diallo,,37,51
165,2,6:05.0,Turnover by J. Holiday (bad pass; steal by N. Bjelica),,37,51
166,2,6:00.0,,J. Crawford makes 2-pt jump shot from 11 ft,37,53
167,2,6:00.0,,Shooting foul by D. Cunningham (drawn by J. Crawford),37,53
168,2,6:00.0,A. Davis enters the game for N. Mirotić,,37,53
169,2,6:00.0,,T. Gibson enters the game for N. Bjelica,37,53
170,2,6:00.0,,J. Crawford makes free throw 1 of 1,37,54
171,2,5:40.0,J. Holiday makes 2-pt jump shot from 6 ft,,39,54
172,2,5:40.0,Shooting foul by J. Crawford (drawn by J. Holiday),,39,54
173,2,5:40.0,J. Holiday makes free throw 1 of 1,,40,54
174,2,5:30.0,,J. Crawford misses 3-pt jump shot from 24 ft,40,54
175,2,5:26.0,,Offensive rebound by T. Gibson,40,54
176,2,5:16.0,,Turnover by K. Towns (turnover),40,54
177,2,5:01.0,Personal foul by T. Gibson (drawn by A. Davis),,40,54
178,2,5:01.0,,J. Butler enters the game for J. Crawford,40,54
179,2,5:01.0,N. Mirotić enters the game for C. Diallo,,40,54
180,2,4:57.0,J. Holiday misses 2-pt layup from 1 ft,,40,54
181,2,4:54.0,,Defensive rebound by K. Towns,40,54
182,2,4:45.0,,Turnover by J. Teague (out of bounds lost ball),40,54
183,2,4:41.0,Personal foul by A. Wiggins (drawn by A. Davis),,40,54
184,2,4:41.0,A. Davis makes free throw 1 of 2,,41,54
185,2,4:41.0,A. Davis makes free throw 2 of 2,,42,54
186,2,4:29.0,,A. Wiggins misses 2-pt jump shot from 20 ft,42,54
187,2,4:27.0,Defensive rebound by I. Clark,,42,54
188,2,4:21.0,I. Clark makes 2-pt jump shot from 19 ft (assist by J. Holiday),,44,54
189,2,4:03.0,,J. Butler makes 2-pt layup from 1 ft,44,56
190,2,3:54.0,Turnover by J. Holiday (bad pass; steal by K. Towns),,44,56
191,2,3:50.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Teague),44,58
192,2,3:38.0,A. Davis makes 2-pt jump shot from 10 ft (assist by J. Holiday),,46,58
193,2,3:31.0,,Turnover by J. Teague (discontinued dribble),46,58
194,2,3:26.0,I. Clark misses 2-pt jump shot from 15 ft,,46,58
195,2,3:22.0,Offensive rebound by I. Clark,,46,58
196,2,3:20.0,I. Clark makes 2-pt jump shot from 5 ft,,48,58
197,2,3:00.0,,J. Butler makes 2-pt jump shot from 7 ft,48,60
198,2,2:38.0,Shooting foul by K. Towns (drawn by J. Holiday),,48,60
199,2,2:38.0,New Orleans full timeout,,48,60
200,2,2:38.0,J. Holiday makes free throw 1 of 2,,49,60
201,2,2:38.0,J. Holiday makes free throw 2 of 2,,50,60
202,2,2:26.0,,J. Butler misses 3-pt jump shot from 24 ft,50,60
203,2,2:22.0,,Offensive rebound by K. Towns,50,60
204,2,2:05.0,,J. Butler makes 2-pt jump shot from 13 ft,50,62
205,2,1:40.0,A. Davis misses 2-pt jump shot from 19 ft,,50,62
206,2,1:38.0,,Defensive rebound by A. Wiggins,50,62
207,2,1:32.0,,J. Butler makes 2-pt dunk from 1 ft (assist by J. Teague),50,64
208,2,1:18.0,I. Clark misses 3-pt jump shot from 22 ft,,50,64
209,2,1:16.0,,Defensive rebound by K. Towns,50,64
210,2,0:55.0,,Turnover by Team (shot clock),50,64
211,2,0:45.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by J. Holiday),,53,64
212,2,0:31.0,,K. Towns misses 2-pt dunk from 1 ft,53,64
213,2,0:28.0,Defensive rebound by I. Clark,,53,64
214,2,0:27.0,Turnover by I. Clark (lost ball; steal by J. Butler),,53,64
215,2,0:27.0,,T. Gibson makes 2-pt dunk from 1 ft,53,66
216,2,0:09.0,N. Mirotić misses 3-pt jump shot from 26 ft,,53,66
217,2,0:06.0,,Defensive rebound by J. Butler,53,66
218,2,0:03.0,,A. Wiggins misses 2-pt layup from 2 ft (block by J. Holiday),53,66
219,2,0:03.0,,Offensive rebound by Team,53,66
220,2,0:02.0,,J. Butler misses 3-pt jump shot from 22 ft,53,66
221,2,0:02.0,,Offensive rebound by J. Butler,53,66
222,3,11:46.0,,J. Butler makes 2-pt jump shot from 10 ft,53,68
223,3,11:26.0,E. Moore misses 2-pt jump shot from 8 ft,,53,68
224,3,11:23.0,,Defensive rebound by T. Gibson,53,68
225,3,11:17.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Teague),53,71
226,3,11:06.0,A. Davis makes 2-pt layup at rim (assist by J. Holiday),,55,71
227,3,10:39.0,,K. Towns misses 2-pt jump shot from 3 ft,55,71
228,3,10:36.0,Defensive rebound by J. Holiday,,55,71
229,3,10:31.0,A. Davis makes 2-pt dunk at rim (assist by E. Moore),,57,71
230,3,10:13.0,,A. Wiggins makes 2-pt jump shot from 13 ft,57,73
231,3,9:57.0,A. Davis misses 3-pt jump shot from 24 ft,,57,73
232,3,9:55.0,,Defensive rebound by Team,57,73
233,3,9:39.0,,Turnover by J. Teague (bad pass; steal by A. Davis),57,73
234,3,9:35.0,Turnover by E. Moore (traveling),,57,73
235,3,9:22.0,,K. Towns misses 2-pt layup from 3 ft (block by A. Davis),57,73
236,3,9:20.0,Defensive rebound by J. Holiday,,57,73
237,3,9:16.0,J. Holiday misses 3-pt jump shot from 24 ft,,57,73
238,3,9:12.0,,Defensive rebound by J. Butler,57,73
239,3,9:09.0,,J. Butler makes 3-pt jump shot from 24 ft,57,76
240,3,9:07.0,New Orleans full timeout,,57,76
241,3,9:07.0,N. Mirotić enters the game for E. Moore,,57,76
242,3,8:55.0,N. Mirotić misses 2-pt jump shot from 19 ft,,57,76
243,3,8:51.0,,Defensive rebound by J. Butler,57,76
244,3,8:42.0,,J. Butler makes 2-pt layup from 1 ft,57,78
245,3,8:18.0,R. Rondo makes 2-pt jump shot from 18 ft (assist by N. Mirotić),,59,78
246,3,7:59.0,,A. Wiggins misses 3-pt jump shot from 25 ft,59,78
247,3,7:56.0,Defensive rebound by R. Rondo,,59,78
248,3,7:50.0,R. Rondo makes 2-pt layup from 2 ft,,61,78
249,3,7:37.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Butler),61,80
250,3,7:22.0,Turnover by A. Davis (out of bounds lost ball),,61,80
251,3,7:07.0,,Turnover by T. Gibson (lost ball; steal by N. Mirotić),61,80
252,3,7:01.0,J. Holiday misses 2-pt jump shot from 7 ft,,61,80
253,3,6:58.0,Offensive rebound by N. Mirotić,,61,80
254,3,6:53.0,D. Cunningham misses 3-pt jump shot from 24 ft,,61,80
255,3,6:50.0,,Defensive rebound by K. Towns,61,80
256,3,6:45.0,,J. Teague misses 3-pt jump shot from 25 ft,61,80
257,3,6:39.0,,Offensive rebound by A. Wiggins,61,80
258,3,6:39.0,,A. Wiggins makes 2-pt layup at rim,61,82
259,3,6:31.0,D. Cunningham misses 2-pt layup at rim,,61,82
260,3,6:29.0,,Defensive rebound by T. Gibson,61,82
261,3,6:25.0,,J. Teague misses 2-pt jump shot from 11 ft,61,82
262,3,6:23.0,Defensive rebound by N. Mirotić,,61,82
263,3,6:11.0,A. Davis makes 2-pt layup at rim,,63,82
264,3,5:44.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by T. Gibson),63,85
265,3,5:21.0,R. Rondo makes 3-pt jump shot from 23 ft,,66,85
266,3,5:07.0,,Turnover by J. Butler (bad pass; steal by N. Mirotić),66,85
267,3,5:00.0,A. Davis misses 2-pt jump shot from 2 ft,,66,85
268,3,4:59.0,Offensive rebound by A. Davis,,66,85
269,3,4:59.0,A. Davis makes 2-pt layup from 2 ft,,68,85
270,3,4:59.0,Shooting foul by K. Towns (drawn by A. Davis),,68,85
271,3,4:59.0,,J. Crawford enters the game for J. Butler,68,85
272,3,4:59.0,I. Clark enters the game for J. Holiday,,68,85
273,3,4:59.0,D. Miller enters the game for D. Cunningham,,68,85
274,3,4:59.0,A. Davis makes free throw 1 of 1,,69,85
275,3,4:37.0,,J. Teague misses 2-pt jump shot from 7 ft,69,85
276,3,4:34.0,Defensive rebound by I. Clark,,69,85
277,3,4:30.0,D. Miller misses 3-pt jump shot from 25 ft,,69,85
278,3,4:25.0,Offensive rebound by N. Mirotić,,69,85
279,3,4:21.0,I. Clark misses 3-pt jump shot from 24 ft,,69,85
280,3,4:18.0,,Defensive rebound by J. Teague,69,85
281,3,4:08.0,,T. Gibson misses 2-pt layup from 4 ft (block by N. Mirotić),69,85
282,3,4:05.0,,Offensive rebound by T. Gibson,69,85
283,3,4:04.0,,T. Gibson makes 2-pt layup from 2 ft,69,87
284,3,3:55.0,A. Davis misses 3-pt jump shot from 24 ft,,69,87
285,3,3:55.0,Offensive rebound by N. Mirotić,,69,87
286,3,3:51.0,A. Davis misses 2-pt layup from 3 ft (block by J. Teague),,69,87
287,3,3:50.0,,Defensive rebound by Team,69,87
288,3,3:50.0,,T. Jones enters the game for J. Teague,69,87
289,3,3:38.0,,T. Jones misses 3-pt jump shot from 23 ft,69,87
290,3,3:36.0,Defensive rebound by R. Rondo,,69,87
291,3,3:28.0,Shooting foul by T. Jones (drawn by N. Mirotić),,69,87
292,3,3:28.0,N. Mirotić makes free throw 1 of 2,,70,87
293,3,3:28.0,N. Mirotić makes free throw 2 of 2,,71,87
294,3,3:09.0,,Turnover by J. Crawford (bad pass; steal by A. Davis),71,87
295,3,3:05.0,I. Clark misses 3-pt jump shot from 22 ft,,71,87
296,3,2:59.0,Offensive rebound by A. Davis,,71,87
297,3,2:59.0,A. Davis makes 2-pt layup at rim,,73,87
298,3,2:47.0,,T. Jones misses 2-pt layup from 2 ft (block by I. Clark),73,87
299,3,2:47.0,,Offensive rebound by Team,73,87
300,3,2:47.0,,Minnesota full timeout,73,87
301,3,2:45.0,,J. Crawford makes 3-pt jump shot from 22 ft (assist by T. Jones),73,90
302,3,2:26.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by R. Rondo),,76,90
303,3,2:06.0,,A. Wiggins misses 3-pt jump shot from 26 ft,76,90
304,3,2:03.0,Defensive rebound by N. Mirotić,,76,90
305,3,1:51.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by I. Clark),,79,90
306,3,1:33.0,,Personal foul by R. Rondo (drawn by J. Crawford),79,90
307,3,1:33.0,,J. Butler enters the game for A. Wiggins,79,90
308,3,1:33.0,J. Holiday enters the game for R. Rondo,,79,90
309,3,1:27.0,,J. Crawford misses 2-pt jump shot from 19 ft,79,90
310,3,1:22.0,,Offensive rebound by K. Towns,79,90
311,3,1:22.0,,K. Towns makes 2-pt layup from 3 ft,79,92
312,3,1:22.0,,Shooting foul by D. Miller (drawn by K. Towns),79,92
313,3,1:22.0,,K. Towns makes free throw 1 of 1,79,93
314,3,1:12.0,J. Holiday makes 2-pt layup from 1 ft,,81,93
315,3,0:58.0,,J. Butler misses 2-pt jump shot from 12 ft (block by D. Miller),81,93
316,3,0:55.0,Defensive rebound by N. Mirotić,,81,93
317,3,0:49.0,A. Davis misses 2-pt jump shot from 13 ft,,81,93
318,3,0:46.0,,Defensive rebound by T. Gibson,81,93
319,3,0:37.0,,J. Butler misses 2-pt layup at rim,81,93
320,3,0:34.0,Defensive rebound by I. Clark,,81,93
321,3,0:29.0,J. Holiday misses 3-pt jump shot from 24 ft,,81,93
322,3,0:26.0,,Defensive rebound by J. Crawford,81,93
323,3,0:04.0,,J. Crawford misses 2-pt jump shot from 21 ft,81,93
324,3,0:04.0,,Offensive rebound by K. Towns,81,93
325,3,0:02.0,,K. Towns makes 2-pt dunk at rim,81,95
326,4,11:37.0,I. Clark misses 3-pt jump shot from 24 ft,,81,95
327,4,11:35.0,Offensive rebound by C. Diallo,,81,95
328,4,11:35.0,Shooting foul by J. Butler (drawn by C. Diallo),,81,95
329,4,11:35.0,C. Diallo makes free throw 1 of 2,,82,95
330,4,11:35.0,C. Diallo makes free throw 2 of 2,,83,95
331,4,11:12.0,,Shooting foul by N. Mirotić (drawn by J. Butler),83,95
332,4,11:12.0,,J. Butler makes free throw 1 of 2,83,96
333,4,11:12.0,,J. Butler makes free throw 2 of 2,83,97
334,4,10:55.0,D. Miller makes 2-pt jump shot from 14 ft (assist by J. Holiday),,85,97
335,4,10:30.0,,J. Crawford misses 3-pt jump shot from 28 ft,85,97
336,4,10:28.0,Defensive rebound by C. Diallo,,85,97
337,4,10:18.0,N. Mirotić misses 3-pt jump shot from 24 ft,,85,97
338,4,10:13.0,Offensive rebound by C. Diallo,,85,97
339,4,10:12.0,N. Mirotić makes 2-pt layup at rim (assist by C. Diallo),,87,97
340,4,10:12.0,,Minnesota full timeout,87,97
341,4,10:01.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by J. Butler),87,99
342,4,9:42.0,C. Diallo misses 2-pt jump shot from 16 ft,,87,99
343,4,9:39.0,,Defensive rebound by J. Butler,87,99
344,4,9:33.0,,Shooting foul by C. Diallo (drawn by J. Butler),87,99
345,4,9:33.0,,J. Butler misses free throw 1 of 2,87,99
346,4,9:33.0,,Offensive rebound by Team,87,99
347,4,9:33.0,,J. Butler makes free throw 2 of 2,87,100
348,4,9:18.0,Shooting foul by T. Jones (drawn by C. Diallo),,87,100
349,4,9:18.0,C. Diallo makes free throw 1 of 2,,88,100
350,4,9:18.0,C. Diallo makes free throw 2 of 2,,89,100
351,4,9:05.0,,N. Bjelica misses 3-pt jump shot from 25 ft,89,100
352,4,9:01.0,Defensive rebound by D. Miller,,89,100
353,4,8:50.0,C. Diallo misses 2-pt jump shot from 10 ft (block by J. Crawford),,89,100
354,4,8:47.0,,Defensive rebound by N. Bjelica,89,100
355,4,8:41.0,,Turnover by J. Crawford (bad pass; steal by N. Mirotić),89,100
356,4,8:24.0,C. Diallo misses 2-pt jump shot from 3 ft,,89,100
357,4,8:22.0,,Defensive rebound by G. Dieng,89,100
358,4,8:17.0,,T. Jones makes 3-pt jump shot from 22 ft (assist by J. Butler),89,103
359,4,8:15.0,New Orleans full timeout,,89,103
360,4,8:15.0,A. Davis enters the game for N. Mirotić,,89,103
361,4,8:02.0,J. Holiday misses 2-pt jump shot from 12 ft,,89,103
362,4,8:00.0,,Defensive rebound by N. Bjelica,89,103
363,4,7:44.0,,T. Jones makes 2-pt layup from 1 ft (assist by J. Butler),89,105
364,4,7:30.0,A. Davis makes 2-pt jump shot from 8 ft (assist by J. Holiday),,91,105
365,4,7:15.0,,J. Crawford misses 3-pt jump shot from 23 ft,91,105
366,4,7:13.0,Defensive rebound by A. Davis,,91,105
367,4,7:05.0,A. Davis misses 2-pt jump shot from 21 ft,,91,105
368,4,7:02.0,,Defensive rebound by N. Bjelica,91,105
369,4,6:51.0,,G. Dieng misses 2-pt jump shot from 20 ft,91,105
370,4,6:51.0,Defensive rebound by C. Diallo,,91,105
371,4,6:38.0,I. Clark makes 2-pt jump shot from 16 ft,,93,105
372,4,6:19.0,,N. Bjelica misses 3-pt jump shot from 26 ft,93,105
373,4,6:15.0,Defensive rebound by J. Holiday,,93,105
374,4,6:10.0,Turnover by A. Davis (lost ball; steal by T. Jones),,93,105
375,4,6:06.0,,T. Jones makes 2-pt layup from 1 ft,93,107
376,4,5:50.0,A. Davis misses 2-pt jump shot from 8 ft,,93,107
377,4,5:48.0,Offensive rebound by C. Diallo,,93,107
378,4,5:48.0,C. Diallo makes 2-pt layup at rim,,95,107
379,4,5:48.0,,Minnesota full timeout,95,107
380,4,5:48.0,,T. Gibson enters the game for T. Jones,95,107
381,4,5:48.0,,K. Towns enters the game for G. Dieng,95,107
382,4,5:48.0,,J. Teague enters the game for N. Bjelica,95,107
383,4,5:48.0,,A. Wiggins enters the game for J. Crawford,95,107
384,4,5:48.0,N. Mirotić enters the game for C. Diallo,,95,107
385,4,5:48.0,R. Rondo enters the game for D. Miller,,95,107
386,4,5:30.0,,J. Butler misses 2-pt jump shot from 21 ft,95,107
387,4,5:26.0,Defensive rebound by A. Davis,,95,107
