,QUARTER,TIME_REMAINING,MIAMI_ACTION,PORTLAND_ACTION,MIAMI_SCORE,PORTLAND_SCORE
382,4,6:38.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,90,93
383,4,6:21.0,,D. Lillard misses 3-pt jump shot from 28 ft,90,93
384,4,6:17.0,Defensive rebound by K. Olynyk,,90,93
385,4,6:08.0,Turnover by K. Olynyk (traveling),,90,93
386,4,6:08.0,,J. Nurkić enters the game for E. Davis,90,93
387,4,5:56.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by E. Turner),90,96
388,4,5:36.0,K. Olynyk misses 3-pt jump shot from 25 ft,,90,96
389,4,5:32.0,,Defensive rebound by E. Turner,90,96
390,4,5:26.0,,E. Turner makes 2-pt layup from 1 ft (assist by J. Nurkić),90,98
391,4,5:26.0,Miami full timeout,,90,98
392,4,5:10.0,T. Johnson makes 2-pt jump shot from 14 ft (assist by R. McGruder),,92,98
393,4,4:46.0,,A. Aminu misses 3-pt jump shot from 22 ft,92,98
394,4,4:43.0,Defensive rebound by R. McGruder,,92,98
395,4,4:29.0,W. Ellington misses 3-pt jump shot from 27 ft,,92,98
396,4,4:26.0,,Defensive rebound by D. Lillard,92,98
397,4,4:12.0,,A. Aminu makes 3-pt jump shot from 22 ft,92,101
398,4,3:53.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,95,101
399,4,3:27.0,,D. Lillard makes 3-pt jump shot from 26 ft,95,104
400,4,3:15.0,Shooting foul by J. Nurkić (drawn by J. Winslow),,95,104
401,4,3:15.0,J. Winslow misses free throw 1 of 2,,95,104
402,4,3:15.0,Offensive rebound by Team,,95,104
403,4,3:15.0,,C. McCollum enters the game for P. Connaughton,95,104
404,4,3:15.0,G. Dragić enters the game for W. Ellington,,95,104
405,4,3:15.0,J. Johnson enters the game for K. Olynyk,,95,104
406,4,3:15.0,J. Winslow misses free throw 2 of 2,,95,104
407,4,3:13.0,,Defensive rebound by E. Turner,95,104
408,4,2:58.0,,E. Turner makes 3-pt jump shot from 22 ft (assist by J. Nurkić),95,107
409,4,2:42.0,J. Johnson misses 2-pt jump shot from 17 ft,,95,107
410,4,2:39.0,,Defensive rebound by A. Aminu,95,107
411,4,2:22.0,,D. Lillard misses 3-pt jump shot from 27 ft,95,107
412,4,2:19.0,Defensive rebound by J. Johnson,,95,107
413,4,2:14.0,T. Johnson misses 3-pt jump shot from 25 ft,,95,107
414,4,2:11.0,,Defensive rebound by J. Nurkić,95,107
415,4,2:00.0,,E. Turner misses 3-pt jump shot from 23 ft,95,107
416,4,1:58.0,,Offensive rebound by Team,95,107
417,4,1:52.0,,D. Lillard misses 2-pt layup at rim (block by J. Winslow),95,107
418,4,1:52.0,,Offensive rebound by J. Nurkić,95,107
419,4,1:52.0,,J. Nurkić makes 2-pt dunk at rim,95,109
420,4,1:52.0,Miami full timeout,,95,109
421,4,1:52.0,K. Olynyk enters the game for J. Johnson,,95,109
422,4,1:46.0,G. Dragić misses 2-pt layup from 1 ft,,95,109
423,4,1:44.0,,Defensive rebound by A. Aminu,95,109
424,4,1:29.0,,Personal foul by K. Olynyk (drawn by J. Nurkić),95,109
425,4,1:22.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),95,111
426,4,1:22.0,,Shooting foul by G. Dragić (drawn by J. Nurkić),95,111
427,4,1:22.0,W. Ellington enters the game for G. Dragić,,95,111
428,4,1:22.0,,J. Nurkić misses free throw 1 of 1,95,111
429,4,1:20.0,,Offensive rebound by A. Aminu,95,111
430,4,1:20.0,,A. Aminu makes 2-pt layup at rim,95,113
431,4,1:14.0,R. McGruder makes 2-pt jump shot from 17 ft (assist by J. Winslow),,97,113
432,4,0:57.0,,A. Aminu misses 3-pt jump shot from 26 ft,97,113
433,4,0:54.0,Defensive rebound by T. Johnson,,97,113
434,4,0:48.0,R. McGruder makes 2-pt layup at rim (assist by K. Olynyk),,99,113
435,4,0:27.0,,Personal foul by K. Olynyk (drawn by D. Lillard),99,113
436,4,0:27.0,,D. Lillard makes free throw 1 of 2,99,114
437,4,0:27.0,,J. Layman enters the game for C. McCollum,99,114
438,4,0:27.0,,P. Connaughton enters the game for J. Nurkić,99,114
439,4,0:27.0,,Z. Collins enters the game for J. Layman,99,114
440,4,0:27.0,,D. Lillard makes free throw 2 of 2,99,115
441,4,0:23.0,Turnover by J. Winslow (lost ball; steal by A. Aminu),,99,115
442,4,0:00.0,,Turnover by Team (shot clock),99,115
