,QUARTER,TIME_REMAINING,DENVER_ACTION,WASHINGTON_ACTION,DENVER_SCORE,WASHINGTON_SCORE
384,4,1:11.0,Defensive rebound by T. Craig,,100,95
385,4,1:11.0,Denver full timeout,,100,95
386,4,1:11.0,,T. Satoranský enters the game for M. Gortat,100,95
387,4,1:11.0,J. Murray enters the game for T. Craig,,100,95
388,4,1:11.0,N. Jokić enters the game for M. Plumlee,,100,95
389,4,1:07.0,Personal take foul by K. Oubre (drawn by J. Murray),,100,95
390,4,1:01.0,Personal foul by K. Oubre (drawn by W. Barton),,100,95
391,4,1:01.0,W. Barton makes free throw 1 of 2,,101,95
392,4,1:01.0,T. Craig enters the game for J. Murray,,101,95
393,4,1:01.0,M. Plumlee enters the game for N. Jokić,,101,95
394,4,1:01.0,W. Barton makes free throw 2 of 2,,102,95
395,4,0:47.0,,T. Satoranský misses 2-pt dunk from 2 ft (block by M. Plumlee),102,95
396,4,0:46.0,,Offensive rebound by K. Oubre,102,95
397,4,0:46.0,,K. Oubre makes 2-pt jump shot from 3 ft,102,97
398,4,0:46.0,Denver full timeout,,102,97
399,4,0:46.0,N. Jokić enters the game for T. Craig,,102,97
400,4,0:46.0,J. Murray enters the game for M. Plumlee,,102,97
401,4,0:41.0,Personal foul by K. Oubre (drawn by J. Murray),,102,97
402,4,0:41.0,J. Murray makes free throw 1 of 2,,103,97
403,4,0:41.0,T. Craig enters the game for N. Jokić,,103,97
404,4,0:41.0,J. Murray makes free throw 2 of 2,,104,97
405,4,0:38.0,,Personal foul by D. Harris (drawn by T. Satoranský),104,97
406,4,0:33.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by T. Satoranský),104,100
407,4,0:32.0,Turnover by D. Harris (turnover),,104,100
408,4,0:30.0,,B. Beal misses 2-pt jump shot from 22 ft,104,100
409,4,0:26.0,Defensive rebound by W. Barton,,104,100
410,4,0:26.0,Personal foul by O. Porter (drawn by W. Barton),,104,100
411,4,0:26.0,W. Barton makes free throw 1 of 2,,105,100
412,4,0:26.0,W. Barton makes free throw 2 of 2,,106,100
413,4,0:18.0,,Turnover by M. Morris (bad pass; steal by W. Chandler),106,100
414,4,0:11.0,Personal foul by O. Porter (drawn by W. Barton),,106,100
415,4,0:11.0,W. Barton makes free throw 1 of 2,,107,100
416,4,0:11.0,W. Barton makes free throw 2 of 2,,108,100
417,4,0:05.0,,O. Porter misses 3-pt jump shot from 30 ft,108,100
418,4,0:00.0,Defensive rebound by W. Chandler,,108,100
