,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BOSTON_ACTION,CHARLOTTE_SCORE,BOSTON_SCORE
37,1,7:05.0,M. Williams misses 3-pt jump shot from 26 ft,,13,17
38,1,7:02.0,,Defensive rebound by J. Brown,13,17
39,1,6:52.0,,J. Tatum makes 2-pt layup from 2 ft (assist by A. Baynes),13,19
40,1,6:42.0,Charlotte full timeout,,13,19
41,1,6:36.0,M. Williams misses 3-pt jump shot from 25 ft,,13,19
42,1,6:32.0,,Defensive rebound by K. Irving,13,19
43,1,6:12.0,,A. Horford misses 2-pt jump shot from 12 ft,13,19
44,1,6:10.0,Defensive rebound by N. Batum,,13,19
45,1,6:00.0,D. Howard makes 2-pt layup from 3 ft (assist by N. Batum),,15,19
46,1,5:46.0,,J. Tatum misses 2-pt jump shot from 18 ft,15,19
47,1,5:42.0,Defensive rebound by T. Graham,,15,19
48,1,5:32.0,D. Howard makes 2-pt layup from 2 ft (assist by K. Walker),,17,19
49,1,5:21.0,,K. Irving misses 2-pt jump shot from 8 ft (block by N. Batum),17,19
50,1,5:19.0,,Offensive rebound by K. Irving,17,19
51,1,5:17.0,,K. Irving makes 2-pt jump shot from 14 ft,17,21
52,1,5:03.0,Personal foul by A. Baynes (drawn by D. Howard),,17,21
53,1,5:03.0,,M. Smart enters the game for J. Tatum,17,21
54,1,5:03.0,,M. Morris enters the game for A. Baynes,17,21
55,1,4:58.0,T. Graham misses 2-pt jump shot from 18 ft,,17,21
56,1,4:57.0,,Defensive rebound by A. Horford,17,21
57,1,4:47.0,,K. Irving misses 3-pt jump shot from 25 ft,17,21
58,1,4:47.0,Defensive rebound by N. Batum,,17,21
59,1,4:42.0,N. Batum makes 2-pt jump shot from 10 ft,,19,21
60,1,4:24.0,,J. Brown misses 2-pt layup from 1 ft,19,21
61,1,4:21.0,Defensive rebound by M. Williams,,19,21
62,1,4:20.0,Turnover by M. Williams (bad pass; steal by K. Irving),,19,21
63,1,4:15.0,,M. Morris misses 2-pt layup from 2 ft,19,21
64,1,4:15.0,,Offensive rebound by M. Morris,19,21
65,1,4:15.0,,Boston full timeout,19,21
66,1,4:06.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by A. Horford),19,24
67,1,3:46.0,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),,22,24
68,1,3:22.0,,K. Irving makes 2-pt jump shot from 21 ft,22,26
69,1,3:05.0,N. Batum misses 2-pt jump shot from 15 ft,,22,26
70,1,3:02.0,,Defensive rebound by K. Irving,22,26
71,1,2:57.0,,Turnover by K. Irving (lost ball; steal by D. Howard),22,26
72,1,2:53.0,T. Graham misses 2-pt layup from 2 ft,,22,26
73,1,2:47.0,,Defensive rebound by M. Morris,22,26
74,1,2:28.0,,Shooting foul by T. Graham (drawn by K. Irving),22,26
75,1,2:28.0,,K. Irving makes free throw 1 of 2,22,27
76,1,2:28.0,,T. Rozier enters the game for J. Brown,22,27
77,1,2:28.0,F. Kaminsky enters the game for M. Williams,,22,27
78,1,2:28.0,J. Lamb enters the game for K. Walker,,22,27
79,1,2:28.0,M. Carter-Williams enters the game for T. Graham,,22,27
80,1,2:28.0,,K. Irving makes free throw 2 of 2,22,28
81,1,2:19.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by N. Batum),,24,28
82,1,2:19.0,Shooting foul by K. Irving (drawn by M. Carter-Williams),,24,28
83,1,2:19.0,,G. Monroe enters the game for A. Horford,24,28
84,1,2:19.0,M. Carter-Williams misses free throw 1 of 1,,24,28
85,1,2:17.0,,Defensive rebound by M. Morris,24,28
86,1,2:01.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by M. Smart),24,30
87,1,1:43.0,D. Howard makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,26,30
88,1,1:43.0,Shooting foul by G. Monroe (drawn by D. Howard),,26,30
89,1,1:43.0,,S. Ojeleye enters the game for K. Irving,26,30
90,1,1:43.0,D. Howard makes free throw 1 of 1,,27,30
91,1,1:28.0,,M. Morris misses 2-pt jump shot from 16 ft,27,30
92,1,1:22.0,Defensive rebound by D. Howard,,27,30
93,1,1:16.0,,Violation by M. Smart (kicked ball),27,30
94,1,1:16.0,W. Hernangómez enters the game for D. Howard,,27,30
95,1,1:12.0,N. Batum misses 3-pt jump shot from 27 ft,,27,30
96,1,1:08.0,,Defensive rebound by M. Smart,27,30
97,1,0:54.0,,M. Smart makes 2-pt jump shot from 18 ft (assist by M. Morris),27,32
98,1,0:42.0,N. Batum makes 2-pt layup from 3 ft (assist by M. Carter-Williams),,29,32
99,1,0:30.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by T. Rozier),29,35
100,1,0:18.0,N. Batum misses 2-pt layup from 7 ft (block by G. Monroe),,29,35
101,1,0:18.0,Offensive rebound by Team,,29,35
102,1,0:17.0,J. Lamb makes 2-pt dunk from 1 ft (assist by N. Batum),,31,35
103,1,0:00.0,,M. Morris makes 2-pt jump shot from 14 ft (assist by M. Smart),31,37
104,2,11:43.0,W. Hernangómez misses 2-pt hook shot from 7 ft,,31,37
105,2,11:39.0,,Defensive rebound by G. Monroe,31,37
106,2,11:22.0,,G. Monroe makes 2-pt hook shot from 4 ft,31,39
107,2,11:03.0,M. Carter-Williams makes 2-pt layup from 3 ft,,33,39
108,2,10:50.0,,T. Rozier misses 3-pt jump shot from 25 ft,33,39
109,2,10:46.0,Defensive rebound by F. Kaminsky,,33,39
110,2,10:31.0,Turnover by W. Hernangómez (traveling),,33,39
111,2,10:17.0,,G. Monroe makes 2-pt layup from 2 ft (assist by M. Morris),33,41
112,2,10:17.0,,Shooting foul by W. Hernangómez (drawn by G. Monroe),33,41
113,2,10:17.0,,G. Monroe makes free throw 1 of 1,33,42
114,2,10:05.0,J. Lamb misses 2-pt jump shot from 7 ft,,33,42
115,2,10:03.0,Offensive rebound by W. Hernangómez,,33,42
116,2,10:02.0,W. Hernangómez misses 2-pt layup from 2 ft,,33,42
117,2,10:02.0,,Defensive rebound by Team,33,42
118,2,9:45.0,,G. Monroe makes 2-pt layup from 4 ft,33,44
119,2,9:22.0,F. Kaminsky misses 2-pt jump shot from 12 ft,,33,44
120,2,9:19.0,,Defensive rebound by G. Monroe,33,44
121,2,9:06.0,,Personal foul by W. Hernangómez (drawn by G. Monroe),33,44
122,2,9:03.0,,M. Morris misses 3-pt jump shot from 25 ft,33,44
123,2,9:00.0,Defensive rebound by W. Hernangómez,,33,44
124,2,8:52.0,M. Monk misses 2-pt layup from 6 ft,,33,44
125,2,8:48.0,,Defensive rebound by M. Smart,33,44
126,2,8:44.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Smart),33,47
127,2,8:43.0,Charlotte full timeout,,33,47
128,2,8:43.0,M. Williams enters the game for W. Hernangómez,,33,47
129,2,8:24.0,F. Kaminsky makes 2-pt layup from 6 ft,,35,47
130,2,8:03.0,,T. Rozier misses 2-pt layup from 6 ft,35,47
131,2,7:58.0,Defensive rebound by J. Lamb,,35,47
132,2,7:45.0,J. Lamb misses 2-pt layup from 3 ft,,35,47
133,2,7:44.0,Offensive rebound by M. Carter-Williams,,35,47
134,2,7:44.0,M. Carter-Williams makes 2-pt layup at rim,,37,47
135,2,7:23.0,,G. Monroe misses 2-pt jump shot from 5 ft,37,47
136,2,7:19.0,Defensive rebound by M. Williams,,37,47
137,2,7:12.0,J. Lamb misses 2-pt jump shot from 8 ft,,37,47
138,2,7:11.0,Offensive rebound by M. Williams,,37,47
139,2,7:10.0,Offensive foul by M. Williams (drawn by M. Smart),,37,47
140,2,7:10.0,Turnover by M. Williams (offensive foul),,37,47
141,2,7:10.0,,J. Tatum enters the game for G. Monroe,37,47
142,2,6:50.0,,T. Rozier makes 2-pt jump shot from 17 ft,37,49
143,2,6:33.0,M. Monk misses 2-pt jump shot from 17 ft,,37,49
144,2,6:32.0,,Defensive rebound by M. Morris,37,49
145,2,6:26.0,,T. Rozier misses 3-pt jump shot from 25 ft,37,49
146,2,6:25.0,Defensive rebound by M. Williams,,37,49
147,2,6:12.0,K. Walker enters the game for M. Carter-Williams,,37,49
148,2,6:06.0,F. Kaminsky misses 3-pt jump shot from 28 ft,,37,49
149,2,6:02.0,Offensive rebound by M. Williams,,37,49
150,2,6:01.0,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Williams),,40,49
151,2,5:34.0,,M. Morris makes 2-pt jump shot from 14 ft,40,51
152,2,5:17.0,F. Kaminsky makes 2-pt layup from 3 ft (assist by K. Walker),,42,51
153,2,5:04.0,,Turnover by M. Smart (bad pass),42,51
154,2,5:04.0,,K. Irving enters the game for M. Smart,42,51
155,2,5:04.0,N. Batum enters the game for M. Monk,,42,51
156,2,5:04.0,D. Howard enters the game for M. Williams,,42,51
157,2,4:57.0,K. Walker makes 2-pt jump shot from 16 ft,,44,51
158,2,4:34.0,,K. Irving misses 2-pt layup from 7 ft,44,51
159,2,4:32.0,Defensive rebound by F. Kaminsky,,44,51
160,2,4:29.0,K. Walker makes 3-pt jump shot from 27 ft (assist by F. Kaminsky),,47,51
161,2,4:27.0,,Boston full timeout,47,51
162,2,4:27.0,,J. Brown enters the game for T. Rozier,47,51
163,2,4:27.0,,A. Horford enters the game for M. Morris,47,51
164,2,4:27.0,,A. Baynes enters the game for S. Ojeleye,47,51
165,2,4:18.0,,K. Irving makes 2-pt layup from 4 ft (assist by A. Horford),47,53
166,2,3:58.0,Shooting foul by J. Tatum (drawn by F. Kaminsky),,47,53
167,2,3:58.0,F. Kaminsky makes free throw 1 of 2,,48,53
168,2,3:58.0,F. Kaminsky makes free throw 2 of 2,,49,53
169,2,3:42.0,,J. Tatum makes 2-pt layup from 2 ft (assist by J. Brown),49,55
170,2,3:30.0,D. Howard makes 2-pt layup from 2 ft (assist by K. Walker),,51,55
171,2,3:13.0,,A. Baynes makes 2-pt jump shot from 17 ft (assist by J. Brown),51,57
172,2,2:48.0,D. Howard makes 2-pt dunk from 1 ft,,53,57
173,2,2:30.0,,K. Irving makes 2-pt jump shot from 15 ft (assist by A. Baynes),53,59
174,2,2:13.0,F. Kaminsky makes 2-pt hook shot from 10 ft (assist by K. Walker),,55,59
175,2,2:04.0,,K. Irving makes 2-pt layup from 5 ft,55,61
176,2,1:38.0,D. Howard makes 2-pt layup from 1 ft (assist by N. Batum),,57,61
177,2,1:19.0,,A. Baynes makes 2-pt jump shot from 16 ft (assist by A. Horford),57,63
178,2,1:04.0,F. Kaminsky misses 3-pt jump shot from 23 ft,,57,63
179,2,1:01.0,,Defensive rebound by J. Brown,57,63
180,2,0:48.0,,Personal foul by J. Lamb (drawn by J. Tatum),57,63
181,2,0:48.0,M. Williams enters the game for J. Lamb,,57,63
182,2,0:48.0,T. Graham enters the game for F. Kaminsky,,57,63
183,2,0:46.0,,K. Irving makes 2-pt jump shot from 15 ft (assist by J. Brown),57,65
184,2,0:35.0,K. Walker makes 2-pt layup from 1 ft,,59,65
185,2,0:25.0,,A. Baynes makes 2-pt hook shot from 8 ft (assist by K. Irving),59,67
186,2,0:06.0,T. Graham misses 3-pt jump shot from 23 ft (block by J. Tatum),,59,67
187,2,0:05.0,,Defensive rebound by K. Irving,59,67
188,2,0:01.0,,J. Brown misses 3-pt jump shot from 26 ft,59,67
189,2,0:01.0,Defensive rebound by N. Batum,,59,67
190,3,11:43.0,M. Williams misses 2-pt jump shot from 17 ft,,59,67
191,3,11:40.0,,Defensive rebound by A. Baynes,59,67
192,3,11:29.0,,Personal foul by T. Graham (drawn by J. Tatum),59,67
193,3,11:21.0,,A. Baynes makes 2-pt jump shot from 17 ft (assist by J. Brown),59,69
194,3,11:06.0,Turnover by D. Howard (bad pass; steal by J. Brown),,59,69
195,3,11:03.0,,J. Brown makes 2-pt dunk from 1 ft,59,71
196,3,10:36.0,D. Howard misses 2-pt hook shot from 8 ft,,59,71
197,3,10:34.0,,Defensive rebound by A. Baynes,59,71
198,3,10:27.0,,A. Horford makes 2-pt hook shot from 8 ft (assist by K. Irving),59,73
199,3,10:14.0,N. Batum misses 3-pt jump shot from 25 ft,,59,73
200,3,10:11.0,,Defensive rebound by A. Baynes,59,73
201,3,10:03.0,,Offensive foul by A. Horford (drawn by M. Williams),59,73
202,3,10:03.0,,Turnover by A. Horford (offensive foul),59,73
203,3,9:52.0,D. Howard makes 2-pt dunk from 1 ft (assist by N. Batum),,61,73
204,3,9:43.0,,Personal foul by D. Howard (drawn by A. Baynes),61,73
205,3,9:38.0,,K. Irving makes 3-pt jump shot from 25 ft,61,76
206,3,9:37.0,Charlotte full timeout,,61,76
207,3,9:24.0,Shooting foul by A. Horford (drawn by M. Williams),,61,76
208,3,9:24.0,M. Williams makes free throw 1 of 2,,62,76
209,3,9:24.0,M. Williams misses free throw 2 of 2,,62,76
210,3,9:22.0,,Defensive rebound by A. Baynes,62,76
211,3,9:09.0,,A. Baynes misses 2-pt hook shot from 6 ft,62,76
212,3,9:07.0,Defensive rebound by N. Batum,,62,76
213,3,9:00.0,K. Walker misses 2-pt jump shot from 9 ft,,62,76
214,3,8:56.0,,Defensive rebound by A. Baynes,62,76
215,3,8:48.0,,J. Tatum makes 3-pt jump shot from 23 ft (assist by A. Horford),62,79
216,3,8:31.0,M. Williams misses 3-pt jump shot from 25 ft,,62,79
217,3,8:28.0,,Defensive rebound by J. Brown,62,79
218,3,8:23.0,,Shooting foul by D. Howard (drawn by J. Brown),62,79
219,3,8:23.0,,J. Brown makes free throw 1 of 2,62,80
220,3,8:23.0,,J. Brown makes free throw 2 of 2,62,81
221,3,8:10.0,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),,65,81
222,3,7:51.0,,A. Horford makes 3-pt jump shot from 23 ft (assist by A. Baynes),65,84
223,3,7:50.0,Charlotte full timeout,,65,84
224,3,7:31.0,K. Walker misses 3-pt jump shot from 26 ft,,65,84
225,3,7:27.0,,Defensive rebound by J. Tatum,65,84
226,3,7:21.0,,Turnover by J. Tatum (lost ball; steal by T. Graham),65,84
227,3,7:17.0,K. Walker misses 2-pt layup from 7 ft (block by A. Baynes),,65,84
228,3,7:16.0,Offensive rebound by Team,,65,84
229,3,7:08.0,Personal foul by A. Baynes (drawn by D. Howard),,65,84
230,3,6:58.0,K. Walker makes 2-pt jump shot from 17 ft,,67,84
231,3,6:29.0,,K. Irving makes 2-pt jump shot from 19 ft,67,86
232,3,6:14.0,M. Williams misses 2-pt layup from 3 ft (block by A. Baynes),,67,86
233,3,6:09.0,Offensive rebound by D. Howard,,67,86
234,3,6:07.0,N. Batum misses 2-pt jump shot from 12 ft,,67,86
235,3,6:05.0,,Defensive rebound by A. Baynes,67,86
236,3,6:01.0,,J. Tatum misses 2-pt layup from 2 ft (block by D. Howard),67,86
237,3,5:59.0,,Offensive rebound by Team,67,86
238,3,5:59.0,J. Lamb enters the game for T. Graham,,67,86
239,3,5:57.0,,Shooting foul by N. Batum (drawn by J. Brown),67,86
240,3,5:57.0,,J. Brown makes free throw 1 of 2,67,87
241,3,5:57.0,,J. Brown makes free throw 2 of 2,67,88
242,3,5:44.0,Turnover by J. Lamb (out of bounds lost ball),,67,88
243,3,5:39.0,,K. Irving makes 3-pt jump shot from 29 ft,67,91
244,3,5:24.0,K. Walker misses 3-pt jump shot from 25 ft,,67,91
245,3,5:23.0,Offensive rebound by M. Williams,,67,91
246,3,5:23.0,M. Williams misses 2-pt layup at rim,,67,91
247,3,5:22.0,Offensive rebound by Team,,67,91
248,3,5:22.0,,Loose ball foul by J. Brown (drawn by M. Williams),67,91
249,3,5:22.0,,M. Smart enters the game for J. Tatum,67,91
250,3,5:17.0,D. Howard misses 2-pt hook shot from 8 ft,,67,91
251,3,5:16.0,,Defensive rebound by J. Brown,67,91
252,3,5:11.0,,K. Irving misses 3-pt jump shot from 30 ft,67,91
253,3,4:52.0,Defensive rebound by M. Williams,,67,91
254,3,4:52.0,D. Howard misses 2-pt hook shot from 6 ft,,67,91
255,3,4:48.0,,Defensive rebound by A. Baynes,67,91
256,3,4:45.0,,J. Brown makes 2-pt jump shot from 10 ft,67,93
257,3,4:45.0,,Shooting foul by K. Walker (drawn by J. Brown),67,93
258,3,4:45.0,,M. Morris enters the game for A. Horford,67,93
259,3,4:45.0,,J. Brown makes free throw 1 of 1,67,94
260,3,4:45.0,Violation by D. Howard (lane),,67,94
261,3,4:36.0,M. Williams misses 3-pt jump shot from 25 ft,,67,94
262,3,4:32.0,,Defensive rebound by A. Baynes,67,94
263,3,4:24.0,,Turnover by M. Smart (bad pass; steal by N. Batum),67,94
264,3,4:17.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by N. Batum),,70,94
265,3,3:57.0,,J. Brown misses 2-pt layup from 3 ft,70,94
266,3,3:54.0,Defensive rebound by M. Williams,,70,94
267,3,3:43.0,D. Howard makes 2-pt layup from 3 ft (assist by M. Williams),,72,94
268,3,3:42.0,,Boston full timeout,72,94
269,3,3:42.0,F. Kaminsky enters the game for M. Williams,,72,94
270,3,3:20.0,,M. Smart makes 2-pt layup from 3 ft,72,96
271,3,3:04.0,N. Batum misses 2-pt jump shot from 18 ft,,72,96
272,3,2:59.0,,Defensive rebound by A. Baynes,72,96
273,3,2:58.0,,Shooting foul by J. Lamb (drawn by K. Irving),72,96
274,3,2:58.0,,K. Irving makes free throw 1 of 2,72,97
275,3,2:58.0,,S. Ojeleye enters the game for J. Brown,72,97
276,3,2:58.0,M. Carter-Williams enters the game for K. Walker,,72,97
277,3,2:58.0,,K. Irving makes free throw 2 of 2,72,98
278,3,2:46.0,D. Howard makes 2-pt dunk from 2 ft (assist by N. Batum),,74,98
279,3,2:46.0,Shooting foul by M. Smart (drawn by D. Howard),,74,98
280,3,2:46.0,,T. Rozier enters the game for K. Irving,74,98
281,3,2:46.0,D. Howard misses free throw 1 of 1,,74,98
282,3,2:42.0,,Defensive rebound by M. Morris,74,98
283,3,2:35.0,,M. Smart misses 2-pt jump shot from 18 ft (block by J. Lamb),74,98
284,3,2:30.0,Defensive rebound by M. Carter-Williams,,74,98
285,3,2:25.0,M. Carter-Williams makes 2-pt jump shot from 18 ft,,76,98
286,3,2:02.0,,T. Rozier makes 2-pt jump shot from 17 ft,76,100
287,3,1:53.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by N. Batum),,79,100
288,3,1:40.0,,Offensive foul by T. Rozier (drawn by M. Carter-Williams),79,100
289,3,1:40.0,,Turnover by T. Rozier (offensive foul),79,100
290,3,1:40.0,,G. Monroe enters the game for A. Baynes,79,100
291,3,1:40.0,T. Graham enters the game for D. Howard,,79,100
292,3,1:28.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,79,100
293,3,1:24.0,,Defensive rebound by T. Rozier,79,100
294,3,1:08.0,,M. Morris misses 2-pt jump shot from 16 ft (block by M. Carter-Williams),79,100
295,3,1:08.0,,Offensive rebound by Team,79,100
296,3,1:05.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by S. Ojeleye),79,103
297,3,0:49.0,Turnover by M. Carter-Williams (bad pass),,79,103
298,3,0:34.0,,G. Monroe misses 2-pt layup from 5 ft (block by M. Carter-Williams),79,103
299,3,0:31.0,Defensive rebound by N. Batum,,79,103
300,3,0:12.0,F. Kaminsky misses 2-pt jump shot from 12 ft,,79,103
301,3,0:09.0,,Defensive rebound by M. Morris,79,103
302,3,0:00.0,,M. Morris misses 2-pt jump shot from 21 ft,79,103
303,3,0:00.0,,Offensive rebound by Team,79,103
304,4,11:49.0,,M. Morris makes 2-pt hook shot from 6 ft (assist by M. Smart),79,105
305,4,11:27.0,M. Monk makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,82,105
306,4,11:08.0,,Personal foul by M. Monk (drawn by M. Smart),82,105
307,4,11:08.0,,A. Nader enters the game for S. Ojeleye,82,105
308,4,11:03.0,,Personal foul by T. Graham (drawn by M. Morris),82,105
309,4,11:00.0,,G. Monroe makes 2-pt layup from 3 ft,82,107
310,4,11:00.0,,Shooting foul by M. Monk (drawn by G. Monroe),82,107
311,4,11:00.0,,G. Monroe makes free throw 1 of 1,82,108
312,4,10:44.0,Turnover by M. Carter-Williams (bad pass; steal by M. Smart),,82,108
313,4,10:38.0,,T. Rozier makes 2-pt layup from 2 ft,82,110
314,4,10:38.0,Charlotte full timeout,,82,110
315,4,10:25.0,F. Kaminsky makes 2-pt layup from 7 ft (assist by M. Monk),,84,110
316,4,10:25.0,Shooting foul by T. Rozier (drawn by F. Kaminsky),,84,110
317,4,10:25.0,F. Kaminsky makes free throw 1 of 1,,85,110
318,4,10:12.0,,M. Morris makes 2-pt jump shot from 20 ft (assist by M. Smart),85,112
319,4,9:51.0,M. Monk misses 3-pt jump shot from 25 ft,,85,112
320,4,9:48.0,,Defensive rebound by M. Morris,85,112
321,4,9:39.0,,G. Monroe makes 2-pt layup from 2 ft (assist by M. Smart),85,114
322,4,9:25.0,M. Carter-Williams makes 2-pt layup at rim,,87,114
323,4,9:14.0,,A. Nader makes 3-pt jump shot from 23 ft (assist by T. Rozier),87,117
324,4,8:44.0,T. Graham misses 2-pt jump shot from 9 ft,,87,117
325,4,8:41.0,,Defensive rebound by M. Morris,87,117
326,4,8:32.0,,M. Morris makes 2-pt layup from 4 ft (assist by T. Rozier),87,119
327,4,8:24.0,Personal foul by M. Smart (drawn by J. Lamb),,87,119
328,4,8:24.0,,S. Larkin enters the game for M. Smart,87,119
329,4,8:14.0,Shooting foul by S. Larkin (drawn by F. Kaminsky),,87,119
330,4,8:14.0,F. Kaminsky makes free throw 1 of 2,,88,119
331,4,8:14.0,F. Kaminsky makes free throw 2 of 2,,89,119
332,4,8:04.0,,Turnover by G. Monroe (lost ball; steal by M. Monk),89,119
333,4,7:56.0,J. Lamb misses 3-pt jump shot from 24 ft,,89,119
334,4,7:53.0,,Defensive rebound by S. Larkin,89,119
335,4,7:45.0,,G. Monroe makes 2-pt layup at rim (assist by S. Larkin),89,121
336,4,7:32.0,Shooting foul by G. Monroe (drawn by M. Carter-Williams),,89,121
337,4,7:32.0,M. Carter-Williams makes free throw 1 of 2,,90,121
338,4,7:32.0,,S. Ojeleye enters the game for M. Morris,90,121
339,4,7:32.0,M. Carter-Williams makes free throw 2 of 2,,91,121
340,4,7:24.0,,Personal foul by M. Monk (drawn by S. Larkin),91,121
341,4,7:18.0,,A. Nader makes 2-pt jump shot from 6 ft (assist by G. Monroe),91,123
342,4,6:55.0,J. Lamb misses 3-pt jump shot from 26 ft,,91,123
343,4,6:51.0,,Defensive rebound by A. Nader,91,123
344,4,6:41.0,,S. Ojeleye misses 2-pt layup from 3 ft (block by M. Carter-Williams),91,123
345,4,6:38.0,Defensive rebound by J. Lamb,,91,123
346,4,6:36.0,J. Lamb makes 2-pt layup from 1 ft,,93,123
347,4,6:17.0,,S. Ojeleye misses 2-pt layup from 6 ft,93,123
348,4,6:15.0,,Offensive rebound by S. Ojeleye,93,123
349,4,6:15.0,,Shooting foul by T. Graham (drawn by S. Ojeleye),93,123
350,4,6:15.0,,S. Ojeleye misses free throw 1 of 2,93,123
351,4,6:15.0,,Offensive rebound by Team,93,123
352,4,6:15.0,D. Bacon enters the game for J. Lamb,,93,123
353,4,6:15.0,,S. Ojeleye makes free throw 2 of 2,93,124
354,4,5:56.0,F. Kaminsky makes 2-pt jump shot from 10 ft,,95,124
355,4,5:56.0,Shooting foul by A. Nader (drawn by F. Kaminsky),,95,124
356,4,5:56.0,F. Kaminsky makes free throw 1 of 1,,96,124
357,4,5:33.0,,G. Monroe misses 2-pt hook shot from 7 ft,96,124
358,4,5:30.0,Defensive rebound by D. Bacon,,96,124
359,4,5:19.0,D. Bacon makes 2-pt layup from 7 ft (assist by M. Monk),,98,124
360,4,5:04.0,,A. Nader misses 3-pt jump shot from 28 ft,98,124
361,4,5:02.0,Defensive rebound by F. Kaminsky,,98,124
362,4,4:51.0,D. Bacon misses 2-pt layup from 3 ft,,98,124
363,4,4:48.0,,Defensive rebound by S. Larkin,98,124
364,4,4:45.0,,Turnover by S. Larkin (lost ball; steal by M. Carter-Williams),98,124
365,4,4:45.0,Personal foul by G. Monroe (drawn by M. Carter-Williams),,98,124
366,4,4:45.0,M. Carter-Williams makes free throw 1 of 2,,99,124
367,4,4:45.0,W. Hernangómez enters the game for F. Kaminsky,,99,124
368,4,4:45.0,M. Carter-Williams makes free throw 2 of 2,,100,124
369,4,4:30.0,,T. Rozier misses 2-pt layup from 2 ft,100,124
370,4,4:28.0,,Offensive rebound by S. Ojeleye,100,124
371,4,4:22.0,J. Stone enters the game for M. Carter-Williams,,100,124
372,4,4:13.0,,T. Rozier makes 3-pt jump shot from 26 ft,100,127
373,4,3:57.0,W. Hernangómez misses 2-pt jump shot from 7 ft,,100,127
374,4,3:55.0,,Defensive rebound by G. Monroe,100,127
375,4,3:39.0,,T. Rozier misses 3-pt jump shot from 22 ft,100,127
376,4,3:37.0,Defensive rebound by J. Stone,,100,127
377,4,3:29.0,,Violation by S. Ojeleye (kicked ball),100,127
378,4,3:23.0,M. Monk misses 2-pt layup from 7 ft,,100,127
