,QUARTER,TIME_REMAINING,UTAH_ACTION,WASHINGTON_ACTION,UTAH_SCORE,WASHINGTON_SCORE
383,4,2:31.0,,K. Oubre makes 3-pt jump shot from 22 ft (assist by B. Beal),98,99
384,4,2:13.0,Utah full timeout,,98,99
385,4,2:04.0,D. Mitchell misses 3-pt jump shot from 29 ft,,98,99
386,4,2:00.0,,Defensive rebound by K. Oubre,98,99
387,4,1:45.0,,B. Beal misses 2-pt layup from 2 ft,98,99
388,4,1:42.0,Defensive rebound by D. Mitchell,,98,99
389,4,1:39.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,101,99
390,4,1:26.0,,B. Beal misses 2-pt layup at rim,101,99
391,4,1:22.0,,Offensive rebound by M. Gortat,101,99
392,4,1:22.0,,M. Gortat misses 2-pt layup at rim,101,99
393,4,1:22.0,,Offensive rebound by J. Wall,101,99
394,4,1:22.0,,J. Wall makes 3-pt jump shot from 26 ft,101,102
395,4,1:09.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,104,102
396,4,1:08.0,,Washington full timeout,104,102
397,4,0:57.0,,J. Wall misses 3-pt jump shot from 25 ft (block by D. Mitchell),104,102
398,4,0:51.0,Defensive rebound by J. Ingles,,104,102
399,4,0:42.0,Personal foul by K. Oubre (drawn by D. Mitchell),,104,102
400,4,0:37.0,D. Mitchell misses 3-pt jump shot from 27 ft,,104,102
401,4,0:33.0,,Defensive rebound by J. Wall,104,102
402,4,0:28.0,,B. Beal misses 3-pt jump shot from 24 ft,104,102
403,4,0:25.0,Defensive rebound by J. Johnson,,104,102
404,4,0:23.0,Personal take foul by O. Porter (drawn by J. Johnson),,104,102
405,4,0:23.0,J. Johnson makes free throw 1 of 2,,105,102
406,4,0:23.0,J. Johnson makes free throw 2 of 2,,106,102
407,4,0:15.0,,K. Oubre makes 2-pt layup at rim (assist by J. Wall),106,104
408,4,0:09.0,Personal take foul by K. Oubre (drawn by J. Johnson),,106,104
409,4,0:09.0,J. Johnson makes free throw 1 of 2,,107,104
410,4,0:09.0,J. Johnson misses free throw 2 of 2,,107,104
411,4,0:07.0,,Defensive rebound by M. Gortat,107,104
412,4,0:07.0,,Washington full timeout,107,104
413,4,0:07.0,T. Sefolosha enters the game for J. Johnson,,107,104
414,4,0:02.0,,Turnover by B. Beal (lost ball; steal by E. Udoh),107,104
