,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA CLIPPERS_ACTION,DETROIT_SCORE,LA CLIPPERS_SCORE
183,2,5:50.0,,Defensive rebound by B. Griffin,37,42
184,2,5:42.0,,Personal foul by H. Ellenson (drawn by B. Griffin),37,42
185,2,5:42.0,,B. Griffin makes free throw 2 of 2,37,43
186,2,5:42.0,,B. Griffin makes free throw 1 of 2,37,44
187,2,5:42.0,A. Tolliver enters the game for H. Ellenson,,37,44
188,2,5:42.0,R. Jackson enters the game for I. Smith,,37,44
189,2,5:31.0,R. Jackson misses 3-pt jump shot from 26 ft,,37,44
190,2,5:25.0,Offensive rebound by R. Jackson,,37,44
191,2,5:10.0,R. Jackson misses 2-pt hook shot from 9 ft,,37,44
192,2,5:05.0,,Defensive rebound by D. Gallinari,37,44
193,2,4:51.0,,B. Griffin misses 2-pt hook shot from 6 ft,37,44
194,2,4:51.0,,Offensive rebound by Team,37,44
195,2,4:51.0,Loose ball foul by A. Tolliver (drawn by B. Griffin),,37,44
196,2,4:51.0,,B. Griffin misses free throw 1 of 2,37,44
197,2,4:51.0,,Offensive rebound by Team,37,44
198,2,4:51.0,A. Bradley enters the game for L. Galloway,,37,44
199,2,4:51.0,,B. Griffin makes free throw 2 of 2,37,45
200,2,4:40.0,A. Bradley makes 2-pt jump shot from 15 ft (assist by R. Jackson),,39,45
201,2,4:15.0,,P. Beverley misses 3-pt jump shot from 25 ft,39,45
202,2,4:12.0,Defensive rebound by A. Bradley,,39,45
203,2,4:09.0,A. Bradley makes 2-pt jump shot from 14 ft,,41,45
204,2,3:42.0,,Turnover by P. Beverley (bad pass; steal by S. Johnson),41,45
205,2,3:31.0,Turnover by A. Drummond (lost ball; steal by P. Beverley),,41,45
206,2,3:19.0,,D. Jordan makes 2-pt layup from 2 ft (assist by P. Beverley),41,47
207,2,3:19.0,,Shooting foul by A. Bradley (drawn by D. Jordan),41,47
208,2,3:19.0,,D. Jordan misses free throw 1 of 1,41,47
209,2,3:14.0,Defensive rebound by A. Drummond,,41,47
210,2,3:03.0,A. Bradley misses 2-pt jump shot from 17 ft,,41,47
211,2,2:57.0,,Defensive rebound by D. Jordan,41,47
212,2,2:48.0,,B. Griffin misses 2-pt layup from 1 ft (block by A. Tolliver),41,47
213,2,2:44.0,Defensive rebound by A. Drummond,,41,47
214,2,2:39.0,R. Jackson misses 2-pt jump shot from 10 ft,,41,47
215,2,2:39.0,Offensive rebound by Team,,41,47
216,2,2:39.0,,Loose ball foul by B. Griffin (drawn by A. Drummond),41,47
217,2,2:39.0,,LA Clippers full timeout,41,47
218,2,2:36.0,Personal foul by A. Rivers (drawn by A. Bradley),,41,47
219,2,2:36.0,A. Bradley makes free throw 1 of 2,,42,47
220,2,2:36.0,A. Bradley makes free throw 2 of 2,,43,47
221,2,2:13.0,,Turnover by D. Gallinari (bad pass; steal by A. Bradley),43,47
222,2,2:06.0,Turnover by A. Bradley (bad pass; steal by A. Rivers),,43,47
223,2,1:56.0,,B. Griffin misses 2-pt layup from 1 ft,43,47
224,2,1:54.0,Defensive rebound by A. Drummond,,43,47
225,2,1:47.0,A. Tolliver misses 3-pt jump shot from 26 ft,,43,47
226,2,1:42.0,,Defensive rebound by A. Rivers,43,47
227,2,1:36.0,,Turnover by A. Rivers (lost ball; steal by A. Bradley),43,47
228,2,1:34.0,A. Bradley misses 2-pt dunk at rim,,43,47
229,2,1:29.0,Offensive rebound by A. Bradley,,43,47
230,2,1:28.0,A. Bradley misses 2-pt layup at rim (block by P. Beverley),,43,47
231,2,1:28.0,Offensive rebound by R. Jackson,,43,47
232,2,1:18.0,R. Jackson makes 2-pt jump shot from 12 ft,,45,47
233,2,1:03.0,,Shooting foul by R. Jackson (drawn by A. Rivers),45,47
234,2,1:03.0,,A. Rivers makes free throw 1 of 2,45,48
235,2,1:03.0,E. Moreland enters the game for A. Drummond,,45,48
236,2,1:03.0,,A. Rivers makes free throw 2 of 2,45,49
237,2,0:49.0,A. Bradley misses 2-pt jump shot from 7 ft,,45,49
238,2,0:45.0,Offensive rebound by A. Tolliver,,45,49
239,2,0:45.0,A. Tolliver misses 2-pt layup at rim,,45,49
240,2,0:43.0,,Defensive rebound by B. Griffin,45,49
241,2,0:39.0,,A. Rivers makes 3-pt jump shot from 23 ft (assist by D. Gallinari),45,52
242,2,0:32.0,Turnover by R. Jackson (lost ball; steal by A. Rivers),,45,52
243,2,0:24.0,,A. Rivers makes 3-pt jump shot from 23 ft,45,55
244,2,0:00.0,A. Tolliver misses 3-pt jump shot from 25 ft,,45,55
245,2,0:00.0,Offensive rebound by Team,,45,55
246,3,11:37.0,A. Drummond makes 2-pt hook shot from 5 ft,,47,55
247,3,11:12.0,,Turnover by Team (shot clock),47,55
248,3,11:10.0,,B. Griffin misses 3-pt jump shot from 22 ft,47,55
249,3,11:10.0,,Offensive rebound by Team,47,55
250,3,10:59.0,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Jackson),,49,55
251,3,10:36.0,,Turnover by P. Beverley (bad pass; steal by A. Bradley),49,55
252,3,10:28.0,A. Bradley misses 2-pt jump shot from 14 ft,,49,55
253,3,10:22.0,,Defensive rebound by D. Gallinari,49,55
254,3,10:07.0,,A. Rivers misses 2-pt jump shot from 11 ft,49,55
255,3,10:03.0,Defensive rebound by A. Drummond,,49,55
256,3,9:49.0,T. Harris makes 3-pt jump shot from 25 ft,,52,55
257,3,9:47.0,,LA Clippers full timeout,52,55
258,3,9:27.0,,B. Griffin makes 3-pt jump shot from 24 ft (assist by P. Beverley),52,58
259,3,9:06.0,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Tolliver),,55,58
260,3,8:54.0,,Personal foul by T. Harris (drawn by D. Gallinari),55,58
261,3,8:50.0,,Offensive foul by D. Jordan (drawn by R. Jackson),55,58
262,3,8:50.0,,Turnover by D. Jordan (offensive foul),55,58
263,3,8:28.0,A. Drummond makes 2-pt hook shot from 9 ft,,57,58
264,3,8:17.0,,Turnover by B. Griffin (bad pass),57,58
265,3,7:53.0,T. Harris misses 2-pt layup at rim,,57,58
266,3,7:47.0,Offensive rebound by A. Drummond,,57,58
267,3,7:47.0,A. Drummond misses 2-pt layup at rim,,57,58
268,3,7:46.0,,Defensive rebound by B. Griffin,57,58
269,3,7:43.0,,D. Gallinari misses 3-pt jump shot from 22 ft,57,58
270,3,7:40.0,Defensive rebound by A. Drummond,,57,58
271,3,7:36.0,R. Jackson misses 3-pt jump shot from 25 ft,,57,58
272,3,7:32.0,Offensive rebound by A. Drummond,,57,58
273,3,7:26.0,Turnover by A. Bradley (offensive goaltending),,57,58
274,3,7:15.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by B. Griffin),57,61
275,3,6:56.0,A. Tolliver misses 3-pt jump shot from 25 ft,,57,61
276,3,6:53.0,,Defensive rebound by D. Gallinari,57,61
277,3,6:37.0,,A. Rivers makes 3-pt jump shot from 23 ft (assist by P. Beverley),57,64
278,3,6:27.0,Detroit full timeout,,57,64
279,3,6:27.0,I. Smith enters the game for R. Jackson,,57,64
280,3,6:08.0,I. Smith misses 3-pt jump shot from 25 ft,,57,64
281,3,6:04.0,,Defensive rebound by D. Gallinari,57,64
282,3,5:55.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by P. Beverley),57,67
283,3,5:40.0,A. Tolliver misses 3-pt jump shot from 24 ft,,57,67
284,3,5:37.0,,Defensive rebound by P. Beverley,57,67
285,3,5:29.0,,D. Gallinari misses 3-pt jump shot from 24 ft,57,67
286,3,5:24.0,,Offensive rebound by A. Rivers,57,67
287,3,5:12.0,,D. Gallinari misses 2-pt dunk from 1 ft (block by A. Drummond),57,67
288,3,5:09.0,Defensive rebound by A. Drummond,,57,67
289,3,5:07.0,T. Harris misses 3-pt jump shot from 27 ft,,57,67
290,3,5:05.0,,Defensive rebound by Team,57,67
291,3,5:05.0,Loose ball foul by A. Tolliver (drawn by D. Jordan),,57,67
292,3,4:54.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by P. Beverley),57,70
293,3,4:28.0,A. Drummond misses 2-pt layup at rim,,57,70
294,3,4:28.0,Offensive rebound by A. Drummond,,57,70
295,3,4:27.0,A. Drummond misses 2-pt layup at rim,,57,70
296,3,4:27.0,Offensive rebound by A. Drummond,,57,70
297,3,4:27.0,,L. Williams enters the game for P. Beverley,57,70
298,3,4:21.0,A. Bradley misses 2-pt jump shot from 16 ft,,57,70
299,3,4:21.0,,Defensive rebound by D. Gallinari,57,70
300,3,4:14.0,,Turnover by D. Gallinari (bad pass),57,70
301,3,4:04.0,Shooting foul by D. Jordan (drawn by A. Drummond),,57,70
302,3,4:04.0,A. Drummond makes free throw 1 of 2,,58,70
303,3,4:04.0,A. Drummond misses free throw 2 of 2,,58,70
304,3,4:01.0,,Defensive rebound by A. Rivers,58,70
305,3,3:56.0,,Personal foul by A. Tolliver (drawn by B. Griffin),58,70
306,3,3:48.0,,D. Gallinari misses 3-pt jump shot from 24 ft,58,70
307,3,3:43.0,Defensive rebound by A. Drummond,,58,70
308,3,3:39.0,I. Smith misses 2-pt layup from 2 ft (block by D. Jordan),,58,70
309,3,3:39.0,Offensive rebound by T. Harris,,58,70
310,3,3:36.0,T. Harris makes 2-pt dunk at rim,,60,70
311,3,3:17.0,,B. Griffin misses 3-pt jump shot from 25 ft,60,70
312,3,3:12.0,Defensive rebound by I. Smith,,60,70
313,3,3:10.0,A. Drummond makes 2-pt layup at rim (assist by I. Smith),,62,70
314,3,2:50.0,,A. Rivers misses 2-pt jump shot from 10 ft,62,70
315,3,2:46.0,,Offensive rebound by D. Jordan,62,70
316,3,2:40.0,,Turnover by L. Williams (bad pass; steal by A. Drummond),62,70
317,3,2:37.0,Shooting foul by D. Gallinari (drawn by T. Harris),,62,70
318,3,2:37.0,T. Harris makes free throw 1 of 2,,63,70
319,3,2:37.0,,S. Thornwell enters the game for D. Gallinari,63,70
320,3,2:37.0,,W. Johnson enters the game for A. Rivers,63,70
321,3,2:37.0,L. Galloway enters the game for A. Bradley,,63,70
322,3,2:37.0,T. Harris makes free throw 2 of 2,,64,70
323,3,2:14.0,,B. Griffin makes 2-pt layup from 1 ft,64,72
324,3,2:04.0,Shooting foul by W. Johnson (drawn by A. Tolliver),,64,72
325,3,2:04.0,A. Tolliver misses free throw 1 of 3,,64,72
326,3,2:04.0,Offensive rebound by Team,,64,72
327,3,2:04.0,A. Tolliver makes free throw 2 of 3,,65,72
328,3,2:04.0,,W. Reed enters the game for D. Jordan,65,72
329,3,2:04.0,J. Leuer enters the game for A. Drummond,,65,72
330,3,2:04.0,A. Tolliver misses free throw 3 of 3,,65,72
331,3,2:00.0,,Defensive rebound by B. Griffin,65,72
332,3,1:53.0,,W. Johnson misses 3-pt jump shot from 25 ft,65,72
333,3,1:50.0,Defensive rebound by Team,,65,72
334,3,1:50.0,S. Johnson enters the game for T. Harris,,65,72
335,3,1:37.0,J. Leuer misses 2-pt jump shot from 17 ft,,65,72
336,3,1:35.0,,Defensive rebound by W. Reed,65,72
337,3,1:23.0,,L. Williams misses 2-pt jump shot from 7 ft,65,72
338,3,1:21.0,,Offensive rebound by B. Griffin,65,72
339,3,1:21.0,,B. Griffin misses 2-pt layup at rim,65,72
340,3,1:21.0,Defensive rebound by A. Tolliver,,65,72
341,3,1:03.0,Personal foul by B. Griffin (drawn by A. Tolliver),,65,72
342,3,1:03.0,,D. Gallinari enters the game for B. Griffin,65,72
343,3,0:50.0,I. Smith makes 2-pt jump shot from 19 ft,,67,72
344,3,0:45.0,,L. Williams misses 2-pt layup from 2 ft (block by J. Leuer),67,72
345,3,0:45.0,Defensive rebound by Team,,67,72
346,3,0:45.0,H. Ellenson enters the game for A. Tolliver,,67,72
347,3,0:27.0,Turnover by H. Ellenson (turnover),,67,72
348,3,0:06.0,,D. Gallinari misses 2-pt jump shot from 13 ft,67,72
349,3,0:03.0,Defensive rebound by H. Ellenson,,67,72
350,4,11:49.0,,W. Johnson misses 2-pt jump shot from 18 ft,67,72
351,4,11:41.0,,Offensive rebound by S. Thornwell,67,72
352,4,11:33.0,,L. Williams misses 3-pt jump shot from 26 ft,67,72
353,4,11:30.0,Defensive rebound by H. Ellenson,,67,72
354,4,11:27.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by R. Jackson),,70,72
355,4,11:04.0,,W. Reed misses 2-pt jump shot from 9 ft,70,72
356,4,11:01.0,,Offensive rebound by W. Johnson,70,72
357,4,10:58.0,,W. Johnson makes 2-pt jump shot from 6 ft,70,74
358,4,10:44.0,L. Galloway misses 3-pt jump shot from 25 ft,,70,74
359,4,10:41.0,,Defensive rebound by W. Johnson,70,74
360,4,10:29.0,,W. Johnson misses 2-pt layup from 1 ft,70,74
361,4,10:26.0,Defensive rebound by J. Leuer,,70,74
362,4,10:20.0,R. Jackson makes 2-pt jump shot from 15 ft,,72,74
363,4,10:00.0,,W. Johnson misses 3-pt jump shot from 23 ft,72,74
364,4,9:57.0,,Offensive rebound by S. Thornwell,72,74
365,4,9:55.0,,S. Thornwell makes 2-pt layup at rim,72,76
366,4,9:38.0,J. Leuer misses 2-pt jump shot from 16 ft,,72,76
367,4,9:34.0,,Defensive rebound by W. Johnson,72,76
368,4,9:31.0,Offensive charge foul by W. Reed (drawn by L. Galloway),,72,76
369,4,9:31.0,,Turnover by W. Reed (offensive foul),72,76
370,4,9:31.0,,P. Beverley enters the game for W. Johnson,72,76
371,4,9:17.0,L. Galloway makes 2-pt jump shot from 17 ft,,74,76
372,4,8:58.0,,S. Thornwell misses 3-pt jump shot from 24 ft,74,76
373,4,8:55.0,Defensive rebound by S. Johnson,,74,76
374,4,8:51.0,S. Johnson misses 2-pt layup from 2 ft,,74,76
375,4,8:47.0,,Defensive rebound by S. Thornwell,74,76
376,4,8:44.0,,S. Thornwell misses 2-pt layup from 1 ft,74,76
377,4,8:41.0,Defensive rebound by J. Leuer,,74,76
378,4,8:39.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by R. Jackson),,77,76
379,4,8:37.0,,LA Clippers full timeout,77,76
380,4,8:37.0,,D. Jordan enters the game for S. Thornwell,77,76
381,4,8:37.0,,B. Griffin enters the game for W. Reed,77,76
382,4,8:37.0,A. Drummond enters the game for H. Ellenson,,77,76
383,4,8:37.0,A. Tolliver enters the game for J. Leuer,,77,76
384,4,8:17.0,,D. Gallinari misses 2-pt jump shot from 16 ft,77,76
385,4,8:13.0,,Offensive rebound by D. Jordan,77,76
386,4,8:08.0,,B. Griffin misses 3-pt jump shot from 26 ft,77,76
387,4,8:05.0,Defensive rebound by R. Jackson,,77,76
388,4,7:59.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by A. Tolliver),,80,76
