,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,LA CLIPPERS_ACTION,LA LAKERS_SCORE,LA CLIPPERS_SCORE
0,1,11:45.0,,A. Rivers misses 2-pt jump shot from 12 ft (block by B. Lopez),0,0
1,1,11:43.0,,Offensive rebound by D. Jordan,0,0
2,1,11:39.0,,W. Johnson misses 3-pt jump shot from 23 ft,0,0
3,1,11:39.0,Defensive rebound by L. Ball,,0,0
4,1,11:27.0,B. Lopez misses 2-pt hook shot from 9 ft,,0,0
5,1,11:27.0,,Defensive rebound by B. Griffin,0,0
6,1,11:18.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Williams),0,2
7,1,10:56.0,L. Ball misses 3-pt jump shot from 24 ft,,0,2
8,1,10:56.0,,Defensive rebound by B. Griffin,0,2
9,1,10:49.0,,Shooting foul by B. Lopez (drawn by B. Griffin),0,2
10,1,10:49.0,,B. Griffin makes free throw 1 of 2,0,3
11,1,10:49.0,,B. Griffin makes free throw 2 of 2,0,4
12,1,10:39.0,B. Lopez misses 3-pt jump shot from 24 ft,,0,4
13,1,10:37.0,Offensive rebound by Team,,0,4
14,1,10:34.0,Personal foul by A. Rivers (drawn by B. Ingram),,0,4
15,1,10:22.0,B. Lopez misses 2-pt hook shot from 13 ft,,0,4
16,1,10:20.0,,Defensive rebound by B. Griffin,0,4
17,1,10:03.0,,B. Griffin misses 2-pt jump shot from 14 ft,0,4
18,1,10:01.0,Defensive rebound by B. Ingram,,0,4
19,1,9:56.0,K. Caldwell-Pope makes 2-pt jump shot from 21 ft (assist by B. Ingram),,2,4
20,1,9:45.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by B. Griffin),2,6
21,1,9:27.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,2,6
22,1,9:27.0,,Defensive rebound by L. Williams,2,6
23,1,9:19.0,,Shooting foul by L. Nance (drawn by A. Rivers),2,6
24,1,9:19.0,,A. Rivers makes free throw 1 of 2,2,7
25,1,9:19.0,,A. Rivers makes free throw 2 of 2,2,8
26,1,9:10.0,Turnover by L. Ball (bad pass; steal by A. Rivers),,2,8
27,1,9:01.0,,Turnover by B. Griffin (lost ball; steal by L. Nance),2,8
28,1,9:01.0,Personal foul by B. Griffin (drawn by B. Ingram),,2,8
29,1,8:51.0,B. Lopez misses 2-pt jump shot from 6 ft,,2,8
30,1,8:49.0,,Defensive rebound by B. Griffin,2,8
31,1,8:42.0,,Personal foul by B. Lopez (drawn by B. Griffin),2,8
32,1,8:42.0,A. Bogut enters the game for B. Lopez,,2,8
33,1,8:33.0,,A. Rivers misses 3-pt jump shot from 25 ft,2,8
34,1,8:31.0,Defensive rebound by L. Nance,,2,8
35,1,8:28.0,Shooting foul by W. Johnson (drawn by B. Ingram),,2,8
36,1,8:28.0,B. Ingram makes free throw 1 of 2,,3,8
37,1,8:28.0,B. Ingram makes free throw 2 of 2,,4,8
38,1,8:18.0,,L. Williams makes 3-pt jump shot from 27 ft (assist by A. Rivers),4,11
39,1,8:17.0,LA Lakers full timeout,,4,11
40,1,8:07.0,B. Ingram misses 2-pt jump shot from 18 ft (block by W. Johnson),,4,11
41,1,8:03.0,,Defensive rebound by A. Rivers,4,11
42,1,7:54.0,,W. Johnson misses 2-pt jump shot from 18 ft,4,11
43,1,7:51.0,Defensive rebound by K. Caldwell-Pope,,4,11
44,1,7:44.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,4,11
45,1,7:38.0,,Defensive rebound by A. Rivers,4,11
46,1,7:26.0,,B. Griffin misses 2-pt jump shot from 6 ft,4,11
47,1,7:25.0,,Offensive rebound by Team,4,11
48,1,7:22.0,,Personal foul by B. Ingram (drawn by W. Johnson),4,11
49,1,7:13.0,,L. Williams makes 2-pt jump shot from 14 ft,4,13
50,1,6:57.0,Personal foul by W. Johnson (drawn by B. Ingram),,4,13
51,1,6:45.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by L. Ball),,7,13
52,1,6:34.0,,L. Williams makes 2-pt jump shot from 5 ft,7,15
53,1,6:19.0,K. Caldwell-Pope makes 2-pt jump shot from 11 ft (assist by A. Bogut),,9,15
54,1,6:08.0,,W. Johnson makes 2-pt jump shot from 15 ft,9,17
55,1,5:57.0,L. Nance makes 2-pt jump shot from 9 ft (assist by L. Ball),,11,17
56,1,5:49.0,,Turnover by L. Williams (bad pass),11,17
57,1,5:49.0,,S. Thornwell enters the game for W. Johnson,11,17
58,1,5:37.0,L. Nance misses 2-pt jump shot from 14 ft,,11,17
59,1,5:35.0,,Defensive rebound by B. Griffin,11,17
60,1,5:28.0,,B. Griffin makes 2-pt hook shot from 3 ft,11,19
61,1,5:16.0,Turnover by B. Ingram (lost ball; steal by S. Thornwell),,11,19
62,1,5:13.0,,Shooting foul by B. Ingram (drawn by B. Griffin),11,19
63,1,5:13.0,,B. Griffin misses free throw 1 of 2,11,19
64,1,5:13.0,,Offensive rebound by Team,11,19
65,1,5:13.0,K. Kuzma enters the game for L. Nance,,11,19
66,1,5:13.0,J. Hart enters the game for B. Ingram,,11,19
67,1,5:13.0,,B. Griffin makes free throw 2 of 2,11,20
68,1,5:02.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by L. Ball),,14,20
69,1,4:50.0,,Turnover by L. Williams (bad pass; steal by K. Caldwell-Pope),14,20
70,1,4:47.0,L. Ball misses 2-pt layup from 2 ft,,14,20
71,1,4:41.0,Offensive rebound by K. Caldwell-Pope,,14,20
72,1,4:40.0,J. Hart misses 2-pt layup from 2 ft,,14,20
73,1,4:40.0,Offensive rebound by J. Hart,,14,20
74,1,4:34.0,L. Ball makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),,17,20
75,1,4:11.0,,A. Rivers makes 3-pt jump shot from 25 ft (assist by B. Griffin),17,23
76,1,4:01.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,17,23
77,1,4:01.0,,Defensive rebound by D. Jordan,17,23
78,1,3:50.0,,S. Thornwell makes 3-pt jump shot from 24 ft (assist by A. Rivers),17,26
79,1,3:49.0,LA Lakers full timeout,,17,26
80,1,3:49.0,J. Clarkson enters the game for L. Ball,,17,26
81,1,3:49.0,J. Randle enters the game for A. Bogut,,17,26
82,1,3:32.0,Shooting foul by S. Thornwell (drawn by J. Randle),,17,26
83,1,3:32.0,J. Randle makes free throw 1 of 2,,18,26
84,1,3:32.0,J. Randle makes free throw 2 of 2,,19,26
85,1,3:16.0,,L. Williams misses 2-pt hook shot from 5 ft,19,26
86,1,3:15.0,Defensive rebound by Team,,19,26
87,1,3:15.0,,J. Evans enters the game for A. Rivers,19,26
88,1,2:58.0,K. Kuzma makes 2-pt jump shot from 17 ft,,21,26
89,1,2:45.0,,Turnover by J. Evans (bad pass; steal by K. Caldwell-Pope),21,26
90,1,2:42.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft,,24,26
91,1,2:28.0,,Shooting foul by J. Hart (drawn by L. Williams),24,26
92,1,2:28.0,,L. Williams makes free throw 1 of 2,24,27
93,1,2:28.0,,M. Harrell enters the game for D. Jordan,24,27
94,1,2:28.0,,L. Williams makes free throw 2 of 2,24,28
95,1,2:18.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,24,28
96,1,2:16.0,,Defensive rebound by B. Griffin,24,28
97,1,2:11.0,,B. Griffin misses 3-pt jump shot from 24 ft,24,28
98,1,2:08.0,Defensive rebound by J. Clarkson,,24,28
