,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA LAKERS_ACTION,SACRAMENTO_SCORE,LA LAKERS_SCORE
65,1,5:05.0,,J. Randle makes 2-pt jump shot from 11 ft,8,26
66,1,4:49.0,D. Fox makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,11,26
67,1,4:37.0,,J. Randle misses 2-pt jump shot from 6 ft,11,26
68,1,4:34.0,Defensive rebound by W. Cauley-Stein,,11,26
69,1,4:30.0,,L. Nance enters the game for B. Lopez,11,26
70,1,4:30.0,,K. Kuzma enters the game for J. Randle,11,26
71,1,4:18.0,W. Cauley-Stein makes 2-pt hook shot from 8 ft,,13,26
72,1,3:56.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,13,26
73,1,3:53.0,Defensive rebound by Z. Randolph,,13,26
74,1,3:44.0,W. Cauley-Stein makes 2-pt jump shot from 10 ft,,15,26
75,1,3:42.0,,LA Lakers full timeout,15,26
76,1,3:42.0,,J. Clarkson enters the game for K. Caldwell-Pope,15,26
77,1,3:42.0,K. Koufos enters the game for W. Cauley-Stein,,15,26
78,1,3:42.0,S. Labissière enters the game for Z. Randolph,,15,26
79,1,3:19.0,,K. Kuzma makes 3-pt jump shot from 24 ft (assist by L. Nance),15,29
80,1,3:02.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,15,29
81,1,2:58.0,,Defensive rebound by J. Clarkson,15,29
82,1,2:51.0,,L. Nance misses 2-pt hook shot from 5 ft,15,29
83,1,2:48.0,Defensive rebound by S. Labissière,,15,29
84,1,2:48.0,D. Fox makes 2-pt layup from 1 ft,,17,29
85,1,2:48.0,Shooting foul by T. Ennis (drawn by D. Fox),,17,29
86,1,2:48.0,D. Fox misses free throw 1 of 1,,17,29
87,1,2:45.0,,Defensive rebound by K. Kuzma,17,29
88,1,2:38.0,,T. Ennis misses 2-pt layup at rim (block by D. Fox),17,29
89,1,2:35.0,Defensive rebound by K. Koufos,,17,29
90,1,2:34.0,,Offensive charge foul by G. Temple (drawn by C. Brewer),17,29
91,1,2:34.0,Turnover by G. Temple (offensive foul),,17,29
92,1,2:34.0,V. Carter enters the game for D. Fox,,17,29
93,1,2:20.0,,Offensive foul by L. Nance (drawn by G. Temple),17,29
94,1,2:20.0,,Turnover by L. Nance (offensive foul),17,29
95,1,2:09.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by K. Koufos),,19,29
96,1,2:09.0,Shooting foul by J. Clarkson (drawn by B. Bogdanović),,19,29
97,1,2:09.0,B. Bogdanović makes free throw 1 of 1,,20,29
98,1,1:56.0,,Personal foul by B. Bogdanović (drawn by T. Ennis),20,29
99,1,1:53.0,,Turnover by J. Clarkson (lost ball; steal by G. Temple),20,29
100,1,1:32.0,B. Bogdanović misses 2-pt jump shot from 21 ft,,20,29
101,1,1:30.0,,Defensive rebound by C. Brewer,20,29
102,1,1:30.0,,Turnover by K. Kuzma (step out of bounds),20,29
103,1,1:09.0,G. Temple misses 2-pt jump shot from 19 ft,,20,29
104,1,1:08.0,Offensive rebound by Team,,20,29
105,1,1:08.0,,Loose ball foul by J. Clarkson (drawn by S. Labissière),20,29
106,1,1:08.0,S. Labissière makes free throw 1 of 2,,21,29
107,1,1:08.0,S. Labissière makes free throw 2 of 2,,22,29
108,1,0:54.0,,J. Clarkson makes 2-pt jump shot from 12 ft,22,31
109,1,0:35.0,G. Temple misses 2-pt jump shot from 12 ft,,22,31
110,1,0:34.0,Offensive rebound by S. Labissière,,22,31
111,1,0:34.0,S. Labissière makes 2-pt layup at rim,,24,31
112,1,0:34.0,Shooting foul by K. Kuzma (drawn by S. Labissière),,24,31
113,1,0:34.0,S. Labissière makes free throw 1 of 1,,25,31
114,1,0:20.0,,T. Ennis misses 2-pt layup from 2 ft,25,31
115,1,0:15.0,Defensive rebound by K. Koufos,,25,31
116,1,0:02.0,B. Bogdanović makes 2-pt hook shot from 6 ft,,27,31
117,1,0:00.0,,C. Brewer misses 3-pt jump shot from 49 ft,27,31
118,1,0:00.0,,Offensive rebound by Team,27,31
119,2,11:40.0,B. Bogdanović makes 2-pt jump shot from 11 ft,,29,31
120,2,11:21.0,,J. Hart misses 3-pt jump shot from 23 ft,29,31
121,2,11:17.0,Defensive rebound by K. Koufos,,29,31
122,2,11:09.0,S. Labissière misses 3-pt jump shot from 25 ft,,29,31
123,2,11:06.0,,Defensive rebound by L. Ball,29,31
124,2,11:00.0,,Turnover by K. Kuzma (step out of bounds),29,31
125,2,10:46.0,B. Bogdanović makes 2-pt jump shot from 18 ft,,31,31
126,2,10:33.0,,L. Ball misses 2-pt jump shot from 5 ft,31,31
127,2,10:29.0,Defensive rebound by K. Koufos,,31,31
128,2,10:21.0,Turnover by G. Temple (bad pass; steal by L. Nance),,31,31
129,2,10:06.0,,K. Kuzma misses 2-pt jump shot from 17 ft,31,31
130,2,10:02.0,Defensive rebound by K. Koufos,,31,31
131,2,9:49.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,31,31
132,2,9:47.0,,Defensive rebound by L. Ball,31,31
133,2,9:43.0,,L. Ball misses 3-pt jump shot from 25 ft,31,31
134,2,9:37.0,,Offensive rebound by L. Nance,31,31
135,2,9:36.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by J. Hart),31,33
136,2,9:26.0,Personal foul by J. Clarkson (drawn by G. Temple),,31,33
137,2,9:26.0,,B. Ingram enters the game for J. Clarkson,31,33
138,2,9:10.0,Def 3 sec tech foul by L. Nance,,31,33
139,2,9:10.0,B. Bogdanović makes technical free throw,,32,33
140,2,9:10.0,Sacramento full timeout,,32,33
141,2,9:02.0,V. Carter misses 2-pt layup from 1 ft,,32,33
142,2,8:59.0,,Defensive rebound by L. Nance,32,33
143,2,8:57.0,,Shooting foul by S. Labissière (drawn by B. Ingram),32,33
144,2,8:57.0,,B. Ingram makes free throw 1 of 2,32,34
145,2,8:57.0,,B. Ingram misses free throw 2 of 2,32,34
146,2,8:55.0,Defensive rebound by K. Koufos,,32,34
147,2,8:38.0,K. Koufos makes 2-pt layup from 1 ft (assist by B. Bogdanović),,34,34
148,2,8:38.0,Shooting foul by J. Hart (drawn by K. Koufos),,34,34
149,2,8:38.0,K. Koufos misses free throw 1 of 1,,34,34
150,2,8:34.0,,Defensive rebound by L. Nance,34,34
151,2,8:26.0,,Shooting foul by K. Koufos (drawn by L. Nance),34,34
152,2,8:26.0,,L. Nance makes free throw 1 of 2,34,35
153,2,8:26.0,,L. Nance misses free throw 2 of 2,34,35
154,2,8:23.0,Defensive rebound by K. Koufos,,34,35
155,2,8:11.0,V. Carter misses 3-pt jump shot from 25 ft,,34,35
156,2,8:06.0,,Defensive rebound by B. Ingram,34,35
157,2,8:02.0,,L. Nance misses 2-pt jump shot from 2 ft (block by V. Carter),34,35
158,2,8:02.0,,Offensive rebound by L. Nance,34,35
159,2,8:02.0,,Personal foul by S. Labissière (drawn by L. Nance),34,35
160,2,8:02.0,,B. Lopez enters the game for K. Kuzma,34,35
161,2,8:02.0,,J. Randle enters the game for L. Nance,34,35
162,2,7:56.0,,Turnover by B. Ingram (lost ball; steal by B. Bogdanović),34,35
163,2,7:51.0,B. Bogdanović makes 2-pt layup from 1 ft,,36,35
164,2,7:33.0,,B. Lopez misses 3-pt jump shot from 26 ft (block by V. Carter),36,35
165,2,7:28.0,Defensive rebound by K. Koufos,,36,35
166,2,7:24.0,Turnover by K. Koufos (lost ball; steal by L. Ball),,36,35
167,2,7:18.0,,J. Randle makes 2-pt layup from 1 ft (assist by L. Ball),36,37
168,2,7:01.0,B. Bogdanović misses 2-pt jump shot from 21 ft,,36,37
169,2,6:57.0,,Defensive rebound by J. Hart,36,37
170,2,6:55.0,,Personal foul by K. Koufos (drawn by J. Randle),36,37
171,2,6:55.0,,K. Caldwell-Pope enters the game for J. Hart,36,37
172,2,6:55.0,D. Fox enters the game for B. Bogdanović,,36,37
173,2,6:53.0,,Turnover by B. Ingram (bad pass; steal by K. Koufos),36,37
174,2,6:42.0,D. Fox misses 3-pt jump shot from 26 ft,,36,37
175,2,6:38.0,,Defensive rebound by J. Randle,36,37
176,2,6:30.0,,L. Ball misses 3-pt jump shot from 22 ft,36,37
177,2,6:26.0,,Offensive rebound by J. Randle,36,37
178,2,6:26.0,,J. Randle misses 2-pt layup from 1 ft,36,37
179,2,6:25.0,,Offensive rebound by J. Randle,36,37
180,2,6:25.0,Z. Randolph enters the game for S. Labissière,,36,37
181,2,6:18.0,,B. Ingram misses 2-pt jump shot from 14 ft (block by V. Carter),36,37
182,2,6:15.0,Defensive rebound by Z. Randolph,,36,37
183,2,6:04.0,D. Fox misses 2-pt jump shot from 10 ft,,36,37
184,2,5:58.0,Offensive rebound by V. Carter,,36,37
185,2,5:51.0,Turnover by K. Koufos (lost ball; steal by L. Ball),,36,37
186,2,5:46.0,,J. Randle misses 2-pt layup from 1 ft,36,37
187,2,5:45.0,,Offensive rebound by Team,36,37
188,2,5:45.0,,LA Lakers full timeout,36,37
189,2,5:45.0,B. Hield enters the game for G. Temple,,36,37
190,2,5:45.0,W. Cauley-Stein enters the game for K. Koufos,,36,37
191,2,5:33.0,,L. Ball misses 3-pt jump shot from 25 ft,36,37
192,2,5:31.0,Defensive rebound by W. Cauley-Stein,,36,37
193,2,5:12.0,W. Cauley-Stein misses 2-pt jump shot from 17 ft,,36,37
194,2,5:08.0,,Defensive rebound by K. Caldwell-Pope,36,37
195,2,5:00.0,,Turnover by L. Ball (bad pass; steal by V. Carter),36,37
196,2,4:50.0,Turnover by W. Cauley-Stein (bad pass; steal by L. Ball),,36,37
197,2,4:48.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by L. Ball),36,39
198,2,4:48.0,,Shooting foul by D. Fox (drawn by K. Caldwell-Pope),36,39
199,2,4:48.0,,K. Caldwell-Pope makes free throw 1 of 1,36,40
200,2,4:37.0,Turnover by Z. Randolph (bad pass; steal by K. Caldwell-Pope),,36,40
201,2,4:35.0,,Shooting foul by W. Cauley-Stein (drawn by K. Caldwell-Pope),36,40
202,2,4:35.0,,K. Caldwell-Pope makes free throw 1 of 2,36,41
203,2,4:35.0,,K. Caldwell-Pope makes free throw 2 of 2,36,42
204,2,4:22.0,Shooting foul by B. Ingram (drawn by V. Carter),,36,42
205,2,4:22.0,V. Carter makes free throw 1 of 2,,37,42
206,2,4:22.0,V. Carter makes free throw 2 of 2,,38,42
207,2,4:05.0,,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,38,42
208,2,4:01.0,Defensive rebound by V. Carter,,38,42
209,2,3:59.0,V. Carter misses 2-pt dunk from 1 ft,,38,42
210,2,3:58.0,Offensive rebound by Team,,38,42
211,2,3:58.0,,J. Hart enters the game for B. Ingram,38,42
212,2,3:44.0,D. Fox makes 2-pt layup from 1 ft,,40,42
213,2,3:24.0,,Turnover by J. Randle (bad pass; steal by V. Carter),40,42
214,2,3:13.0,Z. Randolph misses 2-pt jump shot from 15 ft,,40,42
215,2,3:07.0,,Defensive rebound by L. Ball,40,42
216,2,3:04.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by J. Randle),40,45
217,2,2:48.0,D. Fox misses 2-pt jump shot from 12 ft,,40,45
218,2,2:44.0,,Defensive rebound by J. Hart,40,45
219,2,2:30.0,,Turnover by K. Caldwell-Pope (traveling),40,45
220,2,2:17.0,W. Cauley-Stein makes 2-pt jump shot from 17 ft,,42,45
221,2,2:01.0,,J. Randle makes 2-pt layup from 4 ft (assist by L. Ball),42,47
222,2,1:49.0,Shooting foul by B. Lopez (drawn by Z. Randolph),,42,47
223,2,1:49.0,Z. Randolph makes free throw 1 of 2,,43,47
224,2,1:49.0,Z. Randolph makes free throw 2 of 2,,44,47
225,2,1:33.0,,J. Randle misses 2-pt layup from 1 ft,44,47
226,2,1:29.0,Defensive rebound by V. Carter,,44,47
227,2,1:25.0,Turnover by B. Hield (bad pass; steal by J. Randle),,44,47
228,2,1:21.0,,Turnover by J. Randle (lost ball; steal by D. Fox),44,47
229,2,1:14.0,V. Carter misses 3-pt jump shot from 25 ft,,44,47
230,2,1:10.0,,Defensive rebound by K. Caldwell-Pope,44,47
231,2,0:56.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by J. Hart),44,50
232,2,0:43.0,Def 3 sec tech foul by J. Randle,,44,50
233,2,0:43.0,,Technical foul by J. Randle,44,50
234,2,0:43.0,B. Hield makes technical free throw,,45,50
235,2,0:43.0,,K. Kuzma enters the game for J. Randle,45,50
236,2,0:43.0,B. Hield makes technical free throw,,46,50
237,2,0:35.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,49,50
238,2,0:29.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by L. Ball),49,53
239,2,0:07.0,D. Fox misses 2-pt jump shot from 3 ft (block by K. Kuzma),,49,53
240,2,0:07.0,Offensive rebound by Team,,49,53
241,2,0:04.0,B. Hield makes 3-pt jump shot from 22 ft (assist by W. Cauley-Stein),,52,53
242,2,0:01.0,,K. Kuzma misses 3-pt jump shot from 29 ft,52,53
243,2,0:01.0,,Offensive rebound by Team,52,53
244,3,11:38.0,Shooting foul by B. Lopez (drawn by W. Cauley-Stein),,52,53
245,3,11:38.0,W. Cauley-Stein misses free throw 1 of 2,,52,53
246,3,11:38.0,Offensive rebound by Team,,52,53
247,3,11:38.0,W. Cauley-Stein makes free throw 2 of 2,,53,53
248,3,11:18.0,,Shooting foul by Z. Randolph (drawn by B. Lopez),53,53
249,3,11:18.0,,B. Lopez makes free throw 1 of 2,53,54
250,3,11:18.0,,B. Lopez misses free throw 2 of 2,53,54
251,3,11:16.0,Defensive rebound by Z. Randolph,,53,54
252,3,11:04.0,B. Bogdanović makes 2-pt jump shot from 8 ft (assist by W. Cauley-Stein),,55,54
253,3,10:49.0,,B. Ingram misses 3-pt jump shot from 26 ft,55,54
254,3,10:45.0,Defensive rebound by W. Cauley-Stein,,55,54
255,3,10:38.0,Z. Randolph misses 2-pt jump shot from 17 ft,,55,54
256,3,10:36.0,,Defensive rebound by B. Ingram,55,54
257,3,10:35.0,Offensive charge foul by B. Ingram (drawn by G. Temple),,55,54
258,3,10:35.0,,Turnover by B. Ingram (offensive foul),55,54
259,3,10:35.0,V. Carter enters the game for B. Bogdanović,,55,54
260,3,10:22.0,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Fox),,58,54
261,3,10:05.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,58,54
262,3,10:02.0,Defensive rebound by D. Fox,,58,54
263,3,9:49.0,D. Fox makes 3-pt jump shot from 24 ft,,61,54
264,3,9:33.0,,J. Randle makes 2-pt jump shot from 3 ft (assist by B. Ingram),61,56
265,3,9:33.0,,Shooting foul by V. Carter (drawn by J. Randle),61,56
266,3,9:33.0,,J. Randle misses free throw 1 of 1,61,56
267,3,9:30.0,,Offensive rebound by J. Randle,61,56
268,3,9:22.0,,B. Ingram misses 2-pt layup from 2 ft,61,56
269,3,9:19.0,Defensive rebound by Z. Randolph,,61,56
270,3,9:15.0,V. Carter makes 3-pt jump shot from 26 ft (assist by D. Fox),,64,56
271,3,9:15.0,,LA Lakers full timeout,64,56
272,3,9:15.0,,J. Hart enters the game for B. Ingram,64,56
273,3,8:58.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by J. Randle),64,59
274,3,8:44.0,G. Temple misses 2-pt layup from 1 ft,,64,59
275,3,8:42.0,,Defensive rebound by J. Randle,64,59
276,3,8:37.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by J. Randle),64,62
277,3,8:20.0,D. Fox misses 2-pt jump shot from 4 ft (block by L. Ball),,64,62
278,3,8:18.0,,Defensive rebound by J. Randle,64,62
279,3,8:14.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Randle),64,65
280,3,8:01.0,Personal foul by J. Randle (drawn by Z. Randolph),,64,65
281,3,7:52.0,W. Cauley-Stein misses 2-pt hook shot from 9 ft,,64,65
282,3,7:48.0,Offensive rebound by Z. Randolph,,64,65
283,3,7:46.0,Z. Randolph makes 2-pt layup from 1 ft,,66,65
284,3,7:27.0,,Turnover by J. Randle (lost ball; steal by V. Carter),66,65
285,3,7:12.0,Z. Randolph misses 2-pt layup from 1 ft,,66,65
286,3,7:09.0,,Defensive rebound by J. Randle,66,65
287,3,7:05.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by J. Randle),66,68
288,3,6:43.0,Z. Randolph misses 2-pt hook shot from 5 ft,,66,68
289,3,6:41.0,,Defensive rebound by K. Caldwell-Pope,66,68
290,3,6:38.0,,B. Lopez misses 3-pt jump shot from 30 ft,66,68
291,3,6:38.0,,Offensive rebound by L. Ball,66,68
292,3,6:35.0,,L. Ball makes 2-pt layup at rim,66,70
293,3,6:35.0,Sacramento full timeout,,66,70
294,3,6:35.0,B. Bogdanović enters the game for G. Temple,,66,70
295,3,6:22.0,V. Carter makes 2-pt dunk at rim (assist by W. Cauley-Stein),,68,70
296,3,6:10.0,,Offensive foul by B. Lopez (drawn by V. Carter),68,70
297,3,6:10.0,,Turnover by B. Lopez (offensive foul),68,70
298,3,5:53.0,Z. Randolph misses 3-pt jump shot from 22 ft,,68,70
299,3,5:50.0,,Defensive rebound by L. Ball,68,70
300,3,5:40.0,Violation by W. Cauley-Stein (kicked ball),,68,70
301,3,5:34.0,,Personal foul by V. Carter (drawn by J. Randle),68,70
302,3,5:21.0,,L. Ball misses 3-pt jump shot from 41 ft,68,70
303,3,5:17.0,Defensive rebound by B. Bogdanović,,68,70
304,3,5:11.0,Shooting foul by B. Lopez (drawn by Z. Randolph),,68,70
305,3,5:11.0,Z. Randolph makes free throw 1 of 2,,69,70
306,3,5:11.0,,L. Nance enters the game for B. Lopez,69,70
307,3,5:11.0,Z. Randolph misses free throw 2 of 2,,69,70
308,3,5:08.0,,Defensive rebound by L. Nance,69,70
309,3,4:58.0,,L. Nance makes 2-pt layup from 2 ft (assist by L. Ball),69,72
310,3,4:40.0,,Offensive charge foul by Z. Randolph (drawn by J. Randle),69,72
311,3,4:40.0,Turnover by Z. Randolph (offensive foul),,69,72
312,3,4:21.0,,Shooting foul by V. Carter (drawn by J. Randle),69,72
313,3,4:21.0,,J. Randle makes free throw 1 of 2,69,73
314,3,4:21.0,S. Labissière enters the game for Z. Randolph,,69,73
315,3,4:21.0,,J. Randle makes free throw 2 of 2,69,74
316,3,3:58.0,S. Labissière misses 2-pt jump shot from 13 ft,,69,74
317,3,3:54.0,,Defensive rebound by L. Ball,69,74
318,3,3:52.0,,J. Randle makes 2-pt layup from 2 ft (assist by L. Ball),69,76
319,3,3:39.0,V. Carter misses 3-pt jump shot from 25 ft,,69,76
320,3,3:34.0,,Defensive rebound by L. Nance,69,76
321,3,3:25.0,,L. Nance makes 2-pt layup from 3 ft (assist by K. Caldwell-Pope),69,78
322,3,3:04.0,W. Cauley-Stein misses 2-pt jump shot from 17 ft,,69,78
323,3,3:01.0,,Defensive rebound by J. Randle,69,78
324,3,2:53.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by J. Randle),69,80
325,3,2:53.0,Sacramento full timeout,,69,80
326,3,2:53.0,,J. Clarkson enters the game for L. Ball,69,80
327,3,2:53.0,,K. Kuzma enters the game for J. Randle,69,80
328,3,2:53.0,B. Hield enters the game for W. Cauley-Stein,,69,80
329,3,2:53.0,G. Temple enters the game for D. Fox,,69,80
330,3,2:53.0,K. Koufos enters the game for V. Carter,,69,80
331,3,2:34.0,G. Temple misses 2-pt jump shot from 8 ft,,69,80
332,3,2:29.0,,Defensive rebound by J. Hart,69,80
333,3,2:21.0,,L. Nance makes 2-pt dunk from 1 ft (assist by K. Kuzma),69,82
334,3,2:00.0,Turnover by K. Koufos (bad pass; steal by K. Kuzma),,69,82
335,3,1:56.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,69,82
336,3,1:50.0,Defensive rebound by B. Hield,,69,82
337,3,1:32.0,K. Koufos makes 2-pt hook shot from 5 ft (assist by B. Hield),,71,82
338,3,1:21.0,,Personal foul by B. Bogdanović (drawn by K. Caldwell-Pope),71,82
339,3,1:21.0,,K. Caldwell-Pope misses free throw 1 of 2,71,82
340,3,1:21.0,,Offensive rebound by Team,71,82
341,3,1:21.0,,K. Caldwell-Pope makes free throw 2 of 2,71,83
342,3,1:03.0,Turnover by S. Labissière (lost ball; steal by K. Kuzma),,71,83
343,3,1:02.0,,Personal foul by S. Labissière (drawn by L. Nance),71,83
344,3,1:02.0,,L. Nance makes free throw 1 of 2,71,84
345,3,1:02.0,,T. Ennis enters the game for K. Caldwell-Pope,71,84
346,3,1:02.0,,L. Nance misses free throw 2 of 2,71,84
347,3,0:59.0,Defensive rebound by S. Labissière,,71,84
348,3,0:53.0,Shooting foul by J. Clarkson (drawn by S. Labissière),,71,84
349,3,0:53.0,S. Labissière misses free throw 1 of 2,,71,84
350,3,0:53.0,Offensive rebound by Team,,71,84
351,3,0:53.0,S. Labissière makes free throw 2 of 2,,72,84
352,3,0:41.0,,Turnover by J. Clarkson (bad pass; steal by K. Koufos),72,84
353,3,0:28.0,B. Hield misses 3-pt jump shot from 24 ft,,72,84
354,3,0:23.0,Offensive rebound by K. Koufos,,72,84
355,3,0:21.0,Shooting foul by K. Kuzma (drawn by B. Bogdanović),,72,84
356,3,0:21.0,B. Bogdanović makes free throw 1 of 2,,73,84
357,3,0:21.0,B. Bogdanović makes free throw 2 of 2,,74,84
358,3,0:02.0,,J. Clarkson misses 3-pt jump shot from 26 ft,74,84
359,3,0:00.0,Defensive rebound by K. Koufos,,74,84
360,4,11:39.0,,K. Kuzma makes 2-pt layup from 1 ft (assist by J. Hart),74,86
361,4,11:19.0,B. Hield makes 2-pt jump shot from 19 ft (assist by K. Koufos),,76,86
362,4,11:06.0,,J. Clarkson misses 3-pt jump shot from 25 ft,76,86
363,4,11:02.0,Defensive rebound by K. Koufos,,76,86
364,4,10:56.0,Personal foul by L. Nance (drawn by K. Koufos),,76,86
365,4,10:47.0,B. Hield misses 2-pt jump shot from 18 ft,,76,86
366,4,10:44.0,,Defensive rebound by Team,76,86
367,4,10:26.0,,K. Kuzma misses 3-pt jump shot from 22 ft,76,86
368,4,10:20.0,,Offensive rebound by T. Ennis,76,86
369,4,10:19.0,,Turnover by J. Hart (out of bounds lost ball),76,86
370,4,10:09.0,B. Hield misses 2-pt jump shot from 10 ft,,76,86
371,4,10:02.0,Offensive rebound by K. Koufos,,76,86
372,4,10:02.0,K. Koufos misses 2-pt layup at rim,,76,86
373,4,10:01.0,,Defensive rebound by L. Nance,76,86
374,4,9:55.0,,T. Ennis misses 2-pt layup from 3 ft,76,86
375,4,9:52.0,Defensive rebound by K. Koufos,,76,86
376,4,9:37.0,B. Bogdanović makes 2-pt hook shot from 8 ft (assist by B. Hield),,78,86
377,4,9:25.0,,Offensive foul by L. Nance (drawn by G. Temple),78,86
378,4,9:25.0,,Turnover by L. Nance (offensive foul),78,86
