,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PORTLAND_ACTION,LA CLIPPERS_SCORE,PORTLAND_SCORE
0,1,11:41.0,,A. Aminu misses 3-pt jump shot from 24 ft,0,0
1,1,11:38.0,Defensive rebound by D. Jordan,,0,0
2,1,11:34.0,Turnover by P. Beverley (bad pass; steal by A. Aminu),,0,0
3,1,11:21.0,,D. Lillard makes 3-pt jump shot from 28 ft (assist by J. Nurkić),0,3
4,1,11:03.0,D. Gallinari makes 2-pt layup at rim (assist by B. Griffin),,2,3
5,1,10:45.0,,C. McCollum misses 2-pt jump shot from 11 ft,2,3
6,1,10:43.0,,Offensive rebound by C. McCollum,2,3
7,1,10:41.0,,C. McCollum misses 2-pt layup from 6 ft,2,3
8,1,10:41.0,Defensive rebound by B. Griffin,,2,3
9,1,10:35.0,A. Rivers makes 2-pt hook shot from 5 ft,,4,3
10,1,10:08.0,,J. Nurkić makes 2-pt layup at rim (assist by D. Lillard),4,5
11,1,9:54.0,Shooting foul by A. Aminu (drawn by D. Gallinari),,4,5
12,1,9:54.0,D. Gallinari makes free throw 1 of 2,,5,5
13,1,9:54.0,D. Gallinari makes free throw 2 of 2,,6,5
14,1,9:42.0,,D. Lillard misses 2-pt layup at rim,6,5
15,1,9:40.0,,Offensive rebound by J. Nurkić,6,5
16,1,9:37.0,,M. Harkless misses 3-pt jump shot from 24 ft,6,5
17,1,9:36.0,Defensive rebound by B. Griffin,,6,5
18,1,9:17.0,P. Beverley misses 3-pt jump shot from 22 ft,,6,5
19,1,9:17.0,,Defensive rebound by Team,6,5
20,1,9:01.0,,J. Nurkić misses 2-pt jump shot from 21 ft,6,5
21,1,8:57.0,Defensive rebound by D. Jordan,,6,5
22,1,8:50.0,P. Beverley misses 3-pt jump shot from 25 ft,,6,5
23,1,8:48.0,,Defensive rebound by A. Aminu,6,5
24,1,8:36.0,,M. Harkless misses 2-pt layup from 1 ft (block by D. Jordan),6,5
25,1,8:31.0,,Offensive rebound by A. Aminu,6,5
26,1,8:31.0,,A. Aminu makes 2-pt layup at rim,6,7
27,1,8:24.0,A. Rivers makes 2-pt jump shot from 13 ft,,8,7
28,1,8:05.0,,Shooting foul by P. Beverley (drawn by M. Harkless),8,7
29,1,8:05.0,,M. Harkless makes free throw 1 of 2,8,8
30,1,8:05.0,,M. Harkless makes free throw 2 of 2,8,9
31,1,7:43.0,B. Griffin makes 2-pt jump shot from 16 ft,,10,9
32,1,7:29.0,,Turnover by J. Nurkić (bad pass; steal by A. Rivers),10,9
33,1,7:16.0,A. Rivers misses 2-pt jump shot from 22 ft,,10,9
34,1,7:15.0,,Defensive rebound by Team,10,9
35,1,6:55.0,,Personal foul by A. Rivers (drawn by J. Nurkić),10,9
36,1,6:55.0,,Portland full timeout,10,9
37,1,6:53.0,,Turnover by J. Nurkić (bad pass),10,9
38,1,6:39.0,D. Gallinari makes 2-pt jump shot from 16 ft,,12,9
39,1,6:21.0,,C. McCollum makes 2-pt dunk at rim (assist by D. Lillard),12,11
40,1,6:03.0,Away from play foul by D. Lillard (drawn by D. Gallinari),,12,11
41,1,6:03.0,,P. Connaughton enters the game for M. Harkless,12,11
42,1,6:03.0,,E. Turner enters the game for C. McCollum,12,11
