,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW YORK_ACTION,INDIANA_SCORE,NEW YORK_SCORE
0,1,11:44.0,,Violation by E. Freedom (kicked ball),0,0
1,1,11:36.0,,Turnover by K. Porziņģis (bad pass; steal by V. Oladipo),0,0
2,1,11:27.0,,C. Lee misses 2-pt layup from 1 ft (block by V. Oladipo),0,0
3,1,11:21.0,,Offensive rebound by J. Jack,0,0
4,1,11:18.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by C. Lee),0,3
5,1,10:57.0,T. Young misses 2-pt jump shot from 13 ft,,0,3
6,1,10:57.0,,Defensive rebound by K. Porziņģis,0,3
7,1,10:50.0,,T. Hardaway misses 3-pt jump shot from 26 ft,0,3
8,1,10:47.0,Defensive rebound by V. Oladipo,,0,3
9,1,10:29.0,M. Turner makes 2-pt jump shot from 14 ft (assist by D. Collison),,2,3
10,1,10:11.0,,E. Freedom makes 2-pt hook shot from 4 ft,2,5
11,1,10:11.0,,Shooting foul by M. Turner (drawn by E. Freedom),2,5
12,1,10:11.0,,E. Freedom makes free throw 1 of 1,2,6
13,1,10:01.0,V. Oladipo misses 2-pt jump shot from 9 ft,,2,6
14,1,9:58.0,Offensive rebound by V. Oladipo,,2,6
15,1,9:56.0,V. Oladipo makes 2-pt layup from 1 ft,,4,6
16,1,9:40.0,,K. Porziņģis misses 2-pt jump shot from 18 ft,4,6
17,1,9:37.0,,Offensive rebound by E. Freedom,4,6
18,1,9:33.0,,C. Lee misses 2-pt jump shot from 17 ft,4,6
19,1,9:28.0,Defensive rebound by D. Collison,,4,6
20,1,9:26.0,T. Young makes 2-pt dunk at rim (assist by V. Oladipo),,6,6
21,1,9:08.0,,E. Freedom misses 2-pt jump shot from 5 ft,6,6
22,1,9:05.0,Defensive rebound by M. Turner,,6,6
23,1,9:02.0,D. Collison misses 2-pt jump shot from 16 ft,,6,6
24,1,8:59.0,,Defensive rebound by E. Freedom,6,6
25,1,8:49.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,6,6
26,1,8:45.0,,Offensive rebound by E. Freedom,6,6
27,1,8:43.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by E. Freedom),6,8
28,1,8:38.0,Turnover by V. Oladipo (lost ball; steal by T. Hardaway),,6,8
29,1,8:32.0,,K. Porziņģis makes 2-pt dunk at rim (assist by T. Hardaway),6,10
30,1,8:11.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by M. Turner),,9,10
31,1,7:55.0,,Personal foul by D. Collison (drawn by J. Jack),9,10
32,1,7:41.0,,Personal foul by M. Turner (drawn by K. Porziņģis),9,10
33,1,7:41.0,D. Sabonis enters the game for M. Turner,,9,10
34,1,7:33.0,,Personal foul by T. Young (drawn by K. Porziņģis),9,10
35,1,7:29.0,,Personal foul by D. Sabonis (drawn by K. Porziņģis),9,10
36,1,7:29.0,,K. Porziņģis makes free throw 1 of 2,9,11
37,1,7:29.0,,K. Porziņģis makes free throw 2 of 2,9,12
38,1,7:14.0,V. Oladipo misses 3-pt jump shot from 27 ft,,9,12
39,1,7:11.0,,Defensive rebound by E. Freedom,9,12
40,1,6:52.0,,C. Lee misses 3-pt jump shot from 26 ft,9,12
41,1,6:49.0,Defensive rebound by D. Collison,,9,12
42,1,6:36.0,,New York full timeout,9,12
43,1,6:36.0,Def 3 sec tech foul by K. Porziņģis,,9,12
44,1,6:36.0,V. Oladipo misses technical free throw,,9,12
45,1,6:36.0,Offensive rebound by Team,,9,12
46,1,6:22.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,9,12
47,1,6:19.0,Offensive rebound by D. Sabonis,,9,12
48,1,6:17.0,D. Sabonis makes 2-pt layup from 1 ft,,11,12
49,1,6:01.0,,J. Jack misses 3-pt jump shot from 23 ft,11,12
50,1,5:57.0,Defensive rebound by T. Young,,11,12
51,1,5:54.0,D. Collison makes 2-pt layup from 1 ft (assist by T. Young),,13,12
52,1,5:41.0,,K. Porziņģis misses 2-pt jump shot from 18 ft,13,12
53,1,5:37.0,,Offensive rebound by E. Freedom,13,12
54,1,5:34.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by J. Jack),13,15
55,1,5:19.0,D. Collison misses 3-pt jump shot from 25 ft,,13,15
56,1,5:17.0,Offensive rebound by D. Collison,,13,15
57,1,5:17.0,Personal foul by J. Jack (drawn by D. Collison),,13,15
