,QUARTER,TIME_REMAINING,DENVER_ACTION,PHILADELPHIA_ACTION,DENVER_SCORE,PHILADELPHIA_SCORE
212,2,2:34.0,Defensive rebound by W. Chandler,,53,45
213,2,2:11.0,J. Murray makes 2-pt jump shot from 12 ft (assist by W. Chandler),,55,45
214,2,1:54.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by B. Simmons),55,48
215,2,1:36.0,J. Murray misses 3-pt jump shot from 25 ft,,55,48
216,2,1:33.0,,Defensive rebound by T. McConnell,55,48
217,2,1:24.0,,J. Embiid misses 3-pt jump shot from 23 ft,55,48
218,2,1:22.0,Defensive rebound by W. Barton,,55,48
219,2,1:14.0,P. Millsap misses 2-pt layup from 4 ft (block by J. Embiid),,55,48
220,2,1:10.0,,Defensive rebound by J. Embiid,55,48
221,2,1:02.0,,Shooting foul by N. Jokić (drawn by J. Embiid),55,48
222,2,1:02.0,,J. Embiid makes free throw 1 of 2,55,49
223,2,1:02.0,,J. Embiid makes free throw 2 of 2,55,50
224,2,0:53.0,Turnover by W. Barton (bad pass; steal by T. McConnell),,55,50
225,2,0:51.0,,Shooting foul by P. Millsap (drawn by T. McConnell),55,50
226,2,0:51.0,,T. McConnell makes free throw 1 of 2,55,51
227,2,0:51.0,T. Craig enters the game for N. Jokić,,55,51
228,2,0:51.0,,T. McConnell misses free throw 2 of 2,55,51
229,2,0:48.0,Defensive rebound by T. Craig,,55,51
230,2,0:36.0,P. Millsap makes 2-pt layup from 3 ft (assist by W. Chandler),,57,51
231,2,0:36.0,Shooting foul by J. Redick (drawn by P. Millsap),,57,51
232,2,0:36.0,D. Harris enters the game for W. Barton,,57,51
233,2,0:36.0,P. Millsap misses free throw 1 of 1,,57,51
234,2,0:36.0,,Defensive rebound by J. Embiid,57,51
235,2,0:29.0,,J. Redick misses 3-pt jump shot from 26 ft,57,51
236,2,0:24.0,Defensive rebound by W. Chandler,,57,51
237,2,0:04.0,J. Murray makes 2-pt jump shot from 19 ft,,59,51
238,2,0:00.0,,T. McConnell misses 2-pt layup from 2 ft (block by J. Murray),59,51
239,2,0:00.0,Defensive rebound by W. Chandler,,59,51
240,3,11:53.0,Offensive foul by W. Chandler (drawn by J. Redick),,59,51
241,3,11:53.0,Turnover by W. Chandler (offensive foul),,59,51
242,3,11:45.0,,B. Simmons misses 2-pt layup from 6 ft,59,51
243,3,11:40.0,,Offensive rebound by B. Simmons,59,51
244,3,11:39.0,,B. Simmons misses 2-pt layup from 1 ft,59,51
245,3,11:39.0,,Offensive rebound by B. Simmons,59,51
246,3,11:31.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),59,54
247,3,11:04.0,J. Murray makes 3-pt jump shot from 23 ft (assist by W. Chandler),,62,54
248,3,10:46.0,,J. Embiid makes 2-pt dunk from 1 ft,62,56
249,3,10:36.0,J. Murray misses 3-pt jump shot from 27 ft,,62,56
250,3,10:34.0,Offensive rebound by N. Jokić,,62,56
251,3,10:31.0,Turnover by N. Jokić (lost ball; steal by J. Embiid),,62,56
252,3,10:28.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by D. Šarić),62,59
253,3,10:28.0,Denver full timeout,,62,59
254,3,10:17.0,N. Jokić makes 2-pt jump shot from 16 ft (assist by P. Millsap),,64,59
255,3,10:04.0,,J. Redick misses 2-pt jump shot from 17 ft,64,59
256,3,10:01.0,Defensive rebound by N. Jokić,,64,59
257,3,9:54.0,N. Jokić misses 3-pt jump shot from 26 ft,,64,59
258,3,9:51.0,,Defensive rebound by R. Covington,64,59
259,3,9:47.0,,R. Covington makes 2-pt layup at rim (assist by D. Šarić),64,61
260,3,9:27.0,J. Murray misses 2-pt layup from 1 ft,,64,61
261,3,9:24.0,,Defensive rebound by J. Embiid,64,61
262,3,9:21.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),64,64
263,3,8:57.0,J. Murray misses 2-pt layup from 1 ft,,64,64
264,3,8:55.0,,Defensive rebound by J. Embiid,64,64
265,3,8:49.0,,Shooting foul by P. Millsap (drawn by J. Redick),64,64
266,3,8:49.0,,J. Redick misses free throw 1 of 3,64,64
267,3,8:49.0,,Offensive rebound by Team,64,64
268,3,8:49.0,,J. Redick makes free throw 2 of 3,64,65
269,3,8:49.0,,J. Redick makes free throw 3 of 3,64,66
270,3,8:43.0,Personal foul by J. Embiid (drawn by N. Jokić),,64,66
271,3,8:23.0,W. Chandler misses 2-pt jump shot from 4 ft,,64,66
272,3,8:21.0,,Defensive rebound by J. Embiid,64,66
273,3,8:17.0,,D. Šarić makes 2-pt layup from 2 ft (assist by B. Simmons),64,68
274,3,8:17.0,,Shooting foul by N. Jokić (drawn by D. Šarić),64,68
275,3,8:17.0,,D. Šarić makes free throw 1 of 1,64,69
276,3,7:52.0,P. Millsap misses 2-pt jump shot from 11 ft (block by J. Embiid),,64,69
277,3,7:51.0,,Defensive rebound by D. Šarić,64,69
278,3,7:44.0,,D. Šarić makes 2-pt layup from 1 ft (assist by B. Simmons),64,71
279,3,7:43.0,Denver full timeout,,64,71
280,3,7:23.0,W. Barton misses 3-pt jump shot from 28 ft,,64,71
281,3,7:21.0,,Defensive rebound by Team,64,71
282,3,7:03.0,,J. Embiid misses 2-pt jump shot from 8 ft (block by N. Jokić),64,71
283,3,7:02.0,,Offensive rebound by J. Embiid,64,71
284,3,7:02.0,Offensive charge foul by J. Embiid (drawn by N. Jokić),,64,71
285,3,7:02.0,,Turnover by J. Embiid (offensive foul),64,71
286,3,7:02.0,,A. Johnson enters the game for J. Embiid,64,71
287,3,6:47.0,J. Murray misses 3-pt jump shot from 25 ft,,64,71
288,3,6:43.0,Offensive rebound by P. Millsap,,64,71
289,3,6:40.0,Personal foul by B. Simmons (drawn by J. Murray),,64,71
290,3,6:40.0,,M. Belinelli enters the game for J. Redick,64,71
291,3,6:22.0,N. Jokić misses 2-pt jump shot from 11 ft,,64,71
292,3,6:18.0,,Defensive rebound by B. Simmons,64,71
293,3,6:11.0,,R. Covington misses 3-pt jump shot from 25 ft,64,71
294,3,6:08.0,Defensive rebound by W. Chandler,,64,71
295,3,5:56.0,W. Chandler makes 2-pt layup from 2 ft (assist by P. Millsap),,66,71
296,3,5:55.0,,Philadelphia full timeout,66,71
297,3,5:55.0,,T. McConnell enters the game for R. Covington,66,71
298,3,5:41.0,,M. Belinelli makes 2-pt jump shot from 11 ft (assist by B. Simmons),66,73
299,3,5:14.0,P. Millsap makes 2-pt jump shot from 9 ft (assist by W. Barton),,68,73
300,3,4:56.0,,D. Šarić misses 3-pt jump shot from 26 ft,68,73
301,3,4:54.0,,Offensive rebound by B. Simmons,68,73
302,3,4:49.0,,M. Belinelli misses 3-pt jump shot from 30 ft,68,73
303,3,4:47.0,,Offensive rebound by Team,68,73
304,3,4:47.0,,Turnover by A. Johnson (offensive goaltending),68,73
305,3,4:47.0,D. Harris enters the game for J. Murray,,68,73
306,3,4:37.0,P. Millsap makes 2-pt layup from 1 ft (assist by D. Harris),,70,73
307,3,4:24.0,,A. Johnson makes 2-pt layup from 2 ft (assist by B. Simmons),70,75
308,3,4:10.0,Shooting foul by D. Šarić (drawn by P. Millsap),,70,75
309,3,4:10.0,P. Millsap makes free throw 1 of 2,,71,75
310,3,4:10.0,,E. İlyasova enters the game for D. Šarić,71,75
311,3,4:10.0,P. Millsap misses free throw 2 of 2,,71,75
312,3,4:08.0,,Defensive rebound by B. Simmons,71,75
313,3,3:57.0,,M. Belinelli misses 3-pt jump shot from 25 ft,71,75
314,3,3:48.0,Defensive rebound by N. Jokić,,71,75
315,3,3:47.0,Personal block foul by E. İlyasova (drawn by P. Millsap),,71,75
316,3,3:42.0,D. Harris misses 3-pt jump shot from 26 ft,,71,75
317,3,3:37.0,,Defensive rebound by E. İlyasova,71,75
318,3,3:33.0,,E. İlyasova misses 3-pt jump shot from 25 ft,71,75
319,3,3:30.0,Defensive rebound by P. Millsap,,71,75
320,3,3:21.0,Personal foul by T. McConnell (drawn by P. Millsap),,71,75
321,3,3:21.0,P. Millsap misses free throw 1 of 2,,71,75
322,3,3:21.0,Offensive rebound by Team,,71,75
323,3,3:21.0,,D. Šarić enters the game for A. Johnson,71,75
324,3,3:21.0,,R. Covington enters the game for T. McConnell,71,75
325,3,3:21.0,,M. Fultz enters the game for B. Simmons,71,75
326,3,3:21.0,P. Millsap makes free throw 2 of 2,,72,75
327,3,3:01.0,,Shooting foul by N. Jokić (drawn by D. Šarić),72,75
328,3,3:01.0,,D. Šarić makes free throw 1 of 2,72,76
329,3,3:01.0,T. Craig enters the game for N. Jokić,,72,76
330,3,3:01.0,,D. Šarić makes free throw 2 of 2,72,77
331,3,2:47.0,Shooting foul by R. Covington (drawn by W. Chandler),,72,77
332,3,2:47.0,W. Chandler misses free throw 1 of 2,,72,77
333,3,2:47.0,Offensive rebound by Team,,72,77
334,3,2:47.0,J. Murray enters the game for W. Barton,,72,77
335,3,2:47.0,W. Chandler makes free throw 2 of 2,,73,77
336,3,2:37.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by D. Šarić),73,79
337,3,2:22.0,Personal foul by E. İlyasova (drawn by P. Millsap),,73,79
338,3,2:22.0,P. Millsap makes free throw 1 of 2,,74,79
339,3,2:22.0,P. Millsap misses free throw 2 of 2,,74,79
340,3,2:20.0,,Defensive rebound by E. İlyasova,74,79
341,3,2:10.0,,M. Fultz misses 2-pt jump shot from 5 ft,74,79
342,3,2:05.0,,Offensive rebound by E. İlyasova,74,79
343,3,2:05.0,,E. İlyasova misses 2-pt layup at rim,74,79
344,3,2:02.0,Defensive rebound by P. Millsap,,74,79
345,3,1:58.0,W. Chandler misses 3-pt jump shot from 25 ft,,74,79
346,3,1:56.0,,Defensive rebound by M. Belinelli,74,79
347,3,1:52.0,,M. Fultz makes 2-pt layup from 2 ft,74,81
348,3,1:33.0,P. Millsap misses 2-pt layup from 4 ft (block by E. İlyasova),,74,81
349,3,1:31.0,,Defensive rebound by M. Belinelli,74,81
350,3,1:23.0,,M. Fultz misses 2-pt layup from 1 ft,74,81
351,3,1:19.0,,Offensive rebound by E. İlyasova,74,81
352,3,1:19.0,,E. İlyasova makes 2-pt layup at rim,74,83
353,3,0:58.0,D. Harris misses 2-pt layup from 1 ft,,74,83
354,3,0:56.0,,Defensive rebound by D. Šarić,74,83
355,3,0:36.0,,M. Fultz makes 2-pt layup from 1 ft (assist by M. Belinelli),74,85
356,3,0:27.0,P. Millsap misses 3-pt jump shot from 25 ft,,74,85
357,3,0:24.0,,Defensive rebound by D. Šarić,74,85
358,3,0:01.0,,Turnover by Team (shot clock),74,85
359,3,0:01.0,M. Plumlee enters the game for P. Millsap,,74,85
360,3,0:01.0,D. Harris misses 3-pt jump shot from 41 ft,,74,85
361,3,0:01.0,Offensive rebound by Team,,74,85
362,4,11:47.0,,Turnover by J. Embiid (bad pass; steal by J. Murray),74,85
363,4,11:39.0,D. Harris misses 2-pt jump shot from 17 ft,,74,85
364,4,11:35.0,,Defensive rebound by J. Embiid,74,85
365,4,11:24.0,,E. İlyasova makes 2-pt jump shot from 13 ft (assist by M. Fultz),74,87
366,4,11:08.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by D. Harris),,76,87
367,4,10:55.0,,Personal foul by J. Murray (drawn by E. İlyasova),76,87
368,4,10:54.0,,R. Covington makes 2-pt dunk at rim (assist by J. Redick),76,89
369,4,10:39.0,Turnover by D. Harris (traveling),,76,89
370,4,10:29.0,,J. Embiid misses 2-pt layup from 2 ft,76,89
371,4,10:26.0,,Offensive rebound by M. Fultz,76,89
372,4,10:25.0,,M. Fultz misses 2-pt jump shot from 1 ft (block by M. Plumlee),76,89
373,4,10:25.0,Defensive rebound by Team,,76,89
374,4,10:21.0,W. Barton makes 2-pt jump shot from 7 ft,,78,89
375,4,10:21.0,Shooting foul by R. Covington (drawn by W. Barton),,78,89
376,4,10:21.0,W. Barton makes free throw 1 of 1,,79,89
377,4,10:10.0,,Turnover by J. Embiid (lost ball; steal by D. Harris),79,89
378,4,10:05.0,J. Murray misses 2-pt layup from 1 ft (block by E. İlyasova),,79,89
379,4,10:03.0,,Defensive rebound by J. Embiid,79,89
380,4,10:02.0,,Personal foul by D. Harris (drawn by M. Fultz),79,89
381,4,9:52.0,,E. İlyasova makes 2-pt jump shot from 3 ft (assist by M. Fultz),79,91
382,4,9:39.0,J. Murray misses 2-pt layup from 3 ft,,79,91
383,4,9:38.0,Offensive rebound by T. Craig,,79,91
