,QUARTER,TIME_REMAINING,MIAMI_ACTION,CLEVELAND_ACTION,MIAMI_SCORE,CLEVELAND_SCORE
40,1,7:03.0,,Turnover by T. Thompson (lost ball; steal by J. Johnson),5,10
41,1,7:00.0,Shooting foul by I. Thomas (drawn by G. Dragić),,5,10
42,1,7:00.0,G. Dragić makes free throw 1 of 2,,6,10
43,1,7:00.0,G. Dragić misses free throw 2 of 2,,6,10
44,1,6:57.0,,Defensive rebound by J. Crowder,6,10
45,1,6:49.0,,Turnover by L. James (bad pass; steal by T. Johnson),6,10
46,1,6:44.0,Turnover by J. Richardson (bad pass; steal by J. Smith),,6,10
47,1,6:40.0,,Shooting foul by J. Johnson (drawn by L. James),6,10
48,1,6:40.0,,Cleveland full timeout,6,10
49,1,6:40.0,,L. James makes free throw 1 of 2,6,11
50,1,6:40.0,,L. James makes free throw 2 of 2,6,12
51,1,6:18.0,J. Johnson misses 3-pt jump shot from 25 ft,,6,12
52,1,6:15.0,Offensive rebound by H. Whiteside,,6,12
53,1,6:13.0,H. Whiteside makes 2-pt jump shot from 6 ft,,8,12
54,1,6:00.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by T. Thompson),8,14
55,1,5:42.0,G. Dragić makes 2-pt jump shot from 12 ft,,10,14
56,1,5:25.0,,Turnover by L. James (bad pass),10,14
57,1,5:25.0,W. Ellington enters the game for J. Richardson,,10,14
58,1,5:03.0,T. Johnson misses 2-pt layup from 2 ft,,10,14
59,1,5:00.0,,Defensive rebound by J. Crowder,10,14
60,1,4:56.0,,L. James makes 3-pt jump shot from 25 ft (assist by J. Smith),10,17
61,1,4:45.0,Miami full timeout,,10,17
62,1,4:32.0,J. Johnson makes 2-pt dunk from 1 ft (assist by G. Dragić),,12,17
63,1,4:18.0,,J. Smith makes 2-pt jump shot from 9 ft (assist by J. Crowder),12,19
64,1,4:06.0,J. Johnson makes 2-pt jump shot from 12 ft (assist by G. Dragić),,14,19
65,1,3:42.0,,I. Thomas misses 2-pt jump shot from 15 ft,14,19
66,1,3:41.0,,Offensive rebound by Team,14,19
67,1,3:41.0,,D. Wade enters the game for I. Thomas,14,19
68,1,3:36.0,,J. Smith makes 2-pt jump shot from 9 ft,14,21
69,1,3:19.0,G. Dragić makes 3-pt jump shot from 26 ft (assist by T. Johnson),,17,21
70,1,2:59.0,,L. James misses 3-pt jump shot from 25 ft,17,21
71,1,2:56.0,Defensive rebound by T. Johnson,,17,21
72,1,2:45.0,Turnover by H. Whiteside (traveling),,17,21
73,1,2:45.0,,J. Green enters the game for J. Crowder,17,21
74,1,2:45.0,J. Winslow enters the game for G. Dragić,,17,21
75,1,2:32.0,,T. Thompson misses 2-pt jump shot from 7 ft,17,21
76,1,2:30.0,Defensive rebound by W. Ellington,,17,21
77,1,2:21.0,H. Whiteside misses 2-pt jump shot from 6 ft,,17,21
78,1,2:19.0,,Defensive rebound by T. Thompson,17,21
79,1,2:13.0,,D. Wade makes 2-pt jump shot from 12 ft,17,23
80,1,1:56.0,T. Johnson misses 2-pt jump shot from 15 ft,,17,23
81,1,1:53.0,,Defensive rebound by T. Thompson,17,23
82,1,1:35.0,,L. James makes 2-pt layup from 1 ft,17,25
83,1,1:20.0,J. Johnson misses 2-pt layup at rim,,17,25
84,1,1:17.0,,Defensive rebound by D. Wade,17,25
85,1,1:15.0,,Shooting foul by W. Ellington (drawn by D. Wade),17,25
86,1,1:15.0,,D. Wade makes free throw 1 of 2,17,26
87,1,1:15.0,,C. Frye enters the game for J. Smith,17,26
88,1,1:15.0,,K. Korver enters the game for T. Thompson,17,26
89,1,1:15.0,,D. Rose enters the game for L. James,17,26
90,1,1:15.0,J. Richardson enters the game for T. Johnson,,17,26
91,1,1:15.0,K. Olynyk enters the game for J. Johnson,,17,26
92,1,1:15.0,B. Adebayo enters the game for H. Whiteside,,17,26
93,1,1:15.0,,D. Wade makes free throw 2 of 2,17,27
94,1,0:51.0,K. Olynyk makes 2-pt jump shot from 7 ft (assist by W. Ellington),,19,27
95,1,0:37.0,,C. Frye misses 2-pt jump shot from 12 ft,19,27
96,1,0:34.0,Defensive rebound by K. Olynyk,,19,27
97,1,0:23.0,J. Winslow makes 2-pt layup from 1 ft,,21,27
98,1,0:00.0,,J. Green misses 2-pt layup from 1 ft,21,27
99,1,0:00.0,,Offensive rebound by Team,21,27
100,2,11:42.0,,K. Korver misses 2-pt layup from 1 ft,21,27
101,2,11:41.0,,Offensive rebound by C. Frye,21,27
102,2,11:41.0,,Shooting foul by K. Olynyk (drawn by C. Frye),21,27
103,2,11:41.0,,C. Frye makes free throw 1 of 2,21,28
104,2,11:41.0,,C. Frye makes free throw 2 of 2,21,29
105,2,11:24.0,W. Ellington misses 3-pt jump shot from 24 ft,,21,29
106,2,11:20.0,,Defensive rebound by C. Frye,21,29
107,2,11:08.0,,K. Korver makes 2-pt layup at rim (assist by J. Green),21,31
108,2,10:55.0,Turnover by K. Olynyk (out of bounds lost ball),,21,31
109,2,10:48.0,,D. Rose misses 2-pt jump shot from 18 ft,21,31
110,2,10:45.0,Defensive rebound by K. Olynyk,,21,31
111,2,10:30.0,K. Olynyk misses 2-pt layup from 4 ft (block by D. Wade),,21,31
112,2,10:26.0,,Defensive rebound by K. Korver,21,31
113,2,10:22.0,,Shooting foul by J. Winslow (drawn by D. Wade),21,31
114,2,10:22.0,,D. Wade makes free throw 1 of 2,21,32
115,2,10:22.0,,D. Wade misses free throw 2 of 2,21,32
116,2,10:20.0,Defensive rebound by K. Olynyk,,21,32
117,2,10:09.0,,Violation by C. Frye (kicked ball),21,32
118,2,10:03.0,Turnover by J. Richardson (out of bounds lost ball),,21,32
119,2,9:53.0,,D. Rose misses 3-pt jump shot from 24 ft,21,32
120,2,9:50.0,Defensive rebound by W. Ellington,,21,32
121,2,9:42.0,K. Olynyk makes 2-pt dunk from 1 ft,,23,32
122,2,9:23.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by D. Wade),23,35
123,2,9:09.0,K. Olynyk misses 3-pt jump shot from 26 ft,,23,35
124,2,9:06.0,,Defensive rebound by D. Wade,23,35
125,2,9:05.0,,Shooting foul by K. Olynyk (drawn by D. Rose),23,35
126,2,9:05.0,,D. Rose makes free throw 1 of 2,23,36
127,2,9:05.0,,D. Rose misses free throw 2 of 2,23,36
128,2,9:03.0,Defensive rebound by B. Adebayo,,23,36
129,2,8:50.0,W. Ellington misses 3-pt jump shot from 25 ft,,23,36
130,2,8:49.0,,Defensive rebound by Team,23,36
131,2,8:36.0,,D. Wade misses 2-pt jump shot from 16 ft,23,36
132,2,8:34.0,Defensive rebound by J. Winslow,,23,36
133,2,8:24.0,Personal foul by D. Wade (drawn by K. Olynyk),,23,36
134,2,8:18.0,B. Adebayo makes 2-pt dunk at rim (assist by J. Richardson),,25,36
135,2,8:07.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by C. Frye),25,39
136,2,7:49.0,J. Richardson makes 2-pt jump shot from 11 ft (assist by B. Adebayo),,27,39
137,2,7:49.0,Shooting foul by D. Wade (drawn by J. Richardson),,27,39
138,2,7:49.0,,I. Thomas enters the game for D. Rose,27,39
139,2,7:49.0,J. Richardson misses free throw 1 of 1,,27,39
140,2,7:49.0,,Defensive rebound by Team,27,39
141,2,7:42.0,,C. Frye misses 3-pt jump shot from 23 ft,27,39
142,2,7:39.0,Defensive rebound by J. Winslow,,27,39
143,2,7:27.0,K. Olynyk misses 3-pt jump shot from 26 ft,,27,39
144,2,7:24.0,,Defensive rebound by K. Korver,27,39
145,2,7:13.0,,D. Wade misses 2-pt jump shot from 14 ft,27,39
146,2,7:11.0,Defensive rebound by J. Winslow,,27,39
147,2,7:05.0,J. Winslow makes 2-pt layup at rim,,29,39
148,2,7:04.0,,Cleveland full timeout,29,39
149,2,7:04.0,,L. James enters the game for D. Wade,29,39
150,2,6:57.0,,L. James misses 2-pt layup from 1 ft,29,39
151,2,6:55.0,Defensive rebound by B. Adebayo,,29,39
152,2,6:48.0,J. Richardson makes 2-pt layup from 1 ft,,31,39
153,2,6:34.0,,I. Thomas misses 2-pt layup from 1 ft (block by J. Richardson),31,39
154,2,6:31.0,Defensive rebound by W. Ellington,,31,39
155,2,6:28.0,K. Olynyk misses 3-pt jump shot from 25 ft,,31,39
156,2,6:28.0,Offensive rebound by J. Winslow,,31,39
157,2,6:25.0,Turnover by J. Winslow (step out of bounds),,31,39
158,2,6:15.0,,Turnover by L. James (bad pass; steal by K. Olynyk),31,39
159,2,6:07.0,Shooting foul by J. Green (drawn by B. Adebayo),,31,39
160,2,6:07.0,B. Adebayo misses free throw 1 of 2,,31,39
161,2,6:07.0,Offensive rebound by Team,,31,39
162,2,6:07.0,,J. Crowder enters the game for C. Frye,31,39
163,2,6:07.0,,J. Smith enters the game for J. Green,31,39
164,2,6:07.0,G. Dragić enters the game for J. Richardson,,31,39
165,2,6:07.0,B. Adebayo makes free throw 2 of 2,,32,39
166,2,5:52.0,,J. Crowder misses 2-pt jump shot from 12 ft,32,39
167,2,5:50.0,Defensive rebound by K. Olynyk,,32,39
168,2,5:40.0,G. Dragić misses 3-pt jump shot from 25 ft,,32,39
169,2,5:40.0,Offensive rebound by B. Adebayo,,32,39
170,2,5:40.0,B. Adebayo makes 2-pt layup from 1 ft,,34,39
171,2,5:40.0,Shooting foul by J. Crowder (drawn by B. Adebayo),,34,39
172,2,5:40.0,,T. Thompson enters the game for K. Korver,34,39
173,2,5:40.0,B. Adebayo makes free throw 1 of 1,,35,39
174,2,5:23.0,,J. Crowder misses 3-pt jump shot from 25 ft,35,39
175,2,5:20.0,Defensive rebound by J. Winslow,,35,39
176,2,5:13.0,K. Olynyk misses 3-pt jump shot from 26 ft,,35,39
177,2,5:12.0,Offensive rebound by Team,,35,39
178,2,5:12.0,,Loose ball foul by T. Thompson (drawn by B. Adebayo),35,39
179,2,5:12.0,B. Adebayo makes free throw 1 of 2,,36,39
180,2,5:12.0,B. Adebayo misses free throw 2 of 2,,36,39
181,2,5:09.0,,Defensive rebound by J. Crowder,36,39
182,2,4:54.0,,J. Crowder makes 2-pt layup at rim (assist by I. Thomas),36,41
183,2,4:42.0,W. Ellington misses 2-pt layup from 2 ft (block by T. Thompson),,36,41
184,2,4:42.0,Offensive rebound by Team,,36,41
185,2,4:34.0,Turnover by K. Olynyk (lost ball; steal by J. Crowder),,36,41
186,2,4:31.0,,Shooting foul by W. Ellington (drawn by J. Crowder),36,41
187,2,4:31.0,,J. Crowder makes free throw 1 of 2,36,42
188,2,4:31.0,T. Johnson enters the game for W. Ellington,,36,42
189,2,4:31.0,,J. Crowder makes free throw 2 of 2,36,43
190,2,4:30.0,Technical foul by W. Ellington,,36,43
191,2,4:30.0,,I. Thomas makes technical free throw,36,44
192,2,4:30.0,H. Whiteside enters the game for B. Adebayo,,36,44
193,2,4:16.0,K. Olynyk misses 3-pt jump shot from 24 ft,,36,44
194,2,4:14.0,,Defensive rebound by L. James,36,44
195,2,4:07.0,,L. James misses 2-pt jump shot from 7 ft,36,44
196,2,4:04.0,Defensive rebound by T. Johnson,,36,44
197,2,4:01.0,Shooting foul by J. Smith (drawn by J. Winslow),,36,44
198,2,4:01.0,J. Winslow misses free throw 1 of 2,,36,44
199,2,4:01.0,Offensive rebound by Team,,36,44
200,2,4:01.0,J. Winslow makes free throw 2 of 2,,37,44
201,2,3:49.0,,Turnover by L. James (bad pass; steal by J. Winslow),37,44
202,2,3:45.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Winslow),,39,44
203,2,3:31.0,,Shooting foul by K. Olynyk (drawn by I. Thomas),39,44
204,2,3:31.0,,I. Thomas makes free throw 1 of 2,39,45
205,2,3:31.0,J. Johnson enters the game for K. Olynyk,,39,45
206,2,3:31.0,,I. Thomas makes free throw 2 of 2,39,46
207,2,3:17.0,Turnover by G. Dragić (lost ball; steal by I. Thomas),,39,46
208,2,3:14.0,,L. James misses 2-pt layup from 2 ft (block by J. Johnson),39,46
209,2,3:14.0,,Offensive rebound by Team,39,46
210,2,3:09.0,,T. Thompson misses 2-pt layup from 3 ft,39,46
211,2,3:07.0,Defensive rebound by J. Winslow,,39,46
212,2,2:59.0,G. Dragić makes 2-pt layup from 1 ft,,41,46
213,2,2:49.0,,Turnover by I. Thomas (step out of bounds),41,46
214,2,2:49.0,Miami full timeout,,41,46
215,2,2:40.0,T. Johnson misses 3-pt jump shot from 25 ft,,41,46
216,2,2:38.0,Offensive rebound by Team,,41,46
217,2,2:38.0,,Loose ball foul by T. Thompson (drawn by H. Whiteside),41,46
218,2,2:38.0,H. Whiteside makes free throw 1 of 2,,42,46
219,2,2:38.0,,D. Wade enters the game for I. Thomas,42,46
220,2,2:38.0,,C. Frye enters the game for T. Thompson,42,46
221,2,2:38.0,J. Richardson enters the game for J. Winslow,,42,46
222,2,2:38.0,H. Whiteside misses free throw 2 of 2,,42,46
223,2,2:30.0,,Defensive rebound by L. James,42,46
224,2,2:16.0,,L. James misses 2-pt layup from 2 ft,42,46
225,2,2:13.0,Defensive rebound by T. Johnson,,42,46
226,2,2:08.0,Offensive foul by H. Whiteside (drawn by C. Frye),,42,46
227,2,2:08.0,Turnover by H. Whiteside (offensive foul),,42,46
228,2,1:50.0,,Turnover by D. Wade (bad pass),42,46
229,2,1:38.0,G. Dragić makes 2-pt jump shot from 11 ft,,44,46
230,2,1:20.0,,Shooting foul by J. Richardson (drawn by L. James),44,46
231,2,1:20.0,,L. James misses free throw 1 of 2,44,46
232,2,1:20.0,,Offensive rebound by Team,44,46
233,2,1:20.0,,L. James makes free throw 2 of 2,44,47
234,2,1:13.0,Personal foul by J. Crowder (drawn by T. Johnson),,44,47
235,2,1:13.0,T. Johnson makes free throw 1 of 2,,45,47
236,2,1:13.0,T. Johnson makes free throw 2 of 2,,46,47
237,2,1:11.0,,Turnover by J. Crowder (bad pass),46,47
238,2,0:57.0,G. Dragić misses 2-pt jump shot from 4 ft,,46,47
239,2,0:57.0,Offensive rebound by H. Whiteside,,46,47
240,2,0:56.0,Shooting foul by C. Frye (drawn by H. Whiteside),,46,47
241,2,0:56.0,H. Whiteside makes free throw 1 of 2,,47,47
242,2,0:56.0,H. Whiteside makes free throw 2 of 2,,48,47
243,2,0:49.0,,Personal foul by J. Johnson (drawn by L. James),48,47
244,2,0:49.0,,L. James misses free throw 1 of 2,48,47
245,2,0:49.0,,Offensive rebound by Team,48,47
246,2,0:49.0,,J. Green enters the game for J. Crowder,48,47
247,2,0:49.0,J. Winslow enters the game for J. Johnson,,48,47
248,2,0:49.0,,L. James makes free throw 2 of 2,48,48
249,2,0:39.0,Personal foul by J. Smith (drawn by G. Dragić),,48,48
250,2,0:39.0,G. Dragić makes free throw 1 of 2,,49,48
251,2,0:39.0,,K. Korver enters the game for J. Smith,49,48
252,2,0:39.0,G. Dragić makes free throw 2 of 2,,50,48
253,2,0:33.0,,Turnover by L. James (lost ball; steal by T. Johnson),50,48
254,2,0:27.0,J. Winslow misses 2-pt layup from 1 ft (block by C. Frye),,50,48
255,2,0:26.0,,Defensive rebound by Team,50,48
256,2,0:03.0,,L. James misses 3-pt jump shot from 26 ft,50,48
257,2,0:01.0,Defensive rebound by H. Whiteside,,50,48
258,2,0:00.0,G. Dragić misses 3-pt jump shot from 33 ft,,50,48
259,2,0:00.0,Offensive rebound by Team,,50,48
260,3,11:46.0,,L. James makes 2-pt jump shot from 17 ft,50,50
261,3,11:26.0,Turnover by H. Whiteside (bad pass; steal by I. Thomas),,50,50
262,3,11:16.0,,I. Thomas makes 2-pt jump shot from 16 ft (assist by L. James),50,52
263,3,10:58.0,G. Dragić makes 2-pt jump shot from 13 ft (assist by H. Whiteside),,52,52
264,3,10:42.0,,Shooting foul by H. Whiteside (drawn by I. Thomas),52,52
265,3,10:42.0,,I. Thomas makes free throw 1 of 2,52,53
266,3,10:42.0,,I. Thomas makes free throw 2 of 2,52,54
267,3,10:22.0,J. Richardson misses 3-pt jump shot from 26 ft,,52,54
268,3,10:19.0,,Defensive rebound by J. Smith,52,54
269,3,10:06.0,,J. Crowder makes 2-pt layup at rim (assist by I. Thomas),52,56
270,3,9:44.0,J. Johnson misses 2-pt layup from 1 ft,,52,56
271,3,9:42.0,,Defensive rebound by J. Crowder,52,56
272,3,9:33.0,,L. James misses 2-pt jump shot from 20 ft,52,56
273,3,9:33.0,Defensive rebound by H. Whiteside,,52,56
274,3,9:18.0,J. Johnson misses 3-pt jump shot from 23 ft,,52,56
275,3,9:16.0,,Defensive rebound by J. Crowder,52,56
276,3,9:08.0,,I. Thomas misses 3-pt jump shot from 25 ft,52,56
277,3,9:04.0,Defensive rebound by J. Johnson,,52,56
278,3,9:02.0,,Offensive charge foul by J. Johnson (drawn by L. James),52,56
279,3,9:02.0,Turnover by J. Johnson (offensive foul),,52,56
280,3,8:53.0,,I. Thomas misses 2-pt jump shot from 6 ft (block by J. Richardson),52,56
281,3,8:48.0,Defensive rebound by G. Dragić,,52,56
282,3,8:47.0,T. Johnson makes 2-pt layup at rim (assist by G. Dragić),,54,56
283,3,8:24.0,,I. Thomas misses 2-pt jump shot from 11 ft,54,56
284,3,8:24.0,,Offensive rebound by T. Thompson,54,56
285,3,8:24.0,,Personal foul by J. Richardson (drawn by T. Thompson),54,56
286,3,8:16.0,,T. Thompson misses 2-pt jump shot from 5 ft,54,56
287,3,8:14.0,Defensive rebound by H. Whiteside,,54,56
288,3,8:05.0,T. Johnson makes 2-pt layup at rim (assist by J. Richardson),,56,56
289,3,8:05.0,Shooting foul by T. Thompson (drawn by T. Johnson),,56,56
290,3,8:05.0,T. Johnson misses free throw 1 of 1,,56,56
291,3,8:03.0,,Defensive rebound by L. James,56,56
292,3,7:59.0,,I. Thomas misses 3-pt jump shot from 25 ft,56,56
293,3,7:58.0,,Offensive rebound by Team,56,56
294,3,7:54.0,,I. Thomas misses 2-pt layup from 2 ft (block by H. Whiteside),56,56
295,3,7:50.0,Defensive rebound by J. Johnson,,56,56
296,3,7:43.0,Personal foul by J. Crowder (drawn by J. Johnson),,56,56
297,3,7:35.0,T. Johnson makes 3-pt jump shot from 22 ft (assist by G. Dragić),,59,56
298,3,7:26.0,,Personal block foul by G. Dragić (drawn by J. Crowder),59,56
299,3,7:19.0,,L. James makes 2-pt jump shot from 15 ft,59,58
300,3,7:04.0,J. Johnson makes 2-pt layup at rim (assist by G. Dragić),,61,58
301,3,6:55.0,Violation by H. Whiteside (kicked ball),,61,58
302,3,6:55.0,,Cleveland full timeout,61,58
303,3,6:55.0,,C. Frye enters the game for T. Thompson,61,58
304,3,6:49.0,,Shooting foul by J. Johnson (drawn by L. James),61,58
305,3,6:49.0,,L. James makes free throw 1 of 2,61,59
306,3,6:49.0,J. Winslow enters the game for J. Johnson,,61,59
307,3,6:49.0,,L. James makes free throw 2 of 2,61,60
308,3,6:32.0,H. Whiteside misses 2-pt jump shot from 12 ft,,61,60
309,3,6:29.0,,Defensive rebound by C. Frye,61,60
310,3,6:21.0,,C. Frye misses 3-pt jump shot from 25 ft,61,60
311,3,6:17.0,Defensive rebound by H. Whiteside,,61,60
312,3,6:14.0,G. Dragić misses 2-pt jump shot from 18 ft,,61,60
313,3,6:10.0,,Defensive rebound by I. Thomas,61,60
314,3,6:08.0,,Shooting foul by T. Johnson (drawn by L. James),61,60
315,3,6:08.0,,L. James makes free throw 1 of 2,61,61
316,3,6:08.0,,L. James misses free throw 2 of 2,61,61
317,3,6:05.0,Defensive rebound by J. Winslow,,61,61
318,3,5:45.0,T. Johnson misses 3-pt jump shot from 26 ft,,61,61
319,3,5:42.0,,Defensive rebound by L. James,61,61
320,3,5:25.0,,J. Smith misses 3-pt jump shot from 27 ft,61,61
321,3,5:23.0,Defensive rebound by H. Whiteside,,61,61
322,3,5:16.0,Shooting foul by C. Frye (drawn by H. Whiteside),,61,61
323,3,5:16.0,H. Whiteside makes free throw 1 of 2,,62,61
324,3,5:16.0,W. Ellington enters the game for J. Richardson,,62,61
325,3,5:16.0,H. Whiteside misses free throw 2 of 2,,62,61
326,3,5:14.0,,Defensive rebound by L. James,62,61
327,3,4:57.0,,C. Frye makes 2-pt jump shot from 22 ft (assist by I. Thomas),62,63
328,3,4:36.0,H. Whiteside makes 2-pt dunk from 1 ft,,64,63
329,3,4:19.0,,I. Thomas misses 2-pt jump shot from 13 ft,64,63
330,3,4:15.0,,Offensive rebound by L. James,64,63
331,3,4:15.0,,L. James misses 2-pt layup at rim,64,63
332,3,4:14.0,Defensive rebound by H. Whiteside,,64,63
333,3,4:11.0,J. Winslow makes 2-pt jump shot from 4 ft,,66,63
334,3,3:58.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by I. Thomas),66,66
335,3,3:44.0,G. Dragić misses 2-pt layup from 2 ft,,66,66
336,3,3:42.0,,Defensive rebound by C. Frye,66,66
337,3,3:38.0,,Shooting foul by G. Dragić (drawn by J. Smith),66,66
338,3,3:38.0,,J. Smith misses free throw 1 of 2,66,66
339,3,3:38.0,,Offensive rebound by Team,66,66
340,3,3:38.0,,J. Green enters the game for J. Crowder,66,66
341,3,3:38.0,B. Adebayo enters the game for H. Whiteside,,66,66
342,3,3:38.0,,J. Smith misses free throw 2 of 2,66,66
343,3,3:35.0,Defensive rebound by B. Adebayo,,66,66
344,3,3:26.0,J. Winslow makes 2-pt jump shot from 14 ft,,68,66
345,3,3:06.0,,I. Thomas misses 2-pt layup at rim,68,66
346,3,3:05.0,Defensive rebound by J. Winslow,,68,66
347,3,2:59.0,T. Johnson misses 3-pt jump shot from 23 ft,,68,66
348,3,2:57.0,Offensive rebound by Team,,68,66
349,3,2:57.0,Miami full timeout,,68,66
350,3,2:57.0,,D. Wade enters the game for I. Thomas,68,66
351,3,2:57.0,,K. Korver enters the game for J. Smith,68,66
352,3,2:57.0,Turnover by Team (turnover),,68,66
353,3,2:42.0,,J. Green misses 2-pt jump shot from 11 ft,68,66
354,3,2:39.0,Defensive rebound by T. Johnson,,68,66
355,3,2:21.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Winslow),,70,66
356,3,2:02.0,,C. Frye makes 2-pt dunk at rim (assist by L. James),70,68
357,3,1:37.0,G. Dragić misses 3-pt jump shot from 29 ft,,70,68
358,3,1:34.0,,Defensive rebound by L. James,70,68
359,3,1:31.0,,Turnover by L. James (bad pass),70,68
360,3,1:08.0,Turnover by B. Adebayo (lost ball; steal by C. Frye),,70,68
361,3,1:02.0,,D. Wade misses 2-pt jump shot from 14 ft,70,68
362,3,1:02.0,,Offensive rebound by D. Wade,70,68
363,3,0:59.0,,D. Wade makes 2-pt layup from 1 ft,70,70
364,3,0:44.0,G. Dragić makes 2-pt jump shot from 13 ft,,72,70
365,3,0:29.0,,C. Frye makes 2-pt layup at rim (assist by L. James),72,72
366,3,0:08.0,Shooting foul by C. Frye (drawn by T. Johnson),,72,72
367,3,0:08.0,T. Johnson misses free throw 1 of 2,,72,72
368,3,0:08.0,Offensive rebound by Team,,72,72
369,3,0:08.0,J. Richardson enters the game for G. Dragić,,72,72
370,3,0:08.0,T. Johnson misses free throw 2 of 2,,72,72
371,3,0:06.0,,Defensive rebound by L. James,72,72
372,3,0:00.0,,L. James misses 2-pt jump shot from 12 ft,72,72
373,3,0:00.0,,Offensive rebound by Team,72,72
374,4,11:39.0,J. Winslow misses 2-pt jump shot from 15 ft,,72,72
375,4,11:35.0,,Defensive rebound by D. Wade,72,72
376,4,11:18.0,,L. James misses 3-pt jump shot from 26 ft,72,72
377,4,11:16.0,Defensive rebound by J. Richardson,,72,72
378,4,11:04.0,Offensive foul by J. Winslow (drawn by K. Korver),,72,72
379,4,11:04.0,Turnover by J. Winslow (offensive foul),,72,72
380,4,10:49.0,,C. Frye makes 2-pt hook shot from 2 ft (assist by L. James),72,74
381,4,10:37.0,J. Richardson makes 3-pt jump shot from 29 ft (assist by K. Olynyk),,75,74
382,4,10:20.0,,Turnover by C. Frye (traveling),75,74
383,4,10:10.0,Turnover by B. Adebayo (out of bounds lost ball),,75,74
384,4,10:02.0,,Shooting foul by J. Richardson (drawn by D. Wade),75,74
385,4,10:02.0,,D. Wade makes free throw 1 of 2,75,75
386,4,10:02.0,,D. Wade makes free throw 2 of 2,75,76
387,4,9:52.0,Turnover by J. Winslow (bad pass; steal by D. Wade),,75,76
388,4,9:40.0,,Personal foul by J. Winslow (drawn by L. James),75,76
389,4,9:27.0,,D. Wade misses 3-pt jump shot from 25 ft,75,76
390,4,9:24.0,Defensive rebound by J. Winslow,,75,76
391,4,9:14.0,B. Adebayo misses 2-pt jump shot from 4 ft,,75,76
392,4,9:14.0,Offensive rebound by J. Richardson,,75,76
393,4,9:07.0,J. Richardson makes 2-pt layup at rim,,77,76
394,4,8:54.0,,L. James misses 3-pt jump shot from 24 ft,77,76
395,4,8:54.0,,Offensive rebound by L. James,77,76
