,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
380,4,2:59.0,,H. Barnes makes 3-pt jump shot from 22 ft (assist by D. Nowitzki),83,80
381,4,2:38.0,Z. Randolph makes 2-pt hook shot from 4 ft,,85,80
382,4,2:15.0,,H. Barnes makes 2-pt layup from 2 ft,85,82
383,4,2:15.0,,Shooting foul by Z. Randolph (drawn by H. Barnes),85,82
384,4,2:15.0,W. Cauley-Stein enters the game for K. Koufos,,85,82
385,4,2:15.0,,H. Barnes makes free throw 1 of 1,85,83
386,4,2:15.0,G. Temple misses 2-pt layup from 6 ft (block by J. Barea),,85,83
387,4,2:00.0,Offensive rebound by Team,,85,83
388,4,1:39.0,,J. Barea misses 3-pt jump shot from 25 ft,85,83
389,4,1:33.0,Defensive rebound by G. Temple,,85,83
390,4,1:25.0,Shooting foul by H. Barnes (drawn by G. Hill),,85,83
391,4,1:25.0,G. Hill misses free throw 1 of 1,,85,83
392,4,1:24.0,G. Hill makes 3-pt jump shot from 27 ft,,88,83
393,4,1:23.0,,Defensive rebound by D. Nowitzki,88,83
394,4,1:17.0,,Shooting foul by W. Cauley-Stein (drawn by Y. Ferrell),88,83
395,4,1:17.0,,Y. Ferrell makes free throw 1 of 2,88,84
396,4,1:17.0,,Y. Ferrell makes free throw 2 of 2,88,85
397,4,0:58.0,Shooting foul by Y. Ferrell (drawn by Z. Randolph),,88,85
398,4,0:58.0,Z. Randolph misses free throw 1 of 2,,88,85
399,4,0:58.0,Offensive rebound by Team,,88,85
400,4,0:58.0,Z. Randolph makes free throw 2 of 2,,89,85
401,4,0:49.0,,Shooting foul by W. Cauley-Stein (drawn by H. Barnes),89,85
402,4,0:49.0,,H. Barnes makes free throw 1 of 2,89,86
403,4,0:49.0,,N. Noel enters the game for D. Nowitzki,89,86
404,4,0:49.0,,D. Finney-Smith enters the game for J. Barea,89,86
405,4,0:49.0,,H. Barnes misses free throw 2 of 2,89,86
406,4,0:48.0,Defensive rebound by G. Temple,,89,86
407,4,0:48.0,Sacramento full timeout,,89,86
408,4,0:48.0,B. Hield enters the game for D. Fox,,89,86
409,4,0:34.0,Z. Randolph misses 2-pt jump shot from 15 ft,,89,86
410,4,0:30.0,Offensive rebound by B. Hield,,89,86
411,4,0:16.0,G. Hill makes 2-pt jump shot from 17 ft,,91,86
412,4,0:16.0,,Dallas full timeout,91,86
413,4,0:16.0,,D. Nowitzki enters the game for N. Noel,91,86
414,4,0:16.0,,J. Barea enters the game for D. Finney-Smith,91,86
415,4,0:16.0,D. Fox enters the game for Z. Randolph,,91,86
416,4,0:12.0,,H. Barnes makes 2-pt jump shot from 2 ft,91,88
417,4,0:06.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by G. Temple),,93,88
418,4,0:06.0,,Dallas full timeout,93,88
419,4,0:06.0,,D. Powell enters the game for J. Barea,93,88
420,4,0:02.0,,W. Matthews misses 3-pt jump shot from 22 ft,93,88
421,4,0:02.0,Defensive rebound by D. Fox,,93,88
