,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,UTAH_ACTION,NEW ORLEANS_SCORE,UTAH_SCORE
93,1,0:08.0,D. Cousins makes free throw 1 of 2,,28,26
94,1,0:08.0,T. Allen enters the game for E. Moore,,28,26
95,1,0:08.0,D. Cousins makes free throw 2 of 2,,29,26
96,1,0:01.0,,Shooting foul by T. Allen (drawn by D. Mitchell),29,26
97,1,0:01.0,,D. Mitchell misses free throw 1 of 2,29,26
98,1,0:01.0,,Offensive rebound by Team,29,26
99,1,0:01.0,A. Davis enters the game for D. Cousins,,29,26
100,1,0:01.0,,D. Mitchell makes free throw 2 of 2,29,27
101,2,11:48.0,,A. Burks misses 2-pt jump shot from 13 ft,29,27
102,2,11:40.0,,Offensive rebound by E. Udoh,29,27
103,2,11:40.0,,E. Udoh misses 2-pt layup at rim,29,27
104,2,11:39.0,Defensive rebound by A. Davis,,29,27
105,2,11:21.0,T. Allen misses 2-pt jump shot from 8 ft,,29,27
106,2,11:20.0,,Defensive rebound by R. Rubio,29,27
107,2,11:15.0,,J. Jerebko makes 2-pt layup from 1 ft (assist by R. Rubio),29,29
108,2,11:03.0,J. Nelson makes 3-pt jump shot from 24 ft (assist by I. Clark),,32,29
109,2,10:44.0,,Turnover by R. O'Neale (bad pass; steal by A. Davis),32,29
110,2,10:35.0,T. Allen misses 2-pt layup from 2 ft (block by J. Jerebko),,32,29
111,2,10:31.0,,Defensive rebound by E. Udoh,32,29
112,2,10:23.0,,Personal foul by D. Miller (drawn by E. Udoh),32,29
113,2,10:17.0,,R. Rubio misses 3-pt jump shot from 22 ft,32,29
114,2,10:13.0,,Offensive rebound by E. Udoh,32,29
115,2,10:04.0,,J. Jerebko misses 2-pt layup from 4 ft,32,29
116,2,10:01.0,Defensive rebound by J. Nelson,,32,29
117,2,9:56.0,D. Miller misses 3-pt jump shot from 23 ft,,32,29
118,2,9:54.0,,Defensive rebound by R. O'Neale,32,29
119,2,9:47.0,,R. O'Neale misses 3-pt jump shot from 25 ft,32,29
120,2,9:43.0,Defensive rebound by A. Davis,,32,29
121,2,9:27.0,Turnover by I. Clark (bad pass; steal by A. Burks),,32,29
122,2,9:22.0,,A. Burks misses 2-pt layup from 3 ft,32,29
123,2,9:20.0,,Offensive rebound by J. Jerebko,32,29
124,2,9:16.0,,A. Burks makes 2-pt layup from 2 ft (assist by E. Udoh),32,31
125,2,9:16.0,,Shooting foul by D. Miller (drawn by A. Burks),32,31
126,2,9:16.0,,T. Sefolosha enters the game for J. Jerebko,32,31
127,2,9:16.0,,A. Burks makes free throw 1 of 1,32,32
128,2,9:07.0,A. Davis misses 2-pt layup from 3 ft (block by E. Udoh),,32,32
129,2,9:03.0,,Defensive rebound by R. Rubio,32,32
130,2,9:03.0,,Personal foul by J. Nelson (drawn by R. Rubio),32,32
131,2,9:03.0,D. Cunningham enters the game for T. Allen,,32,32
132,2,8:47.0,,R. Rubio misses 2-pt layup from 3 ft,32,32
133,2,8:45.0,Defensive rebound by A. Davis,,32,32
134,2,8:40.0,A. Davis misses 2-pt jump shot from 19 ft,,32,32
135,2,8:37.0,,Defensive rebound by T. Sefolosha,32,32
136,2,8:32.0,,A. Burks makes 2-pt jump shot from 15 ft,32,34
137,2,8:15.0,Personal foul by E. Udoh (drawn by A. Davis),,32,34
138,2,8:15.0,D. Cousins enters the game for D. Miller,,32,34
139,2,8:05.0,Shooting foul by E. Udoh (drawn by D. Cousins),,32,34
140,2,8:05.0,D. Cousins misses free throw 1 of 2,,32,34
141,2,8:05.0,Offensive rebound by Team,,32,34
142,2,8:05.0,,D. Favors enters the game for E. Udoh,32,34
143,2,8:05.0,D. Cousins makes free throw 2 of 2,,33,34
144,2,7:51.0,,Shooting foul by D. Cousins (drawn by D. Favors),33,34
145,2,7:51.0,,D. Favors misses free throw 1 of 2,33,34
146,2,7:51.0,,Offensive rebound by Team,33,34
147,2,7:51.0,,D. Favors makes free throw 2 of 2,33,35
148,2,7:29.0,D. Cunningham makes 3-pt jump shot from 22 ft (assist by J. Nelson),,36,35
149,2,7:16.0,,Shooting foul by J. Nelson (drawn by R. Rubio),36,35
150,2,7:16.0,,R. Rubio misses free throw 1 of 2,36,35
151,2,7:16.0,,Offensive rebound by Team,36,35
152,2,7:16.0,,R. Rubio misses free throw 2 of 2,36,35
153,2,7:14.0,Defensive rebound by D. Cousins,,36,35
154,2,7:03.0,D. Cousins misses 2-pt jump shot from 22 ft,,36,35
155,2,7:00.0,,Defensive rebound by R. O'Neale,36,35
156,2,6:47.0,,R. O'Neale misses 2-pt layup from 2 ft,36,35
157,2,6:43.0,Defensive rebound by D. Cunningham,,36,35
158,2,6:29.0,Turnover by A. Davis (traveling),,36,35
159,2,6:29.0,,Utah full timeout,36,35
160,2,6:29.0,,J. Jerebko enters the game for R. Rubio,36,35
161,2,6:29.0,,D. Mitchell enters the game for T. Sefolosha,36,35
162,2,6:29.0,,J. Ingles enters the game for R. O'Neale,36,35
163,2,6:29.0,D. Miller enters the game for I. Clark,,36,35
164,2,6:29.0,R. Rondo enters the game for J. Nelson,,36,35
165,2,6:29.0,J. Holiday enters the game for A. Davis,,36,35
166,2,6:29.0,A. Davis enters the game for D. Cunningham,,36,35
167,2,6:17.0,,D. Favors misses 2-pt jump shot from 18 ft,36,35
168,2,6:07.0,Defensive rebound by A. Davis,,36,35
169,2,5:56.0,A. Davis makes 2-pt jump shot from 10 ft,,38,35
170,2,5:41.0,,Shooting foul by J. Holiday (drawn by D. Favors),38,35
171,2,5:41.0,,D. Favors makes free throw 1 of 2,38,36
172,2,5:41.0,,D. Favors makes free throw 2 of 2,38,37
173,2,5:22.0,J. Holiday misses 2-pt layup from 3 ft,,38,37
174,2,5:20.0,,Defensive rebound by J. Jerebko,38,37
175,2,4:58.0,,J. Jerebko makes 2-pt hook shot from 1 ft (assist by J. Ingles),38,39
176,2,4:42.0,A. Davis misses 2-pt jump shot from 7 ft,,38,39
177,2,4:38.0,,Defensive rebound by D. Favors,38,39
178,2,4:27.0,,J. Ingles misses 3-pt jump shot from 22 ft,38,39
179,2,4:25.0,,Offensive rebound by D. Favors,38,39
180,2,4:19.0,,A. Burks misses 3-pt jump shot from 25 ft,38,39
181,2,4:16.0,Defensive rebound by R. Rondo,,38,39
182,2,4:15.0,Turnover by R. Rondo (bad pass; steal by A. Burks),,38,39
183,2,4:10.0,,D. Favors makes 2-pt dunk from 2 ft (assist by A. Burks),38,41
184,2,3:59.0,D. Miller makes 3-pt jump shot from 24 ft,,41,41
185,2,3:59.0,Shooting foul by D. Mitchell (drawn by D. Miller),,41,41
186,2,3:59.0,D. Miller makes free throw 1 of 1,,42,41
187,2,3:43.0,,Turnover by D. Favors (traveling),42,41
188,2,3:29.0,R. Rondo makes 2-pt layup from 1 ft,,44,41
189,2,3:03.0,,D. Mitchell misses 3-pt jump shot from 25 ft,44,41
190,2,2:59.0,Defensive rebound by R. Rondo,,44,41
191,2,2:55.0,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),,46,41
192,2,2:38.0,New Orleans full timeout,,46,41
193,2,2:38.0,,T. Sefolosha enters the game for A. Burks,46,41
194,2,2:38.0,,R. Rubio enters the game for J. Jerebko,46,41
195,2,2:38.0,E. Moore enters the game for D. Miller,,46,41
196,2,2:33.0,,D. Mitchell misses 3-pt jump shot from 24 ft,46,41
197,2,2:31.0,Defensive rebound by D. Cousins,,46,41
198,2,2:21.0,D. Cousins makes 2-pt layup from 3 ft (assist by A. Davis),,48,41
199,2,2:01.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,48,41
200,2,1:58.0,Defensive rebound by R. Rondo,,48,41
201,2,1:49.0,D. Cousins misses 2-pt layup from 2 ft,,48,41
202,2,1:47.0,Offensive rebound by A. Davis,,48,41
203,2,1:46.0,A. Davis makes 2-pt layup from 1 ft,,50,41
204,2,1:38.0,D. Cunningham enters the game for D. Cousins,,50,41
205,2,1:29.0,,D. Favors makes 2-pt dunk from 1 ft (assist by D. Mitchell),50,43
206,2,1:15.0,J. Holiday makes 2-pt jump shot from 18 ft (assist by R. Rondo),,52,43
207,2,0:47.0,,Turnover by Team (shot clock),52,43
208,2,0:29.0,Turnover by A. Davis (bad pass),,52,43
209,2,0:05.0,,D. Mitchell misses 2-pt layup from 4 ft,52,43
210,2,0:02.0,,Offensive rebound by D. Favors,52,43
211,2,0:02.0,,D. Favors misses 2-pt layup at rim,52,43
212,2,0:02.0,Defensive rebound by J. Holiday,,52,43
213,2,0:02.0,Personal foul by R. Rubio (drawn by J. Holiday),,52,43
214,2,0:02.0,D. Miller enters the game for D. Cunningham,,52,43
215,2,0:00.0,D. Miller makes 3-pt jump shot from 22 ft (assist by R. Rondo),,55,43
216,3,11:45.0,,Personal foul by R. Rondo (drawn by J. Jerebko),55,43
217,3,11:33.0,,J. Jerebko misses 2-pt hook shot from 9 ft (block by A. Davis),55,43
218,3,11:30.0,Defensive rebound by R. Rondo,,55,43
219,3,11:27.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),,58,43
220,3,11:14.0,,D. Favors makes 2-pt jump shot from 18 ft (assist by J. Ingles),58,45
221,3,10:49.0,A. Davis makes 2-pt jump shot from 19 ft (assist by E. Moore),,60,45
222,3,10:37.0,,D. Favors makes 2-pt jump shot from 16 ft (assist by R. Rubio),60,47
223,3,10:18.0,Turnover by R. Rondo (bad pass; steal by R. Rubio),,60,47
224,3,10:14.0,,J. Jerebko makes 2-pt dunk from 1 ft (assist by D. Mitchell),60,49
225,3,9:55.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by E. Moore),,63,49
226,3,9:42.0,,R. Rubio misses 2-pt jump shot from 11 ft (block by J. Holiday),63,49
227,3,9:40.0,Defensive rebound by A. Davis,,63,49
228,3,9:31.0,D. Cousins misses 3-pt jump shot from 25 ft,,63,49
229,3,9:27.0,,Defensive rebound by J. Jerebko,63,49
230,3,9:19.0,,Turnover by J. Ingles (traveling),63,49
231,3,8:59.0,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),,65,49
232,3,8:41.0,,Shooting foul by D. Cousins (drawn by D. Mitchell),65,49
233,3,8:41.0,,D. Mitchell makes free throw 1 of 2,65,50
234,3,8:41.0,,A. Burks enters the game for R. Rubio,65,50
235,3,8:41.0,,D. Mitchell makes free throw 2 of 2,65,51
236,3,8:27.0,J. Holiday misses 2-pt layup from 2 ft,,65,51
237,3,8:24.0,,Defensive rebound by J. Ingles,65,51
238,3,8:19.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by J. Jerebko),65,54
239,3,8:02.0,D. Cousins misses 2-pt jump shot from 21 ft,,65,54
240,3,8:00.0,,Defensive rebound by J. Ingles,65,54
241,3,7:48.0,,J. Ingles makes 2-pt layup from 2 ft,65,56
242,3,7:37.0,Def 3 sec tech foul by J. Jerebko,,65,56
243,3,7:37.0,A. Davis makes technical free throw,,66,56
244,3,7:27.0,D. Cousins misses 2-pt layup from 3 ft,,66,56
245,3,7:26.0,,Defensive rebound by D. Mitchell,66,56
246,3,7:22.0,,Personal foul by J. Holiday (drawn by J. Ingles),66,56
247,3,7:22.0,,Utah full timeout,66,56
248,3,7:14.0,,D. Mitchell makes 2-pt layup from 2 ft,66,58
249,3,7:01.0,Personal foul by J. Jerebko (drawn by A. Davis),,66,58
250,3,6:49.0,D. Cousins misses 2-pt hook shot from 6 ft,,66,58
251,3,6:47.0,,Defensive rebound by J. Jerebko,66,58
252,3,6:42.0,Violation by D. Cousins (def goaltending),,66,58
253,3,6:42.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by J. Ingles),66,60
254,3,6:33.0,Shooting foul by D. Mitchell (drawn by J. Holiday),,66,60
255,3,6:33.0,J. Holiday makes free throw 2 of 2,,67,60
256,3,6:33.0,J. Holiday makes free throw 1 of 2,,68,60
257,3,6:33.0,,R. O'Neale enters the game for D. Mitchell,68,60
258,3,6:23.0,,A. Burks makes 2-pt jump shot from 19 ft,68,62
259,3,6:00.0,J. Holiday misses 2-pt layup from 5 ft (block by A. Burks),,68,62
260,3,6:00.0,Offensive rebound by Team,,68,62
261,3,5:57.0,J. Holiday makes 2-pt layup from 2 ft (assist by R. Rondo),,70,62
262,3,5:48.0,,Shooting foul by E. Moore (drawn by J. Ingles),70,62
263,3,5:48.0,,J. Ingles makes free throw 1 of 2,70,63
264,3,5:48.0,,J. Ingles makes free throw 2 of 2,70,64
265,3,5:39.0,E. Moore makes 3-pt jump shot from 24 ft (assist by R. Rondo),,73,64
266,3,5:26.0,,A. Burks misses 3-pt jump shot from 25 ft,73,64
267,3,5:24.0,Defensive rebound by A. Davis,,73,64
268,3,5:10.0,R. Rondo makes 2-pt layup from 2 ft,,75,64
269,3,4:56.0,,J. Ingles misses 2-pt jump shot from 8 ft (block by J. Holiday),75,64
270,3,4:54.0,Defensive rebound by R. Rondo,,75,64
271,3,4:47.0,J. Holiday misses 3-pt jump shot from 24 ft,,75,64
272,3,4:45.0,,Defensive rebound by D. Favors,75,64
273,3,4:39.0,,A. Burks makes 2-pt layup from 1 ft (assist by D. Favors),75,66
274,3,4:20.0,R. Rondo makes 3-pt jump shot from 24 ft,,78,66
275,3,4:01.0,,D. Favors makes 2-pt jump shot from 15 ft (assist by R. O'Neale),78,68
276,3,3:45.0,E. Moore misses 3-pt jump shot from 22 ft,,78,68
277,3,3:41.0,,Defensive rebound by D. Favors,78,68
278,3,3:30.0,,A. Burks makes 2-pt jump shot from 9 ft,78,70
279,3,3:13.0,Turnover by J. Holiday (bad pass),,78,70
280,3,3:13.0,,E. Udoh enters the game for J. Ingles,78,70
281,3,3:13.0,,D. Mitchell enters the game for D. Favors,78,70
282,3,3:13.0,J. Nelson enters the game for R. Rondo,,78,70
283,3,3:13.0,D. Miller enters the game for A. Davis,,78,70
284,3,3:00.0,,D. Mitchell makes 2-pt layup from 1 ft,78,72
285,3,3:00.0,,Shooting foul by D. Cousins (drawn by D. Mitchell),78,72
286,3,3:00.0,,T. Sefolosha enters the game for J. Jerebko,78,72
287,3,3:00.0,A. Davis enters the game for D. Cousins,,78,72
288,3,3:00.0,,D. Mitchell makes free throw 1 of 1,78,73
289,3,2:49.0,A. Davis makes 2-pt jump shot from 17 ft (assist by E. Moore),,80,73
290,3,2:25.0,,E. Udoh misses 2-pt hook shot from 7 ft,80,73
291,3,2:23.0,Defensive rebound by J. Nelson,,80,73
292,3,2:12.0,A. Davis misses 2-pt jump shot from 17 ft,,80,73
293,3,2:10.0,,Defensive rebound by D. Mitchell,80,73
294,3,2:06.0,,E. Udoh makes 2-pt dunk from 1 ft (assist by D. Mitchell),80,75
295,3,1:49.0,New Orleans full timeout,,80,75
296,3,1:46.0,Turnover by E. Moore (turnover; steal by E. Udoh),,80,75
297,3,1:42.0,,R. O'Neale misses 2-pt layup from 1 ft (block by J. Nelson),80,75
298,3,1:38.0,Defensive rebound by J. Holiday,,80,75
299,3,1:29.0,J. Holiday misses 3-pt jump shot from 26 ft,,80,75
300,3,1:25.0,,Defensive rebound by A. Burks,80,75
301,3,1:18.0,,Personal foul by E. Moore (drawn by D. Mitchell),80,75
302,3,1:18.0,,D. Mitchell makes free throw 1 of 2,80,76
303,3,1:18.0,,D. Mitchell makes free throw 2 of 2,80,77
304,3,1:03.0,J. Holiday makes 2-pt layup from 2 ft,,82,77
305,3,0:47.0,,A. Burks makes 3-pt jump shot from 24 ft,82,80
306,3,0:31.0,D. Miller makes 2-pt jump shot from 12 ft,,84,80
307,3,0:14.0,,D. Mitchell misses 3-pt jump shot from 27 ft,84,80
308,3,0:11.0,Defensive rebound by A. Davis,,84,80
309,3,0:00.0,E. Moore misses 2-pt jump shot from 18 ft,,84,80
310,3,0:00.0,Offensive rebound by Team,,84,80
311,4,11:46.0,J. Nelson misses 2-pt jump shot from 15 ft,,84,80
312,4,11:44.0,Offensive rebound by T. Allen,,84,80
313,4,11:37.0,I. Clark misses 3-pt jump shot from 22 ft,,84,80
314,4,11:37.0,,Defensive rebound by R. Rubio,84,80
315,4,11:35.0,,Personal foul by J. Nelson (drawn by R. Rubio),84,80
316,4,11:35.0,New Orleans full timeout,,84,80
317,4,11:35.0,D. Cousins enters the game for A. Davis,,84,80
318,4,11:21.0,,D. Mitchell makes 3-pt jump shot from 23 ft (assist by D. Favors),84,83
319,4,11:01.0,D. Cousins misses 2-pt hook shot from 6 ft,,84,83
320,4,10:59.0,Offensive rebound by T. Allen,,84,83
321,4,10:59.0,Shooting foul by R. Rubio (drawn by T. Allen),,84,83
322,4,10:59.0,T. Allen misses free throw 1 of 2,,84,83
323,4,10:59.0,Offensive rebound by Team,,84,83
324,4,10:59.0,T. Allen misses free throw 2 of 2,,84,83
325,4,10:59.0,Offensive rebound by Team,,84,83
326,4,10:42.0,I. Clark misses 2-pt jump shot from 13 ft,,84,83
327,4,10:39.0,,Defensive rebound by T. Sefolosha,84,83
328,4,10:27.0,,Turnover by D. Mitchell (bad pass; steal by I. Clark),84,83
329,4,10:22.0,D. Miller misses 3-pt jump shot from 25 ft,,84,83
330,4,10:19.0,,Defensive rebound by D. Mitchell,84,83
331,4,10:19.0,,Personal foul by T. Allen (drawn by D. Mitchell),84,83
332,4,10:06.0,,D. Mitchell makes 2-pt layup from 1 ft,84,85
333,4,9:50.0,D. Cousins misses 2-pt jump shot from 20 ft,,84,85
334,4,9:47.0,,Defensive rebound by R. Rubio,84,85
335,4,9:40.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by R. Rubio),84,87
336,4,9:40.0,New Orleans full timeout,,84,87
337,4,9:40.0,E. Moore enters the game for I. Clark,,84,87
338,4,9:40.0,J. Holiday enters the game for T. Allen,,84,87
339,4,9:29.0,J. Holiday misses 2-pt layup from 2 ft,,84,87
340,4,9:27.0,,Defensive rebound by D. Favors,84,87
341,4,9:14.0,,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by J. Ingles),84,90
342,4,8:58.0,D. Cousins misses 2-pt jump shot from 22 ft,,84,90
343,4,8:56.0,,Defensive rebound by R. Rubio,84,90
344,4,8:35.0,,D. Mitchell misses 3-pt jump shot from 24 ft (block by E. Moore),84,90
345,4,8:30.0,Defensive rebound by E. Moore,,84,90
346,4,8:16.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Miller),,87,90
347,4,8:02.0,,Offensive foul by J. Ingles (drawn by J. Nelson),87,90
348,4,8:02.0,,Turnover by J. Ingles (offensive foul),87,90
349,4,8:02.0,,A. Burks enters the game for D. Favors,87,90
350,4,8:02.0,,E. Udoh enters the game for D. Mitchell,87,90
351,4,7:47.0,J. Nelson misses 3-pt jump shot from 25 ft,,87,90
352,4,7:44.0,,Defensive rebound by Team,87,90
353,4,7:44.0,,Utah full timeout,87,90
354,4,7:29.0,,A. Burks misses 3-pt jump shot from 24 ft,87,90
355,4,7:23.0,Defensive rebound by J. Nelson,,87,90
356,4,7:21.0,E. Moore misses 2-pt layup from 1 ft,,87,90
357,4,7:19.0,,Defensive rebound by T. Sefolosha,87,90
358,4,7:06.0,,R. Rubio misses 3-pt jump shot from 22 ft,87,90
359,4,7:03.0,Defensive rebound by J. Holiday,,87,90
360,4,6:57.0,Shooting foul by E. Udoh (drawn by D. Cousins),,87,90
361,4,6:57.0,D. Cousins makes free throw 1 of 2,,88,90
362,4,6:57.0,R. Rondo enters the game for J. Nelson,,88,90
363,4,6:57.0,D. Cousins makes free throw 2 of 2,,89,90
364,4,6:38.0,,R. Rubio misses 2-pt jump shot from 16 ft,89,90
365,4,6:34.0,Defensive rebound by J. Holiday,,89,90
366,4,6:16.0,R. Rondo makes 2-pt layup from 1 ft,,91,90
367,4,5:51.0,,E. Udoh misses 2-pt jump shot from 13 ft,91,90
368,4,5:49.0,Defensive rebound by D. Cousins,,91,90
369,4,5:35.0,E. Moore makes 2-pt jump shot from 7 ft (assist by D. Cousins),,93,90
370,4,5:35.0,,Utah full timeout,93,90
371,4,5:35.0,,D. Favors enters the game for R. Rubio,93,90
372,4,5:35.0,,D. Mitchell enters the game for E. Udoh,93,90
373,4,5:20.0,,D. Mitchell misses 3-pt jump shot from 24 ft,93,90
374,4,5:18.0,,Offensive rebound by D. Favors,93,90
375,4,5:15.0,,A. Burks misses 2-pt layup from 2 ft,93,90
376,4,5:15.0,Defensive rebound by D. Cousins,,93,90
377,4,5:09.0,D. Miller makes 3-pt jump shot from 25 ft (assist by R. Rondo),,96,90
378,4,4:51.0,,D. Mitchell misses 2-pt layup from 1 ft (block by D. Cousins),96,90
379,4,4:50.0,,Offensive rebound by Team,96,90
380,4,4:50.0,,J. Jerebko enters the game for T. Sefolosha,96,90
381,4,4:42.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Jerebko),96,92
382,4,4:15.0,R. Rondo makes 2-pt layup from 2 ft (assist by D. Miller),,98,92
383,4,4:03.0,,D. Mitchell makes 2-pt layup from 1 ft,98,94
